ZengE[0]	ZengE[1]	ZengE[2]	ZengE[3]	
-2.07415	0.000472852	-1.89597	-0.338107	
-1.53775	-0.770033	-1.37996	-1.19436	
-2.09401	0.000472852	-2.19083	-1.30852	
-0.683482	-2.11842	-0.949951	1.31731	
-1.61721	0.385726	-1.78539	1.43147	
-1.16028	0.0967861	-1.33081	-1.25144	
-1.59735	-0.866346	-0.458513	-0.56644	
-1.69668	0.674665	-1.80997	-1.42269	
-2.19335	-1.05897	-0.360226	-1.19436	
-2.21321	-1.54054	-1.65025	0.175643	
-1.10068	-1.54054	-0.507657	-1.99352	
-1.12055	0.482039	-1.8714	-1.02311	
-1.29935	0.770979	-2.11712	-0.56644	
-0.286149	2.11936	-1.72396	-1.87936	
-2.03441	-1.2516	-2.2154	-0.966023	
-0.862282	1.15623	-1.4291	-0.73769	
-1.55761	0.385726	-0.495371	-2.22186	
-1.51788	-1.73317	-1.12195	-1.08019	
-0.246416	0.193099	-1.93283	0.575226	
-0.306016	-0.962659	-1.82225	-1.08019	
0.647583	-1.82948	-2.10483	-1.87936	
-1.61721	-1.34791	-1.01138	-1.47977	
-0.544416	0.867292	-2.14169	-1.65102	
-2.07415	-1.63685	-1.12195	-0.966023	
-1.08081	1.25254	-1.50282	-0.39519	
-1.67681	0.867292	-1.60111	-1.25144	
-0.882148	-0.288467	-1.3431	-0.338107	
-1.89535	-0.770033	-1.71168	0.974809	
-0.365616	0.674665	-0.519943	-1.36561	
-0.902015	0.674665	-1.30624	-2.05061	
-1.55761	-0.192154	-0.34794	0.689392	
-1.12055	-1.2516	-2.1294	-1.42269	
-0.663615	-1.92579	-1.36767	-0.623523	
-1.39868	1.73411	-1.24481	-1.47977	
-1.10068	-1.34791	-0.777948	0.403976	
-1.87548	-0.962659	-1.10967	-0.39519	
-0.822549	-1.05897	-0.925379	-1.53686	
-0.902015	-1.73317	-1.80997	-1.42269	
-1.06095	-0.67372	-1.28167	-1.70811	
-0.941748	0.578352	-1.58882	0.346893	
-1.87548	0.193099	-1.36767	-0.73769	
-0.743082	-0.288467	-1.65025	0.0614761	
-1.47815	-0.192154	-1.8714	-0.623523	
-1.73641	-1.05897	-1.56425	-1.30852	
-1.43841	-0.962659	-1.82225	-1.36561	
-1.77615	0.289413	-1.56425	0.403976	
-1.02121	0.289413	-1.24481	-1.76519	
-0.762949	0.289413	-1.98197	-0.623523	
-0.306016	-1.63685	-1.68711	-1.53686	
-1.99468	-1.05897	-1.82225	-1.65102	
-1.18015	0.770979	-1.80997	-2.39311	
0.389317	-1.2516	-1.89597	-0.794773	
-1.29935	-1.44423	-1.23253	0.232726	
-1.79601	-0.192154	-0.986809	-1.13727	
-1.29935	-0.288467	-1.69939	-1.36561	
-2.15361	-1.44423	-1.56425	-0.281024	
-2.05428	-0.770033	-0.925379	-1.99352	
-2.35228	-1.15529	-1.55196	-0.0526904	
-1.91521	-1.92579	-1.69939	-1.65102	
-1.85561	-1.34791	-1.74854	0.289809	
-1.29935	-0.866346	-1.41682	0.0614761	
-1.21988	0.674665	-1.92054	-0.851856	
-1.73641	-1.92579	-1.06052	-0.966023	
-1.69668	0.482039	-1.4291	-1.70811	
0.925716	-0.67372	-2.60855	0.346893	
-1.20001	-1.15529	-0.642802	-0.680607	
-2.25295	-0.962659	-1.92054	-0.281024	
-0.0278829	-1.15529	-1.37996	-1.13727	
-1.75628	-0.288467	-0.458513	0.118559	
-1.95495	0.193099	-1.45367	-0.452273	
-2.23308	-0.962659	-0.716518	-1.65102	
-1.67681	-2.11842	-1.80997	-1.59394	
-2.05428	-0.770033	-1.24481	0.232726	
-0.981482	0.000472852	-1.29396	-1.42269	
-1.97481	-1.92579	-1.50282	-1.25144	
-0.365616	-1.54054	-1.60111	-1.47977	
-1.16028	-0.962659	-2.00654	-0.851856	
-1.25961	-0.288467	0.0820683	-1.42269	
0.0515836	-0.577406	-0.888521	1.08898	
-2.13375	-0.67372	0.217214	-0.680607	
-1.35895	-0.481093	-1.14653	-1.02311	
-1.12055	-0.962659	-1.28167	-0.966023	
-0.961615	-1.05897	-2.16626	-1.02311	
-1.35895	-0.288467	-2.16626	-0.966023	
-0.0477496	-1.92579	-2.14169	0.118559	
-1.06095	-1.63685	-1.80997	-0.509357	
-1.49801	-1.73317	-1.31853	-0.452273	
-1.08081	-1.05897	-1.23253	-0.452273	
-2.07415	-1.54054	-1.84682	-0.794773	
-1.35895	-0.67372	-1.61339	-0.452273	
-1.27948	-1.63685	-2.01883	0.632309	
-1.59735	-2.11842	-0.765662	-0.90894	
-1.99468	-1.15529	-1.29396	-1.47977	
-1.23975	-0.481093	-0.237366	-0.452273	
-0.782815	-1.82948	-0.974523	-1.65102	
-1.67681	-0.481093	-1.76082	-0.966023	
-1.47815	-0.192154	-1.28167	-0.794773	
-2.21321	-0.577406	-1.60111	-0.109774	
-1.95495	-1.54054	-2.00654	-0.56644	
-1.04108	0.289413	-2.44884	-0.623523	
-1.43841	-2.11842	-0.962237	-0.90894	
-1.89535	-2.31104	-1.56425	-0.22394	
0.0714503	-1.73317	-1.23253	-1.87936	
-1.67681	-0.481093	-1.40453	-1.42269	
-0.723215	-1.15529	-0.74109	-0.73769	
-0.822549	-0.481093	-0.323368	-1.65102	
-1.69668	-0.0958404	-0.827091	-1.76519	
-1.25961	-1.44423	-0.458513	1.03189	
-0.822549	-1.05897	-1.41682	-0.680607	
-1.53775	-1.54054	-1.31853	0.00439286	
-1.00135	-0.866346	-1.3431	-0.851856	
-0.683482	-1.34791	-2.3014	-1.65102	
-2.19335	-1.15529	-1.82225	-1.70811	
-2.41188	-0.481093	-1.92054	-1.13727	
-1.93508	-1.34791	-2.2154	-0.452273	
-0.902015	-0.192154	-1.78539	-1.36561	
-0.842415	-1.54054	-1.69939	-0.623523	
-0.544416	-1.54054	-1.8714	-0.56644	
-0.782815	-0.577406	-1.14653	-0.73769	
-1.79601	0.193099	-0.863949	-0.0526904	
-1.53775	-0.67372	-0.0899348	-1.59394	
-0.882148	-1.2516	-0.863949	-1.30852	
-2.35228	-1.15529	-1.1711	-0.90894	
-0.623882	-0.962659	-1.85911	-1.13727	
-1.53775	0.770979	-1.90825	-0.73769	
-2.29268	0.289413	-1.84682	-0.56644	
-1.27948	0.0967861	-1.5151	-1.30852	
-1.63708	-0.67372	-1.36767	-2.05061	
-1.39868	-0.962659	-2.11712	-0.0526904	
-1.93508	-1.54054	-0.556801	0.175643	
-1.55761	-0.962659	-1.90825	-0.22394	
-1.35895	-0.577406	-1.30624	-2.39311	
-1.35895	0.000472852	-1.93283	-1.70811	
-2.09401	-1.92579	-1.90825	-0.851856	
-1.67681	-0.481093	-2.42426	-1.70811	
-1.33908	-0.288467	-2.60855	-0.39519	
-1.49801	-1.44423	-2.25226	-0.966023	
-1.69668	0.0967861	-1.78539	-0.452273	
-2.09401	-0.962659	-2.10483	-2.27894	
-1.06095	0.963605	-1.44139	-0.338107	
-1.41855	0.385726	-2.46112	0.689392	
-1.95495	0.482039	-0.642802	-0.623523	
-1.81588	-0.192154	-1.93283	-0.794773	
-1.79601	-1.2516	-1.74854	0.860642	
-1.93508	-1.54054	-2.48569	-1.25144	
-1.81588	-0.577406	-1.61339	-1.93644	
-1.16028	0.770979	-2.38741	-0.509357	
-1.08081	-0.962659	-1.69939	-0.623523	
-1.39868	-1.73317	-1.46596	-1.65102	
-0.286149	0.000472852	-1.66254	-0.56644	
-0.266283	-1.15529	-0.200508	-0.56644	
-0.345749	-1.2516	-2.08026	-1.82227	
0.19065	-1.73317	-0.765662	-1.02311	
-1.23975	-0.962659	-1.66254	-1.76519	
-1.16028	-1.63685	-2.08026	-1.02311	
-1.29935	0.385726	-1.31853	-0.680607	
-1.12055	-0.962659	-1.74854	0.632309	
-1.57748	-1.05897	-0.630516	-1.36561	
-1.37881	-0.866346	-1.55196	-1.53686	
-1.93508	-2.0221	-1.40453	-1.47977	
-1.87548	0.578352	-0.691946	0.0614761	
-1.00135	0.482039	-1.1711	-0.73769	
-1.79601	-0.67372	-1.23253	-1.42269	
-1.97481	-1.2516	-1.09738	-1.36561	
-0.921882	-1.82948	-1.89597	0.346893	
-1.00135	-1.63685	-1.55196	-1.30852	
-1.51788	-1.54054	-1.72396	-0.794773	
-1.99468	-0.192154	-0.212794	-1.19436	
-1.75628	0.289413	-1.61339	0.118559	
-2.29268	-0.288467	-1.45367	-1.76519	
-0.385482	-0.866346	-1.61339	-1.02311	
-1.41855	-0.866346	-1.74854	-0.22394	
-1.77615	-1.05897	-1.14653	-1.87936	
-2.25295	-0.288467	-0.605944	0.917725	
-0.723215	-1.92579	-1.46596	-2.33602	
-1.49801	1.25254	-1.62568	-0.56644	
-1.91521	-0.288467	-2.54712	-1.13727	
-1.18015	1.34886	-1.88368	-1.13727	
-0.425216	0.193099	-0.753376	-1.59394	
-0.385482	-0.67372	-0.974523	-0.452273	
-0.743082	-0.866346	-1.52739	-0.109774	
-1.35895	-0.577406	-1.06052	-0.73769	
-1.67681	0.0967861	-1.09738	0.632309	
-1.16028	-1.15529	-1.82225	-0.509357	
-0.743082	-1.05897	-2.39969	-0.966023	
-1.63708	-1.44423	-1.98197	-0.623523	
-1.77615	-0.38478	-1.53968	-0.509357	
-1.33908	-1.54054	-1.49053	-1.02311	
-1.47815	-0.192154	-1.76082	-1.59394	
-1.99468	-0.0958404	-0.839377	-0.39519	
-2.05428	0.867292	-1.60111	-1.25144	
0.389317	-1.15529	-1.33081	-0.90894	
-1.16028	-2.11842	-1.06052	-1.76519	
-1.55761	-1.15529	-1.89597	-2.16477	
-0.842415	-1.92579	-1.61339	0.118559	
0.528383	0.000472852	-1.62568	-0.794773	
-1.81588	0.963605	-1.39224	-0.794773	
0.111184	-1.82948	-2.62084	-1.13727	
-1.55761	-0.288467	-1.90825	0.118559	
-0.464949	-1.05897	-1.67482	0.461059	
0.25025	0.0967861	-1.99426	-1.65102	
-1.95495	0.578352	-2.42426	0.232726	
-0.425216	-1.2516	-1.41682	-1.13727	
0.746916	-0.866346	-1.39224	-0.90894	
-1.04108	-0.481093	-2.25226	0.00439286	
-0.246416	-1.44423	-0.839377	-2.16477	
-1.27948	-2.31104	-0.913093	-1.93644	
-1.81588	0.578352	-1.04824	-1.25144	
-1.89535	-1.34791	-1.78539	0.0614761	
-0.246416	-0.67372	-1.45367	-1.08019	
-0.782815	0.578352	-1.65025	0.00439286	
-1.29935	-0.38478	-0.139079	-1.25144	
-1.06095	-0.577406	-1.98197	-0.166857	
-1.06095	-2.31104	-1.57653	-1.13727	
-0.902015	-1.54054	-2.10483	-1.36561	
-1.65695	-1.34791	-0.999094	-0.73769	
-1.81588	-0.38478	-1.20796	-1.13727	
-0.325883	0.674665	-1.49053	-0.623523	
-1.79601	-1.15529	-2.09254	-0.56644	
-2.17348	-0.770033	-1.09738	-0.452273	
0.0515836	-0.481093	-2.37512	-1.30852	
-2.01455	-1.44423	-2.52255	-1.36561	
-0.683482	-0.38478	-1.82225	0.346893	
-1.23975	-0.67372	-1.55196	-1.53686	
0.30985	-1.63685	-1.03595	-0.851856	
-0.484816	0.867292	-1.4291	-1.02311	
-0.445082	-0.770033	-0.605944	0.803559	
-1.49801	-0.481093	-0.519943	-0.509357	
-1.87548	-0.481093	-0.495371	-1.59394	
-1.73641	0.482039	0.0943543	-1.70811	
-1.75628	-1.82948	-1.14653	-1.36561	
-1.25961	-0.288467	-0.139079	0.518142	
-2.15361	-0.770033	-2.23997	-1.30852	
-0.107349	-1.15529	-1.13424	-1.82227	
-1.16028	-0.192154	-1.29396	-1.53686	
-2.21321	-0.38478	-0.716518	0.632309	
-0.524549	-0.67372	-0.212794	-1.47977	
-1.41855	0.0967861	-1.88368	-0.966023	
-1.61721	-0.288467	-2.48569	-1.36561	
-0.186816	-1.44423	-1.33081	-0.56644	
-2.35228	-0.38478	-2.55941	-1.30852	
-0.365616	-0.866346	-0.704232	-1.08019	
-1.51788	-0.770033	-1.53968	-1.25144	
0.42905	-0.962659	-1.18338	-1.59394	
-1.37881	-1.15529	-1.62568	-1.02311	
-1.10068	-0.866346	-0.298796	-0.90894	
-1.37881	-1.05897	-1.56425	-1.93644	
-1.43841	-0.962659	-0.728804	-1.53686	
-0.782815	-0.38478	-1.56425	-0.794773	
0.766783	-1.05897	-1.07281	-0.281024	
-1.93508	-1.92579	-1.76082	-1.82227	
-1.71655	0.578352	-1.98197	-2.33602	
-0.782815	-1.54054	-0.863949	-0.623523	
-1.14041	-1.15529	-1.57653	-2.10769	
-0.0874828	-0.288467	-2.53484	-0.109774	
-1.00135	-1.34791	-1.30624	-0.966023	
-1.57748	-1.54054	-1.58882	-1.59394	
-1.77615	-0.866346	-0.999094	-1.47977	
-0.663615	-0.481093	-1.45367	-0.56644	
-0.464949	-1.2516	-1.65025	-1.47977	
-0.723215	-1.44423	-2.37512	-0.109774	
-2.39201	-1.05897	-0.200508	-0.851856	
-1.12055	-1.15529	-2.10483	-1.65102	
-1.95495	-1.15529	-1.01138	-0.452273	
-0.0676162	-1.15529	-1.53968	-1.99352	
-1.73641	0.385726	0.364645	-1.19436	
-0.961615	0.770979	-1.36767	-1.36561	
0.270117	-0.962659	-1.28167	-1.76519	
-1.57748	0.770979	-1.35539	-1.13727	
0.846249	-0.577406	-1.67482	-1.25144	
-0.902015	-0.577406	-1.68711	-0.109774	
-1.23975	-2.21473	-0.937665	-0.281024	
-2.05428	-0.481093	-0.360226	-1.47977	
-1.99468	0.578352	-2.44884	0.860642	
-1.14041	2.02305	-2.35055	-2.45019	
-1.89535	-0.38478	-1.41682	-0.623523	
-0.445082	-1.34791	-0.949951	-1.13727	
-1.69668	-0.866346	-1.94511	1.20314	
-1.29935	-0.577406	-1.61339	-0.851856	
-0.445082	-1.44423	-1.49053	-0.39519	
-2.31255	-1.05897	-2.00654	-0.281024	
-2.37215	-1.63685	-2.28912	-1.59394	
-1.14041	-1.63685	-1.80997	-0.166857	
-1.77615	-1.54054	-2.1294	-1.08019	
-1.35895	-0.577406	-1.35539	-0.166857	
-2.05428	-0.962659	-1.18338	0.175643	
-0.0874828	0.867292	-1.99426	-0.794773	
-2.11388	-0.866346	-1.58882	-1.70811	
-1.02121	0.193099	-0.00393324	-1.53686	
-1.31921	-1.2516	-1.61339	-1.13727	
-1.00135	-1.44423	-1.90825	-1.19436	
-1.29935	-0.67372	-1.55196	-0.109774	
-0.743082	0.867292	-0.593658	-1.47977	
-1.89535	1.15623	-1.41682	-1.70811	
-0.206683	0.674665	-1.50282	-0.39519	
-2.37215	-1.05897	-1.60111	-2.10769	
-1.41855	-0.577406	-1.62568	-1.25144	
-0.306016	-0.770033	-1.74854	1.03189	
-1.57748	-0.67372	-0.839377	0.803559	
-1.14041	-1.34791	-1.10967	-0.56644	
-1.20001	0.482039	-1.30624	-2.50727	
-0.683482	-1.15529	-1.92054	-0.73769	
-1.81588	0.385726	-1.28167	-1.02311	
-1.91521	0.193099	-1.67482	0.175643	
-1.37881	0.867292	-1.94511	-1.65102	
-1.08081	0.867292	-1.46596	-1.65102	
-1.49801	-0.962659	-2.27683	-0.56644	
-1.14041	0.0967861	-2.25226	-0.623523	
-1.41855	-1.2516	-2.36283	-1.76519	
-0.584149	0.289413	-0.913093	-2.10769	
-1.53775	0.0967861	-1.45367	-0.281024	
-1.67681	-1.63685	-1.63796	1.71689	
-1.85561	0.0967861	-1.80997	-0.90894	
-2.05428	-0.67372	-2.17854	-1.36561	
-1.53775	-0.577406	-1.67482	-0.338107	
-0.584149	-1.2516	-1.44139	-0.338107	
-0.703349	-1.05897	-1.72396	-0.794773	
-2.05428	-0.192154	-0.777948	-1.36561	
-1.75628	-1.92579	-1.46596	-1.70811	
-1.91521	-1.92579	-0.642802	-1.25144	
-1.77615	1.05992	-1.47825	0.518142	
-0.00801628	0.000472852	-0.716518	-0.90894	
-0.882148	-1.2516	-1.98197	-1.42269	
-1.37881	-0.192154	-1.56425	-0.73769	
-1.99468	0.0967861	-1.46596	-1.36561	
-1.97481	-1.05897	-1.8714	-0.0526904	
-1.79601	-1.2516	-0.274224	-0.56644	
-1.12055	1.05992	-1.65025	-1.36561	
-1.85561	0.193099	-0.814805	-1.13727	
-1.61721	-0.481093	-2.27683	-1.93644	
0.13105	-1.2516	0.389217	-0.39519	
-1.16028	0.578352	-1.78539	-0.680607	
-0.206683	0.385726	-1.84682	0.746476	
-0.266283	-1.54054	-1.19567	-1.65102	
-1.25961	-1.34791	-1.90825	-0.680607	
-1.04108	-0.770033	-1.60111	-1.19436	
-1.25961	-0.962659	-2.06797	-0.338107	
-1.41855	-0.0958404	-1.98197	0.0614761	
-1.71655	-1.05897	-1.22024	0.461059	
-1.75628	-0.288467	-0.753376	-0.90894	
-0.186816	-1.2516	-1.28167	-0.794773	
-2.03441	-1.92579	-0.728804	-0.338107	
-1.02121	-1.63685	-1.41682	-0.90894	
-1.25961	0.289413	-1.79768	0.00439286	
-1.37881	-0.770033	-1.26939	-1.30852	
-0.743082	-0.962659	-1.02367	-1.13727	
-1.21988	-0.866346	-1.29396	-0.90894	
-1.85561	0.000472852	-1.46596	-1.59394	
-1.10068	0.193099	-1.5151	-1.47977	
-1.45828	-0.288467	-2.35055	-1.42269	
-1.83575	-0.67372	0.143498	-0.966023	
-0.147083	-0.577406	-1.33081	-2.27894	
0.885983	-0.577406	-1.68711	-1.25144	
-1.79601	-0.770033	-1.19567	0.461059	
-1.91521	-0.962659	-1.0851	-1.76519	
-1.37881	-1.34791	-1.15881	-1.82227	
-1.31921	-0.770033	-1.53968	0.00439286	
-0.981482	0.193099	-2.09254	-1.70811	
-0.862282	-0.38478	-1.03595	-1.25144	
-2.11388	-0.577406	-1.50282	-0.22394	
-1.33908	-1.54054	-1.77311	-1.47977	
-0.464949	-1.34791	-2.09254	-0.623523	
-1.21988	0.000472852	-0.458513	1.20314	
-0.504682	-0.288467	-1.09738	-0.56644	
-1.71655	-1.15529	-1.93283	-1.53686	
-0.266283	-1.73317	-2.23997	-0.39519	
-1.16028	-1.44423	-1.19567	-0.338107	
-1.29935	-1.44423	-0.925379	-0.109774	
-0.743082	-1.54054	-0.384797	0.632309	
-0.802682	-0.962659	-1.37996	-0.90894	
-1.25961	-1.54054	-1.50282	-1.87936	
-1.25961	-1.54054	-1.19567	-0.109774	
-1.23975	0.000472852	-0.777948	0.746476	
-2.05428	-1.34791	-1.52739	-1.99352	
-0.147083	-2.21473	-0.323368	-1.08019	
-1.77615	-0.192154	-1.76082	-0.73769	
-1.18015	-0.866346	-2.25226	-2.33602	
-0.703349	-1.34791	-1.53968	-1.76519	
-0.445082	0.289413	-1.61339	-0.281024	
-2.27281	-1.15529	-1.26939	-1.19436	
-1.67681	-0.962659	-0.237366	-1.76519	
-1.71655	-1.05897	-1.3431	-1.42269	
-0.802682	-0.0958404	-1.30624	-1.30852	
1.95878	0.193099	-1.35539	-0.22394	
0.289983	-1.44423	-0.925379	-1.47977	
-2.35228	0.289413	-0.593658	-1.08019	
-0.683482	1.44517	-1.37996	-1.82227	
-0.961615	-0.288467	-0.593658	-0.22394	
-1.47815	-0.770033	-2.08026	-1.53686	
-1.67681	-0.577406	-0.851663	-1.42269	
-1.81588	0.193099	-1.10967	-1.53686	
-0.365616	-1.54054	0.548934	-1.53686	
-1.12055	0.193099	-0.839377	-0.851856	
-1.95495	0.000472852	-1.4291	-1.76519	
-2.01455	0.000472852	-2.06797	-1.59394	
-1.37881	-1.44423	-1.8714	-0.338107	
-2.39201	-0.0958404	-1.20796	-1.70811	
-1.65695	-1.15529	-1.20796	-1.65102	
-2.03441	-1.2516	-1.23253	-1.47977	
-1.23975	-1.2516	-2.11712	0.0614761	
-1.02121	0.000472852	-0.630516	-1.19436	
-2.17348	0.867292	-1.18338	0.917725	
-0.961615	-0.38478	-1.2571	0.289809	
-2.23308	-0.192154	-1.04824	0.118559	
-1.27948	-1.2516	-1.18338	-0.680607	
-1.79601	-1.44423	-1.58882	-1.93644	
-1.21988	-1.15529	-1.74854	-0.90894	
-1.81588	-0.577406	-1.46596	-0.794773	
-1.41855	-0.0958404	0.806939	-0.166857	
-0.147083	-0.0958404	-2.41198	-1.59394	
-1.49801	-1.54054	-1.13424	-1.87936	
-1.37881	0.289413	-0.949951	-1.13727	
-1.20001	-1.2516	-1.67482	-1.02311	
-1.59735	-0.770033	-1.77311	-1.82227	
-0.425216	-0.67372	-0.876235	-0.680607	
-1.67681	-0.577406	-1.3431	-1.36561	
-1.57748	-0.192154	-1.98197	-1.13727	
-2.03441	-1.2516	-0.937665	-0.509357	
-0.00801628	-0.577406	-1.76082	-0.851856	
-0.782815	1.34886	-1.69939	-2.10769	
-1.73641	-1.2516	-1.50282	-1.70811	
-2.21321	-0.0958404	-1.15881	-1.99352	
-1.47815	0.289413	-0.28651	-1.47977	
-2.01455	0.289413	-1.53968	-0.794773	
-0.186816	-1.82948	-2.10483	-1.42269	
-1.83575	0.963605	-2.16626	-0.56644	
-1.53775	0.0967861	-2.33826	-1.87936	
-1.21988	-1.15529	-2.08026	-0.680607	
-1.45828	0.385726	-1.71168	-0.90894	
-1.67681	-0.38478	-1.98197	-1.19436	
-1.91521	0.000472852	-1.33081	0.118559	
-1.91521	0.385726	-1.44139	-1.42269	
-0.822549	-1.44423	-1.37996	-0.73769	
-1.61721	-0.0958404	-0.851663	-0.73769	
0.0118504	-1.54054	-1.63796	-1.93644	
-1.31921	0.770979	-0.900807	0.232726	
-2.21321	0.000472852	-1.71168	-0.680607	
-1.85561	0.482039	-1.30624	-1.13727	
-0.464949	0.385726	-1.99426	-0.56644	
-1.25961	0.193099	-2.25226	-2.22186	
-1.77615	-0.962659	-0.716518	-1.08019	
-2.19335	-2.31104	-2.25226	-0.73769	
-1.47815	-0.962659	-2.27683	-1.65102	
-0.723215	-0.577406	-1.36767	-1.76519	
-1.47815	-1.15529	-0.814805	-1.25144	
-0.941748	0.000472852	-1.98197	-0.851856	
-1.51788	-1.54054	-1.88368	-0.509357	
-1.43841	1.73411	-0.053077	-0.794773	
-0.842415	0.289413	-1.79768	-1.42269	
-1.65695	-2.11842	-2.16626	-0.56644	
-0.882148	-0.38478	-0.323368	-1.42269	
-0.782815	-1.82948	-0.249652	-1.19436	
-1.53775	1.05992	-2.01883	-2.27894	
-1.87548	-0.962659	-0.544515	-1.76519	
0.329717	-0.481093	-1.83454	-1.53686	
-0.882148	-0.288467	-1.73625	-0.509357	
-1.33908	-1.15529	-0.409369	-1.70811	
-0.961615	-0.67372	-2.08026	-0.166857	
-0.484816	0.000472852	-2.26455	-1.76519	
-1.93508	0.770979	-1.31853	-1.93644	
-1.65695	-1.92579	-0.74109	-1.47977	
-0.564282	0.674665	-1.3431	-0.851856	
-1.10068	0.000472852	-1.30624	-1.47977	
-0.385482	-2.0221	-2.00654	-0.851856	
-2.19335	0.770979	-2.28912	-2.05061	
-1.29935	0.482039	-0.974523	-0.452273	
-1.16028	-1.73317	-1.45367	0.632309	
-1.59735	-1.34791	-1.67482	-1.99352	
0.111184	0.000472852	-2.43655	-0.851856	
-0.842415	1.25254	-2.08026	-1.30852	
-1.00135	-1.92579	-1.77311	-1.02311	
-1.25961	-0.192154	-1.88368	-1.30852	
-1.18015	-0.866346	-0.814805	-1.87936	
-1.55761	-1.63685	-2.49798	-1.25144	
-0.226549	-1.73317	-1.66254	-1.59394	
0.031717	-0.962659	-1.8714	-1.47977	
-1.12055	-1.63685	-1.41682	-1.59394	
-1.61721	0.385726	-1.19567	-0.39519	
-0.246416	-0.67372	-0.999094	0.00439286	
-1.63708	0.385726	-2.36283	-1.59394	
-0.604015	0.0967861	-1.18338	-2.10769	
-1.77615	-1.63685	-1.84682	-0.22394	
-0.703349	-0.962659	-1.13424	-1.82227	
-0.405349	1.05992	-1.65025	-0.623523	
0.0714503	3.56406	-1.78539	0.860642	
-1.59735	0.193099	-1.79768	0.575226	
0.0515836	-1.54054	-1.10967	-1.30852	
-2.15361	-0.577406	-0.925379	-2.22186	
0.846249	-1.15529	-0.839377	0.746476	
-1.91521	-0.770033	-0.876235	-1.08019	
-0.564282	-1.44423	-0.716518	-0.794773	
-1.21988	0.193099	-1.69939	-1.42269	
-0.703349	-0.481093	-2.39969	-1.02311	
-1.10068	-0.288467	-2.08026	-1.08019	
-0.564282	0.578352	-1.85911	0.175643	
-1.87548	-1.44423	-0.863949	-0.966023	
-0.107349	-0.481093	0.696365	-0.680607	
-1.51788	0.193099	-1.89597	-0.509357	
-1.31921	-1.73317	-1.50282	-0.39519	
-1.29935	-0.288467	-0.630516	-0.73769	
-1.61721	0.867292	-1.44139	-1.65102	
0.866116	-1.44423	-1.23253	-2.05061	
-1.06095	0.867292	-2.48569	-1.93644	
-0.762949	0.578352	-0.691946	-0.966023	
-0.0874828	0.963605	-2.10483	-1.13727	
-2.13375	1.83042	-1.78539	-1.30852	
-1.57748	-1.15529	-1.30624	2.45897	
-1.35895	-1.15529	-0.139079	0.0614761	
-1.75628	-0.481093	-2.66998	-1.36561	
-1.39868	-1.44423	-1.96968	-1.76519	
-1.73641	0.482039	-1.77311	-0.56644	
-1.71655	-0.577406	-1.52739	-2.22186	
-1.73641	-1.15529	-2.26455	-1.47977	
-0.902015	-1.2516	-1.98197	-0.851856	
-1.63708	-1.05897	-1.69939	-1.30852	
-1.14041	0.000472852	-1.88368	-0.680607	
