Fs[0]	Fs[1]	Fs[2]	Fs[3]	
-7.81629	-4.15892	-10.5075	-5.8931	
-5.21051	0.879863	-11.1661	-1.81557	
-9.16931	-6.12281	-6.23595	-3.59627	
-9.5373	0.423273	-10.8079	-2.03876	
-17.8665	-1.96882	-24.1001	-2.13698	
-9.18688	-1.70851	-14.8021	-7.12982	
-12.3605	-3.13719	-5.12747	-2.60463	
-7.43434	-0.161516	-2.45403	-8.99457	
-4.41398	-2.13417	-16.6174	-3.15625	
-1.67985	-3.60681	-16.8297	-5.65146	
-5.38973	-2.85856	-13.3259	-4.06043	
-7.06962	-2.75623	-4.271	-8.52985	
-9.98209	-0.255575	-13.221	-1.07656	
-6.91546	1.31612	-19.249	-2.47265	
-11.6633	-1.54139	-9.77217	-5.94052	
-2.33502	-0.0210972	-9.85755	-4.95399	
-10.5353	-2.61643	-13.3674	-8.04889	
-6.27604	-0.548629	-15.5206	-2.85944	
-9.048	-0.0585579	-9.53575	-4.20287	
-0.940304	-1.49388	-7.10784	-3.15625	
-10.3392	-4.98523	-17.0383	-3.48645	
-12.5135	-1.69115	-11.0626	-3.89428	
-9.26697	-0.109462	-15.9201	-6.22308	
-5.91282	-2.54661	-13.3994	0.117351	
-6.03848	1.12469	-17.5708	-2.462	
-10.1277	-1.8531	-9.34821	-3.43335	
-1.46255	-2.91534	-16.7442	-1.7236	
-1.00621	-0.661365	-9.56786	-8.87331	
-2.5171	-0.00874211	-13.2643	-6.93339	
-6.43489	-5.46881	-12.3386	-3.09591	
-10.0803	2.73064	-14.0246	-7.1523	
-5.7479	-1.10177	-10.1521	-4.31919	
-7.88459	0.00354848	-0.976688	-1.31374	
-7.49317	-2.17768	-17.8242	-4.40443	
-5.09193	-2.22213	-13.6628	-6.78759	
-9.93003	-0.201349	-8.79512	-2.3684	
-8.32647	0.235427	-4.76248	-0.682713	
-6.23004	-1.76151	-8.81114	-4.78708	
-16.5385	-1.49388	-8.92058	-5.19347	
-5.22738	-0.426654	-9.49648	-6.70684	
-7.5551	-3.33675	-5.87777	-1.68891	
-2.67719	-0.71158	-5.65637	-2.75699	
-3.55955	-0.385452	-13.9939	-6.40119	
-10.4596	0.108441	-4.17895	-3.55175	
-6.29889	1.40211	-9.93364	0.0876569	
-2.73918	0.779398	-13.3994	-3.30061	
-7.81629	-2.51076	-9.15432	-6.2932	
-4.04628	-3.18004	-4.61658	-5.87744	
-4.51698	-5.86548	-5.2441	-6.17142	
-6.72331	-2.09156	-12.147	-6.13743	
-5.75048	-2.17768	-7.89201	-6.18855	
-3.06139	-1.8531	-5.4066	-4.39449	
-4.92185	-1.87193	-9.89285	-3.28083	
-8.31298	0.536396	-10.265	-10.1935	
-3.74103	-1.25823	-8.7543	-3.7708	
-1.34498	-2.56294	-8.63967	-8.28187	
-4.77229	-5.14668	-12.7323	-1.37982	
-6.82485	-1.58448	-8.63496	-4.56772	
-4.66815	-2.51467	-7.81131	-10.5292	
-6.26681	-3.40736	-2.95266	-4.03734	
-9.78324	-2.61643	-9.02658	-1.63417	
-0.377944	-3.71319	-7.5166	-3.09591	
-10.4556	-1.69115	-10.6375	0.866591	
-7.25295	-1.31455	-8.35117	-1.87117	
-1.23669	-2.17768	-9.52385	-5.8937	
-10.7639	-0.471592	-9.04431	-4.02401	
-7.95845	-1.83445	-3.52556	-4.24591	
-5.45305	-0.0585579	-1.39205	-2.27867	
-4.53557	1.29118	-12.8995	-2.78137	
-10.1819	1.05847	-5.0881	-1.09325	
-6.73339	-5.17452	-7.08917	-6.31097	
-14.7337	-2.96819	-16.6321	-5.2822	
-4.78551	-1.00195	-10.5071	-0.290016	
-6.01668	-0.44153	-8.61587	-0.968574	
-2.91017	-1.83445	-5.28257	-4.24591	
-11.2637	-9.62006	-0.347693	-6.76723	
-7.86593	-3.50497	-0.73415	-7.89086	
-5.53676	3.96515	-5.25244	-5.8937	
-7.02341	-1.25027	-9.14202	-6.74699	
-3.22835	-3.94101	-6.25801	-3.71491	
-8.17819	-4.15892	-16.3299	-1.55119	
-2.57965	-1.96882	-11.2391	-2.23039	
-13.0647	-0.148391	-5.96458	-6.43796	
-3.75655	-2.97365	-14.7319	-1.36073	
-4.84409	-3.65941	-15.1074	-1.54431	
-5.99254	-0.0450542	-21.8098	-1.67179	
-8.03033	-3.74054	-10.2107	-5.59385	
-11.7127	-0.62854	-9.49718	-0.391075	
-4.56672	-1.15021	-8.68834	-1.59137	
-2.60064	-2.97365	-2.30793	-2.99972	
-14.6019	-0.311145	-6.84505	-6.18855	
-12.0271	0.335258	-3.21702	-0.705357	
-12.1731	-0.798037	-11.1752	-3.39171	
-8.12737	-0.974377	-10.4622	-5.94052	
-3.27785	-3.7682	-9.77465	-6.64747	
-3.5648	-3.82447	-7.96883	-2.12786	
-7.2697	-0.368142	-9.0848	-6.60843	
-5.70995	-3.68615	-8.73789	-8.77493	
-1.83908	-0.517483	-7.44871	-7.78867	
-9.78324	0.423273	-7.44716	-2.7449	
-4.56022	4.29175	-12.0947	-3.84416	
-7.15804	-3.58093	-13.9255	-3.19387	
-12.5486	-3.33675	-16.7442	-4.31919	
-1.40754	-1.79765	-13.9103	-1.51849	
-4.92676	-0.44153	-11.3223	-3.46507	
-6.28984	-1.4105	-7.93448	-1.53906	
-3.06574	-2.87732	-8.24906	-5.60816	
-7.85015	-2.38564	-9.49993	-6.64747	
-6.78516	0.935869	-7.9707	-3.5628	
-4.12249	-3.88205	-6.8811	-7.17492	
-16.436	-1.98877	-8.64846	-3.99754	
-3.27147	-3.18004	-11.3182	-0.516017	
-12.653	-3.82447	-4.52405	-2.70901	
-7.48066	-0.426654	-11.0947	-0.641545	
-9.36217	-1.94907	-9.10516	-6.82865	
-6.55517	-1.00195	-17.6335	-7.1523	
-10.7505	-1.20348	-4.23303	-1.32953	
-12.418	-3.97101	-7.39098	-3.65309	
-4.57089	-3.79617	-12.1577	-1.94493	
-6.09639	1.40211	-17.9273	-3.7349	
-5.72415	2.93265	-15.3757	-4.71779	
-7.41708	0.423273	-16.8548	-0.496828	
-4.79053	-4.15892	-8.52461	-2.68539	
-4.09483	-1.1634	-5.33113	-5.80031	
-4.81106	1.13778	-13.5973	-7.12982	
-8.93135	-0.998556	-11.8742	-7.29009	
-3.28122	-0.851686	-8.23053	-1.86314	
-8.68831	-3.94101	-1.30268	-9.93135	
-6.33658	0.064063	-5.70283	-4.63345	
-9.99023	-3.7682	-7.19516	-3.90696	
-8.58189	-1.55748	-13.5645	-5.45439	
-2.78378	-6.23977	-8.92849	-2.14614	
-2.06222	-4.03212	-6.61298	-6.17142	
-2.78304	-0.869882	-4.50356	-1.22134	
-4.64137	-0.0460042	-4.63538	-1.0354	
-5.36803	0.0279395	-10.994	-3.75115	
-16.8692	-6.12281	-4.90181	-0.360887	
-8.18639	1.49804	-5.83271	-4.11882	
-5.4603	1.35689	-12.3548	-2.23039	
-1.31144	-0.411879	-12.7095	-6.32882	
-5.17747	-3.24588	-8.89183	-2.31809	
-4.56255	-3.36005	-5.09436	-2.51578	
-6.02539	-3.97101	-16.974	-4.94924	
-10.227	-1.3873	-8.96815	-2.94272	
-7.96049	-3.71319	-9.04884	-3.41244	
-7.23626	-3.26826	-7.55238	-7.33716	
-13.3694	-1.25823	-8.37804	-2.15533	
1.09681	-1.58448	-9.95836	-4.11882	
-14.4975	-1.15021	-4.59617	-4.02401	
-0.431861	0.660396	-10.3348	-2.10073	
-3.53648	-1.43227	-13.5275	-2.33808	
1.06003	-2.07058	-9.74688	-7.97915	
-0.499516	1.31612	-5.97532	-1.71612	
-5.90289	-3.33675	-5.32347	-4.20287	
-14.7084	-0.94431	-13.9728	-4.9655	
-8.15524	-1.60655	-13.1126	-4.71217	
-13.2264	-1.50959	-6.43544	-2.16457	
-8.44236	-4.42139	-15.1635	-1.39225	
-7.10734	-3.36005	-17.7029	-3.47574	
-8.89933	-4.15892	-5.6966	-4.58401	
-12.7374	-5.76137	-4.3798	-1.62339	
-5.40376	0.0520825	-8.47344	-1.59999	
-5.93168	1.46234	-16.0492	-1.12703	
-7.91546	-1.5737	-11.554	-4.23148	
-10.4758	0.0520825	-10.9058	-4.33409	
-9.40452	-0.471592	-15.9559	-5.55134	
-12.3451	-3.0539	-9.97933	-4.02401	
-8.34989	-3.29086	-8.83027	-4.87607	
-3.54904	-0.62854	-5.34096	-4.6004	
-8.35665	0.935869	-16.2451	-1.52875	
-3.42972	-1.09835	-9.65037	-6.74699	
-12.8727	-2.00892	-7.90178	-3.91971	
-9.77452	-1.8531	-11.5347	-1.83815	
-7.12628	-1.10177	-13.478	-6.31097	
-2.62749	-1.07293	-9.02015	-5.76997	
-10.2473	0.0520825	-7.98394	-0.99501	
-3.80366	-3.13719	-6.5562	-1.86314	
-13.0053	1.24078	-4.9761	-6.10378	
-6.21212	0.536396	-13.2067	-6.60843	
-6.38021	-3.20177	-5.32575	-10.1399	
-9.5727	-5.97321	-8.37611	-7.25433	
-9.36314	-1.65688	-7.70047	-4.10506	
-9.97559	-1.10177	-4.63344	-3.74681	
-1.4134	-1.92951	-14.1131	-3.11007	
-3.05944	-2.99344	-17.1532	-1.70124	
-9.95417	-1.92951	-9.41765	-5.7851	
-0.0175361	-3.79617	-11.2253	-0.366892	
-4.13643	-4.73558	-8.28705	-5.8937	
-9.71623	1.27865	-8.72283	-6.40119	
-7.09475	-2.26755	-5.05456	-4.91975	
-5.86684	-3.03356	-10.8241	-3.36257	
-10.4274	0.0400417	-4.34234	-2.02428	
-1.85579	-1.83445	-8.38853	-2.83092	
-10.3806	-5.76137	-5.88427	-3.75877	
-8.21944	-0.82403	-15.1196	-6.80806	
-11.0558	-0.71158	-6.92659	-5.76997	
-10.2513	-1.76151	-10.1922	-2.13698	
-4.95338	-2.26755	-7.36752	-7.19768	
-11.6432	-1.49388	-7.89201	-4.27498	
-4.3899	1.13778	-6.28329	-2.33808	
-7.45937	-1.58448	-9.77465	-5.8931	
-10.8764	-3.0539	-8.21296	-2.78137	
-11.5988	-1.00195	-5.76559	-5.00031	
-4.77915	-0.0585579	-16.7057	-4.76961	
-4.95678	1.47428	-4.92216	-5.86187	
-7.82157	-1.19003	-7.00457	-5.50941	
-4.99775	-2.80326	-7.62279	-5.44079	
-3.76994	-0.963344	-5.63736	-2.21365	
-9.39032	-0.00874211	-9.86337	-2.3684	
-6.91867	-1.70851	-6.2948	-2.02138	
-2.44139	-0.471592	-6.78321	-3.47574	
-3.33569	1.54512	-3.89827	-1.84716	
-7.63052	-4.43274	-21.2952	-5.15625	
-10.9132	-0.174716	-16.2175	-2.28846	
-3.50836	-2.75623	-8.70762	-4.14654	
-7.39986	-5.79568	-13.9728	-2.40457	
0.899272	1.15082	-12.9317	-3.91971	
-10.8431	-3.18004	-4.42615	-4.82236	
-4.95678	-2.43693	-9.38033	-3.84416	
0.610401	-3.24588	-13.9255	-3.5628	
-17.3091	0.237005	-7.48898	-0.460184	
-5.87106	-2.45224	-9.37357	-3.28551	
-7.01804	-1.91013	-4.86118	-8.52985	
-14.3124	0.0157754	-8.38326	-2.28846	
-4.79876	-0.71158	-8.44442	-2.97693	
-13.9346	-1.37253	-12.8588	-2.4514	
-5.01241	-1.2444	-7.81131	-0.581199	
-5.24644	-0.869088	-13.5955	-3.93252	
-5.14046	-1.08141	-3.69478	-4.2604	
-11.0863	-2.09156	-8.83842	-1.26871	
-3.47129	-0.0585579	0.0551392	-8.6411	
-15.4148	-0.517483	-13.6414	-3.57391	
-3.76324	3.2098	-4.9767	-3.2225	
-8.58796	-3.40736	-5.59795	-4.44068	
-2.2563	-0.385452	-4.94767	-3.72305	
-7.96059	1.35322	-6.55871	-3.84416	
-11.2743	-5.28867	-9.83903	-5.95648	
-4.16723	3.43593	-11.4299	-5.90883	
-4.24301	-0.122365	-9.29594	-0.855613	
-4.3243	-1.58448	-12.7332	-2.37861	
-7.26339	-0.880514	-2.13111	0.647166	
-2.29301	0.203378	-9.07262	-2.75571	
-2.43109	0.199785	-9.26958	-2.62741	
-5.32755	-3.03356	-4.25829	-3.7349	
-4.48321	-0.214784	-12.4692	-5.48178	
-4.84409	1.31612	-5.66967	-4.30437	
1.44224	-0.385452	-17.6738	-4.6912	
-6.58923	-1.43227	-3.11808	-5.62252	
-8.59945	0.235427	-13.3135	0.659421	
-7.05714	-1.65688	-4.71571	-9.38103	
-8.49075	-9.26209	-19.7988	-6.13743	
-2.21075	-3.36005	-7.78576	-7.12982	
-5.51588	-3.71319	-11.0921	-2.3589	
-10.5165	-0.0849915	-3.87751	-3.27039	
-9.17352	-0.255575	-12.8724	-4.13264	
-4.63406	-0.612316	-11.1286	-4.56772	
-5.28697	1.01811	-2.79463	-5.71016	
1.2268	1.07182	-4.09837	-8.40389	
-5.37821	-6.12281	-2.44548	-2.21138	
-12.2098	-1.17667	-8.94036	-2.24957	
-1.1735	-5.49994	-0.951558	-6.31097	
-6.27144	-0.596215	-11.4715	-3.71125	
-7.89091	-2.00892	-10.8647	-2.462	
-4.69294	-2.48322	-6.80835	-4.17456	
-7.15903	1.2575	-1.38028	-4.36412	
-6.655	-2.74935	-13.4694	-7.06318	
-13.4446	-2.43481	-15.276	-2.47265	
-7.50675	-6.94415	-2.51476	-3.31056	
-2.48292	-1.96882	-4.66852	-4.06422	
-8.89995	-2.96819	-11.8462	-3.20337	
-5.2501	-1.92951	-5.19323	-2.31809	
-1.7849	-0.33946	-4.45846	-3.61884	
-8.64898	-4.19163	-9.43128	-5.04328	
-1.82231	-2.02927	-3.52497	-2.8688	
-17.291	-1.37253	-15.4523	-6.15438	
-4.02382	-1.98877	-15.9356	-5.97252	
-10.0663	-4.19163	-2.40208	-4.44068	
-5.47091	-0.982556	-9.11332	-2.59333	
-5.80071	-2.36149	-16.0596	-1.41145	
-10.7738	-1.79765	-8.36897	-4.06043	
-0.0485237	-0.122365	-13.0516	-3.8566	
-5.61185	-1.25027	-6.26464	-4.02401	
-2.35499	-2.07058	-5.2441	-2.05628	
-12.4283	0.157819	-5.88427	-2.14614	
-2.43881	0.567899	-4.01275	-2.0635	
-15.3351	1.31612	-9.7845	-4.02401	
-12.7092	-4.03212	-11.9211	-5.47306	
-8.05605	-1.92951	-9.99354	-0.471496	
-8.14697	-0.411879	-15.0343	-4.55153	
-7.45745	-1.5737	-7.37337	-8.29907	
-12.9988	-3.91135	-5.74778	-4.9655	
-5.12714	-0.745735	-12.4637	-1.47794	
-1.7685	0.963511	-4.58391	-6.02113	
-9.32616	0.225846	-2.353	-4.56772	
-4.99132	0.064063	-13.4337	-3.25536	
-6.4058	-1.60655	-7.07815	-8.35113	
-5.40376	-1.0856	-9.55196	-1.87924	
-9.29678	0.629889	-11.9401	-4.63345	
-0.593701	-1.1634	-9.02024	-3.8691	
-5.36484	-8.34635	-9.50684	-3.68782	
-8.895	-0.297122	-14.0926	-5.73992	
-11.2955	-1.4105	-7.02889	-0.885819	
-7.79163	-2.54661	-9.96988	-6.55068	
-7.68874	-1.49388	-9.89285	-3.84416	
-9.50768	-1.29478	-5.68216	-3.55175	
-1.81575	-0.564373	-10.4409	-5.32314	
-11.2464	-3.82447	-7.22345	-10.1399	
-3.14091	-5.5632	-10.1999	-9.16197	
-3.32328	-1.79765	-10.8345	-2.55976	
-4.80195	-0.833649	-10.3656	-4.64976	
-10.5986	-2.15581	-8.98024	-1.7538	
-10.3152	-4.15892	-6.46893	-4.61688	
-5.25268	-1.63996	-12.0687	-6.08708	
-7.59929	-0.0210972	-4.64954	-3.99754	
-3.56796	1.04507	-0.829371	-3.79502	
-0.974917	-3.68615	-14.1759	-3.16708	
-2.85917	-0.161516	-6.11474	-3.99754	
-11.5437	-2.75623	-1.43573	-6.40119	
-13.7835	-1.31455	-8.28756	-5.1317	
-10.8034	-1.12411	-1.86067	-4.87607	
-10.051	5.44928	-8.15232	-5.36526	
-17.788	-5.93689	-4.55677	-3.41244	
-1.4091	-1.54139	-15.6632	-5.38699	
-6.0228	0.248113	-8.41082	-4.2604	
-2.74772	3.31724	-5.44649	-3.60753	
-8.81705	-2.17768	-8.01439	-4.28964	
-4.10771	-2.26755	-17.1221	-4.21714	
-1.59696	-0.62854	-1.94801	-2.28846	
-1.78468	-3.53002	-9.55904	-4.94253	
-5.36048	1.35322	-10.294	-0.0502897	
-3.33871	0.423273	-11.5797	0.218768	
0.804397	-8.19407	-7.00841	-4.37927	
-3.42853	-5.5314	-8.25117	-5.18004	
-13.5783	-2.56294	-12.7714	-2.21138	
-14.8601	-5.5314	-13.7977	-9.16197	
-13.0558	-2.3376	-2.47185	-2.60463	
-1.76372	0.536396	-13.4533	-1.17872	
-8.68476	-1.98877	-13.4632	-2.22783	
-8.72407	-1.60655	-11.7344	-5.46805	
-8.79168	1.49804	-4.57904	-4.37927	
-2.99696	-2.31399	-5.26079	-3.35079	
-6.6686	-0.214784	-8.46658	-5.04328	
-9.41837	-0.255575	-9.76094	-5.68067	
-10.2916	-1.4783	-1.40388	-4.94253	
-9.02841	0.963749	-16.9275	-4.11882	
-8.77288	-0.95049	-6.1968	-0.458935	
-4.66815	-0.311145	-14.463	-2.0475	
0.56587	-2.00892	-20.7443	-3.9844	
-0.819446	0.146296	-4.22082	-0.415517	
-10.8431	-1.32889	-3.52052	-1.24066	
-9.2199	1.56845	-13.7391	-4.44068	
-12.4391	-1.91013	-12.8092	-2.08284	
-8.25538	-5.5632	-6.35985	-4.90843	
-7.64444	-6.32015	-13.8056	-3.99754	
-7.3544	-2.69679	-10.8173	-0.811082	
-9.83417	-3.18004	-11.7592	-5.68067	
-7.08168	-1.91013	-7.07676	-3.74681	
-9.31439	-5.69386	-21.2397	-3.95833	
-1.90287	-8.38541	-17.0372	-1.67179	
-3.79011	-0.963344	-12.8498	-1.61267	
-5.17913	1.08511	-5.21536	-5.46805	
-7.96744	0.157819	-7.97715	-0.731741	
-1.94181	0.865707	-14.4777	-3.57391	
-14.6136	-3.58093	-19.7988	-3.74681	
-1.49279	-1.10177	-10.3376	-5.65146	
-10.6234	0.248113	-8.78797	-2.59806	
-2.11842	-1.41717	-12.9935	-5.95648	
-2.40551	-6.04713	-7.33121	-2.27867	
-9.47506	-3.94101	-11.3124	-2.70901	
-5.52946	-3.50497	-13.8473	-4.93112	
-6.99637	-3.71319	-9.00505	-1.00303	
-5.40431	-1.35787	-13.185	-0.561443	
-1.58536	0.977245	-16.0388	-5.56545	
-6.03411	-1.4475	-2.0218	-6.00485	
-11.8585	-1.14311	-7.1882	-5.67667	
-7.68803	-2.07058	-4.60721	1.01802	
-6.68889	-1.37253	-8.09107	-1.17595	
-7.61662	-1.31455	-6.54698	-3.50802	
-7.58895	0.335258	-6.84505	-2.02428	
-8.2286	1.32853	-7.11683	-0.893437	
-2.40583	-2.02927	-12.2528	-2.7171	
-3.03438	-0.71158	-7.41751	-8.83367	
-4.83184	-0.385452	-15.742	-0.833233	
-3.29552	-0.92545	-14.2723	-4.30437	
-6.27337	-2.56294	-2.011	-6.07047	
-18.2218	1.24078	-3.65597	-4.16051	
-1.19159	-1.4783	-10.3098	-1.7538	
-8.32392	-1.89094	-15.5851	-5.84637	
-3.7756	-2.43481	-6.07728	-5.14034	
-9.55143	1.54512	-11.9658	-4.56772	
-1.66752	-2.07058	-10.3548	-3.39171	
-6.59414	2.96095	-8.66977	-10.1133	
-6.03411	-1.31455	-4.6918	-6.99771	
-7.9349	-0.71158	-10.7659	-9.49492	
-8.17738	-3.48018	-8.40477	-3.14694	
-11.9737	0.583521	-6.16295	-6.36482	
-1.86868	-1.1634	-5.84822	-2.38886	
-10.7662	-1.23066	-5.63488	-6.08708	
-13.3038	1.04507	-7.474	-3.79502	
-5.57635	-8.04777	-13.5573	-0.753094	
-3.00228	0.764776	-7.29506	-5.41377	
-3.45902	0.614515	-8.42275	-0.226905	
-0.644578	-1.46284	-7.50478	-2.14614	
1.41931	-0.728588	-9.83903	-6.4565	
-5.27413	-0.0966308	-5.70509	-3.41244	
-16.3074	-2.91534	-13.1066	-3.33145	
-7.06676	-3.68615	-6.79142	-3.06802	
-9.50768	-5.79568	-8.67732	-2.07395	
-10.3074	1.24078	-8.92849	-9.01513	
-7.60277	0.837202	-14.2467	-6.03749	
-3.6729	1.62246	-9.95227	-1.41789	
-9.20697	-6.32015	-9.26649	-2.11692	
-4.25435	1.99217	-15.5142	-4.86359	
-1.43324	-0.486781	-9.69664	-6.95471	
-5.56132	-0.385452	-12.964	-5.59385	
-1.51483	-0.612316	-13.185	-3.75877	
-8.84428	-0.174716	-25.0623	-3.75115	
-9.39422	1.37774	-7.18389	-2.31809	
-6.40175	-1.35787	-7.72244	-3.38141	
-0.50685	-0.269339	-5.27354	-2.15533	
-11.3336	-2.11275	-14.3284	-1.9701	
-12.4776	-0.0210972	-8.37254	-4.30437	
-6.56967	0.134718	-4.29014	-5.20599	
-3.48361	-2.67955	-14.5535	-3.7708	
-5.47091	-3.15851	-17.7567	-6.66715	
-8.29281	-6.04713	-3.06248	-4.45625	
-9.2204	-1.91013	-14.3402	-1.79995	
-13.6105	-0.780457	-10.235	-3.25536	
-10.1666	-0.382624	-6.23881	-4.51941	
-3.23693	-1.72602	-10.5275	-6.72686	
-14.2218	1.1346	-17.9732	-10.7976	
-3.2947	1.31612	-2.99358	-3.47574	
-9.34941	-3.53002	-5.75103	-4.28545	
-9.31521	-2.96819	-8.15917	-5.04328	
-14.0757	-0.0585579	-10.3456	-3.61884	
-3.63164	-2.19978	-12.0885	-2.08284	
-7.12628	0.488475	-15.0572	-1.48344	
