TD[0]	TD[1]	TD[2]	TD[3]	
-2.29595	-0.43442	-0.987646	-1.38443	
-0.969519	0.256539	-0.905801	-0.812149	
-0.163507	-1.22774	-1.61513	-0.274907	
-1.75015	0.333312	-0.319244	0.636067	
-0.655365	-1.6372	-1.25819	0.0988259	
-0.844175	-0.280873	-1.01493	-2.05014	
-0.390396	-0.562375	-1.52873	0.18058	
-1.82948	0.819542	-1.75154	-0.274907	
-1.53912	0.870724	-1.33094	-0.847186	
-1.04885	0.691586	-1.49009	-0.987336	
-1.50422	1.30577	-0.83646	-1.01069	
-1.04568	-0.0505539	-1.65264	0.215618	
-0.788643	-0.69033	-1.7163	-0.823828	
-1.1028	-0.332055	-1.71743	-1.26764	
-0.449102	-1.45806	-1.69697	-1.52458	
-1.68668	0.845133	-1.15361	-0.473453	
-1.30113	-0.843876	-1.20476	1.47697	
-1.49628	0.793951	-1.53442	-0.251549	
-1.80409	-0.229691	-1.79359	-0.812149	
-1.20751	0.000628199	-1.60149	0.402484	
-1.36301	-0.741512	-1.02289	0.0988259	
-2.04843	-0.69033	-1.55829	-0.0646823	
-1.71207	-1.17656	-1.2957	-0.625282	
-1.28843	-1.22774	-1.0729	-1.46618	
-1.68192	-1.27892	0.0399658	-1.65305	
-1.58831	0.435676	-0.785307	-0.613603	
-0.0127765	-0.818285	-0.228305	-0.461774	
-0.434822	-0.997423	-1.77086	-0.730395	
-0.953653	-0.408829	-1.66173	-1.12749	
-1.71683	0.53804	-0.779623	-0.64864	
-1.67399	-0.639148	-1.01038	-0.0530032	
-2.0881	-1.0486	-0.287415	-0.368341	
-0.939373	-1.56043	-1.14679	-0.999015	
-1.43916	0.717177	-0.480661	-1.34939	
-1.04885	0.53804	-2.02094	-1.16252	
-0.144467	-0.280873	0.760658	-0.917261	
-1.51374	0.717177	-1.88453	-0.134757	
-0.825135	0.921906	-1.77882	0.437522	
0.122088	-0.613557	-0.443148	-1.38443	
-0.785469	-0.613557	-1.61172	-1.65305	
-1.79933	-0.306464	-1.14452	-0.473453	
-1.18848	-0.613557	-1.67424	-0.882224	
-1.43916	-0.332055	-1.34345	-1.15084	
-1.45662	-0.69033	-0.838734	-0.92894	
-1.40584	0.28213	-1.40028	-0.228191	
-0.160334	-0.997423	-0.471567	-0.321624	
-1.66605	-1.27892	-0.472704	-1.37275	
-0.645845	-1.45806	-1.19112	-0.601924	
-0.836242	0.998679	-1.80837	-1.27932	
-0.73787	-1.94429	-0.918305	-0.893903	
-0.823549	-1.6372	-0.947861	-0.835507	
-1.2329	-0.94624	-1.40028	-0.344982	
-1.98497	-1.94429	-1.22522	-0.835507	
-1.0076	-0.562375	-1.86862	-0.858865	
-1.54071	0.28213	-1.85725	-0.917261	
-1.4947	0.0774013	0.267314	-0.333303	
-1.32175	0.205357	-0.894434	-1.69977	
-2.43557	-0.869467	-1.28661	-1.18588	
-1.6248	-1.27892	-0.422687	0.145543	
-1.51374	-0.818285	-0.296509	-1.61801	
-1.47407	-0.920649	-0.939903	-1.62969	
-1.31382	-0.0505539	-1.27751	0.122184	
-0.53478	-1.6372	-1.66969	-1.18588	
-1.36618	0.102992	-0.269227	-0.812149	
-1.84376	0.307721	-1.82429	-0.555207	
-2.10873	-0.818285	-1.54692	-0.78879	
-0.652192	-0.408829	-1.8402	-1.31435	
-2.20075	0.717177	-0.0111874	-0.917261	
-0.591899	-0.383237	-1.04107	0.0521093	
-2.10714	-0.818285	-1.24114	-0.870545	
0.0840084	-1.02301	-1.64013	0.554313	
-0.457035	-1.76515	-0.841007	-0.298266	
-0.76643	-0.587966	-0.570463	0.589351	
-1.61052	-1.27892	-0.563643	-1.1742	
-0.241252	-0.2041	-0.476114	-0.321624	
-0.785469	-1.94429	-1.15816	-1.47786	
-1.05837	-0.715921	-0.643214	-1.86327	
-1.07582	0.76836	-1.78905	0.0637885	
-1.77553	-0.664739	-1.47872	-1.15084	
-0.00167005	-1.76515	-0.296509	-0.707036	
-1.45186	0.154174	-1.17976	-1.19756	
-1.11866	-0.229691	-1.88908	-1.80488	
-1.02664	-1.22774	-1.81633	-0.94062	
-0.929853	0.896315	-1.33435	-0.286586	
-2.09127	-1.17656	-0.73188	-0.987336	
-1.85328	-0.408829	0.00927386	-1.36107	
-1.31382	-0.332055	-1.0047	-0.566886	
-0.745803	-1.20215	-0.901254	-0.426736	
1.82931	0.461267	-0.632984	-2.05014	
-0.487181	-0.639148	-0.545455	-0.882224	
-2.2309	-0.94624	-1.24682	-1.12749	
-0.491941	0.384494	-1.60831	-1.46618	
-1.45344	0.230948	-0.646625	-1.25596	
-1.02188	-0.101736	-1.41165	-0.963978	
-1.57403	0.205357	-0.0884857	-0.590245	
-1.41378	0.717177	-1.14906	-1.01069	
-0.866388	-1.58602	0.891383	-1.24428	
-1.38046	-0.613557	-1.43325	0.0404301	
-1.48518	0.512449	-0.992193	-1.40779	
-2.05795	-0.101736	-2.14485	-0.882224	
-0.969519	-0.843876	-1.64468	0.262334	
-2.30706	0.384494	-1.4287	-1.67641	
-1.27415	-0.152918	-0.864879	-1.12749	
-1.79616	-0.587966	-0.748931	-0.952299	
-1.6724	-1.0486	-1.68106	0.834613	
-0.341211	0.973088	-0.634121	-1.15084	
-1.86438	1.04986	-1.19226	-0.251549	
-0.583966	0.358903	-0.783033	-0.356661	
-1.9929	-0.2041	-0.600018	0.00539264	
-1.29795	-0.587966	-1.13542	-0.78879	
-2.06589	-0.69033	-0.938767	-1.67641	
-1.7787	-0.460011	-1.44234	-0.228191	
-1.45186	-1.17656	-1.00242	-0.228191	
-1.96593	-0.229691	-0.51931	0.344088	
-0.579206	0.486858	-1.99934	-1.5129	
-1.38839	-1.12538	-1.8402	-1.01069	
-1.48676	-1.15097	-1.06608	-0.695357	
-1.29161	-0.43442	-1.11496	-1.16252	
-1.54864	-0.664739	-1.10359	-1.48954	
-0.541127	0.486858	-0.759162	-0.438416	
-1.51691	0.0518103	-1.73676	-0.718715	
-1.45503	-0.152918	-1.44803	-0.578566	
-1.70413	-0.792694	-1.03994	-0.193153	
-1.22497	-0.408829	-1.37755	-0.00628653	
-1.73428	-1.17656	-1.18089	-1.47786	
-1.94372	-0.587966	-1.9857	-1.46618	
-1.97545	-1.76515	-0.83987	-1.31435	
-1.12977	-1.45806	-0.152143	-0.905582	
-1.61369	-1.45806	-1.57989	-0.78879	
-1.22655	-1.09979	-1.55943	-1.61801	
-1.27257	1.12663	-1.89022	-0.274907	
-1.07741	1.04986	-1.88567	-1.10413	
-1.60735	-0.613557	-1.77313	-0.0880407	
-1.41378	0.76836	-1.38892	-0.181474	
-1.8152	-0.0505539	-1.27297	-0.753753	
-1.86914	0.205357	-1.09677	-0.835507	
-1.78664	-0.306464	-0.688684	-0.613603	
-0.788643	-0.485602	-1.39915	-0.613603	
-1.40426	-0.229691	-1.07063	-0.590245	
-1.01712	-0.818285	-1.20931	-1.65305	
-1.02188	-1.94429	-2.03686	-1.5129	
-1.99131	-0.869467	-1.46167	-1.25596	
-2.04209	0.589222	-0.883066	-0.438416	
-0.496701	-1.38129	-1.73335	-0.601924	
-1.56292	-0.664739	-1.96638	-1.57129	
-1.41378	-1.38129	-0.0327855	-1.57129	
-1.97386	-1.94429	-1.72539	-0.707036	
-1.2567	-0.767103	-1.86862	-1.29099	
-1.45662	-0.408829	-1.38437	-1.7348	
-0.841002	0.000628199	-1.04903	-0.882224	
-0.918747	0.512449	-1.31616	-0.753753	
-1.82154	-0.869467	-1.85043	-0.0530032	
-1.21545	1.89437	0.0331454	-0.0880407	
-1.19006	0.742768	-1.94023	-0.683678	
-1.57561	-1.58602	-2.02435	0.0988259	
-1.82154	0.000628199	-0.446559	-0.80047	
-0.439582	-1.20215	-2.063	-0.893903	
-1.67716	1.71523	-1.73107	-1.69977	
-2.16426	0.0518103	-0.169194	-1.19756	
-0.566513	-1.45806	-1.83679	-1.26764	
-1.04726	0.384494	-1.23887	0.344088	
-1.09328	-0.664739	-0.181698	-1.44282	
-0.526847	-0.741512	-1.62536	-1.96839	
-1.35507	0.665995	-1.55374	-1.22092	
-1.4582	1.33136	-0.841007	-2.05014	
-1.42012	-1.27892	-0.910348	-0.812149	
-0.333277	-1.25333	-1.18658	-0.426736	
-0.696618	0.819542	-1.94933	-0.625282	
-0.731524	-1.40688	-1.35709	-0.426736	
-1.9453	-0.511193	-1.78109	-1.62969	
-1.06472	0.0774013	-1.34572	-1.48954	
-1.25035	-1.38129	-1.16952	1.30178	
-1.32651	-0.767103	-1.797	-1.15084	
-1.94847	-1.94429	-1.89931	-0.917261	
-0.314238	1.5105	-1.4844	-1.29099	
-1.22179	-1.22774	-1.62649	-1.16252	
-1.22021	-0.2041	-1.50941	-0.707036	
-0.744217	-0.332055	-0.207843	-1.1742	
-1.10121	-0.997423	-1.95501	-0.531849	
-0.614112	-1.02301	-1.33208	-1.04573	
-0.552233	-0.511193	-1.3605	-1.48954	
-1.22497	-0.94624	-0.981963	-1.04573	
-0.906054	1.12663	-1.11155	-0.263228	
-1.22179	-0.0249628	-2.12098	-0.041324	
-1.61211	-0.101736	-1.92205	-0.835507	
-0.818789	0.128583	-2.1403	-1.4545	
-1.65812	-1.45806	-1.1377	0.379126	
-1.19165	-1.02301	-1.73789	-1.65305	
-0.650605	1.86877	-1.66969	-1.01069	
-0.574446	-1.20215	-1.85498	-1.10413	
-1.47248	-1.17656	-1.74017	0.425843	
-1.31223	-1.94429	-0.955818	-0.683678	
-1.88501	0.256539	-1.96411	-1.59465	
-1.1504	-0.511193	-0.712556	-1.10413	
-1.84693	-0.255282	-0.677317	-1.05741	
-0.323758	-0.997423	-0.721649	-1.30267	
-1.05202	0.0518103	-1.84702	-1.40779	
-0.671231	-0.741512	-1.79587	-0.695357	
-1.86756	-1.3557	-1.60717	-0.847186	
-0.520501	0.819542	-1.75722	0.344088	
-1.47566	-0.94624	-0.312423	-0.23987	
-0.629979	-0.792694	0.720873	0.0521093	
-1.00601	0.461267	-1.68333	0.367447	
-1.09486	-1.02301	-1.02175	-1.12749	
-1.18848	-0.332055	-0.204433	0.0637885	
-1.37253	-1.76515	-0.800084	-1.22092	
-0.587139	-1.76515	-0.744384	-1.30267	
-1.72793	1.66405	-1.89704	-1.65305	
-0.545887	1.02427	-0.232852	-0.893903	
-1.04726	1.792	-1.66401	-1.02237	
-1.90881	-1.56043	-1.32298	-1.59465	
-1.46772	-0.2041	-1.0263	-0.683678	
-1.1139	-0.664739	-1.55715	-1.52458	
-1.19324	-0.741512	-2.21874	-1.48954	
-0.9362	-1.76515	-1.44689	-1.03405	
-2.00401	1.25459	-1.30139	-1.20924	
-1.3519	0.0518103	-1.2832	-1.52458	
-1.63591	-0.715921	-1.70607	-0.975657	
-0.696618	-1.0486	-1.43438	-0.0763615	
-1.32651	-1.56043	-1.7629	-0.777111	
