ThetaFW[0]	ThetaFW[1]	ThetaFW[2]	ThetaFW[3]	
9.51724	2.08889	3.54348	2.72727	
9.2069	0.444444	5.72826	0.757576	
3.51724	3	3.07246	4.89394	
4.25057	1.48889	6.51087	0.954545	
0.195402	0.933333	2.02899	1.43939	
3.37701	1.75556	4.01087	4.78788	
1.85747	0.555556	6.52536	2.07576	
1.84828	2.02222	3.6087	5.98485	
0.827586	0.888889	8.27899	2.16667	
0.416092	2.77778	9.06159	2.21212	
0.131034	2.53333	7.34783	5.24242	
0.317241	3.11111	8.83333	2.10606	
1.61609	1.2	4.56884	3.27273	
6.52414	5.75556	5.73188	7.48485	
1.66897	4.2	4.09058	0.712121	
3.82299	4.64444	4.42754	6.74242	
3.23218	2.35556	3.90942	2.04545	
2.02299	2.68889	4.28261	1.65152	
3.61379	2.44444	3.46014	0.560606	
4.58391	3.51111	8.92029	4.48485	
3.87586	0.822222	14.8225	7.12121	
3.31264	4.64444	7.06884	1.19697	
0.912644	2.75556	4.99638	1.54545	
1.48506	1.84444	10.3261	2.24242	
5.28276	3.95556	7.73913	2.37879	
2.4069	0.777778	5.51087	3.07576	
3.58391	0.488889	5.87681	1.09091	
7.34713	1.51111	8.97464	5.33333	
2.17471	2.28889	6.17754	2.60606	
2.35862	3.04444	2.67391	0.424242	
0.648276	0.488889	4.05072	5.68182	
1.0069	4.68889	10.279	1.75758	
2.17701	5	4.03623	2.30303	
7.42529	1.77778	6.87681	1.04545	
4.89885	1.15556	7.48913	5.16667	
2.16322	1.48889	6.05797	4.90909	
1.94253	1.77778	2.49275	0.727273	
2.25747	3.04444	5.37319	4.28788	
1.72414	4.02222	5.93116	2.5	
2.92184	0.955556	10.0725	3.06061	
0.443678	3.51111	3.6087	3.63636	
6.33563	3.8	4.76449	4.30303	
2.16782	2.88889	14.7935	2.19697	
6.46207	0.977778	1.09058	3.90909	
1.92414	2.44444	4.4529	3.37879	
5.85977	5.91111	11.721	0.348485	
6.61609	4.35556	2.77536	3.74242	
1.27586	1.68889	8.17029	1.48485	
0.71954	0.711111	2.42029	4.51515	
3.28736	3.35556	2.3442	3.98485	
2.61149	1	7.09058	2.74242	
0.818391	2.26667	6.44928	7.21212	
2.5954	3.71111	1.71014	3.31818	
1.74483	0.577778	5.33696	0.954545	
1.25747	0.711111	5.6413	4.83333	
2.9954	3.44444	7.16304	7.5	
1.77011	3.2	4.31884	2.95455	
2.28046	1.08889	3.38043	2.9697	
3.28276	3.88889	4.00725	2.16667	
0.816092	5.42222	2.57971	3.75758	
1.12184	1.62222	5.26087	2.19697	
3.05517	4.75556	4.63406	1.39394	
3.86437	3.42222	7.12681	1.51515	
1.58851	3.44444	6.55797	2.69697	
7.21609	3.24444	6.14493	3.19697	
0.101149	2.51111	4.99638	1.34848	
2.31494	1.44444	3.88768	2.0303	
1.08276	0.444444	3.02536	1.21212	
3.45057	2.75556	4.28986	1.98485	
1.22989	2.55556	5.69565	4.16667	
3.07816	1.26667	4.37681	4.21212	
2.27586	2.26667	5.98188	2.48485	
4.24598	6.04444	7.86594	3.27273	
3.02069	1.11111	6.86957	2.40909	
3.76782	0.844444	4.36957	5.13636	
0.802299	4.08889	4.85507	3.74242	
1.48046	1.77778	5.75	5.86364	
3.74483	4.64444	1.17029	2.93939	
1.23678	1.33333	2.0471	4.80303	
0.190805	4.64444	4.07609	2.90909	
4.38851	4.31111	8.98551	3.69697	
3.03678	2.13333	5.91304	0.30303	
2.29655	2.86667	2.97101	1.10606	
0.935632	1.44444	8.07609	3.36364	
4.96092	1.82222	8.56159	2.43939	
1.31724	2.8	11.5036	7.16667	
4.74713	1.64444	3.64855	3.68182	
0.271264	0.711111	12.2464	4.24242	
2.05287	4.73333	10.4565	2.33333	
2.8	1.08889	7.01449	2.34848	
2.17011	3.33333	4.41304	4.69697	
1.94943	3.22222	3.23913	3.33333	
0.28046	2.08889	6.46377	1.37879	
5.25287	4.22222	8.50725	4.10606	
1.61609	0.244444	5.97101	3.19697	
1.18621	2.06667	8.55435	2.16667	
0.271264	7.66667	13.5906	5.10606	
2.1908	2.53333	8.7029	2.75758	
6.23218	3.84444	12.2536	1.34848	
0.356322	1.84444	13	3.5303	
6.64368	1.55556	6.24275	2.54545	
2.77931	3.62222	5.86594	4.4697	
0.174713	2.88889	7.1413	2.87879	
2.2069	3.48889	7.0471	5.04545	
3.42759	2.31111	6.2029	4.04545	
1.98161	3.71111	9.86957	3.09091	
2.43218	3.86667	6.62681	4.39394	
1.84598	2.51111	5.82609	2.39394	
5.1977	3.86667	2.6087	1.78788	
0.988506	0.955556	2.42029	5.74242	
5.92644	3.53333	3.21739	2.43939	
0.243678	1.31111	12.9058	0.80303	
3.33563	2.4	11.6014	2.71212	
4.12644	1.15556	13.6051	5.25758	
0.328736	3.97778	8.69203	1.9697	
5.17011	2.2	6.2029	4.36364	
0.363218	1.73333	9.92754	2.57576	
2.71034	2.4	3.85507	6.0303	
1.3931	5.08889	6.43841	4.71212	
0.135632	2.35556	1.57971	4.09091	
0.88046	3.26667	5.59058	5.66667	
1.14943	4.37778	16.5254	5.18182	
1.47816	0.644444	5.20652	1.18182	
0.298851	0.822222	8.95652	6.54545	
1.11724	5.2	12.058	1.93939	
0.229885	0.822222	3.26087	4.72727	
4.42989	4.64444	10.1159	6.39394	
0.94023	1.97778	6.67754	8.27273	
4.95402	2.02222	8.67391	2.92424	
1.98391	3.62222	7.36232	1.98485	
2.4092	1.04444	2.71739	3.62121	
1.10575	5.37778	6.42754	5.21212	
3.91034	2.42222	3.05435	5.71212	
0.993103	7.35556	8.44928	4.5303	
2.51494	3.73333	9.11594	5.71212	
3.91264	3.37778	2.33696	5.93939	
1.90115	5.15556	10.7065	3.9697	
2.61609	1.37778	5.65217	2.39394	
1.11724	3.24444	5.93841	3.13636	
1.74713	4.8	5.65217	1.77273	
6.15862	7.35556	2.02174	4.31818	
2.49885	2.88889	10.5181	3.28788	
1.2092	2.44444	4.98551	4.95455	
0.508046	2.75556	9.47101	2.48485	
1.04138	0.377778	0.778986	1.78788	
3.14483	1.93333	7.30072	0.924242	
2.73793	1.35556	6.23913	6.90909	
0.466667	8.82222	9.22101	0.893939	
2.8069	3.97778	3.9529	4.13636	
2.58391	2.28889	3.1087	2.93939	
1.65287	1.08889	18.2754	3.01515	
6.53563	4.55556	12.6377	1.92424	
1.67356	0.488889	6.22826	5.18182	
0.685057	2.48889	1.95652	3.42424	
8.9908	1.86667	20.2609	2.30303	
3.51724	3.37778	3.93116	2.36364	
1.03908	1.17778	5.35507	2.10606	
3.03448	2.68889	6.06884	3.27273	
1.64828	4.44444	11.087	1.10606	
5.90805	3.04444	2.72826	0.69697	
0.806897	5.82222	4.27536	2.30303	
8.04598	0.244444	8.22464	5.62121	
3.74023	0.688889	8.31522	3.15152	
2.06897	2.02222	7.06884	4.18182	
2.18621	5.97778	8.82971	1.89394	
2.84138	1.88889	6.15942	2.60606	
1.23908	5.71111	4.96014	0.621212	
3.84828	0.977778	4.67754	3.54545	
2.10115	2.8	6.17029	5.98485	
0.947126	4.93333	1.96014	2	
0.818391	0.377778	2.74638	1	
2.16322	1.2	5.32971	2.28788	
0.544828	3.75556	5.8913	3.80303	
0.296552	4.71111	3.14493	0.30303	
5.88046	4.64444	5.74638	3.27273	
2.57931	1.71111	3.67391	3.65152	
1.97011	1.91111	4.9529	4.37879	
0.227586	5.24444	4.24638	3.80303	
2.8046	1.55556	7.20652	3.39394	
1.11034	4.35556	7.75725	5.10606	
0.629885	5.82222	1.84783	2.21212	
0.547126	3.31111	1.3587	4.13636	
0.101149	1.33333	3.56522	4.92424	
1.83908	1.08889	5.85507	2.92424	
3.70345	0.844444	6.37319	4.87879	
1.01379	2.91111	7.23913	12.2576	
5.07356	2.95556	7.66304	3.68182	
2.41149	3.33333	9.72464	4.75758	
0.381609	4.53333	6.9058	4.33333	
2.36322	1.57778	8.08696	2.42424	
4.78851	3.44444	4.65217	5.33333	
1.08966	2.8	8.53261	2.27273	
10.4483	3.57778	5.63768	2.74242	
2.7977	1.02222	5.03986	5.24242	
2.46207	2.04444	7.15942	1.59091	
1.58621	5.2	5.23913	5.77273	
3.07126	2.77778	7.51449	1.59091	
1.53793	2.97778	7.17029	2.34848	
1.0069	2.2	5.40942	2.51515	
6.09425	2.88889	2.12319	0.469697	
0.455172	0.555556	5.66667	1.68182	
3.56092	1.91111	4.42029	1.60606	
2.48966	1.6	6.63406	7.15152	
2.34253	1.91111	4.22464	4.62121	
0.903448	1.11111	11.0616	4	
2.63218	1.02222	12.0109	1.34848	
1.82299	1.62222	8.36232	1.92424	
0.813793	4.46667	8.11232	5.07576	
2.77471	2.37778	20.163	1.92424	
1.92184	0.666667	2.38406	0.606061	
3.02759	3.15556	7.74275	1.43939	
0.190805	5.64444	3.84058	1.10606	
0.245977	4.93333	8.19203	2.54545	
1.47586	2.4	6.52899	1.75758	
1.50345	5.57778	5.7029	0.5	
0.252874	2.37778	10.9058	6.86364	
4.7931	2.37778	3.46377	3.93939	
2.70575	3.28889	17.7174	3	
6.10115	4.02222	5.84058	3.13636	
0.825287	1.8	5.85507	2.30303	
4.7931	5.88889	1.8587	3.13636	
2.21149	4.75556	10.4891	2.39394	
4.89655	0.977778	6.14493	6.66667	
1.2092	3.62222	3.63768	5.60606	
3.91264	4.64444	4.86594	4.33333	
5.74023	1.82222	3.84058	3.48485	
3.56782	3.44444	12.0833	0.909091	
1.04828	2.15556	0.565217	2.27273	
0.0666667	1.66667	1.78261	2.33333	
1.87586	4.4	12.8043	4.30303	
2.03448	8.71111	4.83333	3.04545	
1.92184	1.37778	5.36232	11.5758	
4	2.02222	5.86232	2.21212	
3.56782	3.8	8.16667	1.30303	
2.11494	1.48889	8.97464	1.68182	
2.86897	1.91111	10.1884	8.25758	
1.64828	1.75556	9.69928	6.62121	
1.22989	1.84444	9.76812	2.66667	
0.963218	2.08889	7.33333	2.48485	
7.21609	3.86667	8.54348	7.74242	
4.63448	2.28889	1.35507	4.54545	
6.26667	1.62222	0.57971	1.9697	
2.75632	3.71111	6.99638	5.63636	
1.62299	2.51111	7.01449	2.9697	
1.2	4.11111	3.03986	3.90909	
0.45977	2.62222	4.77174	4.60606	
2.69655	1.91111	8.01812	4.25758	
0.781609	0.377778	4.76812	3.62121	
1.08736	1.86667	6.79348	4.89394	
2.53333	1.75556	6.1413	2.62121	
8.11954	0.844444	4.08696	1.86364	
1.64138	1.55556	3.64855	3.39394	
3.24598	1.71111	0.862319	2.92424	
6.33333	3.17778	6.28261	1.72727	
5.44368	3.42222	8.17029	4.75758	
5.64368	4.8	11.6486	3.81818	
3.70115	7.77778	3.27174	2.54545	
2.77011	4.57778	4.43116	2.95455	
3.07126	3.11111	8.63406	1.86364	
3.18621	3.28889	9.72826	2.12121	
7.73563	3.97778	1.22826	5.80303	
2.15402	3.11111	10.7826	2.19697	
2.7908	0.644444	10.7029	2.80303	
2.53793	1.17778	3.72464	4.28788	
0.977011	0.911111	7.34058	2.90909	
1.78391	3.44444	1.17029	3.25758	
3.9908	3.6	5.35507	3.95455	
1.25747	4.91111	11.192	6.0303	
0.397701	1.82222	7.50725	0.348485	
2.27356	1.91111	6.30797	5.83333	
3.08276	2.35556	5.81159	10.6061	
4.77241	3.15556	4.10507	3.18182	
5.17701	4.44444	5.48913	2.80303	
2.52414	3.22222	7.0942	7.06061	
2.72414	0.977778	5.61957	4.22727	
3.8023	1.97778	4.25725	1.72727	
0.588506	2.02222	2.46377	4.0303	
3.36092	6.24444	14.2101	1.04545	
3.76322	0.377778	9.02536	3.18182	
0.321839	4.04444	12.0833	1.25758	
9.1931	1.84444	2.02899	7.63636	
3.21379	4.6	1.68116	1.87879	
3.35632	0.488889	11.2391	0.515152	
1.2092	4.15556	9.96014	0.757576	
3.38851	1.91111	6.8442	3.92424	
1.05287	4.6	8.65942	0.757576	
2.36092	2.26667	5.95652	4.4697	
1.95172	0.644444	5.01087	0.924242	
0.917241	1.37778	3.18116	2.63636	
2.23448	2.64444	20.9457	2.5303	
5.69195	2.68889	6.25362	2.18182	
1.12414	2.13333	9.09058	2.28788	
2.90805	5.04444	6.84783	1.19697	
3.41609	0.844444	7.25725	5.13636	
3.22299	2.37778	2.39855	3.60606	
3.31494	2.15556	1.89493	5.15152	
5.62299	1.15556	1.99638	4.89394	
4.25517	2.66667	2.19565	2.06061	
1.57701	3.26667	16.8804	5.40909	
0.51954	1.68889	4.51449	3.5	
2.36782	1.11111	15.2464	4.31818	
0.317241	1.84444	5.71014	5.86364	
2.33793	6.26667	6.03261	2.77273	
1.31954	2.04444	3.56159	3.15152	
3.13563	6.91111	6.88043	5.45455	
1.78391	5.26667	3.81159	2.72727	
3.54713	3.55556	3.29348	2.37879	
2.5908	4.77778	6.10507	0.80303	
2.2092	2.02222	1.12319	6.5303	
3.69885	1.84444	2.21377	2.06061	
4.21609	2.51111	4.37681	0.424242	
5.38851	4.02222	6.83333	9.16667	
1.92644	2.55556	8.44565	1.90909	
7.70345	5.11111	15.0471	1.81818	
0.813793	1.95556	0.847826	3.13636	
2.33333	2.68889	5.67029	1.77273	
2.76552	3.51111	9.44565	8.45455	
2.22989	4.28889	5.58696	3.71212	
1.1977	1.95556	3.44928	3.86364	
4.49195	2.22222	7.54348	4.10606	
1.23678	3.51111	4.75362	3.36364	
0.213793	0.733333	3.49638	4.33333	
2.30575	3.51111	3.55435	0.893939	
1.97011	1.95556	8.36957	2.63636	
0.347126	5.91111	2.9058	0.393939	
2.98161	6.13333	11.8551	4.04545	
1.34943	0.977778	3.88043	3.31818	
2.09655	0.244444	2.05797	0.621212	
0.229885	3.42222	4.98913	2.24242	
5.98391	0.711111	5.98551	4.60606	
3.84138	2.33333	4.88768	7.06061	
