R2[0]	R2[1]	R2[2]	R2[3]	
0.0853838	0.109091	0.0663135	0.0862838	
0.0766774	0.114552	0.0701629	0.126681	
0.111702	0.188294	0.0637004	0.0891834	
0.0583986	0.170264	0.0975535	0.126883	
0.0704657	0.194761	0.0800741	0.126607	
0.0893335	0.162579	0.0701235	0.142939	
0.0656965	0.102738	0.0731882	0.0874928	
0.100294	0.113765	0.0873754	0.110211	
0.0743015	0.0865687	0.0747136	0.0952863	
0.0793807	0.115686	0.0567359	0.0885498	
0.0624054	0.121098	0.0792795	0.0949156	
0.102633	0.129139	0.0958326	0.0850762	
0.0834276	0.11642	0.0777562	0.142234	
0.0656048	0.132704	0.0556455	0.0556649	
0.104329	0.154053	0.0945719	0.114227	
0.0867615	0.135342	0.0701407	0.103452	
0.0721478	0.111414	0.0556067	0.112856	
0.0910908	0.13757	0.0966352	0.090826	
0.0801679	0.150464	0.0807198	0.0619846	
0.0709833	0.114552	0.0942902	0.108137	
0.0577034	0.109637	0.0866919	0.0914145	
0.0964608	0.08974	0.114102	0.102003	
0.0517352	0.141782	0.0505539	0.193749	
0.0735415	0.150189	0.0707017	0.147683	
0.107072	0.0985198	0.064872	0.081335	
0.0475497	0.129135	0.0669477	0.105046	
0.046031	0.11628	0.116475	0.110414	
0.0781674	0.163074	0.127431	0.113531	
0.110285	0.193697	0.0519633	0.0873815	
0.0589021	0.171146	0.0602088	0.121774	
0.079129	0.111629	0.0946051	0.0911491	
0.037753	0.131426	0.0487637	0.130679	
0.0719979	0.0956401	0.0761147	0.183594	
0.0862776	0.140109	0.0548913	0.121909	
0.0696274	0.124	0.0991548	0.0860902	
0.0459436	0.0597242	0.130781	0.0749246	
0.0639303	0.103095	0.142588	0.118806	
0.112651	0.177778	0.0869181	0.081335	
0.0924109	0.108194	0.0884622	0.084135	
0.097624	0.103154	0.0656876	0.0723354	
0.0550337	0.0940859	0.0657561	0.168046	
0.109718	0.119025	0.0703755	0.115628	
0.051789	0.173869	0.0880112	0.0860718	
0.0851988	0.132092	0.0608138	0.104357	
0.0886819	0.0908473	0.0567125	0.161029	
0.0734196	0.216607	0.0484673	0.153342	
0.0652627	0.105516	0.0641122	0.106624	
0.0499799	0.129718	0.107292	0.173268	
0.0756693	0.161805	0.0968119	0.107048	
0.106999	0.132092	0.114093	0.10104	
0.0483621	0.154836	0.0750812	0.102655	
0.0494961	0.207255	0.0746862	0.113806	
0.0655113	0.153894	0.065142	0.134815	
0.0631988	0.175444	0.075477	0.100539	
0.0793292	0.0960234	0.0594802	0.0789915	
0.0893151	0.103923	0.107199	0.126982	
0.0720395	0.143552	0.0691003	0.074018	
0.0752596	0.106612	0.0528894	0.0949261	
0.113304	0.135146	0.114288	0.0630157	
0.0566175	0.121553	0.0832913	0.0942595	
0.112027	0.3	0.0584727	0.112038	
0.0604927	0.10101	0.0625277	0.141318	
0.06819	0.115708	0.0605905	0.0843601	
0.124108	0.128199	0.0666032	0.103126	
0.0577643	0.137195	0.0604106	0.125371	
0.0814175	0.116122	0.0814976	0.114765	
0.0864456	0.136592	0.0786696	0.114058	
0.0481459	0.0929073	0.083307	0.0732521	
0.0933925	0.170958	0.0783837	0.126595	
0.0830814	0.0956827	0.128389	0.0644629	
0.040021	0.149317	0.0528787	0.0995259	
0.0953984	0.113765	0.0517198	0.154292	
0.0571505	0.103923	0.0878159	0.0964762	
0.0694614	0.134874	0.054133	0.144338	
0.0553929	0.126686	0.0719862	0.0776617	
0.0584913	0.103923	0.0574351	0.0615361	
0.0457923	0.154931	0.0972655	0.176639	
0.0484361	0.0729794	0.0871029	0.105634	
0.0749759	0.0881396	0.0769506	0.131615	
0.0580846	0.198312	0.0815364	0.11549	
0.0714456	0.204423	0.0712497	0.0760989	
0.073136	0.121553	0.0434783	0.16102	
0.0880522	0.102494	0.0724675	0.111038	
0.0721371	0.160835	0.0745096	0.103974	
0.061533	0.166835	0.0620573	0.079439	
0.070273	0.173491	0.0603719	0.0950651	
0.0789763	0.129186	0.0634148	0.144734	
0.0658049	0.118095	0.101436	0.0680973	
0.070396	0.180359	0.067359	0.0816421	
0.0614123	0.0869919	0.0946714	0.0945456	
0.0749389	0.140836	0.0516516	0.110744	
0.107958	0.0748089	0.0684372	0.124173	
0.127839	0.093553	0.0997539	0.101158	
0.0736483	0.114912	0.11324	0.189209	
0.0901928	0.17178	0.0884613	0.117167	
0.0659979	0.161455	0.0516944	0.0862043	
0.0458134	0.109809	0.0875559	0.175446	
0.0627646	0.198363	0.113649	0.0946296	
0.093211	0.175028	0.0556749	0.118058	
0.106267	0.152856	0.0511161	0.0931778	
0.100863	0.125375	0.089957	0.112104	
0.078565	0.10757	0.0773192	0.099123	
0.0827579	0.0729794	0.063587	0.105719	
0.0736	0.145374	0.0651604	0.149214	
0.0739847	0.106061	0.0881479	0.122808	
0.0711985	0.111629	0.086033	0.0638298	
0.0479585	0.159327	0.0461818	0.126066	
0.141128	0.118182	0.0500867	0.105335	
0.0568836	0.158653	0.0732064	0.0948612	
0.113438	0.17654	0.0584266	0.121386	
0.0939805	0.131779	0.0664099	0.118363	
0.171576	0.100828	0.0815	0.0665337	
0.108555	0.180093	0.0866874	0.15164	
0.0587418	0.123315	0.0943923	0.103291	
0.0464556	0.150678	0.0616556	0.132625	
0.0532551	0.126875	0.0457672	0.156989	
0.0651637	0.15106	0.100995	0.115835	
0.0595473	0.141825	0.0770932	0.178498	
0.0639671	0.114996	0.0523637	0.120259	
0.0696821	0.0940859	0.0690102	0.114493	
0.057629	0.0884747	0.0744879	0.108834	
0.0681144	0.163327	0.0744293	0.165003	
0.05867	0.199586	0.0635179	0.129233	
0.0541089	0.139924	0.0646555	0.0948727	
0.0584533	0.174736	0.0505786	0.0840169	
0.0718603	0.147087	0.0442969	0.110567	
0.0681749	0.121921	0.0590372	0.0978537	
0.0775844	0.118858	0.0935227	0.0918306	
0.0900771	0.125619	0.0595947	0.0963928	
0.0963769	0.163826	0.048302	0.109908	
0.0801963	0.162391	0.0817682	0.0829583	
0.0399531	0.131301	0.0813772	0.101951	
0.0628148	0.123319	0.0638029	0.0817296	
0.0756637	0.123464	0.0637991	0.0954112	
0.0909976	0.175717	0.0705937	0.116755	
0.0718406	0.174736	0.0751987	0.133482	
0.0890342	0.107949	0.0754807	0.140071	
0.0678239	0.192847	0.0802271	0.0959136	
0.0837692	0.134491	0.0657011	0.083189	
0.0998356	0.114191	0.0944949	0.084908	
0.0680801	0.0952392	0.072509	0.155259	
0.0643842	0.127633	0.0822792	0.0919031	
0.0751424	0.0929073	0.111472	0.122034	
0.0990709	0.114552	0.0460937	0.143067	
0.0837954	0.131197	0.0426207	0.158926	
0.0592976	0.150695	0.0842833	0.106718	
0.126327	0.0970643	0.0883452	0.175011	
0.120168	0.12642	0.0613988	0.081335	
0.0658093	0.185146	0.0726654	0.0797981	
0.0613962	0.125533	0.098223	0.136468	
0.0895541	0.144434	0.057377	0.117874	
0.0513059	0.181459	0.0719065	0.120295	
0.076827	0.108941	0.0552679	0.0946999	
0.0509946	0.0672457	0.0754526	0.110099	
0.0676247	0.196389	0.0570747	0.0725438	
0.0670528	0.13323	0.0923303	0.114907	
0.0536808	0.126767	0.0755865	0.135411	
0.0866288	0.143935	0.0893977	0.0714848	
0.0408213	0.136592	0.0785272	0.0968767	
0.0941839	0.174634	0.102919	0.119081	
0.0568836	0.143452	0.0562499	0.101141	
0.0584117	0.128521	0.101406	0.105316	
0.0449918	0.197229	0.0755647	0.131341	
0.0886587	0.165256	0.0472109	0.0972542	
0.0701078	0.200553	0.0821747	0.107459	
0.0589837	0.164013	0.0682621	0.109133	
0.102303	0.140219	0.0821526	0.113712	
0.086399	0.133337	0.0912161	0.091063	
0.0458976	0.158653	0.0807682	0.107836	
0.0893967	0.132677	0.102919	0.137176	
0.0986062	0.1431	0.0759597	0.13	
0.0795106	0.210239	0.103692	0.141551	
0.0568659	0.100889	0.0360321	0.122979	
0.0519509	0.149594	0.0656755	0.115793	
0.0766445	0.108772	0.0716967	0.0885498	
0.0769409	0.0787944	0.0618128	0.197726	
0.161885	0.18476	0.0730056	0.103418	
0.0491722	0.139836	0.1176	0.0816287	
0.0735874	0.163749	0.0867378	0.114259	
0.150012	0.111414	0.0667437	0.135625	
0.0364959	0.182292	0.0873856	0.104529	
0.0917977	0.170815	0.0826258	0.108412	
0.0539246	0.106813	0.0571734	0.0948727	
0.0510705	0.16872	0.0769791	0.122895	
0.0706787	0.175993	0.0708205	0.144512	
0.0387744	0.141356	0.0552544	0.111394	
0.0694014	0.15502	0.0807069	0.148157	
0.097798	0.192442	0.0458563	0.101546	
0.0577861	0.131348	0.106709	0.108423	
0.0493256	0.122622	0.0670656	0.190216	
0.09335	0.163074	0.120134	0.0989867	
0.0446637	0.132677	0.0498995	0.126066	
0.0915361	0.235925	0.104801	0.135891	
0.0744335	0.106061	0.0936095	0.156663	
0.0820738	0.188294	0.10193	0.116307	
0.050901	0.187414	0.0975506	0.104388	
0.0476885	0.099591	0.0565502	0.0972389	
0.0814184	0.252989	0.0511593	0.0954362	
0.0809926	0.158393	0.0647547	0.133043	
0.078502	0.159804	0.0707886	0.115229	
0.0843755	0.191456	0.122712	0.175012	
0.0999487	0.183905	0.0685186	0.176094	
0.0969249	0.139277	0.11445	0.105482	
0.0688236	0.121128	0.0911576	0.113429	
0.0893735	0.149502	0.0550199	0.12008	
0.0878245	0.180093	0.0860269	0.086768	
0.152866	0.188294	0.043239	0.157854	
0.0800682	0.150332	0.11932	0.108615	
0.0531133	0.198659	0.0482125	0.174623	
0.0628331	0.127633	0.104822	0.0713959	
0.0619545	0.0713749	0.0403969	0.0981	
0.10205	0.10757	0.078703	0.0853512	
0.075765	0.0985198	0.0887235	0.196265	
0.0594742	0.191048	0.105276	0.0846995	
0.0658021	0.141129	0.0710173	0.0981536	
0.0948667	0.118802	0.0499095	0.0875938	
0.0825396	0.182828	0.100857	0.11158	
0.175818	0.172562	0.074887	0.103537	
0.0707585	0.0842572	0.0905132	0.125934	
0.0492926	0.159864	0.0667116	0.14784	
0.107303	0.093847	0.137953	0.093515	
0.078314	0.128199	0.0501751	0.113943	
0.0650867	0.102916	0.0680988	0.104477	
0.0944281	0.160835	0.0929298	0.101158	
0.0751386	0.147834	0.120131	0.0867245	
0.0680643	0.148622	0.0449327	0.0753054	
0.0639131	0.117093	0.0714049	0.108986	
0.059808	0.0755148	0.112146	0.13634	
0.0930113	0.12636	0.0852785	0.104605	
0.0635441	0.131426	0.0848142	0.13884	
0.100571	0.114552	0.0972006	0.111889	
0.115973	0.13969	0.0923025	0.117241	
0.070229	0.108194	0.0849221	0.0773439	
0.106277	0.130659	0.0878541	0.100626	
0.0394492	0.151878	0.0473416	0.103447	
0.0814574	0.149317	0.0489879	0.101991	
0.058131	0.0916524	0.0915563	0.0933279	
0.0765779	0.193703	0.0659813	0.0910193	
0.0641715	0.118095	0.0685179	0.172606	
0.0581457	0.126323	0.0766783	0.0881407	
0.120902	0.158393	0.069905	0.112342	
0.0782174	0.122522	0.0785973	0.107756	
0.0977241	0.108716	0.0768539	0.118076	
0.0531466	0.198849	0.0678618	0.124173	
0.0953592	0.145012	0.0754352	0.0847124	
0.0516665	0.180093	0.110331	0.0987205	
0.0545596	0.136636	0.0448191	0.0762175	
0.0637711	0.107095	0.0586352	0.166552	
0.0450916	0.131197	0.0760899	0.0957862	
0.0689279	0.138207	0.0896101	0.103169	
0.0795326	0.0861256	0.0913592	0.137605	
0.0848894	0.132184	0.0577406	0.106033	
0.089404	0.169616	0.0833927	0.105021	
0.0820991	0.189485	0.113761	0.112176	
0.0609654	0.18789	0.0679304	0.104217	
0.057706	0.120185	0.0929756	0.104939	
0.0668655	0.174736	0.0841719	0.137154	
0.0841068	0.147496	0.0619756	0.09745	
0.127173	0.160835	0.0877285	0.103974	
0.0770789	0.0830497	0.0848201	0.114842	
0.0650713	0.158621	0.0491722	0.102425	
0.0486052	0.116122	0.0919482	0.137176	
0.0699952	0.162136	0.0597854	0.0789148	
0.0835572	0.136592	0.0809916	0.10746	
0.0558012	0.164001	0.089698	0.10935	
0.0793404	0.145959	0.0561178	0.077367	
0.0561144	0.125533	0.0910898	0.0814411	
0.123029	0.0922682	0.0769648	0.100001	
0.116674	0.13793	0.0673286	0.107326	
0.085	0.108716	0.0757832	0.150076	
0.0564696	0.121506	0.0781982	0.143914	
0.0728904	0.074474	0.101801	0.0947103	
0.0670165	0.128521	0.0591831	0.0949888	
0.061546	0.168856	0.0846085	0.102382	
0.0873241	0.167655	0.115421	0.11639	
0.116112	0.106612	0.0584031	0.0866272	
0.102756	0.155595	0.0833071	0.111649	
0.045185	0.129577	0.096968	0.0818789	
0.0442106	0.155595	0.0774943	0.131615	
0.0491013	0.171794	0.103755	0.0897616	
0.05836	0.253994	0.0783365	0.0764296	
0.0392032	0.0866158	0.110224	0.129661	
0.149106	0.123468	0.051908	0.110179	
0.0750695	0.191456	0.0532983	0.102967	
0.0914102	0.243954	0.0900338	0.12008	
0.0905692	0.106579	0.0616398	0.0965492	
0.0826109	0.125533	0.0452431	0.10109	
0.122676	0.132034	0.101054	0.108225	
0.0792529	0.093847	0.0590927	0.142566	
0.0799115	0.201851	0.0721896	0.149778	
0.0952498	0.121553	0.045282	0.134108	
0.159357	0.0861374	0.0716609	0.104939	
0.0907575	0.109469	0.101028	0.0739858	
0.0591415	0.141317	0.036248	0.125934	
0.0392485	0.083814	0.0471462	0.085082	
0.0649414	0.165083	0.0890783	0.101362	
0.0941436	0.128199	0.0681936	0.117279	
0.043733	0.13167	0.0675869	0.161393	
0.0547732	0.122005	0.062967	0.1156	
0.0706023	0.198363	0.112008	0.0919819	
0.100296	0.0956827	0.0761872	0.137241	
0.0552333	0.141356	0.0994011	0.0941573	
0.0651997	0.146868	0.0624955	0.116518	
0.0634979	0.137496	0.119551	0.135625	
0.0708463	0.244469	0.064773	0.0915317	
0.072127	0.193349	0.10537	0.159228	
0.0752917	0.149034	0.057058	0.130679	
0.176327	0.118044	0.0413263	0.105543	
0.120972	0.190374	0.123795	0.166957	
0.0478653	0.164671	0.109069	0.125934	
0.0593145	0.208299	0.0595394	0.0933279	
0.0490355	0.11485	0.0697635	0.127329	
0.0568536	0.092467	0.103769	0.141797	
0.060553	0.0821418	0.0901289	0.14084	
0.0516548	0.1457	0.0696825	0.131528	
0.0752015	0.106253	0.0629949	0.0986501	
0.0770882	0.128438	0.0709698	0.113058	
0.0541379	0.0897797	0.0359552	0.106307	
0.11226	0.0715462	0.0422723	0.153342	
0.103376	0.111921	0.0692426	0.0916271	
0.0735623	0.160177	0.102086	0.107696	
0.0561452	0.175444	0.0713385	0.142934	
0.105452	0.157783	0.0485966	0.118896	
0.0435451	0.0922682	0.0427264	0.11541	
0.100225	0.109259	0.0724721	0.102349	
0.0561418	0.199305	0.0745701	0.105967	
0.0895022	0.141129	0.0536264	0.100791	
0.0989506	0.0729794	0.0675401	0.113666	
0.0599935	0.103154	0.0560717	0.0934395	
0.0835016	0.102916	0.060503	0.130958	
0.0570474	0.120643	0.0557956	0.121081	
0.0748396	0.136289	0.0462325	0.152313	
0.117231	0.158344	0.0654337	0.104811	
0.0914586	0.141533	0.100036	0.110139	
0.052989	0.130448	0.0687334	0.0665337	
0.0656183	0.100828	0.0876552	0.205683	
0.0543596	0.135384	0.0780039	0.16089	
0.0559698	0.147537	0.0770561	0.121386	
0.0561626	0.199351	0.0741129	0.0809863	
0.0722357	0.188986	0.0929695	0.138209	
0.119848	0.117328	0.0563738	0.170867	
0.100347	0.128171	0.0881778	0.092275	
0.0623317	0.149102	0.0530354	0.12248	
0.120856	0.15106	0.048911	0.100942	
0.0611587	0.108194	0.126926	0.0899737	
0.0390788	0.17768	0.104727	0.141169	
0.0607591	0.135342	0.0610416	0.143914	
0.0512142	0.157462	0.0482404	0.105591	
0.108098	0.123951	0.0660377	0.0761863	
0.0616441	0.210239	0.0608981	0.0875938	
0.0980544	0.116069	0.0539572	0.128629	
0.0786298	0.20636	0.074019	0.0660559	
0.085621	0.147537	0.0668198	0.083331	
0.0646785	0.134465	0.0715266	0.0774517	
0.0783644	0.103564	0.0750149	0.145397	
0.058762	0.135974	0.0562964	0.0893347	
0.110232	0.160835	0.0863128	0.117028	
0.0677914	0.161199	0.0725143	0.086339	
0.0490175	0.160263	0.0819434	0.115901	
0.0651289	0.0900181	0.0654149	0.134832	
0.105256	0.175028	0.0642882	0.117143	
0.0920447	0.128886	0.0736995	0.179399	
0.128314	0.146336	0.0641987	0.128853	
0.124777	0.126686	0.0610353	0.085747	
0.0830299	0.15502	0.0632279	0.129661	
0.039298	0.128509	0.0570878	0.0914482	
0.0723942	0.0902897	0.0876123	0.0783389	
0.0569683	0.0869919	0.0692643	0.127249	
0.0577912	0.174394	0.0717711	0.0878394	
0.0598603	0.146336	0.0580614	0.0952946	
0.108574	0.184793	0.078413	0.172171	
0.0666941	0.0916524	0.0668083	0.121248	
0.115639	0.190076	0.0548059	0.144295	
0.0899314	0.135839	0.0832498	0.0643612	
0.0744322	0.164894	0.0511444	0.121594	
0.117913	0.136498	0.0472416	0.114838	
0.0898625	0.149594	0.0363551	0.0862043	
0.0561333	0.200492	0.0843965	0.124108	
0.0807568	0.14792	0.0822556	0.129055	
0.134583	0.155733	0.100404	0.126066	
0.0640045	0.114912	0.049814	0.127179	
0.0683566	0.167874	0.074356	0.0847042	
0.0806459	0.189382	0.0903885	0.133841	
0.093129	0.140868	0.059615	0.104332	
0.0779589	0.121557	0.0407688	0.0768959	
0.0646249	0.0929073	0.0982465	0.114983	
0.0680541	0.114289	0.0630507	0.14931	
0.0474535	0.15444	0.0737546	0.106948	
0.0736196	0.131111	0.0786985	0.102186	
0.097463	0.121557	0.0710188	0.0776936	
0.0497518	0.220276	0.0538321	0.0484655	
0.0935303	0.183577	0.12364	0.127249	
0.0732006	0.110059	0.0554253	0.183594	
0.0687546	0.110969	0.0789446	0.0694887	
0.0453313	0.163074	0.0710254	0.117204	
0.0865945	0.150678	0.0783458	0.138631	
0.0799479	0.182225	0.0738886	0.166624	
