H_norm[0]	H_norm[1]	H_norm[2]	H_norm[3]	
0.547627	0.993873	0.485108	-0.759857	
0.55045	0.993873	0.370906	0.352129	
0.536336	1.0321	0.601332	0.648658	
0.694414	-0.152904	0.228405	0.518926	
0.206066	0.879195	0.73878	-0.898855	
0.0846846	0.917421	0.0434576	0.555993	
-0.0112913	0.611614	0.511385	-0.0370662	
0.558919	0.229355	-0.654896	0.648658	
0.412132	0.802743	0.574045	0.694991	
0.231471	-0.0382259	0.638726	0.806189	
0.231471	0.535162	0.114203	0.111199	
0.612552	0.305807	-0.417395	-0.333596	
0.629489	0.993873	0.499257	-0.0926654	
0.169369	-1.37613	0.422449	0.898855	
0.160901	0.917421	0.348672	0.630125	
0.361321	0.840969	-0.00808514	0.203864	
0.101622	1.0321	0.271863	0.954454	
0.121381	0.764518	0.920695	0.954454	
0.158078	0.152904	-1.04399	-0.824722	
0.604084	0.535162	0.415374	1.02859	
0.683123	0.726292	0.226384	0.806189	
0.869429	0.496936	0.606385	0.129732	
0.694414	0.64984	0.56596	0.0555993	
0.262522	0.917421	0.36181	-0.222397	
-0.403663	0.840969	0.161703	0.157531	
0.400841	0.879195	0.719577	0.324329	
0.53069	0.802743	0.34665	0.796923	
0.477057	-0.688066	0.439629	0.759857	
0.731111	0.917421	0.160692	-0.444794	
0.462943	-0.0764518	0.175852	0.630125	
-0.748048	0.802743	0.411331	0.546726	
-1.15736	0.535162	0.59729	0.111199	
-0.409309	-0.114678	0.624577	-0.231664	
-0.0762162	0.64984	-0.193033	-0.213131	
0.965405	0.726292	0.028298	0.148265	
0.33027	0.0764518	0.300161	0.713524	
0.519399	0.840969	-0.0485108	0.148265	
0.251231	0.64984	0.737769	0.333596	
0.86096	-1.14678	0.94394	0.602325	
0.547627	0.267581	0.62963	0.148265	
-0.0254054	0.458711	0.638726	0.602325	
0.731111	3.81953e-16	0.127341	0.982254	
0.643603	0.535162	0.674099	-0.769123	
0.657717	0.955647	-0.978302	-1.25098	
0.485525	0.0382259	0.167767	0.667191	
-0.191952	3.81953e-16	-0.0070745	0.852522	
0.327447	-0.114678	0.699365	0.796923	
0.451651	0.993873	0.768088	0.0277996	
0.265345	-0.0764518	0.62862	0.77839	
-0.242763	0	0.668035	0.732057	
0.663363	1.14678	0.446704	0.0833989	
0.657717	-0.840969	0.416385	0.148265	
0.451651	0.229355	0.891387	0.889588	
0.11009	-2.17888	0.652875	0.648658	
0.268168	0	0.694311	-0.871055	
0.685946	-0.420485	-0.338565	0.491127	
0.482702	0.535162	0.782237	0.53746	
0.47988	0.0764518	0.736758	-0.972987	
0.544805	0.0764518	0.70846	0.871055	
0.781921	0.267581	0.67713	0.574526	
-0.691591	-0.0764518	0.649843	-0.0463327	
0.457297	0.688066	0.500268	0.194597	
0.604084	0.688066	0.614471	1.01005	
-0.685946	-0.917421	0.545747	0.48186	
-0.846846	0.688066	-0.0313299	-0.0185331	
-0.996456	0.458711	0.559896	0.908121	
0.406486	1.07032	0.502289	0.370662	
0.254054	0.688066	0.600322	0.620858	
0.796036	0.840969	0.123298	-0.259463	
-0.0564564	-0.420485	0.580109	0.0741324	
0.527868	0.496936	0.0697343	0.176064	
0.736756	0.726292	-0.464896	-0.296529	
0.0733934	0.382259	0.277927	0.824722	
0.683123	0.917421	0.360799	1.01932	
0.477057	0.0382259	0.33048	-0.732057	
0.875075	-1.26145	0.42447	-0.843256	
0.335916	0.573388	0.510374	0.491127	
0.694414	0.458711	0.604364	0.72279	
0.333093	1.0321	0.449736	-1.81624	
0.00282282	0.840969	0.490162	0.75059	
0.158078	0.955647	0.769099	0.759857	
0.629489	0.229355	0.420427	0.972987	
0.609729	0.458711	0.810535	0.704257	
0.553273	0.344033	0.199097	0.787656	
-0.242763	0.726292	0.551811	0.444794	
0.573033	0.611614	0.144522	-0.574526	
0.124204	0.917421	0.396172	0.880322	
0.527868	-0.114678	-0.956068	-2.5205	
-0.0225826	0.917421	0.652875	0.880322	
0.931531	-1.22323	-0.310267	0.352129	
0.711351	0.496936	0.667024	0.500393	
-0.031051	-1.72016	0.28298	0.0555993	
-0.567387	-0.611614	0.0121277	1.05639	
-0.175015	0.764518	0.608407	0.0185331	
0.285105	-0.0764518	0.231437	-0.24093	
0.338739	0.382259	0.20516	0.101932	
0.637958	0.152904	0.705428	-0.657925	
-0.22018	0.802743	0.326438	0.416994	
-0.194775	0.114678	0.481066	0.287263	
0.44036	1.07032	0.687237	0.398461	
0.711351	-0.229355	-0.248618	-0.546726	
0.321802	0.840969	-0.099043	0.815456	
0.618198	0.64984	0.555853	0.982254	
0.626666	0.305807	-0.120266	0.50966	
0.615375	0.267581	-0.0333512	0.166798	
-0.231471	0.840969	0.0757982	0.463327	
-0.355675	0.917421	-0.294097	0.99152	
0.361321	0.955647	0.823674	0.982254	
0.324624	0.764518	0.103086	-0.0926654	
-0.448829	0.64984	0.0151596	-0.0370662	
0.544805	0.305807	-0.00606385	0.0741324	
-0.11009	0.879195	0.691279	0.833989	
0.477057	-0.305807	0.481066	-0.185331	
-0.138318	0.573388	0.678141	0.296529	
0.533513	-0.496936	0.595268	0.824722	
0.409309	-1.45258	0.780216	-0.315063	
0.270991	0.152904	0.0889365	0.352129	
-1.56384	0.688066	-0.228405	0.389195	
-0.206066	0.993873	0.276916	-1.13052	
-1.00492	0.917421	0.263778	0.926654	
0.533513	0.840969	0.0879259	0.871055	
0.75087	-0.267581	0.614471	-0.259463	
0.592792	0.64984	0.776173	-1.12125	
0.539159	-0.191129	0.607396	0.50966	
-0.674654	-1.75839	0.294097	-0.389195	
0.561741	0.917421	0.248618	0.370662	
0.0564564	-0.114678	0.576066	0.398461	
0.615375	0.840969	0.516438	0.148265	
0.652072	0.0764518	0.430534	1.01932	
0.745225	0.955647	0.470959	0.694991	
-0.0818618	-0.0764518	0.122288	0.815456	
0.296396	0.382259	0.416385	0.435528	
0.652072	0.64984	0.825695	0.129732	
0.609729	0.496936	0.51947	0.630125	
0.499639	-0.0764518	0.64479	0.769123	
0.654895	0.382259	0.66096	0.53746	
-0.46012	0.0382259	0.761014	0.24093	
0.358498	-0.64984	0.15665	0.157531	
-0.443183	0.993873	-0.437608	0.75059	
0.290751	0.382259	0.160692	0.370662	
-0.454474	0.764518	0.567981	-0.333596	
0.57021	3.81953e-16	0.0656918	0.379928	
0.674654	-0.688066	0.536651	0.593059	
0.598438	0.305807	0.476013	0.630125	
0.366967	1.0321	0.0525534	0.815456	
0.666186	-0.535162	-0.0323406	-0.287263	
0.556096	0.229355	0.575056	0.954454	
-1.24769	0.64984	-0.217288	0.982254	
0.234294	-0.688066	0.634683	0.620858	
0.615375	-0.64984	0.0778195	-0.26873	
0.739579	-0.64984	-1.17235	0.352129	
0.615375	-0.64984	0.380002	0.379928	
0.454474	-0.114678	0.449736	0.111199	
-0.508108	0.955647	0.237501	0.389195	
0.519399	-0.64984	0.69229	0.0463327	
0.669009	0.802743	-0.958089	1.04712	
0.877897	0.229355	0.612449	0.593059	
-0.827087	0.611614	0.672077	0.333596	
0.35003	0.611614	0.480055	0.148265	
0.694414	0.802743	-0.338565	-0.166798	
0.31051	0.64984	0.0626598	0.963721	
0.0366967	0.840969	0.689258	0.583792	
0.375435	0.64984	-0.23649	0.48186	
-0.262522	0.688066	0.107128	0.324329	
0.745225	0.993873	0.757982	1.05639	
0.248408	-0.420485	0.832769	0.898855	
0.536336	0.0764518	0.558885	0.676458	
0.127027	0.496936	0.601332	0.935921	
0.47988	-0.879195	0.746865	0.0926654	
0.493994	0.114678	0.73878	0.602325	
0.491171	0.64984	0.0444683	0.926654	
0.406486	0.611614	0.806493	0.889588	
0.378258	-0.611614	0.162713	0.648658	
-0.462943	0.993873	0.17282	1.01932	
0.53069	0.114678	0.713514	0.352129	
0.496817	0.0382259	0.0697343	-0.583792	
-0.256877	0.802743	0.764046	0.324329	
0.677477	0.535162	-0.332501	0.407728	
0.0395195	0.764518	0.22032	0.880322	
0.646426	0.0382259	-0.490162	-0.0833989	
0.299219	-0.191129	0.070745	0.72279	
0.287928	0.917421	0.231437	0.491127	
0.47988	-1.68194	0.469949	0.593059	
-0.516576	0.726292	0.670056	0.426261	
0.321802	0.382259	0.711492	0.129732	
0.595615	0.879195	0.445693	0.602325	
0.446006	0.305807	0.321384	0.704257	
0.677477	0.114678	0.762024	-2.01084	
0.242763	-2.25533	0.509364	0.843256	
0.677477	0.152904	0.410321	-0.0833989	
0.47988	0.573388	0.297129	0.630125	
0.827087	0.573388	0.286012	-0.861789	
0.652072	-0.611614	0.737769	0.694991	
0.77063	1.10855	0.460853	0.583792	
0.553273	0.64984	0.232448	0.138998	
0.505285	0.840969	0.536651	0.593059	
0.364144	0.726292	0.0747875	-1.23245	
0.781921	0.764518	0.608407	0.676458	
0.564564	0.382259	0.138458	-0.305796	
0.652072	0.764518	0.765056	0.694991	
-0.683123	-2.17888	0.714524	0.555993	
0.431892	-0.458711	0.616492	0.982254	
-0.0508108	0.458711	-0.932823	0.824722	
0.643603	0.458711	-0.0667024	0.574526	
0.115736	0.114678	0.656918	0.972987	
0.629489	0.267581	0.686226	0.48186	
0.352853	-1.26145	0.4558	0.667191	
0.194775	-1.79662	-0.169788	0.945188	
0.290751	-0.382259	0.666013	0.0463327	
0.485525	0.726292	0.702397	0.954454	
0.649249	0.764518	0.799418	0.574526	
0.180661	-0.152904	0.290054	-1.22318	
0.124204	0.917421	0.544736	-0.277996	
0.632312	0.114678	-0.0232448	0.630125	
0.527868	-0.688066	0.387076	0.815456	
0.381081	0.726292	0.536651	0.861789	
0.307688	0.229355	-0.292076	0.77839	
0.671831	0.458711	0.469949	-0.843256	
0.536336	-0.344033	0.595268	0.824722	
-0.186306	0.114678	0.703407	0.806189	
0.666186	0.917421	0.778195	0.72279	
0.513753	-0.611614	0.697343	-0.0463327	
0.53069	0.993873	0.805482	0.713524	
0.223003	-1.37613	-0.607396	0.843256	
0.138318	0.535162	0.40931	-0.101932	
0.629489	0.993873	0.545747	-0.500393	
0.646426	0.496936	0.422449	0.685724	
0.584324	0.496936	0.555853	0.685724	
0.564564	0.573388	0.229416	0.648658	
-0.58997	0.688066	0.513406	0.407728	
-1.07267	0.535162	0.316331	0.72279	
0.666186	-0.688066	-0.384044	0.833989	
0.725465	0.993873	0.493194	0.500393	
0.544805	0.955647	0.670056	-0.0926654	
0.47988	-0.726292	0.761014	-0.99152	
-0.00282282	-0.611614	0.504311	0.518926	
0.553273	0.496936	0.382023	0.806189	
0.621021	-0.114678	0.0667024	-0.176064	
0.598438	0.305807	0.753939	0.815456	
0.615375	0.573388	0.948993	0.00926654	
0.0564564	0.458711	0.0151596	0.259463	
0.358498	-2.2171	0.609417	0.53746	
0.697237	0.344033	0.37697	0.0370662	
0.79039	0.879195	0.450747	0.963721	
-0.268168	1.0321	0.292076	-0.342862	
-0.11009	-0.0382259	0.0869153	0.555993	
-0.513753	0.305807	0.241544	-0.379928	
0.392372	1.07032	0.78628	0.50966	
0.643603	0.879195	0.450747	-0.648658	
-0.491171	0.535162	0.562928	0.787656	
0.285105	0.496936	0.552821	-0.370662	
0.231471	-0.152904	0.762024	-0.972987	
0.533513	0.535162	0.458832	-1.18612	
0.621021	0.496936	-0.501279	0.704257	
0.0564564	0.496936	0.845908	0.518926	
0.685946	0.955647	0.29915	-0.759857	
0.513753	0.535162	0.339576	0.407728	
0.598438	0.458711	0.166756	-1.01932	
0.812973	-0.688066	0.436598	0.565259	
0.0592792	-0.267581	0.167767	0.444794	
0.203243	0.152904	0.0323406	0.611592	
0.211712	-1.45258	0.357767	0.889588	
0.276636	-0.611614	-0.165745	0.759857	
0.183483	0.496936	0.669045	0.657925	
0.626666	0.726292	0.096011	0.676458	
-1.01904	0.726292	0.51846	0.871055	
-3.11075	-0.0764518	0.521492	0.277996	
0.468588	-0.191129	0.804471	-0.333596	
0.694414	0.344033	0.807503	0.435528	
0.158078	0.64984	0.308246	0.48186	
0.237117	0.726292	0.384044	0.0926654	
0.57021	-1.41436	0.581119	0.72279	
-0.296396	0.458711	0.783248	0.574526	
0.612552	0.802743	-0.138458	-0.222397	
-0.448829	0.917421	0.374948	0.815456	
-0.0846846	1.0321	0.429523	-0.435528	
-0.657717	0.535162	0.442661	-1.89964	
0.0112913	0	0.15766	0.593059	
-0.0451651	0.535162	0.804471	0.806189	
0.358498	0.955647	0.752929	0.824722	
0.829909	0.114678	0.432555	0.0926654	
0.702882	0.993873	0.406278	0.574526	
-0.64078	0.573388	-0.121277	-1.54751	
0.64078	0.802743	0.938887	0.630125	
0.643603	0.0764518	0.453778	0.657925	
0.400841	0.993873	0.608407	-1.37145	
0.364144	0.573388	-0.822663	-0.676458	
0.609729	0.840969	0.193033	1.02859	
0.155255	0.879195	0.0555853	0.491127	
0.601261	0.305807	0.689258	-0.231664	
0.262522	0.688066	0.543726	0.843256	
-0.163724	0.420485	-0.0950004	0.972987	
-0.352853	0.382259	0.406278	0.0463327	
0.561741	0.267581	0.602343	0.379928	
0.138318	0.64984	0.242554	0.639392	
0.66054	0.802743	0.432555	0.935921	
0.191952	-0.802743	0.48814	0.935921	
-0.46012	0.152904	0.775163	-1.40851	
-0.742402	0.955647	0.428512	0.741324	
0.522222	-0.993873	-0.522502	0.157531	
0.290751	-1.14678	-0.067713	0.611592	
-0.268168	0.458711	0.0111171	-0.77839	
0.666186	0.688066	0.798408	0.732057	
0.386727	0.726292	0.762024	0.917388	
0.677477	0.344033	0.0737769	0.694991	
-0.381081	0.344033	0.250639	0.50966	
-0.0338739	-0.64984	-0.445693	0.861789	
0.762162	0.382259	0.528566	0.602325	
0.316156	-0.0764518	0.134415	0.852522	
0.606907	0.802743	0.385055	0.53746	
0.496817	0.382259	-0.0778195	0.333596	
0.632312	1.0321	0.423459	0.713524	
0.57021	0.802743	0.5508	0.685724	
-0.166546	0.458711	0.595268	0.602325	
0.784744	0.726292	0.0586173	0.250197	
0.657717	-0.0764518	0.108139	-1.09345	
0.505285	0.64984	0.544736	-0.565259	
0.606907	0.0382259	0.501279	-0.111199	
0.208889	0.802743	0.158671	0.0370662	
0.0762162	0.917421	0.733726	0.555993	
-0.282282	0.802743	0.443672	0.704257	
0.643603	-0.305807	0.555853	0.593059	
-0.237117	-0.0764518	-1.25825	0.435528	
-0.358498	0.458711	0.603354	0.352129	
0.361321	0.688066	-0.516438	1.02859	
0.146787	-1.14678	-0.0101064	0.555993	
0.12985	0.917421	0.661971	0.0741324	
0.324624	0.267581	0.769099	0.593059	
-0.0282282	1.0321	0.190001	0.315063	
0.437537	0.611614	-0.218299	0.759857	
0.386727	0.0764518	0.669045	0.648658	
0.652072	0.64984	0.00101064	0.342862	
-1.08114	0.267581	0.513406	0.824722	
-0.708528	-2.2171	0.627609	0.880322	
0.121381	0.802743	-0.281969	0.500393	
0.601261	-1.22323	0.397182	0.898855	
0.57021	-1.37613	0.147554	0.72279	
0.711351	-1.37613	0.115213	0.148265	
-0.892012	0.993873	0.691279	0.101932	
0.824264	-0.114678	0.457821	0.333596	
0.6803	0.688066	0.631652	0.954454	
-0.12985	0.688066	0.477023	0.593059	
0.296396	0.191129	0.454789	0.741324	
0.172192	0.344033	0.824684	0.565259	
0.378258	0.152904	0.338565	-0.77839	
0.451651	-0.611614	0.810535	0.898855	
0.175015	1.07032	0.118245	0.231664	
0.474234	-0.0764518	-0.111171	0.250197	
-0.917417	0.917421	0.541704	0.574526	
0.496817	-2.2171	-0.921706	-1.42705	
0.587147	-0.64984	0.390108	-0.333596	
0.160901	-0.0382259	0.504311	0.759857	
0.0536336	-1.41436	0.427502	0.0741324	
-0.047988	-0.688066	0.475002	0.917388	
0.635135	-0.0764518	0.678141	-0.194597	
0.581501	0.840969	0.689258	0.157531	
0.457297	0.382259	0.586173	0.583792	
-0.525045	0.267581	0.119256	0.342862	
0.827087	1.14678	-0.128352	0.518926	
0.186306	0.382259	0.78628	0.231664	
-0.00282282	0.879195	0.214256	0.454061	
0.451651	-0.305807	0.081862	0.704257	
-0.160901	0.267581	0.0495215	0.843256	
0.364144	0.917421	0.338565	0.630125	
-0.6803	0.382259	-0.0778195	0.75059	
0.443183	0.917421	-1.58772	0.454061	
0.146787	0.229355	0.453778	0.871055	
0.0733934	0.993873	0.387076	0.769123	
-0.855315	-0.611614	0.177873	0.491127	
0.00846846	0.573388	0.612449	0.769123	
0.454474	0.64984	0.242554	0.518926	
0.556096	0.114678	0.608407	-1.39925	
-0.688768	0.496936	0.853993	0.75059	
0.764985	0.229355	0.553832	0.259463	
0.502462	0.955647	-0.0778195	0.796923	
0.304865	-1.60549	0.270852	0.491127	
0.553273	0.611614	-0.443672	0.945188	
-0.23994	0.955647	0.774152	0.491127	
0.606907	-1.14678	0.67612	0.704257	
0.437537	-0.420485	-0.234469	-0.741324	
0.124204	0.688066	0.395161	0.416994	
0.522222	0.764518	0.0555853	1.02859	
-1.85177	-1.45258	0.716546	0.101932	
0.618198	-0.114678	0.733726	0.250197	
-0.0197597	0.993873	0.304203	0.0741324	
0.256877	0.0382259	0.517449	0.713524	
0.595615	0.611614	0.619524	0.898855	
0.6803	0.879195	0.727663	0.796923	
-0.304865	0.955647	0.45681	0.72279	
-0.525045	0.573388	0.637715	0.259463	
0.104444	0.917421	0.525534	0.72279	
0.917417	0.458711	0.192022	0.176064	
-0.824264	0.64984	-0.899472	-0.0370662	
0.31051	-0.458711	0.623566	0.889588	
-0.0846846	0	-0.734737	0.898855	
0.417778	0.535162	0.811546	0.518926	
-0.31051	0.191129	-0.42548	0.463327	
-0.146787	0.344033	0.144522	-0.194597	
-0.587147	-4.4342	0.113192	-1.71431	
0.392372	-1.07032	0.227395	-0.222397	
-1.22228	0.0764518	0.245586	0.732057	
0.618198	0.764518	-0.832769	0.898855	
-1.92516	0.764518	0.195054	-1.60311	
0.398018	0.573388	0.262767	0.213131	
0.313333	0.688066	0.0656918	-0.259463	
0.364144	-0.152904	0.0353725	0.26873	
0.152432	-0.0764518	0.772131	0.444794	
-0.488348	-0.726292	0.624577	0.379928	
0.138318	0.0382259	0.272873	0.101932	
0.685946	0.726292	0.575056	0.75059	
-0.446006	-0.114678	-0.0464896	0.704257	
0.722642	0.152904	0.374948	0.787656	
0.431892	0.955647	0.575056	-0.50966	
0.327447	0.0382259	0.44064	0.769123	
0.502462	-2.17888	0.711492	0.639392	
-1.44528	0.114678	0.554843	0.963721	
-0.406486	0.382259	0.767078	0.574526	
0.327447	0.191129	0.476013	0.231664	
-0.838378	0.382259	0.5983	0.296529	
0.575856	-2.98162	0.586173	0.00926654	
0.375435	0.993873	0.37697	-2.93749	
0.457297	0.64984	-1.24713	-1.26952	
0.81015	-0.0764518	0.662981	0.148265	
0.657717	0.114678	0.657928	0.898855	
0.0677477	0.458711	0.593247	-0.407728	
0.626666	0.611614	0.366863	0.954454	
0.395195	0.611614	0.718567	0.667191	
0.341561	0.458711	0.681173	0.769123	
0.564564	-0.114678	0.11016	0.657925	
0.386727	-0.0764518	0.596279	0.704257	
-0.242763	0.917421	0.537662	0.759857	
-0.273814	-0.0764518	0.574045	0.176064	
0.635135	0.0764518	0.568992	0.796923	
0.0733934	0.535162	0.544736	0.935921	
0.621021	0.726292	0.0889365	0.704257	
0.273814	0.344033	0.683194	0.871055	
0.872252	0.688066	0.252661	0.435528	
0.35003	-0.229355	-0.0757982	0.361395	
-0.841201	0.993873	0.717556	0.815456	
0.398018	-0.64984	-0.127341	0.53746	
0.296396	0.496936	-0.183937	0.639392	
0.694414	0.458711	0.460853	0.370662	
0.649249	-0.611614	0.580109	0.908121	
0.00846846	-0.114678	0.596279	0.416994	
0.496817	0.879195	-0.650854	0.685724	
0.612552	-0.458711	0.729684	0.528193	
0.166546	1.07032	0.687237	0.871055	
0.688768	0.879195	0.463885	-0.00926654	
0.231471	0.64984	0.542715	0.296529	
0.618198	1.0321	0.631652	0.250197	
0.0592792	0.802743	0.748886	0.917388	
0.677477	0.382259	0.688248	-0.222397	
0.793213	0.458711	0.744844	-0.00926654	
0.0366967	0.764518	0.29814	0.732057	
0.457297	0.840969	0.751918	0.48186	
0.426246	0.267581	-0.0181916	0.370662	
-0.112913	0.573388	0.751918	-2.26104	
0.366967	0.993873	0.00505321	0.620858	
0.719819	0.0382259	0.535641	0.759857	
0.683123	0.191129	0.557875	0.796923	
0.485525	0.496936	-0.229416	0.77839	
-0.448829	0.840969	0.437608	0.852522	
0.265345	0.420485	0.28298	0.861789	
0.496817	0.573388	-0.342608	0.352129	
0.0931531	-2.10242	0.511385	0.454061	
-0.183483	0.764518	0.785269	0.806189	
-0.64078	0.688066	0.611439	0.787656	
0.508108	0.0764518	0.392129	0.120465	
0.468588	1.0321	0.0545747	-0.0648658	
0.0225826	-0.0764518	0.00404257	-0.806189	
0.652072	0.0764518	-0.0242554	0.935921	
0.612552	-2.14065	0.838833	0.463327	
0.296396	0.305807	0.778195	0.0741324	
0.513753	0.840969	0.51846	0.574526	
0.268168	0.764518	-0.853993	0.435528	
0.437537	0.879195	0.480055	0.389195	
0.254054	-0.573388	-0.0111171	0.77839	
0.163724	-0.802743	0.647822	0.796923	
-0.0254054	0.840969	0.54979	-0.0648658	
-0.951291	0.764518	0.728673	0.361395	
0.254054	1.0321	0.437608	-0.407728	
-0.327447	-0.0382259	0.643779	-0.101932	
0.327447	-0.152904	0.745854	0.787656	
0.047988	0.152904	0.115213	0.555993	
0.635135	0.917421	0.673088	0.546726	
0.558919	-0.688066	0.616492	0.648658	
-0.22018	0.611614	0.417395	0.454061	
0.135495	-0.64984	0.615481	-0.0185331	
0.626666	0.879195	0.535641	-0.963721	
-1.75015	0.840969	0.511385	0.954454	
