H[0]	H[1]	H[2]	H[3]	
2.85977	-0.533333	4.62319	-1.12121	
1.5908	2.04444	-2.15942	1.39394	
2.17011	1.95556	4.63043	-0.606061	
1.64598	1.95556	1.89855	-3.51515	
2.08736	1.51111	-1.69565	1.18182	
1.28736	1.15556	4.34058	2.57576	
0.643678	-0.177778	2.57971	0.69697	
1.02989	-3.55556	3.81159	1.60606	
0.993103	2.13333	5.47826	0.575758	
-0.726437	1.6	3.25362	2.30303	
1.46207	1.33333	4.63768	-0.848485	
1.25977	1.6	2.61594	-1.57576	
2.05057	-3.91111	6.15217	3.06061	
2.02299	0.888889	6.39855	0.575758	
1.83908	1.15556	4.78261	1.78788	
1.4069	0.177778	4.76812	2.9697	
2.11494	2.31111	3.36232	2.84848	
1.48966	0.444444	5.9058	2.09091	
2.47356	-1.42222	1.73913	2.90909	
-0.358621	2.22222	1.28261	2.27273	
1.78391	1.68889	4.13768	1.69697	
1.90345	1.15556	2.97826	0.848485	
2.77701	-5.15556	5.06522	-0.878788	
2.42759	1.95556	1.92029	0.212121	
2.18851	1.95556	2.78261	0.787879	
2.45517	1.24444	-8.47101	2.09091	
-2.08736	1.24444	4.72464	2.12121	
1.49885	0.711111	3.06522	0.939394	
-5.7931	1.6	5.08696	2.18182	
-7.44828	2.22222	3.58696	3.21212	
0.689655	0.888889	5.85507	0.212121	
-0.570115	1.24444	6.36957	2.63636	
1.74713	2.13333	4.63768	3.12121	
0.901149	1.6	2.15217	1.33333	
0.836782	2.22222	3.03623	2.21212	
1.4069	1.51111	2.69565	-0.151515	
1.7931	2.22222	-0.471014	1.66667	
2.13333	0	-2.03623	1.39394	
1.73793	1.6	2.69565	1.51515	
1.98621	-0.444444	0.768116	2.87879	
1.8023	1.6	4.34058	2.18182	
-3.8069	-1.06667	3.49275	-2.60606	
1.76552	0.711111	4.42754	3.12121	
-0.542529	-1.51111	1.4058	-0.575758	
0.708046	0.177778	4.44203	2.27273	
1.05747	1.51111	4.13043	3.06061	
-0.882759	1.77778	4.2971	3.06061	
-1.30575	0.977778	-1.66667	-0.969697	
-0.303448	2.13333	-7.81884	-1.51515	
-0.487356	-1.95556	3.16667	2.51515	
2.24368	1.6	2.96377	2.36364	
1.44368	0.977778	-0.478261	2.42424	
-1.87586	-0.355556	-1.56522	2.69697	
2.28966	1.77778	2.45652	2.0303	
1.86667	2.13333	4.76812	3.27273	
-4.07356	1.42222	2.83333	1.69697	
1.85747	1.86667	3.21014	2.42424	
0.662069	1.24444	3.69565	2.78788	
1.6	2.13333	4.94203	0.818182	
1.98621	0.177778	1.61594	2.66667	
2.05977	-2.22222	2.88406	2.66667	
-2.85057	1.77778	-0.188406	3.18182	
-0.487356	2.13333	2.5	-0.333333	
1.25977	1.68889	2.66667	-0.363636	
1.97701	0.888889	4.92754	2.90909	
1.14023	0.8	2.55797	1.78788	
1.93103	-1.15556	3.87681	2.81818	
0.432184	2.31111	-0.666667	0.424242	
1.66437	0.533333	2	1.45455	
-0.395402	-1.6	0.992754	0.121212	
0.56092	1.33333	-7.06522	2.33333	
-1.68276	2.48889	5.73188	1.27273	
2.15172	1.33333	3.35507	1.42424	
1.17701	-2.93333	-2.65942	2.75758	
-1.92184	0.177778	6.62319	2.15152	
1.51724	1.51111	2.18116	2.84848	
1.52644	2.13333	5.07246	1.15152	
-0.781609	0.177778	4.0942	2.0303	
0.432184	2.66667	3.81884	2.33333	
2.08736	1.68889	2.23188	-0.606061	
0.257471	-0.533333	5.27536	1.90909	
1.54483	1.95556	2.63043	3	
1.41609	2.13333	2.36957	-0.757576	
0.0091954	0.888889	1.23913	-1.36364	
1.01149	1.6	3.71014	1.90909	
-0.147126	2.48889	4.1087	1.33333	
-0.496552	0.444444	2.42029	2.0303	
2.29885	-1.95556	3.71014	1.21212	
2.17011	1.86667	1.82609	2.33333	
0.441379	-1.51111	5.42754	2.30303	
0.202299	-0.177778	-0.253623	2.42424	
2.54713	0.444444	-0.42029	1.51515	
-3.74253	1.06667	3.01449	0.69697	
1.72874	0.533333	4.00725	3.30303	
0.68046	1.77778	3.61594	1.75758	
2.31724	2.22222	4.81884	3.0303	
0.616092	1.6	3.5942	2.75758	
2.16092	1.77778	3.21739	0.939394	
0.809195	2.13333	4.28986	1.39394	
0.827586	2.13333	2.9058	1.93939	
-0.422989	-2.75556	0.181159	0.727273	
1.4069	2.22222	3.47826	1.18182	
-0.708046	1.86667	4.13043	0.818182	
2.32644	-0.622222	4.37681	0.69697	
2.0046	0.888889	5.80435	-1	
0.717241	-1.51111	4.7029	2.84848	
2.49195	2.22222	3.64493	1.12121	
1.48046	-1.51111	5.32609	1.81818	
0.947126	-1.51111	0.811594	2.78788	
2.13333	1.51111	1.04348	2.66667	
0.717241	1.6	5.18841	3.06061	
1.92184	1.33333	2.71739	2.36364	
-0.956322	1.68889	-2.07971	1.12121	
1.02069	1.51111	-3.44203	-3.60606	
-1.42529	1.6	3.22464	0.454545	
2.07816	2.13333	-4.49275	0.606061	
0.928736	0.0888889	-3.69565	1.51515	
0.331034	2.04444	3.18841	2.39394	
0.211494	0	4.21739	0.424242	
1.89425	-0.444444	6.3913	0.242424	
1.78391	1.6	2.55072	2.87879	
-1.05747	0	2.63768	0.69697	
1.11264	1.95556	1.27536	1.42424	
1.48966	1.42222	2.28261	2.0303	
1.8023	-4.88889	-5.7029	0.515152	
1.75632	1.6	-2.7971	1.0303	
-3.01609	0.977778	-3.28986	3.30303	
2.25287	2.31111	-6.34783	1.48485	
-2.11494	2.22222	3.07971	2.54545	
1.13103	-0.8	4.00725	-1.12121	
1.9954	1.33333	1.80435	1.87879	
1.93103	-0.0888889	4.07971	0.272727	
0.8	1.15556	2.2029	1.18182	
1.55402	1.24444	0.782609	2.54545	
0.23908	-1.51111	-1.34058	1.0303	
0.377011	1.42222	2.08696	2.48485	
-1.77471	-1.51111	5.56522	2.60606	
2.29885	1.86667	5.07246	1.42424	
0.836782	0.711111	5.04348	2.21212	
1.9954	2.04444	-0.942029	2.93939	
-0.11954	1.86667	-2.15942	2.0303	
2.16092	2.13333	-6.07971	-0.151515	
1.48046	0.711111	0.789855	2.24242	
-1.16782	2.04444	3.24638	-0.727273	
2.03218	1.42222	-3.85507	2.12121	
-0.386207	1.86667	4.63768	-1.15152	
1.90345	-1.95556	1.99275	1.30303	
1.86667	1.51111	5.01449	0.545455	
2.30805	0.8	3.51449	0.30303	
3.21839	0.355556	-11.5725	-0.545455	
1.11264	2.04444	5.84783	3.09091	
1.88506	2.13333	-2.43478	0.363636	
3.0069	-1.06667	0.057971	2.66667	
1.88506	2.57778	2.86957	0.363636	
-0.514943	0.711111	0.811594	-0.787879	
2.46437	1.15556	3.25362	-4.18182	
-1.28736	0.177778	2.30435	1.9697	
-0.588506	0.977778	3.36232	2.75758	
-0.266667	2.13333	4.47826	0.939394	
2.54713	0.355556	-0.333333	-0.606061	
-0.303448	1.6	4.58696	-0.333333	
2.56552	-5.15556	-0.0289855	0.212121	
1.45287	0.977778	3.33333	0.757576	
0.450575	1.24444	5.5	0.484848	
2.33563	-2.31111	1.45652	0.424242	
0.422989	2.13333	4.34783	2.48485	
1.76552	0.622222	0.905797	1.90909	
2.16092	-0.266667	4.17391	2.45455	
0.303448	-5.15556	3.43478	1.72727	
1.14023	0.888889	1.83333	1.60606	
1.16782	0.444444	1.33333	1.54545	
2.36322	0.711111	1.92754	1.57576	
1.84828	2.13333	5.13768	2.60606	
1.29655	1.24444	1.83333	2.69697	
0.8	1.51111	3.69565	0.363636	
2.30805	-6.31111	1.47101	2.75758	
0.386207	-0.177778	4.35507	0.272727	
1.45287	0.977778	3.17391	1.0303	
2.0046	2.93333	-7.50725	1.78788	
0.790805	-0.444444	-4.23188	2.87879	
1.34253	2.13333	3.28261	-0.181818	
1.66437	1.68889	6	1.51515	
-4.25747	1.15556	-6.6087	1.93939	
0.275862	-0.0888889	2.13768	2.54545	
2.05977	1.86667	2.68116	2.51515	
0.965517	1.51111	4.2971	1.09091	
1.73793	-1.77778	1.13043	3.06061	
-4.22989	0.8	3.5	2.9697	
2.17931	-3.2	4.31884	2.30303	
-5.33333	1.95556	3.2029	-0.151515	
0.450575	2.4	1.02174	1.33333	
0.689655	0.177778	2.12319	1.45455	
2.17931	-2.84444	1.73188	2.93939	
2.04138	1.77778	3.50725	2.42424	
2.14253	-3.2	4.42754	2.93939	
0.993103	2.04444	4.64493	0.545455	
0.0735632	1.06667	-0.949275	-1.60606	
2.7954	-1.86667	4.34058	2.54545	
2.08736	2.13333	6.85507	3.09091	
1.3977	1.6	2.47101	2.15152	
2.28966	-1.06667	2.13043	2.75758	
1.95862	-1.42222	5.36232	2.66667	
-0.588506	-0.622222	2.42029	1.45455	
0.910345	0.8	5.34783	0.878788	
2.33563	1.06667	3.57246	0.878788	
1.68276	-0.711111	3.50725	1.30303	
1.42529	1.77778	1.32609	0.121212	
1.43448	0.177778	3.7029	-0.575758	
2.05057	-3.2	3.95652	1.0303	
2.49195	-0.177778	5.71739	2.09091	
1.5908	2.22222	5.21739	-0.939394	
1.42529	2.48889	3.76812	1.9697	
-0.0275862	1.86667	3.34058	0.787879	
2.73103	0.177778	-0.391304	-7.9697	
-0.974713	0.977778	1.80435	0.818182	
1.31494	1.33333	2.11594	-0.787879	
2.27126	-0.177778	0.971014	-0.666667	
0.23908	1.95556	1.91304	2.42424	
-1.78391	0.888889	4.6087	0.242424	
2.64828	0.622222	-1.32609	1.63636	
-4.96552	0.622222	4.2029	1.9697	
0.818391	1.95556	4.26812	-0.30303	
-0.165517	1.68889	-1.27536	3.18182	
0.551724	-2.84444	4.82609	-0.454545	
0.0643678	1.33333	-0.42029	2.45455	
2.23448	0.711111	1.74638	2.39394	
1.57241	0.266667	4.39855	2.60606	
-2.74023	0.444444	4.62319	2.87879	
2.12414	2.22222	4.14493	1.90909	
1.63678	1.06667	4.2029	2.60606	
2.53793	1.68889	1.42754	-2.66667	
1.5908	1.06667	4.24638	1.48485	
1.84828	1.77778	-4.64493	1.81818	
0.735632	1.51111	-1.15217	2.57576	
1.25057	1.86667	-1.24638	2.51515	
1.4069	-0.266667	1.25362	-0.515152	
1.27816	1.68889	-8.58696	2.87879	
3.05287	2.22222	4.97101	3.15152	
1.6	0.8	1.47101	3.12121	
1.89425	-3.28889	6.05797	3.06061	
1.78391	-0.977778	0.398551	2.90909	
0.772414	1.86667	4.33333	1.93939	
1.4069	0.177778	3.02899	2.81818	
1.83908	0.355556	0.797101	-1.54545	
1.51724	1.24444	2.98551	1.21212	
0.588506	1.42222	-12.1304	1.27273	
-2.13333	1.51111	4.31884	1.90909	
3.10805	1.06667	1.33333	1.93939	
-1.10345	-3.11111	3.84783	1.18182	
2.88736	-1.51111	0.152174	2.48485	
-1.51724	2.04444	1.27536	-0.969697	
2.4092	0.977778	4.89855	-0.666667	
0.312644	-1.51111	1.13768	1.15152	
0.864368	1.24444	4.31884	0.666667	
0.588506	-0.444444	-1.2971	2.54545	
1.90345	0.355556	4.78261	2.72727	
1.45287	1.33333	4.26087	1.87879	
1.21379	-1.68889	-3.34783	0.121212	
2.06897	-5.42222	3.02899	1.72727	
0.0183908	1.68889	2.49275	-8.24242	
-2.06897	1.51111	1.49275	2.84848	
-0.23908	1.06667	3.49275	2.84848	
2.3908	1.24444	-0.471014	3.72727	
-0.358621	1.95556	0.318841	-4.69697	
1.46207	2.04444	-2.44203	-1.78788	
1.6092	1.86667	2.37681	3.0303	
2.28046	0.266667	0.115942	1.93939	
-3.88046	0.711111	2.73913	-1.48485	
-1.26897	1.42222	5.81159	0.727273	
1.12184	1.42222	4.92754	2.60606	
2.41839	0.8	5.39855	0.727273	
0.616092	1.42222	4.4058	1.69697	
1.46207	0.888889	4.61594	0.181818	
1.83908	0.533333	3.58696	0.606061	
-0.22069	1.06667	3.00725	1.48485	
1.88506	2.13333	5.07246	0.939394	
1.2046	2.04444	1.28261	0.575758	
1.0023	1.6	1.19565	2.21212	
-6.17011	2.31111	4	3	
0.993103	1.33333	1.65942	1.21212	
1.50805	1.24444	4.88406	3.06061	
-1.70115	-0.355556	2.04348	2.36364	
-2.33563	0.711111	2.35507	0.30303	
-3.08046	-0.266667	-4.42754	1.81818	
1.01149	-4	2.41304	2.54545	
-0.505747	-1.6	1.48551	1.90909	
1.30575	-0.444444	-0.137681	3	
-0.441379	1.42222	-1.63043	0.848485	
-3.95402	-0.177778	5.28261	-1.24242	
2.10575	-0.444444	-2.95652	2.69697	
-0.202299	2.04444	-4.53623	1.48485	
0.993103	1.86667	3.85507	1.42424	
1.42529	1.95556	-0.942029	2.18182	
1.81149	0.444444	5.22464	2.75758	
1.12184	0.355556	2.68116	1	
2.65747	-1.15556	-0.731884	-1.51515	
2.03218	0.8	0.463768	2.75758	
0.901149	1.06667	3.12319	1.60606	
-0.57931	1.51111	2.98551	-7.39394	
-2.09655	0.8	4.57246	2	
-2.49195	0.444444	2.84783	0.757576	
1.02069	1.33333	2.85507	-1.75758	
2.34483	2.04444	1.36957	2.27273	
0.671264	1.15556	5.31159	2.72727	
2.13333	0.177778	3.94203	1.39394	
1.69195	-3.37778	-8.42029	3.18182	
-1.11264	2.13333	3.77536	1.27273	
1.70115	0.355556	-0.949275	3.12121	
-6.5931	1.86667	4.81159	-1.81818	
-1.18621	-1.42222	4.81159	2.78788	
1.28736	2.13333	-3.69565	2.9697	
1.85747	0.8	-4.18116	3.21212	
0.809195	1.06667	-0.0362319	1.42424	
2.58391	0.355556	-0.449275	2.84848	
1.55402	1.68889	1.65217	-0.757576	
1.13103	2.48889	3.1087	3.06061	
2.64828	1.68889	5.28986	3.09091	
0.634483	0.711111	-14.8478	1.66667	
-0.901149	1.51111	3.31884	2.54545	
2.09655	1.95556	-1.05072	2.15152	
-0.367816	-0.977778	2.65217	3.60606	
-0.487356	2.31111	0.528986	0.454545	
1.27816	1.24444	5.46377	1.51515	
0.818391	1.24444	6.55797	1.69697	
-0.211494	2.57778	5.65942	0.212121	
1.07586	0.444444	5	2.06061	
2.08736	0.8	-10.3696	-0.0909091	
1.44368	1.95556	1.92754	0.0909091	
1.05747	1.77778	-10.6667	-0.454545	
2.26207	0.977778	2.49275	-0.636364	
0.496552	-1.86667	1.93478	1.54545	
1.36092	1.68889	3.74638	1.33333	
1.5908	-3.82222	1.97826	1.09091	
1.3977	-2.75556	3.85507	0.727273	
1.52644	-4.44089e-16	3.23913	3.42424	
1.09425	-1.33333	3.00725	2.93939	
1.30575	0.177778	5.4058	-1.60606	
1.49885	1.42222	4.18116	2.78788	
-0.294253	1.42222	0.985507	2.78788	
-2.77701	0.622222	3.02899	-4.33333	
1.8023	1.33333	0.76087	3.45455	
-2.09655	-1.33333	-4.61594	3.27273	
2.23448	0.977778	4.91304	2.27273	
0.91954	1.51111	2.83333	2.45455	
0.882759	0.977778	0.5	-3.09091	
1.88506	-0.355556	1.52174	1.12121	
2.36322	1.42222	1.97101	0.0909091	
-1.53563	0.444444	2.65217	-0.030303	
1.94023	-0.355556	2.49275	2.36364	
1.84828	2.31111	5.0942	-0.666667	
1.11264	0.0888889	5.5	3.12121	
2.33563	1.42222	-0.0434783	1.27273	
1.9954	-3.37778	3.92754	2.84848	
1.27816	-1.6	0.811594	1.18182	
1.78391	2.04444	2.58696	3.36364	
1.04828	1.95556	6.66667	2.93939	
1.74713	0.711111	3.5	2.78788	
-4.17471	2.13333	2.98551	0.606061	
-0.441379	0.888889	3.87681	-0.666667	
