ThetaTaj[0]	ThetaTaj[1]	ThetaTaj[2]	ThetaTaj[3]	
4.82299	3.4	11.9384	3.21212	
2.50345	3.13333	9.53261	4.24242	
4.83678	2.2	7.09783	4.74242	
2.83448	2.97778	7.52536	5.65152	
3.23218	3.2	7.56522	4.21212	
5.33103	3.28889	5.98188	4.22727	
2.68046	3.51111	7.66667	5.24242	
3.78391	2.35556	8.96739	4.19697	
3.72414	3.68889	8.63043	4.90909	
1.75862	2.66667	9.31522	3.9697	
4.2069	3.88889	8.92754	5.10606	
3.68046	2.73333	12.8804	3.59091	
1.94253	3.06667	6.66667	4.56061	
4.27816	3.35556	6.16304	6.12121	
2.69425	2.77778	9.56159	4.28788	
3.25517	3.53333	6.30435	5.83333	
2.62069	3.11111	7.80797	3.83333	
2.54943	2.77778	7.02536	3.60606	
1.86897	4.13333	10.0435	6.75758	
2.30345	2.66667	9.60145	4.98485	
3.41839	2.8	8.90942	5.45455	
2.71724	4.68889	9.22464	4.87879	
3.43448	4.91111	8.51812	3.83333	
3.28046	3.13333	5.83333	6.16667	
3.94023	2.53333	8.35145	4.31818	
3.08046	4.2	8.41304	4.71212	
2.73103	4.22222	7.75725	3.62121	
3.27816	4.48889	7.25362	3.51515	
3.57241	2.95556	7.00362	5.60606	
2.82529	2.68889	10.2355	3.71212	
3.15632	4.35556	7.96014	3.90909	
2.92874	2.82222	9.84783	4.66667	
3.4069	3.6	6.17391	5.07576	
4.69655	2.55556	7.96739	5.10606	
5.45057	2.62222	10.6449	4.36364	
3.27356	2.93333	11.808	7.0303	
4.03218	4.15556	9.38768	5.0303	
3.02069	4.28889	6.36957	3.21212	
2.24828	2.62222	8.99275	6.5	
2.9931	4.86667	11.8949	4.42424	
4.23678	2.77778	6.92029	4.9697	
4.57471	3.55556	6.68841	4.22727	
4.41149	3.28889	9.98913	4.83333	
3.42299	3.17778	8.72464	4.54545	
3.91954	2.66667	7.42029	3.63636	
3.3977	3.84444	7.93116	6.07576	
3.65517	2.86667	9.80797	5.31818	
3.35402	3.26667	9.4058	3.48485	
2.10805	4.04444	5.6087	5.09091	
5.94023	2.2	5.75725	4.42424	
2.72874	4.22222	7.72826	4.5303	
4.77931	3.46667	6.82246	5.18182	
4.07586	3.77778	7.80797	4.80303	
7.03678	2.97778	9.06159	3.10606	
4.69425	4.53333	9.39855	5.89394	
2.7931	3.2	10.3514	4.33333	
2.24598	2.84444	7.49275	5.66667	
2.50575	3.53333	6.43841	6.01515	
3.04368	3.66667	10.9094	5.07576	
2.90575	3.95556	8.68116	6.60606	
2.85287	3.17778	6.98551	5.22727	
3.28966	2.53333	7.96739	3.95455	
2.67356	2.84444	8.01087	4.07576	
3.0046	4.33333	8.40217	6.13636	
2.78161	4.8	8.02899	4.86364	
2.13333	3.57778	7.48913	4.30303	
2.78621	4.33333	6.42754	4.19697	
3.11494	3.46667	6.28986	4.9697	
3.29195	3.48889	7.08696	4.5303	
3.49655	3.24444	10.0616	3.69697	
4.06667	3.24444	6.87319	3.93939	
4.13563	3.88889	6.13768	4.21212	
3.47356	4.31111	9.15942	3.89394	
1.82989	3.04444	9.00362	4.65152	
2.9954	3.22222	7.50362	3.78788	
3.4	2.66667	7.8442	4.24242	
4.06667	4.35556	7.88406	4.74242	
3.3908	4.33333	8.91304	5.10606	
3.88736	3.4	8.66667	5.60606	
3.10345	4.4	8.88768	4.42424	
3.82299	3.28889	8.0471	4	
4.42759	3.33333	10.3478	3.59091	
3.05977	2.71111	8.5	5.95455	
3.12874	3.46667	9.23188	4.43939	
3.48506	2.66667	11.5543	4.86364	
4.46207	3.13333	5.87319	5.78788	
3.72874	3.55556	5.69203	5.92424	
1.67126	3.13333	9.40217	4.72727	
5.33563	2.8	9.7971	6.48485	
5.17011	3.64444	6.95652	2.9697	
3.01379	4.46667	8.15942	4.16667	
2.85747	2.77778	10.7935	5.72727	
4.0046	3.51111	6.48188	3.56061	
2.33793	4.31111	8.06159	3.56061	
3.32184	3.24444	6.87319	4.13636	
2.34943	2.84444	7.75362	4.84848	
2.98161	4.82222	6.76087	3.84848	
3.13103	3.13333	10.2029	4.74242	
2.38161	3.33333	8.63043	5.12121	
3.84368	2.77778	9.63043	3.57576	
2.06437	3.68889	9.01449	4.25758	
4.1954	4.22222	11.1449	4.80303	
2.72874	2.2	7.24638	4.62121	
2.67586	3.48889	10.837	4.19697	
2.07356	2.77778	7.88768	5.62121	
3.94713	4.13333	5.9058	3.78788	
3.21609	4.82222	8.96377	4.65152	
2.6092	4.15556	6.65217	5.01515	
4.52874	3.77778	9.32246	5.09091	
3.91034	2.82222	9.87319	3.34848	
2.17011	4.22222	8.94565	4.75758	
4.13793	3.4	11.1268	5.31818	
4.22759	3.46667	8.4058	5.22727	
3.53563	4.95556	10.6522	5.63636	
2.67126	2.35556	5.28623	5.42424	
2.22299	3.93333	7.91304	4.87879	
3.42299	2.35556	8.17391	4.39394	
3.28736	2.82222	7.49275	7.16667	
6.76322	4.24444	8.26087	4.65152	
2.23908	3.35556	11.9638	3.74242	
3.21609	4.26667	9.44203	4.74242	
6.28736	3.28889	7.52536	5.10606	
1.8092	4.68889	9.48188	4.21212	
4.0023	4.24444	9.44928	3.63636	
2.3954	3.15556	6.07246	4.69697	
2.32414	4.26667	8.49275	4.87879	
3.29655	3.13333	8.43116	6.01515	
2.0023	3.86667	6.5942	4.63636	
3.18851	4.06667	9.10507	5.9697	
4.36782	4.73333	4.9529	4.63636	
2.5908	2.68889	11.0543	4.27273	
2.18391	2.95556	6.52174	6.90909	
4.12414	4.13333	12.1159	4.60606	
2.11494	3.4	6.13043	5.09091	
3.91494	5.35556	10.9275	5.60606	
3.4046	3.13333	9.93116	4.09091	
3.66667	2.2	10.9783	4.89394	
1.3954	4.6	10.7246	4.74242	
2.14253	3.17778	7.19565	4.56061	
3.65287	5.73333	6.0942	4.60606	
3.6069	4.02222	7.6413	5.37879	
3.55862	2.2	8.42029	4.74242	
3.96782	4.71111	12.4493	6.4697	
4.36322	4.62222	7.83696	6.42424	
4.23678	2.84444	12.163	4.39394	
3.03908	3.51111	10	4.87879	
2.88276	3.86667	6.8442	5.04545	
3.90805	4.53333	9.82609	4.22727	
6.46207	2.2	5.45652	6.04545	
3.63908	3.77778	12.3514	4.89394	
2.37701	2.88889	6.31884	6.5	
2.87126	3.46667	11.3986	4.06061	
2.88966	2.51111	5.91667	4.39394	
4.44138	3.17778	9.13406	3.62121	
3.53793	2.86667	9.93478	7.27273	
2.77471	2.51111	10.692	3.65152	
3.1931	3.8	8.30797	4.40909	
4.03678	3.26667	6.28261	3.9697	
3.65747	4.02222	10.7681	4.80303	
7.32644	4.11111	8.4058	4.80303	
3.01609	2.62222	9.51087	5	
2.34943	4.17778	7.95652	4.93939	
4.73333	3.02222	13.6522	4.24242	
3.7931	3.28889	6.06884	4.90909	
3.09885	3.04444	8.03623	4.62121	
4	4.2	10.3659	4.36364	
3.38621	2.66667	12.2174	4.16667	
1.67816	3.84444	6.22826	3.66667	
2.98621	2.62222	8.5942	4.60606	
2.71264	2.2	11.4275	5.4697	
4.1908	3.08889	9.33696	4.48485	
2.75862	2.2	9.19203	5.63636	
4.36552	3.13333	10.5616	4.83333	
4.88276	3.66667	9.66667	5.0303	
3.38161	2.51111	9.38768	3.56061	
4.84138	3.02222	9.32246	4.09091	
2.17471	3.86667	5.22101	4.37879	
3.74253	3.06667	6.30072	4.54545	
2.90575	2.51111	9.60145	4.09091	
3.56092	2.8	7.80072	4.43939	
2.83448	2.68889	8.02174	6.56061	
2.25517	3.28889	8.50725	2.9697	
5.29195	4.02222	8.16667	4.72727	
3.48966	2.51111	9.02174	4.5303	
4.30575	2.97778	8.52536	5.25758	
1.91034	4.53333	7.75362	5.10606	
4.22989	3.33333	8.53261	3.51515	
2.54483	4.53333	11.4601	4.5303	
2.68046	2.62222	5.80435	3.24242	
3.03908	3.13333	7.07609	6.22727	
1.69195	3.55556	8.78261	3.98485	
3.26437	3.57778	9.62319	4.89394	
3.67586	2.71111	9.71377	5.66667	
3.74483	3.08889	6.84783	4.28788	
4.09885	3.93333	9.46739	4.5	
3.72644	4.66667	11.8406	3.9697	
2.65287	4.35556	7.87681	3.66667	
2.6023	3.53333	10	4.84848	
3.0046	4.33333	9.26087	5.57576	
3.73793	3.42222	7.20652	3.90909	
5.48276	4.2	9.84058	4.71212	
3.61609	2.97778	9.30797	4.93939	
2.29655	3.73333	5.88406	4.77273	
2.13793	2.35556	10.0652	5.31818	
3.13563	4.11111	7.0942	4.04545	
3.77241	3.68889	8.91667	4.74242	
2.57931	2.46667	9.80797	5.12121	
3.35402	3.33333	6.74638	3.34848	
2.57931	2.77778	9.81159	3.59091	
5.1977	2.97778	8.62319	4.21212	
5.02759	3.28889	8.06159	4.48485	
3.93333	2.97778	8.47101	6.10606	
2.75172	2.88889	6.41667	5.81818	
3.36782	2.53333	10.8587	3.92424	
3.07356	3.48889	7.11594	4.43939	
2.22069	4.2	9.36594	4.56061	
4.05287	4.06667	11.5761	4.80303	
4.97471	2.88889	7.35507	3.75758	
4.62759	3.95556	9.21377	4.56061	
2.08506	2.35556	9.89855	4.16667	
2.02989	3.95556	8.59058	5.45455	
2.24828	4.26667	10.8623	3.69697	
2.91034	5.75556	8.73188	3.31818	
2.09195	2.73333	11.7029	5.31818	
6.31034	3.62222	6.44928	5.15152	
3.29425	4.71111	5.58696	4.27273	
3.96782	5.53333	10.1594	5.04545	
3.93333	2.86667	7.18841	4.24242	
3.68966	2.77778	5.70652	4.31818	
5.09885	3.24444	10.6413	4.87879	
3.37931	3.02222	7.42029	5.69697	
3.61839	4.6	8.53623	4.93939	
4.22529	3.13333	6.00362	5.48485	
6.6046	3.06667	8.15942	4.15152	
4.15632	3	10.7862	3.45455	
2.95172	2.51111	5.34783	5	
1.51954	3	6.04348	4.21212	
3.08966	2.71111	9.45652	4.42424	
4.10345	3.28889	7.86232	4.77273	
1.94023	3.06667	7.85507	3.33333	
1.93103	3.53333	7.35507	5.06061	
3.32874	4.86667	11.6594	4.15152	
4.50575	2.73333	8.50362	5.40909	
2.51034	3.86667	10.5072	3.56061	
3.11034	3.8	7.25725	4.83333	
2.83908	3.71111	12.1449	5.69697	
3.24368	2.35556	7.44928	4.42424	
3.33563	4.57778	11.2826	6.25758	
3.36552	3.71111	7.16667	5.27273	
7.38851	3.04444	5.50725	4.57576	
5.17471	4.51111	12.3949	6.36364	
2.23908	3.93333	11.4203	4.66667	
2.66207	5	7.6558	4.09091	
2.29885	3.15556	8.3587	5.21212	
2.47586	2.97778	11.0254	5.74242	
2.66667	2.51111	9.84058	4.56061	
2.29195	3.91111	8.07609	5.4697	
3.53563	3.35556	7.33696	4.83333	
1.94943	3.15556	8.08696	4.86364	
2.63448	2.88889	5.30797	4.60606	
4.75402	2.95556	5.74638	5.98485	
4.63218	2.82222	8.32609	4.09091	
3.10805	4.13333	10.5254	5.06061	
2.56322	4.53333	7.22101	5.63636	
4.71264	3.77778	5.68478	5.09091	
2.26437	2.97778	5.91667	4.86364	
4.37701	2.66667	8.49638	4.86364	
2.74483	4.71111	8.09783	2.9697	
3.78161	3.8	6.51087	4.56061	
4.25977	2.66667	7.82609	4.89394	
2.58851	2.68889	6.16667	4.28788	
3.53103	3.04444	7.57971	5.71212	
2.4023	2.86667	6.39855	5.09091	
3.5954	3.88889	6.39493	6.01515	
5.11264	3.95556	8.03623	4.95455	
3.91494	3.75556	10.4601	4.51515	
2.42989	2.62222	7.97101	3.10606	
3.17471	2.97778	9.43116	7.43939	
2.50345	3.86667	8.7971	3.21212	
2.67586	3.95556	8.67754	5.18182	
2.68506	4.88889	8.33696	3.56061	
3.54483	4.55556	9.94928	5.30303	
5.06897	3.02222	6.98913	6.5	
4.47356	3.13333	9.56884	4.45455	
2.72184	2.2	6.4058	5.42424	
5.05287	2.86667	5.78986	4.22727	
2.65057	2.51111	12.8007	4.45455	
2.02299	4.4	11.1341	4.37879	
2.6	3.71111	6.84058	5.81818	
2.02759	3.17778	6.49275	4.66667	
4.64368	2.62222	7.54348	3.48485	
3.06667	4.95556	5.77899	3.9697	
4.1977	2.97778	6.80797	5.34848	
3.63678	4.95556	8.21014	3.60606	
3.91494	3.95556	7.6087	3.71212	
3.08276	3.13333	8.11957	3.98485	
3.56552	3.06667	8.47101	5.72727	
2.86897	3.35556	6.09783	4.19697	
4.7908	4.2	9.57246	4.72727	
3.22069	4.08889	8.03986	4.43939	
2.54023	4.06667	9.5	4.80303	
2.92874	3.15556	7.78623	5.59091	
4.50115	3.62222	7.86232	5.12121	
4.13333	3.4	8.4529	6.84848	
5.41149	3.73333	7.6558	5.10606	
5.33103	3.11111	7.19565	4.12121	
3.66437	4.06667	6.51087	5.31818	
1.96322	3.64444	6.44203	3.59091	
3.42529	2.88889	4.57971	3.86364	
2.57931	2.82222	8.2029	5.22727	
2.83448	4.4	7.96739	4.31818	
2.68046	3.73333	7.30797	4.48485	
4.72644	3.08889	8.8587	6.54545	
3.18161	2.51111	7.66667	3.45455	
5.07356	3.55556	6.53261	5.80303	
3.68506	3.44444	9.11232	3.74242	
3.51494	2.2	6.52899	4.92424	
5.1977	3.26667	6.39493	4.84848	
3.92184	3.93333	5.36232	3.21212	
2.61149	4.64444	9.86232	4.83333	
3.72874	3.88889	9.20652	5.36364	
5.6069	3.77778	10.4312	5.09091	
3.04828	2.93333	5.76087	5.40909	
3.25287	4.2	8.50362	4.22727	
3.64828	4.48889	9.94565	5.36364	
4.11494	3.93333	7.1087	4.83333	
3.56092	3.37778	5.42029	3.95455	
2.95632	2.66667	10.1957	4.07576	
3.17701	3.15556	7.24638	5.72727	
2.06207	3.04444	8.59058	3.66667	
3.41839	3.6	9.05435	4.01515	
4.30575	3.37778	8.32609	3.90909	
2.34253	2.53333	6.83333	3.24242	
4.25977	4.53333	12.6667	5.22727	
3.13333	3.02222	6.46739	6.68182	
3.14483	2.2	8.72464	3.56061	
1.97701	4.13333	8.48913	5.0303	
1.8092	2.84444	8.97101	5.21212	
3.4	3.22222	8.76449	6.39394	
