Pwh[0]	Pwh[1]	Pwh[2]	Pwh[3]	
0.32318	0.697674	0.201681	0.543956	
0.253201	0.671642	0.137313	0.256809	
0.267363	0.354331	0.131805	0.324324	
0.308074	0.72973	0.0980114	0.227586	
0.270354	0.354331	0.373984	0.153132	
0.326087	0.588235	0.0914816	0.267206	
0.255732	0.340909	0.130558	0.236559	
0.272386	0.371901	0.136095	0.450512	
0.278668	0.335821	0.107519	0.22	
0.278668	0.647482	0.113208	0.151376	
0.373711	0.697674	0.104943	0.205607	
0.327314	0.241935	0.117798	0.177898	
0.330046	0.226131	0.154104	0.183844	
0.337995	0.3	0.125227	0.208202	
0.376298	0.283019	0.124605	0.229167	
0.536375	1.40625	0.110932	0.177898	
0.253644	1.18421	0.244681	0.298643	
0.250288	0.277778	0.172285	0.213592	
0.210043	0.625	0.124661	0.229965	
0.413498	0.692308	0.137656	0.216393	
0.458377	2.27273	0.123435	0.308411	
0.156926	0.308219	0.121532	0.503817	
0.267363	1.27358	0.25879	0.15942	
0.353084	0.319149	0.111335	0.208861	
0.369584	0.292208	0.109307	1.68367	
0.465739	0.308219	0.234494	0.168798	
0.455497	0.276074	0.530361	0.252874	
0.550633	0.302013	0.130496	0.675768	
0.360099	0.354331	0.128432	0.262948	
0.314534	0.354331	0.11582	0.295964	
0.289421	0.261628	0.113955	0.157518	
0.233244	0.947368	0.242637	0.189112	
0.32294	0.354331	0.141611	0.204334	
0.306987	0.737705	0.134046	0.217105	
0.692308	0.252809	0.549436	0.221477	
0.847403	0.328467	0.0861692	0.174603	
0.47541	0.298013	0.257103	0.197015	
0.230769	0.283019	0.115336	0.20122	
0.30083	0.261628	0.540752	0.163366	
0.37116	0.882353	0.121212	0.188571	
0.481195	0.39823	0.130992	0.223729	
0.387011	0.405405	0.124436	0.218543	
0.486034	0.909091	0.10192	0.192982	
0.256033	0.260116	0.105103	0.212219	
0.387355	0.36	0.319568	0.286957	
0.219475	0.39823	0.121747	0.207547	
0.230403	0.245902	0.179688	0.188034	
0.256033	0.75	0.294243	0.26087	
0.187905	0.272727	0.119326	0.181818	
0.478548	0.523256	1.92762	0.181319	
0.277423	0.244565	0.133851	0.20625	
0.286561	0.306122	0.0974232	0.213592	
0.218373	0.3125	0.144125	0.185393	
0.315217	0.292208	0.15853	0.325123	
0.180948	0.354331	0.146264	0.404908	
0.330798	0.357143	0.117048	0.178862	
0.299381	0.328467	0.106481	0.272727	
0.245763	0.261628	0.107686	0.364641	
0.430693	0.302013	0.12597	0.184358	
0.261733	0.340909	0.134634	0.868421	
0.316134	0.330882	0.127837	0.580645	
0.414286	0.39823	0.102412	0.196429	
0.63783	0.306122	0.104466	0.311321	
0.262681	0.277778	0.219048	0.167513	
0.229309	0.737705	0.0915119	0.241758	
0.397623	0.304054	0.119377	0.184874	
0.349678	0.233161	0.12207	0.22	
0.453597	0.559006	0.193956	0.203704	
0.37307	1.22449	0.142709	0.218543	
0.284314	0.762712	0.387097	0.163772	
0.355392	0.39823	0.0983957	0.383721	
0.426053	0.454545	0.148069	0.178378	
0.187339	0.323741	0.223935	0.238267	
0.42815	0.236842	0.187819	0.203077	
0.246879	0.365854	0.167985	0.643902	
0.217174	0.252809	0.31588	0.213592	
0.310936	0.649038	0.196023	0.241758	
0.233745	0.357143	0.0777027	1.06883	
0.21045	0.292208	0.107143	0.215686	
0.356265	0.314685	0.111741	0.189655	
0.37695	0.258621	0.122776	0.220736	
0.885947	0.298013	0.148069	0.283262	
0.474891	0.573248	0.140601	0.23741	
0.610098	1.57895	0.140888	0.197605	
0.347167	0.588235	0.197849	0.23913	
0.236028	0.279503	0.15082	0.222973	
0.42233	0.328467	0.128551	0.180822	
0.450777	0.365854	0.127601	0.203704	
0.330798	0.323741	0.0952381	0.245353	
0.553435	0.205479	0.116702	0.19242	
0.253054	0.252809	0.661078	0.3	
0.246599	0.394737	0.0967403	0.212219	
0.55203	0.283019	0.125	0.226027	
0.457173	0.283019	0.119274	0.229167	
0.264438	1.74194	0.335223	0.183844	
0.509965	0.661765	0.12438	0.20122	
0.358911	0.882353	0.10815	0.662207	
0.294317	0.321429	0.126027	0.251908	
0.272556	0.294118	0.138069	0.233216	
0.724396	0.310345	0.146186	0.258824	
0.318915	0.354331	0.162162	0.314286	
0.420696	0.310345	0.130373	0.933962	
0.310271	0.266272	0.250454	0.23741	
0.465241	0.354331	0.120209	0.694737	
0.389088	0.308219	0.166868	0.23913	
0.429418	1.125	0.182419	0.161369	
0.283388	0.84375	0.336175	0.236559	
0.314989	0.661765	0.133462	0.194118	
0.465241	0.328467	0.123989	0.578947	
0.295316	0.405405	0.104625	0.162562	
0.330798	1.38462	0.163993	0.188571	
0.360697	0.758427	0.113254	0.183844	
0.372751	0.233161	0.120735	0.190751	
0.368644	1.18421	0.114002	0.184874	
0.388046	0.454545	0.164973	0.197605	
0.315446	0.283019	0.110666	0.286957	
0.524096	1.06635	0.322618	0.210863	
0.255282	0.279503	0.12349	0.201835	
0.277423	0.371901	0.107143	0.214984	
0.291165	0.354331	0.119171	0.362637	
0.311828	0.596026	0.0869839	0.212903	
0.707893	0.335821	0.1436	0.23741	
0.496575	0.319149	0.175294	0.217105	
0.302083	0.279503	0.116456	0.26087	
0.230892	0.335821	0.185235	0.279661	
0.370213	0.780347	0.102755	0.214286	
0.25232	0.298013	0.156729	0.14442	
0.284872	0.56962	0.237522	0.336735	
0.360398	0.3	0.127837	0.220736	
0.35685	0.381356	0.115723	0.202454	
0.389088	1.52174	0.180924	0.220736	
0.211165	0.671642	0.103139	0.325123	
0.403525	0.264706	0.102184	0.24	
0.363409	0.335821	0.0943267	0.215686	
0.250576	0.335821	0.276969	0.622642	
0.301664	0.671642	0.116505	0.209524	
0.374355	0.310345	0.111425	0.178378	
0.382923	0.254237	0.0764967	0.188034	
0.334101	1.47196	0.105103	0.573913	
0.507585	0.252809	0.12678	0.243542	
0.25101	0.267857	0.116456	0.211538	
0.284128	0.277778	0.150409	0.230769	
0.461294	0.267857	0.103293	0.245353	
0.500575	0.292208	0.148228	2.02041	
0.266218	0.365854	0.211171	0.298643	
0.252174	1.02273	0.366777	0.188571	
0.34689	0.725806	0.175573	0.215686	
0.339049	1.74194	0.15	0.255814	
0.295316	0.294118	0.103139	0.207547	
0.732734	0.25	0.180984	0.202454	
0.236799	0.714286	0.258306	0.197605	
0.308511	0.272727	0.107519	0.216393	
0.314761	0.718085	0.182419	0.179837	
0.373711	0.286624	0.142048	0.181818	
0.290581	0.357143	0.360313	0.219269	
0.341981	0.288462	0.128731	0.189112	
0.640177	0.629371	0.669091	0.254826	
0.307856	0.323741	0.149512	0.1875	
0.286561	0.226131	0.247534	0.425806	
0.383598	0.483871	0.448598	0.342857	
0.402405	1.34615	0.153078	0.255814	
0.187016	0.283019	0.126897	0.202454	
0.407303	0.39823	0.13314	0.225256	
0.340909	0.272727	0.116801	0.264	
0.243017	0.782609	0.143302	0.176471	
0.573123	0.215311	0.151067	0.232394	
0.359207	0.93361	0.271386	0.222973	
0.197548	0.357143	0.181102	0.192982	
0.320324	0.3125	0.137177	0.181319	
0.248998	0.3	0.113347	0.438053	
0.472313	0.584416	0.135228	0.45993	
0.430693	0.697674	0.305987	0.364641	
0.21045	0.381356	0.262357	0.227586	
0.263317	0.271084	0.15215	0.207547	
0.344146	0.222772	0.187246	0.528	
0.335131	0.304054	0.0971489	0.540984	
0.270522	0.454545	0.106358	0.251908	
0.32056	0.235602	0.0924933	0.311321	
0.367089	0.323741	0.113861	0.256809	
0.181856	0.346154	0.106935	0.421725	
0.771961	0.39823	0.132756	0.2	
0.269684	0.221675	0.393162	0.235714	
0.303136	0.323741	0.135693	0.332494	
0.237575	0.454545	0.116407	0.246269	
0.22003	2.27273	0.155932	0.195266	
0.295316	0.290323	0.0955017	0.178862	
0.567145	0.298013	0.117898	0.194118	
0.402778	1.17391	0.117148	0.186969	
0.334101	0.302013	0.127013	0.202454	
0.440729	0.279503	0.582688	0.336735	
0.168019	0.616438	0.160652	0.208202	
0.381914	0.375	0.173585	0.461538	
0.32127	0.859873	0.116308	0.152074	
0.287318	0.849057	0.270721	0.290749	
0.61673	0.316901	0.141176	0.363636	
0.213654	0.75	0.127601	0.217105	
0.282835	0.257143	0.0818991	0.314286	
0.29612	0.3	0.0933378	0.367688	
0.345787	0.789474	0.0800696	0.246269	
0.332315	1.04167	0.139288	0.253846	
0.384956	0.335821	0.236707	0.208861	
0.253349	0.340909	0.085396	0.167089	
0.451245	0.306122	0.154969	0.195846	
0.353371	0.302013	0.132884	0.230769	
0.292732	0.348837	0.199711	0.238267	
0.452653	0.371901	0.0993878	0.161369	
0.561532	0.424528	1.08661	0.259843	
0.278668	0.308219	0.142562	0.212219	
0.335389	0.292208	0.194778	0.275	
0.256637	0.3	0.236403	0.372881	
0.55203	0.371901	0.174132	0.276151	
0.181704	0.261628	0.312925	0.177898	
0.260167	0.306122	0.110312	0.217105	
0.89969	0.286624	0.189756	0.275	
0.31005	0.306122	0.120682	0.235714	
0.234249	0.261628	0.199062	0.255814	
0.316364	0.292208	0.142709	0.242647	
0.382923	0.266272	0.0818991	0.241758	
0.232496	0.238095	0.168498	0.194118	
0.168019	0.288462	0.112286	0.175066	
0.344418	0.354331	0.11358	0.44898	
0.404275	0.491803	0.120629	0.295964	
0.219144	0.454545	0.0887745	0.174142	
0.305263	0.319149	0.112424	0.262948	
0.176113	0.394737	0.165965	0.178378	
0.243017	0.810811	0.0966725	0.197015	
0.321508	0.348837	0.145877	0.217105	
0.380577	0.277778	0.0856611	0.211538	
0.2216	0.381356	0.128912	0.172775	
0.28675	0.277778	0.140888	0.202454	
0.214709	1.69811	0.154535	0.165829	
0.586253	0.368852	0.252979	1.50685	
0.372432	0.286624	0.131429	0.283262	
0.3625	0.314685	0.132501	0.179348	
0.200184	0.580645	0.130558	0.256809	
0.323902	0.228426	0.0843779	0.278481	
0.258621	0.878049	0.258669	0.215686	
0.167051	0.260116	0.116113	0.276151	
0.32342	0.354331	0.108619	0.208861	
0.352369	0.245902	0.113721	0.230769	
0.24957	0.272727	0.112378	0.882353	
0.258621	0.424528	0.094359	0.162162	
0.452653	0.271084	0.0819964	0.226027	
0.371795	0.853081	0.15664	1.07755	
0.288653	1.66667	0.171642	0.321951	
0.349398	0.276074	0.113955	0.222222	
0.790909	0.333333	0.0997831	0.20625	
0.289807	0.28125	0.154795	0.162963	
0.259392	1.19469	0.108066	0.184874	
0.180798	0.28481	0.115	0.167939	
0.516627	0.292208	0.165269	0.184874	
0.570118	0.335821	0.162832	1.23134	
0.27307	0.351562	0.161782	0.298643	
0.30873	0.333333	0.1436	0.199396	
0.27707	0.272727	0.124718	0.205607	
0.392954	0.272727	0.0919693	0.567742	
0.264277	2.12264	0.127837	0.189655	
0.480132	0.424528	0.112286	0.221477	
0.313175	0.430622	0.669632	0.220736	
0.262681	0.671642	0.156997	0.210191	
0.285808	1.27358	0.126258	0.188034	
0.26189	0.584416	0.107686	0.160194	
0.230769	0.292208	0.253134	0.229167	
0.481728	1.2766	0.149351	0.22449	
0.193678	1.18421	0.106523	0.197015	
0.580774	0.28481	0.109048	0.521739	
0.274448	0.243243	0.212063	0.218543	
0.207836	0.354331	0.139464	0.189655	
0.795974	0.478723	0.0884899	0.15493	
0.243971	0.405405	0.120366	0.173684	
0.261418	0.27439	0.220183	0.336735	
0.223077	0.294118	0.268613	0.170543	
0.417066	0.217391	0.148467	0.189655	
0.354812	0.215311	0.123822	0.662207	
0.283388	0.891089	0.132121	0.229965	
0.348558	1.19469	0.103604	0.231579	
0.283019	0.520231	0.141829	0.338462	
0.256033	0.608108	0.146032	0.219269	
0.289807	0.277778	0.146109	0.250951	
0.227392	1.52542	0.14473	0.273859	
0.383936	0.649038	0.115723	0.199396	
0.316134	0.316901	0.117949	0.26506	
0.347167	0.65534	0.134634	0.188571	
0.410765	0.271084	0.151482	0.218543	
0.303136	0.514286	0.138624	0.162562	
0.325355	0.308219	0.1104	0.173684	
0.480663	0.304054	0.136028	0.360656	
0.389436	0.348837	0.122124	0.207547	
0.314306	0.354331	0.112378	0.268293	
0.382923	0.36	0.0803493	0.286957	
0.728033	0.46875	0.101883	0.413793	
0.198812	0.629371	0.086277	0.198795	
0.452653	0.330882	0.149837	0.213592	
0.272727	0.566038	0.142415	0.24	
1.17145	0.229592	0.101695	0.208861	
0.381245	0.6	0.109916	0.179837	
0.494318	0.335821	0.0877026	0.194118	
0.271197	2.76316	0.230866	0.230769	
0.674942	0.221675	0.185422	0.257812	
0.283388	0.459184	0.17016	0.242647	
0.413302	0.27439	0.27132	1.12628	
0.350242	0.665025	0.158439	0.183333	
0.259547	0.853081	0.150409	0.161369	
0.191377	0.298013	0.0916944	0.26087	
0.255732	0.298013	0.139253	1.14783	
1.22881	0.276074	0.115336	0.199396	
0.300622	0.298013	0.143228	0.222973	
0.337471	0.555556	0.124436	0.483516	
0.340376	0.304054	0.103681	0.226027	
0.332061	0.241935	0.254613	0.375	
0.207637	0.330882	0.0924623	0.19186	
0.379581	0.36	0.0924933	0.519685	
0.243153	0.381356	0.117347	0.20625	
0.260635	0.841121	0.305141	0.503817	
0.2513	0.909091	0.212963	0.223729	
0.259392	1.21622	0.215121	0.22	
0.306554	0.326087	0.254613	0.192982	
0.460317	0.909091	0.118863	0.22	
0.278668	0.882353	0.157175	0.442953	
0.355102	0.241935	0.156285	0.225256	
0.34689	0.758427	0.0759285	0.19242	
0.638298	0.491803	0.105626	0.292035	
2.63238	1.2766	0.243386	0.244444	
0.37116	0.36	0.0911493	0.171875	
0.350242	0.314685	0.351704	0.283262	
0.343331	0.323741	0.107268	0.568966	
0.317982	0.260116	0.121265	0.34555	
0.233997	0.405405	0.142931	0.488889	
0.325843	0.251397	0.0872589	0.218543	
0.420696	0.240642	0.15376	0.203704	
0.50173	0.314685	0.13536	0.434211	
0.243697	0.283019	0.154969	0.509653	
1.0754	0.44335	0.0814159	1.12628	
0.238618	0.5625	0.111111	0.175532	
0.501152	0.314685	0.119584	0.222222	
0.193419	0.333333	0.141032	0.157518	
0.227987	0.424528	0.518797	0.381503	
0.25394	0.296053	0.0952381	0.156398	
0.368332	0.36	0.0950413	0.487085	
0.212818	0.269461	0.0925864	0.19186	
0.255732	0.454545	0.115918	0.269388	
0.2845	0.306122	0.194778	0.311321	
0.286561	0.219512	0.15115	1.40053	
0.807799	0.302013	0.131491	0.241758	
0.198178	0.424528	0.0879261	0.212219	
0.339578	0.248619	0.11685	0.490706	
0.291751	0.271084	0.317606	0.304147	
0.280826	0.354331	0.153163	0.226804	
0.270186	0.214286	0.123989	0.190202	
0.990888	0.348837	0.100145	0.229965	
0.423152	0.566038	0.0809859	0.258824	
0.317982	0.277778	0.329094	0.204334	
0.252028	0.351562	0.105869	0.197015	
0.389669	0.233161	0.0970805	0.336735	
0.230281	0.3	0.0945205	0.222973	
0.550633	0.326087	0.119844	0.48	
0.230647	1.18421	0.139043	0.536585	
0.339844	0.244565	0.0974921	0.25	
0.280284	0.263158	0.127896	0.228374	
0.361296	0.245902	0.0830825	0.205607	
0.333333	0.44335	0.11553	0.231579	
0.263636	0.39823	0.131931	0.498113	
0.328054	0.596026	0.129032	0.352	
0.345238	0.923077	0.10922	0.262948	
0.483871	0.789474	0.182419	0.222973	
0.274448	0.316901	0.141321	0.167513	
0.586253	0.710526	0.257583	0.289474	
0.312276	0.532544	0.41834	0.24	
0.408835	0.296053	0.201386	0.227586	
0.380911	0.335821	0.143675	0.595937	
0.219586	0.422535	0.0971147	0.241758	
0.426053	1.04167	0.117397	0.377143	
0.237965	0.238095	0.101807	0.193548	
0.462766	0.269461	0.0961003	0.177419	
0.315675	0.296053	0.114952	0.217105	
0.486577	0.304054	0.107226	0.289474	
0.404651	0.286624	0.129517	0.1875	
0.339578	0.697674	0.109611	0.1875	
0.454545	0.542169	0.656473	0.164589	
0.237575	0.695876	0.16819	0.272727	
0.329296	0.343511	0.154969	0.694737	
0.345512	0.692308	0.112104	0.211538	
0.314761	0.28481	0.228193	0.242647	
0.356557	0.302013	0.113627	0.270492	
0.234501	0.231959	0.101025	0.197605	
0.350806	0.254237	0.147436	0.212903	
0.340109	0.266272	0.129821	0.204969	
0.387701	0.3125	0.333199	0.557746	
0.305478	0.283019	0.126143	0.177898	
0.394379	1.74419	0.1169	0.269388	
0.447992	0.296053	0.166969	0.268293	
0.457413	1.27358	0.10372	0.254826	
0.293127	0.381356	0.253521	0.22449	
0.368957	0.381356	0.274627	0.217105	
0.305692	0.340909	0.136095	0.283262	
0.312052	0.205479	0.158895	0.37931	
0.28675	1.04167	0.15853	0.238267	
0.735418	0.298013	0.15	0.181319	
0.333333	0.439024	0.126722	0.185393	
0.413498	0.260116	0.121053	0.214984	
0.427308	0.491803	0.113347	0.88	
0.406542	1.38037	0.0987831	0.206897	
0.256033	0.288462	0.254495	0.206897	
0.331808	0.542169	0.112286	0.205607	
0.279743	0.314685	0.118151	0.286957	
0.280284	2.72727	0.514925	0.545455	
0.462274	0.957447	0.130558	0.25	
0.478548	0.909091	0.105223	0.197605	
0.231014	1.1157	0.2944	0.20625	
0.359207	0.604027	0.165269	0.278481	
0.333333	0.371901	0.0818748	0.278481	
0.456933	1.36364	0.293305	0.212219	
0.309829	0.310345	0.471526	0.252874	
0.340376	0.283019	0.126489	0.295964	
0.261104	0.257143	0.334275	0.222973	
0.269017	0.923077	0.123104	0.429967	
0.415076	0.319149	0.155756	0.179837	
0.304196	1.62651	0.0804899	0.181319	
0.30083	1.10294	0.489073	0.210863	
0.361596	0.39823	0.170476	0.173684	
0.415076	0.257143	0.275357	0.217822	
0.226681	0.351562	2.43785	0.223729	
0.381914	1.1157	0.147043	0.292035	
0.522837	0.254237	0.254691	0.245353	
0.236542	1.52542	0.154709	0.250951	
0.283203	0.473684	0.119481	0.164589	
0.288653	0.302013	0.0851852	0.266129	
0.233369	0.616438	0.140102	0.975369	
0.972429	0.671642	0.13576	0.247191	
0.340642	0.991189	0.103759	0.336735	
0.334358	0.36	0.106195	0.218543	
0.219033	0.714286	0.117148	0.197015	
0.247581	0.217391	0.163798	0.207547	
0.25072	0.75	0.125113	0.197015	
0.448454	1.74194	0.150573	0.284483	
0.285246	0.505618	0.124549	0.270492	
0.308949	0.371901	0.116407	0.819876	
0.319853	0.310345	0.151732	0.241758	
0.44938	1.81818	0.15963	0.225256	
0.217718	1.34615	0.131805	0.252874	
0.305049	0.354331	0.280345	0.242647	
0.304835	0.269461	0.133205	0.212219	
0.251882	0.277778	0.0857942	0.243542	
0.289614	0.330882	0.164286	0.202454	
0.240464	0.333333	0.123878	0.234043	
0.23539	1.45161	0.125284	0.270492	
0.305478	0.326087	0.108833	0.234043	
0.267692	1.23288	0.113955	0.189112	
0.305049	0.258621	0.179922	0.538043	
0.368644	0.789474	0.161498	0.22	
0.258929	0.25	0.545814	0.267206	
0.377932	0.381356	0.115048	0.326733	
0.301038	0.333333	0.147515	0.573913	
0.243561	1.08871	0.285862	0.231579	
0.237186	2.10938	0.156109	0.714801	
0.34306	0.697674	0.147673	0.161765	
0.31775	1.36364	0.107855	0.210863	
0.431548	0.243243	0.165072	0.280851	
2.07002	0.290323	0.298594	0.476534	
0.421512	0.272727	0.0984308	0.234875	
0.218373	0.330882	0.0998192	0.253846	
0.283757	0.254237	0.466479	0.525896	
0.736041	0.616438	0.151648	0.211538	
1.28067	0.368852	0.277946	0.441472	
0.232869	1.52174	0.148867	0.329177	
0.343602	0.326087	0.08832	0.188034	
0.483602	0.625	0.205255	0.175532	
0.278489	0.233161	0.143825	0.163772	
0.288845	0.333333	0.110356	0.72	
0.300622	0.277778	0.0857143	0.175066	
0.326822	1.69811	0.102374	0.247191	
0.238226	2.54717	0.100546	0.253846	
0.392954	0.375	0.159445	0.86087	
0.469762	0.209302	0.086385	0.223729	
0.283203	0.55102	0.142562	0.232394	
0.438066	1.97368	0.123435	0.280851	
0.34225	0.269461	0.110533	0.421725	
0.291165	0.302013	0.543842	0.547718	
0.301247	0.308219	0.190608	0.270492	
0.270859	2.54717	0.12976	0.233216	
0.466238	0.803571	0.122395	0.246269	
0.323661	0.254237	0.121532	0.273859	
0.373391	0.306122	0.14534	0.229167	
0.247581	1.00746	0.129093	0.180822	
0.319853	0.394737	0.14927	0.216393	
0.270354	0.526316	0.128372	0.351064	
0.44938	0.381356	0.1104	0.197605	
0.325599	1.2766	0.154018	0.189112	
0.402778	0.323741	0.174352	0.195266	
0.313627	0.882353	0.143825	0.276151	
0.304196	0.294118	0.140816	0.226027	
0.305478	0.505618	0.259074	0.230769	
0.239274	0.343511	0.168088	0.175066	
0.288462	0.338346	0.13314	0.411215	
0.401292	0.269461	0.158439	0.336735	
0.24618	0.424528	0.100218	0.212903	
0.287129	0.263158	0.124436	0.201835	
0.341981	0.882353	0.161972	0.217105	
0.338521	0.276074	0.110666	0.218543	
0.23126	0.714286	0.139253	0.176	
0.522837	0.405405	0.790831	0.195266	
0.263796	0.298013	0.153163	0.321168	
0.308949	0.725806	0.331731	0.230769	
0.199267	0.271084	0.124157	0.175066	
0.353946	0.292208	0.135493	0.19186	
0.438066	0.292208	0.127013	0.213592	
0.377604	0.247253	0.123159	0.231579	
0.298969	0.243243	0.126547	0.189655	
0.255582	0.952381	0.283222	0.216393	
0.346338	0.310345	0.162448	0.189112	
0.380079	0.27439	0.132184	0.170103	
0.202608	0.3125	0.134897	0.226027	
0.240331	0.473684	0.157534	0.532258	
0.321033	0.328467	0.144276	0.26087	
0.29	1.52174	0.168911	0.277311	
0.292142	0.375	0.2875	0.23741	
0.271197	0.471204	0.179629	0.22	
0.36802	0.348837	0.144578	0.154206	
0.223881	0.708661	0.129699	0.258824	
0.339314	0.514286	0.305141	0.210191	
0.339578	0.692308	0.0884049	0.348285	
0.375	0.3	0.123822	0.26506	
0.363712	0.271084	0.125398	0.371831	
0.271028	0.566038	0.107309	0.254826	
0.260948	0.3125	0.128852	0.250951	
0.298764	0.957447	0.124774	0.236559	
0.207439	1.81818	0.133721	0.24	
0.35832	0.731707	0.0986419	0.195266	
0.315217	0.853081	0.112653	0.19186	
0.251591	0.54878	0.126547	0.18232	
0.319853	0.391304	0.128791	0.234875	
0.225389	0.298013	0.106195	0.215686	
0.29	0.36	0.117297	0.229167	
0.279563	0.338346	0.141611	0.227586	
0.350242	0.348837	0.110932	0.229965	
0.22469	0.310345	0.0978376	0.241758	
0.258929	0.3125	0.448598	0.181319	
0.339049	0.304054	0.145493	0.280851	
0.214075	0.494505	0.0985011	0.206897	
0.265406	0.79646	0.121372	0.203704	
0.302083	0.304054	0.149837	0.450512	
0.23888	0.454545	0.0971147	0.251908	
0.297131	0.240642	0.109829	0.295964	
0.313853	0.319149	0.2878	0.221477	
0.399449	0.405405	0.101695	0.246269	
0.747851	0.348837	0.084507	0.26087	
0.428994	0.584416	0.151316	0.284483	
0.298764	1.01124	0.117297	0.178862	
0.214603	0.348837	0.134241	0.336735	
0.442974	1.15385	0.127189	0.220736	
0.471289	0.308219	0.0876469	0.233216	
0.280103	0.483871	0.164188	0.204334	
0.205966	0.668317	0.152234	0.238267	
0.348279	0.48913	0.139959	0.406154	
0.279923	0.306122	0.100145	0.235714	
0.536375	0.909091	0.168293	0.189655	
0.302714	0.36	0.119844	0.14966	
0.254833	0.28481	0.298863	0.864629	
0.313627	0.308219	0.096	0.466431	
0.466238	0.424528	0.834066	0.257812	
0.321746	0.328467	0.138207	0.189655	
0.20195	2.30114	0.117447	0.336735	
0.244795	1.19469	0.103062	0.256809	
0.231876	0.371901	0.271921	0.308411	
0.400184	0.394737	0.127601	0.160194	
0.408835	0.323741	0.258669	0.20122	
0.385297	0.251397	0.106236	0.241758	
0.255132	0.279503	0.142931	0.223729	
0.255882	0.343511	0.295503	0.159806	
0.302293	2.34783	0.147594	0.167089	
0.328054	0.351562	0.144654	0.203077	
0.405784	0.308219	0.0844295	0.15566	
0.292339	0.236842	0.0977337	0.485294	
0.205286	0.279503	0.167222	0.253846	
0.441176	1.07784	0.239896	0.229965	
0.418269	0.409091	0.123269	0.521739	
0.355102	0.661765	0.128492	0.186969	
0.331808	0.661765	0.119274	0.218543	
0.279743	0.354331	0.138	0.251908	
0.246599	0.36	0.0895232	0.19469	
0.299381	1.10429	0.127778	0.25	
0.290581	0.346154	0.151565	0.222222	
0.20734	0.294118	0.0837633	0.311321	
0.399449	0.957447	0.104903	0.235714	
