Total	ZnA[Total]	thetaWatt[Total]	ThetaTaj[Total]	Rm[Total]	ZnA[0]	thetaWatt[0]	ThetaTaj[0]	Rm[0]	
-17.4509	-2.47575	-5.99146	-6.43775	-2.54593	-2.47575	-5.99146	-6.43775	-2.54593
-18.1356	-2.34237	-7.82405	-5.62682	-2.34237	-2.34237	-7.82405	-5.62682	-2.34237
-17.3582	-2.09964	-7.82405	-4.81589	-2.61867	-2.09964	-7.82405	-4.81589	-2.61867
-18.8215	-2.21733	-7.82405	-6.43775	-2.34237	-2.21733	-7.82405	-6.43775	-2.34237
-19.2252	-1.93517	-6.43775	-7.82405	-3.02826	-1.93517	-6.43775	-7.82405	-3.02826
-17.5902	-1.34669	-7.01312	-7.01312	-2.21733	-1.34669	-7.01312	-7.01312	-2.21733
-17.7123	-1.93517	-7.01312	-5.99146	-2.77259	-1.93517	-7.01312	-5.99146	-2.77259
-18.9176	-1.88322	-7.82405	-6.43775	-2.77259	-1.88322	-7.82405	-6.43775	-2.77259
-16.4194	-2.15762	-5.99146	-5.99146	-2.27887	-2.15762	-5.99146	-5.99146	-2.27887
-16.3686	-2.0433	-5.99146	-5.99146	-2.34237	-2.0433	-5.99146	-5.99146	-2.34237
-20.8609	-1.7832	-7.82405	-9.21034	-2.0433	-1.7832	-7.82405	-9.21034	-2.0433
-19.849	-2.0433	-7.82405	-6.43775	-3.54391	-2.0433	-7.82405	-6.43775	-3.54391
-20.2019	-1.93517	-7.82405	-7.82405	-2.61867	-1.93517	-7.82405	-7.82405	-2.61867
-18.1586	-1.93517	-7.82405	-5.62682	-2.77259	-1.93517	-7.82405	-5.62682	-2.77259
-18.3484	-2.0433	-7.01312	-6.43775	-2.85423	-2.0433	-7.01312	-6.43775	-2.85423
-16.064	-1.93517	-4.81589	-5.99146	-3.32146	-1.93517	-4.81589	-5.99146	-3.32146
-20.684	-1.68794	-9.21034	-7.01312	-2.77259	-1.68794	-9.21034	-7.01312	-2.77259
-17.5065	-1.88322	-7.01312	-5.99146	-2.61867	-1.88322	-7.01312	-5.99146	-2.61867
-18.1128	-2.0433	-6.43775	-7.01312	-2.61867	-2.0433	-6.43775	-7.01312	-2.61867
-18.4255	-1.68794	-7.82405	-6.43775	-2.47575	-1.68794	-7.82405	-6.43775	-2.47575
-24.149	-2.27887	-5.62682	-7.01312	-9.23024	-2.27887	-5.62682	-7.01312	-9.23024
-23.0298	-2.54593	-5.62682	-5.62682	-9.23024	-2.54593	-5.62682	-5.62682	-9.23024
-23.8171	-2.15762	-6.43775	-5.99146	-9.23024	-2.15762	-6.43775	-5.99146	-9.23024
-22.1262	-2.54593	-6.43775	-5.31852	-7.82405	-2.54593	-6.43775	-5.31852	-7.82405
-22.5636	-2.09964	-4.81589	-6.43775	-9.21034	-2.09964	-4.81589	-6.43775	-9.21034
-17.9528	-2.61867	-5.62682	-5.62682	-4.08044	-2.61867	-5.62682	-5.62682	-4.08044
-21.2625	-2.93935	-7.01312	-5.99146	-5.31852	-2.93935	-7.01312	-5.99146	-5.31852
-17.6502	-2.09964	-5.99146	-5.31852	-4.24053	-2.09964	-5.99146	-5.31852	-4.24053
-20.0827	-2.21733	-5.62682	-7.82405	-4.41455	-2.21733	-5.62682	-7.82405	-4.41455
-18.2055	-2.47575	-6.43775	-5.05146	-4.24053	-2.47575	-6.43775	-5.05146	-4.24053
-17.5008	-2.27887	-4.81589	-5.99146	-4.41455	-2.27887	-4.81589	-5.99146	-4.41455
-19.0479	-2.47575	-4.81589	-7.82405	-3.93223	-2.47575	-4.81589	-7.82405	-3.93223
-17.0819	-2.34237	-5.62682	-5.99146	-3.1213	-2.34237	-5.62682	-5.99146	-3.1213
-16.6009	-1.55306	-5.62682	-5.62682	-3.79424	-1.55306	-5.62682	-5.62682	-3.79424
-16.6808	-1.88322	-5.62682	-5.62682	-3.54391	-1.88322	-5.62682	-5.62682	-3.54391
-15.1197	-1.9885	-5.05146	-4.41455	-3.66516	-1.9885	-5.05146	-4.41455	-3.66516
-17.6914	-2.0433	-5.99146	-6.43775	-3.21888	-2.0433	-5.99146	-6.43775	-3.21888
-15.9497	-1.68794	-5.05146	-5.99146	-3.21888	-1.68794	-5.05146	-5.99146	-3.21888
-15.6481	-2.27887	-5.99146	-4.60517	-2.77259	-2.27887	-5.99146	-4.60517	-2.77259
-16.5901	-1.9885	-4.81589	-7.01312	-2.77259	-1.9885	-4.81589	-7.01312	-2.77259
-12.6803	-1.4267	-3.79424	-5.05146	-2.40795	-1.4267	-3.79424	-5.05146	-2.40795
-18.8156	-1.93517	-7.01312	-6.43775	-3.4296	-1.93517	-7.01312	-6.43775	-3.4296
-14.4886	-2.34237	-4.81589	-5.05146	-2.27887	-2.34237	-4.81589	-5.05146	-2.27887
-16.4297	-1.7832	-5.99146	-5.62682	-3.02826	-1.7832	-5.99146	-5.62682	-3.02826
-15.1295	-2.27887	-4.81589	-4.81589	-3.21888	-2.27887	-4.81589	-4.81589	-3.21888
-16.5913	-1.83258	-5.62682	-6.43775	-2.69415	-1.83258	-5.62682	-6.43775	-2.69415
-17.1475	-2.61867	-6.43775	-5.31852	-2.77259	-2.61867	-6.43775	-5.31852	-2.77259
-18.8488	-1.88322	-7.01312	-7.01312	-2.93935	-1.88322	-7.01312	-7.01312	-2.93935
-16.2075	-2.09964	-6.43775	-5.05146	-2.61867	-2.09964	-6.43775	-5.05146	-2.61867
-13.9555	-1.9885	-4.24053	-5.31852	-2.40795	-1.9885	-4.24053	-5.31852	-2.40795
-15.4546	-2.15762	-5.05146	-5.62682	-2.61867	-2.15762	-5.05146	-5.62682	-2.61867
-17.0185	-1.59702	-5.05146	-7.82405	-2.54593	-1.59702	-5.05146	-7.82405	-2.54593
-15.2606	-2.15762	-5.62682	-5.31852	-2.15762	-2.15762	-5.62682	-5.31852	-2.15762
-14.6465	-1.46794	-4.41455	-5.99146	-2.77259	-1.46794	-4.41455	-5.99146	-2.77259
-14.8573	-1.83258	-4.81589	-5.99146	-2.21733	-1.83258	-4.81589	-5.99146	-2.21733
-15.2586	-2.61867	-4.60517	-5.62682	-2.40795	-2.61867	-4.60517	-5.62682	-2.40795
-14.8694	-1.7832	-5.05146	-5.62682	-2.40795	-1.7832	-5.05146	-5.62682	-2.40795
-15.3651	-1.59702	-6.43775	-5.05146	-2.27887	-1.59702	-6.43775	-5.05146	-2.27887
-15.5909	-2.09964	-5.31852	-5.31852	-2.85423	-2.09964	-5.31852	-5.31852	-2.85423
-13.9749	-1.93517	-4.60517	-4.81589	-2.61867	-1.93517	-4.60517	-4.81589	-2.61867
-15.7881	-1.9885	-5.31852	-5.62682	-2.85423	-1.9885	-5.31852	-5.62682	-2.85423
-15.3966	-1.735	-4.60517	-5.62682	-3.4296	-1.735	-4.60517	-5.62682	-3.4296
-15.0004	-2.27887	-5.62682	-4.81589	-2.27887	-2.27887	-5.62682	-4.81589	-2.27887
-17.1821	-1.68794	-6.43775	-6.43775	-2.61867	-1.68794	-6.43775	-6.43775	-2.61867
-16.9464	-1.93517	-5.99146	-5.99146	-3.02826	-1.93517	-5.99146	-5.99146	-3.02826
-14.9297	-2.34237	-5.31852	-4.41455	-2.85423	-2.34237	-5.31852	-4.41455	-2.85423
-19.4692	-1.9885	-4.60517	-9.21034	-3.66516	-1.9885	-4.60517	-9.21034	-3.66516
-16.6865	-2.15762	-6.43775	-5.99146	-2.09964	-2.15762	-6.43775	-5.99146	-2.09964
-17.4235	-2.54593	-5.62682	-5.31852	-3.93223	-2.54593	-5.62682	-5.31852	-3.93223
-15.8069	-2.47575	-5.31852	-5.31852	-2.69415	-2.47575	-5.31852	-5.31852	-2.69415
-20.7396	-2.27887	-4.81589	-4.41455	-9.23024	-2.27887	-4.81589	-4.41455	-9.23024
-22.7215	-3.1213	-5.05146	-5.31852	-9.23024	-3.1213	-5.05146	-5.31852	-9.23024
-24.0079	-2.15762	-5.62682	-7.01312	-9.21034	-2.15762	-5.62682	-7.01312	-9.21034
-22.3529	-2.77259	-5.05146	-5.31852	-9.21034	-2.77259	-5.05146	-5.31852	-9.21034
-18.1883	-2.69415	-5.05146	-4.81589	-5.62682	-2.69415	-5.05146	-4.81589	-5.62682
-18.7445	-2.61867	-4.81589	-5.31852	-5.99146	-2.61867	-4.81589	-5.31852	-5.99146
-13.9915	-1.9885	-3.79424	-3.79424	-4.41455	-1.9885	-3.79424	-3.79424	-4.41455
-17.1667	-2.0433	-5.05146	-5.99146	-4.08044	-2.0433	-5.05146	-5.99146	-4.08044
-17.1996	-2.34237	-4.81589	-5.62682	-4.41455	-2.34237	-4.81589	-5.62682	-4.41455
-15.8336	-2.34237	-5.31852	-4.24053	-3.93223	-2.34237	-5.31852	-4.24053	-3.93223
-15.6555	-1.7832	-4.81589	-5.62682	-3.4296	-1.7832	-4.81589	-5.62682	-3.4296
-16.8365	-2.27887	-5.99146	-5.62682	-2.93935	-2.27887	-5.99146	-5.62682	-2.93935
-17.2501	-2.61867	-5.99146	-5.31852	-3.32146	-2.61867	-5.99146	-5.31852	-3.32146
-14.2728	-1.83258	-4.81589	-4.08044	-3.54391	-1.83258	-4.81589	-4.08044	-3.54391
-13.9882	-1.735	-4.24053	-5.31852	-2.69415	-1.735	-4.24053	-5.31852	-2.69415
-15.2217	-2.27887	-4.08044	-5.31852	-3.54391	-2.27887	-4.08044	-5.31852	-3.54391
-15.5505	-2.09964	-5.99146	-4.60517	-2.85423	-2.09964	-5.99146	-4.60517	-2.85423
-16.5066	-2.34237	-4.60517	-7.01312	-2.54593	-2.34237	-4.60517	-7.01312	-2.54593
-13.8366	-1.93517	-4.24053	-5.31852	-2.34237	-1.93517	-4.24053	-5.31852	-2.34237
-13.9038	-1.83258	-4.08044	-5.05146	-2.93935	-1.83258	-4.08044	-5.05146	-2.93935
-13.578	-2.15762	-4.24053	-4.24053	-2.93935	-2.15762	-4.24053	-4.24053	-2.93935
-15.3239	-1.83258	-5.62682	-5.31852	-2.54593	-1.83258	-5.62682	-5.31852	-2.54593
-17.8406	-2.21733	-5.99146	-7.01312	-2.61867	-2.21733	-5.99146	-7.01312	-2.61867
-13.3312	-1.38629	-3.93223	-5.31852	-2.69415	-1.38629	-3.93223	-5.31852	-2.69415
-14.7556	-2.34237	-5.31852	-4.81589	-2.27887	-2.34237	-5.31852	-4.81589	-2.27887
-12.5477	-2.0433	-3.54391	-4.41455	-2.54593	-2.0433	-3.54391	-4.41455	-2.54593
-16.4431	-2.27887	-5.99146	-5.62682	-2.54593	-2.27887	-5.99146	-5.62682	-2.54593
-15.0412	-1.68794	-4.81589	-5.99146	-2.54593	-1.68794	-4.81589	-5.99146	-2.54593
-13.3558	-1.83258	-4.41455	-4.41455	-2.69415	-1.83258	-4.41455	-4.41455	-2.69415
-13.1357	-1.68794	-4.41455	-4.81589	-2.21733	-1.68794	-4.41455	-4.81589	-2.21733
-14.134	-1.7832	-3.66516	-5.99146	-2.69415	-1.7832	-3.66516	-5.99146	-2.69415
-13.1369	-1.59702	-4.24053	-4.60517	-2.69415	-1.59702	-4.24053	-4.60517	-2.69415
-13.2025	-1.9885	-4.81589	-4.24053	-2.15762	-1.9885	-4.81589	-4.24053	-2.15762
-14.9451	-2.15762	-5.05146	-4.41455	-3.32146	-2.15762	-5.05146	-4.41455	-3.32146
-13.7448	-1.9885	-4.60517	-4.60517	-2.54593	-1.9885	-4.60517	-4.60517	-2.54593
-16.5158	-1.59702	-5.05146	-7.01312	-2.85423	-1.59702	-5.05146	-7.01312	-2.85423
-13.1096	-1.55306	-5.31852	-4.08044	-2.15762	-1.55306	-5.31852	-4.08044	-2.15762
-16.1854	-1.88322	-5.31852	-6.43775	-2.54593	-1.88322	-5.31852	-6.43775	-2.54593
-14.7536	-2.15762	-4.60517	-5.05146	-2.93935	-2.15762	-4.60517	-5.05146	-2.93935
-15.2834	-1.83258	-5.05146	-5.99146	-2.40795	-1.83258	-5.05146	-5.99146	-2.40795
-13.1369	-1.88322	-4.24053	-4.60517	-2.40795	-1.88322	-4.24053	-4.60517	-2.40795
-13.2162	-1.51005	-4.81589	-4.41455	-2.47575	-1.51005	-4.81589	-4.41455	-2.47575
-17.1571	-1.93517	-5.99146	-4.81589	-4.41455	-1.93517	-5.99146	-4.81589	-4.41455
-14.3941	-1.59702	-5.05146	-5.05146	-2.69415	-1.59702	-5.05146	-5.05146	-2.69415
-12.5424	-1.59702	-3.79424	-3.93223	-3.21888	-1.59702	-3.79424	-3.93223	-3.21888
-14.1288	-1.93517	-4.60517	-4.81589	-2.77259	-1.93517	-4.60517	-4.81589	-2.77259
-13.7747	-1.735	-4.60517	-4.81589	-2.61867	-1.735	-4.60517	-4.81589	-2.61867
-13.6768	-1.46794	-4.41455	-5.31852	-2.47575	-1.46794	-4.41455	-5.31852	-2.47575
-14.7	-2.15762	-4.81589	-5.31852	-2.40795	-2.15762	-4.81589	-5.31852	-2.40795
-15.7752	-1.55306	-5.62682	-5.05146	-3.54391	-1.55306	-5.62682	-5.05146	-3.54391
-22.2189	-2.85423	-4.81589	-5.31852	-9.23024	-2.85423	-4.81589	-5.31852	-9.23024
-21.6	-2.15762	-4.60517	-5.62682	-9.21034	-2.15762	-4.60517	-5.62682	-9.21034
-20.4244	-2.15762	-4.81589	-5.62682	-7.82405	-2.15762	-4.81589	-5.62682	-7.82405
-20.464	-2.40795	-3.79424	-6.43775	-7.82405	-2.40795	-3.79424	-6.43775	-7.82405
-17.3902	-2.34237	-4.81589	-4.24053	-5.99146	-2.34237	-4.81589	-4.24053	-5.99146
-16.8409	-2.15762	-4.81589	-4.81589	-5.05146	-2.15762	-4.81589	-4.81589	-5.05146
-16.0474	-1.88322	-3.21888	-5.62682	-5.31852	-1.88322	-3.21888	-5.62682	-5.31852
-15.7131	-2.27887	-4.41455	-4.41455	-4.60517	-2.27887	-4.41455	-4.41455	-4.60517
-15.2556	-2.27887	-4.81589	-4.08044	-4.08044	-2.27887	-4.81589	-4.08044	-4.08044
-15.3203	-2.15762	-3.93223	-4.41455	-4.81589	-2.15762	-3.93223	-4.41455	-4.81589
-15.8588	-1.83258	-4.60517	-5.62682	-3.79424	-1.83258	-4.60517	-5.62682	-3.79424
-14.9535	-1.9885	-4.81589	-4.60517	-3.54391	-1.9885	-4.81589	-4.60517	-3.54391
-14.8212	-2.0433	-3.93223	-4.60517	-4.24053	-2.0433	-3.93223	-4.60517	-4.24053
-15.133	-2.77259	-4.81589	-4.60517	-2.93935	-2.77259	-4.81589	-4.60517	-2.93935
-13.6338	-1.88322	-4.24053	-4.81589	-2.69415	-1.88322	-4.24053	-4.81589	-2.69415
-12.4927	-1.88322	-3.4296	-4.24053	-2.93935	-1.88322	-3.4296	-4.24053	-2.93935
-13.9736	-1.64196	-4.60517	-4.60517	-3.1213	-1.64196	-4.60517	-4.60517	-3.1213
-14.5857	-2.0433	-5.31852	-4.81589	-2.40795	-2.0433	-5.31852	-4.81589	-2.40795
-14.4653	-1.9885	-4.81589	-5.31852	-2.34237	-1.9885	-4.81589	-5.31852	-2.34237
-13.0693	-1.7832	-3.93223	-4.41455	-2.93935	-1.7832	-3.93223	-4.41455	-2.93935
-14.3705	-1.7832	-4.41455	-5.31852	-2.85423	-1.7832	-4.41455	-5.31852	-2.85423
-13.2934	-1.9885	-4.41455	-4.41455	-2.47575	-1.9885	-4.41455	-4.41455	-2.47575
-14.0316	-2.21733	-4.60517	-5.05146	-2.15762	-2.21733	-4.60517	-5.05146	-2.15762
-13.6884	-1.9885	-4.24053	-5.05146	-2.40795	-1.9885	-4.24053	-5.05146	-2.40795
-13.4128	-1.88322	-3.93223	-5.05146	-2.54593	-1.88322	-3.93223	-5.05146	-2.54593
-12.8812	-1.9885	-4.41455	-3.93223	-2.54593	-1.9885	-4.41455	-3.93223	-2.54593
-13.8264	-1.9885	-5.05146	-3.93223	-2.85423	-1.9885	-5.05146	-3.93223	-2.85423
-13.9376	-1.735	-4.60517	-5.05146	-2.54593	-1.735	-4.60517	-5.05146	-2.54593
-13.157	-1.88322	-4.24053	-4.81589	-2.21733	-1.88322	-4.24053	-4.81589	-2.21733
-13.1875	-1.59702	-4.08044	-4.81589	-2.69415	-1.59702	-4.08044	-4.81589	-2.69415
-14.9297	-2.34237	-5.05146	-5.31852	-2.21733	-2.34237	-5.05146	-5.31852	-2.21733
-14.0587	-1.55306	-4.41455	-5.31852	-2.77259	-1.55306	-4.41455	-5.31852	-2.77259
-14.1263	-1.7832	-4.24053	-5.62682	-2.47575	-1.7832	-4.24053	-5.62682	-2.47575
-14.5449	-1.83258	-5.05146	-5.31852	-2.34237	-1.83258	-5.05146	-5.31852	-2.34237
-15.1859	-1.735	-5.05146	-5.62682	-2.77259	-1.735	-5.05146	-5.62682	-2.77259
-16.2984	-1.68794	-6.43775	-5.62682	-2.54593	-1.68794	-6.43775	-5.62682	-2.54593
-14.0135	-1.9885	-4.24053	-5.62682	-2.15762	-1.9885	-4.24053	-5.62682	-2.15762
-13.561	-1.46794	-4.08044	-5.31852	-2.69415	-1.46794	-4.08044	-5.31852	-2.69415
-12.6661	-1.51005	-3.93223	-4.81589	-2.40795	-1.51005	-3.93223	-4.81589	-2.40795
-14.8212	-1.59702	-5.05146	-5.05146	-3.1213	-1.59702	-5.05146	-5.05146	-3.1213
-15.2239	-1.68794	-4.60517	-5.99146	-2.93935	-1.68794	-4.60517	-5.99146	-2.93935
-14.642	-1.735	-5.31852	-4.81589	-2.77259	-1.735	-5.31852	-4.81589	-2.77259
-13.2928	-1.9885	-3.79424	-4.81589	-2.69415	-1.9885	-3.79424	-4.81589	-2.69415
-14.0024	-2.0433	-4.60517	-4.41455	-2.93935	-2.0433	-4.60517	-4.41455	-2.93935
-16.6067	-1.68794	-5.05146	-6.43775	-3.4296	-1.68794	-5.05146	-6.43775	-3.4296
-15.7804	-1.88322	-4.24053	-5.99146	-3.66516	-1.88322	-4.24053	-5.99146	-3.66516
-12.1635	-1.51005	-3.4296	-4.60517	-2.61867	-1.51005	-3.4296	-4.60517	-2.61867
-14.9694	-1.59702	-4.08044	-5.62682	-3.66516	-1.59702	-4.08044	-5.62682	-3.66516
-14.2293	-1.64196	-4.41455	-5.05146	-3.1213	-1.64196	-4.41455	-5.05146	-3.1213
-13.475	-1.46794	-4.60517	-4.08044	-3.32146	-1.46794	-4.60517	-4.08044	-3.32146
-21.2501	-2.61867	-4.81589	-4.60517	-9.21034	-2.61867	-4.81589	-4.60517	-9.21034
-22.1365	-2.69415	-4.24053	-5.99146	-9.21034	-2.69415	-4.24053	-5.99146	-9.21034
-21.0843	-2.40795	-4.41455	-5.05146	-9.21034	-2.40795	-4.41455	-5.05146	-9.21034
-17.88	-2.69415	-3.93223	-4.24053	-7.01312	-2.69415	-3.93223	-4.24053	-7.01312
-20.3664	-2.61867	-5.31852	-5.99146	-6.43775	-2.61867	-5.31852	-5.99146	-6.43775
-16.2436	-2.21733	-4.81589	-4.60517	-4.60517	-2.21733	-4.81589	-4.60517	-4.60517
-15.7701	-2.27887	-3.93223	-5.31852	-4.24053	-2.27887	-3.93223	-5.31852	-4.24053
-16.0597	-1.9885	-4.41455	-4.60517	-5.05146	-1.9885	-4.41455	-4.60517	-5.05146
-16.1185	-1.93517	-4.08044	-5.05146	-5.05146	-1.93517	-4.08044	-5.05146	-5.05146
-14.7629	-1.9885	-4.41455	-4.81589	-3.54391	-1.9885	-4.41455	-4.81589	-3.54391
-13.582	-2.09964	-4.08044	-4.08044	-3.32146	-2.09964	-4.08044	-4.08044	-3.32146
-14.553	-1.93517	-4.08044	-5.31852	-3.21888	-1.93517	-4.08044	-5.31852	-3.21888
-13.9213	-2.27887	-4.08044	-4.24053	-3.32146	-2.27887	-4.08044	-4.24053	-3.32146
-14.1025	-2.15762	-4.08044	-3.93223	-3.93223	-2.15762	-4.08044	-3.93223	-3.93223
-13.335	-2.15762	-3.54391	-4.60517	-3.02826	-2.15762	-3.54391	-4.60517	-3.02826
-14.0712	-1.83258	-4.41455	-4.60517	-3.21888	-1.83258	-4.41455	-4.60517	-3.21888
-14.0103	-2.09964	-4.24053	-5.05146	-2.61867	-2.09964	-4.24053	-5.05146	-2.61867
-12.0756	-2.0433	-3.79424	-4.08044	-2.15762	-2.0433	-3.79424	-4.08044	-2.15762
-13.0973	-2.15762	-4.08044	-4.24053	-2.61867	-2.15762	-4.08044	-4.24053	-2.61867
-12.5264	-1.735	-3.93223	-4.24053	-2.61867	-1.735	-3.93223	-4.24053	-2.61867
-12.4402	-1.59702	-4.60517	-3.54391	-2.69415	-1.59702	-4.60517	-3.54391	-2.69415
-14.6048	-2.0433	-5.05146	-4.81589	-2.69415	-2.0433	-5.05146	-4.81589	-2.69415
-12.3709	-1.30785	-4.24053	-4.60517	-2.21733	-1.30785	-4.24053	-4.60517	-2.21733
-13.1818	-1.88322	-4.60517	-4.41455	-2.27887	-1.88322	-4.60517	-4.41455	-2.27887
-12.949	-2.0433	-3.93223	-4.81589	-2.15762	-2.0433	-3.93223	-4.81589	-2.15762
-14.0762	-2.09964	-4.41455	-4.24053	-3.32146	-2.09964	-4.41455	-4.24053	-3.32146
-12.3663	-1.88322	-3.1213	-4.81589	-2.54593	-1.88322	-3.1213	-4.81589	-2.54593
-14.4199	-2.21733	-4.60517	-5.31852	-2.27887	-2.21733	-4.60517	-5.31852	-2.27887
-12.1136	-1.7832	-3.54391	-4.24053	-2.54593	-1.7832	-3.54391	-4.24053	-2.54593
-13.0336	-1.83258	-3.66516	-5.31852	-2.21733	-1.83258	-3.66516	-5.31852	-2.21733
-12.025	-2.15762	-3.79424	-3.66516	-2.40795	-2.15762	-3.79424	-3.66516	-2.40795
-13.1369	-1.83258	-4.08044	-4.81589	-2.40795	-1.83258	-4.08044	-4.81589	-2.40795
-12.1338	-1.55306	-3.79424	-4.24053	-2.54593	-1.55306	-3.79424	-4.24053	-2.54593
-11.9367	-1.7832	-4.24053	-3.21888	-2.69415	-1.7832	-4.24053	-3.21888	-2.69415
-14.8527	-2.09964	-4.81589	-5.31852	-2.61867	-2.09964	-4.81589	-5.31852	-2.61867
-14.7547	-1.4267	-4.41455	-6.43775	-2.47575	-1.4267	-4.41455	-6.43775	-2.47575
-13.2602	-1.83258	-4.41455	-4.24053	-2.77259	-1.83258	-4.41455	-4.24053	-2.77259
-13.3312	-2.09964	-3.93223	-4.60517	-2.69415	-2.09964	-3.93223	-4.60517	-2.69415
-11.9702	-1.83258	-3.54391	-4.60517	-1.9885	-1.83258	-3.54391	-4.60517	-1.9885
-12.2496	-1.34669	-3.79424	-4.41455	-2.69415	-1.34669	-3.79424	-4.41455	-2.69415
-11.9053	-1.735	-3.54391	-3.93223	-2.69415	-1.735	-3.54391	-3.93223	-2.69415
-13.6518	-1.93517	-3.93223	-4.24053	-3.54391	-1.93517	-3.93223	-4.24053	-3.54391
-14.1622	-1.735	-4.41455	-3.93223	-4.08044	-1.735	-4.41455	-3.93223	-4.08044
-12.154	-1.59702	-3.79424	-3.54391	-3.21888	-1.59702	-3.79424	-3.54391	-3.21888
-11.8193	-1.83258	-3.1213	-3.54391	-3.32146	-1.83258	-3.1213	-3.54391	-3.32146
-14.8871	-1.93517	-4.41455	-5.31852	-3.21888	-1.93517	-4.41455	-5.31852	-3.21888
-11.7449	-1.83258	-3.02826	-3.66516	-3.21888	-1.83258	-3.02826	-3.66516	-3.21888
-13.0691	-1.88322	-3.93223	-3.93223	-3.32146	-1.88322	-3.93223	-3.93223	-3.32146
-12.1801	-1.7832	-3.54391	-4.08044	-2.77259	-1.7832	-3.54391	-4.08044	-2.77259
-14.9952	-2.09964	-5.05146	-4.81589	-3.02826	-2.09964	-5.05146	-4.81589	-3.02826
-22.0249	-2.15762	-5.31852	-5.31852	-9.23024	-2.15762	-5.31852	-5.31852	-9.23024
-20.9103	-2.27887	-4.81589	-4.60517	-9.21034	-2.27887	-4.81589	-4.60517	-9.21034
-21.9319	-2.27887	-4.81589	-7.01312	-7.82405	-2.27887	-4.81589	-7.01312	-7.82405
-19.929	-2.54593	-5.31852	-5.05146	-7.01312	-2.54593	-5.31852	-5.05146	-7.01312
-14.9694	-2.40795	-4.08044	-3.66516	-4.81589	-2.40795	-4.08044	-3.66516	-4.81589
-17.0748	-2.09964	-3.93223	-5.05146	-5.99146	-2.09964	-3.93223	-5.05146	-5.99146
-15.7086	-2.21733	-4.24053	-5.31852	-3.93223	-2.21733	-4.24053	-5.31852	-3.93223
-14.7809	-2.47575	-3.32146	-5.05146	-3.93223	-2.47575	-3.32146	-5.05146	-3.93223
-14.5129	-2.09964	-4.24053	-4.24053	-3.93223	-2.09964	-4.24053	-4.24053	-3.93223
-13.088	-2.34237	-3.54391	-4.08044	-3.1213	-2.34237	-3.54391	-4.08044	-3.1213
-13.8693	-2.27887	-4.08044	-4.08044	-3.4296	-2.27887	-4.08044	-4.08044	-3.4296
-14.0609	-1.735	-4.81589	-4.08044	-3.4296	-1.735	-4.81589	-4.08044	-3.4296
-14.2774	-1.59702	-3.93223	-5.31852	-3.4296	-1.59702	-3.93223	-5.31852	-3.4296
-12.5573	-1.9885	-4.08044	-3.79424	-2.69415	-1.9885	-4.08044	-3.79424	-2.69415
-12.631	-1.7832	-3.4296	-5.31852	-2.09964	-1.7832	-3.4296	-5.31852	-2.09964
-12.6204	-2.0433	-3.54391	-4.81589	-2.21733	-2.0433	-3.54391	-4.81589	-2.21733
-12.6064	-1.83258	-3.66516	-4.41455	-2.69415	-1.83258	-3.66516	-4.41455	-2.69415
-14.3366	-1.88322	-4.08044	-5.05146	-3.32146	-1.88322	-4.08044	-5.05146	-3.32146
-12.6689	-1.64196	-4.24053	-4.24053	-2.54593	-1.64196	-4.24053	-4.24053	-2.54593
-13.1338	-2.0433	-3.93223	-4.81589	-2.34237	-2.0433	-3.93223	-4.81589	-2.34237
-12.9323	-2.0433	-3.79424	-4.81589	-2.27887	-2.0433	-3.79424	-4.81589	-2.27887
-12.8172	-2.0433	-4.08044	-4.41455	-2.27887	-2.0433	-4.08044	-4.41455	-2.27887
-11.2325	-1.7832	-3.4296	-3.54391	-2.47575	-1.7832	-3.4296	-3.54391	-2.47575
-13.9427	-1.55306	-4.24053	-4.60517	-3.54391	-1.55306	-4.24053	-4.60517	-3.54391
-12.0119	-1.88322	-3.4296	-4.08044	-2.61867	-1.88322	-3.4296	-4.08044	-2.61867
-12.7187	-1.93517	-4.41455	-3.4296	-2.93935	-1.93517	-4.41455	-3.4296	-2.93935
-12.372	-1.4267	-3.93223	-4.60517	-2.40795	-1.4267	-3.93223	-4.60517	-2.40795
-12.8409	-1.93517	-3.4296	-5.31852	-2.15762	-1.93517	-3.4296	-5.31852	-2.15762
-12.6096	-1.68794	-3.54391	-4.60517	-2.77259	-1.68794	-3.54391	-4.60517	-2.77259
-12.6685	-1.735	-4.08044	-4.08044	-2.77259	-1.735	-4.08044	-4.08044	-2.77259
-12.9979	-1.68794	-3.93223	-4.60517	-2.77259	-1.68794	-3.93223	-4.60517	-2.77259
-11.804	-1.68794	-3.54391	-3.54391	-3.02826	-1.68794	-3.54391	-3.54391	-3.02826
-13.3647	-2.0433	-3.79424	-5.05146	-2.47575	-2.0433	-3.79424	-5.05146	-2.47575
-12.4953	-1.68794	-3.79424	-4.60517	-2.40795	-1.68794	-3.79424	-4.60517	-2.40795
-13.1221	-2.15762	-3.66516	-4.08044	-3.21888	-2.15762	-3.66516	-4.08044	-3.21888
-12.1969	-2.0433	-3.21888	-4.08044	-2.85423	-2.0433	-3.21888	-4.08044	-2.85423
-12.0443	-1.64196	-3.32146	-4.60517	-2.47575	-1.64196	-3.32146	-4.60517	-2.47575
-12.7452	-2.21733	-3.79424	-3.79424	-2.93935	-2.21733	-3.79424	-3.79424	-2.93935
