thetaL[0]	thetaL[1]	thetaL[2]	thetaL[3]	thetaL[4]	
5.45455	5.45455	3.36364	9.54545	1.27273	
1.27273	1.27273	1.27273	1.27273	1.27273	
1.27273	1.27273	1.27273	1.27273	1.27273	
1.27273	1.27273	1.27273	1.27273	0.0909091	
0.0909091	0.0909091	0.0909091	3.09091	2.18182	
2.18182	2.18182	2.18182	2.18182	2.18182	
2.18182	2.18182	2.18182	2.18182	2.18182	
2.18182	2.18182	2.18182	2.18182	0.181818	
0.181818	0.181818	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	2.09091	5.18182	8.54545	
8.54545	8.54545	8.54545	8.54545	8.54545	
8.54545	8.54545	8.54545	8.54545	1.27273	
1.27273	1.27273	10.3636	16.5455	2.09091	
2.09091	2.09091	2.09091	2.09091	2.09091	
2.09091	2.09091	2.09091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	10.4545	11.2727	
11.2727	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	1	
1	1	1	1	1	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	6.90909	2.18182	
2.18182	2.18182	2.18182	2.18182	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	2	3.72727	3	
3	3	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	4.09091	5.45455	
5.45455	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	5.63636	5.81818	5.36364	
5.36364	5.36364	18.6364	3.54545	9.27273	
9.27273	9.27273	9.27273	9.27273	9.27273	
9.27273	9.27273	6.90909	3.81818	7.63636	
7.63636	7.63636	7.63636	7.63636	7.63636	
7.63636	7.63636	7.63636	7.63636	7.63636	
7.63636	7.63636	7.63636	7.63636	7.63636	
7.63636	7.63636	7.63636	7.63636	7.63636	
7.63636	7.63636	7.63636	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.181818	0.181818	0.181818	
0.181818	0.181818	12.5455	8	8	
8	8	8	8	1.09091	
1.09091	1.09091	1.09091	1.09091	1.09091	
1.09091	1.09091	1.09091	1.09091	1.09091	
1.09091	1.09091	1.09091	5	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.181818	
5.45455	1.90909	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	14	13.6364	3.81818	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	15.8182	6.36364	8.45455	
8.45455	8.45455	8.45455	8.45455	8.45455	
8.45455	8.45455	8.45455	8.45455	8.45455	
8.45455	8.45455	8.45455	8.45455	8.45455	
8.45455	0.0909091	0.0909091	0.0909091	4.27273	
4.27273	4.27273	4.27273	4.27273	4.27273	
4.27273	4.27273	4.27273	4.27273	0.181818	
0.181818	0.181818	0.181818	0.181818	0.181818	
0.181818	0.181818	19.4545	12	9.63636	
3	3	3	3	3	
3	3	3	3	3	
3	3	9.09091	10.1818	1.09091	
1.09091	1.09091	0.0909091	0.0909091	1.18182	
1.18182	1.18182	1.18182	1.18182	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	9.90909	
9.90909	9.90909	9.90909	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	1.72727	0.545455	
0.545455	0.545455	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.181818	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	1.36364	
1.36364	1.36364	1.36364	1.36364	1.36364	
6.54545	6.54545	6.54545	3.45455	8.45455	
3.36364	2.36364	2.36364	2.36364	2.36364	
2.36364	2.36364	2.36364	2.36364	5.90909	
5.90909	5.90909	5.90909	5.90909	5.90909	
5.90909	5.90909	5.90909	5.90909	5.90909	
5.90909	5.90909	5.90909	5.90909	5.90909	
5.90909	5.90909	5.90909	5.90909	5.90909	
5.90909	5.90909	5.90909	13.5455	7.63636	
7.63636	7.63636	7.63636	7.63636	7.63636	
7.63636	7.63636	7.63636	7.63636	7.63636	
7.63636	7.63636	7.63636	7.63636	7.63636	
7.63636	7.63636	7.63636	7.63636	7.63636	
7.63636	7.63636	7.63636	7.63636	7.63636	
7.63636	7.63636	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	4.45455	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	5.81818	1	
1	1	1	1	1	
1	1	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.181818	0.181818	0.181818	
0.181818	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	14.1818	6.36364	0.454545	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	2.54545	11.2727	3.09091	
3.09091	3.09091	3.09091	3.09091	3.09091	
3.09091	3.09091	3.09091	3.09091	3.09091	
3.09091	3.09091	2.09091	6.27273	2.27273	
2.27273	2.27273	2.27273	2.27273	2.27273	
2.27273	2.27273	2.27273	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.181818	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	4.81818	7.81818	
7.81818	7.81818	7.81818	7.81818	7.81818	
7.81818	7.81818	7.81818	7.81818	7.81818	
7.81818	7.81818	7.81818	7.81818	7.81818	
7.81818	7.81818	7.81818	7.81818	0.272727	
0.272727	0.272727	0.272727	0.181818	0.181818	
0.181818	0.181818	0.181818	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.272727	0.272727	0.272727	1.45455	0.727273	
0.727273	0.727273	0.727273	0.727273	0.727273	
0.727273	0.727273	0.727273	0.727273	0.727273	
0.727273	0.727273	0.727273	0.727273	0.727273	
0.727273	0.727273	0.727273	0.727273	0.727273	
0.727273	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	13.8182	1.36364	
1.36364	1.36364	1.36364	1.36364	1.36364	
1.36364	1.36364	1.36364	1.36364	1.36364	
1.36364	1.36364	1.36364	1.36364	1.36364	
1.36364	1.36364	3.63636	1	9.45455	
9.45455	9.45455	9.45455	9.45455	9.45455	
9.45455	9.45455	9.45455	0.181818	0.181818	
0.181818	0.181818	0.181818	0.181818	0.181818	
0.181818	0.0909091	0.0909091	0.0909091	0.0909091	
4.18182	4.18182	9.36364	9.36364	9.36364	
9.36364	9.36364	9.36364	9.36364	9.36364	
9.36364	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	11.9091	2.36364	3.18182	
3.18182	3.18182	3.18182	3.18182	3.18182	
3.18182	3.18182	3.18182	3.18182	3.18182	
3.18182	3.18182	3.18182	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	2.09091	3.63636	
3.63636	3.63636	3.63636	3.63636	3.63636	
3.63636	3.63636	3.63636	3.63636	3.63636	
3.63636	3.63636	3.63636	3.63636	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	8.36364	2.36364	5.45455	
5.45455	5.45455	5.45455	5.45455	5.45455	
5.45455	5.45455	5.45455	5.45455	5.45455	
5.45455	5.45455	5.45455	5.45455	5.45455	
5.45455	5.45455	5.45455	5.45455	5.45455	
5.45455	5.45455	5.45455	5.45455	5.45455	
5.45455	5.45455	1	7.45455	4.09091	
4.09091	4.09091	4.09091	4.09091	4.09091	
4.09091	4.09091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	1	1	1	
1	1	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	4.36364	13.3636	12.9091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	3.54545	3.54545	1	
1	1	1	1	1	
5.27273	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	2.09091	5.54545	
5.54545	5.54545	5.54545	5.54545	5.54545	
5.54545	5.54545	5.54545	5.54545	5.54545	
5.54545	5.54545	5.54545	5.54545	5.54545	
5.54545	5.54545	5.54545	14.3636	15.0909	
15.0909	15.0909	15.0909	15.0909	15.0909	
15.0909	15.0909	15.0909	15.0909	15.0909	
15.0909	15.0909	15.0909	15.0909	15.0909	
15.0909	15.0909	15.0909	15.0909	15.0909	
15.0909	15.0909	15.0909	15.0909	15.0909	
15.0909	15.0909	15.0909	15.0909	15.0909	
15.0909	15.0909	15.0909	15.0909	15.0909	
15.0909	15.0909	15.0909	15.0909	15.0909	
15.0909	15.0909	15.0909	15.0909	3	
3	3	0.181818	0.181818	0.181818	
0.181818	0.181818	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	4.63636	8.45455	
8.45455	8.45455	10.0909	16.9091	2	
2	2	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
4.36364	4.36364	12.6364	2.72727	2.72727	
2.72727	2.72727	2.72727	2.72727	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	4	6.27273	12.0909	
12.0909	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.181818	0.181818	0.181818	
0.181818	0.181818	0.181818	0.181818	6	
6	6	6	6	6	
6	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.181818	0.181818	0.181818	
0.181818	0.181818	0.181818	0.181818	2	
2	2	3.09091	7	3.72727	
3.72727	3.72727	3.72727	0.181818	0.181818	
0.181818	0.181818	0.181818	0.181818	0.181818	
0.181818	0.181818	0.181818	0.181818	0.0909091	
0.0909091	0.0909091	1.27273	3.72727	1.54545	
1.54545	1.54545	1.54545	1.54545	1.54545	
1.54545	1.54545	1.54545	0.181818	0.0909091	
0.0909091	0.0909091	16.0909	17	9.72727	
9.72727	9.72727	9.72727	9.72727	9.72727	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	18.4545	8.72727	10.7273	
10.7273	10.7273	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	3.54545	4.63636	5.36364	
5.36364	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	1	9.63636	5.27273	
5.27273	5.27273	5.27273	5.27273	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	1.18182	1.63636	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
4.54545	1.18182	1.18182	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	26.3636	2.36364	1.09091	
1.09091	1.09091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	3.27273	5.18182	15.4545	
15.4545	15.4545	15.4545	15.4545	15.4545	
15.4545	15.4545	15.4545	11.3636	7.54545	
7.54545	7.54545	7.54545	7.54545	7.54545	
7.54545	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	28.1818	17	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	2	2	
2	2	2	1.54545	1	
1	1	1	1	1	
1	1	1	1	1	
1.09091	1.36364	1.36364	1.36364	1.36364	
1.36364	1.36364	1.36364	1.36364	9.81818	
9.81818	9.81818	9.81818	9.81818	9.81818	
9.81818	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
1.27273	1.27273	4.18182	6.63636	9.63636	
9.63636	9.63636	9.63636	9.63636	9.63636	
9.63636	9.63636	9.63636	9.63636	9.63636	
9.63636	9.63636	9.63636	9.63636	9.63636	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	7.27273	6.18182	6.54545	
1.18182	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	1.81818	5.54545	
5.54545	5.54545	5.54545	5.54545	5.54545	
5.54545	5.54545	5.54545	5.54545	5.54545	
1.27273	5.27273	5.63636	3.63636	1.27273	
1.27273	1.27273	1.27273	1.27273	1.27273	
1.27273	1.27273	1.27273	1.27273	1.27273	
1.27273	1.27273	0.0909091	0.0909091	1	
1	1	1	3.09091	3.36364	
3.36364	3.36364	3.36364	3.36364	3.36364	
3.36364	3.36364	3.36364	6.54545	2.45455	
2.45455	2.45455	0.0909091	0.0909091	0.0909091	
0.0909091	0.181818	0.181818	0.181818	0.181818	
0.181818	0.181818	0.181818	0.181818	0.181818	
0.181818	0.181818	0.181818	0.181818	0.181818	
0.181818	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	10.5455	
10.5455	10.5455	10.5455	10.5455	10.5455	
10.5455	10.5455	10.5455	0.0909091	0.0909091	
0.272727	0.272727	0.272727	0.0909091	4.54545	
4.54545	4.54545	4.54545	4.54545	4.54545	
4.54545	4.54545	4.54545	4.54545	4.54545	
4.54545	4.54545	4.54545	4.54545	4.54545	
4.54545	4.54545	4.54545	4.54545	4.54545	
4.54545	4.54545	13.1818	21.0909	5.90909	
5.90909	5.90909	5.90909	5.90909	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	16.8182	4.45455	
4.45455	4.45455	4.45455	4.45455	4.45455	
4.45455	4.45455	4.45455	4.45455	4.45455	
4.45455	4.45455	4.45455	4.45455	4.45455	
4.45455	4.45455	4.45455	4.45455	4.45455	
4.45455	4.45455	4.45455	4.45455	4.45455	
4.45455	4.45455	4.45455	0.363636	6.18182	
6.18182	6.18182	6.18182	0.181818	1.27273	
1.27273	1.27273	1.27273	1.27273	1.27273	
1.27273	1.27273	1.27273	3.18182	3.18182	
3.18182	3.18182	3.18182	0.0909091	0.0909091	
0.0909091	0.0909091	7	9.09091	14.9091	
14.9091	14.9091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	5.72727	
5.72727	5.72727	5.72727	5.72727	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.181818	0.181818	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.181818	6.27273	
6.27273	6.27273	6.27273	6.27273	6.27273	
6.27273	6.27273	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	7.72727	2.27273	
2.27273	2.27273	2.27273	2.27273	2.27273	
2.27273	2.27273	2.27273	2.27273	2.27273	
2.27273	2.27273	2.27273	2.27273	2.27273	
2.27273	2.27273	2.27273	2.27273	2.27273	
0.272727	0.272727	0.0909091	0.0909091	0.0909091	
0.0909091	0.272727	0.272727	0.272727	0.272727	
0.272727	0.272727	0.272727	0.272727	0.272727	
0.272727	0.272727	0.272727	0.272727	0.272727	
0.272727	0.272727	0.272727	0.272727	0.181818	
0.181818	0.181818	0.0909091	0.272727	0.272727	
0.272727	0.272727	0.272727	0.181818	0.181818	
1	1	1	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	1.09091	3.36364	
3.36364	3.36364	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	11.5455	10.7273	18.4545	
18.4545	18.4545	18.4545	18.4545	18.4545	
18.4545	18.4545	18.4545	18.4545	18.4545	
18.4545	18.4545	0.181818	0.181818	0.181818	
0.181818	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.181818	0.181818	0.181818	
0.181818	0.181818	0.181818	7.45455	9.36364	
9.36364	9.36364	9.36364	9.36364	9.36364	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.181818	0.181818	0.181818	0.181818	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	7.63636	7.27273	
7.27273	7.27273	7.27273	7.27273	7.27273	
7.27273	7.27273	7.27273	7.27273	7.27273	
7.27273	7.27273	7.27273	7.27273	7.27273	
7.27273	7.27273	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	14.1818	5.72727	5.54545	
5.54545	5.54545	5.54545	5.54545	5.54545	
5.54545	5.54545	5.54545	0.0909091	0.0909091	
0.0909091	0.0909091	1.81818	41.8182	5.09091	
5.09091	5.09091	5.09091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	5.72727	2.18182	7.72727	
2	2.09091	2.09091	2.09091	2.09091	
2.09091	2.09091	2.09091	2.09091	2.09091	
2.09091	2.09091	2.09091	2.09091	2.09091	
2.09091	2.09091	2.09091	2.09091	2.09091	
2.09091	2.09091	2.09091	2.09091	2.09091	
2.09091	2.09091	2.09091	0.0909091	0.0909091	
0.0909091	1.09091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	6.36364	7.27273	
7.27273	7.27273	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	2.72727	17.7273	8	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	
