ThetaTaj[0]	ThetaTaj[1]	ThetaTaj[2]	ThetaTaj[3]	
9.01379	7.48889	30.3514	9.43939	
16.4092	10.7333	40.8152	5.66667	
10.5931	6.86667	32.4819	8.74242	
12.7172	4.15556	42.2572	10.3636	
7.8046	3.11111	31.2935	9.54545	
11.5655	5.13333	25.1196	10.697	
7.97471	3.95556	31.9855	6.39394	
11.846	0.666667	39.9312	11	
9.01149	0.911111	33.6449	4.33333	
9.68736	3.13333	33.7681	10.2273	
5.8092	2.53333	42.1993	7.68182	
12.3816	4.31111	33.5471	8.42424	
4.54483	5.75556	32.0652	6.34848	
10.0023	5.08889	24.9348	7.21212	
12.7379	5.53333	46.2391	7.4697	
10.8552	6.57778	35.6775	10.3485	
8.50115	3.15556	49.471	8.34848	
8.77701	6.35556	38.8442	12.7273	
9.06897	3.31111	52.6377	10.4394	
10.9448	2.93333	26.308	7.12121	
9.15172	2.15556	42.1667	6.56061	
10.354	1.97778	28.9457	12.7879	
9.50115	8.02222	31.5725	10.3636	
8.51034	1.15556	20.3949	9.93939	
14.508	5.4	33.5036	8.63636	
13.6989	3.82222	28.413	7.66667	
11.7287	6.08889	34.4746	8.51515	
9.56092	2.22222	31.8551	9.75758	
13.6322	6	59.5	8.98485	
7.47356	2.71111	42.5833	4.5	
11.4414	3.26667	31.5906	10.9394	
7.38161	3.24444	38.1703	8.59091	
14.4161	3.11111	31.2174	6.33333	
9.42069	3.24444	32.3442	5.69697	
6.96552	1.62222	36.9891	8.42424	
9.35402	7.84444	38.558	6.18182	
9.06667	1.93333	53.0435	9.04545	
13.1448	17.0667	24.9855	11.1667	
4.97011	8.04444	31.3696	8.69697	
6.15862	3.93333	44.2283	8.60606	
10.5264	7.48889	38.9167	7.56061	
10.0345	4.11111	24.3333	4.95455	
7.83448	5.73333	40.2536	5.92424	
8.54023	2.53333	46.9746	10.2424	
8.48276	5	35.029	10.6212	
6.81149	6.22222	40.9348	8.18182	
6.64138	5.35556	41.6014	10.9697	
7.28506	7.08889	22.7717	8.80303	
13.0299	9.06667	28.7971	6.86364	
7.4023	7.71111	42.6848	3.42424	
11.9793	6.46667	45.2065	7.87879	
13.3494	4.42222	36.6341	9.18182	
12.1977	1.33333	28.6667	5.51515	
10.3494	4.97778	42.9094	12.2424	
13.3747	2.13333	34.6739	8.06061	
5.27126	2.62222	41.9239	9.71212	
11.9126	2.66667	64.8659	9.06061	
11.3218	4.91111	39.337	4.86364	
11.8713	4.53333	46.25	9.54545	
12.6552	3.95556	41.8261	7.98485	
10.092	7.88889	35.7899	7.15152	
6.64138	2.71111	19.3732	5.68182	
4.73333	4.15556	30.7065	6.22727	
13.554	5.66667	24.9638	6.93939	
16.6437	6.06667	40.2971	14.6212	
6.56322	2.53333	41.0906	9.43939	
7.71264	4.62222	43.4674	5.62121	
9.94023	6.95556	32.8152	8.01515	
11.2966	5.46667	37.7717	7.39394	
12.4828	5.31111	18.9674	5.68182	
7.53793	4.77778	30.087	12.7727	
8.29655	3.48889	32.5616	8	
8.45057	5.75556	31.3116	6.71212	
5.3977	3.82222	30.8007	10.2576	
15.1241	3.28889	37.7101	8.06061	
5.11954	13.3111	44.4783	8.78788	
12.4184	4.88889	27.2029	7.9697	
12.3333	1.53333	30.3333	10.0909	
8.70805	2.84444	30.3877	7.31818	
13.2989	2.64444	44.8188	6.4697	
6.16782	11.6889	34.5616	8.0303	
11.7494	3.71111	26.8949	7.86364	
6.18391	4.68889	39.1957	4.48485	
7.91954	8.64444	37.6051	12.0303	
9.7908	3.6	35.0254	10.9848	
9.13103	3.48889	40.558	7.39394	
7.91494	8.37778	25.1449	9.89394	
8.8023	4.82222	25.4819	5.92424	
9.56322	7.17778	39.3007	6.9697	
9.43448	3.68889	35.6014	8.95455	
9.78391	5.28889	27.2029	10.3939	
10.0759	3.64444	33.2862	10.9697	
8.69195	6.84444	25.3116	7.24242	
11.8989	9.08889	29.8913	10.1818	
5.96552	2.42222	24.0507	9.84848	
9.29655	7.8	36.163	12.1818	
8.68736	11.6667	20.0616	11.9394	
10.7609	8.28889	50.6848	5.24242	
7.37471	8.33333	44.058	9.74242	
9.83448	5.15556	32.0362	7.87879	
3.55172	1.17778	38.7101	6.92424	
5.45747	3.26667	44.0652	9.04545	
14.154	2.15556	38.6341	8.19697	
7.96552	3.55556	28.7391	11.0152	
13.8023	6.13333	19.192	7.59091	
12.3494	1.8	40.3841	8.80303	
10.177	2.68889	38.2283	8.39394	
4.81609	2.8	37.9203	7.69697	
14.5954	1.8	44.3261	5.4697	
11.4483	2.35556	43.0797	5.68182	
14.8782	8.66667	51.2681	6.56061	
5.22069	4.66667	34.6123	8.89394	
6.35862	6.51111	44.6196	7.68182	
7.35402	5.28889	26.3152	6.74242	
8.84598	10.6667	38.4746	9.04545	
4.25977	7.73333	31.8659	13.9848	
9.0092	1.53333	38.6812	8.87879	
21.2667	3.4	34.4928	5.39394	
9.38161	3.64444	46.6449	8.15152	
10.2667	4.75556	31.5471	6.78788	
20.2782	1.73333	40.3043	9.36364	
11.4874	1.15556	33.0072	5.30303	
7.49195	4.13333	25.0761	12.2576	
5.37471	9.15556	36.721	9.10606	
15.0828	3.6	30.6594	9.21212	
7.28506	2.55556	35.8225	5.66667	
9.0092	5.46667	29.0978	9.42424	
9.89425	4.08889	34.2754	7.95455	
4.50345	1.02222	41.7283	13.2576	
8.71954	2.24444	27.2609	7.43939	
10.8276	6.93333	38.1268	6.69697	
9.67356	9.62222	26.5326	6.34848	
11.6345	5.42222	44.1884	5.13636	
11.069	10.5778	36.587	11.6515	
8.18391	3.68889	29.558	11.4848	
9.1954	5.53333	39.4891	11.0758	
10.2184	4.8	31.7138	6.87879	
12.2989	8.66667	42.9239	8.5	
8.87356	2.48889	41.7754	5.15152	
10.0966	4.22222	37.4783	9.33333	
11.3149	6.93333	20.3877	4.95455	
9.71264	6.44444	55.058	7.5303	
11.7793	3.86667	30.4601	8.51515	
15.5126	2.86667	29.9275	9.10606	
4.54713	3.42222	20.058	5.59091	
12.9609	7.48889	38.25	5.9697	
11.4322	3.02222	28.9819	8.75758	
17.931	2.15556	62.9601	7.48485	
8.91264	2.35556	25.192	10.9848	
11.869	2.15556	26.4058	8.77273	
16.9563	3.66667	28.3261	11.4091	
7.02989	4.97778	41.7029	5.62121	
6.86207	6.97778	45.2536	7.19697	
6.89885	14.4	30.9384	6.45455	
13.6805	5.84444	30.3732	5.92424	
5.68966	3.88889	28.5254	8.25758	
14.3724	6.77778	40.9783	7.34848	
7.88276	6.04444	27.837	8.42424	
18.8345	8.51111	22.5942	8.78788	
7.31724	1.31111	28.8587	7.12121	
8.92874	8.35556	22.7935	8.5	
9.13103	7.22222	36.3225	8	
12.931	5.48889	28.7971	6.54545	
11.7172	2.26667	32.2645	3.09091	
11.3908	1.13333	47.4384	7.68182	
3.97241	3.4	38.8333	6.92424	
5.23678	8.11111	37.3623	8.42424	
8.91034	1.51111	40.3116	7.57576	
8.45747	3.97778	41.3804	13.2576	
8.18621	2.51111	21.5036	12.9697	
12.5402	3.91111	25.9348	7.16667	
14.9287	2.33333	37.9638	4.77273	
13.1471	4.2	36.2681	10.1818	
9.62069	5.68889	43.1377	12.6515	
8	2.55556	32.8913	8.74242	
9.71034	7	34.8986	9.56061	
16.2322	9.02222	47.2572	11.3939	
8.86667	6.08889	21.2464	5.87879	
8.8023	0.955556	34.8696	9.83333	
14.6782	1.31111	36.1087	11.3182	
9.65747	8.31111	42.279	11.0909	
13.1471	9.55556	55.0145	9.4697	
13.0391	7.55556	48.6232	8.25758	
17.3218	13.4222	33.4601	13.7424	
8.61379	7.66667	31.2971	10.9091	
15.5862	2.48889	39.0145	11.697	
14.3931	3.66667	16.2899	7.5	
6.34023	2.31111	30.8877	7.28788	
20.1586	6.13333	36.6703	8	
7.28046	5.28889	26.6377	7.39394	
14.3126	8.08889	30.7971	7.0303	
9.81839	7.4	30.3986	6.9697	
14.9563	2.73333	33.0217	11.3939	
7.93563	2.04444	32.8188	5.71212	
8.5977	1.86667	40.2101	10.7121	
4.92184	3.17778	31.4058	9.92424	
10.2943	7.28889	29.692	8.27273	
9.09195	22.8	24.337	11.2727	
14.3632	5.71111	36.4275	11.4697	
10.8736	6.55556	36.9457	11.5909	
5.6069	1.51111	23.0072	4.87879	
5.45747	3.55556	37.2572	13.1364	
10.8713	7.22222	41.5942	6.65152	
5.3908	4.55556	35.9384	5.37879	
12.9931	5.57778	27.692	8.43939	
11.1931	13.7111	23.7355	10.8939	
6.06437	9.95556	23.1159	8.98485	
8.16782	2.75556	34.029	8.5	
9.02759	3.88889	22.7572	7.42424	
9.54023	4.31111	23.2609	6.68182	
10.1149	6.73333	27.971	8.48485	
8.38851	5.66667	50.2935	6.98485	
6.35402	7.88889	38.7246	15.2879	
14.9678	11.9333	39.4746	8.27273	
12.7678	2.33333	44.9674	9.37879	
11.377	7.71111	42.8152	10.5606	
8.63678	5.17778	29.0326	5.19697	
15.0092	0.955556	33.3333	14.5152	
13.0621	4.42222	20.1558	10.1667	
8.31494	4.86667	27.2246	11.697	
11.8782	1.37778	36.6377	8.81818	
4.58391	5.13333	25.5435	17.303	
9.50805	10.4889	47.5652	10.4091	
14.8598	9.31111	33.3841	5.39394	
10.6506	5.24444	52.1884	10.303	
8.62069	3.46667	36.2826	5.90909	
7.18621	3.46667	43.7536	4.43939	
13.2828	4.55556	34.337	9.24242	
12.7264	19.8	42.7717	9.19697	
10.2023	6.11111	41.2391	14.8788	
7.53333	2	33.1884	5	
17.3632	4.24444	31.9022	9.57576	
11.9172	8.08889	39.5616	8.78788	
10.8529	4.75556	32.587	8.39394	
13.4	2.55556	54.9928	8.09091	
7.31494	10.2889	25.721	8.33333	
8.61609	4.95556	43.2101	5.9697	
15.0276	8.04444	37.2862	8.89394	
8.6	6.04444	36.9746	10.4091	
10.7494	6.53333	22.2826	11.5909	
20.6759	1.93333	21.1775	11.4242	
8.85287	3.57778	24.6957	10.9697	
8.28046	2.71111	29.8514	6.5303	
7.75862	2.82222	34.9493	10.8788	
17.6828	5.33333	28.5036	8.68182	
11.0506	14	35.9239	7.93939	
9.62069	5.04444	26.7899	7.04545	
9.43218	5.17778	26.7391	9.81818	
5.68276	3.46667	28	12.5606	
9.49885	4.42222	49.1775	8.36364	
14.177	0.933333	25.1884	7.15152	
9.11724	2.26667	41.0725	9.16667	
9.4092	3.6	27.6449	7.65152	
13.9103	1.28889	31.8877	6.75758	
10.931	2.4	34.1014	10.2121	
8.94943	4.91111	28.7971	13.8939	
12.2828	5.31111	37.442	6.78788	
10.7862	3.13333	28.6268	12.4242	
13.5379	3.15556	38.5833	11.303	
9.38391	2.31111	31.029	7.87879	
12.5747	2.73333	36.9746	6.25758	
10.9655	1	27.0906	9.22727	
9.48506	7.97778	34.5072	8.28788	
10.1425	4.46667	37.1957	6.43939	
6.84598	8.53333	41.663	9.42424	
12.2598	3.97778	32.5399	14.5303	
17.6851	3.93333	34.0471	7.81818	
8.13333	1.73333	36.5109	8.72727	
12.2322	4.37778	31.5362	8.4697	
15.2391	4.86667	38.9928	6.21212	
4.9908	2.53333	39.3478	8.18182	
21.4644	7.11111	30.7536	11.8636	
5.65057	6.04444	38.5326	6.5303	
19.3586	3.95556	44.3696	12.5455	
8.3908	2.22222	40.3804	7.45455	
10.1333	7.44444	32.9239	7.43939	
11.3724	1.6	39.3986	5.12121	
4.72644	4	41.0906	10.0606	
7.9977	2.06667	49.3659	8.93939	
8.06207	3.06667	26.0725	9.66667	
4.63678	3.4	27.0833	10.2576	
7.09885	4.02222	36.6848	8.42424	
9.73103	1.11111	25.8768	11.8939	
6.45517	6.22222	41.7065	9.48485	
7.34943	2.53333	46.2283	6.59091	
8.58851	3.4	37.6703	9.74242	
10.8046	3.04444	33.413	12.7424	
10.9494	4.51111	36.0181	5.78788	
8.93103	3.68889	35.3152	7.51515	
5.77701	3.4	24.4855	10.3788	
10.2966	1.22222	31.3696	6.71212	
4.1908	9.2	42.6304	8.0303	
9.36782	7.13333	28.0761	10.0152	
8.03448	6.64444	23.471	8.81818	
8.4023	7.66667	23.2572	6.33333	
9.37241	8.88889	34.942	8.19697	
10.3126	2.2	29.9094	7.22727	
12.4	2.55556	40.663	5.75758	
8.02989	1.64444	32.5942	12.5758	
13.1287	3.22222	46.8406	6.98485	
15.1563	2.8	44.0362	8.15152	
7.05977	3.46667	53.2464	10.4394	
16.2736	5.62222	30.3406	7.9697	
9.49655	4.95556	35.8043	8.87879	
13.8414	2.55556	35.413	7.69697	
14.1862	4.68889	46.7391	5.12121	
6.57931	4.64444	36.9565	5.98485	
8.81839	5.26667	42.5507	10.1667	
14.0805	2.02222	36.8949	7.07576	
7.96092	9.37778	38.0725	7.42424	
10.3126	6.26667	41.0399	6.93939	
14.0115	7	29.9167	10.2273	
10.2345	4.15556	45.2536	9.9697	
10.2782	3.42222	40.3406	4.56061	
12.3931	8.2	44.7754	13.5606	
7.92644	2.68889	34.5507	9.60606	
8.76552	1.51111	34.8768	9.33333	
16.1034	9.06667	37.3261	9.24242	
10.8943	4.62222	37.413	9.39394	
17.8575	9.28889	33.2283	2.95455	
8.31724	5.91111	46.1486	9.15152	
15.0644	5.06667	39.7681	9.36364	
3.70575	1.46667	32.442	5.09091	
9.21839	2.88889	53.3623	9.09091	
11.2115	8.08889	24.7572	7.65152	
