ThetaTaj[0]	ThetaTaj[1]	ThetaTaj[2]	ThetaTaj[3]	
9.51264	1.93333	36.8007	4.80303	
6.02299	2.86667	33.5362	9.75758	
7.98851	6.62222	31.3623	9.21212	
9.97701	6.71111	33.721	5.13636	
4.68276	3.4	31.6268	13.6667	
8.8	2.33333	29.8007	9.43939	
6.37701	13.5778	45.0725	7	
4.68046	7.53333	42.1413	7.25758	
7.9977	8.6	39.5072	8.4697	
4.2	4.06667	38.7355	12.1667	
7.82529	3.28889	36.8152	7.4697	
6.47586	7.15556	34.4891	8.60606	
6.35862	1.95556	32.4565	5.40909	
11.4529	10.4	29.9819	7.68182	
17.3402	6.48889	42.5616	5.95455	
15.0322	3.4	31.2536	7.54545	
12.8966	1.71111	29.8188	9.48485	
12.4506	1.06667	32.6377	9.12121	
8.77241	1.2	44.7609	12.0758	
15.0621	4.33333	33.0543	6.51515	
17.5862	2.51111	38.3478	8.62121	
8.10345	5.86667	33.5942	9.37879	
7.04598	4.02222	30.3877	12.6061	
7.18391	6.28889	33.5507	4.22727	
3.26667	3.62222	29.3804	5.74242	
9.90345	3.22222	36.2645	8.22727	
7.43448	4.22222	39.0217	4.71212	
11.4713	4.48889	21.5471	6.65152	
9.55172	5.02222	26.0688	5.9697	
9.46667	4.64444	35.2428	7.31818	
8.7931	3.15556	18.558	6.86364	
12.5977	5.77778	34.9203	7.51515	
7.82989	3.62222	41.1522	7.16667	
9.69655	3.88889	26.1884	15.1364	
3.87586	4.66667	25.8116	9.01515	
12.3034	2.35556	37.1014	10.0152	
10.469	13.3556	41.942	8.36364	
6.14023	6.91111	30.4094	13.1515	
13.0897	2.93333	37.9601	6.62121	
16.0966	8.26667	27.3659	7.90909	
5.61839	4.77778	33.7935	8.25758	
9.61149	3	36.0942	4.83333	
12.3195	2.62222	35.0797	9.56061	
15.0253	2.02222	17.9891	6.57576	
6.77931	10.0889	22.2138	7.72727	
8.67126	5.24444	31.9022	10.8485	
11.3678	4.13333	47.4384	9.48485	
11.5885	4.44444	30.3007	9.42424	
5.07816	4.33333	44.8333	8.62121	
9.17241	3.71111	29.2935	6.54545	
6.15632	3.11111	28.5688	8.51515	
10.5402	6.42222	43.3478	8.5	
18.4575	2.88889	50.7536	11.6818	
8.85517	2.26667	32.3261	9.83333	
9.57241	5.06667	38.7464	8.10606	
8.50115	1.42222	34.3188	4.90909	
10.7379	8.02222	38.9384	8.13636	
15.6345	9.71111	39.0217	9.57576	
19.377	4.37778	35.8587	8.31818	
15.9862	5.57778	46.3333	12.7576	
11.0437	3.95556	30.1304	8.30303	
9.8023	5.4	41.7609	8.87879	
6.96092	7	45.8877	9.75758	
3.68966	3.33333	36.7391	7.98485	
13.5931	4.24444	25.0725	7.83333	
12.8253	1.97778	47.75	5.59091	
11.0391	5.82222	30.4022	7.21212	
6.9931	5.06667	43.4529	13.4242	
7.69655	6.71111	29.2246	9.5303	
9.50115	2.28889	39.442	5.86364	
11.7402	13.0444	29.8659	11.6212	
8.97931	4.26667	37.7935	12.5455	
7.30575	5.06667	39.5217	8.13636	
5.12184	3.17778	30.7717	6.65152	
5.52644	7.06667	41.337	10.3939	
11.1425	6.2	36.6522	8.19697	
11.6943	3.08889	34.8986	6.63636	
16.8552	3.13333	32.7536	9	
10.0598	4.08889	31.1486	5.45455	
10.3793	7.15556	32.3768	11.197	
12.2874	4.22222	46.221	7.74242	
6.33563	6.2	29.1014	10.7727	
10.7632	5.71111	38.4674	7.21212	
7.02529	5.4	25.7572	6.15152	
7.57701	3.08889	28.2319	8	
16.0138	4.57778	40.0616	6.95455	
13.9057	3.46667	35.2355	8.62121	
6.57241	5.93333	24.1993	10.5606	
14.9379	3.02222	35.6667	9.12121	
12.246	2.84444	41.6232	10.9848	
9.22529	6.64444	33.8913	10.697	
7.33793	2.95556	38.1123	12.2273	
12.1356	2.64444	30.9819	10.6061	
14.6368	2.44444	36.0833	7.28788	
9.34253	1.53333	35.1159	6.07576	
13.1356	4.42222	28.4384	9.18182	
18.5632	2.77778	40.6304	6.45455	
9.26207	7.46667	34.558	7.75758	
9.91494	4.11111	33.0399	6.92424	
6.70115	3.28889	35.9348	11.5	
7.69655	1.26667	25.7319	9.65152	
8.72184	12.8444	51.9891	8.84848	
13.246	3.86667	29.5797	6.09091	
11.1402	3.6	21.5507	7.78788	
12.5034	1.57778	23.9239	7.83333	
7.83448	5	29.0254	8.98485	
7.08736	1.73333	51.5942	9.93939	
7.97701	5.33333	43.1268	10.3939	
14.0506	0.911111	29.7645	6.33333	
4.96782	1.11111	43.6522	8.56061	
11.0851	3.13333	25.8514	7.4697	
13.4023	11.1111	42.4058	10.6818	
7.32184	3.88889	48.2174	13.0455	
11.1885	6.24444	44.6739	11.7576	
10.2	1.51111	36.8406	11.0455	
10.9632	1.53333	36.2826	7.01515	
9.38851	12.6889	24.2572	8.59091	
8.62989	9.44444	25.25	9.81818	
10.5379	2.84444	47.1087	5.13636	
5.52644	4.28889	34.7174	5.27273	
11.3931	4.46667	46.7754	9.16667	
13.4046	4.48889	33.6957	7.04545	
6.69195	2.95556	23.9746	6.66667	
5.54253	2.8	29.9384	12.0606	
6.92874	2.37778	41.5906	8.09091	
10.1034	9.15556	37.5761	4.56061	
10.1494	4.11111	37.4348	9.66667	
11.4874	2.84444	40.0507	15.4091	
17.908	2.4	28.5978	7.56061	
11.1885	4.13333	52.2138	5.16667	
9.31264	6.46667	35.6848	9.34848	
11.9241	4.02222	43.9891	7.86364	
7.94483	9.75556	34.2609	12.1667	
10.4253	8.91111	34.9855	8.06061	
10.8322	3.31111	55.1884	11.1212	
3.91954	4.84444	51.4638	9.27273	
10.1632	2.11111	35.0471	5.31818	
13.777	5.8	42.5797	8.92424	
17.5839	11.6667	43.7899	10.8636	
5.36552	2.6	26.7428	5.78788	
13.8598	4.6	21.9203	8.31818	
3.52874	5.42222	32.7754	7.24242	
9.12874	6	35.6558	12.1364	
13.3701	9	32.5616	6.33333	
9.7931	5.95556	31.692	8.54545	
12.4	3.62222	30.5761	11.2273	
4.23908	1.75556	47.8333	7.27273	
13.0989	2.6	31.5326	5.90909	
11.0621	7.4	25.971	9.0303	
15.2046	3.75556	43.9312	4.84848	
10.6598	10.1333	36.9058	8.06061	
2.82069	3.4	34.2681	6.60606	
2.17931	0.755556	34.4493	9.69697	
6.02299	1.06667	28.9457	7.5303	
14.4506	9.08889	20.6558	6.87879	
9.31034	6.37778	35.2572	8.62121	
16.869	8.37778	28.6051	7.54545	
7.68276	4.44444	34.6087	7.37879	
4.45517	3.2	28.4167	9.0303	
6.42299	5.22222	32.6051	6.5	
10.1494	5.08889	31.529	7.40909	
5.29885	4.2	26.2138	9.01515	
6.04598	3.2	37.9891	9.19697	
9.31724	4.86667	32.3551	7.09091	
7.46437	5.77778	23.0688	7.34848	
14.531	2.28889	28.0688	10.3485	
7.51264	3.97778	28.9565	9.9697	
9.51954	5.22222	37.0471	5.27273	
6.09425	2.2	35.9855	8.84848	
11.6483	0.711111	38.8949	11.8636	
6.32644	1.42222	35.9058	7.86364	
8.11034	1.42222	33.971	8.92424	
7.1954	6.84444	38.8696	8.48485	
11.2184	3.75556	43.0978	7.59091	
8.71034	1.26667	32.0543	8.87879	
8.71264	9.84444	30.6377	7.16667	
13.7057	2.22222	37.7283	10.2879	
13.0115	3.31111	29.0688	14.0758	
5.47126	6.11111	29.0543	5.59091	
5.93103	2.48889	37.5072	6.18182	
11.1471	1.88889	28.1123	8.36364	
5.74483	4.13333	44.5072	11.4848	
3.8069	2.33333	25.8152	7.69697	
11.0069	4.8	28.192	8.62121	
16.5356	5.2	44.7428	8.40909	
12.023	3.37778	34.0109	6.71212	
7.14483	4.6	30.9746	9.84848	
9.23448	5.6	35.1993	8.25758	
4.15402	7.31111	28.4819	6.93939	
10.1931	6.66667	19.4964	5.93939	
7.89195	3.82222	27.1051	5.98485	
18.3218	13.3778	25.2971	10.2576	
7.04598	12.7556	21.692	8.63636	
13.1885	4.2	24.8297	8.98485	
12.8759	7.06667	43.7971	9.5	
7.96782	3.68889	43.6884	8.21212	
8.94253	4.24444	40.2391	8.56061	
5.13333	2.86667	24.9058	8.68182	
8.13333	6.95556	37.3732	6.34848	
10.1218	17.2	41.25	4.72727	
10.4069	11.6222	27.192	7.42424	
16.1149	0.355556	43.058	7.13636	
15.8989	2.57778	32.3478	6.77273	
13.5862	4.33333	51.029	7.66667	
9.41149	2.64444	32.3732	8.74242	
14.4805	4.86667	35.0507	4.56061	
15.3977	0.555556	35.8043	10.5606	
6.11034	0.955556	39.1848	5.93939	
9.76552	2.42222	27.8152	6.9697	
5.78621	10.6444	31.3804	10.7424	
8.27586	5.4	34.6775	7.45455	
11.8667	3.86667	17.942	4.42424	
13.7908	3.91111	25.4094	4.98485	
8.34023	2.88889	34.1957	11.7424	
5.33793	1.91111	35.2101	7.71212	
4.57011	10.2667	34.1522	9.80303	
10.1517	17.0667	28.3986	8.69697	
19.0805	2.53333	54.1196	11.9697	
11.5103	4.73333	36.7826	11.6667	
15.1632	1.82222	42.0797	9.9697	
11.2115	5.86667	38.5145	9.66667	
11.1126	6.75556	33.1522	6.75758	
15.4161	2.2	34.3225	13.303	
14.4437	2.26667	39.0471	4.31818	
14.6	5.97778	20.1268	7.04545	
12.4092	5.53333	31.6486	7.51515	
7.31034	2.35556	32.4275	9.0303	
9.10345	4.24444	28.5761	9.77273	
6.43678	1.86667	24.5616	8.69697	
13.9862	8.28889	19.5145	6.60606	
10.0552	4.17778	38.7609	6.25758	
8.48966	4.82222	39.3696	8.89394	
6.81379	6.66667	26.587	5.4697	
10.1655	3.93333	31.5978	8.95455	
6.2046	2.93333	27.0978	8.13636	
9.72184	1.46667	30.6196	11.9697	
10.6667	0.466667	28.3804	6.62121	
3.74253	10.2667	36.5326	10.8636	
8.25287	6.11111	54.5797	7.66667	
12.8552	7.4	48.0978	5.39394	
11.2713	7.02222	37.308	11.3788	
8.56322	2.62222	30.1594	8.60606	
6.92874	3.8	33.9746	9.74242	
5.81839	1	26.1087	7.45455	
10.4667	10.0222	21.3188	8.34848	
10.6713	0.666667	45.8659	14.4394	
5.04598	1.24444	29.8696	7.54545	
7.73793	6.44444	42.6413	12.0303	
7.35632	2.08889	45.8007	5.43939	
4.4023	2.66667	39.1196	8.33333	
9.30345	3.86667	36.0761	8.68182	
12.3609	3.15556	42.5326	7.60606	
5.74253	2.51111	33.2065	6.75758	
8.4069	1.73333	27.5543	7.89394	
14.154	5.8	39.3152	13.197	
7.2092	1.35556	50.529	10.0606	
15.5264	2.64444	31.8007	12.0455	
13.3816	1.8	19.5036	9.81818	
14.6253	6.13333	34.5145	4.95455	
10.1287	6.93333	62.7355	12.3636	
7.6046	3.4	40.5145	11.9848	
7.16322	7.55556	40.5616	6.39394	
14.7954	4.11111	32.4275	7.89394	
12.0253	0.4	37.8442	12.2121	
21.1747	2.04444	39.4384	9.25758	
6.0092	7.44444	28	6.10606	
8.38621	7.48889	26.6304	8.42424	
4.44138	3.91111	26.3116	8.84848	
13.977	1	30.0906	9.83333	
10.7885	12.4444	20.6341	9.63636	
13.508	12.1778	36.6775	6.78788	
13.7103	3.8	38.9384	7.36364	
9.94483	6.42222	30.8877	5.56061	
14.9011	2.46667	33.3587	11.2727	
11.4759	2.42222	43.8841	8.92424	
14.9333	2.77778	31.8551	6.56061	
5.31034	12.7556	37.7754	7.30303	
14.3287	8.44444	69.2717	5.9697	
10.7586	4.11111	31.2609	6.81818	
8.7954	3.51111	37.5326	7.75758	
11.9448	3.73333	41.1812	13.2121	
4.43678	6.15556	28.4891	4.93939	
12.1816	16.9333	25.5362	10.1667	
8.97931	6.6	43.3587	11.3333	
9.9931	4.24444	64.3623	6.15152	
6.37241	3.46667	45.337	11.3333	
12.7126	4.8	36.8514	10.9091	
11.0782	3.82222	38.7681	9.78788	
17.2414	4.24444	30.4094	9.81818	
10.846	1	27.663	9.01515	
4.87816	3.68889	48.8188	12.9848	
11.6989	0.822222	32.8261	2.5	
9.02299	5.51111	33.8949	12.9091	
6.1908	3.42222	18.3623	9.78788	
12.354	3	34.1522	8.13636	
7.55402	0.6	49.1268	5.93939	
6.5954	1.35556	54.2609	7	
7.11724	5.17778	45.1232	11.6818	
6.26897	12.0444	35.0616	6.5	
9.56782	5.51111	29.3188	4.89394	
13.5678	2.04444	28.279	7.62121	
15.4782	5.73333	34.9891	8.90909	
6.16092	10.3111	28.3659	6.60606	
12.4276	3.82222	50.0254	6.01515	
10.3402	5.86667	36.7138	9.30303	
4.69195	1.26667	46.9891	9.24242	
13.6943	1.4	18.8949	9.16667	
5.49885	4.8	28.7283	4.98485	
10.1908	1.51111	32.9239	12.7424	
12.9057	1.62222	25.9855	9.51515	
9.25287	7.37778	32.2355	6.36364	
16.0345	6.24444	19.9275	9.77273	
8.93103	8.75556	24.9348	8.0303	
6.1931	3.37778	33.0725	7.57576	
11.8207	5.66667	30.1957	5.0303	
13.2391	5.35556	42.087	9.12121	
5.84368	7.51111	26.9384	9.98485	
12.7701	4.4	34.0145	12.9697	
16.1977	4.84444	34.6486	7.93939	
10.0943	7.06667	22	9.75758	
9.82069	6.82222	31.0435	7.25758	
16.177	8.17778	47.8442	8.18182	
4.74943	5.51111	36.3587	9.33333	
10.5747	4.91111	34.3804	9.37879	
14.2483	3.57778	37.2355	8.16667	
10.4552	2.53333	47.663	5.27273	
7.96782	1.51111	30.6051	8.06061	
15.3632	2.46667	39.8696	6.10606	
11.931	5.02222	21.971	7.90909	
6.18621	4.06667	38.9529	8.39394	
15.1517	6.82222	37.7391	6.12121	
6.56782	4.64444	35.8804	7.36364	
8.83218	5.37778	38.9891	6.22727	
11.4828	2.86667	41.3007	9.19697	
11.0897	3.22222	38.5036	6.72727	
11.9747	8.28889	31.0688	11.4848	
10.7264	4.28889	30.9928	9.39394	
7.87356	2.28889	34	7.66667	
10.6851	3.33333	41.4167	9.95455	
8.30345	6.8	32.6413	6.78788	
11.4483	6.08889	21.6739	7.13636	
10.1885	6.13333	33.721	6.31818	
7.97931	8.6	40.442	9.10606	
9.77931	7.6	45.3841	9.95455	
9.94023	2.84444	34.4565	8.65152	
11.646	10.1111	25.9167	6.15152	
7.58851	3.26667	47.163	5.0303	
8.18851	3.51111	33.9203	6.84848	
19.3609	3.35556	27.2572	8.21212	
9.32874	3.6	47.279	12.3939	
9.86207	7.24444	27.808	8.93939	
10.2897	5.4	34.721	7.9697	
15.6299	3.31111	27.8261	11.1667	
12.9103	3.62222	35.6413	9.19697	
8.70575	2.86667	37.3877	10.2727	
9.17701	4.37778	26.0471	7.21212	
9.52414	0.955556	30.1232	10.8485	
6.01149	9.73333	23.4529	5.72727	
14.8115	5.66667	32.0797	9	
12.9149	2.84444	23.5942	9.27273	
9.8	1.35556	29.9094	8.40909	
13.8	9.64444	43.9384	14.9394	
11.4368	1.88889	34.4239	5.40909	
5.07126	6.84444	42.6159	9.93939	
8.36782	1.66667	33.3406	5.56061	
10.4874	11.2889	39.3913	8.71212	
10.9977	2.2	31.5725	6.18182	
10.4184	8.51111	42.3913	6.92424	
10.1333	1.66667	32.6377	8.93939	
7.66207	2.46667	41.8949	6.68182	
8.3977	1.91111	32.2645	10.7121	
9.50345	8.35556	35.1341	7.28788	
13.508	3.53333	26.7464	7.36364	
8.91034	5.06667	46.6486	10.8333	
11.3172	7.84444	48.4855	12.7727	
15.377	2.77778	41.058	11.9848	
8.91264	5.82222	42.442	9.54545	
11.6943	3.2	33.7283	8.28788	
9.97931	4.8	36.9203	9.22727	
9.68046	8.84444	43.2319	8.31818	
14.2299	5.37778	34.5906	6.90909	
11.5126	2.46667	38.9384	9.62121	
11.3264	8.62222	36.5725	7.0303	
12.8851	4.8	36.9601	11.303	
6.75862	2.37778	21.0797	6.81818	
10.2759	3.13333	36.2609	11.7424	
5.31034	3.53333	32.2754	6.07576	
18.5103	5.75556	47.2428	9.5303	
12.3425	5.8	26.9746	5.34848	
9.54023	2.93333	36	7.63636	
11.4276	2.26667	39.0761	9.18182	
9.54943	4.02222	31.5399	8.22727	
8.23678	3.68889	31.1812	11.4242	
10.2989	3.46667	40.2572	7.63636	
10.1287	5.73333	45.9565	4.59091	
7.05287	3.66667	33.6884	8.01515	
8.03448	6.06667	42.2391	5.84848	
10.2368	7.71111	39.3261	6.92424	
16.8713	3.02222	33.75	13.0303	
5.5954	6.28889	36.779	8.81818	
12.8483	3.13333	38.7391	8.16667	
12.9425	4.48889	37.9891	5.51515	
6.04368	2.62222	25.5217	10.6061	
7.01149	4.31111	43.7609	6.63636	
10.7678	3.08889	32.5507	10.1667	
15.1402	3.77778	39.5109	10.3182	
13.292	1.93333	27.1812	8.0303	
15.1885	15.6667	27.9674	6.16667	
5.09425	8.93333	37.4022	8.62121	
10.2023	5.08889	35.8261	5.31818	
12.4713	4.26667	33.5326	9.74242	
13.0161	2.08889	31.3152	7.04545	
11.9885	2.77778	31.1848	9.77273	
3.70115	6.22222	37.2971	6	
8.10345	10.6889	31.3406	8.19697	
8.05747	4.97778	34.5109	6.15152	
13.7034	2.71111	28.9565	5.75758	
6.7954	4.08889	29.8478	6.04545	
10.6828	6.6	63.6087	6.77273	
6.76322	4.42222	45.1667	10.1667	
7.3908	1.55556	40.9565	8.04545	
9.07816	1.88889	39.0652	7.07576	
12.0345	4.55556	46.4855	12.3333	
6.06437	8.53333	27.3043	5.39394	
11.5586	2.06667	26.7174	10.3485	
10.3287	1.95556	35.6232	4.78788	
13.1126	17.6222	39.8986	6.98485	
7.90805	4.73333	38.5217	8.63636	
9.45517	5.26667	40.9203	11.0758	
6.88506	5.62222	35.5688	6.83333	
12.9517	3.77778	42.9529	9.06061	
4.67126	1.97778	39.6268	10.8636	
10.7011	2.28889	35.1341	8.10606	
5.36552	4.95556	27.8297	7.98485	
4.4023	2.42222	40.0072	11	
13.7724	4.31111	21.1884	12.697	
7.23678	6.24444	25.4275	8.07576	
12.5678	3.33333	38.8696	9.18182	
10.954	7.06667	30.9493	10.1667	
7.48276	8.62222	36.0072	6.57576	
7.01379	7	36.3225	7.77273	
5.65977	6.17778	35.3116	8.84848	
7.35402	4.71111	36.8659	9.09091	
12.8874	5.2	24.1884	6.40909	
14.6713	6.2	29.721	9.59091	
7.9908	6.06667	31.5	11.1061	
11.1448	7.37778	39.4855	9.15152	
6.33793	11.6889	37.558	8.81818	
5.48046	7.42222	24.3623	9.9697	
8.15632	7.06667	32.4964	9.12121	
6.34713	5.37778	28.3297	7.45455	
7.63678	5.24444	16.9493	11.8636	
9.34713	3.42222	42.663	10.7576	
6.41839	4.31111	28.4022	6.56061	
20.1241	2.73333	32.4674	4.98485	
9.14253	6.2	28.663	7.75758	
8.82989	4.75556	44.8225	6.42424	
7.21379	3.42222	35.0978	7.84848	
5.82529	10.3333	40.221	3.0303	
6.34023	2.91111	33.1341	9.42424	
8.08276	6.2	18.0761	8.60606	
22.023	1.88889	36.2754	8.81818	
5.46207	2.71111	42.1486	6.86364	
9.15172	7.08889	33.8732	9.80303	
5.98161	4.44444	45.8297	7.80303	
6.04598	4.48889	22.2246	13.697	
16.3563	2.68889	35.5181	6.86364	
9.44138	1.97778	34.5254	7.12121	
10.469	5.46667	38.7826	11.1364	
8.14483	12.0667	39.4783	8.72727	
10.4115	8.4	41.4493	11.303	
6.71724	3.57778	24.3333	5.51515	
17.4851	5.04444	34.2754	5.65152	
7.4023	4.66667	34.1884	7.4697	
3.90575	2.62222	31.8587	6.59091	
5.94943	3.75556	29.9094	3.51515	
9.61149	5.02222	33.0217	3.06061	
11.2184	4.37778	37.7428	10.5909	
8.41839	4.26667	46.9964	13.1061	
15.8713	3.86667	36.5507	8.62121	
4.6023	4.35556	30.6123	7.86364	
6.65977	1.66667	32.9167	8.27273	
6.78391	1	37.9855	7.51515	
10.2483	7.6	24.3152	11.3485	
12.731	8.82222	21.9022	7.89394	
9.9908	5.68889	47.5543	6.89394	
12.5678	6.13333	29.2899	9.65152	
6.23218	2.53333	39.6775	5.42424	
4.87816	5.95556	50.1594	8.18182	
8.63218	10.9556	22.4094	5.30303	
12.1218	8.26667	37.2717	5.04545	
8.33563	5.93333	40.4094	5.80303	
12.8575	7.6	22.0797	8.75758	
21.154	6.46667	31.2174	4.72727	
8.3931	3.84444	37.8442	10.6667	
8.84138	10.2	39.1739	14.0152	
3.7908	2.97778	46.2826	6.68182	
12.1172	9.02222	29.2681	5.06061	
4.29195	2.22222	34.087	11	
5.65057	1.53333	31.7971	13.2121	
3.63218	1.57778	39.3659	7.56061	
5.37701	5.15556	45.6667	10.1667	
9.14483	3.95556	31.2101	8.80303	
6.28506	3.64444	33.2355	7.72727	
11.469	3.75556	24.4928	9.74242	
13.7954	11.0222	43.7572	7.4697	
13.2138	3.48889	36.6486	6.25758	
9.35862	7.62222	28.3406	9.16667	
11.423	2.28889	28.4167	12.9848	
10.8046	6.17778	36.3514	13.9242	
10.7356	2.42222	25.5435	14.4394	
9.1977	6.42222	37.1594	10.4394	
4.35862	5.73333	49.6159	8.69697	
10.8759	9.64444	54.2536	16.5455	
8.61839	3.75556	30.7029	4.74242	
9.48736	6.08889	26.8225	6.01515	
11.0621	3.35556	28.5254	6.13636	
16.2207	2.75556	35.0181	8.0303	
11.3402	5.91111	38.5652	6.54545	
10.6736	9.71111	31.7681	9.18182	
6.46667	3.93333	38.5181	7.19697	
11.8552	8.71111	38.4275	7.25758	
18.5632	4.57778	26.2862	5.90909	
7.5908	7.26667	26.6087	8.10606	
9.1954	12.3556	42.4167	5.92424	
6.5931	2.17778	23.8333	8.19697	
16.5172	5.73333	41.2826	10.0909	
5.37931	2.6	33.8007	5.06061	
13.623	5.15556	26.5217	8.81818	
10.5655	4.44444	28.6667	7.78788	
12.1954	3.95556	13.6341	10.8182	
9.77471	8.48889	31.0326	8.92424	
13.492	16.2444	23.192	12.3333	
8.83908	2.31111	35.7065	5.87879	
14.1931	0.2	46.1993	6.45455	
13.9218	7.28889	28.6232	6.65152	
14.8115	2.28889	19.4312	6.56061	
14.5471	6.48889	38.8442	7	
11.0299	5.8	49.8514	14.1061	
9.54023	3.75556	30.3152	6.75758	
9.68506	6.33333	26.8696	7.5303	
9.28736	7.8	36.8696	3.06061	
6.5931	2.06667	27.8551	10.1818	
15.4184	4.06667	36.1957	9.06061	
12.3632	5.55556	41.3261	7.37879	
2.32414	7.26667	37.7246	9.83333	
7.77931	3.66667	29.0072	5.63636	
3.50575	4.88889	53.4819	14.5303	
14.5425	3.4	41.4457	7.93939	
10.8161	5.31111	24.4384	7.57576	
6.73333	3.53333	51.5906	5.86364	
2.9908	4.48889	36.3152	9.5	
13.3011	2.37778	49.9964	8.13636	
6.61149	0.4	26.3659	8.33333	
16.9402	12.3778	39.6486	4.72727	
13.2092	3.08889	32.8478	12.8788	
9.71264	2.4	30.1377	8.60606	
15.7126	7.86667	43.1051	9.80303	
16.1632	6.4	39.4457	9.83333	
8.46667	4.84444	39.7283	5.92424	
10.8598	1.62222	29.4058	6.34848	
4.82069	3.13333	40.529	9.57576	
8.26897	4.93333	28.1594	8.01515	
11.2805	2.66667	31.0181	11.2879	
12.7632	3.64444	31.6848	8.9697	
10.0805	2.88889	30.7609	10.2727	
8.88506	4.31111	46.4457	6.04545	
13.0322	1.28889	31.2283	10.7273	
7.12874	4.33333	41.2899	14.0303	
14.708	2.53333	41.9275	11.1212	
8.97471	5.62222	36.6232	9.93939	
7.22529	5.53333	26.1558	8.4697	
9.10575	7.73333	46.587	9.77273	
16.1471	8.22222	29.0543	6.30303	
11.5126	1.86667	56.8551	9.87879	
10.623	3.26667	22.25	7.06061	
12.0115	2.26667	32.7319	10.6515	
11.9149	3.73333	41.9348	11.3333	
13.0069	1.68889	41.1993	6.65152	
8.49425	6.53333	44.4928	8.78788	
10.1494	2.55556	22.7971	8.48485	
10.9264	6.11111	38.1413	10.3636	
6.58621	4.28889	36.3986	4.27273	
6.8	1.68889	37.7754	11.303	
3.83218	2.82222	34.7572	8.5303	
11.4966	4.31111	25.192	9.74242	
11.0805	4.82222	47.4783	9.19697	
9.85517	3.22222	53.692	8.0303	
5.47586	4.68889	20.6341	14.4697	
8.70805	2.17778	50.308	7.92424	
6.93563	2.75556	37.8986	5.36364	
12.7701	4.08889	30.6739	7.59091	
7.43448	4.26667	27.5725	7.87879	
12.7356	3.68889	41.5072	7.83333	
10.4966	6.11111	18.8841	8.59091	
11.8437	2.35556	34.837	6.54545	
5.88736	6.93333	32.6087	10.4848	
10.5425	5.53333	35.0036	8.45455	
9.76782	8.6	25.4275	10.2879	
9.4046	2.62222	39.5507	10.0455	
9.68966	7.46667	43.6304	4.84848	
6.64138	5.51111	32.7029	8.4697	
9.28276	4.86667	27.5399	7.18182	
6.06897	9.28889	24.4638	6.12121	
11.2805	6.06667	21.5507	9.56061	
6.51034	7.37778	33.1522	7.0303	
13.7425	9.11111	40.442	19.197	
13.246	5.02222	42.9891	4.60606	
