FFn[0]	FFn[1]	FFn[2]	FFn[3]	
-0.362284	0.847328	-0.174628	-0.374619	
-0.173845	1.0282	-0.787155	-0.585393	
1.15498	-1.53188	-1.26539	0.154891	
-0.78206	0.409602	-0.266458	0.644605	
-0.528745	0.577557	0.709311	-0.680018	
0.216787	0.698415	0.31109	0.579996	
0.515723	0.873151	0.261512	0.834031	
0.125485	-0.795516	0.605046	-0.0643346	
-0.82423	-0.795516	0.477257	0.23738	
0.664788	0.772876	-0.236814	-0.23851	
0.780026	0.681563	0.611967	0.0446151	
-0.131564	0.271929	0.195033	0.0938216	
-1.13788	1.52647	0.64602	0.722599	
-0.457527	-0.256682	-0.106025	0.146948	
0.1619	-0.66961	-0.521937	0.919933	
-0.939756	-1.72876	-0.03066	0.0219305	
0.219224	0.325751	0.156359	0.147868	
-0.0623031	-0.919281	-0.913448	-0.512407	
-1.17286	-1.40038	-0.296705	0.411458	
-1.72397	0.286529	-1.03615	0.23106	
0.159619	0.0890331	-0.495817	-0.768955	
0.82283	0.939429	0.643857	0.179128	
-1.12944	-0.64824	0.277865	-0.122378	
0.0668751	-0.389278	0.20966	-0.670149	
0.372567	0.433272	0.212497	-0.7921	
0.081121	1.46806	-0.989024	-0.797932	
-0.7255	-2.54506	-0.701166	-0.635769	
-0.533806	0.428587	0.152539	0.52948	
0.722036	0.902531	-0.63986	0.280152	
0.226831	1.59858	-0.570923	0.355851	
0.436174	-0.828908	-0.429617	-0.520205	
0.952332	0.527588	-0.184884	0.0436873	
-1.19193	-0.472785	1.04244	0.434794	
0.0416974	0.851953	0.630288	-0.484	
-2.14378	-0.623785	-0.553905	0.0644317	
0.228616	0.689748	-0.080071	-0.0134317	
0.0599608	1.49656	0.439878	-0.628675	
-0.539193	1.40363	-0.0736457	0.1898	
0.707019	0.684028	0.399211	-0.643346	
0.689388	-0.812088	-0.91596	-0.573435	
0.466812	-1.48078	1.02096	1.14916	
-0.542978	0.399308	0.0793526	0.692544	
1.03383	0.526153	-0.333125	-0.240116	
0.0958885	-0.422932	0.264088	0.422973	
-2.28815	-1.29372	-0.30433	0.769396	
-0.623683	-0.793522	0.0515393	0.0998072	
-0.546559	0.896567	-0.0573364	0.433621	
-0.0709497	-1.34269	-0.0747738	-1.17231	
-0.0735079	-1.68369	-1.87831	-0.292405	
-0.392259	0.35943	-1.01353	-0.536401	
0.678417	0.460027	-0.537294	1.12695	
-0.252662	-1.47396	0.247754	0.416704	
0.780481	0.995844	0.745433	0.356172	
-1.01565	1.82894	0.199271	0.227063	
0.692051	-0.830865	0.209852	0.226571	
1.48035	0.870546	-0.684476	0.0823674	
-0.310206	0.0119387	0.0325576	0.666925	
0.79755	0.296069	0.0446208	0.999079	
-1.01628	1.4635	0.626176	-0.118869	
0.57464	1.63157	-0.285307	0.339456	
0.387055	-1.19665	-0.32089	-0.321234	
0.0108683	-0.731435	-1.50537	-0.894592	
0.776259	-0.381645	-0.0417648	-0.127284	
0.710757	-0.588454	-0.00685345	0.116429	
0.380611	-1.81012	-0.859235	1.16938	
0.140867	0.0415052	0.481236	-0.4493	
0.668012	0.96382	-1.20006	0.228354	
0.215072	0.515045	0.0546436	-0.690447	
-0.186797	-1.87297	0.305361	0.241212	
-0.149773	0.260368	0.900216	-0.63503	
-0.45327	0.97236	0.167431	-0.029601	
-1.80888	-1.17337	-0.138299	0.456648	
0.315585	-0.207526	-0.0504539	0.727791	
0.283119	0.897786	-0.630771	0.884197	
0.593283	0.620233	0.489033	-0.0173448	
-0.933812	-0.235893	0.622893	0.391025	
0.394891	1.07624	-0.149714	-0.619403	
0.926797	1.19582	0.18501	0.265698	
0.285121	-0.793312	-0.87831	-0.220424	
-0.997028	0.0641116	-0.541897	-0.431328	
0.234805	1.22787	-0.126959	0.352743	
0.942343	-0.102363	-0.89205	-0.126461	
-0.2551	-0.286503	0.346254	0.668902	
-1.35272	1.14596	0.0921162	0.0367418	
-0.484342	-0.340306	0.433227	-0.292239	
-1.0284	-0.714551	0.273604	0.481851	
-1.42982	-0.394309	0.442504	-0.755881	
-0.0548352	-1.79373	-0.241817	0.551127	
0.232514	-1.00798	0.412954	-0.66626	
-0.654242	-1.44701	0.253858	-0.859057	
0.112674	-1.00285	0.286723	0.432042	
0.27281	0.336032	0.072493	-0.0597672	
0.739423	-1.68933	0.286367	0.406937	
1.22912	-0.708654	0.146639	0.715957	
0.557573	-0.967036	-0.311162	0.218836	
0.449582	0.615194	0.214733	-0.131583	
-0.0709934	-0.553238	0.880022	0.048305	
-0.506646	-0.0641116	-0.432922	0.461445	
-0.550722	0.675061	0.19713	0.392672	
0.353467	-1.53167	-0.0482658	-0.0550338	
-1.36293	-1.71902	0.446492	-0.431011	
1.7425	0.131326	0.675751	0.778323	
-0.13023	1.00596	-0.371004	-0.241771	
0.109213	-1.79925	-0.315371	-0.635865	
1.25381	-0.708968	0.493469	-0.762543	
0.970432	-2.17902	-0.249598	-0.273046	
0.945112	1.29054	-0.52808	0.355963	
-0.302086	0.23767	0.0501518	-0.094479	
0.960528	-1.11149	0.529723	0.186552	
-0.243941	-1.39664	-0.962551	-1.31253	
0.62342	-0.110335	0.316983	-0.177555	
0.677931	0.334284	-0.730533	0.387578	
1.78845	0.887935	0.367195	-0.768954	
-0.310991	0.908683	0.206142	0.325399	
-0.237024	-1.8438	0.55232	0.300665	
0.574677	1.22635	0.235109	-0.248007	
-0.125426	1.34093	0.0865735	-0.784524	
0.427448	0.360144	0.0341209	1.17935	
-0.111947	-0.399688	-0.43619	-0.337414	
0.731976	1.23346	-0.37684	-0.210192	
0.183633	0.686962	0.25438	0.392186	
0.475515	-0.0706107	0.606791	-0.433246	
-1.70641	-0.0464702	0.230399	0.814026	
-0.636768	0.0890331	0.599525	-0.128159	
0.178369	-1.57102	-0.150927	-0.287751	
0.467225	-0.298695	0.652447	-0.170438	
0.97933	-2.17902	-0.297615	-0.0226076	
-1.04773	-0.260008	0.703753	0.924761	
-0.101411	1.00958	0.370111	-0.830735	
-1.78209	0.025443	0.182757	0.688891	
-0.858463	0.565387	-1.05234	0.353987	
1.39334	0.458291	-0.298874	0.133715	
0.872986	-1.9338	0.880296	-0.103508	
-0.420313	-1.68933	1.22656	-0.216514	
-1.01826	-0.491076	-0.472207	0.424005	
-1.27367	1.75323	0.689318	-0.164166	
0.771145	0.776718	0.195155	1.15434	
1.61052	-0.735568	-0.504539	-0.619477	
1.07057	0.253517	-0.059148	0.431716	
0.507527	1.54077	-0.495914	0.880736	
-0.0175754	0.772305	0.393092	0.327032	
0.0868859	0.296069	0.139539	0.817506	
-0.27479	-1.45268	0.495947	-0.733202	
0.659382	-2.31704	-1.28673	0.610548	
-1.46268	0.580236	-0.649584	0.358299	
0.362184	-1.12224	-0.119803	-0.0100772	
0.980208	0.44964	-0.168351	0.314655	
0.68388	-0.276851	-1.30748	0.615996	
0.926294	-1.62991	-0.253591	0.0845741	
-0.840748	-0.04002	-1.33389	-0.329132	
0.073737	-0.391124	-0.615049	-0.11227	
1.13809	1.06837	0.167254	0.619817	
1.02342	0.453787	1.01898	-0.253958	
-0.828674	1.01784	-1.2086	-0.0121679	
1.19822	1.33668	0.0592981	0.676983	
1.28768	-0.951569	0.299323	-0.0497948	
-0.0642037	-2.24014	-0.175741	0.349616	
-0.743756	1.21959	-1.05648	-1.06852	
-0.118428	0.94098	0.489981	0.141284	
-1.21148	-1.89731	0.434378	0.435197	
0.382418	-0.495856	-0.0466961	1.19632	
0.292946	-0.321419	-0.251324	-0.296246	
-0.397066	-0.751088	0.173543	-0.614678	
0.247911	-1.12224	-0.882521	-0.177318	
0.588267	-2.09431	0.0232685	-0.253379	
0.530458	-1.0567	-0.286912	0.799158	
-2.02632	1.33783	0.642326	-0.261118	
0.291135	0.503077	-0.240187	0.128253	
-0.599479	-1.73174	0.193153	0.00546889	
0.853709	0.459531	-0.499511	0.356527	
0.663522	-1.19661	0.70827	-0.127829	
0.187453	-1.27511	0.352908	0.0585098	
0.397638	0.70657	-0.319562	0.286414	
0.430884	-0.519845	0.460784	-0.830383	
-0.623358	-1.31436	0.0637944	0.825827	
1.11057	-2.25031	0.631771	-0.137019	
0.650912	1.43275	-0.0781476	0.676908	
0.109682	0.881598	-0.60026	-0.91331	
0.415503	0.615194	-0.192503	-0.844943	
-0.818556	1.10026	0.200663	-0.273138	
0.162944	0.212834	0.693117	-0.249573	
-0.627301	0.0551647	-0.116686	0.203742	
0.298817	0.283189	-0.0514293	-0.243994	
0.639886	-0.429849	0.243918	-1.04323	
0.593339	-1.98859	0.246443	-0.264008	
0.555664	1.03741	-0.829754	0.654899	
0.606687	0.687436	0.641704	0.546911	
0.33784	0.379133	-0.763017	0.725342	
-0.299955	0.655667	0.222219	-0.0449368	
0.0165797	-1.15413	-0.136538	0.382264	
0.616575	0.695923	0.280453	0.151814	
-0.132197	-1.55313	0.28897	-0.325698	
-0.365799	-0.531115	-0.0941727	0.156704	
0.406398	-1.29372	-0.555489	0.220422	
-0.611437	0.709446	-0.0314515	-0.820564	
0.811872	1.06837	0.0216739	-0.288434	
1.04248	-1.20435	-0.301114	-0.233478	
-0.247631	-1.39734	-0.344339	0.0264907	
1.74892	1.79745	0.748038	0.405427	
-0.445776	-1.2347	0.373185	0.679682	
-1.09539	1.03691	0.458475	0.686166	
0.115508	-0.55515	-0.842183	0.456886	
0.777841	1.12192	-0.102356	-0.0655531	
-0.0745937	-2.4683	-0.585038	-0.0536401	
0.103417	0.915847	0.775298	0.483296	
-0.320548	-0.55515	-0.205228	1.07207	
-0.5669	-0.535914	0.969891	0.433246	
-0.245484	-1.47396	-0.761108	0.332808	
0.619512	-0.109982	-0.60498	-0.00856241	
0.112117	0.318258	0.153404	0.00570827	
-1.03496	0.379113	0.502489	0.504759	
0.227074	0.502465	0.24758	0.421388	
1.1861	-1.41758	-0.602768	-0.587029	
-0.23672	0.271788	0.754882	-1.17735	
0.0114448	-0.766758	0.215666	0.311582	
-0.238858	0.673172	-0.543182	-0.691867	
-0.276335	0.127048	0.379454	0.839474	
1.46149	-0.00539644	-0.393319	-1.54423	
0.115833	-2.09431	0.568583	0.191349	
0.0997784	0.895069	0.208013	-0.211266	
-0.238836	0.356133	0.302667	-0.0780518	
-0.584966	-0.13613	0.356272	0.272148	
0.256674	1.48164	0.400341	-0.228408	
0.109459	-0.764437	-0.44954	0.124866	
0.941058	0.661944	0.5606	-0.0771739	
-0.307311	0.503772	-0.585445	-0.257684	
-0.416356	-0.281649	-0.593202	-0.539242	
0.117058	-1.19665	-0.260406	-0.49358	
0.261443	-0.380684	-0.294303	-0.00378439	
0.0890313	-0.970129	-0.418502	0.165671	
0.735597	-0.0464702	0.10769	0.402433	
-0.629282	0.900683	0.245802	-0.466676	
-2.54759	-1.61123	0.102641	0.676065	
0.363949	1.03612	0.565741	-0.123223	
0.360394	0.251491	0.0748602	-0.373393	
0.731844	1.00352	-0.566408	0.879958	
-0.250119	0.192565	-0.292041	-0.579052	
1.01284	0.165494	1.25577	0.291398	
0.0415769	0.798001	0.091561	0.00365509	
-0.955284	-0.413085	0.155226	-0.59782	
-0.548013	0.478141	0.0587947	-1.88812	
0.955364	-0.195198	0.315563	0.540813	
0.28984	-0.945569	0.264023	0.160691	
1.19106	-1.8448	-0.823791	-0.459005	
0.839617	0.617703	-0.699124	-0.565119	
-1.8968	-0.00877395	-0.291157	0.0573756	
-0.196647	-0.080418	-0.0250149	-0.605294	
0.530591	-0.069248	-0.155809	0.0803454	
0.461026	0.638721	-0.477351	0.113479	
0.0534479	-1.41758	0.214585	0.0770882	
-1.36889	1.22187	0.0337809	-1.18361	
0.0558764	-2.12879	-0.10235	0.321297	
-1.15229	0.123499	0.257388	-0.593982	
-0.0850842	-1.8664	-0.761479	-0.514578	
0.533177	-0.755501	-0.0915983	-0.0766392	
-1.17331	1.11466	0.904914	-0.450953	
-0.332986	0.244017	0.519573	0.673012	
-0.956818	-1.8179	-0.183631	-0.440849	
0.0498159	-1.2347	0.450736	-0.203392	
0.928908	-2.44805	0.350927	0.635978	
-1.00617	0.0610187	-0.525699	0.394514	
0.605553	-0.340253	0.236716	0.0347513	
-0.3012	-1.83541	-0.186294	-0.750842	
0.818596	1.84169	0.204385	0.757883	
-0.421711	0.0644706	0.244276	-0.215903	
-0.0319293	-0.808775	0.594059	0.709212	
-1.08286	-0.731749	-0.263793	-0.562937	
0.560088	-0.481438	-0.337939	1.0508	
-2.14129	0.579028	0.4397	1.03792	
0.145545	0.231178	0.456499	-0.0230757	
-1.2451	-0.114883	-1.18964	0.108486	
-1.30554	-1.66518	1.10145	-0.104292	
0.14933	0.693827	-1.26403	0.864428	
-1.18477	1.47668	-0.299839	0.287374	
-0.412898	-0.613339	0.253108	-0.509559	
0.759604	0.34259	0.0960049	-0.109218	
-0.179398	1.21587	-0.145603	-0.76633	
-1.0109	1.01688	-0.261003	-0.086135	
-0.0289427	0.625987	-0.493596	-0.41473	
0.985305	1.32827	-0.0215619	0.29266	
0.842041	0.607099	-1.01423	-0.00149242	
0.123674	-0.0216636	0.369805	0.49062	
-0.288127	-1.80673	-0.0981366	1.16607	
-0.415533	1.20835	0.0815251	0.139341	
-0.239908	0.855636	0.901212	0.0878199	
-1.06353	0.652306	0.27571	0.256597	
0.428969	-0.202072	-0.383235	-0.143558	
-0.286106	0.98855	-0.384807	-0.715345	
-0.51519	1.68115	-1.32904	-0.401996	
0.102702	0.685346	0.801997	-0.620597	
-2.44168	-1.13865	-0.251274	0.826419	
1.067	0.984944	-0.132593	0.336936	
-0.0791292	1.21573	-0.985198	-0.501159	
0.188527	0.062059	0.0560783	0.362657	
-0.754109	-1.44178	-0.386331	0.423839	
-0.337425	-0.0576506	0.401706	-0.829434	
0.311015	-0.263093	-0.0527639	0.323177	
-0.588363	-0.547551	-1.87086	-0.213048	
0.576093	-1.2347	-0.553247	0.552521	
-3.15457	-1.8664	0.301817	-1.14667	
-0.077741	0.75582	-0.608325	0.542885	
-1.33547	0.559196	0.494929	0.0782107	
-2.15193	1.37063	-1.44352	0.619719	
1.34656	1.44458	0.199564	0.470784	
-0.163981	-0.388008	-0.786797	-0.645869	
-0.020771	0.0137036	0.205227	0.0173448	
0.640616	1.44567	-0.339763	0.223469	
-0.613834	0.511985	0.151238	0.536589	
-0.0102011	-1.75384	-0.141655	-0.217478	
0.100283	-0.304899	0.729276	1.03783	
0.729736	-0.202622	0.333844	0.499951	
-2.45663	-0.413085	-0.31719	-0.964848	
-0.805292	-0.755133	-0.458172	0.278949	
0.451487	-1.99212	-0.445383	-1.33036	
0.380202	0.537825	0.0515736	-0.163799	
-0.0471075	0.213705	0.351552	0.781693	
0.753064	-1.89196	-0.105878	-0.343061	
0.157091	-1.78604	-1.21973	0.0918546	
-0.0183785	-0.55515	-0.649066	-0.393318	
0.389553	-2.17902	0.936117	0.206925	
-0.160988	1.00721	0.380011	1.1999	
0.270592	0.56028	-0.362783	-0.0616738	
-0.211982	-0.953144	1.06583	-0.0761081	
0.875801	-1.66038	-0.438386	0.598718	
-1.29116	0.393978	0.351517	0.449248	
0.27294	-2.53275	0.195085	0.318563	
-1.35229	0.878311	-0.352271	-0.761132	
-0.0550912	-0.398541	-0.383952	0.374773	
0.335046	0.664624	0.400767	-0.530682	
0.264892	0.346102	-0.147555	-0.179204	
1.16957	0.973632	-0.194039	-0.407542	
0.27207	0.437074	0.135608	0.209321	
0.163305	0.700392	-0.313431	0.607826	
-1.51368	1.11627	1.00363	0.232817	
0.480782	1.58833	-0.599777	-0.519098	
-0.802486	-1.55734	-0.0958323	0.793192	
-0.035618	-1.59382	-0.525856	0.039936	
-1.43842	-0.138351	-0.716325	-0.551387	
-0.31888	-0.496472	0.288987	0.422763	
-0.736727	-1.77338	0.688807	0.0825178	
-1.6976	0.0154901	-0.176646	0.227012	
0.364761	-0.755133	-0.520493	0.359461	
0.700989	0.43241	0.223806	0.543713	
0.0715835	1.64977	-0.291135	-0.211923	
0.550661	-0.783099	-0.252125	0.793886	
0.35125	0.262652	0.187161	0.678803	
0.55551	-0.22145	0.576275	0.514162	
-0.859423	-1.66518	-0.293204	0.161439	
-1.4655	0.580119	0.155545	0.976741	
-0.128096	-0.317733	0.652463	-0.577219	
0.442132	1.28428	0.664999	0.33421	
0.152166	-2.37301	0.203114	0.79073	
-0.0264269	0.16729	-0.620263	0.536401	
-0.545502	0.657181	0.531756	-1.42041	
0.895704	-2.2227	0.250995	-0.579886	
0.302837	0.890615	-0.026282	-0.155211	
1.06322	0.889336	0.812362	-0.814244	
-0.600245	0.116175	-0.0967154	-0.190044	
0.260648	1.23171	0.743748	0.158405	
0.940464	0.270163	-0.367318	-0.786314	
-0.708998	0.198702	-0.876501	-0.447296	
0.538865	0.796967	0.874425	0.986873	
-0.757852	-0.28056	0.0491727	0.143807	
0.388604	0.282418	0.372268	0.411459	
-0.520749	-0.8027	0.0570734	-1.98143	
1.38321	0.377751	-1.25871	1.09514	
