B[0]	B[1]	B[2]	B[3]	
0.111111	0.384615	0.151515	0.347826	
0.119048	0.2	0.224	0.08	
0.0540541	0.296296	0.123077	0.121212	
0.15	0.272727	0.133333	0.181818	
0.0681818	0.142857	0.0995025	0.103448	
0	0.0714286	0.15528	0.0769231	
0.0227273	0.333333	0.137405	0.125	
0.125	0.526316	0.219858	0.2	
0.226415	0.357143	0.257576	0.222222	
0.037037	0.222222	0.038835	0.0555556	
0.222222	0.2	0.108911	0.15	
0	0.333333	0.113208	0.0740741	
0.322581	0.294118	0.113636	0.2	
0.228571	0.4375	0.112903	0.111111	
0.121951	0.1875	0.290323	0.307692	
0.113208	0.3	0.148148	0.222222	
0.05	0.428571	0.24026	0.157895	
0.146341	0	0.241667	0	
0.12766	0.631579	0.12	0.363636	
0.292683	0	0.118056	0.0714286	
0.0789474	0.185185	0.151261	0.12	
0.315789	0.666667	0.165517	0.208333	
0.2	0	0.0956522	0.230769	
0.0869565	0	0.211538	0.0869565	
0.134615	0.588235	0.209302	0.142857	
0.0571429	0.111111	0.259542	0.0689655	
0.078125	0.333333	0.163043	0.142857	
0.147059	0.214286	0.138462	0.0555556	
0.1	0.25	0.133929	0.12	
0.08	0	0.125	0.277778	
0.166667	0.0714286	0.122807	0.157895	
0.125	0.0909091	0.102804	0.0714286	
0	0.571429	0.19697	0.153846	
0.0882353	0.0833333	0.195312	0.047619	
0.153846	0.615385	0.0808081	0.25	
0.0851064	0	0.25	0.333333	
0.0571429	0.3	0.105263	0.111111	
0.142857	0.266667	0.155172	0	
0.0967742	0.4	0.15625	0.272727	
0.0714286	1	0.120301	0.2	
0.142857	0.25	0.136752	0.0869565	
0.0697674	0	0.147826	0.192308	
0	0.421053	0.131944	0.0769231	
0.105263	0	0.224638	0.136364	
0.025	0.666667	0.133333	0.230769	
0.108108	0.619048	0.139344	0.111111	
0.133333	0.2	0.160305	0.166667	
0.102041	0.2	0.046875	0.0606061	
0	0.391304	0.136752	0.133333	
0.115385	0.166667	0.171429	0.176471	
0.1	0	0.0840336	0.0740741	
0.0967742	0.214286	0.196078	0.0967742	
0	0.2	0.128205	0.238095	
0.212766	0.272727	0.116071	0.129032	
0.277778	0.25	0.168831	0.0869565	
0.156863	0.1	0.113821	0.0526316	
0.133333	0.133333	0.138889	0.0882353	
0.138889	0.4375	0.205128	0.111111	
0.0588235	0.4	0.137097	0.0833333	
0.1	0.741935	0.234043	0.157895	
0.184211	0.125	0.0619469	0.125	
0.0491803	0.212121	0.0873786	0.214286	
0.241379	0.4	0.258824	0.166667	
0.111111	0	0.117117	0.0689655	
0.121951	0.176471	0.203947	0.2	
0.0227273	0.0833333	0.178571	0.291667	
0.0322581	0.333333	0.171642	0.111111	
0.166667	0.125	0.125	0.192308	
0.0625	0.235294	0.181818	0.0526316	
0.0952381	0.647059	0.137931	0.333333	
0.0952381	0.652174	0.224138	0.1	
0.15	na	0.206897	0.0869565	
0.137255	0.285714	0.143836	0.227273	
0.106383	0.133333	0.14881	0.105263	
0.0952381	0	0.186441	0.0434783	
0.191489	0.571429	0.226667	0	
0.320755	0	0.141732	0.133333	
0.111111	0.666667	0.18239	0.2	
0.166667	0	0.115385	0.142857	
0	0.28	0.173913	0.0967742	
0.09375	0.263158	0.109375	0.259259	
0.0740741	0.5	0.173469	0	
0.0192308	0.181818	0.0737705	0.0625	
0.0740741	0.142857	0.134752	0.321429	
0.233333	0	0.180328	0.1	
0.125	0.571429	0.127273	0.037037	
0.137255	0.454545	0.336842	0.130435	
0.129032	0.142857	0.1	0.121212	
0.258065	0.363636	0.20625	0.03125	
0.101695	0.2	0.189189	0	
0.0810811	0.3125	0.163121	0.130435	
0.0980392	0.5625	0.219298	0.166667	
0.210526	0.666667	0.142857	0.105263	
0.232143	0	0.0718954	0	
0.173077	0.263158	0.103093	0.12	
0.175	0.0666667	0.162602	0.136364	
0.16	0	0.104	0.153846	
0.121212	0.125	0.144144	0.217391	
0.0434783	0	0.121951	0.107143	
0.204545	0.294118	0.0873786	0.111111	
0.176471	0.444444	0.128571	0.0952381	
0.0294118	0.277778	0.0928571	0.2	
0.30303	0	0.185567	0.125	
0.170732	0.5	0.12	0.142857	
0.133333	0.111111	0.126214	0.136364	
0.0882353	0.25	0.165138	0.0333333	
0.105263	na	0.0916667	0.0625	
0	0.551724	0.246479	0.0967742	
0.166667	0.0625	0.175532	0.0952381	
0.0888889	0.266667	0.0994152	0.0588235	
0.236842	0.333333	0.148936	0.030303	
0.0294118	0	0.148649	0.115385	
0.0333333	0.1	0.181818	0.107143	
0.190476	0	0.157895	0.142857	
0.125	0.107143	0.295918	0	
0.170732	0	0.198675	0.189189	
0	0	0.290323	0.181818	
0.09375	0.294118	0.150327	0.111111	
0.236842	0.5	0.152047	0.153846	
0	0.142857	0.155039	0.25	
0	0.533333	0.18705	0.0454545	
0.0487805	0.2	0.164384	0	
0.130435	0.5	0.0940171	0.26087	
0.15625	0.2	0.257143	0.0952381	
0.132075	0.384615	0.243243	0.216216	
0.130435	0.2	0.116022	0.192308	
0.181818	0	0.0614035	0.225806	
0.106383	0	0.168831	0.321429	
0.18	0.142857	0.186992	0.133333	
0.153846	0.263158	0.299492	0.0540541	
0.125	0.1	0.0576923	0.15625	
0.0294118	0.285714	0.188811	0.117647	
0.196078	0.133333	0.141732	0.16	
0.0169492	0	0.0808824	0.1	
0.15	0.2	0.150794	0.173913	
0.16129	0.5	0.118182	0.0526316	
0.125	0.419355	0.165049	0.148148	
0.0588235	0.0909091	0.123596	0.0666667	
0.341463	0.75	0.135593	0.1	
0.176471	0.44	0.060241	0.2	
0.127273	0.305556	0.134328	0.0909091	
0.173913	0.0769231	0.176471	0	
0.0810811	0.0434783	0.125	0.238095	
0.12766	0.166667	0.107692	0.114286	
0.184211	0	0.272189	0.08	
0.275	0.166667	0.110169	0.0909091	
0.125	0.6	0.122302	0.190476	
0.12	0.323529	0.208738	0.294118	
0.105263	0.25	0.111111	0.0909091	
0.0789474	0.25	0.0909091	0.12	
0.119048	0.222222	0.0993377	0.15625	
0.352941	0.294118	0.111111	0.25	
0.285714	0.684211	0.147059	0.181818	
0.108108	0.266667	0.145695	0.258065	
0.0810811	0.0833333	0.181373	0.222222	
0.0571429	0.111111	0.131034	0.285714	
0.12	0.272727	0.152542	0.0645161	
0.113636	0.538462	0.2125	0.137931	
0.245614	0.307692	0.147059	0.259259	
0.121212	0.5	0.222222	0.153846	
0.172414	0.1	0.158228	0.3125	
0.208333	0	0.121212	0	
0.137255	0.266667	0.15873	0.09375	
0.0294118	0.222222	0.147727	0.185185	
0.297297	0	0.0923077	0.0434783	
0.107143	0	0.191781	0.117647	
0.192308	0.2	0.196319	0.0909091	
0.0882353	0.357143	0.107143	0.03125	
0.0571429	0.565217	0.189189	0.105263	
0.0909091	0.166667	0.0967742	0.333333	
0.194444	0	0.0642202	0.222222	
0.196078	0.294118	0.233083	0.318182	
0.0434783	0.545455	0.0661157	0	
0.136364	0.125	0.218182	0.0625	
0.0697674	0.0625	0.16	0.227273	
0.1	0	0.233333	0.0689655	
0.176471	0.166667	0.133333	0.0869565	
0.172414	0.166667	0.190476	0.0769231	
0.0810811	0.2	0.181034	0.138889	
0.23913	0.75	0.213483	0.0740741	
0.0857143	0.238095	0.151079	0.0625	
0.280702	0.363636	0.151163	0.142857	
0.0555556	0.272727	0.109091	0.125	
0.107143	0.222222	0.12782	0.0434783	
0.121212	0.25	0.0909091	0	
0.15	0.461538	0.302326	0.0344828	
0.184211	0.5	0.0873016	0.28125	
0.0833333	0.25	0.157895	0.181818	
0.254237	0.2	0.0952381	0.25	
0.0425532	0.566667	0.122222	0.148148	
0.119048	0.357143	0.165414	0.185185	
0.152542	0.294118	0.150289	0.0869565	
0.1	0.181818	0.150376	0.0384615	
0.121951	0.125	0.228346	0.285714	
0.0588235	0.111111	0.139535	0.24	
0.0930233	0.25	0.176136	0.277778	
0.24	0.2	0.143939	0.0833333	
0.0909091	0.7	0.153285	0.166667	
0.204545	0.0625	0.108696	0	
0.12766	0.571429	0.182482	0.08	
0.18	0.125	0.143836	0.0555556	
0.148148	0.388889	0.115702	0.0952381	
0.0645161	0.153846	0.203947	0.0588235	
0.153846	0.111111	0.133333	0.111111	
0.0952381	0.3	0.163934	0.1	
0.108696	0.210526	0.248	0.125	
0.157895	0.461538	0.161017	0.0588235	
0.15625	0	0.196721	0.0555556	
0.151515	0.142857	0.19685	0.0333333	
0.0714286	0.285714	0.0687023	0.176471	
0.0731707	0.764706	0.0808081	0.166667	
0.26087	0.214286	0.113636	0.0952381	
0.0540541	0.473684	0.124088	0.222222	
0.0555556	0.272727	0.141892	0.193548	
0.05	0.25	0.15942	0.08	
0.194444	0.307692	0.164948	0.166667	
0.225806	0	0.171975	0.166667	
0.0333333	0.571429	0.226087	0.15	
0.116667	0.428571	0.135135	0.0952381	
0.0645161	0.125	0.202797	0.108108	
0.0882353	0.235294	0.0854701	0.304348	
0.142857	0.428571	0.120968	0.0833333	
0.160714	0.363636	0.105263	0.133333	
0.234043	0.25	0.146552	0.333333	
0	0.181818	0.117188	0.0645161	
0.166667	0.0833333	0.148515	0.157895	
0.0540541	0	0.159664	0.266667	
0.0625	0.363636	0.103448	0.1	
0.285714	0.0833333	0.182609	0.222222	
0.186047	0.333333	0.0645161	0.172414	
0.2	0	0.092437	0.130435	
0.189189	0.882353	0.174194	0.102564	
0.137255	0.166667	0.0634921	0.0714286	
0.0952381	0.294118	0.131944	0.12	
0.103448	0	0.12782	0.133333	
0.15	0.32	0.1	0.185185	
0.0444444	0.7	0.0808824	0.125	
0.1	0.368421	0.195652	0.111111	
0.0952381	0.4	0.165354	0.181818	
0.105263	0.166667	0.209302	0.111111	
0.037037	0.142857	0.165354	0.103448	
0.125	0.142857	0.151316	0	
0.191489	0	0.141414	0.15	
0.025	0.153846	0.225806	0.111111	
0.15	0.470588	0.233129	0.147059	
0.222222	0.2	0.21875	0.135135	
0.075	0.529412	0.22963	0.0555556	
0.0652174	0	0.173228	0.130435	
0.108108	0.5	0.177305	0.225806	
0.105263	0.380952	0.12766	0.0952381	
0.348837	0.214286	0.195489	0.241379	
0.047619	0.5	0.139706	0.0357143	
0.0526316	0.2	0.145038	0.181818	
0.145161	0.0909091	0.356061	0.129032	
0.277778	0.142857	0.0694444	0.277778	
0.121212	0	0.163793	0.142857	
0	0.166667	0.112782	0.235294	
0.272727	0.4375	0.115854	0.178571	
0.0689655	0.0666667	0.0849057	0.2	
0.25	0.428571	0.147436	0.125	
0.0810811	0	0.272109	0.137931	
0.105263	0.0833333	0.0866142	0.0434783	
0.1	0.416667	0.151515	0.125	
0.170732	0.111111	0.101351	0.05	
0.0526316	0.333333	0.193333	0	
0.304348	0.769231	0.236364	0.105263	
0.151515	0.428571	0.184397	0.176471	
0.0526316	0.35	0.118056	0.130435	
0.107143	0.5	0.137681	0.147059	
0.125	0.125	0.0942029	0.111111	
0.272727	0	0.235849	0.217391	
0.176471	0.272727	0.20915	0	
0	0	0.0909091	0.151515	
0.12	0.272727	0.226667	0.285714	
0.173913	0	0.0862069	0.0740741	
0.18	0.25	0.17931	0.142857	
0.295455	0.142857	0.092437	0.04	
0.28	0.171429	0.0672269	0.15	
0.03125	0.357143	0.248276	0.04	
0.0769231	0.153846	0.115385	0.166667	
0.0512821	0.454545	0.117647	0.25	
0.113208	0	0.184	0.285714	
0.2	0	0.126126	0.0967742	
0.0454545	0.25	0.111111	0.0454545	
0.111111	0.468085	0.186441	0.047619	
0.2	0.0769231	0.113821	0.105263	
0.0943396	0.0909091	0.097561	0.166667	
0	0.5	0.122642	0.166667	
0.0535714	0.888889	0.192118	0.1	
0.0645161	0.272727	0.243056	0.0740741	
0.170732	0	0.171053	0.230769	
0.285714	0	0.137681	0.0454545	
0.162791	0.571429	0.125786	0.193548	
0.114286	0.538462	0.165217	0.25	
0.0909091	0.2	0.203704	0.1	
0.219512	0.285714	0.218978	0	
0.116279	0.875	0.0958904	0.0625	
0.142857	0.333333	0.19403	0.115385	
0.0833333	0.1875	0.201342	0.225806	
0.272727	0.125	0.152174	0.0909091	
0.238095	0.0909091	0.08125	0.217391	
0.241379	0.6	0.0887097	0.37037	
0.128205	0.166667	0.170732	0.208333	
0.230769	0.153846	0.120301	0.0434783	
0	0.111111	0.246377	0.171429	
0.377778	0.416667	0.133333	0.181818	
0.0526316	0.583333	0.126316	0.181818	
0.150943	0.0909091	0.167883	0.142857	
0.162162	0.235294	0.15873	0.166667	
0.162162	0.35	0.169355	0.136364	
0.137931	0.277778	0.125	0.047619	
0.12	0.142857	0.148936	0.206897	
0.173913	0.222222	0.0846154	0.173913	
0.075	0.142857	0.0932203	0.157895	
0.153846	0.125	0.191919	0.08	
0.0967742	0.333333	0.0964912	0.178571	
0.0666667	0.4375	0.160839	0.24	
0.0967742	0.407407	0.125	0.08	
0.04	0.428571	0.13253	0.346154	
0.0689655	0.166667	0.168	0.153846	
0.16	0.416667	0.138614	0.166667	
0.0322581	0.2	0.120482	0.0540541	
0.0882353	0.428571	0.15493	0.0810811	
0.175	0.214286	0.160714	0	
0.104478	0.2	0.0967742	0	
0.194444	0.666667	0.147287	0.08	
0.225806	0.214286	0.107143	0.0526316	
0.258065	0.0769231	0.109375	0.285714	
0.166667	0.133333	0.183206	0.1	
0.24	0	0.307692	0.08	
0.0625	0.111111	0.153061	0.222222	
0.210526	0	0.117241	0.130435	
0.4	0.636364	0.126582	0.26087	
0.0555556	0.1875	0.132353	0.0833333	
0.166667	0.3	0.135135	0.0869565	
0.0277778	0.375	0.0982143	0.2	
0.229167	0.4	0.208955	0	
0.05	0	0.162162	0.0869565	
0.113636	0.470588	0.106383	0.193548	
0.111111	0.730769	0.0729927	0.166667	
0.0652174	0.142857	0.234899	0.310345	
0.16	0.357143	0.145833	0.0666667	
0.0333333	0.142857	0.115702	0.0769231	
0.04	0.333333	0.165289	0.227273	
0.0689655	0	0.170543	0.32	
0.0967742	0.0909091	0.139706	0	
0.117647	0.55	0.138686	0.0909091	
0.222222	0	0.197183	0.15625	
0.09375	0	0.185629	0.294118	
0.203704	0.125	0.111888	0.259259	
0.166667	0.25	0.201439	0.181818	
0.129032	0	0.1875	0.259259	
0.0384615	0.5	0.245455	0	
0.191489	0.647059	0.0689655	0.25	
0.0465116	0.0909091	0.23301	0.0909091	
0.0952381	0.105263	0.277372	0.181818	
0.333333	0.416667	0.079646	0.333333	
0.1	0.2	0.18254	0	
0.0555556	0.857143	0.121387	0.047619	
0.181818	0.259259	0.163265	0.315789	
0.0666667	0.173913	0.176	0.153846	
0.125	0.411765	0.201493	0.117647	
0.12766	0.391304	0.0761905	0.103448	
0.229508	0.692308	0.116667	0.133333	
0.09375	0.25	0.147059	0.0357143	
0.0810811	0.36	0.262774	0.105263	
0.0869565	0.6	0.166667	0.105263	
0.282051	0.277778	0.110169	0.1875	
0.137931	0	0.119403	0.0740741	
0.047619	0.2	0.172662	0.157895	
0.285714	0.25	0.187097	0.166667	
0.0454545	0.214286	0.157233	0.115385	
0.05	0.466667	0.135922	0.230769	
0.125	0.111111	0.108527	0.0909091	
0.0952381	0.181818	0.12381	0.0384615	
0.2	0.545455	0.151899	0.1	
0.0784314	0.333333	0.148936	0	
0.0285714	0.173913	0.221239	0.181818	
0.139535	0	0.0588235	0.151515	
0.075	0.0625	0.169492	0.135135	
0.12	0.555556	0.115789	0.125	
0.23913	0.235294	0.140625	0.222222	
0.0555556	0.1875	0.161491	0.107143	
0.0512821	0.227273	0.156069	0.0666667	
0.0967742	0.411765	0.211538	0.153846	
0.0540541	0.285714	0.0909091	0.25	
0.0222222	0.142857	0.273585	0.130435	
0.212766	0.333333	0.12069	0.153846	
0.204082	0.4375	0.124183	0.105263	
0.206897	0.428571	0.125	0.0645161	
0.142857	0.333333	0.149351	0.0952381	
0.170213	0.5	0.165289	0.3	
0.183333	0	0.0925926	0.15	
0.1	0.588235	0.335821	0	
0.205882	0.25	0.210884	0.0666667	
0.0714286	0.2	0.108696	0.304348	
0.103448	0.2	0.240506	0.115385	
0.173913	0	0.102564	0.272727	
0.162791	0.214286	0.0964912	0.190476	
0.108108	0.25	0.138686	0.153846	
0.175	0.111111	0.214286	0.206897	
0.255319	0.285714	0.158273	0.04	
0.266667	0.618182	0.11	0.0571429	
0.225	0	0.151515	0	
0.106383	na	0.197279	0.142857	
0.108696	0.470588	0.132231	0	
0.16129	0.2	0.0816327	0.0952381	
0.348837	0.4	0.131783	0.318182	
0.135135	0.153846	0.217391	0.138889	
0.111111	0.285714	0.140127	0.2	
0.181818	0.0714286	0.27451	0.047619	
0.259259	0.157895	0.117188	0.285714	
0.0740741	0.5	0.125984	0.107143	
0.0714286	0.2	0.243421	0.153846	
0.130435	0.142857	0.165517	0	
0.357143	0.333333	0.226415	0.241379	
0.0689655	0	0.173228	0.125	
0	0.181818	0.202381	0.102564	
0.0847458	0.3	0.171233	0.125	
0.15	0.230769	0.110169	0	
0.0769231	0.2	0.0904523	0.210526	
0.0714286	0.3125	0.217742	0.181818	
0.0576923	0	0.187097	0.12	
0.12	0	0.17	0.12	
0.169811	0.514286	0.12	0.25	
0.0980392	0.111111	0.0882353	0.176471	
0.09375	0.142857	0.108108	0.0434783	
0.122807	0.375	0.180556	0.111111	
0.117647	0.3125	0.152778	0.0333333	
0.1	0	0.176871	0.05	
0.0227273	0	0.0679612	0.176471	
0.0769231	0.714286	0.14	0.0689655	
0.0487805	0.1875	0.112069	0.130435	
0.186047	0.333333	0.157407	0.0606061	
0.125	0.125	0.114754	0.130435	
0.171429	0.166667	0.117647	0.0357143	
0.0606061	0.5	0.160256	0.166667	
0.270833	0.333333	0.194444	0.115385	
0.12	0.294118	0.179688	0.116279	
0.192308	0.375	0.191781	0.125	
0.217391	0.375	0.176471	0.2	
0.451613	0.166667	0.152381	0.178571	
0.0294118	0.571429	0.11465	0.153846	
0.140351	0.190476	0.175439	0.130435	
0.215686	0.166667	0.21978	0.0769231	
0.2	0.125	0.128205	0.0555556	
0.102564	0	0.096	0.121212	
0.166667	0.375	0.134969	0.125	
0.133333	0	0.146853	0.222222	
0.157895	0.0588235	0.179012	0.192308	
0.025641	0.125	0.0505051	0.0384615	
0.121212	0.0588235	0.177778	0.269231	
0.111111	0.25	0.146154	0.214286	
0.107143	0	0.132353	0.0526316	
0	0.454545	0.125	0.08	
0.0810811	0.307692	0.129032	0.133333	
0.097561	0.285714	0.234483	0.0833333	
0.0952381	0	0.169697	0.111111	
0.157895	0.272727	0.0543478	0.323529	
0.162162	0	0.194969	0.15	
0.21875	0.125	0.173913	0.0555556	
0.06	0.176471	0.0714286	0.2	
0.142857	0.25	0.119266	0.2	
0.146341	0.111111	0.121212	0.04	
0.108696	0.214286	0.0752688	0.103448	
0.0434783	0	0.128788	0.157895	
0.0769231	0.266667	0.0866142	0.269231	
0.275	0.176471	0.169355	0.037037	
0.125	0.227273	0.0840336	0.037037	
0.0882353	0	0.160584	0.0322581	
0.121951	0.166667	0.1	0.0769231	
0.117647	0.153846	0.107438	0.111111	
0.125	0.117647	0.0789474	0.0833333	
0.304348	0.611111	0.117117	0.25	
0.153846	0.384615	0.135417	0.178571	
0.0625	0.157895	0.183333	0.0952381	
0.139535	0.380952	0.130435	0.326531	
0.155556	0.5	0.206667	0.133333	
0.162162	0.117647	0.184783	0.0769231	
0.244444	0.037037	0.114504	0.222222	
0	0.3125	0.147541	0.08	
0.0465116	0.1	0.174497	0.0769231	
0.0857143	0.142857	0.261261	0	
0.147059	0.363636	0.189655	0.25	
0.0769231	0.625	0.119266	0.227273	
0.142857	0	0.168919	0.259259	
0.2	0.5	0.163793	0.133333	
0.027027	0.125	0.148148	0.166667	
0	0	0.164474	0.04	
0.119048	0.0666667	0.174312	0.12	
