ZengE[0]	ZengE[1]	ZengE[2]	ZengE[3]	
-0.883981	-0.882228	-0.249371	-0.304094	
-0.528687	-1.19089	-0.289434	1.24664	
-1.16423	1.40674	-0.550854	0.114749	
-0.0269286	-0.45163	-0.225176	-0.513709	
0.0546677	0.505514	-0.319044	-0.212149	
1.01142	1.75764	0.126416	-0.937433	
0.386261	-0.174973	0.266801	-0.324736	
1.30949	0.96599	-0.425584	1.26612	
-1.13299	-0.200828	-0.128872	1.52861	
0.00971978	0.0964386	-0.52331	0.274217	
-0.540994	-1.4038	-0.0682779	0.643037	
-0.313063	-0.597872	-0.118379	-0.0238164	
0.79275	0.372409	-0.711787	0.0577181	
0.0760982	-0.399752	0.113187	0.457832	
-0.378192	-0.481093	0.317743	-0.20859	
0.514765	-0.614938	0.213471	-1.01212	
-1.19388	0.139871	0.616813	0.593172	
-0.992597	-0.181399	-0.769226	-0.690896	
0.901321	-0.959293	-0.0370688	0.368856	
0.0628739	1.00391	-0.0733462	-0.67304	
0.985602	-0.898511	-0.0681608	-0.293927	
-0.303026	0.43181	0.106659	-0.938934	
-0.65699	-0.365704	0.632956	-0.637066	
-0.231216	1.98924	0.314468	-1.02311	
0.820852	0.646175	-0.220565	0.0930569	
0.966152	1.56341	-0.07854	-0.3567	
0.609487	-1.22293	-0.443343	-0.312567	
0.69687	-0.94681	-0.625572	0.0465403	
-0.427	0.395396	0.146026	0.272766	
0.00571556	-0.607401	0.257001	-0.668173	
-0.790031	1.0257	0.429727	0.615264	
-0.592617	-0.626703	0.0969401	0.314229	
0.22912	0.122364	-0.564267	-0.266589	
0.316655	-0.478159	0.893848	-0.509357	
1.37499	-0.00578356	0.146943	-0.444458	
-0.770261	-0.79317	0.943056	-0.188544	
-0.489714	-0.482189	0.253459	-0.57166	
1.15276	0.263112	0.803254	-0.704006	
-0.17635	0.186199	1.25887	0.296104	
-0.0186512	-0.0839432	-0.4799	-0.006755	
-1.26189	0.736096	0.625612	0.155086	
-1.46549	-0.829372	0.513339	1.17006	
-0.645185	0.329304	0.406794	-0.384147	
0.493035	0.816456	-0.358002	-0.67304	
0.210784	-0.49653	-0.962352	-0.544893	
1.17013	0.000472852	-0.334987	0.45824	
0.74609	-0.481093	-0.529754	-1.3186	
0.189086	0.938784	-0.261158	-0.156758	
-0.306027	0.674665	0.0980922	0.340095	
-0.357616	-1.163	0.362216	0.282846	
0.119895	-0.734536	-0.511994	-1.36144	
-0.444513	-0.360897	-0.287012	-0.0854614	
-0.4509	-0.536742	0.810962	-0.463544	
0.240247	-0.284445	0.0467516	-0.312567	
-0.339451	-0.514782	0.673421	-0.131624	
-0.346283	0.198255	-0.73173	0.422843	
0.329222	-1.21857	0.40444	1.26612	
0.086227	-1.18155	0.0727597	1.35747	
-0.0697787	0.152643	-1.04672	-0.488689	
-0.385803	-0.290232	0.218496	0.0264297	
-0.174618	-1.73432	-0.4936	-0.632327	
0.183552	-1.4038	-0.122024	-0.538185	
-0.165193	-1.47533	-0.449186	0.302965	
-0.278248	-0.0304785	-0.694012	0.458119	
0.617112	-1.07042	0.255657	-0.243588	
-0.10419	-0.216692	-0.307087	0.290643	
0.0527936	-0.0839342	0.508993	-0.278208	
-0.638335	-0.805977	-0.4864	-0.106309	
-0.55912	-0.807145	0.212228	0.336431	
1.62527	-0.846305	0.342566	-0.0797776	
0.232541	-0.67372	0.581577	-0.375754	
1.29248	-0.896059	-0.825392	-0.12835	
0.893338	-0.149172	-0.585821	0.691382	
-0.479433	0.11518	-0.113797	-0.421645	
-1.19184	-1.62003	0.508592	-0.155383	
0.462163	-0.64766	-0.128169	0.0766147	
0.449517	0.327468	-1.13964	0.644869	
-0.497955	-0.347314	0.448386	1.52861	
0.85134	-0.702828	-0.87807	-0.191549	
-0.368506	-0.232502	-0.19579	0.419819	
-0.221019	-1.05258	0.142123	0.425493	
0.358944	1.88758	-0.0983311	-0.577272	
-0.453844	-1.62157	-0.283906	0.31101	
-0.165116	-0.0129031	-0.00324233	-0.104891	
0.233897	0.27127	-0.208071	-0.421645	
0.834363	0.771479	-0.787216	0.143545	
-0.343208	0.482039	-0.66572	-1.09729	
-0.16545	-0.46785	0.359693	-0.303812	
-0.263832	-0.972511	0.278296	0.191016	
0.417266	0.225513	0.297345	-0.115503	
0.118722	0.84278	0.106529	1.61812	
-0.290424	-0.959293	-0.183715	-0.158011	
-0.3653	-1.29268	0.342825	-0.212149	
1.09107	0.633292	0.0548422	-0.851856	
0.0764075	-0.106329	-0.484095	0.111757	
0.190967	-0.737037	0.164618	0.168032	
1.21309	-1.4038	-0.957441	0.12106	
-0.319112	-0.919752	0.354833	1.98759	
0.765683	0.84278	-0.111538	0.155086	
-0.0813573	-2.03	0.646047	-0.474817	
-0.398507	0.737953	0.0709611	1.33122	
-0.77665	1.40863	-0.0345324	-0.0797776	
-0.698525	-0.0543829	-0.204368	0.529833	
-0.0974579	-1.04896	0.0467082	-0.564032	
-0.386539	0.0964386	-0.697382	0.289809	
0.618959	0.816456	1.06414	-0.150318	
0.391243	0.213324	0.83469	0.0384809	
0.257461	-1.73432	-0.370246	-1.21398	
0.219846	1.17121	-0.179377	0.314229	
-1.26758	-1.24345	0.0395503	-1.37247	
0.199347	0.0488055	-0.67466	0.0575501	
1.44773	1.5907	-0.023951	0.146039	
-0.913596	0.688341	1.0636	0.300785	
-0.507468	-0.38478	-0.046518	0.953692	
-1.14133	-1.26028	0.380157	-0.344023	
0.219747	0.36051	0.140104	-0.846199	
-0.165111	1.91544	0.10736	1.26612	
1.22479	-0.541528	0.246214	1.72011	
-0.689811	-0.420777	0.15729	0.295869	
-0.544416	1.68087	0.231261	-1.05013	
-0.688426	-1.24702	0.354972	1.00836	
-0.200487	-1.2719	0.30192	-1.23146	
-0.382691	1.70816	0.916804	0.17974	
-0.385246	-0.855165	0.40909	0.0620381	
-0.490891	-0.0559902	0.143637	0.458817	
-0.653546	-0.743155	-0.303664	-0.324736	
-1.33243	-0.737037	0.23176	1.02599	
0.348322	-0.44627	-0.0357731	-0.743204	
-0.314454	-1.27832	-0.573874	0.710547	
-0.962645	-0.829372	-0.259689	-0.467781	
-0.80871	2.23682	0.516203	-0.0530041	
0.135124	-0.371178	0.0164974	-0.378415	
-0.622606	0.601083	-0.863882	0.835333	
0.0915619	-1.51493	0.344376	-0.627133	
-1.41171	-0.38478	-0.944797	0.152882	
0.0233829	-0.283886	-0.227391	-0.22394	
-0.665357	1.15703	0.282602	0.368856	
0.0233829	1.03398	-0.212299	0.492841	
-0.240148	-1.30062	0.140775	-0.88482	
-0.863152	1.33127	-0.0970172	0.104235	
-0.617536	1.12173	-0.302103	-0.721272	
0.21113	-0.909125	0.658886	-0.304094	
-1.51915	-1.08278	-0.0315869	-0.0136942	
-0.701762	0.848737	-0.107259	0.616815	
0.407395	-0.45163	-0.288267	-0.907126	
0.550001	-1.54054	-0.929125	0.166715	
-1.27836	-0.176603	-0.267759	-0.55524	
-0.0879266	-0.0355973	0.364804	-0.631339	
-0.0559846	-0.597872	-0.39748	-1.0674	
-0.341093	0.174266	-0.00203255	0.525967	
-1.33297	-0.597872	-0.929689	1.4821	
1.41295	-0.196709	-0.651794	-0.666394	
0.794715	-0.797053	0.22464	-0.364867	
0.401494	0.0967861	-0.526593	0.409241	
0.0426699	-0.138376	-0.58162	0.33165	
1.3147	1.38247	0.569995	-0.495392	
-0.966108	0.589172	-0.190424	-0.631141	
-0.700216	1.16738	0.0373086	-0.846199	
1.31735	-0.0702712	-0.882325	0.518142	
-0.331368	-0.16379	-0.772244	0.124655	
-0.493699	1.04941	-0.352755	0.45824	
-0.0367996	-1.05258	-0.526035	-0.44174	
0.12352	-0.216692	0.232776	-0.557134	
-0.275834	-1.3081	0.312416	-0.379746	
-0.408648	0.122364	0.448309	0.343551	
-0.308482	0.485367	-0.11957	-0.446103	
-0.152239	0.11518	-0.388483	-0.19337	
-0.123253	1.71204	0.311492	-0.495411	
-0.0604093	1.61422	0.0645461	0.265937	
0.179984	-0.491142	-0.013654	0.155086	
0.189021	1.99564	-0.0729656	1.04181	
0.386261	-1.73898	-0.00327928	-0.143152	
-0.804064	-0.695777	0.0516253	0.501722	
0.433793	1.62685	0.30245	-1.10881	
1.22148	-0.955944	-0.403889	0.492841	
-0.55912	-1.46102	0.1452	0.940474	
0.557558	-0.403654	-0.125344	0.830921	
-1.0463	-0.479023	-0.0286933	-0.121315	
-0.626103	-0.282526	-0.121307	-0.533526	
-0.106166	1.24459	-0.205971	-0.198428	
-0.373988	-0.919752	-0.867948	0.175643	
-0.2564	0.789745	0.0841373	0.791146	
1.15294	-1.13969	0.389923	0.12106	
-0.461233	1.51841	-0.239241	-0.266589	
0.578555	1.17274	0.871269	0.805028	
-0.127886	-1.13969	-0.00454826	-0.12441	
1.52342	-0.106329	-0.113889	0.325092	
-0.0561303	-0.45163	0.282806	0.851123	
0.033047	0.827166	0.179536	1.32498	
-0.0942772	1.24364	1.0158	0.45989	
0.348593	1.18661	-0.111475	-0.403892	
0.682844	1.48552	-0.559762	-0.132185	
0.287486	-0.282526	0.119543	-0.637066	
0.260671	-1.01143	0.154266	0.458582	
-0.0373554	-0.827812	-0.622244	0.851123	
-0.396345	-2.01874	-0.16746	1.10833	
-0.577981	0.015321	0.070434	-1.09724	
1.31429	0.646175	-1.04024	0.878358	
-0.453249	0.638108	-0.0019114	-0.890058	
-0.791251	1.56162	-0.394821	-0.474817	
-0.191024	-0.482189	0.581577	-0.39519	
-0.122394	0.193099	-0.170324	-0.0975087	
-0.970449	0.43181	-0.440158	0.772626	
-0.490805	-0.313665	0.129839	-0.102145	
-0.153808	-0.0754034	-0.0820844	-0.39519	
-0.640656	0.286844	0.586846	-0.666394	
-0.234897	-0.76932	0.329238	-0.0993379	
-0.0861545	1.0257	-0.217836	-1.06804	
1.75071	0.952947	-0.570643	-0.933092	
-0.440731	-0.898511	-0.711107	0.0649256	
-0.429194	-0.962659	-0.905447	-0.0975087	
0.1833	0.749706	-0.287733	0.830921	
0.203159	-1.40678	0.514074	-0.555942	
0.0272926	-0.671669	0.0764322	0.0759258	
-0.82478	0.102541	0.705594	0.368856	
-1.09997	-0.482189	0.0982784	0.277466	
1.14628	-0.299669	-0.369383	0.795219	
-1.40968	0.307386	0.275066	-0.282645	
-0.308482	0.225398	0.20536	1.58017	
-0.00478313	1.44517	-0.0435992	-1.32663	
-0.955475	0.485367	-0.319473	-0.0615611	
-0.639266	-1.32908	0.630234	0.0402009	
1.21292	0.681649	0.378056	-0.335472	
-0.234805	-0.890357	-0.563691	0.693884	
0.408521	-1.51493	-0.73814	0.0830897	
-0.0225151	-0.597872	0.187334	-0.134536	
0.528495	-0.131541	0.770986	1.0003	
-0.00900333	-0.343581	1.03162	0.222854	
-0.757732	0.770979	-0.350499	0.159169	
-1.4297	-0.67799	0.453908	-0.0854614	
1.02121	0.734682	-0.585801	-0.150318	
-1.20045	-1.24022	-0.425394	0.513057	
0.448396	0.133339	0.524693	0.761698	
-0.786956	1.53771	-0.414575	-0.39424	
-0.152239	0.297935	-0.912069	0.610488	
0.609426	-0.919752	0.0779053	-1.01212	
0.583272	0.837787	-0.410088	-0.0671457	
-0.0902105	1.04941	-0.486334	0.133619	
-0.562748	0.376011	0.0706112	-0.438684	
0.445054	0.198255	0.31051	0.359024	
0.254656	-2.07277	0.274612	-0.61098	
0.557376	0.624582	-0.551854	-0.589134	
-0.0625736	-0.0129031	1.15658	-0.231442	
1.00318	1.94494	-0.456259	-0.842454	
0.613982	1.07945	0.130638	-0.471441	
-0.291212	0.561786	0.531246	0.787943	
1.32875	0.707623	-0.589417	-0.0797776	
0.0970869	-0.737037	-0.610039	-0.758754	
0.285233	-0.805977	-0.268924	0.590571	
0.523095	0.513426	-0.31985	0.00439286	
0.0090877	1.46361	-0.472637	-0.286147	
-0.911707	-0.283886	-0.159222	0.321562	
0.406283	-1.05258	0.126033	-0.900129	
-1.72943	-0.805977	0.379055	-0.0604814	
-0.678545	-0.0159487	0.0208444	0.185292	
0.15692	0.278821	0.470543	0.0980223	
0.782027	-1.09079	0.0270989	0.22915	
1.11789	-1.7941	0.332513	0.497334	
0.861628	-0.481093	0.212849	0.690125	
0.525618	0.749706	-0.494646	-0.345496	
-0.616607	-0.0656212	-0.391675	0.789679	
-1.5674	-1.01227	-0.567341	0.686755	
1.11776	0.0408565	-0.715752	0.761698	
0.348079	-1.47195	0.594072	-0.0854614	
-0.16581	-0.597872	1.02708	0.0996757	
-0.828806	0.250718	-0.106036	0.756494	
-0.617422	1.56155	0.734412	-0.293805	
-0.165359	0.395396	-0.371586	0.395454	
0.682136	-0.299669	-0.886976	-1.10553	
0.428053	0.712549	0.456809	1.89421	
-0.543663	1.13594	-0.974109	0.232726	
0.0864715	-0.292527	0.323272	-0.73769	
-0.883682	-1.25521	0.208705	0.727762	
-1.23688	-1.46512	0.968921	-0.549693	
0.091637	-2.01613	-0.749282	0.0684272	
-1.47809	-0.967403	0.3895	0.000301497	
0.0563743	-1.62157	0.00198819	-0.474367	
0.464424	-0.149172	-0.108886	-0.762329	
-0.959577	0.339828	-0.445163	0.00439286	
0.918479	-0.118432	-0.797616	0.939255	
-0.88137	0.0451817	-0.863866	-0.212149	
-1.03162	-0.805977	-0.299375	0.718369	
0.861243	0.650921	-0.84195	-0.330914	
0.730196	0.359387	0.581677	-0.549693	
-1.29424	0.774468	-1.00902	-0.305418	
0.694072	0.81875	0.33307	0.263757	
1.81215	-1.52072	-0.603886	1.46382	
-0.402772	0.909306	0.260931	-0.152188	
-0.0499352	0.250718	0.149752	-0.724195	
0.216328	0.5798	-0.17374	-0.14822	
0.986397	0.0451817	0.649292	0.772503	
-0.699758	0.0636289	1.15194	0.970459	
-0.00574662	-0.49653	-0.149472	1.06655	
-0.760503	0.81875	-0.130458	-1.63245	
0.63758	-1.62157	0.0361655	0.290643	
0.721312	3.27512	-0.28502	-0.638587	
0.670187	-1.11638	-0.225151	-0.120401	
0.167613	1.15151	0.370041	0.620368	
0.771705	0.0636289	0.45563	-0.481662	
-0.211059	1.30722	0.378721	0.365791	
-0.138428	-0.526835	0.301415	0.405829	
0.0244659	1.97904	-0.165574	-0.0377867	
-0.133727	-0.577406	0.335233	-0.506739	
-0.223228	0.450129	0.441954	-0.0731245	
0.0970869	-0.768532	-0.333136	-1.62454	
0.940281	-1.26028	0.0220082	1.08759	
0.527597	-1.50767	0.472162	0.00285266	
0.318724	0.632977	-0.70668	0.351241	
0.198363	2.04004	-0.749031	-1.25963	
0.251349	-0.131541	-0.67466	-0.61098	
-1.10999	1.30489	0.00908875	0.267284	
-0.105584	0.481485	0.299371	0.219359	
-0.525509	0.596495	0.0260245	-0.799316	
1.27889	0.0526996	-0.139196	0.0414226	
0.982984	-1.11542	0.265659	0.355273	
0.347993	2.16201	0.533665	-0.120401	
0.962213	1.39269	-0.330449	0.923946	
-0.462692	-0.514782	0.231414	0.516709	
-0.378138	-0.0839432	-0.950374	1.065	
-0.615532	-0.819607	-0.28835	-0.379746	
-0.507547	-0.28709	-0.0545806	-0.137144	
0.025017	0.263112	0.13753	1.00293	
-1.32261	-0.648611	-0.3589	-0.291652	
-0.582991	-1.05258	0.194428	0.660329	
0.033047	-1.46102	-0.280418	0.807834	
-1.11313	0.590561	-0.115835	-0.410154	
0.504161	-0.0304785	-0.27571	0.0766147	
0.799762	-1.42487	-0.992603	-0.405756	
-0.864004	-1.13613	-0.702857	0.415063	
1.17608	1.90729	-0.0864943	0.458013	
1.20712	-1.48799	-0.256631	0.651406	
-0.608363	0.181554	0.369479	0.863743	
-0.222634	-1.47533	-0.290209	1.23962	
0.28251	0.26054	-0.564371	0.114749	
-1.01403	1.54148	-1.09399	0.00439286	
-0.0887421	0.450129	0.468585	0.198348	
-0.259416	-0.597872	0.25674	2.07366	
-0.0739779	-0.431705	0.718473	-0.429353	
0.272574	-1.13969	-0.0831487	-0.0818986	
0.584883	-0.112536	-0.279995	0.0244758	
0.17712	-0.62591	-0.362164	0.362521	
-1.15882	-0.0434415	0.151293	0.191016	
0.577327	0.513426	0.31693	0.173892	
0.25933	0.770979	0.578202	0.428552	
-0.470913	0.0488055	0.814978	-0.444294	
-0.630008	-1.01227	-0.561865	2.06158	
-0.573462	0.674665	-0.60967	-0.18945	
-0.781046	0.226737	-0.0372789	-0.331903	
1.64148	1.09169	0.236828	-0.765598	
-0.280364	-1.34791	0.122047	0.494928	
-0.0967866	0.891891	0.274267	0.996942	
0.892457	-0.558231	0.820843	-0.359787	
1.70856	-0.536742	-0.142675	-0.272428	
0.219616	0.36051	0.319991	0.550262	
-0.930098	-0.882228	-0.721004	0.405829	
1.05309	-0.491671	0.430903	-0.393727	
-0.149303	-0.574905	-0.204352	0.402017	
-0.0450654	0.0662068	-0.106287	0.123046	
0.382956	-1.84831	0.772963	-0.549693	
-0.587172	-1.56363	-0.963987	-0.364867	
-0.0822352	0.736096	-0.143849	0.457832	
0.134212	0.638108	-0.317683	-0.120401	
-0.131	0.661927	0.0980114	-0.60589	
1.78162	2.13183	0.221009	1.11229	
-0.973809	-0.666704	0.274934	1.33382	
-0.71262	0.011225	-0.174587	-0.364867	
1.13943	-0.299669	-0.544878	0.647165	
0.514406	-0.908145	-0.226235	-0.609794	
1.18345	0.0408565	0.686175	1.88826	
-0.572342	0.707094	0.483473	-0.13644	
-0.908555	-0.898511	0.12024	-0.253799	
-0.0694952	-0.37747	0.228852	-0.949136	
1.2005	-0.62591	-0.368146	-0.114054	
0.150169	0.0546964	0.311492	0.198709	
0.247496	-1.74264	0.198007	-1.16438	
0.969876	0.391822	-0.926801	-0.844784	
-1.81076	-1.09176	0.674643	-0.799316	
-0.544511	-0.768532	0.305102	-0.638587	
0.783102	-0.37747	-0.613857	1.6798	
-0.421876	-1.0366	0.160112	-0.052825	
0.249752	-1.92579	-0.0805325	-0.32572	
0.242204	0.736096	-0.285101	-0.977044	
-0.475574	0.589941	-0.107409	0.0402009	
-0.754812	-1.17136	0.243074	-1.1475	
-0.652973	-1.64279	-0.689407	0.773741	
0.233897	-0.131541	-0.164647	1.34913	
-0.44232	2.32482	0.439277	-0.458446	
-1.21931	0.435953	0.667016	-0.266589	
0.593964	-1.8841	0.531556	-0.760582	
0.840356	-1.48799	-0.239512	-0.932181	
-0.770768	1.86656	0.0407636	0.321562	
-0.214168	0.19604	0.11321	0.917725	
-0.5375	-0.597872	0.784006	-0.417137	
-0.026167	-0.657331	0.0714755	-1.72309	
0.307047	2.09768	-0.710636	1.31731	
-1.24063	-0.0304785	-0.115962	-0.485413	
0.121184	-1.04697	0.601306	0.0149547	
0.617425	-1.18579	-0.491771	-0.0349143	
0.389973	-1.10051	-0.725236	0.0250978	
1.23256	0.572066	0.426506	1.48757	
-0.198662	-1.22392	-0.0628194	-0.421645	
-1.33407	0.0371241	-0.863075	0.0684272	
-1.04578	-1.52802	-0.035934	0.457878	
-0.0565416	-0.456353	0.419396	-0.189105	
-0.724024	1.50267	-0.045703	0.952079	
0.0146408	-1.82356	0.481446	-0.20859	
-0.106917	-0.349441	-0.12641	-0.557134	
-1.73982	-0.517174	-0.0973952	-1.06677	
-0.893164	1.81602	-0.365861	0.226253	
0.059064	0.327169	0.318297	0.313927	
0.365754	0.638108	-0.383272	0.978345	
0.28251	-0.896059	-0.712767	0.107936	
0.383226	0.0636289	0.526421	0.0119321	
-0.489714	-0.129074	-0.20295	-0.541836	
-0.875833	1.24364	-0.115163	0.133619	
-0.0978954	0.969699	-0.842705	-0.19088	
-1.00155	1.13146	-0.265814	0.851123	
-0.0229016	-0.537167	0.898734	0.615264	
0.975048	0.0546964	-0.256511	-0.71494	
-0.786956	0.482039	-1.30439	-0.923183	
-0.778732	0.307386	1.13818	-1.24642	
-0.809408	0.78588	-0.0483912	-0.3584	
-0.165147	0.279581	-0.396068	-0.48016	
0.288276	1.16197	-0.12117	-0.596504	
0.712764	-0.590252	-0.484035	0.0577181	
0.456055	-1.17136	-0.273367	1.4821	
0.320237	0.016056	0.0743585	-0.955447	
-0.0373554	-0.62591	1.11283	0.458119	
-0.810384	-1.23676	-0.0412147	0.000347122	
0.93183	-1.48799	-0.49504	0.111757	
1.23656	-0.738991	-0.289137	0.155086	
-0.90524	-0.075196	-0.685653	1.33812	
-0.928814	-0.0958404	0.228969	-0.451526	
0.0137674	1.04101	-0.193854	-0.0348333	
0.712301	-0.305388	0.261735	-0.429353	
-1.06055	-0.890357	-0.0195092	-0.0615611	
-0.658269	0.5798	-0.67905	0.764439	
0.544619	0.912742	-0.374144	0.206844	
0.415998	-0.112536	0.263887	-0.333788	
-0.294474	-0.0550895	0.264747	-0.375754	
-0.310826	-1.27832	0.564108	-0.264671	
-0.101635	-0.626703	0.544066	1.49044	
-1.0929	-1.13969	0.473184	0.417556	
-0.30056	-1.01013	-0.156161	0.981352	
0.0349752	1.94869	-0.445443	-1.61313	
1.01632	-0.38478	0.431783	-0.106309	
-0.494474	-0.288467	0.532469	0.994232	
0.71894	-1.81051	0.24425	0.419819	
-0.414975	-0.699908	0.442713	-0.573274	
0.280413	-1.47533	-0.0598234	-0.457258	
0.145725	-0.478159	0.9333	-0.216985	
0.538364	0.447052	-0.00683788	1.30953	
-0.103549	-0.554735	0.247317	-0.214368	
-0.427	-0.46569	1.51083	-0.393821	
1.21922	-0.689313	-0.438868	0.114749	
-1.10923	0.425824	0.380004	-0.543025	
-0.560295	0.438339	-0.234402	0.17974	
-0.849486	-0.0963328	-0.602605	0.158153	
-0.530349	-0.650644	0.237861	0.530246	
0.481214	1.17717	0.607579	-0.467576	
0.167613	0.0867535	-0.829014	0.241959	
0.802138	1.16504	-0.804198	-0.375754	
-0.191728	0.263112	0.104098	0.0135731	
0.581238	0.605669	0.829029	0.831449	
-1.59035	1.01079	0.420486	1.11229	
1.20705	0.607627	-0.435739	-0.56644	
-0.693432	-1.4038	-0.57102	0.686755	
-0.0192182	-1.47533	-0.335277	0.400516	
0.0176034	-0.149172	-0.0468631	-0.589242	
-0.876812	-0.590252	0.0871798	1.36215	
-0.328964	-0.211131	-0.0614643	0.261475	
-0.994664	-0.805977	-0.158906	0.368856	
-0.0394612	-1.01013	-0.851904	0.182855	
0.992256	-0.321029	0.543614	-0.361862	
-0.607754	1.68087	0.114491	-1.19772	
-0.617422	-0.808657	-0.107612	0.413719	
0.173603	1.15703	-0.196312	0.684271	
-0.394479	-0.422258	-0.13306	-0.159159	
-0.552437	-1.94061	0.1804	0.485556	
-0.242598	-0.0175689	-0.439682	0.0384809	
-0.643046	-0.561083	0.260749	-0.134536	
-0.332539	-0.282046	0.529225	-0.13807	
0.0912586	-0.415815	0.400075	2.25257	
-0.153571	0.0213623	-1.24193	-0.73769	
-0.303316	-0.0543829	1.7809	-0.971479	
1.27986	-0.967403	0.0541198	-0.0136942	
-0.55933	0.688341	-0.764396	-0.344023	
1.24683	0.735646	0.0998353	-0.700462	
-0.84081	-0.0839342	-0.0863946	-0.238877	
-0.155605	0.657046	0.333626	0.314229	
0.969882	0.395396	-1.33968	-0.603323	
-0.984328	0.247928	0.184376	-1.12382	
