H[0]	H[1]	H[2]	H[3]	
0.744828	0.177778	5.97101	1.18182	
4.38621	1.51111	4.17391	-0.30303	
-2.49195	3.28889	5.55072	2.45455	
3.32874	-3.28889	-11.3768	-2.33333	
-0.211494	-0.711111	-2.76087	-3.27273	
3.73333	0.622222	-2.02174	4.24242	
3.51264	-6.22222	-22.4565	-1.21212	
-6.49195	0.8	3.27536	1.93939	
5.78391	-0.533333	-5.16667	1.72727	
1.37931	0.711111	0.971014	-5.51515	
2.97931	1.06667	10.4783	-5.78788	
-0.496552	2.31111	-14.8333	-0.393939	
1.78391	-0.0888889	6.94928	4.36364	
0.68046	1.42222	11.0797	2.51515	
-0.091954	1.95556	3.94203	1.69697	
1.83908	-5.42222	10.7246	0.969697	
5.6092	-8.35556	-2.21014	-2.27273	
1.71034	1.68889	-11.0942	-1.0303	
-0.468966	0	-16.1377	0.515152	
-0.625287	2.48889	-6.37681	0.909091	
2.32644	2.4	-4.84783	1.9697	
-1.31494	0.977778	3.88406	2.57576	
1.71034	2.13333	-0.528986	1.60606	
1.71954	0.8	-1.41304	0.212121	
-3.25517	2.31111	4.54348	-2.78788	
-1.35172	-3.64444	-5.86957	1.90909	
0.698851	-13.4222	10.3116	-4.81818	
1.09425	0.0888889	-0.528986	-4.27273	
3.23678	-2.75556	-11.9275	-1.27273	
2.34483	0.0888889	-1.75362	0.787879	
3.52184	0.8	-5.33333	-3.93939	
2.64828	-0.711111	6.73913	2.15152	
2.4	2.66667	-2.84783	1.39394	
4.41379	1.24444	3.82609	1.42424	
0.137931	1.06667	-6.02899	-0.69697	
0.643678	-1.51111	5.55797	-3.15152	
3.81609	-3.64444	-2.63768	-3.72727	
-0.708046	2.13333	5.45652	-0.333333	
0.0827586	2.66667	0.268116	2.09091	
3.28276	0.444444	6.21739	0.515152	
-1.47126	1.42222	-5.16667	0.393939	
2.89655	-0.622222	1.0942	1.0303	
3.76092	1.95556	0.65942	0.636364	
-2.06897	-0.355556	-4.44928	0.818182	
2.16092	-2.66667	-2.50725	-6.78788	
3.24598	0.355556	13.2609	0.333333	
1.6	2.22222	-0.492754	-0.0909091	
-1.76552	-4.44444	4.14493	-1.06061	
1.57241	1.15556	6.2029	2.75758	
2.45517	2.93333	9.7971	1.09091	
-10.9609	-14.4	-7.26812	3.75758	
-0.855172	0.533333	-12.3406	1.78788	
-6.97931	1.42222	4.9058	-4.54545	
2.27126	0.888889	-4.32609	-4.0303	
-0.0183908	0.888889	3.84058	-1.06061	
3.46667	1.68889	3.89855	-3.24242	
5.77471	0.711111	-1.84783	-0.666667	
-10.9241	2.4	2.42754	2	
2.85977	-2.84444	-1.84783	-1.93939	
1.70115	1.6	4.35507	0.787879	
3.24598	-1.77778	-9.57246	3.57576	
1.81149	-0.888889	-4.94203	-0.393939	
3.17241	1.42222	-4.63043	2.90909	
-2.17011	1.77778	-2.25362	0.30303	
1.01149	0.177778	8.43478	3.36364	
-11.0161	1.77778	15.7681	0.636364	
1.71034	-3.46667	-4.73913	3.48485	
2.17931	1.24444	-8.76812	1.84848	
1.55402	-3.37778	-7.36232	1.81818	
1.13103	1.15556	4.22464	-1.36364	
0.0275862	-8.8	10.3913	1.69697	
5.9954	2.75556	6.93478	0.818182	
3.28276	1.6	15.6232	0.0606061	
3.1908	-2.31111	1.82609	0.969697	
2.91494	2.57778	-3.95652	4.66667	
2.1977	-0.444444	4.73188	-1.21212	
-1.93103	-0.888889	4.26087	0.878788	
0.22069	1.15556	5.62319	-1.60606	
1.85747	1.06667	4.80435	1.54545	
-0.404598	-0.355556	-13.1957	2.78788	
3.36552	1.24444	-23.9638	2.84848	
1.73793	2.31111	-11.2899	3.24242	
-6.9977	-2.31111	-8.76812	-0.0909091	
4.37701	3.2	-29.5725	-0.939394	
-0.110345	-3.91111	6.80435	3.27273	
5.23218	-0.977778	-10.1739	-0.272727	
2.7954	-0.0888889	-10.8913	-2.51515	
2.36322	-4.97778	-13.9348	-1.39394	
-0.956322	-4.71111	9.30435	2.75758	
-3.43908	0.177778	12.2319	2	
-2.97931	-1.51111	7.94203	-0.545455	
-6.50115	1.51111	8.47101	2.90909	
1.51724	0.977778	9.44928	0.757576	
3.95402	-0.888889	0.702899	-3.9697	
-6.22529	1.95556	-2.31884	-0.454545	
1.11264	-1.24444	4.15217	4.24242	
1.49885	1.24444	-0.398551	0.666667	
2.18851	1.51111	-13.2754	1.45455	
4.44138	-0.622222	-0.65942	-1.90909	
6.50115	1.6	-4.05072	-0.030303	
-7.2	1.42222	2.74638	-1.60606	
3.25517	1.6	-6.92754	-2.12121	
2.21609	1.68889	-3.53623	-4.75758	
0.174713	1.51111	15.087	1.0303	
1.84828	-0.533333	0.311594	2.45455	
1.30575	1.95556	-16.3841	3.39394	
4.23908	1.33333	7.9058	0.939394	
-0.487356	1.06667	9.36232	-1.48485	
1.71954	-0.266667	8.44203	-0.909091	
0.781609	1.33333	-4.47826	0.545455	
0.937931	2.93333	2.68116	-2.30303	
2.38161	1.33333	-8.0942	-0.878788	
0.505747	1.24444	8.3913	1.72727	
-0.0551724	0.0888889	-6.27536	0.575758	
-12.0736	7.02222	3.02174	2.78788	
-3.71494	1.51111	-1.53623	2.72727	
-8.61609	-0.8	0.144928	-0.424242	
-1.95862	-0.177778	2.71739	-1.60606	
2.84138	-3.11111	3.52899	3.24242	
3.07126	1.24444	6.66667	-0.484848	
-1.42529	1.33333	12.2536	1.87879	
-3.34713	-0.622222	7.0942	-4.42424	
-0.616092	0.444444	2.26087	-3.42424	
-6.38161	0.711111	5.35507	-0.151515	
5.70115	4.88889	7.5942	0.818182	
0.091954	1.33333	2	1.18182	
-0.588506	-14.4	9	4.24242	
2.12414	1.24444	1.33333	-5	
-0.625287	-1.15556	3	-1.42424	
2.50115	2.04444	-3.57246	2.45455	
-3.15402	-1.33333	10.413	1.09091	
1.62759	-3.2	17.6957	1	
-4.25747	1.24444	-19.087	-0.363636	
1.4069	1.15556	1.02899	-1.12121	
0.671264	1.42222	-4.26087	1.90909	
-8.06437	-6.31111	-19.7899	-6.66667	
-1.25977	1.15556	-1.25362	1.21212	
0.478161	0.977778	-16.0362	0.545455	
-1.51724	1.86667	-1.45652	0.575758	
-2.94253	-8.88178e-16	6.17391	2.9697	
0.0091954	0.8	6.88406	1.18182	
0.781609	1.24444	8.06522	0.757576	
2.30805	2.04444	4.34058	-4.39394	
-4.47816	0.711111	2.23913	2.15152	
2.67586	2.93333	8.93478	0.636364	
-0.937931	-3.82222	-2.95652	-5.66667	
5.05747	-4.17778	-2.2029	1.21212	
3.73333	1.06667	7.94203	-0.30303	
0.045977	2.13333	15.1014	3.27273	
0.257471	-0.888889	12.442	-1.54545	
-1.75632	-5.51111	-12.2319	1.30303	
4.75402	1.77778	0.623188	3	
-4.57931	1.86667	3.31159	3.21212	
2.96092	-5.68889	-8.15942	1.54545	
0.367816	0.177778	7.63768	2.48485	
1.08506	-0.888889	12.7899	0.0909091	
0.395402	0.888889	-1.39855	-0.424242	
4.27586	-2.31111	-1.39855	-2.18182	
1.62759	0.355556	3.5	-0.636364	
1.9954	0.177778	4.36232	2.54545	
3.57701	-0.355556	-4.15217	1.63636	
-0.910345	-6.31111	-3.71014	-2.30303	
1.30575	-0.266667	5.16667	-5.21212	
5.8023	2.48889	6.85507	-2.42424	
-2.56552	-0.977778	-14.4203	1.21212	
-1.71034	0.622222	0.898551	-3.15152	
0.735632	0.8	-2.8913	4.33333	
5.17701	-0.266667	-16.8623	-1.51515	
2.62069	2.31111	-7.83333	-2.93939	
5.6	1.42222	5.47101	-1.27273	
1.29655	0.444444	4.69565	3.30303	
3.11724	1.51111	-7.42754	-3.75758	
-1.77471	1.77778	-3.22464	3	
-2.11494	3.28889	10.8841	-1	
1.97701	1.95556	-1.39855	1.12121	
2.43678	-3.37778	-4.97826	0.757576	
0.22069	1.51111	-4.68116	1.09091	
-1.41609	0	5.00725	-5.48485	
4.16552	1.24444	-19.2536	3.42424	
4.81839	1.06667	11.8261	0.666667	
-2.82299	0	15.2246	0	
-0.570115	-1.6	-2.28986	0.969697	
1.43448	-0.8	10.0507	0.636364	
2.44598	1.06667	6.24638	3.54545	
-0.193103	-2.48889	7.42029	-0.515152	
3.49425	-4.53333	6.26087	2.42424	
1.47126	2.4	-1.19565	1.18182	
6.31724	0.977778	-0.152174	-0.0606061	
2.3908	0.8	-2.72464	-0.393939	
1.34253	0.888889	10.1522	4.75758	
-3.35632	2.4	6.05072	4.69697	
1.97701	-4	-0.586957	2.27273	
-1.37931	0.0888889	-7.76812	2.54545	
1.94943	0.444444	-1.25362	3.27273	
-2.92414	-2.84444	6.57971	-1.0303	
0.855172	1.33333	4.06522	-4.9697	
-12.469	1.6	6.38406	-0.393939	
-1.2046	3.28889	1.57246	2.45455	
-5.33333	-1.24444	10.8913	-1.30303	
-1.57241	-1.68889	12.6449	-5.39394	
-7.8069	-5.24444	-2.38406	0.333333	
2.30805	1.51111	-6.60145	0.0606061	
4.11034	-15.5556	-12.3986	1.69697	
-11.8713	1.42222	7.51449	-0.939394	
8.36782	3.64444	6.42029	0.69697	
1.33333	2.4	1.73188	-1.27273	
3.41149	1.95556	-1.9058	0.333333	
3.75172	2.13333	0.637681	1.36364	
-4.89195	1.6	5.63768	1.51515	
3.81609	1.15556	-0.391304	-3.06061	
-6.62989	-1.6	-4.62319	1.54545	
0.404598	0.8	10.8333	0.151515	
-0.652874	-0.266667	-2.1087	0.363636	
-0.496552	-0.533333	-9.35507	-0.0606061	
-0.183908	0.266667	8.2029	-2.27273	
4.07356	-4.17778	-12.5217	-5.90909	
0.137931	2.66667	11.6232	2.60606	
2.4092	1.51111	0.137681	-0.515152	
1.58161	-5.6	-17.2029	2.39394	
-6.30805	0.444444	10.3913	-1.9697	
-3.22759	0.8	-10.587	-1.57576	
-5.84828	-0.711111	1.28261	-3.87879	
1.84828	5.06667	1.1087	0.939394	
3.17241	-2.31111	2.48551	-1.09091	
-3.16322	-6.48889	-14.2029	0.121212	
3.78851	1.6	0.123188	-1.84848	
3.71494	-1.33333	-9.34783	0.393939	
-10.7034	0.266667	-2.27536	1.06061	
1.96782	-7.46667	12.6522	2.33333	
-10.4552	3.46667	-6.68116	-1.87879	
7.54023	1.51111	6.06522	2.12121	
-0.910345	1.24444	-10.087	-0.30303	
0.533333	0.0888889	-1.57971	-1.87879	
3.04368	-2.93333	-2.62319	-2.12121	
-3.29195	-2.48889	-11.9565	-0.666667	
-1.44368	0.177778	-1.00725	3.33333	
-5.66437	-4.8	7.74638	-0.272727	
0.165517	-1.15556	-13.9203	-0.272727	
2.47356	2.84444	-5.83333	-2.06061	
1.65517	1.15556	8.50725	-3.75758	
3.17241	2.93333	-0.152174	-1	
3.08046	0.177778	3.81884	3.57576	
-3.75172	1.68889	-1.14493	-2.42424	
4.93793	-0.0888889	2.04348	1.42424	
3.66897	-9.24444	11.087	2.69697	
-2.51034	2.22222	-7.52174	0.939394	
-0.0827586	-0.355556	-1.23913	-0.818182	
1.58161	-2.13333	5.06522	-2.09091	
4.47816	-0.177778	0.282609	3.93939	
2.57471	0.266667	-6.63043	3.24242	
1.69195	-2.13333	-15.3696	4.09091	
2.02299	2.66667	-0.753623	1.15152	
3.08966	0.355556	9.32609	2.42424	
-7.73333	-0.177778	10.0072	5.48485	
1.88506	1.24444	-4.55072	-0.969697	
0.34023	2.04444	13.7754	0.757576	
-0.156322	0	-4.65217	-2.90909	
3.2092	6.48889	-17.7101	1.9697	
-0.0367816	0.444444	8.68841	3.24242	
0.505747	0.266667	-19.7391	-1.63636	
4.57931	1.77778	0.673913	-2.12121	
-11.908	-0.266667	8.38406	-0.575758	
2.66667	-0.888889	3.54348	-1.15152	
1.71034	-4.26667	-6.8913	-4.27273	
3.54943	-4.8	7.23913	3.93939	
3.2092	-2.31111	8.58696	-2.12121	
3.50345	1.24444	-11.2391	1.06061	
-8.72644	-0.177778	-9.1087	3.30303	
3.24598	-0.177778	17.9275	-0.969697	
5.53563	1.95556	14.1232	2.45455	
2.69425	0.266667	-4.9058	1.09091	
-0.542529	2.04444	-10.971	-3.72727	
0.11954	0.977778	-9.05072	-1.81818	
2.51954	-2.75556	4.68116	1.24242	
4.53333	2.22222	-5.22464	1.15152	
-4.61609	-5.33333	6.94203	-0.757576	
4.3954	0.355556	10.558	-6.12121	
7.52184	-0.355556	1.39855	-0.575758	
-0.11954	-5.77778	3.13043	0.393939	
0.910345	-9.24444	11.1739	-4.60606	
-2.15172	1.6	3.4058	2.42424	
2.98851	-2.66667	3.39855	-0.515152	
4.4046	1.77778	2.22464	1.45455	
3.42989	-4.08889	-0.297101	0.121212	
0.524138	-2.84444	-1.51449	0.181818	
-0.8	4.62222	-16.9203	-1.06061	
1.52644	-1.06667	6.80435	2.18182	
3.64138	0.622222	-30.8406	1.66667	
2.83218	-2.66667	7.71014	1.30303	
-4.55172	-2.04444	-2.01449	1.87879	
5.14023	-11.1111	12.3696	-2.60606	
-6.2069	0.444444	5.13043	-1.27273	
-2.68506	2.13333	15.3261	1.69697	
0.303448	2.13333	6.71014	1.33333	
-1.88506	-2.13333	8.02174	-1.39394	
-0.947126	-3.02222	2.89855	-0.575758	
4.16552	2.75556	8.71739	-0.242424	
-1.6	2.04444	15.3333	2.84848	
4.33103	1.6	4.67391	3.75758	
4.87356	1.15556	9.61594	-0.363636	
-1.63678	-3.02222	-19.3333	-0.787879	
-1.51724	1.6	5.25362	0	
-1.48046	0.888889	-8.23913	-2.15152	
-9.55402	0.711111	7.72464	0.333333	
-5.22299	-0.355556	3.73913	-0.272727	
-3.4023	-0.0888889	6.83333	-0.363636	
3.34713	1.95556	-3.62319	-2.24242	
-1.08506	-0.444444	11.4348	-2.81818	
-1.16782	0.533333	7.21014	0.242424	
0.294253	-0.622222	-2.95652	-1.63636	
1.13103	-0.977778	2.24638	-2.63636	
-2.15172	0.533333	-1.61594	0.818182	
2.85977	0.8	-1.71014	0.151515	
4.51494	-0.355556	11.6014	1.9697	
1.37011	-3.64444	-10.4565	-5.09091	
2.3908	-0.266667	8.2971	1.21212	
1.54483	1.86667	3.61594	3.12121	
4.4046	3.73333	2.21014	0.424242	
3.24598	0.977778	-7.5	1.39394	
0.422989	1.24444	-1.07971	2.15152	
2.9977	2.93333	-29.9348	0.69697	
0.864368	1.24444	3.15217	3.84848	
-1.22299	-0.0888889	5.18841	4.12121	
5.74713	-2.13333	-1.7029	1.45455	
-5.10345	-3.28889	3.33333	-4.27273	
4.27586	1.06667	4.13043	0.424242	
2.5931	1.42222	0.057971	-3.75758	
1.84828	0.444444	14.3043	1.69697	
1.16782	-0.177778	3.82609	1.15152	
-0.174713	-2.75556	4.05072	-0.212121	
2.85057	0.8	-10.058	1.93939	
-13.9494	3.02222	12.1667	-7.0303	
-1.12184	-12.5333	-8.17391	1.69697	
-1.73793	2.31111	-12.5217	-0.575758	
0.147126	1.68889	6.73188	1.09091	
-11.0529	-5.42222	-11.3696	-2.78788	
4.45977	-2.4	-20.7174	0.393939	
2.28966	1.15556	7.60145	-5.66667	
3.8069	-2.93333	3.76087	3.63636	
0.0735632	1.24444	-10.7029	-1.69697	
-3.54943	-10.4	11.3913	1.84848	
-3.44828	1.6	-2.84058	2.36364	
-13.0759	0.355556	-3.22464	-3.21212	
-1.35172	1.42222	-12.6957	1.33333	
-0.0367816	-8.71111	-0.152174	-1.27273	
2.21609	2.31111	-10.4565	-0.818182	
2.62069	-5.6	12.9493	0.030303	
1.35172	0	5.26812	1.45455	
1.81149	0.8	-13.2536	1.51515	
1.17701	0.8	3.89855	4.9697	
-5.83908	1.24444	1.73913	-1.0303	
1.37011	0.444444	5.7029	-0.636364	
0.468966	1.15556	7.80435	0.484848	
0.413793	-7.37778	0.565217	3.18182	
-5.14023	2.04444	8.92029	0.454545	
3.33793	-1.68889	6.7971	-1.60606	
1.48966	-3.02222	4.68116	-2.45455	
2.50115	-1.86667	-6.04348	3.66667	
-2.77701	0.888889	1.31159	-0.424242	
-5.9954	1.86667	3.80435	-3.75758	
-1.0023	-9.86667	-3.11594	0.242424	
-0.726437	-1.51111	-0.181159	-1.75758	
4.86437	1.86667	12.7319	-3.57576	
4.13793	2.04444	8.39855	-2.48485	
2.92414	2.57778	7.61594	1.0303	
6.77701	-1.15556	-5.04348	2.51515	
1.4069	0.355556	6.32609	-2.51515	
5.06667	-1.15556	12.2536	0.909091	
3.04368	2.31111	-5.38406	-1.21212	
-0.331034	0.8	0.768116	-3.0303	
1.1954	0.8	1.25362	-0.909091	
0.588506	2.22222	6.5942	-0.909091	
-1.75632	1.68889	10.3188	0.727273	
4.35862	0.711111	7.55797	-0.818182	
1.46207	0.177778	6.22464	0.424242	
-12.7816	1.33333	5.45652	-1	
1.31494	0.355556	0.0144928	-1.21212	
2.66667	1.33333	0.42029	-3.24242	
-1.50805	3.02222	9.91304	-1.66667	
5.85747	-6.93333	10.971	1.09091	
0.698851	1.24444	1.13043	0.575758	
0.266667	0	-7.94203	-5.75758	
-3.91724	0.711111	0.92029	2.27273	
1.41609	0.266667	-2.51449	1.9697	
-0.717241	1.6	-5.64493	0.575758	
1.49885	1.95556	5.14493	-0.545455	
4.44138	0.355556	6.42754	2.21212	
-1.71034	1.24444	1.84058	1.36364	
5.71954	-4	-17.1884	-3.84848	
0.101149	-1.24444	-3.63768	-2.72727	
4.14713	1.51111	9.1087	-7.9697	
4.16552	0.266667	10.0145	-1.72727	
4.3954	1.24444	11.1594	3.36364	
-4.78161	-3.02222	-7.07971	-2.18182	
3.16322	0.266667	2.13768	-2.39394	
3.54943	-0.977778	-2.68116	-5.21212	
-14.2989	2.48889	-12.7754	3.33333	
-15.0345	0.0888889	4.5942	2	
2.2069	0.711111	4.52174	-3.60606	
2.62069	0.177778	6.46377	-1.12121	
-7.11724	1.06667	-3.86232	1.78788	
-3.7977	2.04444	-0.224638	-1.12121	
-1.33333	0.0888889	-9.73913	-1.81818	
1.4069	1.86667	-17.2391	1.27273	
2.96092	2.93333	12.0362	2.09091	
1.23218	-3.73333	-6.15942	-1.51515	
-1.47126	-1.51111	7.38406	1.81818	
1.36092	-1.86667	8.95652	1	
-22.308	-8.44444	4.42029	-1.24242	
4.13793	3.46667	2.91304	-4.66667	
5.09425	0.533333	4.56522	-0.515152	
-4.67126	1.6	3.76087	-0.848485	
-3.56782	3.46667	3.55797	2	
-5.13103	-0.177778	9.65217	-7.48485	
4.09195	-1.24444	-16.9783	0.848485	
0.570115	1.24444	1.82609	0.121212	
1.1954	1.06667	1.78261	-1.27273	
-10.7402	1.06667	8.57971	2.33333	
3.38391	-1.77778	-5.58696	0.454545	
2.17011	1.42222	-13.2899	4.06061	
-2.7954	3.55556	7.5	1.60606	
3.01609	2.75556	-17.2826	3.60606	
3.57701	2.4	-4.17391	0.272727	
-0.091954	0.977778	5.58696	-7.9697	
2.17011	1.51111	-7.71739	-0.272727	
1.70115	2.22222	3.67391	0.0909091	
-5.14943	1.33333	2.76812	0.727273	
0.275862	-17.0667	0.768116	1.66667	
0.183908	3.28889	-1.67391	3.21212	
5.4069	0.977778	3.65217	-3.75758	
-2.68506	-2.04444	4.91304	-5.18182	
-3.66897	-8.35556	5.47826	1.36364	
3.5954	-0.711111	-0.971014	3.06061	
-10.2529	1.33333	-11.4783	1.72727	
-9.08506	1.33333	8.3913	2.69697	
7.03448	-13.7778	6.36232	1.75758	
-4.83678	-2.93333	-9.3913	-3.39394	
4.08276	0.8	-17.1739	2.33333	
-0.377011	-0.533333	-4.05797	3.39394	
1.94943	0.355556	15.7971	-1.48485	
4.64368	0.355556	6.95652	1.63636	
-0.468966	1.86667	-11.2029	0.878788	
-6.71264	3.02222	6.35507	-1.42424	
1.62759	1.77778	16.0797	2.12121	
-11.7609	-1.15556	4.73188	-3.90909	
2.43678	1.68889	4.96377	1.48485	
3.0069	-0.0888889	0.268116	-0.212121	
1.97701	1.06667	6.27536	-4.54545	
4.71724	0.622222	-11.8841	3.93939	
-0.836782	-0.622222	0.0724638	-2.93939	
-2.24368	2.66667	-5.56522	0.181818	
3.35632	2.57778	-3.84058	2.69697	
6.06897	4.35556	6.7971	2.24242	
3.2	-5.77778	2.47101	0.0909091	
-2.05977	0.8	-11.8116	-3.75758	
1.12184	0.977778	10.6884	-1.81818	
3.29195	2.4	-3.27536	-0.818182	
-0.450575	0.177778	-1.68841	1.90909	
2.32644	-4.97778	4.73913	5.66667	
5.18621	-1.24444	4.18841	0.484848	
-2.97931	-1.06667	18.0725	1.27273	
2.13333	-5.15556	6.98551	-1.87879	
1.27816	2.57778	-18.5725	-2.48485	
-4.61609	1.42222	5.78986	1.45455	
3.13563	1.6	4.85507	4.27273	
5.31494	0.622222	-14.2391	4.06061	
-2.74943	-4.26667	-2.93478	2.39394	
7.55862	0.8	5.02174	1.42424	
-2.05977	0.177778	-10.0652	0.969697	
-2.13333	0.622222	10.6014	-0.606061	
-4.05517	0.177778	6.1087	-4.66667	
-5.5908	-1.33333	8.35507	0.969697	
-0.285057	0.711111	-33.471	-0.424242	
3.75172	3.28889	-16.2826	-1.33333	
-5.1954	1.33333	4.55072	1.27273	
-20.9379	-1.24444	5.60145	-2.81818	
4.85517	2.4	7.65942	-2.75758	
0.928736	1.33333	7.05072	1.60606	
-6.66667	0.533333	-12.942	3.75758	
2.71264	1.6	-6.26812	2.63636	
4.88276	1.06667	-10.3406	-1.39394	
2.73103	-3.73333	15.1304	-3	
-0.331034	0.8	12.3478	0	
-5.86667	1.68889	-3.01449	4.42424	
1.57241	-3.28889	-6.98551	1.57576	
6.97011	3.2	-6.57971	2.75758	
2.11494	1.77778	-6.4058	-6.33333	
-2.05057	1.68889	-14.6304	-5.90909	
-2.72184	1.51111	-10.529	-1.69697	
1.36092	-12.1778	0.826087	2.12121	
-2.11494	1.86667	-9.81884	-0.0909091	
2.76782	1.42222	-8.52899	-2.69697	
-1.91264	1.51111	-8.98551	-3.30303	
-1.69195	-1.06667	-22.5145	2.81818	
-4.26667	1.33333	-10.6014	0.181818	
-0.708046	-0.888889	1.71014	1.93939	
-7.64138	0.977778	1.58696	-2.93939	
3.94483	3.64444	-15.587	1.42424	
1.08506	-1.06667	-8.28261	0.151515	
-0.588506	-2.4	4.66667	0.212121	
2.32644	0.177778	4.48551	2.48485	
2.03218	-10.7556	12.8406	1.09091	
0.367816	2.57778	0.384058	-3.21212	
4.72644	2.31111	2.80435	-0.636364	
2.05057	-4.8	-3.0942	1.24242	
0.266667	-2.13333	-0.0144928	-3.57576	
3.68736	-0.177778	11.4783	0	
1.13103	0.8	0.297101	2.06061	
-4.93793	-0.711111	-11.7391	-3.06061	
1.85747	0.177778	6.30435	-3.90909	
-3.42069	2.48889	2.18841	0.666667	
-3.2092	0.888889	6.78261	0.181818	
0.266667	1.06667	-4.75362	-1.93939	
-3.90805	-0.177778	-3.78986	1.12121	
2.54713	1.42222	3.68116	-3.84848	
-0.331034	-2.75556	7.63768	-1.48485	
1.12184	1.95556	-0.224638	-1.27273	
1.48966	1.51111	5.15942	0.757576	
0.625287	-0.177778	-9.78986	2.39394	
4.91034	-0.8	-5.05072	3.60606	
4.02759	1.68889	-2.62319	1.42424	
-0.533333	-1.42222	4.57246	-0.393939	
3.4023	1.68889	11.2246	3.66667	
-0.045977	1.95556	-2.82609	-1.48485	
-3.6046	0.177778	13.2754	2.15152	
1.26897	1.24444	6.53623	-1.15152	
3.61379	4.17778	2.42029	3.63636	
0.616092	-3.82222	-0.855072	-5.9697	
0.698851	1.51111	13.9058	3.12121	
1.02069	1.15556	-27.558	0.454545	
-1.07586	-1.15556	6.47101	-1.75758	
1.64598	-2.4	11.2174	1.09091	
0.174713	0.977778	5.7971	0.909091	
2.24368	0.977778	-4.0942	0.757576	
0.606897	0.0888889	5.72464	-0.575758	
-2.3908	-1.06667	15.0942	0.181818	
4.42299	0.977778	-22.6087	4.0303	
1.42529	1.6	-4.99275	-5.42424	
4.08276	0.8	4.53623	-4.51515	
0.827586	2.13333	-8.73913	-0.181818	
0.689655	1.42222	11.5145	-9.51515	
4.62529	-3.91111	2.26087	-0.181818	
3.88966	-4	-18.1449	0.30303	
5.01149	1.24444	-8.81884	2.72727	
-11.2092	-2.13333	3.54348	-0.515152	
0.0183908	-19.2889	0.731884	-0.0606061	
-1.56322	1.51111	-3.45652	1.93939	
3.97241	0.177778	4.31159	-0.545455	
0.11954	2.13333	-2.57971	4.0303	
-3.54943	1.24444	-1.57246	-3.06061	
1.50805	0.533333	5.60145	-3.81818	
1.78391	0.711111	2.05072	4.0303	
-1.05747	1.06667	-16.3261	-2.12121	
3.43908	2.22222	-13.3913	1.78788	
1.05747	2.93333	14.087	-0.787879	
1.18621	-1.86667	-10.2029	-1.45455	
1.94023	0.8	-17.1739	-3.33333	
-0.514943	3.11111	4.56522	-0.333333	
-1.07586	-4.35556	-23.5072	-1.60606	
-2.37241	0.888889	-3.72464	3.27273	
0.183908	1.33333	4.78986	0.151515	
5.22299	-0.0888889	-8.67391	0.969697	
3.49425	0.177778	-4.25362	-1.21212	
1.81149	0.622222	5.87681	0.636364	
2.18851	-1.24444	-9.54348	2.45455	
6.05057	-0.355556	0.949275	-1.72727	
-0.0183908	-1.42222	-1.44203	3.93939	
-2.46437	-7.91111	1.64493	0.727273	
2.14253	0.622222	9.86957	3.93939	
