ZnA[0]	ZnA[1]	ZnA[2]	ZnA[3]	
0.239146	0.0290375	0.305032	0.352538	
0.307167	0.203239	0.225474	0.13432	
0.188435	0.219317	0.157992	0.427842	
0.22232	0.286954	0.183834	0.326472	
0.276322	0.178326	0.270384	0.1105	
0.220443	0.347443	0.148946	0.153816	
0.163147	0.0554926	0.230428	0.251995	
0.175855	0.393298	0.156348	0.397451	
0.357036	0.285325	0.263567	0.144017	
0.186304	0.360717	0.160402	0.240677	
0.225483	0.074515	0.271817	0.133621	
0.232078	0.273589	0.19305	0.296882	
0.20016	0.276854	0.195678	0.215103	
0.243238	0.167931	0.161945	0.203038	
0.398992	0.664266	0.194459	0.353603	
0.232657	0.520884	0.223833	0.258819	
0.153685	0.292933	0.289772	0.235408	
0.252894	0.485619	0.212872	0.526338	
0.254372	0.583333	0.280044	0.222204	
0.206761	0.374416	0.286823	0.238379	
0.360482	0.203532	0.221248	0.356765	
0.0428223	0.393519	0.274698	0.22463	
0.138766	0.267361	0.278952	0.26975	
0.163333	0.354167	0.363725	0.199099	
0.264017	0.483612	0.266416	0.346932	
0.17399	0.675926	0.215904	0.348923	
0.190409	0.047619	0.244251	0.38472	
0.331511	0.513889	0.229666	0.246923	
0.141188	0.223765	0.219451	0.315718	
0.0380147	0.207176	0.260957	0.138656	
0.23323	0.171296	0.260367	0.208597	
0.255787	0.435764	0.303011	0.298186	
0.285888	0.55144	0.19992	0.261062	
0.25487	0.814815	0.257796	0.30964	
0.158971	0.301367	0.209717	0.231352	
0.229165	0.146091	0.255155	0.16403	
0.135832	0.35263	0.254359	0.226545	
0.143018	0.190848	0.255259	0.314043	
0.24167	0.248567	0.167226	0.456885	
0.352897	0.231746	0.23033	0.309941	
0.321462	0.28057	0.295656	0.431038	
0.253929	0.647266	0.206958	0.468855	
0.184035	0.263117	0.192121	0.435791	
0.192758	0.42284	0.192533	0.308972	
0.452514	0.476742	0.259652	0.203104	
0.173143	0.0972222	0.244719	0.273793	
0.135547	0.144621	0.174582	0.274482	
0.271773	0.150163	0.275467	0.225223	
0.11515	0.0648508	0.327322	0.191947	
0.186504	0.166667	0.3162	0.308282	
0.273412	0.328704	0.249011	0.194908	
0.366629	0.017094	0.16488	0.185731	
0.326625	0.32199	0.213744	0.44603	
0.164145	0.12963	0.289853	0.34137	
0.172633	0.431768	0.285231	0.17793	
0.3353	0.432319	0.368761	0.194281	
0.211855	0.409743	0.173078	0.29135	
0.120121	0.340969	0.230703	0.240015	
0.271255	0.126564	0.259527	0.293394	
0.29812	0.449058	0.403568	0.280752	
0.188957	0.247151	0.190587	0.166152	
0.209712	0.477059	0.283636	0.296901	
0.166237	0.181548	0.211341	0.201888	
0.341568	0.204025	0.369229	0.279462	
0.30699	0.404174	0.21017	0.223345	
0.129107	0.614035	0.278861	0.3085	
0.117128	0.296982	0.116772	0.28701	
0.112333	0.293981	0.189356	0.187501	
0.144895	0.285439	0.200176	0.184147	
0.349474	0.290123	0.316192	0.322292	
0.263654	0.328489	0.267007	0.366612	
0.14193	0.506173	0.281185	0.218811	
0.218706	0.358586	0.288829	0.369112	
0.288064	0.174383	0.192737	0.233692	
0.0462873	0.230285	0.316876	0.255377	
0.179305	0.136882	0.410139	0.214867	
0.17855	0.30303	0.320197	0.210454	
0.15572	0.294043	0.296002	0.33815	
0.190194	0.357544	0.232404	0.441308	
0.171373	0.456488	0.216284	0.229252	
0.225121	0.300595	0.145517	0.0920636	
0.0935061	0.217973	0.157455	0.133138	
0.180693	0.455782	0.133318	0.21359	
0.249203	0.388007	0.324868	0.246575	
0.190132	0.101159	0.332914	0.341178	
0.141014	0.118844	0.206207	0.212331	
0.247146	0.370827	0.230722	0.238194	
0.206096	0.230973	0.258331	0.227347	
0.128689	0.204841	0.135632	0.435924	
0.167378	0.201906	0.186239	0.199832	
0.205873	0.265689	0.21706	0.251809	
0.160067	0.190642	0.159169	0.125587	
0.0698342	0.27399	0.191997	0.370334	
0.245214	0.450783	0.234519	0.260849	
0.293479	0.484816	0.268505	0.285928	
0.286007	0.242882	0.264587	0.163451	
0.192895	0.0555556	0.134759	0.321956	
0.22811	0.45873	0.215103	0.359724	
0.251341	0.227513	0.20703	0.181553	
0.302007	0.560461	0.320719	0.212816	
0.107015	0.179527	0.238514	0.104323	
0.148806	0.507375	0.157909	0.284174	
0.152034	0.305355	0.311009	0.239177	
0.172001	0.291152	0.186632	0.291933	
0.239031	0.223986	0.271919	0.1292	
0.285288	0.381871	0.325777	0.269834	
0.370994	0.51196	0.168121	0.174956	
0.160551	0.585317	0.250052	0.37969	
0.434698	0.227072	0.175494	0.322629	
0.236427	0.157407	0.341463	0.217634	
0.230743	0.192545	0.213968	0.223526	
0.309865	0.243184	0.117504	0.0954136	
0.275692	0.2887	0.160236	0.358359	
0.261501	0.310185	0.246028	0.409165	
0.259091	0.451707	0.233954	0.21395	
0.224376	0.313786	0.216241	0.314705	
0.282107	0.557858	0.239541	0.266394	
0.0647702	0.730122	0.239393	0.246074	
0.200955	0.49452	0.340383	0.28088	
0.161927	0.0848214	0.151845	0.157071	
0.228885	0.419367	0.257804	0.289631	
0.262628	0.195602	0.241538	0.324765	
0.133239	0.518229	0.219251	0.184555	
0.330828	0.275521	0.138215	0.314563	
0.0993296	0.0388007	0.242255	0.252381	
0.278461	0.342593	0.189974	0.303943	
0.11134	0.118166	0.336048	0.299315	
0.196669	0.259259	0.237206	0.163388	
0.249312	0.608025	0.251888	0.304469	
0.363066	0.493092	0.295109	0.189793	
0.113092	0.222984	0.297957	0.317605	
0.206094	0.43999	0.297399	0.143735	
0.142324	0.120937	0.194831	0.0763266	
0.156325	0.27805	0.234231	0.36044	
0.0641715	0.382191	0.215354	0.320698	
0.28142	0.271605	0.279565	0.284055	
0.445558	0.373714	0.21474	0.0551992	
0.232512	0.25625	0.278617	0.210025	
0.146612	0.0946106	0.240584	0.189082	
0.220027	0.387125	0.207001	0.305782	
0.290084	0.0200617	0.249862	0.209614	
0.126812	0.458617	0.338083	0.397324	
0.217798	0.364198	0.273561	0.270606	
0.259942	0.207621	0.163796	0.237426	
0.170498	0.394444	0.231973	0.273366	
0.16298	0.154738	0.256803	0.366971	
0.239029	0.673611	0.245762	0.400562	
0.229855	0.0674603	0.281817	0.309297	
0.0786591	0.28057	0.234319	0.297774	
0.272938	0.303558	0.255944	0.313602	
0.286941	0.5555	0.27379	0.117289	
0.197916	0.465703	0.297054	0.296427	
0.354595	0.584386	0.212616	0.280234	
0.103746	0.472789	0.223148	0.175598	
0.183284	0.383976	0.26779	0.351404	
0.251956	0.508818	0.274002	0.310509	
0.177863	0.573656	0.251554	0.265335	
0.21178	0.16189	0.261935	0.276437	
0.122024	0.186548	0.184104	0.257811	
0.233694	0.424473	0.207439	0.236243	
0.210446	0.496832	0.278089	0.305702	
0.175521	0.230705	0.278944	0.352893	
0.146394	0.0740741	0.212713	0.237111	
0.368942	0.132997	0.159726	0.298069	
0.304669	0.367027	0.195893	0.194269	
0.211379	0.186308	0.267026	0.173176	
0.349571	0.224353	0.335815	0.244648	
0.220022	0.0724994	0.232731	0.251021	
0.339367	0.548611	0.16485	0.269816	
0.231333	0.347737	0.193757	0.214326	
0.272813	0.155256	0.165977	0.241357	
0.185779	0.315878	0.312363	0.369955	
0.2399	0.529012	0.227561	0.379707	
0.218535	0.252882	0.182056	0.281036	
0.151766	0.250683	0.228961	0.221825	
0.47706	0.57443	0.248428	0.233612	
0.205177	0.555043	0.22444	0.206866	
0.315168	0.372843	0.220648	0.307124	
0.263709	0.0200617	0.134076	0.190001	
0.17195	0.281764	0.305332	0.252585	
0.222264	0.19252	0.227264	0.180498	
0.171613	0.177165	0.238156	0.165518	
0.152752	0.108907	0.291917	0.189705	
0.208686	0.0534979	0.180155	0.11237	
0.0709032	0.0830527	0.242538	0.179631	
0.121625	0.332822	0.225016	0.301718	
0.226599	0.0285494	0.264178	0.406587	
0.221625	0.313171	0.336267	0.282693	
0.1693	0.296296	0.152172	0.429243	
0.196863	0.25	0.183026	0.31056	
0.391676	0.398883	0.246408	0.180758	
0.221676	0.324767	0.285936	0.331629	
0.155608	0.356213	0.272808	0.403694	
0.290094	0.268665	0.324153	0.260047	
0.295328	0.765947	0.216376	0.228187	
0.19372	0.351468	0.255926	0.384873	
0.102697	0.419655	0.216617	0.218609	
0.188061	0.0226337	0.270035	0.20005	
0.317962	0.124486	0.280872	0.233103	
0.233152	0.468107	0.199564	0.249159	
0.237897	0.555638	0.395264	0.303541	
0.152526	0.387473	0.261614	0.319124	
0.332495	0.604058	0.276366	0.337959	
0.234412	0.478093	0.233433	0.415685	
0.186969	0.379287	0.24638	0.319207	
0.240364	0.0986143	0.12232	0.255421	
0.100178	0.128944	0.222028	0.24608	
0.336237	0.696446	0.217764	0.335544	
0.163927	0.300214	0.156279	0.164108	
0.335148	0.512629	0.180176	0.176907	
0.15189	0.253251	0.276572	0.261518	
0.408755	0.0863095	0.200832	0.267373	
0.32239	0.368481	0.244792	0.320964	
0.222549	0.0608466	0.263054	0.294526	
0.0762736	0.418462	0.238411	0.351068	
0.263974	0.192413	0.32612	0.166615	
0.203212	0.641847	0.186146	0.268916	
0.374286	0.436322	0.297183	0.217926	
0.0739348	0.352429	0.188748	0.210026	
0.130773	0.0216049	0.21792	0.200081	
0.179268	0.490741	0.272185	0.277991	
0.225652	0.246767	0.282589	0.261043	
0.23028	0.55924	0.171631	0.265668	
0.144419	0.290748	0.191141	0.204247	
0.0917931	0.641597	0.197716	0.144289	
0.221624	0.234111	0.217573	0.332584	
0.134311	0.0684524	0.219876	0.168221	
0.349126	0.243092	0.234638	0.378182	
0.16127	0.279514	0.268351	0.228588	
0.302198	0.552827	0.266319	0.257767	
0.126514	0.364564	0.260428	0.111626	
0.0601547	0.373638	0.265534	0.287786	
0.316672	0.567901	0.156077	0.278221	
0.327644	0.412698	0.321378	0.164135	
0.391114	0.277982	0.245304	0.218302	
0.156516	0.134259	0.15244	0.201865	
0.198035	0.156379	0.233298	0.339008	
0.266205	0.193305	0.111706	0.426758	
0.108827	0.214748	0.252025	0.294034	
0.220992	0.239418	0.206921	0.25358	
0.111953	0.355281	0.226718	0.34891	
0.262311	0.700806	0.240536	0.308967	
0.264528	0.542549	0.261605	0.267968	
0.211202	0.310442	0.217391	0.257775	
0.164414	0.192821	0.365139	0.407683	
0.176078	0.157848	0.302982	0.365724	
0.266021	0.39806	0.276634	0.231532	
0.267748	0.617752	0.244662	0.166221	
0.142783	0.239389	0.357447	0.292805	
0.204375	0.451303	0.228559	0.16271	
0.433739	0.350235	0.241038	0.267521	
0.292208	0.20842	0.271811	0.218758	
0.223108	0.272303	0.244997	0.308123	
0.22972	0.225823	0.2568	0.325531	
0.147261	0.289174	0.178263	0.349464	
0.0631468	0.318486	0.32581	0.190257	
0.348289	0.488017	0.23684	0.219727	
0.343424	0.195935	0.249037	0.25176	
0.148876	0.578704	0.236742	0.223579	
0.369824	0.0652557	0.206878	0.225664	
0.152783	0.352679	0.166413	0.18653	
0.23696	0.542649	0.210733	0.114175	
0.332836	0.350592	0.20088	0.208488	
0.311593	0.259105	0.213141	0.139766	
0.213258	0.527678	0.272296	0.181599	
0.160139	0.258377	0.217621	0.179063	
0.258591	0.176955	0.232082	0.227492	
0.165346	0.242015	0.238037	0.47286	
0.161748	0.382202	0.302893	0.169648	
0.231366	0.0432099	0.244247	0.219672	
0.146786	0.129924	0.242458	0.299843	
0.156162	0.517361	0.261281	0.248739	
0.181954	0.158951	0.228019	0.16797	
0.108908	0.551066	0.265989	0.242186	
0.149356	0.232804	0.273547	0.477583	
0.273679	0.344857	0.342807	0.227112	
0.100161	0.241623	0.33843	0.357062	
0.208074	0.163911	0.264225	0.253216	
0.0894187	0.063786	0.228408	0.31885	
0.159142	0.442515	0.228589	0.175485	
0.251686	0.259259	0.196558	0.238266	
0.235827	0.52482	0.363557	0.284621	
0.202592	0.286659	0.268247	0.238208	
0.113005	0.654762	0.306167	0.40518	
0.26566	0.418173	0.13828	0.273286	
0.269202	0.197828	0.251343	0.252361	
0.0710112	0.263668	0.254485	0.253546	
0.306202	0.459877	0.259389	0.357737	
0.258715	0.287948	0.291115	0.202736	
0.35698	0.833333	0.283913	0.280979	
0.349598	0.312904	0.210356	0.340938	
0.0955193	0.524061	0.276119	0.151877	
0.354998	0.456019	0.321589	0.30357	
0.12154	0.273038	0.33099	0.264821	
0.283632	0.356002	0.213316	0.350554	
0.226063	1	0.289352	0.13553	
0.149716	0.265272	0.231064	0.199203	
0.145641	0.408565	0.307511	0.289463	
0.135176	0.387566	0.234655	0.37891	
0.108566	0.891975	0.25091	0.299149	
0.0966282	0.381393	0.25718	0.423265	
0.201533	0.0226337	0.206742	0.309459	
0.0964798	0.415602	0.16185	0.179172	
0.153151	0.537037	0.306515	0.28714	
0.0790071	0.164217	0.338047	0.317787	
0.227136	0.356702	0.232304	0.270308	
0.288846	0.366987	0.27917	0.274033	
0.273585	0.604938	0.267679	0.201797	
0.0662187	0.209741	0.212207	0.353011	
0.206256	0.0490888	0.277142	0.200658	
0.163122	0.261781	0.263899	0.393697	
0.220907	0.437135	0.236815	0.15238	
0.260259	0.474102	0.199995	0.311413	
0.184712	0.245439	0.216231	0.282023	
0.0430255	0.652116	0.294069	0.234933	
0.304182	0.146734	0.202137	0.178848	
0.186986	0.416814	0.231198	0.126085	
0.196924	0.525463	0.29664	0.234877	
0.18223	0.468294	0.306988	0.263764	
0.141959	0.468537	0.29588	0.294415	
0.253473	0.178792	0.389127	0.208288	
0.356622	0.343542	0.180643	0.244399	
0.17558	0.390947	0.307433	0.249948	
0.236926	0.151235	0.299596	0.193642	
0.242072	0.292052	0.322373	0.336088	
0.113626	0.183201	0.290375	0.30167	
0.177742	0.164315	0.251568	0.185953	
0.210202	0.165722	0.192238	0.337769	
0.141756	0.539705	0.212882	0.155647	
0.19659	0.331217	0.199584	0.372833	
0.254588	0.398148	0.297182	0.383323	
0.20779	0.167388	0.37442	0.427205	
0.246431	0.352041	0.344239	0.22565	
0.16752	0.496265	0.343377	0.391716	
0.134446	0.454365	0.192875	0.268357	
0.216237	0.0756173	0.202957	0.198548	
0.25833	0.250053	0.197427	0.30514	
0.250415	0.174769	0.231754	0.352049	
0.260953	0.619683	0.331122	0.253409	
0.319944	0.272347	0.278054	0.241217	
0.245354	0.215439	0.285474	0.331826	
0.144827	0.0326003	0.248957	0.545743	
0.132666	0.486883	0.270968	0.30616	
0.107154	0.487746	0.198139	0.146177	
