Q[0]	Q[1]	Q[2]	Q[3]	
0.227273	0.105263	0.241026	0.25	
0.125	0	0.28	0.142857	
0.183673	0	0.298507	0.233333	
0.2	0.333333	0.230769	0.185185	
0.355932	0	0.148148	0.111111	
0.35	0.333333	0.212598	0.470588	
0.176471	0	0.322368	0.451613	
0.0967742	0.363636	0.284722	0.0952381	
0.25	0.4	0.335135	0.111111	
0.229167	0.282051	0.193548	0.361111	
0.0909091	0.321429	0.267123	0.291667	
0.244444	0.153846	0.248227	0.24	
0.333333	0.464286	0.422535	0.318182	
0.114286	0.285714	0.174757	0.125	
0.205128	0.388889	0.251852	0.333333	
0.157895	0.25	0.170886	0.225806	
0.315789	0.153846	0.361345	0.275862	
0.34375	0.375	0.18239	0.25	
0.137931	0.6	0.256	0.28125	
0.0606061	0.263158	0.0927835	0.24	
0.0784314	0.259259	0.193548	0.105263	
0.0740741	0.24	0.160584	0.166667	
0.32	0.315789	0.284768	0.384615	
0.230769	0.416667	0.253846	0.357143	
0.175439	0.5	0.232323	0.117647	
0.225	0.166667	0.292683	0.371429	
0.346154	0.222222	0.231293	0.222222	
0	0	0.343066	0.294118	
0.155556	0	0.352332	0.0833333	
0.117647	0.166667	0.331081	0.235294	
0.0952381	0.368421	0.235294	0.4	
0.121212	0.416667	0.198718	0.25	
0.133333	0.35	0.225806	0.230769	
0.195122	0.25	0.101266	0	
0.0952381	0.25	0.133858	0	
0.215686	0.384615	0.0940171	0.227273	
0.298246	0.380952	0.331126	0.208333	
0.206897	0	0.282051	0.233333	
0.0967742	0	0.185714	0.157895	
0.25	0.344828	0.232	0.181818	
0.214286	0.142857	0.22963	0.181818	
0.04	0.15	0.0886076	0.4375	
0.117647	0.235294	0.208955	0.186047	
0.210526	0.307692	0.172414	0.32	
0.131579	0	0.100775	0.0869565	
0.0540541	0.333333	0.182482	0.352941	
0.245614	0.444444	0.18797	0.192308	
0.333333	0.414634	0.245283	0.304348	
0.243902	0.2	0.285714	0.0869565	
0.157895	0	0.133333	0.294118	
0.235294	0.333333	0.233333	0.4	
0.306122	0.25	0.212121	0.1	
0.294118	0.48	0.284615	0.173913	
0.0444444	0	0.25	0	
0.137931	0.5	0.150327	0.2	
0.138889	0.173913	0.284884	0.176471	
0.2	0.307692	0.174825	0.214286	
0.1875	0.2	0.294574	0.0833333	
0.323529	0.315789	0.327273	0.214286	
0.394737	0.461538	0.163265	0.2	
0.166667	0.52381	0.198675	0.5	
0.4	0.272727	0.166667	0.25	
0.257143	0.133333	0.352941	0.125	
0.125	0.214286	0.190476	0.111111	
0.30303	0.105263	0.0973451	0	
0.25641	0.130435	0.160839	0.37037	
0.230769	0.285714	0.227273	0.36	
0.333333	0.277778	0.246032	0.166667	
0.257143	0.225806	0.216867	0.133333	
0.222222	0.513514	0.174419	0.368421	
0.0588235	0.68	0.189024	0.137931	
0.175	0.466667	0.327273	0.28	
0.272727	0	0.114286	0.190476	
0.24	0.555556	0.247126	0.291667	
0.259259	0	0.152	0.291667	
0.102564	0.444444	0.208	0.238095	
0.304348	0.285714	0.165049	0.217391	
0.0727273	0	0.237179	0.25	
0.333333	0.454545	0.184397	0.208333	
0.142857	0	0.312977	0.181818	
0.236364	0.444444	0.211765	0.0952381	
0.295455	0.636364	0.22695	0.294118	
0.345455	0.421053	0.293413	0.111111	
0.0833333	0.166667	0.279412	0.354839	
0.25	0.466667	0.280255	0	
0.114286	0	0.165049	0	
0.195122	0.242424	0.202703	0.36	
0	0.363636	0.220183	0.333333	
0.341463	0.333333	0.211679	0.32	
0.423729	0.461538	0.190083	0	
0.193548	0.272727	0.26178	0.148148	
0.133333	0	0.208696	0.2	
0.207792	0	0.152672	0.37037	
0.317073	0	0.256	0.105263	
0.0833333	0.533333	0.314815	0.5	
0.241379	0.272727	0.241379	0.307692	
0.26	0.285714	0.106796	0.193548	
0.0714286	0.333333	0.208955	0.277778	
0.209302	0.117647	0.235294	0.407407	
0.268293	0.666667	0.235294	0.538462	
0.333333	0	0.26	0.277778	
0.0526316	0.285714	0.182692	0.277778	
0.230769	0.117647	0.246269	0.363636	
0.25	0.52	0.262136	0	
0.25	0.461538	0.262774	0.375	
0.282051	0.521739	0.226027	0.166667	
0.0465116	0.375	0.239669	0.0606061	
0.151515	0.466667	0.267176	0.413793	
0.292683	0.4	0.275362	0.26087	
0.106383	0.5	0.246377	0.269231	
0.212121	0	0.240602	0.142857	
0.148148	0.166667	0.156716	0.269231	
0.153846	0.388889	0.139785	0.222222	
0.0588235	0.45	0.263441	0.32	
0.2	0.2	0.28481	0.32	
0.15	0	0.212389	0.235294	
0.441176	0.166667	0.165049	0.3125	
0.301887	0.315789	0.2	0.2	
0.227273	0.166667	0.265487	0.125	
0.322034	0.285714	0.335052	0.166667	
0.194444	0	0.238938	0.228571	
0.285714	0.6	0.165289	0.241379	
0.101695	0.4375	0.210084	0.108108	
0.264706	0.142857	0.12987	0.117647	
0.121212	0.176471	0.365385	0.25	
0.230769	0.387097	0.224138	0.421053	
0.148936	0.176471	0.16	0.368421	
0.222222	0.181818	0.247619	0.24	
0.530612	0.5	0.236486	0.115385	
0.166667	0.5	0.214953	0.0869565	
0.285714	0.318182	0.188119	0.0909091	
0.23913	0	0.136752	0.25	
0.166667	0.16	0.284483	0.181818	
0.25	0.173913	0.178295	0.0769231	
0.122449	0.227273	0.247788	0.0909091	
0.105263	0	0.286885	0.181818	
0	0	0.138728	0	
0.0740741	0	0.213018	0.190476	
0.1875	0.307692	0.216783	0.28	
0.216216	0	0.215278	0.4	
0.177778	0.333333	0.298137	0.25	
0.2	0.333333	0.145833	0.432432	
0.2	0.272727	0.196078	0.304348	
0.414634	0.571429	0.227642	0.1875	
0.142857	0.333333	0.29771	0.307692	
0.114286	0.214286	0.25	0.461538	
0.192308	0.285714	0.365517	0.166667	
0.35	0.631579	0.203008	0.2	
0.186441	0.291667	0.243094	0.333333	
0	0.368421	0.22807	0	
0.1875	0	0.280303	0.148148	
0.313725	0	0.222222	0.193548	
0.184211	0.44	0.136691	0.305556	
0.190476	0.517241	0.402597	0.230769	
0.152174	0.35	0.225989	0.25	
0.327273	0.46875	0.273504	0.323529	
0.212121	0.45	0.224	0.548387	
0.150943	0.4	0.205674	0.233333	
0.229508	0	0.133333	0.26087	
0.125	0.2	0.225	0.1	
0.338235	0.666667	0.188976	0.32	
0.131579	0.285714	0.153846	0.0869565	
0.302326	0.421053	0.18254	0.0909091	
0.157895	0.208333	0.284615	0.1	
0.4	0	0.19084	0.3	
0.375	0.333333	0.217391	0.333333	
0.257143	0	0.262069	0.321429	
0.0769231	0.5	0.209091	0.384615	
0.212121	0	0.322917	0.08	
0.142857	0.489796	0.180328	0.176471	
0.404255	0.5	0.21374	0.0645161	
0.0454545	0.333333	0.141732	0.111111	
0.0909091	0	0.2	0.111111	
0.2	0.555556	0.244755	0.222222	
0.217391	0.0909091	0.292517	0.2	
0.321429	0.363636	0.154412	0.294118	
0.147541	0.3125	0.175439	0.241379	
0.0625	0.586207	0.19469	0	
0.25	0.142857	0.214953	0.28	
0.105263	0	0.213675	0.08	
0.375	0.2	0.254098	0.47619	
0.142857	0.307692	0.304762	0.26087	
0.268293	0.588235	0.247788	0.0869565	
0.0588235	0.25	0.254438	0.0833333	
0.0625	0.333333	0.262774	0.27907	
0.23913	0.56	0.139073	0.269231	
0.375	0.4	0.321168	0.1	
0.456522	0.272727	0.230216	0.233333	
0.0882353	0.125	0.115702	0.142857	
0.08	0	0.241935	0.341463	
0.272727	0.153846	0.116279	0.296296	
0.0588235	0.153846	0.215686	0.242424	
0.186047	0	0.209459	0.173913	
0.0869565	0.421053	0.278846	0.272727	
0.277778	0.636364	0.23125	0.363636	
0.301887	0.590909	0.261538	0.375	
0.15	0.3125	0.151685	0.264706	
0.176471	0.166667	0.336066	0.5	
0.172414	0.266667	0.316129	0.388889	
0.285714	0.363636	0.282051	0.24	
0.26087	0.534884	0.146853	0	
0.0714286	0.25	0.348485	0.162791	
0.171429	0.6	0.192857	0.125	
0.480769	0.384615	0.19685	0.178571	
0.306122	0.166667	0.220588	0.217391	
0.24	0.230769	0.203883	0.296296	
0.186047	0.285714	0.235897	0.304348	
0.111111	0.259259	0.176471	0.36	
0	0.285714	0.352113	0	
0.381818	0.333333	0.253165	0.0769231	
0.357143	0.15	0.232	0.137931	
0.155556	0.578947	0.293478	0.117647	
0.316667	0	0.150685	0.117647	
0.0588235	0.222222	0.15625	0.129032	
0.214286	0.5	0.18254	0	
0.296296	0.375	0.125926	0.181818	
0.3	0.125	0.2	0.0714286	
0.25	0.46875	0.245283	0.153846	
0.171429	0.333333	0.226415	0.1	
0.285714	0.125	0.166667	0.235294	
0.153846	0.2	0.230769	0.472222	
0.0882353	0.384615	0.319018	0.0769231	
0.254545	0	0.227723	0.181818	
0.125	0.2	0.225352	0.25	
0.102564	0.545455	0.223214	0.148148	
0.173077	0	0.169492	0.241379	
0.0952381	0.583333	0.225564	0.205882	
0.102564	0.166667	0.27551	0.432432	
0.236364	0.214286	0.303279	0	
0.097561	0.272727	0.31068	0.382353	
0.145833	0	0.232704	0.193548	
0	0	0.243902	0.26087	
0.104167	0.444444	0.214815	0.190476	
0.3125	0.4	0.2	0.225806	
0.205128	0.44	0.338235	0.285714	
0.173077	0.133333	0.257143	0.210526	
0.121951	0.666667	0.278912	0.457143	
0.288462	0.461538	0.0638298	0.227273	
0.220339	0.214286	0.195312	0.25	
0.0540541	0	0.251799	0.192308	
0.292683	0.333333	0.228814	0.296296	
0.222222	0.333333	0.257812	0.25	
0.394737	1	0.251969	0.208333	
0.348485	0.285714	0.207207	0.387097	
0.137931	0.533333	0.255172	0.0952381	
0.298246	0.444444	0.298611	0.236842	
0.0571429	0.444444	0.302817	0.181818	
0.27451	0.277778	0.205128	0.368421	
0.203704	1	0.246377	0.111111	
0.233333	0.333333	0.238411	0.172414	
0.0625	0.428571	0.289157	0.32	
0.152174	0	0.203883	0.391304	
0.133333	0.9	0.24	0.3125	
0.0606061	0.333333	0.270677	0.333333	
0.153846	0	0.208333	0.277778	
0.111111	0.45	0.110429	0.0740741	
0.147059	0.545455	0.305732	0.25	
0.0526316	0.2	0.208333	0.230769	
0.227273	0.444444	0.224	0.297297	
0.236842	0.428571	0.272059	0.222222	
0.333333	0.625	0.246154	0.217391	
0	0.214286	0.171717	0.357143	
0.162162	0	0.286885	0.1	
0.25	0.242424	0.263889	0.380952	
0.243902	0.45	0.195876	0.0625	
0.259259	0.5	0.2	0.259259	
0.228571	0.136364	0.197674	0.347826	
0	0.52381	0.3	0.166667	
0.297872	0	0.203008	0.230769	
0.1875	0.428571	0.217105	0	
0.185185	0.8	0.282051	0.25	
0.18	0.583333	0.27673	0.142857	
0.0535714	0.5	0.3	0.185185	
0.333333	0.133333	0.350575	0.0645161	
0.350877	0.285714	0.144068	0.24	
0.230769	0.4375	0.279661	0.166667	
0.28	0	0.272	0.0833333	
0.166667	0.384615	0.270677	0.333333	
0.0833333	0.153846	0.289855	0.266667	
0.176471	0.125	0.219178	0.103448	
0.218182	0.25	0.16	0.333333	
0.153846	0.47619	0.183673	0.08	
0.232558	0.25	0.15942	0.315789	
0.204545	0.315789	0.283186	0.346154	
0.170732	0.166667	0.378571	0.464286	
0.25641	0.375	0.297297	0.263158	
0.163265	0.444444	0.309859	0.27907	
0.125	0.5	0.136364	0.193548	
0.216216	0	0.162963	0.08	
0.210526	0.192308	0.179104	0.291667	
0.219512	0.235294	0.232704	0.37037	
0.262295	0.538462	0.327731	0	
0.382353	0.133333	0.281915	0.285714	
0.213115	0.142857	0.253968	0.26087	
0.166667	0	0.211864	0.5625	
0.0606061	0.571429	0.221053	0.346154	
0.0909091	0.473684	0.173469	0.0952381	
