R2[0]	R2[1]	R2[2]	R2[3]	
0.157779	0.181059	0.132433	0.188361	
0.100205	0.202989	0.111119	0.151678	
0.119679	0.148538	0.131524	0.142184	
0.104632	0.127065	0.10315	0.0960961	
0.108567	0.137031	0.140339	0.115258	
0.14114	0.177112	0.1168	0.102326	
0.115409	0.187053	0.104195	0.188896	
0.0694278	0.15436	0.0953198	0.141802	
0.121803	0.3	0.121345	0.144764	
0.13165	0.194472	0.124696	0.159249	
0.126819	0.15572	0.0951948	0.136196	
0.125335	0.135798	0.121308	0.178211	
0.162541	0.175336	0.124538	0.178611	
0.149443	0.13036	0.0936876	0.11839	
0.105813	0.200693	0.115176	0.162035	
0.138237	0.11674	0.110033	0.123145	
0.0943972	0.127065	0.126576	0.166009	
0.0981685	0.205587	0.125799	0.161201	
0.116608	0.183467	0.109038	0.125005	
0.0991293	0.137477	0.11866	0.143132	
0.137087	0.184675	0.115833	0.15412	
0.10289	0.220953	0.122225	0.145526	
0.0817433	0.211119	0.136594	0.175211	
0.137818	0.208211	0.116856	0.148283	
0.100789	0.0955556	0.141552	0.18196	
0.11072	0.187351	0.136527	0.142432	
0.0972967	0.16566	0.145948	0.13714	
0.119922	0.198501	0.122374	0.138477	
0.130097	0.15631	0.13048	0.119399	
0.166266	0.194718	0.144741	0.111566	
0.121609	0.214405	0.115846	0.133181	
0.117286	0.125878	0.128122	0.160727	
0.139694	0.12856	0.12099	0.125871	
0.117033	0.2	0.139098	0.15718	
0.145187	0.122222	0.121574	0.12762	
0.167275	0.145663	0.124026	0.122109	
0.0844669	0.205608	0.1301	0.191325	
0.0851387	0.173616	0.136514	0.163112	
0.102863	0.140381	0.119172	0.0710916	
0.0662002	0.120957	0.128253	0.150424	
0.103483	0.133139	0.119362	0.101926	
0.116914	0.149316	0.115132	0.185074	
0.117958	0.178191	0.0951499	0.114813	
0.147638	0.213225	0.10949	0.153828	
0.0992453	0.165306	0.128689	0.120295	
0.0818803	0.158804	0.0930947	0.140377	
0.139191	0.154655	0.130118	0.125308	
0.11193	0.106591	0.139999	0.129374	
0.110511	0.1428	0.10702	0.21174	
0.0716611	0.155036	0.112618	0.141981	
0.12752	0.191199	0.125837	0.150248	
0.137197	0.213661	0.128268	0.144027	
0.083032	0.20437	0.111016	0.116175	
0.12989	0.175792	0.114585	0.155994	
0.138834	0.234049	0.118915	0.153825	
0.0936819	0.1657	0.114444	0.178372	
0.118287	0.20454	0.110289	0.137773	
0.117705	0.161318	0.127173	0.141887	
0.137058	0.159485	0.112578	0.132346	
0.0787699	0.203981	0.10181	0.185785	
0.148962	0.169763	0.123263	0.153208	
0.114941	0.187879	0.142728	0.134137	
0.168618	0.152308	0.114188	0.123718	
0.0823939	0.147853	0.13894	0.17249	
0.0987195	0.189244	0.0822436	0.155539	
0.135255	0.148045	0.115873	0.166714	
0.128361	0.223253	0.137562	0.149778	
0.116815	0.163924	0.147686	0.131752	
0.118213	0.239676	0.118378	0.118854	
0.106207	0.159577	0.130074	0.126084	
0.123342	0.19789	0.124191	0.123439	
0.161838	0.200138	0.121145	0.134724	
0.156992	0.152466	0.146279	0.141942	
0.172799	0.141098	0.119917	0.143221	
0.166211	0.160462	0.124386	0.144421	
0.120107	0.124839	0.134417	0.172241	
0.143913	0.164286	0.130097	0.177228	
0.10565	0.213326	0.147975	0.159865	
0.0727075	0.139266	0.136337	0.176228	
0.130632	0.201369	0.115472	0.110841	
0.144904	0.18763	0.168728	0.149404	
0.17529	0.151845	0.105277	0.165325	
0.117881	0.133431	0.120215	0.158695	
0.112762	0.161332	0.107101	0.15337	
0.120597	0.111529	0.137711	0.106315	
0.13922	0.192222	0.115456	0.148115	
0.117949	0.185296	0.117456	0.176889	
0.115017	0.182105	0.130423	0.150542	
0.0838303	0.0986057	0.119739	0.176722	
0.124354	0.188288	0.118671	0.107091	
0.133867	0.124197	0.129141	0.14422	
0.107074	0.138996	0.106881	0.143374	
0.150229	0.167327	0.133331	0.162891	
0.109355	0.153076	0.12203	0.111913	
0.136607	0.226759	0.136435	0.138828	
0.129461	0.189996	0.128663	0.126589	
0.065878	0.135443	0.128303	0.151998	
0.130422	0.111493	0.109901	0.121306	
0.115059	0.155063	0.112769	0.146515	
0.116783	0.184409	0.12477	0.130128	
0.148516	0.128834	0.124268	0.105149	
0.144035	0.174428	0.139055	0.133009	
0.0647825	0.192032	0.100691	0.149729	
0.146452	0.150669	0.125928	0.18317	
0.135056	0.12671	0.120511	0.162196	
0.117398	0.191411	0.113721	0.127889	
0.120301	0.134555	0.131075	0.163713	
0.117665	0.134058	0.0764074	0.141546	
0.151114	0.180095	0.140123	0.123938	
0.107221	0.120313	0.126362	0.13949	
0.117139	0.146673	0.118052	0.161594	
0.146557	0.123734	0.125466	0.144129	
0.122667	0.192058	0.11524	0.132143	
0.13755	0.189818	0.124494	0.120637	
0.0945068	0.146961	0.124409	0.150819	
0.0986038	0.140633	0.119611	0.163779	
0.111639	0.177095	0.146063	0.182463	
0.110656	0.141356	0.145175	0.172049	
0.123097	0.1668	0.0896815	0.129247	
0.144926	0.142378	0.108452	0.160214	
0.124796	0.14751	0.128132	0.16012	
0.092388	0.120468	0.155792	0.12733	
0.12523	0.131762	0.140154	0.164619	
0.124282	0.15507	0.0919597	0.118094	
0.0910337	0.181821	0.145295	0.177257	
0.119055	0.148361	0.100462	0.130194	
0.134561	0.199925	0.127712	0.181399	
0.114623	0.13031	0.130131	0.180574	
0.129764	0.144215	0.134199	0.14629	
0.113281	0.100888	0.116615	0.107728	
0.11027	0.25392	0.129021	0.119953	
0.152162	0.184379	0.1095	0.147464	
0.128233	0.174964	0.122853	0.165732	
0.11694	0.171217	0.127129	0.0997738	
0.0770166	0.152621	0.105869	0.114168	
0.114182	0.112897	0.135244	0.13531	
0.140661	0.208321	0.129673	0.168289	
0.0836226	0.255966	0.0951337	0.138378	
0.0950331	0.134256	0.114427	0.143365	
0.10896	0.0985569	0.110972	0.134312	
0.153102	0.215113	0.121602	0.118613	
0.106789	0.157693	0.115548	0.1875	
0.124902	0.134687	0.144323	0.159973	
0.17253	0.151535	0.10059	0.15647	
0.12164	0.149485	0.142848	0.172002	
0.121127	0.212065	0.121873	0.179393	
0.130978	0.12836	0.171328	0.118694	
0.0968173	0.155426	0.119387	0.152375	
0.118229	0.18584	0.119362	0.15857	
0.113023	0.187397	0.126759	0.161506	
0.116113	0.139708	0.148508	0.152723	
0.105388	0.189448	0.122058	0.136841	
0.13219	0.222991	0.141018	0.151202	
0.154427	0.188747	0.157763	0.186281	
0.0892517	0.155242	0.116097	0.120984	
0.143125	0.16875	0.0927603	0.187286	
0.0680884	0.156076	0.145562	0.0892824	
0.136958	0.149071	0.124525	0.136749	
0.181646	0.259424	0.121894	0.144404	
0.109916	0.141645	0.16116	0.143473	
0.106155	0.154994	0.128673	0.187576	
0.0915396	0.18715	0.147804	0.158619	
0.15185	0.169633	0.120501	0.116959	
0.107109	0.176139	0.115555	0.175907	
0.175848	0.123967	0.145912	0.135516	
0.131297	0.165515	0.145482	0.119619	
0.0776541	0.232555	0.106841	0.109809	
0.0605809	0.145909	0.139658	0.155607	
0.117584	0.12856	0.131565	0.128883	
0.130184	0.247475	0.10997	0.130667	
0.12073	0.14127	0.124726	0.110829	
0.121742	0.165034	0.144205	0.154185	
0.0994967	0.127162	0.122783	0.174192	
0.0965085	0.152348	0.113979	0.153215	
0.1184	0.170967	0.116339	0.160253	
0.0951732	0.146511	0.128675	0.167226	
0.0963034	0.144578	0.111544	0.134174	
0.108283	0.182003	0.132217	0.14573	
0.125115	0.174529	0.116833	0.137579	
0.0882346	0.194177	0.100381	0.125336	
0.148194	0.122097	0.100887	0.142991	
0.0952356	0.1642	0.114407	0.163782	
0.103516	0.147257	0.150423	0.123565	
0.0911226	0.174005	0.130659	0.173821	
0.12993	0.177778	0.135313	0.177433	
0.136923	0.152186	0.14396	0.135943	
0.0834721	0.152186	0.137908	0.150267	
0.128926	0.15936	0.121681	0.128142	
0.139234	0.17248	0.146982	0.140963	
0.0989657	0.15298	0.122887	0.14328	
0.102622	0.219616	0.119027	0.174173	
0.13864	0.172232	0.130594	0.143854	
0.122833	0.127084	0.100813	0.191148	
0.0824007	0.191056	0.114318	0.151199	
0.105012	0.159774	0.123564	0.148339	
0.127529	0.122068	0.103108	0.122909	
0.078611	0.149435	0.131714	0.159687	
0.0725729	0.174359	0.097393	0.15683	
0.108824	0.171998	0.11175	0.109389	
0.145412	0.187162	0.137458	0.151605	
0.111063	0.129388	0.128053	0.141024	
0.108892	0.13361	0.132119	0.106443	
0.121062	0.146469	0.138795	0.116505	
0.109621	0.223012	0.101203	0.100169	
0.114067	0.260229	0.095181	0.119404	
0.0922624	0.186113	0.110428	0.160661	
0.142421	0.181102	0.111273	0.15303	
0.111897	0.238104	0.114549	0.154189	
0.136723	0.120404	0.099742	0.120337	
0.148827	0.17259	0.131266	0.129619	
0.0791649	0.123764	0.149776	0.147442	
0.131879	0.19634	0.141364	0.12353	
0.0688998	0.127711	0.106609	0.137331	
0.117389	0.178408	0.128749	0.13344	
0.113864	0.235745	0.133134	0.136482	
0.11227	0.231174	0.107444	0.159357	
0.127534	0.177778	0.138236	0.124505	
0.146995	0.21185	0.0961325	0.120457	
0.135044	0.126467	0.145929	0.184278	
0.104225	0.170197	0.125327	0.166917	
0.147006	0.145466	0.10602	0.126247	
0.138341	0.174359	0.130327	0.151903	
0.0836812	0.229348	0.112351	0.174003	
0.103809	0.129371	0.122972	0.137584	
0.0925324	0.187256	0.124023	0.148851	
0.118685	0.17557	0.123439	0.106637	
0.102791	0.203282	0.0789084	0.130697	
0.119934	0.147922	0.0879929	0.116002	
0.143598	0.172692	0.110137	0.191652	
0.0806098	0.0940761	0.133054	0.163899	
0.131316	0.167414	0.146854	0.154947	
0.0886771	0.248196	0.139827	0.158359	
0.145522	0.149884	0.131832	0.154039	
0.176973	0.183607	0.103968	0.149054	
0.118764	0.135982	0.130354	0.167817	
0.142645	0.150789	0.124649	0.189292	
0.0969083	0.198693	0.136792	0.152642	
0.127565	0.275	0.116445	0.150894	
0.120903	0.145909	0.11517	0.12716	
0.129384	0.145412	0.0874152	0.103131	
0.146412	0.140142	0.116956	0.136799	
0.136085	0.131315	0.118037	0.150584	
0.127845	0.131027	0.112347	0.194023	
0.127321	0.189502	0.139327	0.119804	
0.149415	0.211264	0.0801183	0.151389	
0.136307	0.190003	0.126702	0.109499	
0.113289	0.173747	0.130626	0.14985	
0.0941939	0.162077	0.131202	0.128793	
0.111229	0.171875	0.116566	0.137574	
0.087007	0.167266	0.120011	0.157656	
0.133103	0.133333	0.127784	0.175462	
0.130268	0.233333	0.103195	0.181829	
0.122664	0.15272	0.121017	0.148696	
0.121741	0.151664	0.137245	0.15321	
0.133589	0.214421	0.127565	0.133928	
0.141022	0.208449	0.122152	0.144248	
0.116528	0.153496	0.088938	0.144447	
0.101152	0.149102	0.113427	0.139485	
0.125806	0.25	0.103601	0.150746	
0.154149	0.14985	0.0979877	0.133053	
0.120023	0.190029	0.141417	0.171648	
0.0878217	0.207407	0.111235	0.14001	
0.109392	0.153987	0.130202	0.130949	
0.089624	0.160058	0.124577	0.173748	
0.0938991	0.14313	0.141652	0.114511	
0.117821	0.207394	0.117238	0.172106	
0.139712	0.156946	0.135796	0.117333	
0.110408	0.16919	0.13147	0.104959	
0.121062	0.214591	0.121406	0.15832	
0.124257	0.177999	0.122486	0.144842	
0.145726	0.15649	0.129341	0.168767	
0.1686	0.117906	0.12846	0.173045	
0.134024	0.116667	0.114004	0.152865	
0.136898	0.187985	0.129583	0.134913	
0.119113	0.157251	0.151842	0.136075	
0.105999	0.126295	0.115291	0.162257	
0.0940462	0.156468	0.130764	0.158502	
0.135266	0.126429	0.116221	0.127995	
0.09123	0.2	0.130143	0.126655	
0.172046	0.152393	0.147514	0.179143	
0.0879756	0.168803	0.114504	0.125003	
0.120245	0.184874	0.115779	0.121535	
0.123372	0.123221	0.137827	0.105071	
0.16127	0.240832	0.114713	0.13341	
0.149739	0.226689	0.109259	0.168927	
0.112271	0.140901	0.125265	0.127949	
0.141961	0.147945	0.134417	0.158196	
0.123096	0.115571	0.0976655	0.123728	
0.14899	0.161695	0.119679	0.12915	
0.141714	0.181226	0.120444	0.15837	
0.18059	0.189049	0.125736	0.112539	
0.100486	0.18871	0.12559	0.149715	
0.131009	0.173753	0.157492	0.147042	
0.132724	0.219826	0.114652	0.122397	
0.105745	0.195062	0.130197	0.116413	
0.132619	0.163231	0.125243	0.19102	
0.116734	0.166969	0.128244	0.121999	
0.1182	0.205637	0.112742	0.122132	
0.111739	0.196154	0.132618	0.157374	
0.126024	0.135035	0.14827	0.135179	
0.0775549	0.148922	0.144221	0.180646	
0.114643	0.201729	0.146677	0.145519	
0.117144	0.24273	0.110093	0.135115	
0.142606	0.122831	0.140604	0.145574	
0.155172	0.184391	0.115778	0.142511	
0.0759663	0.136592	0.145897	0.183892	
0.11199	0.205556	0.11595	0.116755	
0.0874249	0.146394	0.124182	0.176839	
0.0796516	0.156316	0.0903151	0.153995	
0.160116	0.151127	0.117649	0.145093	
0.127215	0.152753	0.159932	0.137262	
0.112316	0.115663	0.160776	0.123614	
0.0912904	0.168129	0.119965	0.157765	
0.0798202	0.247076	0.148741	0.141973	
0.136454	0.195205	0.109072	0.183057	
0.180828	0.129926	0.114978	0.106233	
0.145271	0.136661	0.121004	0.177833	
0.124078	0.220193	0.103191	0.181387	
0.129816	0.201473	0.141909	0.16062	
0.112762	0.155311	0.135323	0.186215	
0.105394	0.140633	0.146684	0.119563	
0.127221	0.14357	0.091296	0.172252	
0.0833991	0.16534	0.0867364	0.165737	
0.127965	0.125435	0.129089	0.144435	
0.134321	0.15436	0.131935	0.149934	
0.124933	0.162814	0.0995393	0.169837	
0.134477	0.189059	0.103434	0.145207	
0.110916	0.159212	0.0988254	0.133728	
0.101221	0.156954	0.110155	0.132306	
0.169627	0.204888	0.126917	0.164726	
0.157004	0.175375	0.156036	0.123279	
0.067189	0.17038	0.0906307	0.129826	
0.168511	0.235702	0.117082	0.173771	
0.133408	0.108662	0.127547	0.138875	
0.0986136	0.220438	0.111119	0.15277	
0.104022	0.215729	0.104584	0.0988325	
0.126766	0.211169	0.129755	0.14896	
0.0692321	0.145649	0.127714	0.153826	
0.1211	0.130223	0.123989	0.202748	
0.130128	0.152027	0.130205	0.147819	
0.109584	0.187175	0.125037	0.112627	
0.146183	0.125435	0.101844	0.134815	
0.131812	0.244855	0.133123	0.133325	
0.12741	0.0963204	0.10849	0.173894	
0.0562307	0.244559	0.134507	0.129501	
0.141749	0.192638	0.117642	0.138985	
0.108296	0.207385	0.136188	0.143596	
0.134499	0.173191	0.115135	0.155655	
0.138107	0.165764	0.144641	0.138929	
0.122136	0.177631	0.146615	0.135859	
0.122267	0.183929	0.111546	0.151731	
0.131339	0.144569	0.123259	0.106792	
0.108763	0.107269	0.128033	0.187112	
0.153538	0.141596	0.15308	0.134244	
0.138015	0.220907	0.113084	0.172039	
0.128956	0.15958	0.0959522	0.107625	
0.10425	0.187985	0.115504	0.111294	
0.0951029	0.201308	0.136034	0.137352	
0.124857	0.149479	0.145355	0.135277	
0.110607	0.143561	0.11408	0.147854	
0.149405	0.165463	0.121745	0.141153	
0.115179	0.123873	0.138876	0.113269	
0.12808	0.240532	0.136304	0.142903	
0.15174	0.200756	0.110047	0.170205	
0.140534	0.183249	0.15534	0.147243	
0.134676	0.173684	0.103453	0.170969	
0.113081	0.162891	0.129181	0.136539	
0.129402	0.164401	0.110952	0.158739	
0.129703	0.191023	0.142228	0.160823	
0.0993103	0.111007	0.135978	0.129718	
0.115671	0.161846	0.118061	0.155831	
0.120081	0.166133	0.112049	0.151471	
0.084073	0.189739	0.12219	0.108592	
0.143242	0.204888	0.127295	0.137163	
0.143344	0.138982	0.114872	0.130056	
0.114288	0.143828	0.112139	0.147047	
0.179944	0.262875	0.134583	0.164931	
0.106032	0.146213	0.127083	0.166163	
0.106978	0.180386	0.138997	0.174403	
0.131967	0.138889	0.109302	0.155748	
0.124322	0.202588	0.119181	0.131458	
0.111638	0.242064	0.102162	0.155977	
0.120962	0.19815	0.145648	0.165193	
0.109525	0.117195	0.116135	0.184429	
0.090335	0.138095	0.15491	0.160455	
0.141201	0.109432	0.111906	0.15836	
0.139124	0.168233	0.102783	0.143541	
0.132413	0.177816	0.124809	0.150434	
0.0986706	0.156347	0.140883	0.171099	
0.131151	0.191463	0.137461	0.160717	
0.163122	0.197229	0.113676	0.128067	
0.101028	0.139038	0.149383	0.0887332	
0.11714	0.128062	0.123029	0.151694	
0.122413	0.195402	0.11656	0.115453	
0.116252	0.173062	0.142463	0.175213	
0.159576	0.154969	0.119693	0.0866158	
0.128112	0.191869	0.134615	0.14291	
0.136531	0.187699	0.129375	0.135181	
0.0952833	0.175594	0.129736	0.148598	
0.0847873	0.136938	0.135574	0.16543	
0.143533	0.22381	0.146015	0.137146	
0.109402	0.140746	0.110656	0.154069	
0.13443	0.154011	0.13555	0.138878	
0.097122	0.166419	0.111772	0.136668	
0.108858	0.157012	0.10112	0.120723	
0.142423	0.117822	0.121073	0.123368	
0.116334	0.119942	0.111459	0.144347	
0.125342	0.20134	0.10497	0.15123	
0.119127	0.161795	0.125176	0.16214	
0.119582	0.168531	0.142569	0.127792	
0.098237	0.241464	0.140011	0.182376	
0.112887	0.190762	0.140764	0.142251	
0.125269	0.156257	0.12576	0.119432	
0.142602	0.206093	0.107662	0.173634	
0.104472	0.154676	0.120511	0.121037	
0.139301	0.157701	0.175345	0.149225	
0.117138	0.173601	0.113995	0.151124	
0.0856617	0.140875	0.133136	0.131578	
0.125338	0.159275	0.134168	0.105405	
0.112605	0.155148	0.130131	0.161676	
0.141275	0.181148	0.126042	0.157459	
0.145036	0.117334	0.0992795	0.125169	
0.144029	0.191702	0.103742	0.124795	
0.0657032	0.136274	0.118309	0.140611	
0.118868	0.156832	0.126221	0.109546	
0.149391	0.15179	0.111795	0.148089	
0.115475	0.165158	0.110969	0.144097	
0.138121	0.0865687	0.129307	0.130974	
0.0726349	0.226036	0.118244	0.0922313	
0.103231	0.211475	0.121189	0.165557	
0.0875951	0.149926	0.129668	0.122482	
0.118568	0.121519	0.104099	0.127689	
0.109739	0.162051	0.128276	0.141164	
0.0843327	0.16916	0.149707	0.127392	
0.097693	0.16073	0.148507	0.16849	
0.0782241	0.098105	0.123484	0.12903	
0.0993393	0.146213	0.132286	0.125208	
0.133366	0.213789	0.135767	0.173915	
0.0741875	0.159837	0.105096	0.141776	
0.123735	0.162256	0.114762	0.140745	
0.113593	0.152436	0.117627	0.104773	
0.144741	0.261575	0.126195	0.189415	
0.10257	0.160149	0.13273	0.135982	
0.120258	0.11864	0.129821	0.158721	
0.0909927	0.127256	0.115797	0.119015	
0.144395	0.131794	0.1212	0.179256	
0.0828304	0.156358	0.148972	0.182865	
0.126149	0.146523	0.133846	0.139126	
0.0895882	0.14225	0.0906853	0.145035	
0.0973297	0.106255	0.140183	0.13394	
0.142804	0.153542	0.0997471	0.174304	
0.0841341	0.233621	0.121249	0.157826	
0.106915	0.133795	0.131167	0.145064	
0.139267	0.168915	0.112563	0.134972	
0.0916143	0.196692	0.131756	0.115588	
0.106244	0.174955	0.11357	0.148623	
0.102794	0.189386	0.111476	0.118187	
0.149565	0.227542	0.129376	0.168911	
0.151823	0.159164	0.0870169	0.143879	
0.130582	0.157511	0.139534	0.163111	
0.116507	0.179188	0.125083	0.183472	
0.112217	0.206573	0.126658	0.151377	
0.0920977	0.19014	0.13252	0.14768	
0.0947281	0.153495	0.135224	0.172218	
0.13081	0.166639	0.11847	0.141944	
0.115677	0.196938	0.1253	0.126913	
0.110102	0.238384	0.086996	0.124724	
0.126075	0.195395	0.142691	0.10731	
0.0853668	0.17808	0.11409	0.171566	
0.144297	0.216951	0.11844	0.149823	
0.119803	0.225189	0.0976249	0.125344	
0.130867	0.136236	0.122143	0.14339	
0.103601	0.0986045	0.122718	0.163734	
0.0881266	0.159651	0.142866	0.115489	
0.116826	0.138519	0.105398	0.157432	
0.112705	0.141323	0.0797586	0.127328	
0.137528	0.114956	0.111917	0.164206	
0.0998558	0.25175	0.124421	0.113711	
0.116628	0.192664	0.110817	0.176891	
0.0850628	0.184188	0.145177	0.138317	
0.0774232	0.240592	0.0828091	0.171337	
0.163677	0.224074	0.122247	0.1608	
0.107215	0.137898	0.102825	0.114539	
0.109005	0.128993	0.127169	0.146692	
0.140125	0.216557	0.129975	0.155211	
0.101773	0.177214	0.127851	0.172361	
0.123714	0.18746	0.114129	0.14839	
0.135008	0.15678	0.134421	0.191791	
0.137845	0.165777	0.131465	0.146929	
0.0632772	0.140875	0.110413	0.135094	
0.0844374	0.139373	0.0973198	0.156853	
0.131405	0.228699	0.107538	0.106548	
0.1447	0.181315	0.122152	0.134334	
0.120548	0.16872	0.130784	0.17154	
0.139159	0.119463	0.115892	0.130215	
0.0877723	0.121196	0.0971041	0.146693	
0.0979985	0.117195	0.0995966	0.122874	
0.121761	0.161245	0.164149	0.155418	
0.0996757	0.197672	0.129905	0.187638	
0.13753	0.169312	0.0955342	0.142496	
0.108144	0.110275	0.165866	0.133672	
0.164077	0.184396	0.115318	0.156881	
0.0920063	0.189867	0.146637	0.163945	
0.122667	0.278418	0.133965	0.165225	
0.0845434	0.179385	0.102115	0.120187	
0.123452	0.132841	0.134063	0.167753	
0.158958	0.15032	0.140468	0.128098	
0.12692	0.1424	0.095298	0.118146	
0.166184	0.214458	0.119086	0.118242	
0.121789	0.187301	0.127656	0.160714	
0.110353	0.179949	0.131596	0.163537	
0.0749528	0.23682	0.153745	0.145666	
0.144853	0.2327	0.109081	0.122856	
0.0673655	0.130479	0.116222	0.180053	
0.121278	0.159958	0.100961	0.149642	
0.079869	0.142378	0.115499	0.11931	
0.108899	0.141743	0.132869	0.171317	
0.103002	0.207942	0.142841	0.142746	
0.088247	0.15693	0.116452	0.148528	
0.127399	0.162386	0.10366	0.159591	
0.161553	0.143349	0.12841	0.163253	
0.119517	0.249206	0.116525	0.128623	
0.125332	0.125371	0.114319	0.183285	
0.123707	0.186486	0.127948	0.172325	
0.12665	0.148802	0.144585	0.163711	
0.0964197	0.182456	0.122984	0.149912	
0.0917721	0.158527	0.133513	0.175323	
0.108583	0.151476	0.145285	0.116578	
0.129914	0.201717	0.148153	0.158713	
0.12861	0.18123	0.136503	0.159702	
0.117118	0.174041	0.107291	0.161529	
0.112595	0.19137	0.126445	0.0906374	
0.163969	0.161201	0.139605	0.119088	
0.108286	0.16379	0.114679	0.138568	
0.172784	0.200314	0.144804	0.112611	
0.103633	0.164148	0.11378	0.13485	
0.118435	0.198798	0.149999	0.151968	
0.147795	0.150106	0.1085	0.112311	
0.112528	0.175809	0.0863276	0.127491	
0.126598	0.190799	0.13812	0.178099	
0.103925	0.152055	0.118079	0.147312	
0.134616	0.158744	0.121998	0.16451	
0.103188	0.1625	0.133005	0.109229	
0.152799	0.151771	0.102715	0.190071	
0.13119	0.143479	0.0875083	0.114798	
0.142768	0.171154	0.0836684	0.161852	
0.0950635	0.18164	0.0962312	0.153628	
0.14082	0.231088	0.10623	0.14292	
0.0989958	0.152662	0.126299	0.130929	
0.142689	0.3	0.149368	0.117684	
0.143528	0.183975	0.102352	0.110071	
0.109756	0.170943	0.0842092	0.125227	
0.160401	0.180395	0.141437	0.12738	
0.140262	0.197562	0.146934	0.178308	
0.120991	0.234722	0.0829183	0.135341	
0.137261	0.211111	0.124239	0.148688	
0.162628	0.177834	0.134786	0.184141	
0.106844	0.205314	0.0978877	0.158875	
0.128086	0.177551	0.110846	0.140902	
0.125077	0.161848	0.132784	0.146971	
0.0942173	0.17901	0.109175	0.151815	
0.122992	0.124381	0.101465	0.145569	
0.078329	0.189984	0.150411	0.158939	
0.113833	0.162877	0.135711	0.129527	
0.123871	0.167934	0.0902863	0.124281	
0.117154	0.142424	0.117661	0.110664	
0.0951525	0.16325	0.136944	0.199933	
0.119921	0.188243	0.15528	0.127061	
0.121582	0.2	0.120723	0.127723	
0.153997	0.160086	0.119915	0.109386	
0.119267	0.139315	0.154096	0.171491	
0.141836	0.129904	0.124625	0.164113	
0.131526	0.222426	0.138246	0.149499	
0.149067	0.156961	0.126063	0.123393	
0.132258	0.138514	0.12386	0.109216	
0.114739	0.163858	0.128771	0.156701	
0.0812188	0.195833	0.12447	0.131999	
0.0866613	0.15056	0.109725	0.150049	
0.123538	0.174483	0.135229	0.138607	
0.122596	0.192181	0.117935	0.169058	
0.128891	0.197362	0.120255	0.152876	
0.123739	0.153542	0.138926	0.132736	
0.126983	0.18667	0.134831	0.185366	
0.13372	0.119513	0.151436	0.134786	
0.13528	0.187175	0.131621	0.145252	
0.0884425	0.141559	0.144327	0.175109	
0.109179	0.122015	0.112941	0.107314	
0.12488	0.251906	0.141476	0.16506	
0.133094	0.147687	0.117544	0.105921	
0.107244	0.137354	0.148323	0.164464	
0.14242	0.1556	0.135267	0.175466	
0.144336	0.125988	0.11961	0.126957	
0.115126	0.188888	0.118262	0.148368	
0.134172	0.169765	0.132658	0.157029	
0.103012	0.157571	0.125764	0.140312	
0.119442	0.136055	0.102602	0.128142	
0.152834	0.151612	0.129403	0.18042	
0.108616	0.135359	0.128713	0.127453	
0.111559	0.151698	0.127678	0.110016	
0.0941411	0.178127	0.133494	0.142211	
0.144042	0.173005	0.125307	0.127373	
0.122467	0.141179	0.154573	0.16596	
0.105689	0.183339	0.154907	0.115784	
