ThetaFW[0]	ThetaFW[1]	ThetaFW[2]	ThetaFW[3]	
6.71494	7.62222	31.6159	8.43939	
10.5264	0.488889	42.3623	7.22727	
11.2069	4.97778	40.3696	4.60606	
8.46207	3.37778	27.6449	6.62121	
7.13103	2.46667	28.3732	3.72727	
11.5862	8.48889	27.3623	6.24242	
6.30575	6.6	30.2754	6.62121	
6.45517	3.28889	35.1957	11.1515	
11.223	9.11111	44.9493	18.4394	
19.1678	4.75556	41.7935	2.66667	
8.02069	6.95556	26.4312	9.28788	
14.9011	5.93333	29.5326	5.60606	
4.44138	5.35556	39.4312	8.89394	
8.24828	2.28889	42.6993	6.72727	
5.09195	2.22222	35.0543	10.0909	
8.64138	2.64444	43.663	11.4848	
6.16322	3.15556	22.971	5.60606	
10.9816	0.222222	38.7645	9.72727	
6.02299	1.53333	36.2681	3.66667	
5.76092	1.53333	33.3623	13.2273	
9.57011	1.02222	46.7572	8.13636	
15.7563	1.46667	24.9746	7.57576	
4.90345	7.35556	56.2826	12.7424	
8.68736	12.0222	30.7174	5.51515	
15.8828	6.24444	41.0652	7.98485	
5.14483	6.31111	31.5399	10.197	
8.74023	2.17778	47.2246	4.19697	
2.94713	4.31111	51.5036	13.8182	
6.17241	2.24444	49.6232	10.8333	
13.2621	1.51111	31.3442	8.51515	
6.08966	1.17778	32.6159	8.5303	
15.577	1.35556	31.837	10.8485	
10.4299	23.3111	30.3406	15.0909	
7.48966	1.95556	23.8659	3.51515	
12.1816	4.15556	26.5833	13.9091	
11.1977	2.84444	46.0217	4.69697	
11.3057	4.13333	43.6993	6.0303	
8.02529	0.444444	25.7101	11.3333	
9.54023	6	49.7174	7.92424	
10.3885	0.844444	38.1993	3.68182	
13.869	1.84444	60.8442	6.51515	
7.30805	1.2	31.6558	7.22727	
22.0667	0.444444	27.5652	6.75758	
8.78621	7.86667	28.6123	12.4848	
6.96552	1.26667	38.75	10.1212	
8.09425	3.93333	35.7029	5.81818	
12.3126	0.955556	65.2174	11.8636	
7.26897	13.6	21.2754	11.9242	
2.06437	11.9556	37.8478	9.12121	
21.0828	4.73333	41.25	6.30303	
14.3701	21.1778	52.8225	7.5303	
8.51724	4.11111	30.2754	3.95455	
8.71724	10.7111	39.3986	3.71212	
14.5632	1.91111	39.8949	7.21212	
11.1034	3.22222	34.7101	7.01515	
10.223	4	35.9348	8.54545	
4.18621	14.4222	38.3986	7.93939	
5.1977	4.24444	19.0543	8.4697	
9.5908	15.3778	31.8986	11.1364	
4.87356	9.84444	33.9239	3.12121	
21.7448	4.42222	42.3587	6.66667	
12.6506	3.35556	38.5833	10.8182	
17.1816	2.22222	24.7246	3.57576	
7.02989	3.91111	42.3949	16.4848	
14.0736	0.977778	37.8478	11.2121	
6.93563	1.37778	37.9891	7.56061	
15.6736	0.888889	69.308	7.66667	
8.47126	3.75556	49.0978	5.13636	
11.0253	7.91111	33.837	11.9091	
22.1724	1.82222	35.5652	10.0152	
9.21839	7.44444	33.9493	7.39394	
12.0483	2.62222	13.7572	4.31818	
4.30115	4.06667	35.4674	6.68182	
10.1701	6.11111	27.9058	4.33333	
14.5287	9.26667	41.6159	12.8333	
4.95402	1.02222	31.8659	11.1061	
2.70115	6.93333	39.5761	5.4697	
11.3011	15.4889	35.6196	8.5303	
12.2897	6.53333	41.4457	4.60606	
13.1724	6.02222	11.9022	7.22727	
8.94483	1.66667	29.0435	17.5909	
11.6345	1.62222	30.1341	6.90909	
7.41149	2.46667	20.6884	4.01515	
6.87816	2.84444	36.9384	11.3788	
19.4276	5.6	32.3768	4.30303	
3.50115	17.5778	52.5652	9.39394	
10.892	3.55556	61.6667	5.84848	
11.7356	2.24444	22.8841	16.0909	
6.74023	2.04444	22.7428	8.13636	
17.3908	3.35556	32.3986	7.16667	
17.7632	9.64444	50.0471	6.87879	
7.35402	4.95556	43.4529	4.68182	
5.12644	7.08889	34.1957	3.51515	
18.7701	6.68889	54.1341	7.9697	
10.554	6.62222	24.5399	11.3788	
6.86897	2.06667	34.7464	7.15152	
11.6023	6.06667	29.9855	9.19697	
8.09425	4.73333	16.5181	4.43939	
10.5747	7.26667	36.4384	6.48485	
22.5655	2.08889	37.9638	11.2273	
8.0092	3.6	47.5797	12.5152	
12.6138	3.02222	28.0181	11.2121	
12.2046	5.15556	14.1667	4.75758	
12.2391	6.68889	29.9348	9.45455	
9	1.35556	28.6449	12.697	
7.94483	7.08889	33.4891	11.8182	
5.45057	9	16.8949	9.51515	
10.8253	27.0444	38.2717	6.0303	
6.0046	17.6667	43.5942	7.89394	
5.88966	6.84444	34.3986	8.84848	
1.06897	0.377778	32.2464	5.25758	
4.33563	2.73333	48.2826	8.95455	
15.2943	2.06667	28.5833	5.43939	
4.51724	1.77778	41.3478	9.89394	
17.508	3.64444	13.7645	9.68182	
4.75402	1.08889	40.4855	12.1061	
13.6161	2.86667	34.3804	9.06061	
5.04598	1.2	38.9493	9.75758	
14.577	3.75556	40.3696	1.62121	
9.51724	3.86667	40.7464	5.40909	
19.0529	7.33333	49.0797	5.62121	
3.4	2	46.5181	12.7424	
8.81379	3.48889	43.1196	8.5	
5.95632	3.15556	21.7717	5.80303	
6.32644	11.1111	37.2645	8.59091	
4.22299	6.04444	22.6558	12.3788	
9.12874	0.911111	38.8841	9.66667	
20.4575	4.82222	25.1594	2.9697	
7.65287	5.24444	67.9638	13.303	
9.87126	5.46667	24.7138	3.75758	
21.308	1.37778	25.4348	11	
8.16782	0.177778	31.5145	4.51515	
4.85287	5.2	37.0978	13.0152	
4.69425	6.4	43.5399	5.25758	
11.0552	4.84444	24.6449	10.4242	
9.1977	1.66667	36.2645	3.06061	
5.12874	2.53333	30.6413	9.48485	
9.14023	3.46667	30.0725	9.68182	
5.49655	0.311111	48.7935	8.01515	
4.03908	2.42222	21.4348	7.28788	
9.72414	4.17778	33.0906	5.66667	
8.8092	9.26667	38.7717	5.10606	
12.5724	4.8	40.3333	3.77273	
14.3793	11.2	39.7609	10.7121	
5.74713	2.53333	30.7899	6.33333	
9.01149	5.35556	35.3804	11.2879	
7.91954	3.64444	49.4167	5.12121	
13.908	8.22222	31.5978	6.95455	
8.22989	1.06667	35.2681	4.30303	
5.90345	2.44444	25.1304	7.39394	
9.51264	5.06667	26.1341	1.77273	
9.25287	11.7778	65.2899	11.5606	
7.53103	1.46667	56.9312	7.12121	
14.2805	1.8	22.5942	10.7121	
17.3839	1.02222	7.76812	6.95455	
18.7632	5.17778	34.3587	7.84848	
8.49885	1.86667	33.0181	7.24242	
20	2.51111	51.9094	7.06061	
9.63908	1.64444	28.2862	16.1061	
14.8207	2.51111	26.1159	10.3182	
11.7333	11.2222	28.0217	8.77273	
12.5563	1.68889	33.4275	6.56061	
7.13793	5.02222	42.7464	3.5303	
17.0322	13.6	28.4529	7.72727	
11.0782	4.6	35.279	5.89394	
2.65517	2.11111	27.3877	7.56061	
21.7655	5.88889	45.2826	8.83333	
6.11724	5.06667	31.3804	6.12121	
11.3034	9.93333	30.6232	8.30303	
19.2345	0.244444	18.5326	9.60606	
18.5195	8.97778	40.25	10.9545	
7.97241	4.11111	25.8514	9.09091	
7.55172	4.95556	29.4638	8	
7.8	0.844444	43.6486	2.72727	
7.02299	0.422222	40.9964	4.86364	
1.26897	3.04444	36.6449	4.16667	
8.41839	17.4444	42.6377	12.303	
7.22759	2.04444	35.3406	5.87879	
15.3356	1.13333	71.9239	13.1061	
11.469	1.26667	21.8877	10.303	
10.2874	0.977778	22.7609	4.28788	
17.8989	1	33.1667	4.86364	
13.1287	4.02222	48.4275	11.2727	
5.89655	7.64444	37.558	14.0758	
8.41379	3	51.8043	7.80303	
18.2897	7	30.1449	7.34848	
21.6299	10.9778	49.6993	8.60606	
8.30575	6.35556	29.8841	5.75758	
6.85287	0.155556	37.1304	7.43939	
13.6667	0.688889	43.3696	11.4091	
6.68736	11.6889	30.8514	10	
9.68046	12.2222	50.2029	8.5303	
7.23678	6.22222	43.8986	7.19697	
12.4023	15.0222	36.0181	13.7121	
11.1793	8.11111	30.2681	16.7273	
13.5172	4.62222	44.4638	9.39394	
11.7448	1.44444	14.6667	5.77273	
1.7977	2.13333	37.3732	5.62121	
16.1862	20.0889	29.1558	12	
11.9609	4.04444	32.6667	8.9697	
13.1356	9.68889	18.4203	4.9697	
3.35402	6.6	39.6884	10.1212	
19.3885	1.04444	26.6304	15.5152	
10.4092	1.51111	37.442	3.56061	
14.7126	2.13333	39.9638	9.10606	
2.04368	1.93333	28.5942	10.9848	
8.46437	3.82222	32.8297	7	
6.83908	23.4222	34.7065	10.9091	
14.4644	7.84444	58.0072	8.71212	
9.4023	4.77778	24.7065	10.0455	
4.8069	0.266667	26.9058	2.75758	
6.26667	3.11111	39.8732	11.0455	
11.9563	9	38.5797	6.62121	
1.98851	5	31.8007	5.34848	
16.5241	3.53333	30.308	12.1061	
8.6	12.2889	26.6123	11.4697	
8.28046	8.26667	20.0145	7.56061	
6.38391	1.68889	27.3623	5.13636	
11.0414	2.55556	34.3732	8.21212	
14.046	7.68889	20.913	9.86364	
8.09195	6.37778	28.7246	7.87879	
5.88736	3	45.2717	5.56061	
4.26667	6.55556	40.2319	14.3485	
14.8943	10.5111	36.9601	7.36364	
16.8874	1.88889	37.9022	6.43939	
13.9333	3.62222	32.2283	11.0758	
4.53563	3.04444	22.0109	3.34848	
18.0253	0.155556	30.4928	17.4848	
12.869	3.35556	12.8007	10.0152	
6.78851	2.91111	20.4275	14.4848	
8.88046	0.4	34.1449	9.36364	
1.62299	3.08889	26.2826	16.8788	
8.14713	10.8444	35.0435	10.1364	
13.1402	6.02222	40.3551	4.42424	
10.246	5.42222	47.4638	11.1515	
6.41379	4.97778	48.0652	9.72727	
5.77931	5.86667	53.1159	12.1061	
8.92414	4.11111	27.1413	10.7576	
16.2391	17.7556	34.0109	9.16667	
9.38391	3.44444	44.5	10.9394	
11.846	0.222222	30.9855	3.36364	
17.3264	2.2	40.1848	10.7879	
17.4621	3.91111	42.7862	7.57576	
10.4575	7.24444	21.3261	11.9697	
9.70345	1.66667	42.2246	9.72727	
5.78851	11.7111	31.0616	9.84848	
4.07356	3.26667	44.0942	8.57576	
13.4552	6.62222	46.6268	9.4697	
10.0897	7.73333	35.9819	7.59091	
11.4575	10.3556	19.6304	11.1364	
17.3931	1.4	14.5616	10.7576	
5.0092	1.53333	20.8696	8.30303	
5.09885	3.51111	31.279	6.01515	
15.6207	0.955556	27.3116	9.84848	
20.9379	4.88889	19.4094	8.22727	
5.98391	12.2222	46.5978	6.9697	
9.06897	2.73333	21.7319	8.77273	
8.84368	5.71111	21.9565	10.5455	
10.3172	2.31111	39.1304	20.3485	
8.01839	3.35556	47.779	7.27273	
15.9609	0.4	18.4638	7.39394	
6.6069	0.4	40.3188	7.37879	
6.38391	3.51111	39.4855	12.5303	
11.4	0.488889	30.1123	4.87879	
5.96552	2.04444	46.5942	8.33333	
8.63678	2.86667	23.8986	16.1061	
15.6483	4.68889	39.0797	6.66667	
5.21379	13.5333	35.9819	13.7576	
16.8759	2.62222	52.6341	7.24242	
5.23678	1.68889	26.5362	7.75758	
10.3218	4.6	28.5036	5.56061	
11.3793	0.111111	31.9529	11.6818	
5.82529	18.0222	52.971	13.7121	
16.4782	9.08889	42.9783	3.56061	
7.36092	9.24444	45.2065	9.12121	
16.223	5.57778	30.8514	17.2879	
16.3149	2.95556	44.9964	11.4545	
5.10805	2.71111	37.663	5.45455	
9.35402	3.84444	22.029	10.9848	
14.0713	3.8	31.9638	3.24242	
14.1126	1.91111	40.3043	9.27273	
21.9149	22.2222	25.942	11.9545	
5.52184	3.73333	36.6848	8.56061	
25.1241	2.26667	35.4565	12.1818	
7.88506	7.11111	48.0543	11.0909	
27.6598	5.22222	49.0761	4.01515	
16.4207	1.95556	45.2971	2.51515	
10.7218	3.55556	31.1703	7.39394	
5.17471	2.6	54.721	12.8788	
8.97241	1.82222	33.058	9.60606	
4.12184	7.48889	29.6993	15.0152	
5.86667	7.75556	37.1413	12.303	
12.9586	0.222222	27.3406	9.01515	
5.95862	2.66667	42.0326	7.60606	
6.78851	4.57778	42.3804	7.40909	
6.72184	3.93333	31.6341	10.803	
13.7471	2.51111	26.9348	14.3485	
9.3954	2.37778	43.5471	9.12121	
17.7586	5.64444	32.0761	4.12121	
2.01609	1.26667	20.9058	7.25758	
11.2897	0.333333	30.8913	5.10606	
6.08506	15.2444	41.8913	7.24242	
7.25287	6.42222	17.0543	8.71212	
9.27586	12.6889	16.0072	16.2727	
9.32184	2.77778	19.0906	6.0303	
5.17931	11.1111	55.8406	6.16667	
17.2736	0.688889	24.4384	8.59091	
10.0828	2.11111	47.9457	2.60606	
6.65977	0.577778	34.3623	11.4242	
13.2851	1	47.4203	3.01515	
11.3954	3.42222	45.8768	14.3939	
5.97471	3.2	51.1014	7.56061	
24.3471	3.48889	28.6159	10.2121	
4.64138	9.48889	36.3696	10.3939	
15.469	1.22222	41.2826	11.2121	
13.469	3.08889	42.1304	7.24242	
5.14483	1.8	38	8.01515	
5.94023	3.4	39.1884	10.3788	
13.4368	2.2	40.9312	5.4697	
10.8667	7.51111	35.6667	4.57576	
4.44598	2.62222	28.7862	7.9697	
11.023	10.5556	34.8659	8.5	
7.55862	1.84444	40.6594	10.7576	
9.51494	2.35556	51.1377	4.34848	
8.91724	6.68889	42.1812	17.5303	
9.03908	7.31111	29.4493	12.5758	
9.23448	0.711111	41.2971	7.75758	
13.4828	4.26667	28.587	7.84848	
8.89885	2.04444	46.0652	10.9697	
18.4184	14.2667	43.3804	3.04545	
8.23448	3.42222	64.3732	10.4848	
18.6598	5.6	25.1014	7.72727	
2.77701	0.311111	26.1667	4.72727	
5.67816	2	49.0725	6.18182	
7.06437	4.8	20.0254	8.89394	
