thetaWatt[0]	thetaWatt[1]	thetaWatt[2]	thetaWatt[3]	
6.56292	3.18137	33.2058	5.62937	
10.6016	10.9581	28.9211	9.2719	
12.8734	5.30229	37.2226	6.95392	
14.8928	4.9488	33.4736	8.94076	
12.8734	2.4744	28.9211	9.2719	
10.8541	1.41394	33.2058	9.60304	
9.08711	2.12091	40.4361	11.2587	
12.621	5.30229	33.7413	6.95392	
13.1258	3.18137	38.026	9.2719	
11.6113	4.59531	32.1346	7.6162	
9.33953	6.00926	28.3856	11.2587	
8.07743	6.71623	34.2769	6.95392	
5.55324	4.24183	28.6534	5.62937	
11.3589	4.59531	37.4904	9.93418	
7.5726	4.59531	40.9716	3.97367	
11.6113	3.88834	27.0466	7.28506	
7.82501	3.88834	28.3856	5.62937	
11.1065	4.24183	34.0091	8.27848	
12.1162	3.18137	23.5654	6.95392	
10.8541	6.00926	33.4736	8.27848	
8.58227	4.59531	36.9548	7.6162	
10.6016	4.24183	28.6534	11.5899	
7.5726	4.9488	27.85	9.2719	
11.6113	2.12091	36.1514	9.93418	
9.08711	10.6046	40.4361	8.27848	
8.83469	9.8976	32.938	14.5701	
12.1162	2.82789	41.2394	6.29165	
14.1355	6.00926	28.1178	7.6162	
7.06776	4.59531	37.2226	7.28506	
9.59195	2.4744	39.6327	4.96709	
12.621	3.18137	33.7413	9.60304	
13.3783	2.12091	19.5486	6.95392	
9.84437	8.13017	25.9755	6.62279	
7.06776	7.4232	31.8668	10.5965	
11.8637	3.88834	41.775	9.60304	
8.58227	6.36274	33.2058	10.2653	
6.81534	4.59531	40.7038	7.6162	
10.8541	3.18137	39.6327	6.29165	
5.55324	3.18137	29.9923	7.6162	
9.84437	4.9488	39.9005	8.27848	
18.6791	2.82789	43.6495	12.2522	
8.83469	3.53486	33.7413	10.5965	
10.6016	4.9488	36.9548	8.60962	
8.32985	1.76743	35.0803	5.62937	
8.07743	6.36274	39.0971	8.60962	
12.1162	10.2511	34.5447	9.60304	
13.8831	4.59531	36.687	8.60962	
11.8637	6.36274	46.0596	12.5833	
10.8541	4.59531	28.1178	7.28506	
8.32985	4.9488	40.9716	7.94734	
7.82501	5.65577	39.0971	8.94076	
5.80566	4.59531	33.7413	6.95392	
12.621	3.53486	26.2433	9.2719	
10.8541	1.76743	36.687	5.62937	
7.82501	6.00926	35.6159	6.62279	
7.06776	5.65577	44.4529	12.5833	
8.07743	6.36274	32.6702	9.2719	
9.59195	3.18137	36.1514	7.28506	
10.0968	10.9581	33.4736	11.2587	
9.08711	6.36274	39.3649	10.9276	
7.82501	4.59531	38.2937	7.94734	
7.06776	4.24183	31.8668	5.96051	
5.55324	8.83714	43.6495	12.2522	
10.0968	7.06972	35.3481	8.27848	
12.621	3.53486	38.5615	6.62279	
13.6307	3.88834	31.599	8.27848	
10.8541	3.88834	31.3312	6.29165	
9.08711	5.30229	29.7245	11.2587	
11.3589	3.88834	44.7207	8.94076	
10.6016	7.4232	27.5822	10.2653	
9.84437	7.77669	42.0428	7.94734	
7.32018	5.30229	28.1178	5.96051	
7.5726	2.82789	28.6534	8.27848	
12.8734	5.30229	39.9005	8.60962	
11.8637	3.18137	31.599	8.94076	
11.3589	4.9488	28.3856	10.2653	
12.1162	3.53486	35.3481	7.6162	
10.8541	3.18137	42.5784	9.93418	
9.33953	5.65577	36.4192	11.5899	
7.32018	3.53486	35.8836	10.9276	
12.1162	3.53486	44.9885	10.5965	
11.8637	3.18137	33.2058	7.94734	
10.0968	2.12091	34.5447	6.29165	
13.3783	4.59531	29.7245	8.60962	
15.3976	3.18137	40.1683	6.62279	
9.08711	6.36274	36.1514	8.27848	
8.58227	3.53486	32.6702	7.94734	
8.07743	3.53486	36.4192	10.9276	
9.33953	1.76743	27.3144	8.60962	
9.84437	11.665	46.3274	7.6162	
14.1355	3.88834	26.2433	5.29823	
11.1065	5.30229	27.5822	8.27848	
10.6016	1.76743	26.7788	7.28506	
7.5726	6.36274	28.1178	8.27848	
8.83469	2.4744	42.5784	10.5965	
7.5726	5.65577	38.2937	9.2719	
13.8831	1.06046	37.4904	7.28506	
6.3105	1.06046	38.026	7.28506	
11.3589	3.53486	30.2601	7.94734	
11.8637	9.19063	40.7038	9.2719	
7.82501	4.59531	45.524	11.2587	
10.3492	9.19063	41.2394	11.2587	
10.6016	2.12091	39.0971	12.5833	
11.8637	2.12091	34.8125	7.94734	
7.5726	10.9581	27.5822	8.27848	
8.07743	8.48366	25.4399	8.94076	
10.8541	3.88834	46.3274	6.62279	
8.07743	4.24183	40.4361	5.96051	
11.6113	5.30229	43.1139	9.2719	
11.6113	3.53486	33.2058	6.29165	
10.3492	4.9488	32.938	6.95392	
6.81534	3.18137	32.1346	11.921	
7.5726	3.18137	45.524	8.27848	
8.07743	7.06972	37.7582	5.62937	
11.3589	4.24183	39.3649	7.94734	
10.8541	3.18137	35.0803	14.239	
12.8734	3.18137	32.938	6.95392	
11.1065	4.24183	45.7918	4.63595	
9.33953	4.9488	35.6159	7.94734	
10.8541	5.65577	33.7413	8.60962	
9.59195	9.8976	35.0803	11.2587	
10.3492	8.13017	36.4192	7.6162	
11.3589	2.82789	54.0933	9.93418	
4.03872	5.30229	43.3817	8.94076	
11.3589	2.4744	35.3481	5.62937	
12.3686	7.06972	38.026	8.60962	
13.6307	10.2511	35.6159	9.2719	
7.06776	3.53486	27.85	6.29165	
11.6113	5.65577	27.3144	6.95392	
5.80566	7.77669	28.6534	9.2719	
8.07743	6.36274	35.6159	11.921	
9.08711	6.00926	33.4736	6.29165	
10.6016	6.00926	25.1721	8.94076	
13.6307	3.88834	29.1889	9.2719	
5.30082	2.82789	41.5072	6.62279	
10.6016	2.4744	32.4024	6.62279	
12.1162	7.06972	27.0466	7.6162	
10.6016	4.59531	38.8293	4.96709	
9.84437	9.8976	32.1346	8.60962	
5.0484	2.4744	39.0971	8.27848	
4.03872	1.06046	31.0635	8.94076	
6.05808	1.41394	28.1178	7.94734	
13.3783	6.36274	23.2976	7.28506	
9.08711	6.71623	35.3481	9.93418	
16.4073	7.77669	24.9043	7.28506	
8.83469	5.30229	35.0803	6.29165	
5.30082	3.18137	30.2601	8.60962	
6.56292	4.9488	34.5447	6.29165	
12.3686	5.30229	30.7957	6.62279	
6.3105	4.24183	28.9211	9.60304	
6.56292	2.82789	35.6159	8.94076	
8.83469	4.59531	34.5447	7.28506	
10.0968	4.9488	26.7788	8.27848	
12.1162	3.18137	34.5447	10.2653	
9.08711	3.88834	30.7957	9.2719	
10.8541	5.65577	31.3312	5.62937	
8.07743	2.12091	34.5447	7.6162	
10.8541	0.706972	35.8836	10.2653	
5.55324	1.76743	31.599	7.94734	
11.1065	1.76743	31.0635	8.94076	
6.81534	7.06972	38.8293	8.94076	
9.84437	3.53486	37.2226	7.6162	
10.3492	1.41394	32.4024	8.94076	
9.59195	7.77669	32.938	6.29165	
11.6113	2.12091	35.3481	10.2653	
12.621	3.88834	34.5447	11.2587	
7.5726	8.48366	31.599	5.29823	
6.81534	2.4744	37.7582	5.96051	
10.3492	2.12091	32.1346	9.2719	
8.07743	5.30229	41.2394	10.5965	
6.05808	2.12091	31.599	7.28506	
12.1162	4.24183	30.2601	10.5965	
13.8831	4.59531	41.5072	7.94734	
13.1258	3.88834	33.2058	6.62279	
7.82501	5.65577	29.1889	11.5899	
9.33953	6.00926	31.599	9.2719	
4.54356	5.65577	33.4736	8.27848	
10.3492	11.3115	25.4399	6.62279	
9.84437	3.18137	30.5279	5.62937	
15.65	12.0185	27.85	9.60304	
7.5726	9.19063	23.0298	8.27848	
11.6113	4.59531	29.9923	9.93418	
10.6016	6.36274	40.9716	10.2653	
11.3589	4.59531	37.7582	8.27848	
8.07743	3.53486	36.1514	9.2719	
9.33953	3.18137	28.1178	8.94076	
8.32985	6.36274	35.6159	6.62279	
10.8541	12.372	39.0971	5.29823	
10.8541	8.48366	31.3312	6.95392	
15.3976	0.353486	39.0971	7.94734	
13.1258	2.82789	39.3649	7.6162	
12.1162	5.65577	45.2562	6.62279	
10.8541	2.4744	31.8668	7.94734	
12.1162	5.30229	40.4361	4.96709	
13.6307	0.706972	34.2769	10.2653	
9.33953	1.41394	42.8461	5.29823	
10.8541	3.18137	28.1178	7.28506	
7.32018	9.19063	31.0635	10.5965	
8.32985	7.06972	34.5447	9.2719	
13.8831	5.30229	26.5111	4.63595	
13.3783	4.24183	32.938	5.62937	
7.06776	2.82789	38.026	9.60304	
7.82501	2.82789	32.938	6.95392	
4.29114	10.2511	29.7245	9.2719	
13.1258	12.0185	25.7077	7.94734	
15.9024	2.82789	51.1476	11.2587	
8.07743	4.24183	43.1139	10.9276	
15.1452	2.12091	39.9005	8.94076	
9.59195	6.00926	38.026	7.94734	
13.1258	6.00926	30.7957	6.29165	
14.6404	1.41394	35.8836	12.9144	
14.3879	3.18137	41.2394	4.63595	
13.3783	7.06972	26.2433	8.60962	
10.3492	5.65577	33.2058	7.6162	
6.56292	2.4744	33.7413	8.94076	
8.58227	6.00926	29.9923	7.94734	
6.05808	1.76743	22.2264	9.60304	
11.3589	6.36274	27.85	6.29165	
8.83469	3.53486	37.7582	7.28506	
8.83469	6.71623	37.7582	8.60962	
8.58227	6.36274	26.2433	5.62937	
10.6016	3.88834	33.7413	9.60304	
7.82501	3.53486	27.85	7.6162	
8.83469	1.76743	29.4567	10.2653	
9.84437	0.353486	32.4024	5.62937	
3.7863	10.6046	38.2937	10.5965	
7.82501	6.00926	50.612	7.28506	
11.6113	5.65577	46.0596	5.96051	
9.84437	5.65577	38.026	11.2587	
8.83469	2.82789	39.9005	8.94076	
7.82501	3.88834	35.6159	9.60304	
5.55324	0.706972	30.7957	7.28506	
8.32985	10.2511	26.5111	8.60962	
10.6016	0.706972	40.7038	12.5833	
6.56292	1.06046	33.4736	7.6162	
8.32985	6.36274	41.2394	12.2522	
9.84437	2.4744	46.0596	4.63595	
5.80566	2.82789	34.8125	9.60304	
9.33953	5.65577	37.4904	7.6162	
10.6016	3.88834	39.3649	8.60962	
6.05808	3.18137	31.599	7.94734	
8.32985	2.12091	28.3856	7.28506	
13.6307	4.9488	39.9005	12.5833	
6.05808	2.12091	48.7375	8.94076	
11.3589	3.18137	30.7957	10.5965	
12.1162	2.12091	20.8875	9.60304	
12.8734	5.30229	33.2058	5.29823	
10.0968	7.06972	53.0221	12.5833	
8.32985	3.88834	42.0428	10.9276	
8.83469	7.77669	38.5615	5.96051	
13.1258	5.65577	34.2769	8.60962	
15.1452	0.706972	36.687	13.5767	
15.3976	2.12091	34.0091	7.94734	
8.07743	7.4232	29.7245	6.62279	
8.32985	11.3115	27.85	9.2719	
4.54356	4.24183	24.101	10.2653	
10.6016	1.76743	31.8668	10.2653	
8.83469	9.19063	22.4942	8.60962	
14.1355	13.079	36.1514	7.6162	
11.8637	4.9488	36.687	6.62279	
9.59195	8.48366	36.687	7.28506	
12.1162	2.4744	35.0803	11.921	
9.84437	2.12091	45.524	8.60962	
10.3492	2.4744	31.8668	7.6162	
6.3105	10.9581	37.4904	7.28506	
12.8734	12.372	55.4322	5.96051	
9.84437	3.18137	34.0091	7.6162	
9.84437	3.18137	35.6159	8.60962	
10.8541	3.53486	40.7038	10.9276	
4.54356	6.36274	26.7788	5.62937	
12.621	13.7859	27.5822	11.2587	
9.59195	5.65577	40.7038	10.5965	
9.59195	4.59531	54.8966	6.29165	
9.08711	3.53486	39.0971	9.60304	
12.8734	4.24183	31.8668	10.5965	
11.3589	4.9488	43.1139	9.93418	
14.6404	4.9488	27.5822	9.2719	
8.58227	1.76743	29.1889	8.94076	
7.5726	3.88834	42.5784	10.9276	
12.3686	0.706972	35.6159	2.98025	
13.1258	5.65577	34.0091	10.9276	
8.83469	3.53486	23.8332	9.2719	
9.59195	3.18137	35.0803	7.94734	
7.32018	1.06046	39.3649	5.96051	
6.81534	2.12091	43.9173	7.6162	
8.83469	5.30229	45.2562	10.9276	
9.08711	8.48366	29.9923	6.62279	
8.58227	4.59531	33.4736	4.30481	
9.33953	2.4744	29.4567	9.2719	
13.1258	6.36274	35.8836	7.6162	
6.05808	8.13017	32.6702	5.62937	
11.3589	3.18137	44.4529	5.62937	
11.1065	6.00926	33.7413	7.6162	
5.30082	1.76743	40.4361	9.93418	
13.1258	2.4744	24.3687	7.94734	
7.5726	4.59531	39.6327	4.63595	
9.59195	2.12091	31.3312	12.2522	
11.8637	1.76743	24.101	9.2719	
9.08711	7.77669	37.4904	5.62937	
14.6404	8.13017	23.2976	9.60304	
9.33953	8.13017	29.7245	8.27848	
7.32018	3.53486	35.8836	7.94734	
8.58227	4.59531	29.7245	4.63595	
10.3492	4.9488	34.8125	9.93418	
9.84437	7.4232	34.0091	10.9276	
9.33953	3.18137	35.8836	11.2587	
15.1452	5.65577	34.0091	8.27848	
12.1162	10.9581	24.3687	9.2719	
10.8541	5.30229	35.8836	9.2719	
15.1452	6.36274	46.5952	7.94734	
7.82501	8.13017	35.8836	8.94076	
10.6016	6.00926	34.2769	7.28506	
13.1258	3.53486	34.8125	8.60962	
11.1065	3.18137	47.3985	6.29165	
6.56292	2.12091	35.6159	8.27848	
14.1355	3.88834	36.9548	6.29165	
11.3589	6.00926	24.9043	6.95392	
12.1162	2.82789	36.9548	8.60962	
12.8734	6.00926	39.3649	6.29165	
7.06776	6.71623	32.6702	7.28506	
8.07743	4.9488	40.9716	5.96051	
10.0968	3.53486	36.4192	9.2719	
10.8541	3.88834	32.938	6.95392	
11.8637	7.06972	33.7413	10.9276	
9.84437	4.9488	31.8668	11.5899	
8.32985	2.82789	32.938	6.29165	
8.58227	5.30229	34.2769	10.2653	
7.32018	5.30229	35.3481	5.96051	
10.6016	6.36274	26.7788	8.27848	
11.8637	5.30229	35.6159	7.28506	
9.59195	7.06972	36.9548	9.2719	
9.33953	8.13017	39.9005	10.5965	
10.3492	3.18137	37.2226	8.60962	
9.33953	9.54412	26.2433	6.29165	
8.07743	3.53486	42.3106	6.29165	
7.82501	5.30229	31.0635	6.95392	
15.3976	2.82789	29.9923	7.28506	
8.07743	3.18137	38.5615	12.5833	
8.83469	6.36274	31.599	7.94734	
10.8541	5.30229	33.4736	8.27848	
14.3879	4.24183	30.7957	10.2653	
12.1162	3.18137	31.3312	8.27848	
10.3492	4.24183	34.5447	10.5965	
9.33953	4.59531	27.3144	6.62279	
9.59195	1.41394	32.1346	10.2653	
8.32985	8.13017	23.5654	6.95392	
12.621	4.59531	31.0635	9.2719	
11.1065	3.53486	25.1721	9.93418	
10.3492	1.76743	32.1346	7.94734	
9.59195	6.36274	41.775	13.2456	
13.1258	2.4744	34.0091	4.96709	
5.55324	6.36274	38.8293	8.60962	
7.5726	2.12091	35.8836	5.29823	
10.3492	9.19063	40.4361	9.2719	
11.6113	3.88834	36.687	5.62937	
10.3492	7.06972	37.2226	6.29165	
10.8541	2.12091	34.2769	7.6162	
9.84437	2.4744	34.8125	6.29165	
7.06776	2.82789	34.2769	9.93418	
8.32985	7.77669	40.9716	6.95392	
12.1162	3.18137	26.7788	6.95392	
10.3492	4.9488	41.775	9.2719	
10.3492	6.36274	43.9173	11.5899	
11.6113	3.88834	43.1139	12.5833	
10.3492	6.36274	36.4192	12.2522	
11.8637	3.53486	34.2769	7.94734	
9.59195	3.88834	38.026	10.5965	
9.84437	7.77669	38.026	7.28506	
11.1065	5.30229	35.8836	9.93418	
10.8541	3.88834	36.687	9.60304	
9.84437	7.4232	35.3481	7.6162	
15.9024	4.24183	35.6159	10.5965	
9.33953	2.82789	19.5486	6.29165	
8.58227	2.4744	31.3312	11.921	
5.80566	4.59531	35.8836	5.96051	
16.9121	6.00926	44.1851	9.60304	
14.8928	5.65577	28.6534	5.29823	
10.3492	2.82789	42.0428	8.27848	
9.59195	3.18137	39.6327	9.93418	
9.84437	4.59531	34.2769	7.94734	
7.82501	4.59531	35.6159	10.9276	
10.6016	3.53486	39.9005	6.95392	
9.84437	5.65577	40.4361	4.96709	
11.8637	4.9488	29.7245	6.62279	
8.58227	5.30229	38.026	5.96051	
9.84437	7.4232	38.8293	7.94734	
14.3879	2.4744	37.2226	11.5899	
6.3105	6.00926	37.2226	9.2719	
11.3589	3.18137	28.6534	7.94734	
13.1258	4.24183	41.2394	5.29823	
8.07743	2.82789	23.8332	11.2587	
6.56292	4.24183	40.4361	9.60304	
11.8637	3.18137	31.3312	9.2719	
12.8734	4.59531	39.0971	9.60304	
11.3589	2.82789	32.1346	8.60962	
12.8734	12.7255	32.1346	6.95392	
8.32985	10.2511	39.0971	8.60962	
10.0968	4.9488	35.0803	6.29165	
10.0968	4.24183	36.687	9.60304	
13.6307	2.12091	33.7413	7.28506	
10.3492	3.88834	29.9923	10.5965	
5.80566	4.59531	38.8293	7.6162	
9.33953	16.9673	31.8668	7.28506	
10.3492	4.9488	33.2058	6.62279	
13.6307	4.24183	33.2058	6.29165	
7.5726	5.30229	28.6534	6.29165	
14.3879	6.71623	54.6288	6.95392	
8.07743	4.24183	38.8293	9.2719	
10.6016	2.4744	40.9716	8.94076	
10.8541	2.4744	37.2226	7.6162	
11.1065	7.77669	42.8461	10.5965	
9.08711	9.54412	31.0635	5.62937	
11.3589	2.12091	29.1889	10.2653	
10.6016	2.82789	36.9548	5.96051	
11.1065	11.665	39.3649	5.62937	
9.08711	4.59531	36.1514	8.94076	
9.33953	6.00926	40.1683	10.5965	
8.58227	6.00926	37.2226	7.6162	
10.8541	4.24183	43.1139	7.94734	
7.5726	2.12091	33.4736	9.2719	
10.0968	2.4744	33.2058	8.27848	
6.81534	4.9488	35.8836	7.94734	
5.30082	3.53486	37.2226	11.921	
11.6113	4.59531	24.3687	11.2587	
9.84437	4.59531	25.7077	7.6162	
13.6307	4.24183	36.9548	9.60304	
9.59195	6.36274	34.0091	10.2653	
9.59195	7.4232	33.4736	7.6162	
7.5726	6.71623	38.8293	7.28506	
6.56292	5.30229	38.026	9.93418	
6.05808	3.53486	35.0803	7.94734	
10.3492	5.30229	31.8668	6.62279	
13.3783	6.00926	26.7788	8.60962	
8.07743	8.83714	30.7957	9.60304	
11.6113	6.00926	38.5615	8.60962	
8.07743	9.8976	36.687	8.60962	
6.56292	7.77669	22.4942	8.94076	
7.5726	6.71623	33.7413	8.94076	
6.56292	4.59531	27.3144	8.27848	
8.07743	3.88834	22.4942	12.5833	
8.83469	2.82789	38.2937	12.5833	
10.3492	5.30229	30.2601	5.96051	
17.1645	2.12091	33.4736	4.96709	
9.33953	4.59531	34.8125	8.60962	
8.07743	5.30229	45.2562	6.62279	
8.07743	4.9488	34.5447	7.28506	
7.82501	10.9581	35.3481	3.64253	
6.56292	3.18137	38.5615	8.60962	
8.32985	6.71623	26.5111	9.2719	
19.4363	2.4744	39.0971	7.94734	
11.6113	4.24183	42.5784	7.94734	
9.33953	6.00926	36.687	8.27848	
7.82501	3.88834	39.9005	7.94734	
9.33953	3.18137	30.2601	11.921	
12.3686	2.12091	36.1514	6.29165	
10.3492	2.12091	39.9005	7.94734	
11.3589	6.36274	38.026	10.5965	
7.06776	9.54412	36.9548	8.27848	
11.8637	7.77669	40.1683	9.93418	
6.56292	5.30229	25.9755	5.29823	
15.3976	5.30229	32.6702	4.63595	
6.56292	4.59531	32.6702	7.6162	
7.5726	2.82789	34.8125	8.60962	
8.07743	4.24183	36.687	3.31139	
8.83469	7.4232	36.9548	3.97367	
9.33953	3.88834	38.2937	10.9276	
8.32985	3.88834	44.9885	11.5899	
13.8831	6.00926	38.5615	9.2719	
6.3105	6.00926	37.4904	7.6162	
8.07743	2.12091	38.8293	9.2719	
6.81534	1.76743	29.7245	6.95392	
12.1162	6.36274	23.5654	9.60304	
11.1065	8.13017	27.85	7.6162	
10.8541	7.06972	36.9548	7.6162	
9.33953	8.83714	30.5279	9.2719	
7.82501	2.12091	34.0091	4.96709	
4.79598	10.2511	46.5952	7.28506	
11.3589	9.8976	26.5111	6.62279	
11.6113	8.48366	33.7413	4.63595	
6.3105	6.36274	36.1514	5.96051	
12.1162	8.48366	28.3856	9.93418	
15.65	4.9488	32.4024	5.29823	
8.32985	3.18137	36.687	9.60304	
9.59195	9.19063	36.9548	12.9144	
6.05808	2.12091	38.8293	6.62279	
10.0968	6.71623	31.8668	5.62937	
7.5726	3.18137	36.1514	9.2719	
5.55324	2.12091	37.4904	12.9144	
5.55324	1.76743	41.775	8.27848	
5.80566	5.30229	42.8461	8.94076	
10.3492	5.65577	27.85	8.94076	
8.32985	3.53486	34.8125	7.6162	
10.8541	4.24183	28.3856	8.94076	
10.3492	12.0185	42.5784	6.95392	
13.1258	2.4744	38.026	6.62279	
9.08711	8.48366	30.5279	7.6162	
11.1065	2.12091	27.5822	11.2587	
10.3492	6.00926	31.8668	12.5833	
12.8734	3.53486	25.7077	13.5767	
11.8637	6.36274	34.5447	9.2719	
4.79598	6.00926	43.3817	9.60304	
10.0968	8.13017	46.5952	15.2324	
8.07743	6.36274	28.1178	4.63595	
9.59195	5.30229	29.7245	5.62937	
11.6113	2.82789	28.6534	7.94734	
12.1162	4.59531	31.3312	8.94076	
12.621	6.00926	41.2394	6.62279	
7.5726	7.77669	28.1178	10.5965	
7.32018	3.53486	41.5072	7.28506	
12.1162	7.4232	32.6702	6.95392	
15.3976	4.59531	29.1889	6.95392	
7.82501	6.36274	36.1514	8.60962	
8.83469	10.2511	39.6327	5.29823	
7.32018	2.12091	24.9043	7.94734	
14.8928	5.65577	42.5784	8.94076	
6.05808	2.82789	31.599	7.6162	
11.1065	5.30229	30.7957	7.28506	
9.59195	6.00926	36.9548	8.94076	
10.3492	3.53486	19.013	9.93418	
12.1162	7.77669	37.4904	8.60962	
11.6113	19.7952	27.0466	11.921	
10.3492	2.4744	35.6159	5.96051	
12.1162	0.353486	39.6327	7.28506	
11.8637	6.36274	32.6702	7.6162	
15.9024	2.12091	26.5111	7.28506	
11.1065	5.65577	34.8125	7.6162	
9.59195	4.9488	43.3817	12.2522	
9.33953	2.82789	42.3106	6.95392	
8.58227	5.30229	27.5822	7.28506	
7.06776	7.06972	34.5447	2.64911	
7.06776	3.18137	34.2769	9.60304	
14.3879	3.88834	40.9716	8.94076	
11.8637	5.30229	39.0971	6.95392	
3.7863	8.83714	42.8461	9.93418	
7.5726	4.24183	34.2769	5.62937	
5.0484	4.24183	45.2562	13.2456	
15.1452	3.88834	39.3649	8.27848	
10.3492	4.9488	31.8668	8.27848	
6.81534	3.88834	53.5577	6.62279	
3.7863	6.00926	33.4736	7.6162	
13.3783	2.12091	41.775	8.60962	
6.56292	0.706972	27.0466	8.60962	
13.6307	12.7255	40.4361	5.62937	
13.1258	3.53486	27.5822	11.5899	
8.32985	2.82789	29.9923	7.94734	
14.6404	6.00926	38.8293	9.2719	
13.1258	6.00926	38.8293	10.2653	
7.82501	4.9488	39.6327	6.95392	
11.3589	1.76743	27.85	5.96051	
6.81534	2.82789	40.4361	9.93418	
10.6016	6.00926	31.3312	7.94734	
11.1065	3.53486	29.1889	11.2587	
12.3686	3.18137	32.938	7.94734	
9.08711	2.4744	32.1346	9.60304	
8.58227	4.59531	42.0428	6.29165	
12.3686	1.41394	29.1889	8.94076	
6.56292	6.36274	34.5447	14.5701	
13.3783	3.18137	39.3649	10.9276	
11.8637	6.00926	32.1346	8.60962	
8.07743	6.71623	28.3856	9.60304	
8.83469	5.30229	42.3106	8.94076	
14.6404	7.77669	30.7957	7.94734	
13.1258	2.4744	49.0053	8.94076	
9.08711	3.18137	21.1553	6.29165	
10.0968	2.4744	33.7413	11.2587	
12.3686	6.00926	43.9173	10.9276	
11.6113	2.12091	38.5615	6.29165	
9.84437	6.36274	43.6495	8.94076	
10.0968	3.18137	26.7788	8.94076	
8.58227	6.36274	36.4192	8.94076	
7.06776	4.59531	35.0803	4.96709	
7.32018	1.76743	36.687	12.9144	
4.79598	4.24183	32.4024	8.60962	
9.59195	4.9488	25.1721	10.2653	
10.6016	5.30229	39.0971	8.27848	
10.8541	2.82789	44.4529	9.2719	
9.84437	4.24183	24.9043	11.5899	
9.59195	2.82789	42.8461	6.95392	
8.32985	3.18137	37.2226	6.29165	
12.8734	6.36274	30.2601	6.95392	
10.8541	4.59531	29.4567	8.60962	
10.6016	3.53486	35.6159	8.60962	
11.8637	5.30229	25.1721	9.93418	
11.8637	2.82789	35.6159	6.62279	
6.81534	5.65577	34.2769	8.94076	
10.3492	6.36274	33.4736	9.2719	
10.3492	8.13017	32.1346	9.2719	
8.83469	3.88834	36.9548	10.5965	
