FDn[0]	FDn[1]	FDn[2]	FDn[3]	
-0.237446	0.224955	-0.235145	-0.693575	
-0.648719	0.217142	-0.920765	0.120316	
0.036645	0.84654	0.207921	-0.344073	
0.965547	-1.14357	0.315466	-0.508102	
0.650352	-0.0904862	-0.744179	1.35631	
-1.80389	0.96117	-0.122565	-0.139178	
0.303741	0.203685	-0.504746	0.565533	
-0.300975	1.18937	0.00855145	0.00542973	
-0.166041	-1.73523	-0.571397	-0.625663	
0.368071	-0.38531	0.39031	0.419226	
0.709173	1.07677	-0.166567	0.43583	
0.0730476	-0.262568	0.613055	0.973083	
-0.193182	0.879453	-0.208601	-0.44023	
0.427701	-0.59482	-0.251627	0.22457	
0.774752	-0.367546	-0.407925	0.120316	
-0.142999	0.875702	-0.398424	1.1216	
0.307572	-1.27877	-0.041496	0.355022	
0.336528	1.47209	0.281265	-0.384003	
1.36141	-1.5139	0.407977	-0.40034	
-1.19781	0.618439	0.283321	0.624616	
-0.444828	0.623123	-1.33152	0.419226	
0.50253	-0.188839	-0.217956	0.43583	
0.0322094	1.23589	0.385336	0.354932	
-0.747087	0.0638193	0.472107	-0.197533	
-0.166041	-1.87919	0.168483	-0.477136	
-0.00537588	0.411721	0.0750756	-0.270879	
0.531813	-0.685995	0.688027	0.0351152	
0.283095	0.452123	-0.282333	-0.102389	
0.513326	0.75378	1.02899	0.0724267	
1.07225	-0.262568	-0.03476	-0.102389	
0.92879	-0.858558	-0.0363821	0.0857133	
-0.123846	0.0311011	0.271816	0.579707	
0.735021	0.136996	0.772027	0.666063	
-0.408967	1.28596	0.309367	0.28524	
-0.830724	-1.14357	0.27351	0.530882	
0.427701	0.714135	-0.375818	-0.768086	
0.839099	0.638077	0.933619	0.53275	
1.09368	0.386083	-0.938615	0.692268	
-0.161477	-0.660919	-0.747619	0.439303	
-0.552013	0.233676	-0.320169	0.646958	
0.70343	-1.40678	0.182868	-0.600421	
0.0762125	0.679382	-0.903411	0.167945	
0.0753526	-1.95079	-0.26783	0.797702	
1.09368	0.912108	0.462519	0.303069	
-1.09957	-0.721368	-0.929508	1.06383	
1.36661	-1.47706	0.349453	-0.43931	
0.590052	0.169487	0.144819	0.180181	
-0.551917	-0.767765	-0.727097	0.0482692	
0.404375	-0.231567	0.949727	-0.169322	
0.036645	-0.231567	-0.0737113	-0.930493	
0.0753526	1.00433	0.238442	-0.224983	
0.115609	0.109164	0.226198	-0.528078	
-1.80863	-0.521204	-0.651906	0.171274	
-0.668624	-1.33463	-0.429555	-0.422919	
0.357771	-0.286109	-0.291819	-0.11758	
-0.699415	0.962078	0.60878	-0.344073	
-0.093823	-0.286109	0.117595	-0.60786	
0.92879	0.217142	0.0544393	-0.0400873	
-1.42466	0.411721	-0.520055	0.314178	
-0.358208	-0.767765	0.245215	0.624616	
-0.123846	-0.59482	-0.107667	0.418155	
-0.0621449	0.555881	0.0488948	-0.555154	
-0.097236	-0.767765	-0.0769864	0.258806	
-0.93923	-1.13824	-1.03432	-0.0610567	
0.780725	-1.0008	0.941315	-0.422919	
-0.608907	-1.51001	0.207714	0.194273	
0.111388	-0.262568	-0.117718	0.571572	
0.457814	-0.59482	-0.00378131	0.477602	
0.0753526	0.67057	-0.504746	-0.169322	
-0.222035	0.714135	0.0049103	-0.241422	
-0.76079	-0.39729	0.536541	0.124083	
-0.0621449	-1.34803	0.740705	0.0661011	
-0.843832	0.73727	1.13188	1.00219	
-0.173676	-0.572297	0.694942	0.467697	
1.02009	-1.83464	-1.03468	-0.344073	
0.814284	-0.0239592	-0.52882	0.383019	
0.184164	-1.5139	0.146564	0.354932	
-0.551886	-1.63423	0.771966	-0.338443	
-0.0367306	-0.417559	-0.0483624	0.332504	
-0.46653	0.174637	-0.847686	-0.993797	
-0.638977	0.174637	0.359095	0.383019	
0.885743	-0.0268151	-0.958284	-0.0599252	
-0.107669	0.963144	-0.241868	0.961413	
0.879012	-0.849905	-0.137212	0.9538	
0.285811	-1.51766	0.00140153	-0.094007	
-0.825036	-0.938776	0.218336	-0.739328	
0.336528	-1.51001	-0.0852811	-0.604416	
0.625954	0.679382	-0.779499	0.00542973	
0.283095	0.572779	0.106595	0.610567	
0.518118	-1.25376	0.321787	-0.59573	
-0.969567	-0.0904862	0.0525994	-0.826424	
-0.451194	-0.802285	-0.207377	-0.139178	
0.454728	0.714135	0.834647	0.419226	
-1.89201	-2.0608	-1.27019	0.325599	
-0.471813	-0.59482	-0.190938	0.124662	
0.184164	-1.0008	-0.333415	-0.518824	
0.700648	0.962186	-0.122427	-0.960155	
-0.0384176	0.224955	-0.222616	0.666063	
-0.284337	0.217142	0.2329	0.47491	
1.14308	-1.40678	-1.21644	0.120316	
0.548514	0.224955	0.147591	0.608986	
0.672399	0.686445	-0.240968	0.666063	
-0.765809	-1.391	1.32378	-0.60786	
-0.372505	0.722468	-0.171658	0.0369688	
-1.05439	1.22365	0.146424	0.624616	
-0.0384176	0.0638193	0.213645	-0.0239806	
0.0665908	-0.544197	0.0932797	0.447903	
-0.0384176	-1.13149	-0.00577563	0.0351152	
-0.171763	-1.21774	0.359095	0.403082	
-0.117282	1.03347	0.656006	1.11864	
0.0730476	-1.50872	-0.565005	-0.480587	
0.00176693	-0.904279	-0.998039	0.941447	
-1.38562	-1.69734	0.547282	-1.23977	
0.491871	0.67057	0.257351	-0.247558	
0.828008	1.307	0.366683	0.194273	
0.158556	-0.0743746	0.575793	-0.202751	
-0.899768	-0.572297	-0.395202	0.804186	
-0.753563	-1.7327	0.743379	0.0482692	
0.814284	-0.126019	0.0443021	-0.59573	
-0.0676963	1.16036	-0.830674	0.247043	
0.650352	-0.556237	0.940128	-0.44023	
0.557834	0.577897	0.469703	-0.77635	
-3.04922	0.879453	-0.373363	-0.868327	
-1.42997	-0.804896	0.36488	0.122576	
-0.196181	-1.12706	0.772825	-0.241422	
0.376734	1.32591	0.323335	-0.403733	
-0.300975	0.0961102	0.0946206	-0.613495	
-0.112817	0.29756	0.210207	0.579707	
-0.744809	-0.802285	0.2329	0.419226	
-0.753563	-0.188839	-0.374827	0.403082	
0.447255	0.411721	-0.100265	0.419226	
-1.16962	0.230067	0.40928	0.262936	
-0.638977	-0.0904862	0.132783	0.22457	
-0.30266	0.512949	0.058023	-0.0400873	
-0.551886	0.912108	-0.100265	-0.403733	
0.247492	0.96117	-0.725727	-0.518824	
1.09435	-1.40678	-1.22952	0.171274	
-0.677303	0.449894	-0.22174	0.646958	
-0.444828	0.799241	0.546884	-0.711337	
0.700648	0.774915	0.310373	0.43583	
0.518118	1.02623	0.170368	0.742889	
-0.0735256	-0.685995	0.502083	-0.0599252	
-0.55183	-0.685995	0.421767	0.28524	
0.73818	0.962186	-0.29703	-0.202751	
0.733043	0.714135	0.469829	0.0582567	
0.118286	0.450405	0.262755	0.122576	
-1.26912	1.38569	0.933703	0.644179	
-0.904156	-0.367546	-0.256766	0.171274	
0.14781	-0.572297	-0.356914	0.691848	
-0.699415	-1.60046	0.110395	-0.057839	
0.496181	0.376717	0.207161	0.118701	
-0.216763	-0.938776	-0.906632	-0.453632	
-0.969567	-1.31846	-0.517143	0.355022	
-1.53434	0.203685	-0.952759	0.186331	
0.368071	-0.0904862	-0.491518	-0.615829	
0.687555	0.912108	0.657498	0.121572	
-1.27201	-0.572297	0.301309	-0.166397	
0.235022	-0.174199	0.148489	-0.555154	
0.488763	0.616311	0.0544393	-0.768086	
0.23815	1.28596	-0.956332	-0.693575	
-0.886863	-2.34744	-0.445004	-0.59573	
-0.318207	0.217142	0.396582	0.53275	
0.595726	0.883984	-0.628211	0.22457	
0.405059	1.27324	-0.604392	0.354932	
0.303741	-0.849905	-0.217956	-0.466116	
0.814284	0.452123	-0.358638	0.171274	
-0.962578	-0.262568	1.00759	0.529684	
-0.134459	0.714135	0.57579	-0.453632	
-1.89851	-0.59482	-0.479697	0.122576	
0.328605	0.67057	-0.191136	0.0482692	
0.197136	1.13961	0.445913	-0.583375	
-0.605319	1.07429	0.15196	0.120316	
0.807419	0.804239	0.309367	-0.604416	
0.48313	-0.834439	-0.810399	-0.508102	
0.368071	-1.391	1.03499	1.1216	
-0.444828	0.376717	0.0695056	0.666063	
0.949093	0.746243	-0.16764	-0.161843	
-0.117282	-0.280197	0.246553	0.457081	
-2.26578	-1.12706	-0.220274	0.730464	
-0.605319	-0.59482	0.0839375	0.186331	
-0.324739	0.808093	-0.0902215	0.493715	
-0.0778101	-1.21774	-0.100265	-1.08254	
0.174628	-1.57655	-1.74538	-0.279008	
-0.551976	0.540395	-0.840165	-0.46252	
0.542096	0.512949	-0.482615	0.985286	
0.235022	-1.28357	0.181153	0.325599	
0.869024	1.17332	0.653961	0.332504	
-0.866981	1.48501	0.0563432	0.121572	
0.503375	-0.834439	0.153074	0.167945	
1.1182	0.855836	-0.579796	-0.0106413	
-0.394353	0.203685	-0.0608986	0.610567	
0.70343	0.386083	0.0317632	0.84756	
-1.00199	1.53723	0.638742	-0.255634	
0.628242	1.23914	-0.27487	0.35513	
0.481933	-1.0008	-0.301083	-0.279008	
-0.153957	-0.623212	-1.44658	-0.77635	
0.620861	-0.417559	0.0346399	-0.13053	
0.697227	-0.628755	0.0634552	0.122576	
0.371756	-1.68598	-0.982985	1.02906	
0.0714512	-0.0239592	0.407423	-0.384003	
0.423663	0.67057	-0.94424	0.194273	
0.0268816	0.34366	0.0188254	-0.600421	
-0.166041	-1.77423	0.301329	0.234591	
0.173825	0.233676	1.09648	-0.711337	
-0.497172	1.13136	0.326024	0.0724267	
-1.91161	-1.13824	-0.122565	0.43583	
0.219804	-0.0239592	-0.135482	0.599985	
0.207418	0.804239	-0.556443	0.781568	
0.755126	0.783112	0.694737	-0.0610567	
-1.26762	-0.304603	0.630203	0.383019	
0.303741	0.799241	-0.269152	-0.590142	
0.908251	1.0426	0.265572	0.298921	
0.412727	-0.834439	-0.641003	-0.202751	
-1.05296	0.109164	-0.589791	-0.536146	
0.214502	1.02623	0.122453	0.383019	
0.735021	-0.0852921	-0.75129	-0.102389	
-0.33324	-0.280197	0.195789	0.557166	
-1.30255	1.15417	0.313762	0.0582567	
-0.484225	-0.421665	0.476734	-0.318422	
-0.843832	-0.628755	0.351569	0.312988	
-1.38562	-0.38531	0.322294	-0.68829	
-0.0621449	-1.63436	-0.231346	0.43583	
-0.00537588	-0.913028	0.365168	-0.60786	
-0.731446	-1.40678	0.222306	-0.785913	
0.125398	-0.938776	0.4108	0.383019	
0.273961	0.136996	0.117595	-0.150013	
0.606716	-1.51001	0.288416	0.28524	
0.885743	-0.59482	0.122453	0.632408	
0.513326	-0.938776	-0.266742	0.22457	
0.318478	0.488155	0.194641	-0.057839	
-0.0950674	-0.623212	0.754763	0.0857133	
-0.484225	0.109164	-0.471963	0.39353	
-0.358964	0.841624	0.149375	0.354982	
0.213108	-1.391	0.0396793	0.0661011	
-1.34102	-1.58662	0.497849	-0.349624	
1.50663	0.203685	0.54655	0.666063	
0.283095	1.18331	-0.355157	-0.166397	
0.125398	-1.58328	-0.312182	-0.610859	
1.59856	-0.721368	0.446508	-0.686148	
0.650352	-2.01007	-0.207998	-0.257437	
0.798572	0.963144	-0.506342	0.234591	
-0.299798	0.391602	0.035522	0.0582567	
0.92879	-0.961902	0.546268	0.0482692	
-0.372505	-1.26611	-0.906301	-1.19049	
0.368071	-0.126019	0.485748	-0.123485	
0.557834	0.203685	-0.843545	0.403082	
1.45849	0.879453	0.458011	-0.696889	
-0.121985	0.810648	0.242762	0.383019	
-0.506124	-1.66654	0.221439	0.354982	
0.557834	1.0291	0.442324	-0.13053	
0.0322094	1.43508	0.0081911	-0.77635	
0.357627	0.34366	0.0207262	1.06715	
-0.101952	-0.421665	-0.660091	-0.213702	
0.987482	1.08757	-0.332925	-0.094007	
0.344785	0.555881	0.195789	0.355022	
0.524108	0.0311011	0.434006	-0.480587	
-1.61812	-0.0268151	-0.00924041	0.681	
-0.780992	-0.0904862	0.458011	-0.19975	
0.269636	-1.51135	-0.000477793	-0.318738	
0.261934	-0.137728	0.624019	-0.296405	
0.767617	-2.01007	-0.274381	-0.0400873	
-0.699415	-0.231567	0.604416	0.797702	
-0.0292123	1.02623	0.606174	-0.758635	
-1.67705	0.0691608	0.233872	0.528254	
-0.551886	0.714135	-0.890356	0.332504	
1.2414	0.623123	-0.323368	0.121572	
1.04028	-1.78443	0.636453	-0.11758	
-0.471813	-1.51001	1.09028	-0.13053	
-0.937731	-0.544197	-0.583174	0.39353	
-1.05363	1.40864	0.547073	-0.166397	
0.767617	0.618439	0.472524	1.16802	
1.22331	-0.628755	-0.554645	-0.453632	
1.02317	0.452123	-0.0275155	0.247043	
0.606716	1.39762	-0.374349	0.781568	
-0.192444	0.623123	0.256468	0.283933	
0.23413	0.386083	0.0109415	0.624616	
-0.154641	-1.34803	0.316887	-0.760873	
0.753152	-2.13696	-1.19072	0.484566	
-1.3621	0.618439	-0.298434	0.312988	
0.344785	-0.938776	-0.242964	-0.076645	
1.07686	0.638077	-0.352277	0.332504	
0.828008	-0.246504	-1.3692	0.53275	
0.994551	-1.55993	-0.0517174	0.0724267	
-0.980325	-0.168141	-1.36428	-0.344073	
0.357771	-0.39729	-0.621167	-0.0599252	
0.767617	0.912108	0.179082	0.608986	
0.788386	0.411721	0.882711	-0.171359	
-0.318207	1.18331	-1.12107	0.124083	
0.856035	1.0291	0.170368	0.560872	
1.49898	-0.904279	0.338098	0.00542973	
0.222815	-2.0772	-0.0410812	0.332504	
-0.765809	1.00433	-1.06641	-0.925313	
-0.27602	0.67057	0.560855	0.121572	
-0.838293	-1.73391	0.516665	0.447903	
0.48642	-0.304603	-0.0637576	0.973083	
0.213108	-0.39729	-0.44191	-0.270879	
-0.394638	-0.59482	0.205949	-0.480587	
-0.0526883	-0.938776	-0.838951	-0.169322	
0.583051	-1.93522	-0.117237	-0.255634	
0.577689	-0.995289	-0.141649	0.736164	
-1.66551	0.962078	0.700092	-0.270879	
0.0436108	0.386083	-0.222616	0.194273	
-0.630526	-1.56642	0.0590903	-0.0103571	
0.909425	0.411721	-0.532587	0.354982	
0.590052	-1.13824	0.63407	-0.139178	
0.197136	-1.25376	0.127399	0.120316	
0.484593	0.565837	-0.251627	0.258806	
0.382626	-0.412453	0.624513	-0.682585	
-0.687433	-1.28357	0.0198921	0.644179	
0.965547	-2.09272	0.401708	-0.114533	
0.585274	1.26242	0.0444225	0.591263	
-0.00537588	1.10746	-0.397548	-0.868327	
0.780725	0.488155	-0.141305	-0.797109	
-0.73115	0.962186	0.0750756	-0.296405	
0.121491	0.35378	0.608453	-0.19975	
-0.719338	0.217142	-0.00759277	0.234591	
-0.0621449	0.240087	-0.0412058	-0.255634	
0.909425	-0.39729	0.09062	-0.930493	
0.664349	-1.83464	0.137329	-0.290249	
0.224745	0.962078	-0.865288	0.579707	
0.491871	0.623123	0.380025	0.675029	
0.219804	0.233676	-0.728938	0.666063	
-0.284337	0.746243	0.207921	0.00542973	
-0.138464	-1.03681	0.00772195	0.314178	
0.658582	0.623123	0.0955418	0.00542973	
0.118286	-1.35225	0.207714	-0.338443	
-0.429417	-0.556237	-0.0320701	0.0482692	
0.524108	-1.12706	-0.576312	0.171274	
-0.281018	0.527754	-0.0304228	-0.700815	
0.707591	0.912108	-0.0333338	-0.296405	
1.02009	-1.13824	-0.260047	-0.171359	
-0.216763	-1.34803	-0.301045	-0.0599252	
1.42072	1.32591	0.836004	0.274969	
-0.326937	-1.13149	0.442324	0.67332	
-1.22564	1.10746	0.39028	0.571572	
-0.0367306	-0.367546	-0.917993	0.467697	
0.955911	0.963144	-0.0795445	0.0180496	
0.00176693	-2.27595	-0.470531	-0.213702	
0.118286	0.764011	0.708539	0.419226	
-0.284337	-0.367546	-0.167194	1.00219	
-0.318207	-0.628755	0.831764	0.419226	
-0.630526	-1.28357	-0.839534	0.270776	
0.531813	-0.246504	-0.4891	-0.0849666	
-0.0676963	0.217142	0.193176	-0.0849666	
-1.05439	0.411721	0.409282	0.332504	
0.118286	0.233676	0.114883	0.336864	
0.907689	-1.25376	-0.662556	-0.621465	
-0.0492385	0.452123	0.63407	-1.04375	
0.0403962	-0.767765	0.298272	0.303069	
-0.372505	0.449894	-0.6229	-0.615829	
-0.318207	-0.0651493	0.21881	0.776395	
1.33447	-0.0280208	-0.423283	-1.35039	
0.036645	-1.93522	0.594687	0.22457	
-0.142999	0.804533	0.195017	-0.13053	
0.0509854	0.224955	0.307182	-0.19975	
-0.245781	0.0638193	0.301278	0.194273	
-0.024105	1.38219	0.208377	-0.247558	
0.279073	-0.556237	-0.373812	0.118701	
1.01408	0.84654	0.569904	-0.0797166	
-0.0713542	0.555881	-0.621183	-0.320607	
-0.384288	-0.38531	-0.471963	-0.518824	
-0.193182	-1.0008	-0.298434	-0.466116	
0.382626	-0.262568	-0.218913	-0.0599252	
0.0203593	-0.849905	-0.2908	0.124083	
0.978216	-0.0268151	0.117595	0.325599	
-0.843832	1.0426	0.0525994	-0.44023	
-2.47672	-1.51135	-0.117718	0.477602	
0.569686	1.00433	0.49938	-0.11758	
0.382626	0.23636	0.0695352	-0.241422	
0.606012	0.879453	-0.532756	0.846589	
-0.121985	0.155854	-0.341788	-0.610859	
1.03977	0.217142	0.91627	0.303069	
0.0780967	0.855836	0.260674	-0.057839	
-0.76079	-0.38531	0.0638113	-0.617911	
-0.802604	0.540395	-0.0795445	-1.75329	
1.37299	-0.188839	0.321213	0.489731	
0.0436108	-0.849905	0.309367	0.0724267	
1.1938	-1.7327	-0.741472	-0.43937	
0.73078	0.357311	-0.631365	-0.495532	
-1.70347	0.194399	-0.282333	0.0661011	
-0.266347	-0.137728	-0.0705189	-0.480587	
0.247492	-0.0904862	-0.03476	0.0724267	
0.665203	0.774915	-0.461682	0.186331	
-0.216763	-1.25376	0.193983	0.216329	
-1.10817	0.912108	0.115356	-1.07446	
0.305127	-1.91113	-0.0969968	0.186331	
-1.05439	0.136996	0.247975	-0.59573	
-0.117282	-1.66769	-0.712034	-0.480587	
0.846848	-0.544197	-0.190696	-0.0306804	
-1.00702	1.34301	0.820874	-0.495532	
-0.134459	0.224955	0.344459	0.646958	
-0.661104	-1.63423	-0.228177	-0.365414	
0.357627	-1.13149	0.469829	-0.13053	
1.02009	-2.2414	0.27931	0.493715	
-0.677303	0.240087	-0.431547	0.53275	
0.731716	-0.367546	0.45054	0.0283704	
-0.33324	-1.7327	-0.165315	-0.590142	
0.705706	1.35567	0.229526	0.53275	
-0.300975	0.0311011	0.182868	-0.202751	
-0.0621449	-0.765061	0.70556	0.771101	
-1.01376	-0.765061	-0.246303	-0.508102	
0.357627	-0.405927	-0.414276	1.02906	
-2.02478	0.774915	0.207921	0.961413	
0.0762125	0.376717	0.46131	0.00542973	
-1.19781	-0.137728	-1.06641	0.121572	
-1.35249	-1.50872	1.2337	0.000588419	
-0.14922	0.912108	-1.33443	0.822824	
-1.01904	1.20578	-0.35322	0.247043	
-0.378111	-0.405927	0.21931	-0.536146	
0.70343	0.233676	0.285985	-0.114533	
0.165463	1.18331	-0.321285	-0.696889	
-1.1412	1.13519	-0.205389	-0.207045	
0.197284	0.488155	-0.482615	-0.318738	
0.874348	1.08461	-0.121089	0.121572	
0.620861	0.746243	-0.818507	0.0482692	
-0.0212846	-0.0743746	0.258812	0.403082	
-0.343236	-1.63794	-0.164374	1.13743	
-0.451194	1.07677	0.0571146	0.0661011	
0.0743177	0.722468	1.07888	0.0661011	
-1.05258	0.841624	0.191765	0.122576	
0.405059	-0.319522	-0.409168	-0.202751	
-0.30266	0.912108	-0.547253	-0.693575	
-0.552013	1.47209	-1.20445	-0.385739	
0.0268816	0.512949	0.787625	-0.503602	
-2.39459	-1.06037	-0.19979	0.827544	
1.02767	0.774915	-0.109603	0.394932	
-0.0621449	0.912108	-0.900432	-0.43937	
0.0743177	0.230067	0.0877718	0.477602	
-0.76079	-1.23663	-0.510903	0.383019	
0.0203593	0.023053	0.245215	-0.740698	
0.447255	-0.188839	0.195505	0.234591	
-0.687433	-0.527338	-1.74538	-0.139178	
0.478744	-1.13149	-0.555425	0.484566	
-3.01797	-1.66769	0.39498	-1.14891	
-0.0621449	0.616311	-0.615787	0.354932	
-1.26762	0.449894	0.340712	0.121572	
-2.08214	1.0291	-1.30836	0.496882	
1.11119	1.34614	0.281098	0.419226	
-0.0492385	-0.367546	-0.73025	-0.604416	
0.115609	0.233676	0.21881	-0.0610567	
0.542096	1.28748	-0.549941	0.180181	
-0.551866	0.478914	0.12922	0.418155	
-0.0526883	-1.57655	-0.060499	-0.320607	
-0.12486	-0.286109	0.81761	0.904984	
0.697227	-0.262568	0.32999	0.624616	
-2.24568	-0.38531	-0.238122	-0.77635	
-0.552013	-0.721368	-0.228436	0.242957	
0.412727	-1.84694	-0.357628	-1.2423	
0.121491	0.449894	0.0909688	-0.145365	
-0.0778101	0.109164	0.355066	0.719157	
0.687555	-1.68598	-0.0351456	-0.296405	
0.653504	-1.68598	-1.17956	0.0582567	
0.283095	-0.367546	-0.526134	-0.296405	
0.496181	-2.01007	0.653961	0.120316	
0.0775593	0.889017	0.414748	1.13743	
0.0769384	0.527754	-0.0593588	-0.13053	
-0.123846	-0.821387	0.796248	0.0582567	
0.488763	-1.47706	-0.471189	0.646958	
-1.26762	0.203685	0.129646	0.394932	
0.312782	-2.32282	0.100542	0.186331	
-1.27063	0.867038	-0.154833	-0.59573	
-0.14922	-0.430252	-0.671737	0.312988	
-0.121985	0.889017	0.281098	-0.590142	
0.222815	0.572779	0.224629	-0.0239806	
0.825306	0.686445	-0.174151	-0.320607	
0.328605	0.217142	0.110497	0.0724267	
0.344785	0.653043	-0.501862	0.585101	
-1.26671	0.774915	0.894307	0.262936	
0.247492	1.34301	-0.596504	-0.46252	
-0.257625	-1.40678	-0.0135933	0.646958	
-0.0735256	-1.51001	-0.373578	0.0101729	
-1.22564	-0.0239592	-0.78554	-0.518824	
-0.275826	-0.544197	0.237678	0.28524	
-0.719338	-1.63436	0.635905	0.122576	
-1.70347	-0.0268151	-0.136228	0.247043	
0.357627	-0.721368	-0.395941	0.28524	
0.285811	0.643572	0.227431	0.530882	
0.0780967	1.38219	-0.295569	-0.166397	
0.639844	-0.764596	-0.181932	0.624616	
0.391322	0.203685	0.177445	0.560872	
0.620861	-0.304603	0.458011	0.439303	
-0.780992	-1.50872	-0.35322	0.0889076	
-1.44026	0.67057	0.0537243	0.961413	
-0.0125732	-0.304603	0.545718	-0.536146	
0.418772	1.22365	0.522496	0.257023	
0.0743177	-2.16924	0.0839375	0.904984	
-0.0138597	-0.0280208	-0.592597	0.53275	
-0.602181	0.512949	0.670278	-1.3304	
0.513326	-2.02458	0.0955418	-0.528078	
0.567646	1.07677	0.0878257	-0.166397	
0.625954	0.660269	0.772825	-0.754522	
-0.552243	-0.0268151	0.0133916	-0.207045	
0.368071	1.18331	0.60089	0.120316	
0.807419	0.32477	-0.274381	-0.700815	
-0.838293	0.0152291	-0.602976	-0.43937	
0.605649	0.613934	0.959237	0.993232	
-0.779746	-0.367546	0.139836	0.121572	
0.289211	0.312521	0.520642	0.28524	
-0.463813	-0.834439	-0.0574717	-1.82961	
1.33447	0.488155	-1.31168	0.973083	
-0.0138597	-0.995289	-1.5115	-0.202751	
0.453336	-0.0268151	-0.833734	0.123398	
