TD[0]	TD[1]	TD[2]	TD[3]	
0.303068	0.384494	0.134363	-0.599712	
-1.48636	-0.776918	0.218694	0.222721	
0.343286	-1.25574	-0.340283	-0.411182	
-0.145184	0.0848823	-0.333468	0.139679	
0.00210735	0.3982	-0.0584522	-0.149873	
0.910169	-0.629369	0.0161448	-0.858373	
0.639631	0.392673	0.458232	-0.159919	
-1.5624	0.911154	-0.585932	0.129613	
0.866386	-0.642802	0.0359633	0.87602	
0.474316	-0.463739	-0.0897803	0.475797	
-0.044845	0.809216	-0.277104	-0.349037	
0.00874182	-0.726396	0.247884	0.537451	
0.00598107	-1.1165	-1.24699	0.00408978	
0.868617	-1.01429	0.345386	-0.368814	
-0.275167	-1.14612	0.0659541	-0.150171	
-0.0677853	-0.171402	-0.17207	0.296759	
0.773092	-0.555498	0.0460074	-0.111584	
0.0704593	0.809988	-0.175943	-0.280341	
0.566131	0.722573	0.0450837	-0.572182	
-0.618588	-0.308424	-0.0531033	0.236704	
-0.644917	-1.1361	-0.229988	0.540358	
-0.419386	0.487417	0.489688	0.717274	
-0.23579	-0.0249628	0.504209	0.645971	
0.0112559	-1.47875	-0.86823	-0.264033	
0.662629	-0.430269	-0.423011	0.332701	
0.124962	-0.999895	0.128212	0.380152	
-0.722479	-1.26854	0.847437	-0.279812	
0.192972	-0.263912	0.504278	0.542518	
0.0451668	-0.506695	-0.823098	-0.57753	
-0.757468	0.171856	0.591101	0.774025	
-0.089385	-0.503478	-0.57961	-0.26713	
0.481933	0.996745	0.167228	0.68171	
-0.232918	-0.699528	0.237005	0.718073	
0.299148	-1.52909	0.333145	0.200481	
-0.139937	-1.18946	-0.230684	-0.555551	
-0.282073	-1.14612	0.168455	-0.52134	
0.866481	0.759503	-0.478627	0.168142	
0.248305	0.537999	-0.0295822	0.439109	
-0.107723	-1.20215	0.0675753	-0.985858	
-1.14658	0.0501094	-0.565557	-0.502954	
-0.0697594	-0.72589	0.33994	-0.0508813	
0.573297	1.19628	0.0587998	0.524344	
-1.30355	-1.84469	-1.08442	-0.182057	
-0.66923	-0.524912	-0.27222	0.0531136	
-0.307224	-1.10605	-0.346128	-0.100948	
0.910615	1.38693	-0.019263	-0.823828	
-0.394793	-0.139189	-0.195994	0.961555	
0.215806	-0.463739	0.565274	0.375279	
1.45918	-1.07546	-0.52509	0.384499	
0.0273528	-0.115527	0.561847	0.488414	
-0.0105552	1.40474	0.00772267	0.783607	
0.364646	-1.33704	1.21085	-0.38689	
-0.630575	-0.0686999	-0.0931894	0.364893	
0.027115	0.455255	-0.15716	0.258673	
-0.171928	0.737233	0.0812802	0.537549	
-0.100216	-0.39772	0.7458	0.166134	
-0.390291	-0.621868	-0.0339736	-0.23987	
0.424048	-0.844265	0.478426	0.163172	
1.08496	0.662087	0.91587	0.769621	
-0.865608	-1.17223	-0.157888	-0.350417	
0.718812	-0.864136	-0.783924	0.864632	
-1.38567	-1.43136	0.571657	-0.981272	
0.472519	-0.266158	0.00447493	0.0819388	
1.72489	2.31421	-0.1086	0.0289972	
-0.281707	-0.0415545	1.0262	-0.197832	
-0.337755	-0.306464	0.188921	0.945443	
-0.701424	-1.636	0.609732	0.431069	
0.870079	0.214998	-0.106937	-0.473353	
-0.323641	0.219615	-0.157831	0.823105	
1.60376	-0.831559	0.525098	-0.10252	
0.304637	0.114011	0.59139	-0.284736	
-1.53754	1.58441	-0.493666	-0.900063	
-1.56358	-1.03446	0.433856	0.378448	
-0.0205442	-0.942971	0.116951	-0.233235	
0.299596	2.00027	-0.448382	-0.246537	
0.0899013	-0.236115	-0.0102523	-0.594578	
0.106073	0.365424	0.588589	0.15801	
-0.476295	-0.745194	-0.0536321	0.756208	
-0.558666	0.0256393	-0.242357	0.218178	
-0.0761611	0.253043	-0.223947	0.144929	
-0.668133	-0.185375	0.0947674	0.521511	
-0.570716	-0.0445398	-0.372069	-0.274942	
-0.281365	0.567716	0.265917	0.128221	
0.199521	0.268702	-0.252812	-0.117817	
-0.960348	0.767193	-0.549706	-0.500505	
0.741454	-1.22839	-0.747693	0.0365051	
-0.634084	0.102992	-0.237675	0.337392	
-0.454753	-0.354855	0.726289	-0.274907	
-0.891364	0.154262	0.166353	0.717274	
0.270642	0.0188908	0.33493	0.70156	
0.489846	-0.783184	0.542695	-0.0468138	
-0.999019	-0.783184	0.372572	-0.00826652	
0.199836	-0.149788	0.00414217	-0.228163	
0.513342	0.276737	0.630362	-0.014723	
-0.584139	-0.399905	-0.0427912	-0.0310144	
-0.336629	1.25706	-0.278299	0.608658	
0.669572	0.197608	0.268677	0.00990293	
0.115333	-0.664739	-0.632235	1.13215	
-1.00267	-1.32853	-0.320656	0.238511	
-0.464957	0.0248011	-0.026546	0.161839	
0.284399	-0.452582	-0.498564	-0.439155	
-1.04842	-1.01545	0.316978	0.378323	
-1.3181	0.414338	-0.728818	0.249953	
-0.340581	0.594342	-0.271891	-0.841162	
0.715333	0.59878	0.311853	0.258239	
-0.313773	-0.587966	0.0966343	0.0592512	
-0.314856	-0.864136	0.243201	-0.68071	
-0.0412355	-0.31668	0.453666	-0.490436	
-0.295292	1.35487	-0.59443	-0.72067	
-0.055642	-1.97712	-0.925873	-0.453254	
-0.729437	0.882052	-0.446134	0.274013	
0.64239	0.545859	-0.364033	0.306112	
-0.251281	1.85022	-0.229625	0.192605	
0.504214	-0.391455	-0.684668	-0.429905	
0.792386	0.516494	0.275834	-0.335926	
-1.10691	-0.897575	0.627388	-0.035714	
0.388827	0.889762	0.451345	-0.343918	
-1.65105	-0.433153	-0.453751	-0.129589	
-0.085838	0.434968	0.196903	-0.181928	
-0.249511	1.88554	0.220089	-0.465283	
-0.152374	1.75746	-0.525952	0.298076	
0.175184	0.014992	0.404917	-0.453551	
0.788959	-0.381578	-0.712549	-0.490962	
0.451359	-1.0824	0.510943	0.692346	
-0.491571	0.291076	0.0632815	0.44466	
0.725926	-0.378416	-0.532592	-0.35136	
0.484958	-0.69098	0.177708	0.129613	
-1.26755	-1.24468	-0.342027	0.522498	
-0.370933	-1.04488	-0.0427429	-0.191371	
-0.755227	0.754541	0.0406174	0.0621605	
-0.0235832	-1.11024	0.0153364	-0.87871	
-0.543786	-1.2471	-1.28219	-0.194833	
0.115263	-0.35215	-0.910836	-0.496811	
0.647068	0.0930691	-0.402419	1.00054	
-1.15126	-1.39868	0.274897	0.480526	
0.222434	0.00728679	0.59238	0.256807	
-0.846172	2.02726	0.414917	0.419239	
0.752442	-0.449385	0.233123	0.285732	
1.54296	0.523355	-0.587822	0.305625	
0.00447317	-0.582621	0.218367	0.514935	
0.620014	-0.110336	0.0513267	0.961555	
-0.572778	0.577479	0.304534	0.324097	
0.198835	2.13441	-0.173643	0.136922	
0.0145289	-1.25898	-0.212653	-0.292439	
0.341344	-0.726056	-0.924328	-0.811225	
0.734236	-0.100215	-0.186907	-0.0588193	
0.406819	-0.203435	-0.155235	0.0448119	
0.2214	-1.3656	-0.18782	1.02087	
0.221737	0.225145	0.414912	-0.423749	
0.857605	1.41328	-1.18861	0.218704	
0.504636	0.806168	0.106081	-0.623501	
-0.142665	-1.32132	0.170477	0.147456	
-0.751269	0.222999	0.0519393	-0.123078	
-0.151951	0.0518103	-0.253271	-0.303286	
-0.750084	-0.754261	-0.107256	0.30277	
0.366811	-0.682351	0.156962	0.748114	
0.307214	0.819796	-0.494483	0.764538	
-0.0389361	-0.153004	-0.183755	0.113779	
0.198054	0.0788131	0.31448	0.231564	
0.397651	1.42763	0.177298	-0.414315	
0.533096	1.11842	-0.0754327	0.0482485	
-0.112248	-0.313772	-0.976087	-0.167502	
-0.414884	-0.101736	-0.183894	0.0651874	
0.167984	1.33722	-0.605702	0.102845	
0.933333	-0.107043	-0.776914	-0.135433	
0.0242609	-0.183929	0.507209	0.670526	
-0.825656	0.624223	-0.429179	-0.0411808	
-0.258545	0.0599468	0.135983	-0.0822229	
-0.929552	-0.659907	-0.0225194	0.739403	
-0.854043	-0.245965	0.493531	-0.593813	
-0.0141646	-1.46436	-0.150675	0.620262	
0.61297	-0.843876	0.321666	-0.520477	
-0.184757	-0.922532	0.20256	-0.665393	
0.033651	-0.756005	-0.116342	0.369478	
0.143633	0.787758	-0.0586447	0.221694	
0.673996	-1.49289	0.147384	0.560431	
1.36037	-0.739015	0.129884	0.617059	
0.38854	-0.625967	-0.26119	0.100618	
0.507742	0.721918	0.157083	-0.280074	
0.011653	-0.0906837	0.735305	-0.0793519	
-0.316783	-0.562375	-0.145453	0.437202	
-0.691112	-0.134433	0.207259	0.316957	
0.475014	-1.26429	-0.215165	-0.371174	
-0.774111	-1.40085	0.125938	-0.458218	
1.41086	-0.14916	0.636547	0.732765	
-0.929594	0.0134928	-0.230724	-0.342714	
0.024614	-1.62714	-0.173905	-0.409851	
-0.0774574	-0.35215	0.363014	-0.621899	
1.17605	-1.7411	-0.22198	-0.189614	
0.80785	1.68876	-0.326688	0.5325	
-0.166323	-0.333611	0.0580896	-0.482143	
0.578424	-1.06318	0.245021	0.491364	
0.135092	-1.15432	-0.631147	-1.04644	
0.855093	-0.0132383	-0.195791	-0.246668	
0.609535	0.587722	-0.144311	0.163172	
1.63391	0.519312	-0.00146826	-0.614432	
-0.564232	0.788757	0.0303616	0.0109023	
0.421793	-1.53388	1.00262	0.00672038	
0.341569	1.27967	-0.322215	-0.464504	
-0.391903	0.453846	0.214766	-0.441897	
0.371696	0.248872	0.0468997	0.944711	
-0.0809428	-0.152022	0.253411	-0.531849	
-0.129769	1.10741	-0.294517	-0.438897	
-0.23454	0.772839	0.260856	0.3138	
0.153573	-0.347444	0.692367	-0.0974742	
-1.09329	-0.0855057	0.637897	0.809221	
-0.046595	0.594342	0.622937	0.133136	
-0.0916361	-1.04261	-0.403481	-0.0662519	
0.666685	-0.65186	0.406976	0.264133	
0.961644	-1.7411	-0.207817	0.0372293	
-1.28568	-0.229691	0.586569	0.850728	
-0.201637	0.525941	-0.312585	-0.654097	
-1.16731	-0.118403	-0.0133893	0.8194	
-1.09318	-0.141235	-0.908216	0.249481	
1.05741	-0.249636	-0.105551	0.105712	
0.115132	-1.56222	0.991275	-0.0154394	
-0.115639	-1.49289	0.943017	-0.358673	
-0.710122	-0.108159	-0.0117765	0.311891	
-1.13495	1.99389	0.672294	-0.0814366	
0.418668	0.906854	-0.494761	0.579686	
1.65972	-0.735986	-0.158973	-0.798125	
0.669268	-0.461821	-0.0994928	0.752551	
0.0602162	1.2714	-0.524933	0.752859	
0.348842	0.882052	0.502006	0.297372	
-0.255493	-0.110336	0.351212	0.981851	
-0.402238	-1.1361	0.648079	-0.313261	
0.161723	-1.83913	-0.88924	0.681923	
-0.989509	0.202686	-1.09993	0.321089	
0.22926	-1.18946	0.202373	0.181706	
0.326396	-0.329436	0.309467	0.117615	
0.066756	-0.242511	-0.559842	0.565992	
0.357338	-1.0993	-0.571986	0.0793595	
-0.160348	0.364573	-0.640822	-0.133565	
-0.554898	-0.196965	-0.312674	-0.207814	
1.37571	1.06089	0.063034	0.36292	
1.03003	0.376439	0.833553	-0.368152	
-1.49469	0.0558362	-0.828996	-0.389851	
1.3466	1.67729	-0.207897	0.687626	
0.261149	-0.664062	0.074968	-0.18249	
-0.620794	-1.70758	-0.384811	0.234829	
-0.352132	1.32034	-0.538349	-0.973947	
0.256016	1.33176	0.107416	0.131134	
-1.42368	-1.52681	0.0528373	0.196465	
-0.00937961	-0.849737	0.0120437	1.27051	
0.31935	0.0538183	0.277644	-0.22973	
-0.217167	-0.891946	0.0223662	-0.708753	
0.764674	-1.18946	-0.561443	-0.117256	
0.325431	-1.6372	0.314957	-0.129092	
0.186758	-0.76376	-0.466531	0.60536	
-1.8207	1.88995	0.215906	-0.111859	
0.660318	0.629065	-0.165089	-0.118553	
-0.254225	-1.44535	0.391512	0.0476793	
0.339231	0.397005	-0.193539	0.195078	
0.505621	-0.837855	0.535098	-0.0362295	
0.0802846	-0.767103	0.673356	-0.143646	
0.034763	0.810659	-0.315774	0.230439	
0.329545	-0.610728	-0.109234	-0.858391	
-0.199302	-0.822322	0.128488	0.956455	
0.893284	-1.7104	0.830668	-0.136409	
0.4841	1.30104	-0.305542	0.605034	
0.294987	-0.200937	-0.756391	-0.614665	
-0.52474	0.721918	-0.212311	-0.586724	
-0.617373	1.01752	0.376815	-0.0801849	
0.172625	-0.309069	0.549474	-0.273359	
-0.145773	-0.463739	-0.296775	0.0217275	
0.905344	0.283896	-0.049356	-0.0974742	
-0.219755	-0.336289	0.458948	-0.877382	
0.168258	-1.55597	0.366072	-0.0668252	
0.967903	0.80504	-0.362726	0.562557	
0.562412	0.57619	0.903358	-0.0684047	
0.424793	0.646936	-0.477711	0.554818	
-0.192326	0.0848823	0.148553	-0.166182	
0.323678	-0.991032	-0.383762	0.395635	
0.243845	0.606776	0.54766	0.494311	
-0.585778	-1.46428	0.328246	-0.137861	
-0.0637946	-0.215413	-0.184178	0.390873	
-0.0259621	-1.24468	-0.249316	0.255973	
-1.01263	0.934577	-0.0188798	-0.777422	
0.646953	1.06089	0.130222	-0.131466	
0.60301	-0.86572	-0.248355	-0.299539	
-0.195755	-0.934433	-0.275813	0.258239	
1.61098	2.4079	0.2072	0.582457	
-0.480556	-1.00226	0.0486308	0.382062	
-0.305344	0.353441	0.389731	0.689661	
0.379448	-0.886043	-0.282853	0.213817	
0.0492381	1.08901	-0.103322	-0.270659	
-0.196166	-1.94429	-0.556621	0.425843	
0.0246568	0.95842	0.554558	0.440029	
-0.245595	-0.886043	-0.190715	0.77019	
-0.815323	-0.0132383	0.811549	0.271401	
0.676293	-1.39868	-0.234134	0.352292	
0.512611	0.351915	-0.569886	0.211652	
0.427361	0.484432	-0.00481023	0.259665	
-0.512854	0.109081	0.466763	0.754969	
0.345033	1.08718	0.416481	0.462377	
1.20386	-1.27892	-0.190883	-0.216191	
-0.512034	-0.3966	0.660205	-1.00317	
-0.0530869	-0.419883	-0.0638329	0.190449	
0.148293	1.04986	-0.116163	-0.58307	
-0.0612393	0.649127	0.546945	0.626917	
1.04146	0.0655782	-0.143822	-1.36991	
0.224423	-1.6372	0.245021	0.00849916	
0.553709	0.76156	0.13821	-0.341035	
-0.714413	0.594342	0.150623	0.300896	
-1.01308	-0.686709	0.308168	0.366254	
0.719453	1.12794	0.626386	-0.0679519	
-0.301432	-1.05161	-0.401332	0.0842796	
0.356642	-0.196313	0.2771	-0.034017	
-0.643047	0.118049	-0.232813	0.0409549	
-0.288345	0.160876	-0.575114	-0.345575	
0.702741	-1.25898	-0.056144	-0.340707	
-0.110195	-0.567496	-0.318441	0.156555	
0.190605	-0.897575	-0.496894	0.205376	
-0.105495	-0.0855057	0.0357499	0.432513	
0.10624	0.0634828	0.545957	-0.325167	
-1.50693	-1.18658	0.530332	0.923477	
-0.232707	0.664005	0.442644	-0.0819187	
0.146606	0.182867	0.0511288	-0.572182	
0.647207	0.937745	-0.372579	0.563064	
-0.403418	0.216376	-0.0475949	-0.219377	
0.486163	-0.0661191	1.39874	0.12266	
-0.052152	0.26307	-0.315276	0.176775	
-0.914096	-0.313772	0.28032	-0.262307	
0.244157	0.0737717	0.328814	-1.38745	
-0.343279	-0.127291	0.154954	0.432629	
0.656986	-0.809554	0.0422986	0.334457	
0.630988	-1.36478	-0.613982	-0.300452	
0.670978	1.11792	-0.516528	-0.498945	
-1.41327	-0.616333	-0.173272	0.00601141	
0.03849	0.129647	0.0848182	-0.677135	
0.866243	0.0264471	-0.343297	0.0651874	
-0.16867	-0.0624684	-0.286663	-0.1454	
0.58429	-1.27892	0.158148	-0.350787	
-1.28074	1.61102	-0.157701	-0.940743	
-0.485199	-1.80644	-0.0657653	0.553363	
-0.816842	0.0268174	0.156648	-0.312567	
0.0199736	-1.62991	-0.510023	-0.371496	
-0.370846	-1.05406	0.165654	-0.171249	
-0.965643	-0.0810856	0.660014	-0.114838	
-0.59069	0.192083	0.65226	0.432629	
-1.11872	-1.57285	-0.00147466	-0.448059	
-0.605158	-1.00226	0.197698	-0.314577	
0.309432	-1.95824	0.339972	0.739653	
-1.21735	-0.506101	-0.481689	-0.181474	
0.065195	-0.105814	-0.336609	0.0365051	
-0.0950828	-1.33087	-0.143888	-0.857511	
0.668931	2.46193	0.05419	1.04484	
-0.474844	0.136671	0.261718	-0.152337	
0.0453914	-0.574611	0.0748613	0.204111	
-0.720995	-0.299485	-0.177433	-0.455685	
0.714809	-0.494123	-0.0149512	0.622607	
-1.3844	-0.279198	0.732758	0.769621	
0.220478	-0.317553	0.231447	-0.0927936	
-0.762301	0.00625143	-0.8958	0.0209756	
-0.593596	-1.39515	0.29877	-0.350438	
0.690885	-0.281429	-0.516657	0.578019	
-0.974213	1.63303	-0.0431978	0.267493	
-0.291699	-0.967369	0.206901	-0.196996	
0.521445	0.516494	-0.358748	-0.0433015	
-0.80747	0.76156	0.301724	-0.605612	
-0.266638	0.197968	-0.258014	0.295924	
-0.491574	0.760526	-0.285176	-0.491657	
0.758794	1.47492	0.203078	0.639555	
0.904666	-0.0888546	-0.959584	-0.141731	
0.361255	0.147595	0.435938	0.508926	
-0.0389369	-1.49247	0.0910215	0.70293	
-0.149131	1.05895	0.0957482	0.281043	
-0.78184	0.866349	0.0947873	0.108166	
-0.589171	-0.215491	0.32808	0.514935	
0.278531	0.244477	-0.147101	0.0903078	
-0.117452	0.774822	0.147551	-0.443426	
-0.198057	1.56168	-0.973821	-0.259979	
0.211877	0.90675	0.455889	-0.659549	
-1.40106	-0.861019	-0.244263	0.438836	
0.651073	1.19457	-0.119818	0.015351	
-0.0773301	1.58902	-0.704642	-0.441897	
0.338198	-0.474937	-0.0383935	-0.131682	
-0.388174	-1.4128	0.0638625	0.341895	
-0.925666	-0.274135	0.550061	-0.69933	
-0.121206	-0.371981	-0.562429	0.422487	
-0.107928	-0.360139	-1.26213	-0.32194	
0.504671	-1.00226	-0.288466	0.487028	
-1.96586	-1.62991	-0.0403993	-0.606077	
-0.0737206	0.835409	-0.306231	0.820481	
-0.853305	0.640404	0.59413	-0.0807086	
-1.29281	1.79964	-1.05643	0.675736	
1.20062	1.10787	-0.0699283	0.397872	
-0.323578	-0.279198	-0.538605	-0.462024	
-0.290489	-0.657484	0.0794955	0.22992	
0.547704	1.26305	0.272674	0.24153	
-0.454892	0.378934	0.12752	0.619886	
0.083998	-1.49805	-0.250661	0.176775	
0.509788	-0.223983	0.195762	0.934616	
0.456869	0.070655	0.185158	-0.085277	
-1.74968	-0.313772	-0.338465	-1.04697	
-0.956459	-0.517786	-0.737612	0.253148	
0.321186	-1.52499	-0.42499	-0.965279	
0.737504	0.563631	-0.0574898	-0.139229	
0.0386715	0.435676	0.178763	0.592677	
0.536167	-1.65792	-0.208373	-0.314614	
-0.963673	-1.27962	-0.732773	0.144023	
-0.637186	-0.886043	-0.608549	-0.48311	
-0.0165243	-1.7411	1.10525	0.355692	
-0.573504	0.90782	0.125858	0.816307	
0.541688	0.403437	-0.848137	0.161662	
-0.294163	-0.918146	1.14534	-0.420408	
1.26719	-1.45655	-0.161366	0.183548	
-0.737315	0.804452	0.664584	0.395159	
0.0593799	-2.00908	0.306526	0.544169	
-0.890049	0.511675	-0.61373	-0.875318	
0.163211	-0.121506	0.417141	0.376864	
1.14247	-0.315074	0.470147	-0.115158	
0.227611	-0.494811	-0.882595	-0.532826	
1.32334	1.40474	-0.145691	-0.465283	
0.0276263	0.912638	0.125938	0.497435	
-0.287345	0.523871	0.239788	0.387837	
-1.32752	1.67137	0.767116	0.039153	
0.73709	1.60874	-0.324764	-0.438416	
-1.56539	-1.32015	-0.22795	0.835554	
0.0616668	-1.14612	-0.606549	0.10489	
-1.21705	-0.430269	-0.230726	-0.386346	
-0.260861	-0.127463	0.26348	0.61351	
-0.429277	-1.39161	0.479145	-0.0689276	
-0.893142	0.137413	-0.180701	0.0646501	
0.20954	-0.517786	-0.544856	0.401196	
1.22832	-0.400097	0.110809	0.326884	
0.0250262	1.73657	-0.144713	-0.242223	
0.109343	-0.482367	-0.285096	0.902478	
0.105538	0.327646	0.12012	0.693716	
0.162312	0.130399	0.560451	0.484425	
-0.619587	-1.39515	-0.0253202	0.289682	
-0.835095	0.0436415	0.301891	0.564496	
-0.316	-0.213508	0.575286	-0.423749	
0.284216	0.882759	0.658629	0.394566	
0.243139	-1.91299	0.365194	0.0979875	
-0.0400434	0.683309	-0.388268	0.297372	
-0.175588	0.80504	-0.0177513	-1.01281	
1.26024	-1.82179	0.468475	-0.455642	
-0.378266	-0.0759452	-0.259396	-0.0512892	
1.47966	1.176	0.515675	-0.602427	
-0.420213	0.499655	-0.288098	-0.0534575	
-0.08013	0.818018	0.702149	0.192446	
0.773092	-0.0173659	-0.39533	-0.66219	
-0.108415	0.663241	-1.05367	-0.261162	
0.149143	0.98429	0.28082	0.510151	
-0.357963	0.110916	-0.170336	0.139607	
