Fs[0]	Fs[1]	Fs[2]	Fs[3]	
-2.63695	-0.238365	-0.660032	-1.91466	
-2.67085	-1.34027	-1.00262	-1.82033	
-4.54326	-1.33709	-0.590054	-4.77606	
-5.2611	0.713715	0.292865	-1.82905	
-1.82695	0.789291	-0.34067	-1.48142	
-2.19433	-0.283187	-2.19144	-3.84416	
-2.50004	0.858794	-1.70331	-2.97693	
-4.3651	-0.548629	-0.623415	-7.10249	
0.52434	-1.02153	-1.71011	-3.59666	
-0.946796	0.787165	-2.4736	-4.36723	
-1.91589	-0.372771	-0.267187	-3.13803	
-4.7919	-1.32889	-0.47688	-6.33445	
-0.75961	3.18572	-2.48692	-1.1354	
-0.85289	-0.95049	-1.77903	-4.78684	
-2.0428	1.29508	-1.7332	-3.56336	
0.781029	1.37475	0.658092	0.417717	
-3.64476	-1.61059	-2.16085	-1.99935	
1.26027	-0.412562	0.571839	-2.83533	
-4.9503	-0.00576845	-0.0662197	-3.59627	
2.5836	1.64905	0.676129	-0.627111	
-1.25173	1.26607	-1.46052	-3.70659	
-3.74201	0.977245	-8.33114	-1.23924	
-1.59886	3.10216	-4.94083	-1.75634	
0.40648	7.83318	-1.35001	-0.909089	
-3.78373	-0.273585	0.109799	-4.80855	
-4.87618	-0.339314	0.93108	-6.85228	
-0.0990172	2.62698	-2.46661	-6.70644	
-1.84756	-0.295521	-3.04735	-2.6867	
0.717728	1.01391	-0.450504	-6.46371	
-1.76103	1.96724	7.05202	-3.73586	
-4.29876	2.14202	-2.24028	-4.24113	
-0.953268	2.21422	2.37009	-3.82944	
0.822051	1.47492	-0.614918	-1.30781	
-5.80735	0.665554	-3.84469	-0.266876	
-3.30712	-0.0966308	-1.59539	-0.558367	
-1.24539	-0.486562	-0.258702	-3.90483	
-1.6022	2.61776	1.96181	-1.49038	
-3.60455	-0.33946	-3.6546	-3.20337	
-5.57963	1.50986	1.40652	-3.64315	
-3.65078	-0.517483	1.42675	-3.63726	
-1.85295	-0.592898	-3.14157	-3.80729	
-3.52033	-1.60655	-1.49269	-3.06481	
-2.30336	-2.28991	-2.70217	-3.02692	
-0.284785	-0.209009	-1.58984	-2.02104	
-3.62818	-1.16394	-0.892031	-5.682	
2.09695	1.37908	-1.29081	-5.7851	
-4.25339	-1.96882	1.44026	-0.80334	
-2.37984	-1.36341	-5.09289	-5.54544	
1.73815	1.49675	-3.44674	-2.92641	
1.87095	0.980123	0.427104	-5.00541	
-0.202291	-0.812924	1.27922	-7.28031	
-4.48861	-1.08351	-3.59194	-1.50353	
-5.73358	1.65904	-0.318664	-5.10973	
-6.53011	0.356585	-2.53272	-0.872793	
-3.26443	1.2575	-1.1844	-2.49628	
-5.64722	-0.353754	-0.275756	-3.21551	
-1.45976	0.235427	0.412421	-1.37414	
-2.04588	1.18966	0.0954988	-4.6912	
0.26475	-0.347779	-0.323197	-2.64772	
-2.34873	-1.0856	-0.261395	-1.89481	
0.124287	-0.0649397	-0.214408	-1.16833	
-5.87313	-0.458498	0.190759	-4.96369	
1.16893	-0.496003	-1.79783	-5.61287	
0.0886017	6.77272	-0.786436	-2.93624	
-1.45245	0.420537	-1.41262	-2.81896	
-0.882872	-2.01642	3.70266	-2.90204	
-3.61936	-0.612316	0.0662824	-1.20967	
-2.09887	-2.87486	-6.92473	-2.66914	
-0.0995423	-1.46284	0.621714	-2.48451	
0.256831	-0.990079	0.565411	-2.64189	
-2.26606	1.03067	-3.32153	-5.45807	
-2.15982	-1.20673	-2.34274	-3.40395	
-0.452349	-0.263587	-3.95965	-1.35097	
-3.651	-1.11119	0.171126	-2.72091	
-1.80532	-0.990079	-0.538076	-2.49235	
-4.97322	-0.963344	-2.87545	-1.88418	
-1.56998	0.0400417	-3.00552	-2.94612	
-1.04567	1.47428	-1.7539	-3.1326	
-4.08737	-1.8531	-0.37038	-3.59666	
-10.4048	0.237005	-3.961	0.588949	
-0.737392	-4.73765	0.334102	-5.90029	
-4.32288	-2.29064	-2.53887	-7.79919	
-0.451592	-4.2977	-2.19506	0.0354378	
0.590567	-1.12411	-2.61916	-2.11597	
1.49351	0.808434	2.33896	-3.68557	
-0.617363	0.867626	-6.00102	-1.86395	
-2.16803	-2.75623	-0.797159	-2.69426	
-3.36466	1.17758	-1.96576	-4.7597	
-0.599327	-1.7169	-1.71156	-3.41629	
-1.60207	-0.645333	-2.96447	-4.8314	
-3.41026	-4.03212	-0.394334	-4.92266	
-0.951262	1.36364	-2.03419	-3.75877	
-5.75162	-0.505487	-1.95518	-3.41011	
-1.83756	-2.06255	-2.62406	-6.3442	
0.473073	1.9338	-4.49539	-1.60706	
-1.65688	0.849936	-1.62627	-3.00642	
-3.72037	-2.40675	-0.128742	-4.08778	
1.13759	1.88187	0.506416	1.28157	
-2.39392	1.58007	-2.08495	-2.47265	
-3.6639	1.37117	0.367626	-0.45531	
-1.38102	-0.15299	-0.296962	-3.18441	
-3.63643	2.44885	-1.98008	-1.81429	
-1.8249	1.09835	-0.19046	-1.35097	
-3.58513	0.406729	-3.31449	-5.1223	
-0.863528	1.63764	-1.95288	-1.26838	
-2.5865	2.28748	0.543037	-6.8985	
-4.99561	-0.27178	-1.26772	-2.57255	
-1.2623	0.299793	-0.911134	-6.20577	
-2.39309	-0.71158	-0.89909	-0.255863	
-11.5204	-0.0649397	-0.194654	-3.7564	
0.695685	-2.40666	-3.01974	-3.4287	
-2.10528	1.94604	-2.02781	-1.50353	
0.46707	-0.694668	-4.39566	-3.9906	
-2.596	5.2853	-3.17338	-2.2767	
-0.479162	-2.73165	-1.64511	-4.80911	
2.71104	-0.694708	-4.852	-5.67423	
-4.86656	-1.36302	-1.35794	-2.15577	
-4.63938	-0.580235	4.54485	-0.205203	
-1.79725	-0.869882	-2.81675	-2.42445	
0.108774	-0.431806	4.59584	-6.77293	
-2.8656	-1.86209	0.20905	0.289692	
-0.381308	4.65993	0.499526	-4.80357	
-6.295	-1.89575	-2.8249	-0.326585	
-2.74801	5.18519	-1.86726	-1.84892	
3.504	0.893957	-2.49633	-6.04684	
-3.04304	-2.96109	-2.90835	-5.59021	
-2.46026	-1.55869	-1.09372	-5.03564	
-0.826223	-0.306309	-2.30071	-3.20988	
-0.703981	-2.3376	-3.49567	-2.54868	
-3.18316	0.520512	-2.08347	0.970978	
0.562157	0.504539	-2.51203	-0.693707	
-0.593065	-3.43138	-3.32509	-4.49984	
-1.07087	-0.62854	-3.17255	-3.1656	
-1.69606	-1.08351	-4.09596	-3.4287	
-1.10125	0.312369	-1.38235	-4.59884	
1.41457	-0.679525	-0.4052	-3.18751	
-0.980428	-0.475692	0.46834	-2.52802	
-5.50982	4.67078	-1.14588	-3.31948	
-4.0612	-0.174716	1.65675	-5.54544	
-3.67483	0.205753	-0.444682	-3.81465	
-6.25456	-0.0711797	-4.5236	-5.56545	
-0.513314	0.713715	-2.31667	-4.77604	
-1.49904	-1.22838	-1.78842	-1.38193	
-0.194702	-3.58895	0.0484679	-4.7113	
-2.57847	2.16385	-2.25652	-5.76088	
-4.61049	3.2098	0.596316	-2.58076	
-5.06908	0.0795119	-3.47058	-5.45092	
-1.71142	-0.525921	-5.33605	-6.55648	
-2.16383	-2.28651	-5.52261	-2.14413	
0.558998	-0.132413	0.0141731	-0.917619	
2.47848	-1.03539	-0.635317	-3.13803	
-5.99611	1.05597	0.949597	-5.08322	
-2.06431	0.377737	-1.03867	-0.927318	
1.02085	-0.455351	-0.812418	-3.58328	
-4.01682	-2.43481	-0.214673	-5.05396	
-0.100326	-1.10177	0.157388	-0.558367	
-0.953692	2.93265	2.12511	-3.74681	
-1.42519	-2.26176	-3.17249	-3.01153	
0.145231	-0.161516	-3.5686	1.21032	
-2.18784	1.504	-0.709939	-2.41117	
-1.91397	-1.06126	-10.5513	-4.95399	
-3.66448	-1.19003	-1.21912	-7.02906	
1.07798	3.39662	-3.04596	-6.5046	
-1.31859	-0.280571	0.495001	-3.62385	
-3.67188	-0.0649397	2.2984	-3.04763	
-3.65628	2.74531	1.59489	-5.00031	
0.44178	-2.57124	-3.11154	-0.872793	
0.318859	0.599821	-0.538378	-3.89718	
-1.91306	-0.592898	-7.97951	-3.17498	
-1.34661	-2.11372	-1.28976	-0.823433	
-0.93836	-0.456509	-1.97107	-3.61011	
-4.06589	0.723	-1.15219	-4.26763	
-12.3557	-1.40218	-0.368416	-0.248553	
0.237831	0.536396	0.283968	-0.858069	
-0.173212	-0.984419	-0.927355	-0.635867	
0.0684799	0.335258	-2.67525	-3.62365	
-1.256	-1.21512	-3.45178	-2.83533	
-6.11069	1.4153	-2.23107	-3.93567	
-0.930853	1.2373	-0.0118042	-6.84082	
-2.26437	2.57667	1.62881	-5.84206	
-2.20761	-2.85856	2.37419	-0.922661	
-3.09066	0.237005	-0.422398	-1.35125	
-3.49823	3.16078	0.275083	-2.3128	
-0.907444	0.750084	-6.54167	-1.1999	
-0.542897	-0.456509	-1.21739	-2.30792	
-3.50167	1.65983	-1.94896	-2.8972	
-0.693062	1.47428	-2.95509	-4.77604	
-3.31259	2.58071	-2.40382	-0.182054	
3.26842	-1.49388	-1.65251	-5.38042	
-1.59458	-1.83647	-3.9586	-1.34331	
1.16454	-4.73558	-0.946572	-4.59194	
-0.0973649	-1.18088	-6.0715	-3.97478	
0.53126	0.651682	-2.29491	-2.80741	
0.4068	-1.34027	0.336064	-4.99941	
-1.8306	2.83461	0.95666	-2.27749	
-2.15521	-1.27223	-1.05978	-4.28925	
-0.514946	0.439122	2.15521	-5.30806	
-1.44213	3.04289	-0.0635659	-2.94612	
-2.3168	0.460661	2.20988	-5.92562	
-6.77897	-0.535684	-0.461312	-2.51291	
-2.88093	0.520512	-2.00049	-0.562598	
-0.0317772	-0.431806	2.05441	-3.52405	
-4.45212	1.99217	-0.598338	-4.57681	
1.1564	0.876432	-4.34612	-2.22772	
-7.27287	-3.62503	-0.329726	-0.631485	
1.93701	0.0709544	-2.50635	-1.93048	
-5.74064	-0.982556	1.98184	-2.18582	
0.0930277	-0.843184	-0.937898	-5.11951	
-1.58917	0.963749	-1.0263	-3.17498	
-0.463075	0.541805	0.39032	-0.337019	
-9.2464	1.38995	0.0100845	-3.24389	
-2.11817	1.0223	0.819631	-6.03801	
-7.53652	0.521185	-1.77487	-1.33572	
-3.77892	-0.166569	0.34784	-5.339	
-5.42201	0.279579	-4.80599	-1.90329	
-1.97925	-1.21512	0.364869	-1.77066	
-2.4857	-1.70851	-0.829493	-3.36095	
-1.08864	0.779398	0.108344	-0.828935	
-4.8757	0.270183	-3.27946	-2.57641	
-1.16335	-0.930067	-1.23761	-3.07381	
-1.57362	-0.575329	-0.974519	-2.03005	
-4.87119	-0.0585579	0.480909	-2.26009	
-6.14728	1.89492	1.85807	-5.31175	
0.226669	0.750084	-2.19686	-3.12719	
-0.149591	-0.0450542	0.92453	-4.9655	
-2.77223	-3.29679	-0.556814	-5.17318	
-0.863253	1.05847	-0.850151	-3.63045	
-6.24835	-0.83052	-1.12655	-0.73331	
-2.94967	-1.53323	-2.66636	-1.0692	
-0.489597	-1.14963	-1.41967	-6.6737	
-0.308454	0.783927	0.677561	-4.49014	
-2.25662	0.580375	0.788599	-3.54074	
1.57751	2.29133	-2.67328	-1.05041	
-11.3527	2.09258	-1.35186	-4.42608	
-4.54496	-0.496003	-2.3863	-2.55218	
-0.72862	0.292061	-3.25671	-4.17181	
0.0292007	3.16911	1.55024	-5.59774	
-2.85406	-1.2724	0.609591	-2.11878	
-6.20495	-2.46767	-1.47708	-3.08438	
-1.64284	1.17758	-4.02337	-2.23996	
-4.18152	-1.32853	1.50251	-3.82944	
-0.146036	-0.214784	-3.43321	-1.88927	
0.988844	-2.17768	-2.29019	-5.31175	
-1.33609	-0.502077	-7.58018	-1.87117	
-1.73607	2.70922	-1.40894	-4.74392	
-4.14935	-0.798037	-1.4215	-5.47244	
-0.341807	-1.63705	3.00362	-2.27051	
-2.83026	-2.75623	-0.258808	-2.57665	
-0.754746	0.760374	-5.82258	-3.29009	
0.0687695	-0.33946	-2.50875	-2.46506	
-0.954527	-0.747555	-2.19069	-1.85513	
-4.39278	0.0431411	-3.25575	-0.100184	
-6.71542	1.74924	-1.19323	-2.74018	
0.463431	-0.367627	-3.44593	-0.601132	
-3.56079	-2.71416	0.160093	-3.49822	
2.05815	2.41052	-0.284686	-2.32689	
0.161346	0.841051	-0.705922	-1.92009	
3.51315	1.70119	0.865578	-3.28426	
-5.03766	-0.312068	-1.43667	-4.03871	
-0.634511	1.65289	-0.603443	-5.59774	
-0.542897	-2.46567	-1.5834	-5.85857	
-2.51755	-3.28382	-1.44429	-1.41789	
-3.99159	-2.87486	-1.05064	-2.46778	
-0.927908	-1.94393	-1.75661	-6.03801	
-5.9262	-3.13719	0.377356	-6.51491	
-7.70897	2.95709	-0.572805	-1.92009	
-0.642964	-2.60454	1.32985	-1.02093	
-2.28765	-1.30032	-1.15314	-3.93533	
-4.27139	-0.0849915	-3.75105	-2.10421	
0.748723	2.25551	-4.19461	-4.01453	
3.07922	0.941774	-0.522402	-5.73992	
-0.332366	-1.1634	0.159665	-2.80741	
-1.67152	-0.430813	1.56785	1.35574	
-1.79602	-1.20673	-3.10183	-5.47965	
-1.629	4.14084	-1.72211	-5.11601	
1.18421	0.634654	-0.74354	-1.10674	
-2.05588	0.858794	-3.81157	-4.80855	
-0.0469581	-0.971216	-1.72503	-2.91663	
-1.1777	-1.58724	-2.72439	-2.48843	
-3.25591	-0.723349	-0.188889	-2.54813	
0.300578	-0.408597	0.599632	-3.03725	
-0.366125	1.39367	0.232604	-1.9779	
0.15515	1.57583	-1.87194	0.464028	
-2.19695	0.259679	-4.89735	-0.0970666	
4.31109	-0.105213	0.392158	-1.04064	
-3.71322	-1.50959	-6.99544	-2.26434	
-7.43831	-2.81475	-3.37159	-2.35246	
3.92948	0.876432	-2.66449	-2.07073	
0.507409	-0.602847	-1.72912	-0.0314268	
-0.622881	2.94844	-1.20897	-4.08778	
-4.11143	0.178304	0.37281	-4.12105	
3.08959	0.108441	-1.91975	-4.45449	
-3.48624	0.641374	-3.11107	-3.15625	
-0.790064	-2.01642	-1.24517	-1.26472	
-2.5496	-0.67797	-3.29891	0.718669	
-2.89725	0.143518	-0.48949	-5.71328	
-1.93566	6.94161	-2.07722	-2.50022	
0.0278496	3.42286	-1.57351	-2.44965	
-3.47953	-1.28631	-0.608366	-2.41919	
-3.64639	-2.60454	-0.570889	-5.63696	
-3.80652	0.720485	1.05824	-2.06961	
-1.82894	0.122386	0.595762	-2.64189	
-3.88039	0.169289	-0.696633	-5.19347	
-4.36164	-0.477164	0.0607058	-3.42249	
-4.28725	4.80137	-6.46436	-2.60143	
-1.58168	-0.317828	-3.39919	-5.36654	
-3.3179	0.126975	-2.9612	-3.39781	
-1.96951	0.935869	0.144477	-6.19182	
-5.40748	1.18966	-4.76618	-6.68458	
-1.44447	-0.0390544	-2.56012	-0.725539	
-2.32857	3.39662	-0.559381	-6.47389	
-4.91338	1.504	-2.45828	-3.48792	
-0.438426	6.34865	-1.30514	-3.49181	
-0.452332	0.941774	3.73935	-1.6187	
-2.36947	0.272964	-2.09893	-2.69515	
-2.18385	-0.653341	-2.40976	-5.34726	
-5.69514	-0.971216	-4.58302	-3.64639	
0.920162	-2.3329	-4.08331	-1.40154	
-3.21552	0.324527	0.00352607	-4.36117	
-1.42259	-1.46822	-0.635001	0.416339	
-2.90788	-0.673898	-4.27162	-1.37464	
-0.378365	2.26766	-1.748	-2.73929	
0.166032	1.94025	-0.106224	-5.18101	
0.0801914	-0.622893	-0.451975	-2.77079	
-3.93956	-1.65688	0.96788	-3.03808	
-7.74374	-4.93343	-0.978039	-1.37982	
-0.290434	0.169289	-4.44021	-1.65896	
-0.465672	8.858	-1.04873	-3.1326	
-1.40611	-2.95006	2.31289	-1.74377	
-2.07917	1.98249	-3.06428	-3.64162	
1.48216	-1.13712	-4.80027	-3.00133	
-1.40791	-0.785711	-0.39348	-1.79964	
-3.49086	0.270183	-0.184423	-3.44118	
-4.16046	-0.0450542	1.49858	-2.03746	
-3.04874	3.74561	-2.91424	-3.46635	
-6.19552	1.54512	-0.122513	-7.24142	
-1.07615	4.67078	-1.49438	-0.605382	
-0.788958	0.841051	-1.52275	-1.33949	
-2.66404	2.30355	0.0713655	-4.39339	
0.231672	-3.38514	-1.69379	-2.4612	
-2.06341	-1.5737	-0.326679	-2.58076	
-0.946482	0.0897681	-2.30012	-2.70184	
2.25931	0.181776	-4.35665	-2.6056	
-2.56396	-1.81416	-3.73601	-3.3254	
-1.05726	3.117	-2.74446	-5.8919	
-0.330642	0.409143	-1.70784	-6.4334	
-2.53023	0.470845	-0.843464	-5.01143	
-3.56784	0.660396	-0.686133	-0.864288	
-2.49379	-1.03539	-0.625236	-3.45373	
-1.32978	-1.02041	-4.34333	-2.41117	
-2.70857	-2.87486	-1.17697	-1.68169	
-0.42077	2.02587	0.821513	-3.77082	
-2.97615	-1.62852	-0.254941	-6.63057	
-4.44463	-0.187878	-0.0377023	-2.79819	
-5.89513	0.345944	0.191832	-0.621314	
-2.78952	0.531141	1.93277	-4.22362	
-5.6872	1.65904	-3.71586	-0.891038	
-2.28382	-0.694708	-2.47186	-4.48325	
-1.78686	-2.81475	-1.1832	-3.66474	
0.760193	0.108441	1.03223	-4.54888	
-2.5593	-2.25975	-2.69256	-5.25808	
-4.33708	0.351117	0.000322303	-3.48542	
-4.9618	2.64184	-2.60988	-4.43269	
-6.77968	7.25003	0.601024	-5.17318	
0.654626	-0.148391	-3.14702	-1.8042	
2.31047	-2.67955	-0.872044	-3.69256	
-4.3139	0.279264	-2.68133	-3.30768	
0.645291	2.58185	-0.2911	-5.61287	
0.268691	1.49804	2.09058	-1.56501	
-6.73803	2.60619	2.1262	-3.53055	
1.73527	0.086715	-2.18513	-4.31147	
-4.61719	2.0821	-3.915	-4.37648	
3.67867	0.977245	-0.0422413	-4.11917	
-2.32719	-1.55869	-2.30534	-2.28291	
-2.16764	-0.979644	-4.64347	-3.87439	
-2.37152	3.33815	0.423306	-8.04889	
-10.2482	-1.28619	-2.243	-4.91686	
-3.4404	-0.527536	-1.62964	-5.38738	
-11.5206	0.373336	-0.930915	-1.53642	
-8.8234	3.49347	1.54108	-1.37803	
-6.47952	-0.122365	-0.630908	-3.4287	
-2.37024	-0.65694	-5.94066	-2.34517	
-4.80413	-0.221717	-2.19039	-3.03208	
-3.95253	-0.0649397	-3.17428	-4.33968	
-3.96312	-3.13719	1.09596	-5.04174	
-1.85797	0.356483	-3.03629	-4.06669	
-1.09679	0.146296	-2.73421	-3.11007	
-4.74508	0.808434	-2.81186	-3.83687	
-8.27914	-1.70851	1.97592	-2.74824	
-1.36527	-1.75772	-1.14588	-2.61254	
-9.80539	-1.83087	-3.49121	-0.867873	
-3.43333	2.56208	-1.53549	-4.93432	
1.62266	2.35247	-0.501595	-1.78993	
-5.17833	2.78124	-2.26027	-6.94538	
-8.26468	3.25167	-2.8542	-1.99935	
-0.690499	-2.96819	-2.29255	-3.98268	
-1.23238	-1.20673	0.523746	-7.42677	
-2.55081	0.16615	0.606206	-2.18877	
-1.67646	-0.644889	-0.770103	-2.48529	
-1.74013	0.163641	-0.0650604	-5.77693	
-0.937021	-0.471592	1.39198	-1.33187	
-2.16218	0.666823	-3.45071	-0.887625	
-2.49504	1.54512	-0.708637	-1.77066	
-1.4363	-1.20673	0.0833942	-2.18582	
-0.659699	0.237005	-0.776621	-3.55175	
-1.23115	-2.19309	-0.607431	-2.99423	
-2.88797	0.511193	-0.169336	-2.81204	
-2.90945	-1.80346	-6.25964	-1.20386	
-3.46749	0.724168	-1.42442	-3.88196	
-2.08164	0.928724	-1.17951	-1.25676	
-2.11371	1.20142	0.319393	-4.85389	
-2.11882	-1.19003	1.73897	-2.87318	
-2.09799	0.629889	0.49843	-1.30447	
-4.68005	1.60394	-1.94662	-1.98448	
-1.83889	1.27759	-1.7574	-5.09723	
-2.1115	-2.60454	-1.7243	-1.63202	
-0.783565	-0.525921	-2.59653	-1.65896	
-0.464432	-2.20663	-4.04495	-1.61428	
0.278637	3.39725	0.670864	-2.61488	
-0.927948	-1.54589	-3.18083	-3.14892	
-1.06566	-0.705134	-1.28101	-3.07381	
-5.1979	-2.6909	-4.71634	-2.15533	
-1.164	0.235427	0.509188	-1.70471	
-0.995399	1.56857	-1.11327	-6.05569	
