FF[0]	FF[1]	FF[2]	FF[3]	
0.992642	-0.288686	-0.785944	0.616298	
0.170269	-1.49524	0.187997	0.386015	
-0.878788	-2.28148	1.11058	-0.477555	
-0.0046906	-0.734978	0.0983735	0.421067	
0.00607094	-0.0860108	-1.28569	-0.580045	
-0.958131	0.107514	0.635743	0.992009	
0.730319	-0.351672	-1.16759	-0.308497	
0.0555919	1.28287	-0.200372	1.17526	
0.659219	-1.34841	-0.108928	1.33605	
0.341181	-1.03832	0.11516	-0.183511	
-0.885272	-1.49211	0.0381112	-0.661272	
0.133103	-1.47879	-0.0870479	-0.40013	
0.895435	0.875731	-0.743136	-0.0795603	
0.314832	0.667355	0.0170795	0.875343	
0.379433	-0.810359	0.312095	-1.14884	
-1.05728	-0.249096	-0.0124044	-0.963402	
-0.508032	-1.02847	0.0319909	-0.146574	
0.620388	1.00993	0.779336	0.504887	
-2.07468	-1.55577	-1.28401	0.830404	
-0.547819	-0.970106	-0.167531	0.148722	
-0.0145409	-1.59725	-0.368341	-0.565762	
0.985791	1.40017	-0.207414	-1.20434	
0.0214605	0.0389213	-0.205628	0.940763	
-0.0766426	-0.0685934	0.405074	0.525246	
1.6583	-2.0284	-1.41104	0.126963	
0.467126	0.0467056	0.514339	1.3287	
0.735282	1.06916	-0.213989	0.87662	
-0.609361	-2.19881	1.77512	-0.777049	
-0.675558	0.633896	-0.0371895	0.320026	
-1.02498	1.39049	0.0963752	0.640428	
-0.167722	0.150307	0.171818	0.020044	
0.31214	-0.918512	0.388141	0.412898	
-0.2638	-1.01003	-0.0975467	-0.184968	
-0.0296908	-0.727889	0.492667	0.361484	
0.315342	1.25372	1.13014	1.38313	
-0.353446	-2.19119	-0.643203	-0.79286	
0.261949	-0.110247	-1.28255	1.20443	
-1.90107	-2.21335	0.718727	-1.89214	
0.604352	0.498413	0.181289	-0.40155	
1.46131	2.0939	0.292684	0.575945	
-0.0315793	-0.273371	0.944809	-0.264254	
-0.927509	-0.517961	-0.265308	1.2712	
-1.0302	-2.53375	0.934463	0.0644209	
1.08352	-0.213889	0.0832023	-0.966314	
-0.262823	1.22831	-0.582117	0.843336	
1.25229	-1.06415	1.09222	0.255589	
0.596051	0.528872	0.651487	-0.740047	
-2.89965	1.28333	-0.350557	-1.04902	
-1.97584	-1.20415	0.590589	0.671647	
-0.240092	-1.54411	0.742305	-0.497871	
0.428253	2.01581	0.197122	-0.678917	
-0.294991	-0.147986	0.262598	-0.889452	
-0.116653	0.288293	0.390698	0.55368	
-0.951164	-1.32602	0.131257	0.587165	
-0.971009	-0.352766	-0.323549	0.757125	
0.327331	0.376948	-0.224416	0.37025	
-1.0453	0.0258736	0.372075	0.569051	
-0.87947	-0.280233	-0.108066	0.00258276	
-0.449485	0.579756	0.09864	0.0357845	
-0.301017	0.940242	-0.0839942	-0.41526	
-0.244633	1.16511	-1.03684	-0.710149	
1.2926	-2.0774	-1.0688	0.0559533	
-0.95802	0.367585	-0.401395	0.698226	
-0.37084	0.612482	0.787463	-1.01116	
0.40453	0.71941	0.305635	0.596042	
0.694939	0.888734	0.240999	1.10204	
0.08612	-1.07877	0.662025	-0.229082	
-0.862852	0.288686	0.507038	0.167912	
0.712319	0.874477	-0.371074	-0.45694	
0.849896	0.712362	0.717642	-0.0856018	
-0.201053	0.212981	0.165814	0.159654	
-1.38061	1.85065	0.728852	1.02847	
-0.604846	-0.466284	-0.213372	0.0462223	
0.132271	-1.01086	-0.609235	1.04512	
-1.12809	-1.72221	-0.0525833	-0.116779	
0.207546	0.26142	0.211321	0.0469952	
-0.13296	-1.26563	-1.03354	-0.815485	
-1.40142	-1.41658	-0.4519	0.387718	
-1.76764	0.199836	-1.23359	0.36912	
0.136556	-0.0700583	-0.68426	-0.839267	
0.90457	1.04957	0.759387	0.0824695	
-1.13337	-0.609858	0.265735	-0.0679999	
0.028741	-0.66148	0.178393	-0.453397	
0.380967	0.41878	0.344713	-1.01003	
0.0476978	1.73945	-0.816654	-1.17867	
-0.905275	-1.84449	-0.375997	-0.959156	
-0.669059	0.362565	0.120967	0.809747	
0.788446	1.04394	-0.671149	0.214369	
0.213422	1.94034	-0.623382	0.707202	
0.449102	-1.24637	-0.594369	-0.498594	
1.04948	0.515027	-0.138811	-0.0802808	
-1.29721	-0.758024	1.20439	0.624695	
-0.0111013	0.910741	0.696072	-0.429062	
-1.85271	-0.0587943	-0.565116	0.305544	
0.213239	0.736544	-0.179852	0.0823156	
0.0182155	1.8188	0.600744	-0.648772	
-0.387681	1.67054	0.122882	0.549027	
0.777594	0.666943	0.410681	-0.375694	
0.744746	0.279142	-0.975262	-0.466054	
0.486363	-2.11306	1.18224	1.33852	
-0.686003	0.344599	0.0205848	0.754443	
1.15012	0.543345	-0.436697	-0.433588	
0.78078	-0.555459	0.247158	0.571696	
-2.02712	-1.63286	-0.0753467	0.839079	
-0.78258	-1.13669	-0.0114824	0.428443	
-0.674774	1.01828	-0.0915372	0.583941	
-0.136248	-1.27381	-0.169653	-1.50305	
-0.136044	-0.912043	-1.71214	-0.50249	
-0.522406	0.319155	-1.15389	-0.817968	
0.722303	0.429449	-0.316859	1.31979	
-0.329838	-1.97546	0.225007	0.387751	
0.832347	1.1883	0.834169	0.317133	
-1.11712	2.2734	0.568124	0.140504	
0.751412	-1.19172	0.248952	0.290933	
1.64387	0.957464	-0.62786	-0.0505846	
-0.203782	-0.106579	0.0924636	0.721195	
0.868192	0.226839	-0.0226087	1.54554	
-0.869547	1.76818	0.69253	-0.0598385	
0.619663	1.7571	-0.427234	0.300152	
0.40025	-0.323369	-0.385582	-0.536312	
-0.0496443	-1.14238	-1.51739	-1.11861	
0.843275	-0.679855	-0.0716697	0.107795	
0.761481	-0.879322	-0.0298975	0.55053	
0.38577	-2.5534	-0.959841	1.36533	
0.107335	-0.091164	0.509028	-0.733505	
0.716122	1.06882	-1.53542	0.149596	
0.188752	0.477914	0.0825578	-0.814041	
-0.270175	-0.993619	0.298635	0.167934	
-0.217549	0.166138	1.03403	-0.957721	
-0.585269	1.10276	0.135674	-0.178211	
-2.14235	-0.838603	-0.11928	0.65628	
0.308008	-0.364656	0.0368348	0.797942	
0.271443	0.875363	-0.847955	0.982383	
0.621564	0.676638	0.533429	-0.17731	
-1.14052	-0.494394	0.762334	0.580045	
0.402152	1.21271	-0.228446	-0.932072	
1.02137	1.38421	0.154043	0.203653	
0.279633	-1.14877	-0.926569	0.110106	
-1.20484	-0.0751879	-0.7451	-0.555294	
0.215906	1.24978	-0.16477	0.533905	
1.02856	-0.323422	-0.89892	-0.122392	
-0.355442	-0.416594	0.343065	0.725983	
-1.59964	1.20415	0.151013	-0.0951131	
-0.613765	-0.636862	0.458298	-0.26938	
-0.756295	-0.487192	0.263225	0.459005	
-1.67879	-0.644173	0.512921	-0.625029	
-0.118758	-1.41483	-0.326854	1.18891	
0.207721	0.0584795	0.42937	-1.01329	
-0.800495	-1.09749	0.233905	-1.05683	
0.0765584	-1.35889	0.280472	0.411964	
0.262879	0.24673	0.325234	-0.107179	
0.788631	-2.18487	0.275889	0.374361	
1.36819	-1.0387	0.10262	0.787256	
0.594236	-1.31892	-0.451921	0.139469	
0.465742	0.620966	0.292443	0.272484	
-0.138796	-0.925025	1.03781	-0.084934	
-0.638852	-0.225564	-0.527808	0.604715	
-0.686335	0.743982	0.301472	0.360297	
0.352927	-1.07184	-0.132339	-0.0199243	
-1.66138	-1.99965	0.474482	-0.0980721	
1.98632	0.0266448	0.800209	0.858293	
-0.191386	1.18673	-0.530485	-0.447367	
0.0726656	-1.42242	-0.462125	-0.277158	
1.37541	-1.08201	0.525651	-1.14826	
1.06492	-1.36746	-0.381118	-0.347883	
1.03546	1.52341	-0.718465	0.307404	
-0.412408	0.154201	-0.0157635	-0.253635	
1.06546	-1.60374	0.62362	0.0858946	
-0.342375	-2.04943	-0.969396	-1.40068	
0.664696	-0.285185	0.319939	-0.242205	
0.728964	0.253126	-0.200269	0.361484	
2.01626	0.950618	0.37812	-0.928938	
-0.163876	1.03993	0.272635	0.283431	
-0.343178	-1.73	0.590862	0.250641	
0.61215	1.37187	0.220851	-0.247294	
-0.196187	1.54825	0.0264118	-0.984831	
0.440266	0.297569	-0.0357129	1.39797	
-0.174417	0.0387655	-0.618993	-0.287727	
0.808356	1.48827	-0.472342	-0.418495	
0.163145	0.716604	0.233714	0.364076	
0.498626	-0.247816	0.697359	-0.703102	
-2.03002	-0.216414	0.287312	0.909133	
-0.807739	-0.0700583	0.653716	-0.170217	
0.154846	-1.28848	-0.133345	-0.365803	
0.485262	-0.541435	0.722041	-0.207869	
1.07215	-2.73492	-0.200122	-0.178922	
-1.04507	-0.492899	0.785881	1.05998	
-0.173248	1.0276	0.388092	-0.679792	
-1.51213	-0.134746	0.201883	0.744973	
-1.03917	0.577103	-1.13613	0.666246	
1.5583	0.440957	-0.44518	0.430674	
0.956172	-2.32229	0.996641	-0.0156651	
-0.536033	-1.58537	1.51018	-0.209249	
-1.23121	-0.239331	-0.506961	0.710483	
-1.52432	2.13984	0.821783	-0.354315	
0.837732	0.823623	0.227283	1.31928	
1.80175	-1.04568	-0.696845	-0.946069	
1.19664	0.182752	0.0486993	0.817973	
0.531027	1.87336	-0.572779	1.24956	
-0.0822104	0.803523	0.441653	0.275396	
0.196348	0.226839	0.14173	0.900404	
-0.358303	-1.86886	0.570124	-1.11745	
0.718915	-2.99445	-1.50159	0.638375	
-1.73458	0.590384	-0.638648	0.314056	
0.36497	-1.49211	-0.0603241	-0.0352266	
1.09246	0.425432	-0.288613	0.266498	
0.742495	0.0790481	-1.35787	0.641221	
1.03365	-1.56039	-0.376495	0.472646	
-1.03473	-0.250377	-1.65424	-0.383068	
0.0405444	-0.658259	-0.784183	0.31766	
1.25091	1.20263	0.129418	0.647439	
1.12855	0.41807	1.17019	-0.476045	
-1.00265	1.20126	-1.4545	0.149454	
1.32476	1.49926	0.0991824	0.734045	
1.46422	-1.42096	0.292778	0.571655	
0.0127826	-1.83698	-0.142296	0.309138	
-0.923836	1.40364	-1.13025	-1.36181	
-0.202252	1.04113	0.529883	0.0366531	
-1.43888	-1.70793	0.46077	0.605583	
0.392986	-0.808479	0.173905	1.38749	
0.283851	-0.577103	-0.393552	-0.156548	
-0.519328	-0.20578	0.1379	-0.920016	
0.222627	-1.49211	-0.813016	-0.182694	
0.633408	-0.200501	-0.0541067	-0.467488	
0.708198	-1.56461	-0.141429	0.885307	
-2.00905	1.4816	0.7157	-0.301711	
0.404903	0.476944	-0.101835	0.0299192	
-0.742187	-1.0359	0.155148	0.0790971	
0.933393	0.424924	-0.433863	0.575691	
0.714122	-0.0541034	0.791227	-0.317133	
0.162909	-1.42022	0.34758	-0.0617656	
0.411062	0.748108	-0.100857	0.225331	
0.444043	-0.83614	0.496033	-1.23812	
-0.776397	-1.79295	0.053444	1.15189	
1.22603	-2.81375	0.690215	-0.16786	
0.693598	1.68825	-0.167766	0.720593	
0.0684217	1.01898	-0.802215	-1.33484	
0.440605	0.620966	-0.261782	-1.23589	
-1.003	1.27381	0.260475	-0.157234	
0.132868	0.120718	0.772893	-0.163125	
-0.788801	-0.0685934	-0.120899	0.122392	
0.28063	0.19378	-0.0718676	-0.456268	
0.693162	-0.703345	0.216928	-0.733021	
0.632759	-0.72446	0.221573	-0.260788	
0.585897	1.13804	-0.978475	0.698691	
0.642985	0.705532	0.701993	0.719917	
0.333092	0.310124	-1.01157	0.79415	
-0.405209	0.698586	0.195822	-0.00589335	
-0.0430175	-0.941895	-0.180876	0.508445	
0.665943	0.715331	0.316244	0.621749	
-0.20177	-1.44787	0.275109	-0.425544	
-0.481304	-0.860066	-0.18861	0.0501052	
0.420501	-1.63286	-0.6499	0.296796	
-0.750445	0.751132	-0.113603	-0.741187	
0.890724	1.20263	0.00450519	-0.527667	
1.15956	-1.68622	-0.442028	-0.120264	
-0.342972	-1.80809	-0.497438	0.0824695	
1.96578	2.15425	0.848083	0.501623	
-0.0711078	-1.66358	0.384799	0.72569	
-1.30029	1.20727	0.621432	0.927905	
0.0750496	-0.799344	-1.06639	0.44549	
0.85546	1.31494	-0.202287	-0.226524	
-0.141174	-1.42857	-0.791793	-0.221961	
0.221122	1.02612	0.87419	0.474968	
-0.42858	-0.799344	-0.275862	1.45206	
-0.7065	-0.819908	1.10977	0.415129	
-0.346486	-1.97546	-0.758062	0.283121	
0.659181	-0.344092	-0.730957	-0.161277	
0.0689014	0.235177	0.113659	-0.14412	
-1.26115	0.328973	0.538008	0.498352	
0.205353	0.459648	0.262857	0.398902	
1.32075	-0.835421	-0.575239	-0.402425	
-0.325412	0.204903	0.846625	-1.42978	
-0.0422498	-1.13617	0.294688	0.461218	
-0.33663	0.676691	-0.70222	-0.744701	
-0.377773	0.176696	0.383336	0.939278	
1.64521	-0.181115	-0.167861	-1.66866	
0.226147	-2.45614	0.62362	0.276356	
0.0531653	1.00751	0.378242	0.424838	
-0.224448	0.280233	0.34515	-0.264783	
-0.723132	0.182516	0.35681	0.201955	
0.233992	1.67546	0.519153	0.104106	
0.0789675	-1.13704	-0.478787	0.278055	
1.05435	0.721233	0.61417	-0.250528	
-0.41202	0.49611	-0.795023	-0.185981	
-0.539366	-0.515338	-0.8032	-0.654162	
0.0712323	-1.64624	-0.354588	-0.466023	
0.252348	-0.648694	-0.435229	0.0458164	
0.0469893	-0.430033	-0.437322	0.367888	
0.80878	0.595138	0.055897	0.370593	
-0.793361	1.02897	0.305338	-0.72569	
-1.51273	-0.411216	0.0995194	1.18463	
0.373122	1.18372	0.709644	0.477785	
0.364295	0.155002	0.0148826	-0.620048	
0.914857	1.08133	-0.772408	1.01142	
-0.333762	0.0756131	-0.343235	-0.735535	
1.12717	0.0587943	1.44895	0.436783	
-0.0072559	0.871837	0.0856675	-0.138405	
-0.957372	-0.665645	0.255866	-0.796708	
-0.457417	0.459271	0.165074	-2.10754	
1.0734	-0.401761	0.311167	0.556981	
0.403426	-0.72887	0.249858	0.0542381	
1.33452	-2.44786	-0.810889	-0.745739	
0.92351	0.626587	-0.932026	-0.868149	
-2.24009	-0.17443	-0.0271049	-0.0711583	
-0.286381	-0.280998	-0.0590657	-0.415129	
0.712291	-0.256881	-0.263524	0.297018	
0.490127	0.652798	-0.453572	0.00988714	
-0.00179191	-1.96324	0.244566	-0.035462	
-1.60275	1.38485	0.0135597	-1.46474	
0.0176374	-1.98506	-0.0915322	0.260361	
-1.39411	-0.00685361	0.398315	-0.909051	
-0.158232	-2.55324	-0.797782	-0.306672	
0.570377	-0.265204	-0.131361	0.504887	
-1.4316	1.33187	1.03677	-0.504419	
-0.432061	0.147901	0.737848	0.73287	
-1.00878	-2.37655	-0.00188431	-0.718442	
0.0116854	-1.66358	0.478428	-0.402645	
1.03057	-1.34847	0.352219	0.676142	
-1.21087	-0.0813875	-0.547995	0.378156	
0.654712	-0.559541	0.222937	-0.104608	
-0.407723	-1.95399	-0.20949	-1.08872	
0.895521	2.27168	0.175599	1.08103	
-0.539814	-0.0874643	0.221043	-0.247739	
-0.0928901	-1.23889	0.835791	0.791984	
-1.30487	-1.14583	-0.400757	-0.453372	
0.590801	-0.778426	-0.455796	1.22177	
-1.08728	0.586186	0.453993	1.20724	
0.111696	0.154475	0.484395	0.0206267	
-1.47896	-0.32212	-1.33771	0.40013	
-1.53334	-2.26333	1.28373	0	
0.108795	0.758024	-1.26726	0.989171	
-1.42723	1.72013	-0.174016	0.225101	
-0.540907	-0.934111	0.233075	-0.650857	
0.825299	0.265821	0.0492032	-0.294363	
-0.25276	1.44345	-0.210122	-1.13502	
-1.22143	1.18917	-0.259123	-0.0494357	
-0.0782633	0.633902	-0.590863	-0.355781	
1.06996	1.50588	-0.107376	0.824695	
0.917819	0.640371	-1.25827	0.0966314	
0.0833111	-0.20939	0.372339	0.486723	
-0.3881	-1.66907	-0.0854823	1.38178	
-0.543002	1.40757	0.160142	0.404179	
-0.321048	0.960222	1.03908	-0.034156	
-1.26966	0.716082	0.334635	0.357845	
0.644019	-0.459813	-0.0263023	-0.159654	
-0.150181	1.10788	-0.489923	-1.07848	
-0.649645	1.97159	-1.61481	-0.685539	
0.062095	0.687118	1.002	-0.833162	
-2.42912	-0.491598	-0.266439	0.920323	
1.19983	1.03915	-0.133281	0.296666	
-0.146194	1.37756	-0.828057	-0.796973	
0.160302	-0.0711523	0.0323805	0.33642	
-0.538189	-2.02867	-0.50563	0.837111	
-0.0346717	-0.102625	0.410637	-1.15063	
0.308294	-0.480154	-0.131676	0.643271	
-0.737037	-0.90377	-1.63763	-0.0692896	
0.619766	-1.66358	-0.576925	0.568123	
-1.90682	-1.85265	0.298526	-1.03545	
-0.144626	0.808479	-0.825497	0.934096	
-1.59125	0.543024	0.570407	-0.0397075	
-2.20859	1.53845	-1.43571	0.658627	
1.51209	1.61201	0.171981	0.460008	
-0.242984	-0.612831	-0.86584	-0.983525	
-0.0762675	-0.13291	0.176145	0.17731	
0.680048	1.75565	-0.503609	0.335921	
-0.634065	0.502188	0.240718	0.546199	
-0.0650432	-1.57829	-0.245616	-0.423865	
0.0530121	-0.569218	0.876635	1.16442	
0.782633	-0.437322	0.333324	0.72603	
-2.67177	-0.665645	-0.412651	-0.640425	
-0.975578	-1.1365	-0.630955	0.632812	
0.467152	-0.867041	-0.621187	-1.78536	
0.378223	0.517961	0.0806093	-0.062081	
-0.109431	0.100251	0.356227	1.02232	
0.82482	-2.39054	-0.0665869	-0.0666246	
0.143119	-2.00084	-1.15126	-0.0285339	
-0.0657194	-0.799344	-0.825324	-0.655586	
0.397669	-2.05119	1.06012	0.116668	
-0.23757	1.14635	0.390296	1.4231	
0.253602	0.56782	-0.31967	-0.231442	
-0.300384	-1.43556	1.22312	-0.231442	
0.949282	-1.65661	-0.615454	0.642261	
-1.54152	0.319738	0.397945	0.429024	
0.260579	-2.13313	0.23575	0.257066	
-1.63265	1.00523	-0.498739	-0.637051	
-0.123689	-0.723327	-0.299165	0.333383	
0.317374	0.731006	0.508858	-0.826332	
0.251911	0.309997	-0.241425	-0.205451	
1.3088	1.06916	-0.313926	-0.648772	
0.262115	0.372364	0.088889	0.113642	
0.140167	0.757695	0.00832411	0.65362	
-1.7716	1.18569	1.1539	0.161052	
0.496589	1.90796	-0.647121	-0.797416	
-0.960635	-2.1068	-0.191287	1.05533	
-0.0921848	-2.0783	-0.576056	0.0276455	
-1.15231	-0.288686	-0.579926	-0.668896	
-0.412971	-0.827954	0.276722	0.575304	
-0.912801	-1.66595	0.765664	0.145891	
-1.82789	-0.144276	-0.190808	0.152181	
0.369122	-1.1365	-0.708656	0.49823	
0.747587	0.427637	0.198664	0.559322	
0.026992	1.86559	-0.342336	-0.411578	
0.586371	-1.23568	-0.152822	0.87187	
0.354975	0.772699	0.152938	0.883988	
0.593124	-0.476944	0.626136	0.52376	
-1.06173	-2.26333	-0.301464	0.054694	
-1.49272	0.603634	0.110265	1.13262	
-0.190318	-0.593272	0.722488	-0.563043	
0.458137	1.53803	0.775202	0.3968	
0.119449	-2.30378	0.41652	0.874526	
-0.0854022	0.0258736	-0.835664	0.546682	
-0.554658	0.654909	0.642431	-1.58525	
0.979273	-2.37611	0.22525	-0.53952	
0.306027	1.02369	-0.104861	-0.343578	
1.15764	0.985776	0.917694	-1.06386	
-0.741866	-0.0270517	-0.191824	-0.174673	
0.251599	1.46283	0.830969	0.284808	
1.04517	0.189506	-0.522577	-0.926484	
-0.875005	0.0664551	-0.947933	-0.731508	
0.571603	0.875784	1.00313	1.40567	
-0.925281	-0.492929	-0.0116174	0.2413	
0.396223	0.202119	0.387645	0.561541	
-0.644011	-1.15951	0.0445245	-1.45206	
1.5563	0.336356	-1.50895	1.26555	
0.0942105	-1.71584	-1.59546	-0.401887	
0.654049	-0.0180345	-1.10981	0.135297	
