FD[0]	FD[1]	FD[2]	FD[3]	
-0.331259	-0.642262	-1.19485	-1.07349	
0.666711	0.103336	0.393284	-0.764927	
0.264761	-0.46641	0.581032	-0.476772	
0.583216	1.67818	0.215758	0.519959	
-0.0636814	-0.410033	0.16517	0.108682	
-0.0441423	0.591552	-0.244365	-0.0110062	
0.0194028	-0.0180098	0.604221	1.04186	
-0.578214	0.89293	-0.104741	0.0987753	
0.628933	0.333748	-0.00604565	-0.390172	
-0.564914	-0.409914	-0.359124	-1.5132	
0.351763	-0.563979	0.636513	-0.224414	
0.56104	0.551339	0.0631872	-0.224414	
0.0660851	1.59868	-0.708931	0.915576	
-1.77985	-1.02115	-1.26457	-0.43933	
-0.998892	-1.56058	-0.14924	0.133508	
1.21717	0.39339	0.060644	0.341681	
0.738029	-0.293086	-1.12036	-0.482057	
0.418418	-0.721526	-0.687719	0.876503	
0.153165	0.453642	-0.0792787	1.47049	
0.583216	-0.214561	-1.07748	-1.0701	
-0.621018	-0.410033	0.413157	0.35251	
-0.71817	-1.52956	-0.198759	-0.563639	
-0.714045	-0.409914	-0.385483	0.623039	
-1.23198	-1.82901	-0.568638	0.0631163	
0.66808	-0.891398	-0.610518	-0.431701	
-0.480872	-0.675841	-0.120726	-0.29802	
0.712648	0.759878	-0.429085	0.623039	
-1.24695	1.17278	0.138184	0.57856	
-1.46405	1.19897	0.581536	0.657484	
0.566935	0.738805	0.0275871	-0.247211	
-0.698577	-2.22498	0.213942	0.180306	
0.837017	0.453642	0.395255	-0.482057	
-0.226705	-0.181537	0.518041	-0.224414	
-0.418338	-0.910647	0.484841	-0.746665	
0.312962	1.22939	0.377312	-0.559748	
1.13503	0.432619	0.375596	-0.275641	
0.565239	-1.42504	0.0983956	-0.860003	
-0.846575	-1.52956	-0.00604565	0.0557881	
0.738029	-1.42659	-0.659007	-0.0789582	
0.68759	-1.95176	0.247395	0.217216	
0.608403	-1.56058	0.0491296	-0.802642	
1.64388	-1.91211	-0.175894	-0.764927	
-2.05757	0.59637	0.148162	1.12483	
-0.796689	-2.09058	0.810413	0.389783	
-0.71817	0.194812	-0.243071	-1.59314	
-1.14563	-0.701392	0.282573	-0.116736	
0.250221	-1.64659	0.0293976	-1.17076	
-0.110766	0.222544	-0.442132	0.825052	
-0.0702233	-0.0477638	-0.649448	-0.940593	
0.208121	0.807783	-0.828272	0.198229	
-0.355495	0.0964736	-0.130951	-0.616816	
-0.850339	0.0908188	-0.96914	-0.0121408	
-0.027948	0.899917	0.16517	-0.163528	
1.07067	-1.64659	0.301138	-0.580859	
0.703765	-0.302459	-0.800272	1.61224	
-1.92488	1.03726	-0.250246	0.0557881	
0.291112	0.081969	-0.673298	0.566325	
-0.426055	1.38391	-0.0872203	-0.163528	
-0.265758	-0.407028	-0.546637	-0.87766	
0.368449	-0.642262	0.396204	0.370579	
0.781014	1.19897	-0.305653	0.637489	
0.0185771	-0.525108	0.677397	1.59133	
-0.299625	0.89293	-0.191432	-0.360754	
0.440382	-0.910647	-0.41477	0.119949	
0.85864	-0.59594	-0.601816	0.25136	
-0.240553	0.951783	-0.341315	1.26987	
0.292756	-0.892353	-0.00931737	0.473108	
0.330493	1.66333	0.312175	-0.476772	
1.53798	-1.32103	0.417556	-0.700084	
-1.46405	0.59637	0.537767	0.637489	
-0.602431	0.591552	-1.66954	0.370579	
0.516261	-0.409914	-0.29692	0.637489	
-0.0323949	1.38902	0.389775	0.28976	
-0.274937	-0.0943101	0.500114	0.0403146	
-0.265758	-1.13712	0.115401	-0.802382	
-0.0778415	0.333748	0.179584	-0.304496	
0.55809	0.592226	0.771514	-0.116736	
0.264761	0.388209	-0.455162	-0.0854937	
0.542561	0.797555	1.20182	-0.0789582	
1.21811	-0.525108	-0.141554	-0.0854937	
1.03981	-1.03616	-0.144724	0.247088	
-0.219442	-0.151282	0.245468	0.57856	
0.797629	-0.0180098	0.879577	0.692169	
-0.548669	1.46535	0.293565	0.411175	
-1.02526	-0.898933	0.247944	0.51486	
0.440382	0.707999	-0.567554	-0.764927	
0.929523	0.592226	1.08244	0.513193	
1.21717	0.301818	-0.7796	0.720472	
-0.255602	-0.737818	-0.43529	0.403148	
-0.71817	0.103336	-0.500851	0.671324	
0.76435	-0.910647	0.257652	-0.940593	
0.019719	0.699331	-0.369025	0.217216	
0.0194028	-1.6059	-0.379659	0.873455	
1.21717	0.970196	0.604737	0.457324	
-1.35232	-1.10032	-0.638969	1.18922	
1.51339	-1.10553	0.500114	-0.599211	
0.630885	0.0181433	0.0854747	0.0631163	
-0.735766	-0.675841	-0.900963	-0.10362	
0.413132	-0.475537	1.10008	-0.163528	
0.163546	-0.475537	-0.189728	-1.35085	
0.0194028	1.09702	0.203567	-0.127918	
0.0660851	-0.0477638	0.340302	-0.436277	
-1.64105	-0.892353	-0.514498	0.612099	
-0.865028	-1.25142	-0.481238	-0.716902	
0.351763	-0.563979	-0.463115	-0.312127	
-0.888243	1.00159	0.669303	-0.616816	
-0.186038	-0.563979	0.163834	-0.7425	
1.03981	0.0908188	0.0422452	-0.0125507	
-1.407	0.333748	-0.750239	0.23719	
-0.502114	-1.13712	0.465906	0.881159	
-0.219442	-0.910647	-0.128536	0.373315	
-0.143748	0.521135	-0.0357924	-0.573307	
-0.181141	-1.13712	-0.0697768	0.164424	
-1.19856	-1.5984	-1.30957	-0.255743	
0.86248	-1.41138	1.09041	-0.716902	
-0.79517	-1.95176	0.164914	0.370579	
0.060388	-0.525108	-0.244734	0.790514	
0.478908	-0.910647	-0.0466812	0.445775	
0.0194028	0.673081	-0.673298	-0.163528	
-0.331259	0.707999	-0.0908671	-0.482057	
-0.963903	-0.675841	0.580493	-0.0128341	
0.0738985	-1.72288	0.834492	-0.0854937	
0.175763	0.77891	1.33756	1.12483	
-0.283553	-0.903311	0.860416	0.429982	
1.14644	-1.89278	-1.15584	-0.163528	
0.899166	-0.179476	-0.760033	0.57856	
0.148393	-1.32103	0.166736	0.28976	
-0.721876	-2.13518	0.933028	-0.437956	
-0.110766	-0.737818	-0.158987	0.260967	
-0.0180651	0.0657083	-1.16958	-0.434208	
-0.807921	0.0657083	0.474678	0.831753	
0.986766	-0.214561	-1.15638	-0.247211	
-0.201493	1.07351	-0.348921	1.08168	
0.964911	-1.27276	-0.272572	1.25262	
0.269133	-0.581026	-0.0416258	-0.300485	
-1.05485	-1.27385	0.178376	-0.53321	
0.330493	-1.27385	-0.205061	-0.247211	
0.666711	0.699331	-0.674833	-0.163528	
0.264761	0.551339	0.0380416	0.834902	
0.546535	-0.475537	0.358644	-0.927712	
-0.71817	-0.302459	0.303164	-0.912664	
-0.612226	-0.896179	-0.151361	-0.149391	
0.47178	0.707999	0.955838	0.370579	
-1.92508	-1.07328	-1.02126	1.04186	
-0.334526	-0.910647	-0.0600661	0.150951	
0.148393	-1.41138	-0.272572	-0.616816	
0.756227	1.05914	-0.252572	-1.06163	
0.250221	0.0964736	-0.15078	0.692169	
-0.219442	0.0908188	0.196724	0.451542	
1.30017	-1.91211	-1.49589	-0.0121408	
0.583216	0.0964736	0.336169	1.3433	
0.944486	0.685506	-0.275988	0.692169	
-0.985419	-1.99677	1.57337	-0.7425	
-0.51242	0.754583	0.00512727	0.217216	
-1.32666	1.41268	0.210722	0.637489	
-0.118051	-0.0943101	0.172527	-0.205714	
0.44032	-0.896179	0.072036	0.411175	
-0.118051	-0.923937	-0.104741	-0.116736	
-0.278994	-0.502353	0.356392	0.35251	
-0.215045	1.17278	0.92009	1.28686	
0.0185771	-2.05968	-0.726904	-0.777039	
-0.0702233	0.206397	-1.18814	1.04186	
-1.66718	-1.97017	0.591957	-1.79082	
0.510494	0.673081	0.227624	-0.504634	
0.910319	1.49802	0.432268	0.657484	
0.11756	-0.296281	0.626395	-0.224414	
-1.00027	-0.475537	-0.441691	1.08168	
-0.93033	-2.28612	0.843444	-0.10362	
0.899166	-0.318315	0.165443	-0.927712	
-0.153889	1.31938	-0.649448	0.637489	
0.703765	-0.898933	1.09161	0.337765	
0.59208	0.560981	0.495208	-0.7425	
-2.84628	0.89293	-0.16719	-0.84346	
-1.67922	-1.02115	0.506251	0.623039	
-0.292305	-1.42659	0.875319	-0.482057	
0.379689	1.5277	0.497285	-0.687401	
-0.426055	-0.0771846	0.339096	-0.784743	
-0.212097	0.186081	0.167989	0.57856	
-0.949935	-1.22838	0.196724	0.370579	
-0.93033	-0.409914	-0.274765	0.790514	
0.454968	0.333748	-0.159119	0.370579	
-0.963042	0.100419	0.4188	0.445775	
-0.807921	-0.302459	0.0706259	0.119949	
-0.418338	0.453642	-0.0241823	-0.0125507	
-0.493817	0.970196	0.0353005	-0.434208	
0.223441	1.03726	-1.0073	-0.616816	
1.23901	-1.91211	-0.936798	0.049735	
-0.871513	0.38001	-0.376069	0.671324	
-0.219442	0.835873	0.592289	-1.06163	
1.00196	0.759878	0.294527	0.39382	
0.738029	0.98926	0.117736	0.987009	
-0.148494	-0.951177	0.535902	-0.247211	
-0.543237	0.592226	0.434579	0.199312	
0.794994	1.05914	-0.473686	-0.436277	
0.800238	0.707999	0.556676	-0.0935196	
0.0696589	0.372325	0.234309	0.199312	
-1.5764	1.62358	1.08066	0.944389	
-1.15423	-0.59594	-0.421767	0.049735	
0.10434	-0.903311	-0.418345	0.734916	
-0.888243	-1.44654	0.112768	-0.232432	
0.512614	0.287307	0.283316	-0.0118585	
-0.329289	-1.27385	-1.03179	-0.764927	
-1.20964	-1.22838	-0.753099	0.290895	
-1.53362	0.081969	-1.15663	0.325368	
0.368449	-0.302459	-0.715574	-0.620169	
0.754547	0.970196	0.789053	-0.0123663	
-1.27834	-0.475537	0.282986	-0.10362	
0.208121	-0.42308	0.0903696	-0.237069	
0.509192	0.600868	0.18329	-0.970106	
0.210904	1.46535	-0.702897	-1.0701	
-1.12718	-1.32002	0.0380416	-0.927712	
-0.448711	0.0908188	0.402759	0.828158	
0.645995	0.978015	-0.647461	0.119949	
0.407552	1.48715	-0.66136	0.743049	
0.291112	-1.27276	-0.371007	-0.398724	
0.899166	0.388209	-0.33199	0.049735	
-1.03873	-0.525108	1.17646	0.743049	
-0.226705	0.707999	0.630032	-0.35457	
-1.44963	0.0908188	-0.463115	0.411175	
0.318552	0.673081	-0.33894	0.171077	
0.163546	1.32502	0.639131	-0.563639	
-0.410937	1.2173	0.450104	0.51486	
0.90177	0.73943	0.293565	-0.247211	
0.507465	0.453642	-0.837418	-0.337189	
0.368449	-1.99677	1.21425	1.26987	
-0.602431	0.287307	-0.00931737	0.692169	
1.0649	0.764818	-0.254528	-0.360754	
0.72722	-0.410033	0.213942	0.612099	
-1.88492	-1.42659	0.0974027	0.761189	
-0.793925	-0.910647	0.00927326	0.57856	
-0.447593	0.866695	-0.138796	0.65532	
-0.160526	-1.02285	-0.223926	-1.38046	
0.136457	-0.563979	-1.45513	-0.503949	
-0.737864	0.495406	-0.95346	-0.746665	
0.566935	0.453642	-0.175894	1.11448	
0.208121	-1.73817	0.131402	0.25136	
0.928185	1.36039	0.726585	0.260967	
-0.953645	1.79052	0.488779	-0.0123663	
0.534439	-1.19021	0.184536	0.217216	
1.24769	0.894339	-0.466035	-0.190092	
-0.265324	0.081969	-0.00562177	0.623039	
0.76435	0.301818	-0.0576078	1.3967	
-0.7913	1.79707	0.707843	-0.20323	
0.684101	1.27179	-0.444802	0.291792	
0.507228	0.0908188	-0.369998	-0.503949	
-0.258913	-1.02285	-1.40754	-0.961502	
0.66808	-0.737818	0.0138448	0.15015	
0.74607	-0.923937	0.0491296	0.623039	
0.369706	-2.38963	-1.11188	1.16186	
0.0180226	-0.179476	0.414455	-0.675679	
0.434357	0.673081	-1.283	0.0836747	
-0.0376994	0.246719	0.0451436	-0.687401	
-0.265758	-0.621178	0.283316	0.133508	
0.136051	0.103336	1.28041	-1.06163	
-0.664046	1.23556	0.314215	-0.0789582	
-2.31451	-0.675841	-0.0913598	0.637489	
0.190359	-0.179476	-0.0409397	0.612099	
0.175763	0.73943	-0.798677	0.828158	
0.794264	0.837958	0.780981	-0.255743	
-1.55772	-0.595331	0.791604	0.57856	
0.291112	0.835873	-0.390821	-0.912664	
1.0084	1.15061	0.238107	0.217216	
0.418418	-1.19021	-0.626959	0.199312	
-1.30546	-0.0477638	-0.842552	-0.675679	
0.183883	0.98926	0.129756	0.57856	
0.797629	-0.328117	-0.706306	-0.0854937	
-0.468644	-0.410033	0.149841	0.559207	
-1.58275	1.15256	0.432268	-0.0935196	
-0.639603	-0.751283	0.505661	-0.279448	
-0.448711	-0.318315	0.347469	0.234952	
-1.66718	-0.642262	0.373933	-0.476772	
-0.143748	-1.05256	-0.330295	1.12483	
-0.0778415	0.38001	0.364198	-0.961502	
-0.91296	-0.910647	0.18329	-0.951747	
0.0790129	-1.27385	0.42025	0.325368	
0.256087	-0.0180098	0.44626	-0.221091	
0.638678	-1.95176	0.267441	0.199312	
0.986766	-0.910647	0.0574956	0.65532	
0.542561	-1.27385	-0.427137	0.119949	
0.309364	0.432619	0.282986	0.429982	
-0.184003	-1.02285	0.903365	-0.0650312	
-0.639603	-0.0477638	-0.588691	0.518939	
-0.493817	0.904832	0.266203	0.28841	
0.182774	-0.737818	-0.0472083	0.133508	
-1.69579	-1.80933	0.531644	0.0839814	
1.7475	0.081969	0.658358	0.692169	
0.264761	1.353	-0.543602	-0.378317	
0.0790129	-0.976642	-0.488575	-0.149391	
1.76293	-1.10032	0.463953	-1.07499	
0.703765	-0.951177	-0.359124	-0.325174	
0.874536	1.07351	-0.727907	0.133508	
-0.435634	0.312748	-0.0526647	-0.0935196	
1.03981	-1.42504	0.654043	-0.10362	
-0.51242	-1.89052	-0.875952	-1.19378	
0.368449	-0.318315	0.516052	-0.176842	
0.59208	0.081969	-0.17302	0.35251	
1.66545	0.89293	0.480412	-0.824528	
0.0932723	0.876017	0.329142	0.325368	
-0.68144	-1.36554	0.182446	0.28841	
0.59208	1.09228	0.461031	-0.0935196	
-0.0323949	1.59302	-0.0871338	-0.961502	
0.355041	0.246719	-0.0718307	1.22797	
-0.177103	0.103336	-0.924878	-0.116736	
1.11247	1.25939	-0.434331	-0.300485	
0.33876	0.521135	0.149841	0.290895	
0.551555	-0.151282	0.494333	-0.777039	
-1.98516	-0.214561	0.0055929	0.716669	
-1.01171	-0.302459	0.480412	-0.255743	
0.250221	-1.07328	0.058421	-0.398724	
0.241828	-0.369768	0.688014	-0.35457	
0.837017	-2.49458	-0.137657	-0.224414	
-0.629084	-0.475537	0.667637	0.873455	
-0.107982	0.98926	0.668284	-0.532665	
-1.27834	-0.108342	0.263703	0.518939	
-0.721876	0.707999	-0.934389	0.671324	
1.40274	0.591552	-0.505797	0.457324	
1.15112	-2.108	0.707517	-0.0118585	
-0.616905	-1.27385	1.3869	-0.0935196	
-1.17799	-0.23178	-0.637942	0.696197	
-1.31697	1.66127	0.666215	-0.378317	
0.837017	0.59637	0.565816	1.29613	
1.37978	-0.923937	-0.794512	-0.764927	
1.15685	0.388209	0.117736	0.637489	
0.638678	1.64312	-0.43252	1.14312	
-0.302187	0.591552	0.277705	0.198229	
0.395474	0.301818	-0.0171417	0.637489	
-0.240988	-1.72288	0.358934	-1.17076	
0.832156	-2.7408	-1.40716	0.457324	
-1.66572	0.59637	-0.191432	0.234952	
0.33876	-1.27385	-0.189728	-0.119567	
1.21714	0.592226	-0.536542	0.260967	
0.910319	0.186081	-1.40937	0.513193	
1.12637	-1.35268	-0.159805	0.517762	
-1.23198	-0.430895	-1.73907	-0.390172	
0.351763	-0.675841	-0.819828	0.457324	
0.837017	0.970196	0.12885	0.604402	
0.867554	0.333748	1.01726	-0.398724	
-0.448711	1.353	-1.38069	0.341681	
0.944486	1.09228	0.242744	0.56235	
1.73733	-1.36729	0.329479	0.743049	
0.368449	-1.42089	0.0331953	0.260967	
-0.985419	1.09702	-1.13235	-1.17528	
-0.40837	0.673081	0.613071	-0.0123663	
-1.0532	-1.35268	0.555266	0.623039	
0.508363	-0.595331	0.213942	1.08494	
0.182774	-0.675841	-0.655389	-0.0854937	
-0.543237	0.0908188	0.162725	-0.777039	
-0.127236	-1.27385	-0.716649	-0.163528	
0.628933	0.38001	-0.245855	-0.490135	
0.80263	-1.49248	0.0797742	0.77836	
-1.54679	1.00159	0.787355	-0.304496	
0.14423	0.301818	-0.0363405	0.0836747	
-0.803959	-0.621178	-0.0225364	0.072176	
1.00196	0.333748	-0.442132	0.588678	
0.630885	0.246719	0.70375	-0.35457	
0.163546	-1.33108	0.0635984	-0.0121408	
0.507822	0.53864	0.0491296	0.164424	
0.383922	-0.721526	0.690296	-1.07766	
-0.879142	-1.73817	-0.00420555	0.944389	
1.07067	-2.55718	0.409805	-0.13772	
0.618215	1.42922	-0.0413357	0.588678	
-0.0778415	1.24283	-0.595187	-1.29675	
0.86248	0.432619	-0.213037	-1.19378	
-0.938011	1.05914	0.118807	-0.149391	
0.0738985	0.260444	0.672201	-0.0735307	
-0.92771	0.0908188	0.0134355	0.133508	
-0.143748	0.108818	-0.0635644	-0.490135	
1.00196	-0.675841	0.0165845	-0.490135	
0.712648	-0.23178	0.0762199	-0.275641	
0.196999	1.00159	-1.03779	0.57856	
0.510494	0.591552	0.38292	0.871326	
0.190359	0.103336	-1.01559	0.692169	
-0.410937	0.764818	0.16517	0.0631163	
-0.241353	-0.701392	-0.0147652	0.424645	
0.716674	0.591552	0.0946414	0.516404	
0.0696589	-1.10032	0.164914	-0.437956	
-0.579042	-0.898933	-0.136373	-0.10362	
0.551555	-1.42659	-0.684749	0.23719	
-0.400064	0.490891	-0.133244	-0.539142	
0.776424	0.970196	-0.0671239	-0.559748	
1.14644	-1.5984	-0.421656	-0.0127042	
-0.329289	-1.72288	-0.476521	-0.0123663	
1.61553	1.5277	0.960851	0.334459	
0.182774	-1.52956	0.461031	0.687024	
-1.478	1.24283	0.569843	0.790514	
-0.110766	-0.59594	-1.19485	0.429982	
1.06703	1.07351	-0.198759	-0.149391	
-0.0702233	-0.903311	-0.692353	-0.431701	
0.269133	0.798888	0.798117	0.370579	
-0.410937	-0.59594	-0.243071	1.3685	
-0.448711	-0.923937	0.952926	0.370579	
-0.803959	-1.73817	-0.830659	0.180306	
0.55809	-0.532669	-0.607346	-0.275641	
-0.153889	0.0908188	0.146617	-0.275641	
-1.32666	0.333748	0.420288	0.260967	
0.0696589	0.103336	0.0987879	0.267288	
1.01378	-0.475537	-0.623372	-0.37715	
-0.129815	0.388209	0.70375	-1.23874	
-0.0241642	-1.13712	0.409805	0.457324	
-0.51242	0.38001	-0.826465	-0.620169	
-0.448711	-0.0535022	0.178964	0.831753	
1.52193	-0.23178	-0.132281	-1.36377	
0.163546	-2.18663	0.654043	0.318855	
-0.240553	0.854033	0.402501	0.637489	
0.12359	0.0964736	0.353527	-0.437956	
-0.361395	0.453642	0.281349	0.0836747	
-0.0976037	1.49855	0.307919	0.150951	
0.258584	-0.898933	-0.382298	0.28841	
1.15492	0.899917	0.624176	-0.277865	
-0.160772	0.521135	-0.877618	-0.232432	
-0.528763	-0.642262	-0.696144	-0.616816	
-0.299625	-1.41138	-0.418833	-0.398724	
0.383922	-0.525108	-0.373646	-0.0123663	
-0.0441423	-0.151282	-0.275988	0.341681	
1.09457	0.707999	0.0508634	0.25136	
-1.07319	1.15061	0.0800874	-0.710013	
-1.08814	-0.0180098	-0.170017	0.995169	
0.603362	1.09702	0.652107	0.588678	
0.383922	0.105582	-0.00989497	-0.482057	
0.80666	0.89293	-0.771246	0.939765	
-0.207126	0.00276859	-0.409085	-0.764927	
1.1709	0.0908188	1.05603	0.457324	
0.0204282	0.894339	0.286746	-0.232432	
-0.71817	-0.642262	0.168479	-0.818185	
-0.70944	0.495406	0.0243182	-1.86912	
1.5718	-0.409914	0.307919	0.466146	
0.14423	-0.525108	0.293565	-0.0789582	
1.35504	-2.28612	-0.684749	-0.7425	
0.804766	0.266158	-0.892976	-0.802642	
-2.07684	0.0471069	0.0631872	-0.0854937	
-0.387725	-0.369768	-0.122604	-0.20323	
0.427163	-0.302459	-0.141554	0.318855	
0.72722	0.759878	-0.41477	0.072176	
-0.329289	-1.75886	0.221692	0.108682	
-1.34622	0.970196	0.106053	-1.31187	
0.291545	-1.54139	-0.0792787	0.072176	
-1.32666	-0.0180098	0.417556	-0.927712	
-0.215045	-2.29712	-0.726293	-0.20323	
0.92587	0.100419	-0.258849	0.657484	
-1.28937	1.5548	0.94474	-0.539142	
-0.226705	0.0964736	0.569843	0.671324	
-0.664046	-2.13518	-0.00156252	-0.64814	
0.355041	-1.52956	0.496316	-0.337189	
1.14644	-0.772253	0.255683	0.473108	
-0.871513	0.108818	-0.425483	0.513193	
0.80263	-0.59594	0.470413	-0.13772	
-0.468644	-1.73817	-0.185078	-0.912664	
0.770958	1.61375	0.192539	0.828158	
-0.426055	-0.151282	0.133525	-0.224414	
-0.143748	-1.19343	1.01969	0.837533	
-1.26588	-1.19343	-0.409085	-0.337189	
0.355041	-0.701392	-0.570926	1.16186	
-0.629084	0.759878	0.16517	1.08168	
0.019719	0.287307	0.484841	0.0631163	
-1.46405	-0.369768	-1.19485	0.457324	
-1.61967	-2.05968	1.46208	0.150951	
-0.250891	0.970196	-1.31714	0.907483	
-1.28134	1.34402	-0.196303	0.15015	
-0.529134	-0.701392	0.179584	-0.675679	
0.76435	0.103336	0.263703	-0.325174	
0.125965	1.353	-0.4358	-1.0682	
-1.40656	1.2828	-0.183816	-0.181016	
0.163866	0.432619	-0.589894	-0.205714	
0.949006	1.16928	-0.250335	0.692169	
0.66808	0.764818	-1.05874	0.171077	
-0.0992625	-0.296281	0.22904	0.35251	
-0.472437	-1.31966	-0.159287	1.31339	
-0.612226	1.19897	0.149487	0.35251	
0.0190283	0.754583	1.26604	-0.0854937	
-1.29164	0.904832	0.241889	0.199312	
0.666711	-0.621178	0.0491296	-0.224414	
-0.127236	0.970196	-0.70271	-1.0701	
-0.71817	1.66333	-1.50374	-0.689269	
-0.0376994	0.453642	1.01597	-0.689269	
-2.32403	-0.23178	-0.201296	0.888947	
1.1719	0.759878	-0.101928	0.337765	
-0.143748	0.970196	-0.655389	-0.7425	
0.0190283	0.100419	0.0628865	0.445775	
-0.472437	-1.7768	-0.677572	0.831753	
0.460384	-0.00741043	0.212285	-1.05532	
0.454968	-0.409914	0.149487	0.571512	
-0.879142	-0.893175	-1.37193	0.0557881	
0.50688	-1.52956	-0.570351	0.457324	
-1.3349	-1.49926	0.402246	-0.951747	
-0.143748	0.600868	-0.875952	0.743049	
-1.55772	0.38001	0.389775	-0.0123663	
-2.10257	1.09228	-1.22985	0.478743	
1.26011	1.43779	0.257652	0.370579	
-0.129815	-0.59594	-0.796415	-0.951747	
0.0660851	0.103336	0.178964	0.108682	
0.566935	1.50875	-0.792849	0.28976	
-0.556151	0.425665	0.233943	0.373315	
-0.127236	-1.22838	-0.171697	-0.563639	
-0.225864	-0.563979	1.00242	0.973852	
0.74607	-0.525108	0.319117	0.881159	
-2.4432	-0.642262	-0.333726	-0.304496	
-0.71817	-1.10032	-0.386354	0.632085	
0.418418	-0.393386	-0.549741	-1.68312	
0.0738985	0.38001	0.134753	-0.0128341	
-0.160526	-0.0477638	0.351837	0.939765	
0.754547	-2.09058	0.03277	0.0557881	
0.694068	-1.79153	-1.04968	-0.0935196	
0.264761	-0.59594	-0.705581	-0.559748	
0.512614	-1.72288	0.726585	-0.0121408	
0.0202235	0.957954	0.424021	1.31339	
0.0199894	0.490891	0.0675261	-0.337189	
-0.219442	-1.2831	0.908909	-0.0935196	
0.509192	-1.31966	-0.690134	0.671324	
-1.55772	0.081969	0.132152	0.337765	
0.296377	-1.6414	0.126321	0.072176	
-1.59114	0.948185	-0.290291	-0.378317	
-0.250891	-0.780581	-0.613584	0.234952	
-0.207126	0.957954	0.381778	-0.912664	
0.194336	0.551339	0.186152	-0.0127042	
0.923841	0.685506	-0.316617	-0.563639	
0.318552	0.0908188	0.0420451	-0.0789582	
0.33876	0.659877	-0.124301	0.596626	
-1.53362	0.759878	1.03363	0.171077	
0.223441	1.5548	-0.638969	-0.746665	
-0.369925	-1.91211	-0.114728	0.876503	
-0.148494	-1.95176	-0.390244	-0.0130421	
-0.813249	-0.179476	-0.606783	-0.616816	
-0.383337	-0.896179	0.202923	0.411175	
-0.92771	-1.36729	0.70307	0.199312	
-1.8373	-0.214561	-0.140728	0.15015	
0.355041	-1.10032	-0.594174	0.411175	
0.269133	0.653013	0.189933	0.51486	
0.0204282	1.49855	-0.353322	-0.378317	
0.68759	-1.22456	-0.0343985	0.637489	
0.395474	0.759878	0.126842	0.734916	
0.66808	-0.595331	0.480412	0.403148	
-1.01171	-2.05968	-0.367573	-0.0616401	
-1.44279	0.673081	-0.0295061	1.08168	
-0.0759668	-0.595331	0.593385	-0.476772	
0.427163	1.41268	0.613071	0.292504	
0.0190283	-1.89077	0.324199	0.973852	
-0.0868302	-0.23178	-0.842469	0.513193	
-0.612226	0.453642	0.823996	-1.42144	
0.542561	-2.02041	0.023549	-0.436277	
0.608403	1.19897	0.0131029	-0.378317	
0.666711	0.665248	0.875319	-0.984594	
-0.714045	-0.214561	-0.0811938	-0.181016	
0.368449	1.353	0.66077	0.25136	
0.90177	0.222544	-0.441691	-0.802642	
-1.0532	-0.181537	-0.611234	-0.7425	
0.646477	0.609943	1.11612	1.4236	
-0.980497	-0.59594	0.0797742	0.222479	
0.274834	0.206397	0.561481	0.411175	
-0.602633	-1.19021	-0.0987995	-1.0682	
1.52193	0.432619	-1.6045	1.08494	
-0.0868302	-1.49248	-1.52217	-0.224414	
