ZnA[0]	thetaWatt[0]	ThetaTaj[0]	Rm[0]	
0.369791	5.29667	4.52667	0	
0.425858	1.589	2.05333	0	
0.242221	4.767	5.66	1	
0.0380581	2.11867	1.94667	1	
0.452313	2.11867	2.57333	0	
0.0265373	2.3835	2.08667	1	
0.131501	4.767	3.39333	0	
0.171961	3.70767	4.35333	1	
0.455006	4.23734	4.32	0	
0.147392	2.64833	1.95333	1	
0.275974	3.44283	2.12	0	
0.283644	1.85383	2.66	2	
0.428653	6.09117	7.7	1	
0.118955	2.91317	2.16	0	
0.211199	5.5615	6.57333	1	
0.636984	6.356	10.2867	0	
0.136233	3.178	2.90667	0	
0.151511	4.23734	3.15333	0	
0.133801	4.23734	3.87333	0	
0.0984242	4.767	3.26667	1	
0.396456	5.82634	4.51333	1	
0.192122	3.178	1.81333	0	
0.432839	5.29667	7.56667	0	
0.135204	3.70767	3.37333	0	
0.210098	3.70767	4.72	2	
0.247113	3.70767	2.8	0	
0.20167	6.88567	7.68667	2	
0.0703424	2.91317	2.63333	1	
0.246238	1.85383	1.72	0	
0.24908	3.178	2.03333	0	
0.195552	2.3835	2.65333	1	
0.323636	3.44283	4.12667	0	
0.166194	3.44283	2.11333	0	
0.391674	5.03184	6.69333	1	
0.108225	3.178	3.08667	0	
0.170412	3.9725	4.72	2	
0.259248	7.945	5.85333	1	
0.155891	3.178	3.36667	1	
0.0305398	1.85383	0.953333	0	
0.373581	5.29667	4.93333	1	
0.17735	5.5615	6.40667	2	
0.267913	3.44283	2.30667	0	
0.0918863	5.29667	5.94667	2	
0.376721	6.09117	6.8	3	
0.260021	2.11867	2.64667	0	
0.332855	4.767	5.67333	0	
0.168825	2.64833	2.23333	1	
0.251073	2.11867	2.46667	0	
0.455835	5.29667	3.64667	0	
0.275631	3.9725	4.42667	1	
0.371851	5.5615	7.18667	2	
0.298446	4.23734	5.12667	1	
0.236286	4.23734	4.44	1	
0.345454	3.178	3.62	1	
0.496734	4.23734	6.15333	1	
0.540398	4.23734	3.82667	1	
0.0361935	1.589	1.19333	0	
0.100594	6.09117	5.64	2	
0.346519	2.91317	4.04	1	
0.388821	3.44283	3.87333	1	
0.190195	4.767	5.38667	3	
0.0428089	3.9725	3.42667	0	
0.210367	7.1505	8.26	2	
0.17573	3.70767	2.10667	0	
0.246827	3.9725	3.58667	0	
0.184823	5.82634	5.51333	2	
0.23131	5.5615	4.50667	1	
0.0999609	2.64833	1.68667	0	
0.215033	3.44283	3.82667	1	
0.205657	6.356	7.5	3	
0.480569	3.70767	5.08667	0	
0.102598	2.64833	2.28	2	
0.333552	3.178	1.64667	0	
0.191744	2.11867	1.56	0	
0.334734	2.11867	2.76	0	
0.224201	1.85383	2.63333	1	
0.106406	1.589	1.25333	0	
0.244265	4.23734	4.72	1	
0.190836	5.5615	6.34	2	
0.0425938	2.11867	1.98667	0	
0.122388	3.44283	3.58	1	
0.237485	3.70767	4.36667	2	
0.324223	5.5615	4.59333	0	
0.223387	2.11867	2.26	1	
0.206225	5.03184	5.52667	1	
0.416164	3.70767	3.08667	1	
0.259368	3.9725	3.54	1	
0.0396893	3.9725	2.77333	0	
0.343466	6.356	6.96667	2	
0.295253	3.70767	4.94667	2	
0.158822	5.03184	5.7	3	
0.0895883	2.91317	3.08	1	
0.245803	4.50217	4.91333	2	
0.191071	5.03184	3.76	0	
0.468002	5.82634	7.76667	1	
0.0942065	2.11867	2.38	1	
0.190599	2.3835	2.24	0	
0.300995	4.50217	4.98	2	
0.333637	3.9725	4.02	0	
0.313334	2.91317	1.59333	0	
0.0709642	2.91317	2.26667	2	
0.142284	3.178	3.50667	2	
0.193266	3.9725	2.84	1	
0.19592	7.41534	7.96667	4	
0.235934	1.589	1.54667	0	
0.210217	2.91317	2.53333	1	
0.195969	3.44283	2.86	2	
0.109251	3.178	2.91333	1	
0.148872	3.9725	3.61333	0	
0.0913134	3.9725	2.50667	1	
0.198243	3.9725	3.86667	0	
0.122279	3.9725	3.83333	1	
0.253424	3.70767	3.08	1	
0.260168	2.11867	1.80667	0	
0.404137	2.64833	3.42	1	
0.172187	3.70767	4	1	
0.204545	3.178	2.23333	1	
0.167561	2.64833	2.66667	1	
0.146138	4.23734	4.23333	2	
0.0380995	2.3835	2.02667	0	
0.494593	4.23734	4.92	0	
0.0853087	3.9725	3.45333	3	
0.0568079	2.3835	2.02	1	
0.180151	3.70767	3.16	2	
0.346267	3.44283	4.70667	1	
0.421736	3.70767	4.1	2	
0.229842	5.5615	4.76667	2	
0.155271	5.03184	4.90667	3	
0.0839237	2.11867	1.98667	1	
0.346728	9.00434	10.0533	3	
0.223486	3.9725	2.96667	2	
0.338374	2.91317	2.3	0	
0.53529	6.09117	7.83333	2	
0.277963	2.3835	2.84	1	
0.148196	3.9725	3.24	0	
0.0662438	4.767	3.60667	1	
0.443671	4.767	4.91333	2	
0.196258	2.91317	2.68	2	
0.168327	5.29667	5.26	2	
0.232176	4.767	3.36667	3	
0.181783	2.3835	2.36667	0	
0.390489	6.356	8.30667	1	
0.0663515	2.64833	2.96667	3	
0.342504	3.9725	5.52667	0	
0.342911	4.23734	5.96667	3	
0.207485	6.88567	4.24667	3	
0.0486564	3.44283	2.60667	0	
0.183068	3.70767	3.21333	1	
0.230047	4.767	4.75333	4	
0.316075	2.11867	3.24667	1	
0.27887	3.44283	2.77333	2	
0.186018	5.5615	6.44	4	
0.100274	1.589	1.46667	0	
0.288984	2.64833	1.92667	0	
0.193053	3.178	2.62667	1	
0.147961	2.3835	1.93333	0	
0.0196074	3.178	2.04	1	
0.166247	10.0637	9.31333	3	
0.186128	3.178	3.17333	2	
0.0638582	4.50217	3.92667	2	
0.155641	4.50217	4.67333	2	
0.113208	2.3835	2.45333	1	
0.128248	2.3835	2.16	0	
0.233191	6.62084	7.37333	3	
0.254961	5.82634	5.50667	2	
0.10913	3.70767	4.12	1	
0.130891	3.178	3.84667	1	
0.297793	3.70767	4.56	2	
0.500431	5.03184	7.56667	1	
0.215207	2.64833	2.77333	1	
0.18877	3.70767	4.56667	3	
0.160996	5.5615	5.52	4	
0.153193	3.44283	4.02667	2	
0.326441	3.9725	5.6	3	
0.24919	6.09117	7.74667	5	
0.198344	3.9725	2.26	0	
0.174127	4.767	3.52667	2	
0.063588	5.03184	3.74667	1	
0.194805	4.50217	3.16	1	
0.232206	3.70767	4.82	1	
0.188252	3.178	3.52	0	
0.228248	3.44283	3.42667	1	
0.205041	4.23734	2.70667	1	
0.0913043	3.44283	2.62667	1	
0.10771	2.11867	2.53333	2	
0.0387795	1.05933	1.19333	0	
0.208457	5.03184	5.54	1	
0.386616	4.50217	3.96	1	
0.0457865	2.3835	1.7	1	
0.0406189	1.05933	0.9	0	
0.0592619	3.9725	3.43333	2	
0.319705	6.09117	8.70667	3	
0.150662	5.82634	6.22667	3	
0.118772	4.767	4.50667	3	
0.0252808	2.3835	1.93333	0	
0.275246	5.5615	6.76667	3	
0.244862	4.50217	4.72	2	
0.28093	4.23734	3.3	1	
0.284283	5.29667	4.44	1	
0.254944	2.64833	3.10667	2	
0.376557	5.29667	7.8	4	
0.314151	4.50217	5.54	3	
0.215011	5.29667	5.22	3	
0.490215	1.589	2.81333	2	
0.224195	3.44283	3.91333	2	
0.28661	4.23734	4.58667	4	
0.234266	4.50217	5.34667	2	
0.0494591	2.91317	2.26667	1	
0.393165	2.11867	3.19333	3	
0.289222	1.85383	2.46667	1	
0.0498976	1.32417	0.873333	0	
0.167026	4.50217	2.83333	0	
0.352041	5.29667	4.47333	1	
0.252846	2.3835	3.14	2	
0.0435214	1.32417	1.32	0	
0.265176	1.589	1.52667	0	
0.21985	4.50217	5.38667	3	
0.232484	4.50217	3.18	1	
0.28884	3.70767	4.32667	1	
0.468102	3.178	2.23333	0	
0.226141	2.64833	2.99333	2	
0.0691988	3.178	3.41333	3	
0.137888	4.767	5.18667	2	
0.0136506	1.05933	0.693333	0	
0.380642	3.70767	3.96667	1	
0.47072	5.82634	5.26667	3	
0.34012	3.70767	3.42667	3	
0.212428	5.29667	5.08667	2	
0.0585544	2.3835	1.92	1	
0.103264	4.23734	3.80667	3	
0.204315	4.50217	3.90667	1	
0.223816	3.178	2.80667	0	
0.291837	2.3835	2.66	0	
0.184856	6.62084	7.42	0	
0.247022	4.23734	3.68667	0	
0.423165	6.356	4.99333	1	
0.231002	3.44283	2.64	0	
0.398379	5.03184	6.90667	1	
0.527999	3.70767	5.66667	0	
0.392065	6.88567	8.66	2	
0.0979588	3.9725	2.2	0	
0.0566095	4.23734	2.99333	0	
0.264402	5.29667	4.18667	0	
0.394143	5.29667	5.08	1	
0.163303	2.91317	3.64667	0	
0.400743	5.03184	6.44	1	
0.153096	3.178	2.51333	0	
0.173837	2.91317	2.84667	0	
0.613478	4.50217	3.96667	0	
0.1004	5.29667	5.25333	1	
0.00500961	2.11867	0.913333	0	
0.195389	2.91317	3.85333	0	
0.182054	3.70767	2.82	0	
0.348454	4.23734	5.36	0	
0.490232	1.589	2.44	0	
0.428443	7.1505	7.52667	0	
0.302063	4.23734	3.96667	1	
0.109912	1.05933	1.31333	0	
0.228848	2.91317	2.27333	0	
0.522433	6.09117	9.14667	1	
0.0810084	4.23734	4.26667	1	
0.538944	4.767	2.95333	0	
0.226104	3.70767	4.29333	1	
0.397326	3.44283	4.20667	0	
0.201587	3.44283	3.63333	1	
0.525739	6.356	9.08	0	
0.0831095	2.64833	2.26667	0	
0.116634	3.70767	4.16	1	
0.257385	6.09117	7.08667	3	
0.181229	3.9725	2.87333	0	
0.22519	3.70767	3.88	2	
0.103511	4.23734	3.42	0	
0.366267	4.23734	2.07333	0	
0.215127	1.589	1.38667	0	
0.352399	2.3835	2.39333	0	
0.0808875	3.9725	2.2	0	
0.0268133	1.85383	1.32	0	
0.287667	4.50217	4.14667	1	
0.0804083	5.03184	4.12667	1	
0.6943	5.03184	5.99333	0	
0.138692	2.64833	2.08667	1	
0.0453402	4.23734	4.02	0	
0.108801	4.50217	4.39333	1	
0.287865	2.3835	2.92667	1	
0.324448	4.50217	5.04667	0	
0.492656	4.50217	6.48667	1	
0.0923981	1.589	1.5	0	
0.235839	2.64833	2.85333	0	
0.371266	3.178	3.95333	1	
0.182383	5.29667	5.14667	1	
0.319558	3.9725	2.46	0	
0.0448357	3.178	2.98	0	
0.207494	2.91317	1.62	0	
0.33498	3.9725	3.38	1	
0.181166	3.44283	3.58	2	
0.0508127	1.589	1.44667	1	
0.0862556	2.91317	2.2	1	
0.155365	6.62084	6.7	0	
0.296775	4.50217	3.56	2	
0.0299902	3.70767	2.94667	1	
0.202927	4.767	4.25333	0	
0.22093	4.50217	5.06	1	
0.245143	6.356	6.78	2	
0.158889	5.29667	5.09333	1	
0.135801	2.91317	2.54667	1	
0.292188	3.178	3.06667	1	
0.215541	5.5615	5.26667	2	
0.197707	6.09117	5.6	2	
0.0990909	6.09117	4.66667	0	
0.303351	3.44283	4.02	1	
0.261773	5.82634	8.54	4	
0.297674	4.23734	4.83333	2	
0.11065	3.44283	2.63333	1	
0.338831	1.85383	0.98	0	
0.152642	4.767	2.66667	0	
0.0246838	2.11867	1.64667	0	
0.266425	2.64833	2.24	0	
0.174959	1.85383	1.08	0	
0.366516	2.64833	3.73333	0	
0.122415	2.64833	1.88667	1	
0.295518	3.44283	2.61333	0	
0.508436	1.85383	2.2	0	
0.508309	3.44283	3.42	1	
0.2934	6.88567	5.56667	1	
0.480276	2.64833	3.05333	1	
0.122197	2.64833	2.38667	2	
0.371587	2.91317	2.61333	0	
0.135521	3.44283	2.90667	0	
0.218977	7.41534	6.42667	1	
0.0840547	2.11867	2.3	0	
0.301301	6.356	7.04667	1	
0.107871	4.50217	3.78	1	
0.22579	2.3835	2.59333	0	
0.186959	1.32417	1.73333	0	
0.249203	6.88567	6.78	2	
0.2398	8.47467	6.89333	2	
0.10001	3.70767	2.68	1	
0.570932	5.5615	4.12	2	
0.0581475	5.03184	3.68	2	
0.0178497	2.3835	2.00667	0	
0.0807225	3.70767	3.12667	0	
0.0358728	1.32417	1.30667	0	
0.423716	6.356	6.86667	1	
0.171931	6.356	6.78667	3	
0.273142	3.178	3.52667	2	
0.18592	3.44283	3.67333	2	
0.171787	6.356	6.16667	2	
0.228882	3.44283	3.06667	1	
0.165865	3.70767	2.74	1	
0.0894811	3.44283	2.60667	0	
0.0256988	3.70767	3.26667	3	
0.457669	2.64833	3.29333	0	
0.0645746	3.9725	3.97333	1	
0.0208818	6.09117	3.73333	1	
0.303907	5.5615	5.88667	1	
0.236811	4.767	5.15333	2	
0.289153	3.44283	4.38	0	
0.307514	3.44283	3.83333	2	
0.142857	5.82634	4.92667	0	
0.280769	3.44283	3.56	2	
0.340748	2.91317	3.58667	1	
0.0410053	1.85383	1.54667	1	
0.0211725	2.64833	2.12	1	
0.22026	1.589	0.993333	0	
0.178985	2.91317	2.84667	1	
0.190144	3.44283	2.94	0	
0.166278	3.44283	3.72667	1	
0.299687	4.767	4.53333	1	
0.298286	1.85383	2.09333	0	
0.151677	2.3835	2.41333	1	
0.0382581	2.11867	1.59333	0	
0.289492	1.85383	2.37333	0	
0.39169	4.23734	6.88667	2	
0.298747	2.64833	2.48	2	
0.138774	3.9725	4.39333	1	
0.257565	4.767	4.4	1	
0.0597239	2.3835	1.71333	0	
0.27062	3.44283	3.22667	1	
0.133902	2.91317	1.93333	0	
0.214809	3.70767	2.64	1	
0.231388	3.9725	3.87333	3	
0.227005	1.85383	2.10667	1	
0.201141	4.767	4.35333	2	
0.333323	5.29667	6.83333	2	
0.289102	2.91317	3.27333	0	
0.289649	2.64833	2.88667	0	
0.192854	4.767	5.36	2	
0.249151	3.178	3.27333	1	
0.106084	2.11867	2.18	1	
0.238593	2.3835	3.96667	4	
0.258059	6.356	7.64667	3	
0.328275	2.91317	2.54	1	
0.386329	3.9725	5.92	2	
0.251954	5.82634	6.69333	1	
0.111354	3.70767	2.50667	0	
0.48679	5.03184	5.3	1	
0.152336	5.03184	4.82	2	
0.249976	2.3835	2.40667	1	
0.333093	2.64833	3.26667	2	
0.327523	5.5615	3.51333	0	
0.153807	4.50217	3.09333	1	
0.183196	3.70767	3.77333	3	
0.18994	3.178	3.65333	1	
0.348223	2.11867	3.02667	1	
0.140145	4.23734	4.03333	1	
0.21855	4.767	4.07333	2	
0.337873	1.05933	0.86	0	
0.234062	3.178	4.28	0	
0.184431	5.03184	4.56667	2	
0.27755	1.589	1.4	0	
0.181212	2.11867	2.16	0	
0.123278	3.70767	4.05333	1	
0.488419	4.23734	4.33333	2	
0.0427186	2.91317	2.56	1	
0.206897	2.91317	3.56667	1	
0.266794	4.50217	4.60667	2	
0.460552	6.356	7.54667	1	
0.355185	3.178	2.52667	0	
0.274556	5.82634	7.17333	3	
0.270541	4.767	5.39333	2	
0.0219612	1.85383	1.3	0	
0.301101	4.767	5.78667	2	
0.252285	7.41534	8.06	2	
0.320487	2.3835	2.76	1	
0.416808	5.82634	7.54667	2	
0.069697	2.11867	1.91333	2	
0.0165403	3.9725	2.66	1	
0.302132	6.88567	8.07333	2	
0.420719	3.44283	4.40667	3	
0.348	4.50217	4.76	0	
0.172222	8.20984	7.76	4	
0.295628	4.50217	5.92667	3	
0.463113	4.50217	6.21333	2	
0.286962	3.44283	4.13333	0	
0.0521514	3.70767	3.92667	4	
0.097716	5.03184	3.62667	1	
0.314278	3.70767	5.19333	2	
0.155404	3.70767	2.62667	1	
0.326843	5.5615	6.47333	3	
0.25459	3.9725	4.04	1	
0.0580748	3.178	2.10667	3	
0.204276	4.23734	4.80667	1	
0.386712	5.29667	5.26	2	
0.185164	2.91317	2.81333	2	
0.235373	2.91317	1.45333	1	
0.188683	1.85383	1.12667	0	
0.129819	1.85383	1.79333	0	
0.424677	6.356	5.56	1	
0.188751	3.178	1.54	0	
0.166518	6.09117	5.04	1	
0.156824	5.82634	4.96	2	
0.342146	6.62084	8.29333	1	
0.341257	3.178	3.59333	2	
0.420206	2.91317	3.32	3	
0.283977	3.178	2.72	0	
0.099067	2.64833	2.01333	0	
0.0916308	3.9725	2.61333	1	
0.123884	3.9725	3.56	2	
0.386006	2.3835	2.51333	1	
0.228859	3.44283	2.28667	1	
0.194177	3.44283	2.42	1	
0.245274	4.50217	4.71333	2	
0.286959	1.85383	2.58667	2	
0.249545	2.11867	1.95333	1	
0.128843	2.3835	2.02	1	
0.314929	2.91317	2.93333	2	
0.0269766	2.64833	2.54	2	
0.335006	3.178	2.39333	0	
0.149317	4.767	4.83333	2	
0.214705	5.03184	3.33333	1	
0.321976	5.03184	6.05333	4	
0.401664	6.62084	8.46	4	
0.218686	5.5615	7.05333	3	
0.324184	5.82634	8.34667	6	
0.23593	5.03184	5.74667	2	
0.0456698	2.3835	1.33333	0	
0.233662	2.3835	2.59333	0	
0.306095	1.32417	2.02667	1	
0.179453	1.85383	1.44	1	
0.309149	2.91317	3.72667	1	
0.174509	4.767	5.27333	2	
0.304387	4.767	5.64	0	
0.170714	1.85383	0.92	0	
0.259988	3.44283	3.16667	0	
0.443809	5.29667	4.96667	0	
0.300916	4.50217	3.52667	0	
0.199684	5.29667	6.4	1	
0.280884	7.945	8.1	3	
0.483873	5.82634	4.42667	0	
0.138017	3.178	3.64	0	
0.0810754	1.85383	1.12667	0	
0.242246	4.23734	5.23333	0	
0.403725	6.62084	10.0933	2	
0.327859	2.91317	4.11333	1	
0.195953	3.70767	3.83333	0	
0.191887	2.11867	2.02	0	
0.024381	1.85383	1.00667	0	
0.0336136	3.44283	2.06667	0	
0.0840528	3.70767	3.01333	0	
0.0729888	3.9725	4.41333	0	
0.135266	2.91317	3.63333	0	
0.435723	4.50217	2.28667	0	
0.100844	3.178	3.08	1	
0.104794	3.178	4.27333	1	
0.150636	4.767	3.76	0	
0.0778139	4.50217	3.15333	0	
0.243359	4.50217	3.87333	1	
0.0896809	3.178	2.66667	0	
0.22018	4.23734	4.06667	0	
0.00523332	2.11867	1.24	0	
0.212174	3.70767	3.85333	0	
0.243394	3.178	2.36667	1	
0.196502	3.44283	3.64	0	
0.142098	2.3835	2.1	0	
0.229849	2.11867	2.46	0	
0.160081	4.767	3.82	1	
0.139612	4.50217	3.12	0	
0.188654	3.178	4.13333	1	
0.02192	2.11867	1.62667	0	
0.537898	3.70767	3.54	1	
0.581789	5.5615	6.68667	0	
0.103228	3.70767	3.28	2	
0.0873362	2.64833	2.03333	0	
0.110375	6.09117	7.44667	2	
0.177476	3.70767	3.84667	1	
0.157396	4.23734	5.90667	2	
0.0818122	3.70767	4.01333	1	
0.0474151	2.3835	1.88667	0	
0.117514	4.23734	3.33333	1	
0.0623759	2.64833	1.5	1	
0.451256	5.03184	2.96667	0	
0.0287574	1.32417	1.16667	0	
0.316634	7.1505	5.94667	1	
0.277992	2.64833	3.24667	0	
0.140232	2.64833	2.09333	0	
0.361984	6.09117	5.84667	0	
0.293514	7.41534	10.3	3	
0.0814305	2.3835	2.72	2	
0.215704	5.03184	3.27333	0	
0.487435	3.44283	4.12667	1	
0.332011	4.50217	5.04667	1	
0.199405	4.23734	5.23333	2	
0.205146	4.50217	4.18	0	
0.324787	6.356	5.98667	1	
0.24733	5.5615	5.66	0	
0.353875	3.70767	4.94	0	
0.141333	2.64833	2.7	0	
0.0205073	2.91317	1.9	0	
0.185883	2.11867	1.83333	0	
0.268444	5.82634	6.11333	2	
0.292319	5.03184	5.82667	3	
0.194922	6.356	6.60667	1	
0.0838723	3.44283	3.71333	1	
0.111947	3.44283	1.98	0	
0.207637	5.29667	3.6	1	
0.321752	3.44283	4.18667	1	
0.174325	5.03184	4.28667	3	
0.285764	2.91317	2.58667	0	
0.142129	4.767	5.48667	0	
0.4581	5.82634	8.61333	1	
0.23033	4.767	5.70667	1	
0.0343665	3.44283	2.62	1	
0.0636499	3.44283	2.95333	1	
0.350357	4.50217	5.23333	1	
0.131651	3.9725	4.65333	2	
0.121236	2.3835	2.17333	1	
0.403758	7.41534	10.1067	1	
0.403829	4.767	6.5	2	
0.282315	2.3835	2.26667	0	
0.298867	5.5615	5.81333	1	
0.231105	5.03184	4.55333	1	
0.0878473	3.70767	2.22	1	
0.265096	3.9725	3.74	0	
0.15162	4.50217	3.48667	1	
0.290465	3.44283	2.33333	0	
0.157509	2.11867	1.66667	0	
0.140672	3.70767	3.45333	2	
0.247677	3.178	2.82667	1	
0.30051	1.85383	1.59333	1	
0.330457	7.68017	5.5	1	
0.0958456	5.29667	5.42	3	
0.0751143	3.9725	4.37333	1	
0.0915083	2.3835	2.26667	0	
0.117224	1.85383	2.08	0	
0.0759947	3.44283	3.75333	2	
0.4035	3.70767	2.58	0	
0.0396758	6.356	5.72	2	
0.248704	4.767	5.28	2	
0.0937149	3.9725	2.85333	1	
0.0697581	1.32417	1.41333	0	
0.44939	4.50217	5.46	1	
0.0914123	1.32417	1.37333	0	
0.328565	4.50217	3.28	1	
0.153093	2.91317	3.11333	1	
0.242837	5.03184	5.04667	1	
0.15334	4.23734	3.49333	1	
0.267278	3.44283	2.7	0	
0.14524	5.29667	4.95333	1	
0.492975	5.82634	9.06	2	
0.150664	1.32417	1.28667	1	
0.152757	2.64833	1.93333	1	
0.152266	3.178	2.62667	1	
0.0514853	3.9725	4.07333	2	
0.249388	4.767	4.35333	1	
0.122554	1.589	1.69333	0	
0.184359	6.09117	4.25333	1	
0.221954	2.3835	2.13333	0	
0.402041	4.23734	5.1	2	
0.0782343	4.23734	3.52	1	
0.196325	2.64833	3.27333	1	
0.361571	4.50217	5.99333	3	
0.036043	1.589	0.92	0	
0.31026	2.91317	3.44	2	
0.138928	2.3835	2.18	0	
0.209776	6.356	6.71333	2	
0.0532989	2.91317	2.18667	0	
0.168136	2.3835	2.28	0	
0.134346	2.64833	1.45333	0	
0.117592	5.29667	4.10667	1	
0.153282	4.23734	4.6	1	
0.132032	3.44283	4.31333	1	
0.227682	5.03184	3.78	2	
0.404795	7.41534	8.26667	5	
0.0526259	3.9725	4.06667	2	
0.249893	2.64833	1.72667	0	
0.302918	3.70767	4.39333	1	
0.384229	1.589	2.02	0	
0.0902849	5.29667	3.92	1	
0.039178	3.178	3.06	2	
0.155263	3.9725	3.96667	1	
0.0970927	4.50217	3.88667	1	
0.270633	4.767	5.26667	0	
0.232745	4.50217	4.78	2	
0.0840477	2.91317	2.87333	2	
0.249238	2.11867	2.34667	0	
0.123169	4.767	5.12667	2	
0.190408	6.356	7.75333	4	
0.0639324	3.178	3.1	1	
0.328723	5.03184	5.12667	1	
0.1223	4.767	3.21333	1	
0.0557593	2.91317	2.2	2	
0.190449	5.03184	3	1	
0.223534	8.20984	8.54667	1	
0.165102	2.91317	2.50667	1	
0.241108	3.178	3.16667	1	
0.0335774	3.178	2.71333	1	
0.0131178	3.44283	2.26667	0	
0.266936	2.11867	2.45333	2	
0.214999	4.767	5.82667	3	
0.353918	4.23734	6.00667	4	
0.423063	2.3835	2.50667	0	
0.0336786	2.64833	2.32	0	
0.14628	4.50217	4.67333	2	
0.192617	5.82634	5	2	
0.264418	5.03184	5.86667	3	
0.194875	4.23734	4.64667	2	
0.14137	3.9725	4.05333	1	
0.321885	2.91317	2.71333	0	
0.0292853	2.3835	2.18667	0	
0.0334727	5.29667	4.20667	2	
0.169188	5.29667	6.77333	4	
0.178942	3.178	2.64667	1	
0.255955	5.03184	3.56667	2	
0.202698	3.70767	3.8	1	
0.127456	3.44283	2.91333	1	
0.404853	5.03184	6.31333	3	
0.047196	3.70767	3.41333	1	
0.0341959	4.23734	3.11333	2	
0.230161	2.3835	1.86667	0	
0.134397	2.3835	1.62667	1	
0.030436	3.178	2.26	2	
0.181193	3.44283	3.09333	1	
0.0244793	3.44283	2.48	1	
0.169351	5.03184	4.51333	2	
0.345785	3.44283	4.52	2	
0.287059	2.64833	3.04667	2	
0.0208011	2.91317	2.64	0	
0.216142	4.50217	4.34	2	
0.272684	4.767	5.68	3	
0.441176	6.09117	6.4	2	
0.241216	4.767	4.75333	4	
0.0450257	2.3835	1.8	0	
0.180982	5.5615	5.62667	3	
0.267328	3.9725	4.04	3	
0.128586	3.9725	3.79333	1	
0.230603	4.23734	4.71333	0	
0.0584457	2.3835	2.46667	1	
0.17401	3.44283	4.23333	2	
0.192936	3.9725	4.78	2	
0.124595	5.29667	5.80667	2	
0.336457	5.03184	5.82667	1	
0.228018	1.85383	1.96	1	
0.216321	5.03184	5.94	2	
0.312783	6.356	7.59333	2	
0.108157	3.70767	2.30667	0	
0.212152	4.23734	4.92	2	
0.096072	3.178	3.25333	1	
0.146369	2.3835	2.15333	2	
0.125871	4.23734	4.11333	2	
0.363077	5.29667	6.56667	3	
0.191451	7.945	8.68667	5	
0.336732	3.70767	4.65333	0	
0.180298	3.9725	4.12	2	
0.269707	4.50217	5.72667	2	
0.220319	2.64833	2.59333	1	
0.0380818	2.64833	2.7	0	
0.151108	2.91317	2.71333	2	
0.198333	3.178	3.26	1	
0.142476	3.9725	4.07333	1	
0.315267	6.09117	7.83333	5	
0.256748	3.9725	5.93333	5	
0.1004	5.5615	4.86	3	
0.0919933	3.9725	2.87333	0	
0.243504	2.3835	2.08	1	
0.043125	2.64833	2.15333	2	
0.141828	3.70767	4.06	2	
0.236598	3.9725	3.44	2	
0.115501	3.9725	3.13333	1	
0.191041	4.50217	5.08	2	
0.200421	4.23734	3.18667	1	
0.583527	3.44283	4.86	0	
0.161407	5.03184	5.48667	3	
0.185784	5.5615	4.06	1	
0.078157	1.85383	1.87333	0	
0.214816	4.767	3.81333	2	
0.361689	5.29667	6.97333	4	
0.177637	3.70767	3.93333	1	
0.154326	5.82634	5.66	3	
0.144251	2.64833	2.01333	0	
0.0988316	2.3835	2.51333	1	
0.0505101	3.70767	2.83333	2	
0.199863	2.64833	3.16	0	
0.544507	1.32417	1.67333	0	
0.0615937	4.50217	3.24667	1	
0.0899721	3.178	3.31333	0	
0.160793	4.23734	4.18667	0	
0.0660789	3.70767	3.98667	0	
0.0961211	3.70767	3.78667	0	
0.393785	4.23734	4.88	0	
0.252613	4.50217	5.12	0	
0.263465	2.3835	2.72	0	
0.199109	4.23734	4.58	0	
0.0803102	3.70767	3.79333	1	
0.266744	3.178	2.36667	0	
0.346747	2.64833	2.84667	0	
0.568944	6.356	9.01333	0	
0.146541	3.9725	3.56667	2	
0.15539	2.3835	1.68667	0	
0.0411932	2.3835	1	0	
0.251697	4.23734	4.02667	0	
0.269171	3.44283	3.36	0	
0.115365	3.70767	3.11333	0	
0.179607	3.9725	3.45333	0	
0.165697	3.9725	2.25333	0	
0.24193	3.70767	2.16667	0	
0.178027	5.82634	6.41333	1	
0.050301	2.3835	2.64	1	
0.0954381	2.91317	2.23333	2	
0.461759	3.9725	2.11333	0	
0.424266	6.356	6.72667	0	
0.0554035	1.85383	1.87333	0	
0.312791	4.767	5.78	1	
0.0284605	1.85383	1.89333	1	
0.281201	7.945	9.30667	1	
0.218739	3.70767	3.07333	1	
0.255287	4.767	3.93333	1	
0.114477	2.3835	1.50667	0	
0.0193586	2.91317	2.3	0	
0.139529	3.178	3.14667	0	
0.272673	5.29667	5.82667	1	
0.220064	4.23734	4.94667	0	
0.149337	2.11867	1.38667	0	
0.355001	4.23734	5.26667	1	
0.353911	7.68017	7.8	2	
0.457847	3.178	2.15333	0	
0.324907	2.64833	2.48	0	
0.0464674	3.70767	3.10667	1	
0.280252	1.05933	1.74	0	
0.456141	5.03184	6.98	0	
0.142482	4.23734	4.25333	2	
0.40019	3.9725	4.58667	0	
0.406616	6.62084	8.92	2	
0.040986	2.64833	2.68667	1	
0.254579	3.44283	3.04	1	
0.542487	5.82634	7.64667	1	
0.0437507	3.9725	3.38667	0	
0.311008	7.41534	6.53333	1	
0.247654	3.70767	3.86667	1	
0.29808	5.03184	7.02667	1	
0.0236526	2.3835	1.62667	1	
