ZnA[0]	thetaWatt[0]	ThetaTaj[0]	Rm[0]	
0.293937	15.6252	16.52	1	
0.297142	6.88567	6.44667	0	
0.139648	11.6527	12.06	1	
0.257494	12.4472	11.9733	1	
0.244866	9.79884	9.80667	2	
0.528918	15.0955	23.1667	1	
0.308685	15.6252	9.22667	0	
0.21399	11.6527	11.5933	1	
0.159377	18.8032	15.8733	2	
0.374964	10.8582	8.61333	1	
0.20792	11.9175	10.38	0	
0.289576	11.9175	12.5467	1	
0.185982	10.8582	11.8467	1	
0.553053	15.6252	22.2867	1	
0.156891	8.47467	8.10667	1	
0.28361	6.356	6.45333	1	
0.344719	4.767	5.08	0	
0.237877	15.3603	17.2667	4	
0.298474	6.88567	8.53333	0	
0.125911	10.8582	9.9	1	
0.229153	8.47467	9.18667	0	
0.235179	12.1823	11.58	3	
0.0770734	6.88567	5.30667	1	
0.335419	13.2417	14.54	6	
0.218061	10.8582	9.9	1	
0.267936	8.7395	7.99333	2	
0.356993	22.5108	23.0333	4	
0.468214	12.1823	17.18	2	
0.201075	14.301	11.0067	4	
0.217584	10.3285	9.7	1	
0.209789	10.8582	9.5	1	
0.3617	11.123	11.24	1	
0.16322	11.3878	9.54	4	
0.390446	16.6845	23.0333	3	
0.36981	12.1823	14.9867	2	
0.152965	9.26917	8.51333	1	
0.389923	14.0362	15.0067	2	
0.528299	17.7438	19.7467	0	
0.173979	11.9175	8.90667	3	
0.189039	11.123	11.5467	1	
0.235459	11.123	11.7467	3	
0.243272	12.4472	11.3067	2	
0.105532	8.7395	7.78	2	
0.119083	8.20984	6.94	3	
0.226914	12.1823	10.54	2	
0.211173	7.41534	8.36	2	
0.214616	15.0955	15.2267	2	
0.239986	10.0637	5.96	1	
0.300848	11.9175	10.6	2	
0.160534	12.4472	10.7467	1	
0.186776	7.1505	6.24667	1	
0.106437	11.9175	11.8733	3	
0.138334	16.6845	15.86	3	
0.293376	12.4472	13	3	
0.138718	10.0637	9.85333	4	
0.194468	12.4472	10.5667	1	
0.233526	12.1823	10.58	1	
0.317858	15.0955	15.5933	4	
0.12154	14.301	11.56	3	
0.336106	16.4197	16.5533	4	
0.245629	11.3878	11.9933	2	
0.202902	10.3285	11.0333	4	
0.30649	18.0087	19.54	4	
0.403889	11.6527	14.46	2	
0.299715	11.3878	13.4667	1	
0.360451	8.20984	5.11333	1	
0.24955	10.5933	9.08667	3	
0.180509	12.4472	11.8133	3	
0.110441	11.9175	8.66667	2	
0.201018	9.534	4.23333	0	
0.554051	11.6527	18.42	2	
0.223092	12.4472	12.2	2	
0.0287841	7.68017	5.35333	1	
0.273862	13.2417	12.9133	3	
0.10638	7.1505	5.56	3	
0.0780187	8.20984	8.82667	2	
0.307448	14.0362	18.1067	2	
0.353537	13.5065	17.32	3	
0.295652	15.6252	20.3933	2	
0.241347	11.6527	13.3133	4	
0.0708448	9.79884	7.59333	1	
0.225787	14.5658	14.58	3	
0.23751	15.0955	16.9533	4	
0.287975	17.2142	19.7133	3	
0.228039	14.8307	14.9467	4	
0.0997448	7.41534	6.36667	0	
0.115498	10.8582	8.77333	4	
0.100202	7.945	6.85333	1	
0.231793	14.0362	9.34	0	
0.303278	14.301	12.28	1	
0.417227	12.4472	14.0667	3	
0.455341	16.9493	25.1533	6	
0.27504	14.301	12.4267	1	
0.173869	7.945	9.32	3	
0.281183	11.123	14.5267	4	
0.27692	18.0087	20.9667	3	
0.202425	13.5065	14.5667	3	
0.276939	15.89	11.6867	3	
0.15904	14.0362	12.7933	5	
0.220602	10.5933	6.34	3	
0.225258	9.79884	9.44	3	
0.282343	15.89	14.2267	4	
0.33176	21.7163	24.7267	4	
0.158531	10.8582	10	4	
0.247784	19.3328	24.92	5	
0.215744	15.0955	15.6867	3	
0.388389	12.1823	14.86	2	
0.0668829	7.1505	5.36667	1	
0.224227	7.945	7.10667	2	
0.255559	23.3053	21.8333	6	
0.230247	11.6527	11.2333	3	
0.0902682	11.123	11.0467	3	
0.13195	11.9175	11.66	5	
0.0965671	12.4472	7.68667	1	
0.219031	10.3285	9.19333	3	
0.153883	11.6527	12.2667	2	
0.185617	11.123	12.6933	4	
0.293432	8.47467	9.45333	1	
0.117613	12.712	11.3667	4	
0.174485	10.5933	8.36667	3	
0.337654	10.3285	11.34	2	
0.149619	9.79884	9.75333	2	
0.203693	10.3285	8.54	2	
0.156003	10.8582	11.76	2	
0.258252	8.7395	11.5733	3	
0.112067	6.88567	5.80667	3	
0.417066	12.9768	14.08	3	
0.371339	16.1548	20.1533	5	
0.213344	10.0637	11.26	6	
0.303055	18.5383	20.42	2	
0.283326	10.8582	12.98	3	
0.293054	13.5065	17.0867	4	
0.336207	11.6527	11.5333	3	
0.262574	13.5065	16.32	6	
0.324705	11.123	12.5933	5	
0.397678	7.41534	7.22	1	
0.303311	9.79884	8.40667	4	
0.185258	12.1823	12.2533	3	
0.335847	7.41534	5.20667	0	
0.0922113	10.3285	7.9	5	
0.19991	9.79884	8.38667	3	
0.249436	15.6252	14.8867	6	
0.23429	7.1505	6.32667	4	
0.293029	11.3878	11.2533	2	
0.137337	11.9175	12.52	5	
0.283365	5.5615	6.38667	2	
0.21593	12.712	12.2733	2	
0.288105	14.301	16.2467	4	
0.164269	10.3285	11.8933	2	
0.218168	10.5933	11.18	5	
0.131097	7.945	7.08	1	
0.192159	12.4472	11.12	2	
0.124131	9.534	9.2	3	
0.0804242	11.6527	11.4067	2	
0.202385	16.1548	16.82	8	
0.168259	11.9175	10.7267	3	
0.206916	12.712	10.9333	5	
0.213433	9.26917	7.32	3	
0.218441	11.123	8.73333	3	
0.246767	13.5065	13.6133	6	
0.254643	15.3603	16.5333	5	
0.156726	9.26917	8.99333	3	
0.215016	13.5065	10.1333	3	
0.179521	13.5065	13.3867	5	
0.273093	17.7438	20.2533	7	
0.382083	13.2417	16.9333	5	
0.263067	14.8307	15.9333	1	
0.253434	11.123	15.2	4	
0.365856	14.5658	17.1333	6	
0.173782	18.5383	17.1533	4	
0.259046	10.5933	8.92667	4	
0.258797	10.8582	13.3867	3	
0.219005	13.2417	13.18	5	
0.334964	16.6845	16.8533	4	
0.178704	9.534	9.05333	2	
0.116179	13.2417	11.44	4	
0.174221	10.0637	9.94	2	
0.197362	9.79884	11.1267	3	
0.225364	16.4197	16.6	4	
0.208515	13.7713	13.9	5	
0.224196	14.0362	13.7067	2	
0.260196	9.00434	10.7	4	
0.138454	8.20984	8.73333	3	
0.272163	13.2417	12.6467	4	
0.246342	8.20984	3.99333	0	
0.143363	11.123	10.2333	3	
0.298774	4.23734	3.06	0	
0.262264	15.3603	15.7533	7	
0.120685	8.47467	8.63333	5	
0.210752	7.68017	7.52667	3	
0.287143	11.6527	12.06	5	
0.299933	9.79884	5.62	0	
0.110983	11.9175	10.4733	5	
0.172698	13.5065	14.9867	4	
0.168625	11.123	8.78667	3	
0.140667	14.5658	13.52	5	
0.240669	10.8582	10.8333	3	
0.0642452	9.79884	8.03333	5	
0.353969	17.479	23.16	2	
0.24984	7.945	9.1	1	
0.172354	14.0362	11.8133	4	
0.0805116	8.7395	5.98667	0	
0.258264	17.7438	19.88	7	
0.336543	12.1823	12.2	3	
0.360933	10.0637	14.12	3	
0.416529	9.79884	10.94	5	
0.219578	16.4197	17.02	4	
0.167728	11.6527	10.2	3	
0.473182	7.945	11.7733	0	
0.0852512	9.26917	8.12	0	
0.18688	8.47467	8.6	0	
0.329384	16.1548	19.6667	1	
0.164427	12.712	10.94	1	
0.777044	19.068	34.9	0	
0.306004	14.0362	18.3667	0	
0.683912	11.3878	18.5267	0	
0.163648	8.47467	7.58667	0	
0.235906	15.3603	9.82	1	
0.46887	15.6252	22.54	0	
0.176763	12.4472	14.5333	2	
0.262338	13.2417	9.76667	1	
0.375211	15.3603	15.4333	0	
0.235503	11.3878	11.5	1	
0.3542	15.3603	18.74	0	
0.258625	11.123	10.8	1	
0.12636	6.09117	4.54667	0	
0.189738	9.26917	11.3133	0	
0.146795	9.26917	7.82667	1	
0.264544	14.5658	16.16	0	
0.31832	12.1823	15.2267	1	
0.335134	13.7713	15.7333	1	
0.416412	14.0362	18.3667	2	
0.342954	17.2142	19.3667	0	
0.190278	10.3285	8.64667	1	
0.339028	13.5065	16.8133	3	
0.227565	10.8582	12.9133	2	
0.232588	15.89	17.1333	0	
0.325748	20.3922	15.8067	1	
0.359169	13.5065	15.96	1	
0.258534	13.2417	16.6467	2	
0.140448	11.6527	7.73333	1	
0.22144	12.4472	13.0933	1	
0.173851	15.6252	12.6867	2	
0.197219	14.301	14.14	1	
0.0653602	10.3285	8.56	1	
0.210959	9.534	9.25333	1	
0.420329	12.712	13.8733	1	
0.072419	11.3878	8.03333	2	
0.127488	12.1823	10.82	1	
0.146405	10.5933	9.52	1	
0.431439	14.5658	11.0333	2	
0.206492	11.6527	13.2867	3	
0.256864	8.20984	9.29333	1	
0.159603	4.23734	3.72667	2	
0.194328	19.5977	20.3867	6	
0.122819	12.1823	10.98	2	
0.171067	11.123	11.3067	1	
0.0409326	8.20984	6.12	1	
0.265626	13.2417	13.9933	4	
0.12452	8.7395	6.83333	0	
0.115843	8.20984	7.18667	1	
0.500083	10.5933	11.9267	0	
0.320195	16.9493	21.68	2	
0.260549	16.4197	14.9867	3	
0.09956	9.26917	6.29333	2	
0.232768	14.8307	14.3133	1	
0.348147	17.479	22.9667	1	
0.316569	12.4472	8.75333	1	
0.110851	12.712	6.68	1	
0.220592	14.5658	16.02	4	
0.372294	17.7438	18.5267	3	
0.178947	8.47467	6.64	1	
0.274721	16.9493	22.26	3	
0.0849038	6.356	4.24	0	
0.340286	18.0087	17.6267	4	
0.225345	14.0362	14.7267	2	
0.38386	11.6527	16.2867	2	
0.41779	12.9768	16.48	3	
0.291234	11.123	10.1467	1	
0.301843	13.2417	10.9	1	
0.306144	10.3285	12.5	2	
0.52973	16.1548	14.34	1	
0.217043	10.8582	9.09333	1	
0.186758	15.3603	16.3733	3	
0.147108	12.712	13.9133	4	
0.176865	11.6527	13.9467	1	
0.270799	13.7713	18.3533	1	
0.165796	16.1548	14.1467	3	
0.295117	14.0362	17.74	4	
0.285109	9.534	7.37333	0	
0.372376	16.4197	17.5667	3	
0.193445	7.68017	6.85333	1	
0.407464	19.3328	22.46	2	
0.152921	15.89	17.0733	4	
0.143604	10.0637	9.76	4	
0.305379	10.5933	11.0867	1	
0.321158	13.5065	15.4067	2	
0.201676	12.712	13.9733	3	
0.315864	8.20984	7.14667	1	
0.246171	12.4472	12.7733	3	
0.390984	20.3922	25.4533	5	
0.191909	15.0955	14.2667	3	
0.231635	9.00434	7.1	4	
0.221238	11.123	11.44	2	
0.277196	12.9768	11.5	5	
0.251137	15.3603	19.2667	3	
0.14691	11.6527	7.36	1	
0.234686	10.3285	8.4	4	
0.318099	13.2417	14.8667	3	
0.116239	6.356	6.36	2	
0.195079	15.0955	16.52	4	
0.450735	15.3603	22.4933	1	
0.200093	18.0087	17.66	5	
0.342668	9.79884	10.8267	2	
0.17433	10.0637	10.14	2	
0.132379	10.8582	9.19333	2	
0.124785	8.20984	8.12667	2	
0.128742	10.3285	7.69333	1	
0.356335	9.79884	12.9267	2	
0.288279	11.6527	12.46	3	
0.361536	16.6845	20.1133	3	
0.150366	15.89	12.3133	4	
0.105237	7.1505	6.68667	2	
0.37346	15.3603	17.7467	2	
0.286501	10.3285	12.6133	1	
0.0577445	7.1505	6.30667	2	
0.192878	9.26917	8.83333	2	
0.178216	17.479	18.86	6	
0.357184	9.00434	6.82	1	
0.197274	14.301	10.3733	2	
0.257046	7.945	7.96	2	
0.134579	12.4472	10.76	3	
0.214968	10.8582	8	3	
0.24272	13.2417	14.14	4	
0.0912693	8.20984	5.8	1	
0.266895	13.2417	15.7667	3	
0.138481	12.712	9.92667	2	
0.220905	15.89	17.7867	4	
0.223398	13.5065	8.79333	3	
0.184264	16.4197	16.62	3	
0.401439	12.9768	14.34	2	
0.221781	12.712	14.1133	4	
0.123851	9.00434	7.06	2	
0.147016	14.0362	10.54	2	
0.331812	17.7438	22.0333	7	
0.146617	5.29667	4.12667	1	
0.249412	16.1548	18.8067	3	
0.314145	15.89	19.8267	5	
0.228392	7.68017	7.35333	1	
0.363703	11.6527	14.84	2	
0.315842	11.6527	14.34	3	
0.230808	12.1823	13.14	2	
0.223016	12.4472	12.3867	4	
0.395371	10.8582	13.5667	3	
0.326468	12.1823	14.32	3	
0.231343	14.8307	17.4067	5	
0.340319	10.5933	11.4733	5	
0.204625	10.8582	9.87333	1	
0.120111	10.8582	10.16	5	
0.391656	13.2417	13.9533	3	
0.258901	11.3878	13.1267	3	
0.169311	13.2417	13.54	3	
0.235564	10.8582	8.50667	2	
0.134841	9.26917	9.04667	3	
0.118321	16.9493	16.1267	5	
0.29268	11.9175	7.57333	2	
0.267819	14.8307	15.7333	3	
0.155354	7.945	6.82667	4	
0.140415	10.8582	9.15333	2	
0.456676	12.712	14.74	1	
0.264617	14.5658	14.7	4	
0.28626	11.3878	12.52	3	
0.20627	13.2417	10.8067	2	
0.285721	12.9768	12.5867	0	
0.237463	11.3878	14.1533	4	
0.184472	11.9175	10.0533	6	
0.233419	7.41534	9.8	3	
0.2371	16.4197	18.58	6	
0.150178	10.8582	12.2133	2	
0.196674	8.47467	8.58	1	
0.15168	14.301	14.36	5	
0.411822	16.4197	12.2267	2	
0.232181	17.2142	21.8067	6	
0.151346	10.3285	7.74667	2	
0.255334	11.123	10.5533	2	
0.20155	12.4472	13.56	5	
0.284529	9.26917	9.58	2	
0.215887	19.8625	20.5067	6	
0.17041	13.7713	13.2	4	
0.169798	12.4472	13.2933	6	
0.129103	10.3285	10.44	2	
0.231236	8.47467	9.94667	4	
0.203161	15.6252	15.3667	2	
0.13932	9.79884	8.24667	2	
0.191299	12.1823	11.02	3	
0.23145	13.5065	13	2	
0.171057	12.4472	12.9267	5	
0.113173	10.8582	9.25333	3	
0.440584	15.89	16.6533	4	
0.0490149	6.88567	5.39333	2	
0.260229	8.20984	7.54	2	
0.20256	9.00434	8.9	3	
0.263804	9.79884	8.89333	2	
0.385764	11.6527	14.5067	2	
0.23581	16.6845	16.7267	5	
0.313417	13.2417	14.7667	4	
0.156921	13.5065	13.2667	5	
0.341653	16.1548	19.2333	5	
0.37956	11.9175	14.72	2	
0.224819	17.479	18.5667	4	
0.240259	12.1823	14.1467	3	
0.046698	7.41534	4.83333	1	
0.479097	15.6252	9.46	3	
0.254974	10.8582	11.4133	2	
0.124668	9.00434	9.20667	3	
0.137551	12.4472	11.1267	1	
0.16371	13.2417	15.1133	5	
0.241411	9.26917	8.59333	1	
0.19893	10.8582	10.8533	1	
0.296322	9.00434	9.52	3	
0.435429	16.9493	10.0133	1	
0.265224	9.79884	9.52	3	
0.283672	12.4472	11.6	1	
0.195812	10.5933	10.9667	5	
0.209721	12.9768	10.2533	4	
0.0902948	12.712	12.0533	6	
0.411764	13.2417	13.7733	4	
0.280509	11.123	11.18	4	
0.31068	7.1505	9.45333	1	
0.24554	10.8582	12.14	3	
0.0746051	10.8582	8	4	
0.397299	11.9175	11.08	4	
0.163875	20.657	15.4667	6	
0.216864	8.47467	8.52	3	
0.201756	12.712	11.3267	3	
0.381402	15.6252	14.92	3	
0.222728	6.88567	4.76	2	
0.325178	11.6527	13.5	2	
0.196017	11.6527	8.85333	2	
0.542844	12.712	18.4667	4	
0.238087	10.8582	13.0467	3	
0.195358	8.47467	9.72667	3	
0.381454	11.123	8.95333	2	
0.139964	10.0637	9.18667	3	
0.183989	6.62084	7.22	4	
0.21268	17.2142	19.7	4	
0.20934	10.5933	9.11333	2	
0.344319	15.6252	12.2333	3	
0.307507	12.4472	16.12	6	
0.130001	8.47467	8.62667	2	
0.233382	11.123	10.5267	3	
0.180251	14.8307	15.1733	7	
0.285781	8.7395	8.43333	3	
0.306532	14.5658	15.4333	5	
0.180336	7.68017	6.14	1	
0.204076	11.3878	10.3933	5	
0.201264	9.26917	8.05333	4	
0.30632	15.0955	17.1267	5	
0.228693	10.8582	13.3667	0	
0.373591	8.20984	11.14	0	
0.120682	10.5933	9.77333	0	
0.0515399	8.20984	4.98667	1	
0.179514	10.3285	10.9533	1	
0.312199	15.0955	18.5933	1	
0.313182	15.89	20.04	0	
0.17487	10.5933	10.6467	0	
0.0857741	5.5615	5.02667	0	
0.29756	15.3603	18.4133	0	
0.595311	30.9855	35.2	1	
0.182335	14.5658	11.9467	0	
0.176982	9.00434	8.14667	0	
0.228406	12.4472	12.0067	1	
0.225489	8.20984	7.04	0	
0.333785	14.301	16.8533	2	
0.122925	12.1823	11.1067	2	
0.152504	5.29667	4.92667	0	
0.215434	8.7395	9.97333	3	
0.120732	12.4472	8.64667	0	
0.317036	12.4472	15.6267	2	
0.259753	14.0362	17.82	0	
0.126246	11.9175	13.52	2	
0.188421	19.3328	19.3333	2	
0.393369	22.5108	29.2867	1	
0.26443	11.9175	9.69333	2	
0.0494445	6.62084	5.08667	0	
0.137386	14.0362	11.76	0	
0.22577	13.7713	14.4133	1	
0.0962239	7.1505	5.34667	0	
0.292994	16.6845	15.4533	1	
0.146912	6.88567	6.64667	0	
0.486326	21.4515	29.2	1	
0.148449	11.3878	10.2333	1	
0.0933337	9.00434	8.34667	1	
0.315102	9.26917	9.51333	1	
0.0759004	10.5933	8.39333	1	
0.226849	6.356	5.90667	1	
0.336826	11.6527	14.4733	1	
0.214007	7.945	7.53333	2	
0.428363	19.8625	13.6333	0	
0.194976	12.9768	13.9533	3	
0.237455	17.7438	17.2933	1	
0.214365	14.8307	17.2867	3	
0.0588331	7.1505	6.02	2	
0.258751	12.1823	13.4933	0	
0.0918185	8.47467	7.42	1	
0.3171	13.7713	16.8067	4	
0.201013	12.9768	10.6	0	
0.183534	13.2417	14.7933	1	
0.258033	11.3878	11.4667	0	
0.0915965	7.945	5.97333	1	
0.191036	7.945	8.31333	1	
0.0849183	7.1505	6.56667	1	
0.303737	9.534	11.9733	2	
0.237335	11.6527	12.4733	2	
0.314591	6.88567	5.52667	1	
0.273142	15.0955	17.74	2	
0.315345	17.2142	23.2467	2	
0.411951	12.9768	9.95333	0	
0.435382	14.0362	19.4267	2	
0.299402	12.1823	15.96	0	
0.0789398	9.534	6.38	0	
0.302412	10.3285	10.5133	3	
0.270962	14.0362	17.3067	2	
0.279336	9.79884	12.66	2	
0.226495	11.9175	11.9333	4	
0.16182	6.09117	4.33333	1	
0.175162	13.5065	13.0467	3	
0.343446	14.0362	14.5533	1	
0.166043	17.2142	14.2	1	
0.219528	11.123	8.2	2	
0.212267	12.9768	14.6867	1	
0.317796	11.123	11.0267	2	
0.307786	7.945	11.92	2	
0.305788	11.9175	14.0867	2	
0.201765	16.4197	17.8	3	
0.513782	14.8307	8.86667	2	
0.266338	15.0955	14.5867	3	
0.317022	14.0362	14.4667	1	
0.317442	8.7395	5.76	1	
0.554622	11.3878	11.2933	1	
0.512996	6.356	5.92667	1	
0.267274	14.301	13.7533	1	
0.223928	17.479	16.3067	3	
0.2	13.2417	13.1333	2	
0.244464	9.79884	10.7267	2	
0.259259	12.9768	13.3067	4	
0.428989	20.657	28.44	3	
0.090281	9.534	7.16	3	
0.130195	9.26917	7.83333	1	
0.263256	10.5933	8.22667	3	
0.275061	12.4472	12.7267	1	
0.075334	6.356	3.88	1	
0.0318266	4.23734	3.57333	0	
0.397524	13.7713	17.84	2	
0.186336	20.3922	19.82	6	
0.0372958	7.41534	4.80667	1	
0.146692	6.09117	4.48667	1	
0.152578	10.5933	9.13333	5	
0.159713	9.26917	7.46667	1	
0.262072	14.301	18.8867	4	
0.0919684	10.3285	8.57333	2	
0.121353	5.82634	5.04	0	
0.275895	15.6252	17.7533	4	
0.257668	10.3285	12.0533	1	
0.20887	10.8582	11.6867	3	
0.073489	10.8582	8.59333	1	
0.348	13.5065	14.0867	5	
0.271225	10.3285	6.95333	2	
0.177586	5.03184	4.2	1	
0.137637	9.534	10.52	0	
0.527119	15.6252	20.1067	1	
0.322291	8.47467	8.72667	2	
0.314088	12.4472	13.24	2	
0.378681	8.47467	6.92	2	
0.311446	14.0362	14.54	2	
0.0844575	12.9768	10.32	3	
0.153128	7.945	7.12	2	
0.176801	15.0955	12.8067	3	
0.382447	13.7713	18.32	2	
0.164088	10.3285	10.5533	1	
0.364682	10.8582	12.62	5	
0.112997	14.0362	12.2333	3	
0.285258	14.301	13.58	3	
0.507066	14.0362	13.1533	2	
0.244232	12.4472	15.0267	5	
0.130285	14.5658	14.8533	3	
0.208848	10.3285	11.5867	2	
0.162979	9.00434	9.74667	3	
0.0554003	6.88567	4.56	1	
0.207966	11.9175	10.1333	3	
0.162904	10.8582	11.4467	1	
0.278793	11.3878	13.7867	4	
0.253877	18.5383	19.1467	3	
0.501017	19.068	25.4067	3	
0.273274	9.534	10.14	2	
0.102716	9.79884	6.94	3	
0.293945	10.8582	9.06667	1	
0.249744	12.4472	8.90667	2	
0.0967492	5.29667	5.88	1	
0.231004	9.26917	8.28667	4	
0.238556	19.3328	21.58	5	
0.215857	5.5615	3.27333	1	
0.431331	14.8307	19.1733	4	
0.137104	9.79884	7.21333	0	
0.171547	12.1823	13.1133	2	
0.243139	3.44283	3.93333	0	
0.123551	14.301	13.2133	6	
0.491999	14.8307	21.9133	4	
0.279521	12.9768	15.3467	5	
0.29172	8.47467	9.92	2	
0.0682725	3.178	3.00667	1	
0.109106	9.79884	8.02	3	
0.337624	16.9493	17.16	2	
0.298035	9.00434	8.55333	2	
0.160793	9.534	9.47333	4	
0.211905	9.534	11.02	3	
0.290146	9.00434	9.86667	2	
0.3398	11.123	9.51333	1	
0.0968435	5.5615	4.19333	2	
0.427708	17.2142	21.6533	1	
0.298651	10.5933	8.66667	3	
0.250082	15.3603	18.5	2	
0.328751	15.6252	16.0467	3	
0.134454	4.767	3.63333	1	
0.468532	12.1823	18.36	7	
0.200863	10.5933	9.18667	4	
0.30408	13.2417	13.4467	4	
0.137757	16.6845	12.2867	5	
0.21913	6.62084	5.32	1	
0.384578	14.5658	19.3933	4	
0.288195	10.0637	8.74667	3	
0.221282	15.3603	18.1733	4	
0.458018	9.79884	13.0267	3	
0.556093	12.9768	11.6	3	
0.504816	9.00434	8.92667	2	
0.175072	13.5065	14.2933	5	
0.511137	21.1867	30.9267	3	
0.106831	7.68017	5.71333	1	
0.186262	9.26917	8.52667	2	
0.26468	9.00434	10.2133	3	
0.248333	14.0362	11.3933	3	
0.206233	16.9493	15.64	3	
0.336653	13.2417	11.26	2	
0.316048	15.3603	20.2133	3	
0.253012	8.20984	5.72667	1	
0.140062	8.47467	8.90667	3	
0.374282	15.3603	18.76	5	
0.343603	16.4197	17.1133	3	
0.309624	11.9175	13.9733	5	
0.334196	16.1548	16	4	
0.375958	11.6527	16.6733	4	
0.352969	11.9175	12.96	4	
0.309348	13.2417	15.7467	2	
0.313817	14.0362	15.32	3	
0.277764	7.41534	7.30667	2	
0.697992	15.89	17.2533	0	
0.226039	6.356	6.87333	2	
0.238878	9.79884	11.3133	2	
0.224011	11.9175	14.02	1	
0.243756	10.8582	7.15333	4	
0.224828	12.9768	13.72	4	
0.231212	13.7713	12.5733	2	
0.181191	12.9768	10.98	4	
0.136035	9.00434	7.82	2	
0.258759	15.3603	15.3333	1	
0.350425	8.7395	8.25333	2	
0.207956	10.8582	8.16	3	
0.200746	12.712	11.06	4	
0.311649	18.0087	21.94	5	
0.326091	13.2417	15.8533	5	
0.258855	12.9768	12.5267	5	
0.40029	11.9175	16.4733	3	
0.218268	5.82634	5.4	1	
0.343238	7.68017	7.66667	3	
0.120827	7.1505	7.04667	3	
0.156038	12.712	14.7467	3	
0.230159	11.6527	13.0867	5	
0.267945	8.7395	9.28667	2	
0.140973	10.0637	6.12	2	
0.287224	11.9175	12.68	4	
0.209324	12.1823	11.7467	7	
0.180223	9.534	9.58	1	
0.202429	12.712	12.9467	2	
0.186415	12.712	13.1933	4	
0.172248	14.8307	15.9933	5	
0.183163	9.79884	9.18667	3	
0.508768	14.5658	19.22	5	
0.311394	15.6252	17.08	5	
0.230493	11.3878	9.7	3	
0.127991	11.123	10.5533	3	
0.258374	16.1548	17.7333	6	
0.217784	16.9493	15.02	3	
0.0335733	13.5065	8.88667	1	
0.218501	15.3603	12.7133	4	
0.278072	14.0362	13.3	3	
0.309961	14.5658	15.5533	6	
0.192894	13.5065	11.4933	5	
0.326302	10.5933	8.24	1	
0.247687	12.1823	12.6533	3	
0.294333	14.301	16.94	4	
0.264689	14.301	14.58	5	
0.332823	14.0362	15.6133	3	
0.196412	9.534	6.98667	1	
0.199618	12.4472	13.9267	6	
0.0986549	12.712	9.97333	5	
0.174721	10.5933	8.58	2	
0.198326	10.3285	5.4	4	
0.195178	11.6527	10.9	4	
0.253328	7.68017	8.58	0	
0.255904	12.712	11.6267	1	
0.399764	17.2142	21.2533	0	
0.276055	10.5933	8.36	1	
0.227809	15.3603	19.8933	3	
0.287738	12.712	14.4733	0	
0.108952	8.47467	4.97333	1	
0.326061	12.1823	12.74	0	
0.089183	4.50217	3.42667	0	
0.0741958	9.26917	7.48667	1	
0.0713891	11.6527	7.39333	0	
0.155965	10.5933	7.82	1	
0.265284	7.945	9.13333	0	
0.403339	12.4472	15.8533	0	
0.206088	11.123	6.03333	0	
0.15132	11.3878	11.3133	0	
0.438822	17.7438	13.6733	0	
0.204765	12.1823	12.34	1	
0.148364	11.9175	10.3	2	
0.155427	12.9768	13.2667	2	
0.244265	11.6527	13.52	1	
0.342967	18.8032	19.8067	1	
0.224818	15.89	17.7933	2	
0.44098	11.123	13.8467	2	
0.121281	5.03184	4.54667	0	
0.152611	11.3878	11.5067	0	
0.130116	9.79884	7.82667	1	
0.449363	18.5383	24.9133	1	
0.12303	8.47467	8.18667	2	
0.444994	11.6527	16.5	0	
0.159829	8.7395	7.32	1	
0.244941	15.6252	13.34	1	
0.355065	12.1823	16.04	1	
0.211691	12.4472	14.4867	0	
0.181289	10.0637	9.36	2	
0.30498	19.3328	19.3733	2	
0.178971	11.6527	9.51333	1	
0.238445	12.1823	13.04	1	
0.287859	10.0637	12.3267	1	
0.203769	10.3285	8.21333	3	
0.381536	28.8668	16.46	4	
0.423192	7.68017	8.54667	1	
0.214043	7.41534	5.24667	2	
0.301152	11.123	9.25333	2	
0.228867	10.5933	12.4133	1	
0.280582	18.5383	18.1	3	
0.169246	9.534	8.40667	0	
0.0510842	8.47467	6.44	1	
0.323492	9.26917	9.32	1	
0.348081	16.1548	14.6733	2	
0.182977	15.3603	16.9667	2	
0.149964	9.534	8.91333	0	
0.206497	17.479	14.7667	1	
0.30133	9.00434	9.1	1	
0.186928	7.68017	7.52	1	
0.282108	6.88567	6.46667	1	
0.372546	14.0362	13.44	1	
0.141235	9.534	8.58667	1	
0.253432	16.4197	19.0667	2	
0.091447	8.7395	8.45333	2	
0.247695	14.0362	16.2733	4	
0.18356	12.9768	13.84	2	
0.228187	7.68017	8.58667	2	
0.0677483	9.00434	4.44	0	
0.173863	8.47467	8.04667	1	
0.159673	13.5065	13.0867	1	
0.163527	13.2417	14.3667	1	
0.31412	11.123	14.3733	2	
0.232011	8.20984	9.63333	1	
0.136285	7.1505	5.02667	1	
0.420834	11.123	15.54	1	
0.218588	12.4472	11.0933	3	
0.511519	11.6527	5.87333	0	
0.252949	15.3603	15.9533	3	
0.122763	11.3878	12.5133	4	
0.18569	10.0637	11.9	1	
0.284267	11.123	13.16	3	
0.196099	8.20984	9.9	1	
0.205145	12.9768	11.2067	2	
0.0539313	9.26917	7.58667	2	
0.272164	12.9768	9.04	1	
0.307433	13.5065	13.06	1	
0.173899	18.0087	15.22	5	
0.134156	10.8582	10.6	4	
0.149115	14.301	10.6933	2	
0.237131	12.712	13.2733	2	
0.218103	13.2417	12.6333	1	
0.16159	14.5658	16.24	3	
