ThetaTaj[0]	ThetaTaj[1]	ThetaTaj[2]	ThetaTaj[3]	
13.9333	0.866667	38.3478	11.6364	
4.43448	3.6	43.8768	6.43939	
11.7908	1.26667	29.7717	9.12121	
12.4897	13.2889	37.471	7.34848	
5.08046	7.4	26.4529	5.98485	
16.7448	4.08889	34.0833	14.2727	
7.13563	3.08889	28.8986	3.71212	
11.731	10.3333	17.221	7.72727	
6.91034	2.68889	26.7754	7.54545	
13.1977	5.4	30.5978	4.81818	
7.29885	6.06667	31.6087	5.72727	
15.8345	3.75556	40.0362	9.07576	
12.0184	7.35556	30.7899	5.06061	
12.2483	4.24444	35.5145	6	
6.34943	8.73333	45.4239	10.2576	
9.68736	3.02222	28.3007	6.59091	
4.4092	3.08889	43.7862	10.4091	
9.85977	5.02222	23.9819	10.3182	
12.754	3.06667	26.5471	6.07576	
12.492	3.4	40.9601	8.19697	
16.1655	4.17778	36.4928	14.2576	
11.0161	10.7556	31.7283	10.9242	
9.87126	1.8	22.192	9.09091	
8.57241	4.24444	35.3804	9.56061	
8.97931	1.8	21.4891	9.68182	
8.6023	4.73333	28.6848	8.33333	
16.7839	4.73333	35.6304	11.2424	
11.4437	0.955556	47.8188	8.37879	
9.25747	6.04444	29.9819	11.2727	
14.7195	5.51111	22	7.63636	
8.97011	1.82222	45.1703	8.62121	
9.23448	2.35556	41.5906	6.4697	
6.76322	3.66667	40.8043	9.06061	
8.3908	1.75556	49.6558	7.84848	
4.68966	6.46667	20.8188	10.8939	
14.0023	2.97778	31.5362	13.9545	
9.38391	2.42222	44.942	10.7576	
6.43908	4.51111	22.25	7.62121	
14.4299	1.84444	30.5906	7.57576	
11.5517	8.66667	29.1884	4.33333	
8.25517	7.37778	49.6377	8.22727	
8.24368	3.13333	40.9964	10.4091	
12.1494	8.42222	43.3188	9.80303	
8.07586	3.57778	34.221	10.8333	
9.12184	2.28889	51.9022	10.6061	
8.77011	3.55556	31.413	7.60606	
14.5287	3.84444	33.837	11	
6.1954	4.6	35.5109	10.4091	
10.5172	7.66667	27.7935	7.51515	
6.81149	4.62222	22.8333	11.9242	
7.75632	6.55556	49.5761	8.33333	
7.38851	7.6	44.913	5.92424	
11.0897	7.46667	41.1848	10.0758	
6.85517	4.88889	26.3877	6.89394	
11.6345	7.51111	26.2428	8.22727	
3.95172	8.46667	34.0761	8.30303	
15.2736	2.91111	22.2428	9.92424	
6.32184	2.73333	22.1775	9.45455	
10.5011	5.02222	31.7283	3.95455	
12.7034	5.88889	36.3152	8.06061	
3.57011	4.84444	12.8841	6.89394	
6.70805	3.84444	31.6304	2.95455	
12.8046	3.51111	35.9239	8.60606	
6.92184	6.66667	54.587	9.84848	
10.3655	5.11111	39.0254	9.12121	
18.046	3.13333	41.3551	9.69697	
6.61609	6.86667	32.0362	12.2273	
15.2759	3.66667	32.2319	9.43939	
6.13333	3.77778	34.8913	8.18182	
9.47816	4.95556	36.3551	9.84848	
12.3356	5	39.0978	10.4545	
13.1057	4.35556	37.2138	8.16667	
3.44368	3.97778	42.5435	13.5606	
11.9471	1.88889	25.7464	8.30303	
8.87586	4.51111	37.3804	14.9091	
9.68506	6.35556	39.1667	8.90909	
6.7908	3.53333	25.4167	13	
16.1034	4.06667	31.3188	9.22727	
9.51494	5.13333	22.0797	6.31818	
13.531	4.06667	29.2681	6.62121	
7.35172	2.73333	29.442	8.12121	
9.45517	5.46667	37.337	6.92424	
10.5402	2.08889	39.2428	10.1667	
6.6046	1.86667	29.7464	6.5303	
11.3264	4.55556	24.3768	9.16667	
14.177	6.66667	37.2101	5.4697	
9.22529	5.71111	32.4601	8.65152	
6.67126	4.88889	30.6159	8.95455	
7.74943	1.97778	27.25	6.59091	
12.508	5.93333	24.4275	9.89394	
20.8874	8.02222	37.3261	11.0909	
10.6989	4.33333	35.9239	7.69697	
8.25287	2.88889	34.279	7.33333	
11.2322	9.53333	33.7899	7.40909	
23.7471	5.73333	29.4928	8.04545	
10.1908	1.15556	25.913	3.84848	
9.32414	2.06667	32.6014	10.2879	
10.331	2.64444	24.4783	7.48485	
8.72644	4.48889	28.4638	13.2576	
7.03218	7.64444	29.25	5.34848	
14.8138	3	25.2428	9.09091	
5.44138	6.33333	37.0326	9.12121	
11.1655	6.28889	24.5906	12.7424	
13.5816	15.8	38.2246	7.01515	
7.4023	11.2889	31.9819	8.15152	
13.4575	3.97778	45.9638	11.5606	
5.0046	3.6	25.8442	8.65152	
6.36782	3.22222	42.7935	9.5	
10.2207	2.62222	39.5254	9.74242	
5.72414	4.42222	35.8913	10.6515	
8.89885	3.68889	37.6522	10.7727	
10.3218	5.42222	28.1087	5.89394	
8.10805	7.6	43.4203	7.34848	
5.56552	6.53333	39.0833	11.4848	
16.7609	1.13333	31.2681	5.27273	
12.6092	1.26667	28.7572	4.80303	
7.05057	3.93333	32.4601	8.25758	
13.269	3.31111	43.1159	4.62121	
3.4023	1.42222	41.8225	12.4545	
10.9609	1.42222	47.2899	8.83333	
7.44138	3.95556	35.6341	12.3939	
12.246	8.2	47.3877	10.0606	
9.52874	5.26667	41.7464	8.71212	
6.10805	5.51111	23.7029	8.28788	
14.8805	6.11111	35.6558	6.5	
4.42529	9.04444	37.971	9.48485	
12.6483	8.06667	43.221	6.86364	
8.65747	8.88889	28.5145	5.95455	
3.46897	4	36.1377	8.34848	
14.846	1.24444	29.0797	7.5303	
5.23218	4.73333	38.9964	11.1061	
6.52874	2	59.3551	9.40909	
5.3954	1.11111	50.8732	6.90909	
6.30805	1.91111	23.6884	9.15152	
5.6069	6.84444	46.6486	10.6061	
6.17701	9.42222	36.308	6.36364	
11.9977	12.1556	48.2681	5.48485	
10.8506	1.15556	46.0072	10.303	
12.3011	9.55556	26.8623	7.04545	
9.87126	1.44444	22.7428	9.24242	
11.5034	5.62222	41.5036	11.2576	
5.3931	2.37778	43.9384	8.83333	
7.15632	10.9556	48.3551	5.18182	
8.57471	2.17778	35.4203	12.6212	
9.07816	4.44444	23.5543	5.07576	
5.05517	4.95556	27.7029	5.10606	
7.74253	7.08889	43.6848	8.07576	
6.34943	4.91111	27.0036	16.2424	
11.0276	3.06667	41.7029	10.4545	
14.5954	4.13333	27.1812	9.19697	
11.2276	3.46667	40.0109	8.25758	
12.9379	2.42222	37.413	9.18182	
11.1563	2.97778	44.8406	10.8939	
13.3195	4.2	25.779	6.16667	
4.88966	6.64444	23.2717	11.3788	
21.1195	10.3111	41.3623	9.31818	
8.38161	3.28889	44.663	5.98485	
13.3034	5.91111	15.442	5.36364	
8.93563	3.37778	37.7065	9.07576	
11.5862	8.04444	41.3804	7.27273	
9.73333	9.11111	37.1268	6.45455	
8.45517	6.93333	28.8152	6.5303	
10.6069	7.4	43.0942	9.07576	
15.8	3.51111	38.6196	7.5303	
13.8391	3.28889	31.3043	7.45455	
12.092	1.4	29.0471	8.75758	
14.6207	12.2444	31.8804	6.71212	
13.0253	2.62222	39.75	6.63636	
12.2575	2	30.3116	6.71212	
14.977	5	51.6594	10.2273	
8.44368	2.88889	23.9565	7	
4.87356	2.82222	56.2717	7.37879	
10.0276	4.15556	38.4058	7	
16.131	4.68889	26.4601	9.45455	
9.6	5.53333	30.6159	8.63636	
20.7126	7.46667	42.2464	5.62121	
9.46207	2.93333	35.4239	9.5303	
8.66667	4.2	39.6884	9.30303	
9.84138	6.71111	46.7283	7.60606	
8.3954	6.77778	32.5181	8.15152	
5.35172	2.46667	44.9638	4.83333	
9.8046	6.44444	35.3442	5.34848	
11.0805	12.0889	32.5217	9.0303	
19.9425	9.31111	30.6268	11.197	
10.3195	1.88889	29.7138	8.5303	
7.24138	7	36.5652	10.3485	
14.3701	6.06667	24.1775	9.83333	
9.89655	7.15556	33.7536	14.4394	
11.1425	3.44444	37.6993	7.81818	
4.46437	3.42222	30.0761	13.8788	
13.6069	7.2	34.7826	14.5606	
12.3609	4.15556	28.5942	8.87879	
8.25287	2.71111	34.9384	7.62121	
7.03908	10.3111	33.5181	4.95455	
14.931	2.48889	50.8696	6.69697	
11.7241	7.77778	34.9819	7.45455	
13.5103	5.51111	45.2971	7.4697	
10.9494	5.91111	35.4928	9.12121	
11.3402	1.86667	32.75	12.1061	
8.31954	8.95556	28.2754	12.197	
6.55402	5.95556	17.8732	8.31818	
12.931	3.26667	45.5942	8.81818	
12.8069	1.62222	33.8696	12.9848	
9.9931	4.2	33.1304	10.4091	
4.91724	9.51111	26.4638	10.5152	
8.08276	8.31111	25.4783	7.56061	
11.3057	2.62222	48.1848	6.78788	
4.61149	5.51111	31.8949	6.42424	
7.37011	4.84444	25	6.93939	
8.83908	15.0222	37.6268	6.81818	
10.2069	2.73333	34.6413	6.69697	
10.0644	4.31111	25.9819	4.72727	
8.34253	3.37778	34.6087	7.75758	
6.28506	5.24444	40.1957	13.2121	
8.07586	4.84444	46.9638	7.89394	
3.9931	3.08889	31.5362	9.09091	
5.37011	5.4	19.5145	9.66667	
9.06437	5.37778	29.413	10.3182	
8.28276	5	32.4167	9.80303	
12.2023	1.6	33.1775	11.1212	
4.44368	3.44444	42.5	7.22727	
5.23908	9.46667	48.8297	6.07576	
10.7632	3.97778	29.6957	8.57576	
11.6184	3.4	33.3841	7.43939	
5.17931	5.26667	36.1449	8.37879	
13.9149	4.35556	20.9674	7.16667	
16.5218	5.22222	34.7971	11.1212	
9.21379	2.91111	23.75	6.4697	
7.1908	12.5556	30.5797	8.16667	
4.91494	1.68889	22.2138	4.92424	
7.82759	2.57778	35.4384	9.86364	
10.5103	3.28889	25.5109	4.71212	
8.57471	8.57778	40.2029	10.9091	
12.9011	4.46667	38.2717	9.12121	
5.78161	3.48889	64.692	14.1212	
14.2069	1.93333	26.9819	8.40909	
8.8092	5.53333	25.4565	6.51515	
8.82529	6.53333	17.4928	7.54545	
8.14943	0.6	36.7899	8.63636	
11.1517	2.26667	38.5652	6.04545	
6.03448	4.53333	40.4891	9.31818	
6.43908	1.42222	39.1341	4.45455	
23.9839	2.22222	35.0797	7.95455	
9.74253	3.37778	32.1341	6.19697	
7.84138	1.46667	34.7971	11.0758	
3.32184	5.24444	23.9094	10.3939	
7.27816	7.68889	32.7428	10.0303	
4.72874	2.97778	25.8188	8.89394	
12.8069	6.82222	24.3732	8.06061	
5.70345	10.7556	34.1703	6.22727	
11.4552	5.66667	31.1377	7.28788	
7.82759	6.31111	42.8333	4.72727	
9.9908	4.04444	21.75	7.83333	
13.8483	6.22222	34.8152	6.13636	
13.5402	4.51111	43.558	7.78788	
13.7471	2.93333	21.3043	7.78788	
10.8138	8.15556	32.2065	8.74242	
7.33793	6.24444	42.4638	10.5606	
18.6552	4.2	32.8514	6.5	
5.69195	10.4222	46.2826	6.63636	
10.1747	10.0667	31.5036	6.30303	
7.38391	3.57778	35.9493	8	
5.53103	4.35556	35.5725	8.74242	
11.4897	2.02222	34.4094	9.25758	
9.75172	3.8	36.0797	9.75758	
8.29655	4.35556	37.2899	7.45455	
11.1839	1.97778	15.2065	13.4394	
10.7356	7.71111	34.0797	5.68182	
13.0828	2.82222	27.0072	7.80303	
6.6069	4	39.4565	10.4848	
10.8621	12.3556	36.5109	10.303	
6.77701	4.48889	26.8841	7.9697	
15.108	2.97778	41.8986	5.06061	
5.0092	6.2	40.8623	3.74242	
5.1954	2.66667	28.9565	9.77273	
4.11264	2.84444	37.5362	4.59091	
12.4598	5.8	33.0507	9.5	
9.53793	4.84444	29.6522	5.60606	
2.96092	3.51111	49.4891	8.89394	
10.1793	2.73333	32.8696	9.68182	
12.6391	3.55556	31.6268	8.0303	
13.2207	6.04444	42.337	11.0758	
5.61609	2.26667	43.2029	5.69697	
11.6184	4.2	30.8406	5.80303	
5.64368	8.82222	30.8297	7.74242	
12.4414	9.06667	34.6486	12.2424	
7.91954	2.51111	38.2826	8.48485	
14.1172	3.95556	50.3949	12.6364	
4.53103	4.6	41.6812	8.42424	
12.3034	6.68889	32.8333	8.22727	
8.77471	5.77778	25.5036	12.3636	
6.26437	5.66667	30.1123	13.5758	
6.04368	4.53333	30.2826	9.78788	
5.94943	5.22222	33.7754	13.6061	
12.6299	3.68889	48.587	11.1667	
12.2943	3.11111	30.5761	8.87879	
8.77011	2.22222	33.1848	7.9697	
6.09655	2.37778	34.5906	7.30303	
8.29195	6.26667	28.3804	5.65152	
4.97011	0.711111	44.7464	5.86364	
17.177	7.86667	29.2717	9.62121	
9.94253	4.82222	26.1196	7.40909	
8.46897	1.73333	40.8587	5.10606	
8.3977	4.6	29.8478	8.65152	
10.3034	2.8	36.0362	7.37879	
7.90805	4.93333	40.837	8.30303	
8.69195	3.64444	35.1957	3.69697	
7.27356	2.66667	27.5217	6.90909	
5.76552	8.73333	46.6087	7.93939	
7.72414	5.28889	28.6341	9.25758	
8.26897	10.8	55.1739	4.25758	
5.42529	5.08889	45.0109	9.37879	
6.49195	2.68889	47.5543	8.18182	
12.6069	1.15556	42.4457	7.51515	
7.37011	6.15556	53.9674	8.92424	
10.2207	5.75556	45.4167	7.09091	
10.4276	10.5556	35.3333	5.84848	
7.71264	2.88889	38.9529	10.9697	
11.1862	2.13333	33.8841	8.16667	
10.3747	4.71111	44.9022	8.98485	
9.12184	15.6222	40.4674	9.78788	
8.31724	8.53333	43.9638	10.4242	
15.1195	5.64444	37.3225	6.40909	
14.0023	4.17778	34.6522	6.48485	
9.91954	8.62222	42.7572	10.3182	
19.6736	3.55556	30.0616	7.34848	
11.9287	5.62222	39.2826	5.15152	
11.0023	2.13333	34.1304	11.8333	
10.423	6.73333	23.0507	9.21212	
10.1287	5.55556	26.7246	7.43939	
10.9287	6.55556	36.3623	5.48485	
7.3977	4.84444	29.7609	8.27273	
6.53563	2.93333	39.058	5.75758	
14.6092	1.42222	47	7.12121	
9.70805	7.06667	17.4964	11.697	
7.92184	3.06667	33.2138	8.22727	
9.15402	2.62222	37.721	6.4697	
6.84828	5.95556	37.5181	8.71212	
3.45747	11.2222	32.0906	9.60606	
13.8184	3.88889	23.721	9.87879	
11.1471	2.04444	34.3261	7.63636	
9.55632	3.22222	34.413	8.07576	
13.3609	9.6	33.058	12.1818	
20.1103	1.91111	31.6594	4.87879	
16.2529	4.68889	25.6884	5.39394	
4.26207	5.48889	31.7355	12.5152	
9.61609	2.08889	25.779	12.5606	
11.423	2.66667	35.7174	4.4697	
12.6575	4.17778	37.5109	8.71212	
13.4552	9.11111	45.3623	6.9697	
12.5931	1.22222	30.6087	8.5	
7.89195	10.4667	35.5036	7.51515	
7.24368	5.28889	30.4855	7.33333	
8.23218	8.46667	30.4058	16.5758	
7.91724	4.86667	20.5978	6.84848	
12.2759	1.97778	41.1123	5.5303	
16.1103	1.11111	45.7065	7.63636	
13.177	3.33333	42.1413	4.77273	
7.05517	1.31111	30.2138	7.80303	
11.3195	7.44444	45.5362	14.1818	
4.33103	3.64444	21.1341	8.60606	
5.91724	4.17778	31.3043	11.4394	
6.52184	3.95556	33.2246	6.19697	
10.7356	6.73333	24.9203	7.30303	
5.97241	5.82222	32.3007	6.40909	
9.76092	5.35556	27.6775	7.19697	
7.08276	4.68889	36.2138	8.54545	
7.54023	6.95556	37.7826	13.8333	
4.68966	2.57778	27.5471	11.2424	
11.3793	5.17778	27.6341	6.74242	
6.26897	8.42222	34.6775	10.0606	
8.50115	3.26667	35.1123	6.83333	
8.30805	3.66667	41.2065	5.81818	
14.9103	3.4	40.3116	5.71212	
9.82299	7.48889	45.2029	9.93939	
6.04368	3.04444	48.4529	5.36364	
12.9172	7.77778	49.9819	14.9848	
10.4966	8.75556	28.2971	7.87879	
10.6506	2.35556	43.0036	6.27273	
12.7471	5.93333	35.2681	8.51515	
8.56782	3.68889	48.1522	8.5303	
11.7241	3.51111	34.9601	5.37879	
14.3126	6.28889	29.0036	9.51515	
7.8	6.64444	27.1014	12.2727	
10.6851	4.2	41.6014	6.68182	
14.9977	2.35556	32.0435	4.56061	
8.34253	2.93333	37.4565	9.84848	
8.23678	2.44444	20.9239	9.13636	
9.93793	1.91111	51.6304	9.98485	
16.2368	4.88889	43.3877	6.07576	
6.4046	14.8444	37.2754	6.93939	
11.2805	2.75556	33.8913	10.2121	
8.37471	5	38.8551	7.15152	
9.12414	9.4	33.0507	6.9697	
