ZengE[0]	ZengE[1]	ZengE[2]	ZengE[3]	
-0.227073	0.03523	-0.588468	-0.647927	
0.0307575	0.139871	-0.125223	-0.438684	
0.119764	-1.4038	0.216914	0.693884	
-0.853084	-1.0366	-0.400545	0.929743	
0.329222	-0.663811	0.323053	-0.0308736	
0.409696	-0.67372	0.971624	0.0373258	
-0.238608	-1.18155	0.212404	-0.31357	
-0.770895	-1.30245	0.0864521	-0.173174	
-1.24329	0.339828	-0.28421	0.503446	
-0.526807	1.98619	0.033049	0.0766147	
-1.39904	0.263112	-0.356898	-0.115503	
-0.786994	-0.150318	-0.533269	-0.912108	
-0.260176	1.83827	0.310306	0.22915	
-0.799165	0.00713363	-0.144662	-1.05013	
0.301492	-0.0839432	0.521265	-0.321538	
-0.284612	-1.38087	0.19195	0.559894	
-0.724921	-1.22392	0.199629	0.346818	
-0.565032	-0.214021	-0.68452	-0.23378	
-0.178192	1.17717	-0.383868	1.065	
-0.421834	0.526333	0.692653	-0.801582	
0.717942	-1.32908	0.490713	-0.842454	
-0.108032	-0.200828	-0.425645	0.507398	
-0.174442	0.707094	0.822249	-0.576265	
-0.143778	0.307386	-0.348633	0.53422	
0.0532071	-0.597872	0.363596	0.143545	
-0.00194385	0.544027	-0.0106785	0.970459	
-0.100929	-1.11638	0.355121	-0.312567	
-0.191728	-0.371178	0.142448	-0.106309	
-1.57042	-0.371178	-0.708502	0.583937	
-1.30688	1.43014	-0.344624	2.16339	
0.807802	1.05992	-0.445666	-0.760582	
-0.066457	-1.57419	0.489135	0.842531	
1.2515	0.289413	-0.550854	-0.242142	
2.06252	-0.356641	0.47597	0.198348	
0.00146345	0.162429	-1.07603	-0.120401	
-0.518746	-0.866346	-0.425387	-0.167811	
-0.199338	-0.79317	-0.0595259	0.0402009	
0.40151	0.530501	-0.255236	-0.596504	
-0.970254	-1.21857	0.114448	-0.44174	
-0.415898	0.278821	-0.268099	-0.331903	
1.08281	-0.159145	0.430107	-1.67708	
0.589959	-0.286003	-0.232412	1.30993	
-0.248775	-0.144608	-0.328006	0.272766	
-0.11908	1.36158	-0.292786	-0.494856	
-0.968338	0.289413	-0.536996	-0.169504	
-1.37639	1.15623	0.18288	0.072851	
-0.88906	-0.299669	0.494013	0.241745	
-0.852686	-1.30062	-0.417252	-0.223517	
-1.11968	-2.00432	0.13816	-0.754832	
0.870319	-0.160417	-0.262864	0.858206	
0.5679	-0.0702712	-0.375893	0.162703	
-0.295963	-0.0355973	0.297159	-0.254048	
-0.690407	-0.286003	0.501057	0.620368	
0.825042	1.47395	-0.41821	0.242317	
0.892146	1.24938	-0.0779966	-1.56533	
1.52229	0.263112	0.0705357	-0.578863	
0.893409	-1.15529	-0.92624	0.760765	
0.907344	-0.599679	-0.0984094	0.459459	
0.278602	0.607627	-0.0688139	-0.12835	
-0.21928	-1.30245	-0.840586	-0.564467	
-0.481359	1.56787	-0.443241	-0.0531802	
0.700342	0.174266	0.464378	1.26294	
-0.715181	-1.54054	0.367173	1.24422	
0.768968	-1.20871	-0.658918	0.0506004	
0.762697	-0.76932	-0.112869	0.0883446	
0.109249	-0.491671	-0.0529497	0.961031	
-0.511838	0.36051	-0.210017	-0.685927	
-0.0719256	-0.00578356	0.0674582	0.793434	
-0.134344	1.38247	-0.364625	0.458119	
-0.482468	0.862025	0.168084	-1.31092	
0.22862	0.0408565	-0.329242	-0.846199	
0.925405	0.0978141	-0.986927	-0.104891	
-0.6244	-0.138376	-0.621181	0.0996757	
0.147186	-0.500197	-0.508902	0.110789	
-0.194172	1.0257	-1.28421	0.826049	
0.242942	-0.866346	0.821587	-0.465956	
-0.652429	-0.882228	0.884462	-0.912108	
0.0968838	-0.962659	-0.15795	1.60575	
0.433482	0.164812	-0.430517	-0.293805	
-0.233638	-0.219168	0.403371	-0.134536	
0.969876	0.181554	-0.438197	-0.282645	
0.481001	-1.91405	0.592851	0.869336	
-0.637324	1.00931	1.01811	0.0244758	
-0.352731	-1.20187	0.381164	-0.291652	
0.158107	0.193099	-0.172647	0.521674	
0.784792	-1.46344	0.166191	-0.170249	
-0.165212	-0.137202	-0.61728	1.98887	
-0.236871	1.34049	-1.36488	0.161682	
-0.605058	-0.737037	-0.413463	-1.44831	
-0.362542	-1.18155	0.714134	-0.393821	
-1.28083	-0.295562	-0.398267	-0.706661	
0.939029	-0.5138	0.451673	-0.191549	
0.445142	-0.292527	0.498295	1.08759	
1.14102	-0.919752	0.00245426	-0.763999	
-0.970449	0.923346	-0.380522	0.143545	
-0.152803	-0.292527	-0.7768	1.29782	
-0.26802	-0.67799	-0.326019	0.632838	
0.546511	-2.07057	0.243329	1.10833	
-1.13698	-0.829372	-1.19972	-0.896416	
0.609928	-1.02209	0.55305	-0.291652	
-0.149011	-0.187083	-0.382384	0.00750046	
0.235192	-1.08278	-0.111669	0.0524945	
0.0443309	1.61859	0.0726871	-0.278208	
-0.601665	0.911672	-0.553789	1.47324	
0.0876488	1.66011	-0.924711	0.128048	
-0.929302	0.770979	0.758102	-0.60589	
-0.174993	1.19732	-0.0855617	1.46381	
-0.46799	-0.695777	-0.694457	0.222165	
0.00310643	-0.283886	0.406682	-0.0947421	
-0.443072	2.52477	-0.0680175	-0.0854614	
0.582542	0.741257	-0.126686	-0.171563	
1.11787	0.328019	-1.08965	0.461059	
-0.0544253	-0.711878	-0.686078	0.760765	
-1.02068	0.704277	-0.0872495	-0.121315	
0.634396	1.2721	-0.305852	0.772626	
-0.338702	-0.536742	0.311795	-0.0818986	
-0.466416	-0.204573	-0.339914	-0.393727	
0.861853	-0.416152	-0.400789	0.515004	
-0.465359	0.427976	-0.000316067	-0.760582	
0.314806	1.43014	0.0180011	0.486703	
0.369025	0.654973	-0.210009	0.648622	
0.0656261	-0.403654	-0.438109	1.10712	
-0.14139	-0.711878	1.45336	-0.342857	
0.566408	-2.1817	-0.117079	0.643037	
-0.576	-0.607401	-0.738418	-0.249553	
0.096007	0.0744316	-0.124297	0.991826	
-0.308847	-0.326318	0.326988	0.0119321	
-0.332539	0.452919	-0.181837	0.647165	
0.357229	-0.896059	-0.183877	-1.05013	
-0.618012	-0.45163	0.806748	-0.67304	
-0.690407	-1.38087	0.237713	-0.0308736	
-0.29066	-0.62591	-0.347888	0.258723	
-0.658672	-1.98382	1.0039	0.459106	
-0.755649	0.830652	-0.953965	1.02996	
0.233666	-0.898511	0.147705	0.426304	
0.729877	2.18534	0.723093	-0.452137	
-0.902524	0.741257	-0.572787	0.598356	
0.986992	0.279581	-0.7725	0.371733	
0.210235	1.17012	-0.464671	-1.21335	
-0.293967	-0.338718	0.13439	-0.880441	
-0.849599	-1.37165	0.421282	0.0506004	
0.0652789	0.778923	0.27552	-0.153867	
0.694072	1.64844	-0.374969	-0.204726	
-0.777123	-1.22392	0.426098	0.241959	
-1.22132	0.0192147	-0.767411	-0.797591	
0.483795	-0.49653	0.629919	0.325092	
0.188918	-0.541528	-0.111289	0.212848	
-0.623782	1.62685	-0.0717435	-1.01481	
-0.224349	-0.283433	0.134001	-0.100387	
-0.928814	-0.281945	0.212588	-0.272005	
-1.17933	-1.13035	0.839658	-0.39424	
1.5542	0.661927	0.087197	0.134006	
-0.561935	-0.204573	-0.236731	-0.458446	
-0.889742	-0.827424	-0.0445106	-0.0182317	
-0.342683	1.06067	-0.557911	-0.662132	
1.06376	-0.62591	0.262269	0.296104	
-0.540221	-0.536742	0.402436	0.152882	
0.147186	0.345573	0.0896069	-0.102971	
0.534952	-0.473567	-0.148795	0.17974	
0.0576913	0.345573	-1.17868	0.0244758	
-1.32955	0.734682	-0.247589	-0.647199	
-0.22215	0.482039	0.663373	0.309791	
0.409042	-0.281761	0.242742	0.4579	
-0.461725	2.16201	-0.18539	0.133619	
0.613338	0.707623	0.652306	0.123046	
-0.0922502	-0.810729	0.0315498	0.748965	
0.654169	0.341279	0.590176	-0.225835	
-1.24061	-0.797053	0.189819	0.222165	
-0.71045	-1.30245	-0.014804	-0.632327	
-0.393265	-1.30245	1.52111	0.222165	
0.883985	-0.687966	0.428754	-0.00265227	
-0.849512	0.480103	-0.4755	-0.591992	
-0.525413	-1.18284	-0.328479	0.644869	
0.30523	-0.458463	-0.636433	0.702134	
0.0912586	0.447052	-0.135965	-0.0445515	
-1.27335	-1.57419	-0.888318	0.518052	
0.167864	-0.648611	-0.179847	0.491899	
-0.387559	-1.01143	-0.144551	0.610112	
-0.375588	1.33976	-0.261158	0.403976	
0.219747	-1.0191	-0.404958	-0.212149	
0.102136	-0.422258	0.048029	0.99032	
-0.230691	-1.62205	0.735974	-0.557134	
-0.748396	-0.744114	-0.334811	-0.983083	
0.294591	-0.882228	-0.546834	-0.0975087	
1.26484	-0.918764	0.509247	-0.22012	
0.309444	0.616714	-0.866186	-0.544925	
0.747495	-0.0159487	-0.940051	-0.0671457	
-0.260027	-0.695777	-0.300375	-0.265278	
-0.339642	-0.415815	-0.188089	-0.802664	
0.566012	0.848737	0.0305961	0.45784	
-1.32489	0.741257	-0.200217	-0.234879	
0.80663	-0.657331	-0.166927	-0.28539	
-0.259416	-0.711783	-0.12555	1.11229	
1.07145	-1.17316	-0.678732	0.0506004	
-0.26989	-0.313665	0.0651923	1.26139	
-0.238608	-0.890357	-0.198984	0.496086	
-0.887599	-1.51493	-0.485938	-0.528411	
-0.415497	0.638108	-0.325016	0.788712	
-1.38445	0.633292	-0.511719	0.28236	
0.957664	-0.431705	-0.176456	0.376994	
-0.7303	0.480103	0.209027	-0.596504	
-0.777631	0.821271	0.0203698	0.225538	
-0.430693	1.96521	0.106902	0.501722	
-0.422366	-0.0906409	-0.489093	0.133619	
-0.147983	0.821271	0.363335	0.212848	
-1.42197	-0.196709	-0.785668	1.17053	
0.00541866	-0.0839342	0.525657	-0.681962	
0.245281	-1.21857	0.334104	0.632838	
-1.33543	-0.106329	0.419754	1.94078	
-0.736752	-0.805977	-0.144449	-1.08817	
-0.0186512	1.0768	-0.437988	0.296653	
-0.102305	0.402781	0.032591	1.31099	
0.0468205	0.516418	0.191793	0.610488	
0.356804	1.22718	-0.237127	0.199031	
-0.216463	-0.122386	-1.02984	-0.196268	
-1.11313	-1.01143	-0.784372	-0.538185	
0.953394	-1.73703	0.201463	-0.435583	
-1.56175	-0.515434	0.113072	0.667837	
0.270947	-0.642652	0.24827	1.2288	
0.519567	-0.0656212	0.126416	0.222854	
0.658116	-0.554735	0.543708	0.0792378	
-0.278053	-0.491671	0.521118	0.835333	
1.43405	0.225398	-0.88537	0.0402009	
1.86973	-1.23676	0.278284	-0.474817	
-1.47367	-0.1467	-0.115776	-0.802128	
0.958934	0.208795	0.664593	0.930666	
-0.303026	1.64106	-0.588302	0.409241	
-0.414996	-0.866346	0.564108	0.862352	
0.545588	0.102541	-0.645266	0.50533	
0.905829	0.193099	0.446618	0.550262	
-0.715252	0.015321	0.379555	0.272764	
-1.4431	1.03398	0.118021	0.8612	
-0.381626	-1.13969	-0.183079	-0.564032	
-0.590953	-1.48188	0.106722	0.673769	
-0.597532	0.774468	-0.0342624	-0.0854614	
0.360163	0.802885	-0.332547	-0.338107	
1.22479	-0.893667	-0.164055	-0.452137	
-0.52441	0.792192	0.555124	0.593172	
-0.0169563	-0.704551	-0.868465	-0.427922	
0.749633	0.255192	0.71523	-0.267829	
1.98564	-1.73719	0.208957	-1.03548	
-0.371125	1.5177	0.201825	-1.02311	
-0.908805	-0.563741	-0.416536	-0.688098	
-0.24688	-0.967403	-0.161037	-0.509357	
0.949916	-0.607401	-0.214977	-0.140049	
0.13802	-0.928152	0.314223	0.336431	
-0.0922502	-0.541528	0.249373	0.401811	
0.359887	-0.416152	-0.130259	0.22915	
1.00623	-0.849098	-0.394314	1.04767	
0.681074	-1.65475	-0.351557	0.0119321	
1.27665	1.16677	0.574129	-1.09724	
-0.30071	-1.21857	0.107698	-0.121315	
1.7314	0.122364	-0.295687	-1.05814	
-1.96969	0.00713363	-0.665167	0.423764	
0.758824	1.51841	0.318114	-0.00265227	
0.025171	0.492546	1.13142	0.403976	
0.764667	-0.64766	-1.07424	0.351241	
-0.568543	-0.687966	-0.145686	1.5533	
0.198363	0.181554	-0.239144	1.15166	
-0.20714	0.339828	-0.494861	1.37439	
-0.345015	-0.409967	0.403782	-0.0308736	
1.45832	0.86325	-0.0164743	0.241745	
0.914146	-0.64766	0.167792	0.930666	
0.534952	-2.13815	-0.165465	0.907216	
-0.11481	-0.326318	-0.396068	0.305418	
0.460279	-0.805977	-0.0208472	0.217645	
-0.387639	0.425824	0.625464	-0.506739	
-0.224348	0.225513	0.521118	0.133227	
0.42941	-0.200828	-0.0864955	-0.190322	
-0.397465	-1.82948	-0.342491	1.19221	
-0.33652	-0.0543829	0.13445	-1.12382	
0.279556	-0.38478	1.04983	-0.28539	
0.436885	1.47395	0.146304	0.877232	
-1.44326	1.39454	-0.460815	-0.909535	
1.02884	-0.994898	-0.437155	-0.315925	
0.307881	-0.292527	-0.0835719	0.198709	
-0.528687	-0.46785	0.71662	-0.765598	
-0.0283606	-0.216692	-0.462877	-0.618138	
0.62556	-0.075196	0.15	-0.28539	
-0.0928613	-2.11842	0.1601	-1.59946	
-1.12606	0.736751	1.08492	-1.05705	
0.214125	-0.405904	-0.240104	-0.642652	
-0.0215431	1.06067	-0.064	0.346818	
-0.667458	-0.807145	1.29124	-0.00265227	
-0.753695	1.00391	0.927238	-0.969113	
0.210784	-0.94681	-0.327712	-0.627133	
-0.58411	0.807437	0.196381	-0.284461	
-0.214477	0.669155	-0.355691	1.42495	
-0.755649	-0.0159487	-0.270455	-0.716103	
2.22658	-0.791565	-0.275567	0.486115	
-0.404134	0.139871	0.0593877	0.458392	
0.441274	0.492546	-0.721903	1.24954	
-0.283868	1.48806	0.609203	0.974809	
0.339889	-0.159145	0.274523	1.20302	
-0.0169563	0.225398	-0.526325	-0.581514	
-0.384008	0.30478	0.191274	-0.0108858	
-0.00555201	0.11769	0.060311	-0.380991	
-1.29331	-1.62003	0.279618	-0.719909	
-0.614498	-0.387287	-0.188167	0.355629	
-0.321578	0.410691	0.3903	-0.67304	
-0.652503	-0.181399	0.394853	-0.494856	
0.070954	-0.326318	0.0147802	0.287494	
0.00953043	-0.5138	0.129917	1.12629	
-1.29924	-0.0906409	-0.800405	0.177849	
-0.729991	0.862025	-0.93486	0.164945	
0.0859646	-1.18155	0.98399	0.362521	
-0.0335396	-1.08419	-0.383272	-0.699907	
-0.619126	-0.286003	0.456284	0.0577181	
-0.812939	2.12367	-0.2986	-0.444458	
0.655922	0.624582	0.885796	-0.143152	
-0.0624898	-1.08419	-0.425491	0.581503	
-0.689545	0.439952	-0.267399	-0.914864	
-0.67958	0.345573	-0.116154	-0.146958	
1.29454	0.0546964	0.79728	0.0402009	
-1.4452	3.37652	0.859517	-1.0674	
-0.53472	0.616714	-1.20295	0.111757	
-0.0242331	1.89947	0.413912	-0.319672	
-0.550766	-0.0550895	-0.336483	0.255307	
0.593443	-0.515434	0.049209	-0.496057	
-1.12222	0.0408565	-0.234277	0.742055	
-0.213052	-0.568442	0.317051	-0.424928	
-0.281871	-0.577406	-0.641896	0.000347122	
-0.175623	0.681649	0.173291	-0.214368	
-1.31581	-0.607401	0.029656	0.99032	
-0.343614	0.289413	-0.658359	0.742055	
0.134469	-0.0304785	0.621375	-0.0604814	
-0.487509	-0.295562	0.0439329	-1.57809	
0.062698	0.721622	0.00632062	-0.756839	
-0.165915	-1.32908	-1.08869	0.289809	
-0.881533	-0.898511	0.0603597	-0.277141	
-0.285287	0.228474	-0.460938	-0.102971	
-0.327582	-0.545301	0.0914239	1.88281	
0.931852	-0.352846	0.410821	-0.564192	
-1.28114	1.33976	0.602043	0.457974	
0.0440298	0.572066	-0.529513	-0.278208	
0.392628	1.84337	0.722025	-0.12835	
0.202969	-0.614938	-0.422312	-0.463544	
0.0452042	-1.47195	-0.320542	0.371733	
0.874896	-0.744114	1.43211	0.296653	
0.0112962	-0.558231	-0.311873	-0.718191	
-1.06333	-1.30062	0.265638	-1.39557	
0.397572	-0.45163	0.0640161	0.174182	
0.18086	1.24938	-0.430428	0.515004	
-0.429836	-1.62157	0.275229	0.072851	
-1.81018	-0.64766	-0.366015	-0.189851	
0.0975681	0.187358	-0.152674	-0.20859	
-0.73962	-0.416152	-0.582009	0.496086	
0.286404	0.450129	-0.643824	-0.406793	
-1.33902	-0.142682	0.156289	0.951706	
0.189086	0.556525	0.290674	-0.474817	
-0.935137	1.11079	-0.0337033	0.581503	
0.297865	-0.37747	-0.369809	-1.2323	
0.594464	-0.880435	-0.785995	0.413719	
0.219952	0.193099	-0.16567	0.039247	
0.348202	-2.00432	-1.12597	0.161682	
0.52929	2.16741	-0.346583	0.412304	
-0.276757	-0.5138	0.0193289	1.71637	
0.520069	-0.371178	-0.159743	-0.494676	
-1.28425	-0.0963328	0.24689	-0.797591	
-0.152803	-0.233981	-0.613532	-0.481662	
-0.039765	-0.702828	-0.0781804	0.381685	
-1.33543	0.0798885	-0.534438	0.654574	
0.127987	-1.74264	0.559098	-0.342857	
-0.830561	1.94322	-0.0130676	-0.904867	
-0.324873	1.00931	0.480801	0.161682	
0.360163	-1.48799	-0.523026	0.487323	
-0.658269	0.181763	0.12009	0.0430459	
0.0155106	-0.403654	-0.16751	-1.17583	
-0.928814	-0.79317	-0.074945	0.387844	
-0.258449	0.784302	0.2382	-0.109755	
-0.561798	-1.13775	-0.0725752	0.457842	
0.182835	-0.0958404	0.227551	0.462812	
-0.935577	-0.473567	0.115625	-1.09301	
0.230658	1.33127	-0.0529497	-0.00993024	
-1.54731	-0.288467	-0.504578	0.274217	
1.02559	-0.865924	0.11321	-1.01749	
1.04558	0.0967861	-0.481611	-1.04707	
-1.06583	0.151984	0.442439	0.174182	
0.150749	-0.648611	-0.077233	-0.0273687	
0.249459	-1.05897	-0.102299	-0.726972	
-0.242598	0.353228	0.565155	0.360798	
-1.22503	-1.38087	0.132211	0.250656	
0.0680379	-0.770033	0.132274	-0.435583	
0.25581	-0.183198	0.260033	-0.555942	
0.0812189	0.838612	0.0647064	0.457832	
-0.773445	0.86455	0.319991	0.300785	
-0.117579	0.596495	0.876692	-0.366963	
-0.782815	-0.574905	0.0784889	-1.05013	
-0.804654	-0.0175689	-0.0366367	0.904305	
0.656309	2.06611	-0.0652705	-0.476966	
-0.815602	0.880192	-0.363046	-0.863554	
-0.526342	-0.196709	-0.256414	-0.338603	
-0.361709	0.770979	1.01439	-0.859273	
0.217592	1.0507	1.08326	0.939255	
0.454969	-0.737037	0.371351	-0.547343	
-0.51025	-1.09188	-0.644553	1.03861	
0.494855	-0.597872	-0.0144113	-0.304723	
-0.88137	0.327169	-0.653274	0.093731	
-1.76151	-0.671669	0.176047	0.641331	
1.31553	1.35409	-0.486064	-0.393727	
-0.628076	0.03523	-0.244561	1.01185	
-0.941046	-1.62003	0.490859	-0.623523	
-0.093649	-0.865924	-0.265022	-0.367483	
0.163338	0.756618	0.483011	0.507398	
0.116956	-1.30036	0.211564	-0.0923139	
-0.279256	-0.599679	-0.106831	0.29384	
-0.0499352	0.707094	-0.79384	-0.167811	
