H[0]	H[1]	H[2]	H[3]	
2.22529	-2.66667	-7.21014	-0.424242	
-4.98391	-3.55556	-8.81884	-1.69697	
4.15632	0.977778	9.52174	-3.63636	
0.285057	-0.888889	-3.69565	2.87879	
4.37701	2.31111	5.76812	1.45455	
1.6	0.711111	3.31884	0.666667	
4.22989	-1.51111	-0.101449	-1.21212	
2.73103	-1.68889	2.34058	3.21212	
4.81839	1.51111	11.2971	2.39394	
-2.74023	1.77778	11.6087	0.030303	
-3.51264	1.24444	1.54348	-0.575758	
4.77241	0.888889	9.68116	0.121212	
0.496552	0.888889	3.47826	2.27273	
-3.5954	2.04444	4.48551	0.848485	
-2.13333	3.02222	8.97101	3.39394	
1.77471	-0.177778	0.637681	-10.1212	
-0.57931	-2.48889	0.23913	2.06061	
3.03448	0.177778	-5.68841	2.87879	
4.22069	0.888889	-13.3696	-1.81818	
-1.37011	1.33333	4.8913	1.36364	
3.28276	-2.48889	-8.52899	0.878788	
-0.257471	2.22222	14.029	3.63636	
-4.71724	2.4	-3.9058	1.93939	
-3.2	2.13333	4.86957	-4.21212	
-3.9908	-0.0888889	5.75362	0.575758	
4.78161	1.68889	-6.50725	3.33333	
-1.71034	1.42222	4.34058	2.09091	
-4.61609	0.711111	-6.81884	0.757576	
-0.524138	-4.62222	-8.18116	-0.363636	
3.21839	-0.0888889	-10.1739	0.939394	
0.137931	-0.622222	-1.86232	0.666667	
-5.65517	2.57778	-3.42754	1.30303	
1.43448	2.4	-3.07971	-6.78788	
5.14023	-0.355556	-6.38406	1.48485	
3.92644	-0.444444	-2.71739	-1.09091	
3.75172	-0.977778	4.62319	-0.030303	
-0.836782	0.0888889	9.71014	2.42424	
-0.395402	0.977778	9.51449	0.181818	
-4.16552	1.77778	2.13768	0.333333	
2.37241	2.84444	8.5942	-3.87879	
3.43908	-1.95556	5.74638	2	
1.97701	1.86667	1.31884	2.84848	
4.51494	-2.4	4.65217	-1.66667	
0.965517	2.57778	5.31159	2.57576	
-4.61609	3.46667	-3.64493	0.848485	
2.15172	1.06667	4.63768	2	
-5.66437	-2.93333	0.0724638	-7.18182	
6.54713	-0.177778	3.56522	-3.06061	
0.616092	0.977778	3.43478	-1.0303	
-9.94023	1.33333	3.32609	-1.18182	
-5.43448	-2.84444	-2.13043	1.60606	
-5.25057	1.33333	-14.8768	1.42424	
1.36092	-0.0888889	4.81159	-1.75758	
3.04368	0.622222	-11.1739	-0.30303	
4.4046	2.22222	3.62319	1.21212	
-1.68276	-1.42222	3.14493	-0.969697	
1.36092	-0.977778	-5.13768	-0.939394	
-0.983908	-5.06667	3.26812	0.484848	
0.349425	-11.1111	-14.3841	1.87879	
0.23908	2.57778	7.7029	4	
-0.57931	-0.177778	-3.57246	-5.69697	
3.08046	4.88889	7.95652	1.15152	
-3.77931	1.68889	8.02174	-3.09091	
-3.62299	-0.355556	6.51449	-2.45455	
4.22989	0.177778	10.1522	4.06061	
1.50805	-9.6	2.2029	-3.42424	
-0.708046	-2.93333	-12.3841	-2.54545	
2.54713	-2.4	0.456522	3.12121	
-0.358621	2.13333	-3.58696	2.36364	
3.93563	2.04444	1.86957	3.39394	
1.77471	1.42222	-6.0942	2.0303	
-1.91264	-6.57778	-23.6522	1.81818	
-4.1931	1.24444	6.7029	1.30303	
-1.5908	1.86667	-22.7826	-0.393939	
-1.0023	1.68889	-18.0942	1.09091	
-3.35632	0.0888889	-20.5435	-1	
-1.67356	-0.711111	0.869565	-1.42424	
3.97241	1.15556	3.45652	-0.0909091	
0.882759	2.57778	3.65942	0.969697	
-4.28506	1.06667	3.96377	-0.151515	
2.51034	2.57778	4.26812	0.0909091	
0.229885	-5.06667	2.99275	2.66667	
1.18621	1.42222	-12.2391	-1.18182	
3.93563	-2.66667	-29.0725	0.212121	
-3.5954	1.95556	-2.97101	-4.36364	
1.31494	-4.44089e-16	-10.1957	0.909091	
-0.468966	1.06667	7.31884	-0.424242	
3.2	1.77778	6.83333	1.75758	
2.63908	-4.88889	1.52174	2.27273	
-5.53563	3.55556	-16.8913	4.12121	
3.36552	3.91111	6.98551	2.0303	
-4.71724	-2.75556	6.55072	-5.81818	
2.97931	2.48889	0.253623	3.30303	
4.08276	1.68889	-0.289855	0.666667	
-10.069	0.977778	-8.68116	-2.12121	
2.98851	-0.8	9.55072	0.939394	
-0.873563	0.888889	5.69565	0.909091	
4.1931	2.57778	-3.37681	0.787879	
4.96552	2.22222	-3.24638	3.9697	
-0.257471	-3.64444	-1.91304	0.181818	
-6.57471	-2.31111	-9.6087	-1.36364	
3.95402	1.86667	4.31884	1.12121	
4.94713	3.2	4.21014	3.57576	
2.14253	3.55556	-4.73188	-3.33333	
-7.61379	1.6	-0.565217	1.66667	
-7.35632	0.355556	10.5942	-0.272727	
4.34943	-1.15556	1.31884	-0.30303	
-1.25977	3.28889	10.1087	-0.30303	
-0.928736	-11.7333	6.19565	2.69697	
0.367816	1.95556	-12.5942	1.06061	
-0.726437	-3.91111	5.54348	-3.15152	
3.53103	0.533333	5.58696	-0.909091	
1.67356	1.86667	1.18116	0.636364	
3.24598	2.13333	9.56522	1.51515	
-2.51034	0.711111	4.93478	-2.33333	
-0.652874	1.33333	-5.94203	0.212121	
1.02989	-7.82222	14.1159	-0.727273	
3.24598	1.24444	-24.7464	-0.181818	
1.78391	1.77778	4.93478	2.72727	
-3.46667	2.4	8.0942	1.81818	
-3.58621	2.66667	-4.77536	-2.21212	
2.23448	1.33333	6.13768	1.90909	
-4.12874	-13.6	15.4565	-1.57576	
-1.42529	1.06667	-9.1087	-2.72727	
3.24598	3.2	-1.2971	3.60606	
3.32874	1.86667	4.2971	0.151515	
-0.23908	4.71111	1.92029	-2.09091	
0.505747	1.42222	-19.7536	0.424242	
4.17471	1.42222	4.37681	-3.27273	
3.15402	0.977778	-14.087	-1.09091	
-0.0183908	-1.33333	0.507246	-1.63636	
-1.03908	1.51111	3.12319	-1.18182	
-3.94483	-0.977778	-0.746377	2.09091	
-0.772414	0.355556	6.65217	-2.60606	
4.85517	-2.13333	-10.9565	1.21212	
-5.45287	1.95556	6.11594	-1.48485	
-0.855172	-0.0888889	4.46377	-2	
1.53563	0.977778	1.21014	-1.60606	
-10.6483	1.51111	-1.8913	3.33333	
3.90805	-0.622222	2.68841	-6.66667	
-2.86897	-0.444444	3.45652	1.63636	
1.81149	1.24444	13.5072	4.60606	
-4.49655	-4.53333	-3.98551	5	
-0.478161	-5.15556	12.4203	0.181818	
-2.06897	-6.4	-21.4565	1.09091	
0.386207	0.266667	5.92029	2.0303	
-8.48736	2.4	5.15942	4.48485	
-1.92184	0.711111	-20.8333	-6.72727	
-5.94023	-0.977778	-2.63768	-1.87879	
1.01149	0.977778	4.57246	-0.69697	
1.6	-1.15556	-2.23188	0.969697	
-2.05977	1.42222	2.14493	2.51515	
0.689655	-0.355556	-15.9783	-12.303	
4.68046	0.533333	-3.25362	-1	
5.16782	0.533333	4.15217	1	
2.74023	1.06667	-13.5072	0.454545	
-2.17011	-12.8889	2.95652	-1.60606	
-1.78391	-1.68889	9.13768	1.90909	
2.57471	0.177778	-2.52899	1.21212	
2.56552	2.13333	10.1884	-0.909091	
2.55632	2.4	-6.74638	4.84848	
2.1977	0.266667	10.5072	1.60606	
-10.9057	1.51111	3.9058	1.9697	
0.56092	1.42222	1.92754	2.33333	
-1.81149	0.177778	-26.471	0.939394	
1.44368	0.711111	-5.37681	-4.12121	
3.2	1.51111	0.753623	-0.69697	
-0.487356	-2.13333	-6.78261	2.12121	
3.10805	-0.444444	7.23913	3	
-1.37931	-0.355556	10.9855	1.09091	
-2.2069	1.33333	0.427536	1.30303	
-0.570115	0.977778	2.44928	3.12121	
-8.97471	2.22222	15.5217	-3.33333	
0.404598	-7.46667	2.86232	-4.24242	
2.68506	2.93333	-12.9348	-4.42424	
4.11954	1.77778	-4.62319	-0.939394	
0.202299	1.24444	4.73913	2.09091	
0.744828	2.04444	7.3913	-3.24242	
4.47816	0.622222	-25.1522	-4.78788	
-0.156322	0.355556	2.15217	1.09091	
1.57241	0.8	-31.3043	-8.72727	
2.12414	1.51111	5.03623	-1.57576	
1.97701	0.977778	6.56522	2.09091	
1.28736	1.24444	-1.96377	-0.151515	
1.54483	-4.35556	3.62319	5	
-4.33103	0.177778	-15.3188	0.787879	
2.74943	0.355556	-7.6087	1.51515	
2.61149	-1.06667	-5.78986	-3.48485	
-6.05977	2.04444	13.058	-1.9697	
-2.91494	2.66667	13.1377	-0.181818	
2.93333	-2.04444	10.6087	-2.45455	
5.25057	0.266667	-6.4058	0.545455	
-1.8023	1.24444	0.181159	3	
-5.22299	-2.84444	4.36232	-1	
-0.597701	-2.57778	-4.37681	-0.636364	
1.32414	0.8	-17.3406	0.30303	
-10.069	0.622222	5.26087	1.24242	
1.5908	-7.28889	-19.2899	2.15152	
3.95402	1.86667	-3.81159	1.15152	
-4.30345	-6.75556	-11.7246	1.45455	
-1.27816	2.13333	3.42029	-1.78788	
2.08736	-3.28889	12.2029	0.424242	
0.836782	2.57778	2.7029	-6.66667	
-6.81379	1.68889	-9.78986	0.151515	
2.9977	0.977778	0.963768	1	
0.137931	-1.24444	6.64493	-1.21212	
2.85057	0.355556	7.12319	-6.84848	
1.82989	2.31111	-7.36957	2.87879	
-1.57241	1.86667	6.13768	0.545455	
3.84368	0	1.30435	-4.21212	
0.643678	-2.84444	4.15217	-1.27273	
-2.73103	-8.26667	8.86957	0.757576	
-2.38161	0.355556	-3.94203	0.69697	
2.14253	0.622222	-1.02174	3.48485	
-0.781609	-1.86667	11.1159	0.727273	
0.717241	0.711111	-5.81884	3.0303	
2.16092	2.04444	-0.623188	-0.818182	
1.95862	1.15556	-0.0652174	-0.0909091	
1.9954	1.06667	-1.6087	-7.93939	
-1.25977	1.42222	6.05797	2.09091	
1.88506	0.711111	3.7029	1.54545	
0.8	-4.35556	11.6812	-3.57576	
0.781609	2.22222	-3.38406	0.212121	
4.51494	2.13333	-1.80435	1.18182	
7.41149	-0.0888889	15.3188	-3.60606	
-4.26667	-2.66667	4.86232	-4.51515	
-2.2069	2.48889	-1.19565	1.51515	
2.36322	-1.24444	6.72464	2.60606	
2.4	2.84444	3.92029	2.24242	
4.11034	-0.266667	1.13768	-0.121212	
2.36322	0.977778	7.46377	1.21212	
2.7954	-14.8444	0.195652	-0.151515	
0.128736	1.42222	-7.00725	-5.81818	
4.90115	-8.53333	5.93478	1.87879	
4.12874	-2.04444	7.57971	1.27273	
2.74023	-0.711111	11.6304	-0.606061	
-6.02299	-1.42222	2.8913	1.42424	
4.82759	-2.31111	2.76087	-1.72727	
1.82989	7.02222	-5.86232	-2.21212	
0.735632	0.8	-0.550725	1.0303	
3.88046	1.6	9.03623	-0.515152	
1.37931	-0.622222	-3.76812	1.72727	
-3.72414	-0.977778	1.88406	-2.06061	
1.86667	1.95556	-0.00724638	-0.727273	
1.71954	-0.888889	11.9348	2.36364	
5.21379	1.42222	1.42029	2.21212	
1.47126	0.533333	2.23913	-2.21212	
2.88736	0.0888889	2.7029	-3.33333	
-2.14253	-0.711111	0.702899	-3.78788	
1.7931	1.24444	5.65217	0.515152	
0.303448	0.977778	-4.28986	1.42424	
-4.47816	-2.48889	-3.11594	1.63636	
2.4092	3.02222	-0.34058	-1.18182	
-5.37931	-5.42222	0.0144928	-3.21212	
2.45517	-0.177778	-4.95652	-2.93939	
-13.1126	1.24444	2.12319	-3.15152	
3.11724	1.51111	-1.56522	4.18182	
-9.71954	2.13333	-2.47826	-0.121212	
-6.61149	1.15556	-1.28261	2.15152	
1.41609	-3.37778	-2.93478	-1.9697	
2.48276	2.4	-5.43478	-1.72727	
4.91954	-3.2	4.86232	-0.909091	
2.3908	0.8	5.97101	-3.39394	
3.98161	1.77778	11.6304	0.909091	
0.432184	1.15556	9.42754	1.39394	
-9.41609	2.4	-1.87681	-4.33333	
8.01839	-0.355556	4.07246	-0.424242	
4.66207	2.13333	-1.83333	-1.24242	
4.92874	0.622222	1.87681	3.36364	
-6.22529	1.42222	-3.46377	0.727273	
-1.73793	-0.977778	0.695652	-3.87879	
4.29425	1.15556	6.7971	-2.06061	
-3.71494	-26.4889	1.66667	1.90909	
0.597701	0.8	8.44203	-3.48485	
7.21839	1.51111	1.06522	-2.15152	
2.16092	-0.8	-14.9348	2.51515	
-0.147126	-0.711111	-8.63768	1.27273	
2.98851	1.6	1.84058	-1.90909	
2.22529	-2.75556	-14.8551	-1.12121	
-9.96782	1.24444	11.7536	-0.515152	
-2.95172	1.68889	6.34058	-0.151515	
3.18161	0.622222	2.0942	1.12121	
-5.41609	-2.13333	-19.4565	-0.121212	
2.13333	1.95556	4.30435	0.818182	
-5.35172	2.31111	-4.5942	-0.181818	
-5.34253	-0.444444	-4.68116	-2.9697	
-1.57241	-0.355556	-2.26812	1.36364	
-4.08276	1.33333	-6.63043	1.69697	
-2.02299	-0.0888889	5.07971	-4.15152	
1.24138	0.444444	-3.2971	2.12121	
-7.21839	1.06667	-21.6667	-0.181818	
-0.128736	-3.46667	-0.724638	2.51515	
2.13333	0.355556	6.35507	1.48485	
1.38851	2.66667	13	2.36364	
4.69885	0.888889	0.913043	1.75758	
1.34253	3.64444	1.12319	2.15152	
-0.698851	1.24444	10.7319	0.757576	
1.50805	0.888889	-8.75362	1.66667	
-0.386207	1.95556	14.1014	1.45455	
3.24598	2.22222	-4.60145	-3.21212	
-1.93103	-7.64444	-3.98551	2.69697	
-1.74713	2.48889	5.23188	-0.424242	
1.26897	1.06667	-4.21739	-0.212121	
3.71494	1.86667	15.3913	1.84848	
3.13563	1.42222	3.07246	1.39394	
-1.16782	-1.86667	-17.3768	0.878788	
-0.183908	-2.57778	0.391304	-2.27273	
-1.25057	-3.91111	-0.42029	-2.75758	
2.28046	1.15556	-15.1159	1.90909	
2.7954	0.711111	-9.13768	1.90909	
-1.41609	2.04444	6.05797	-2	
-5.0023	1.6	2.71014	-1.93939	
1.78391	-0.977778	-3.60145	3.93939	
-3.11724	1.24444	-3.64493	2.75758	
-4.66207	1.68889	9.24638	0.878788	
2.70345	1.24444	-7.2971	2.42424	
0.901149	2.31111	10.1304	0.848485	
-0.045977	3.46667	6.78986	-0.0909091	
3.3931	-2.4	-5.66667	-4.12121	
3.26437	-2.31111	0.413043	1.21212	
-4.8092	1.86667	-9.05072	-7.54545	
3.93563	0.711111	1.76812	-0.242424	
0.726437	-0.888889	-5.46377	1.84848	
0.468966	-2.31111	-4.18841	2.69697	
0.845977	-0.711111	-5.66667	1.51515	
5.88506	-0.622222	-10.7246	-5.78788	
1.67356	-2.84444	3.39855	1.42424	
-0.23908	3.28889	-17.9203	-3.51515	
5.25057	1.86667	12.3188	0.636364	
0.147126	-2.13333	-5.76087	2.57576	
-1.05747	2.57778	1.23913	1.81818	
3.66897	0.533333	-4.65217	-6.48485	
4.68046	6.48889	-5.16667	-1.42424	
1.72874	-2.13333	-4.71014	1.87879	
3.42069	1.33333	-13.1014	-2.60606	
-1.8023	-11.2	-16.6087	-1.0303	
-3.47586	-1.95556	15.1449	-2.69697	
-8.57011	0.177778	-2.58696	1.48485	
-3.96322	3.02222	-12.8551	0.242424	
1.28736	0.8	-3.30435	2.30303	
1.83908	3.82222	0.0942029	1.87879	
3.01609	0.177778	4.31159	0.393939	
-5.31494	2.31111	3.48551	-2.57576	
3.33793	0.266667	-15.558	3.33333	
1.44368	2.04444	3.34783	0	
1.51724	-1.86667	-3.49275	2.39394	
-2.25287	-10.8444	12.2609	-0.454545	
0.34023	-0.0888889	-6.18841	0.939394	
2.06897	-8	2.06522	0.0606061	
2.28046	1.33333	0.688406	-3.63636	
2.05057	3.37778	3.69565	-1.39394	
3.12644	4.08889	-4.34783	-5.9697	
-4.33103	3.02222	-8.07971	-5.12121	
4.84598	2.4	-23.7609	2.27273	
0.625287	-3.2	-15.5362	-1.78788	
1.16782	1.51111	-6.81884	0.69697	
-3.43908	2.57778	-5.28261	-4.15152	
2.84138	0.977778	-4.10145	0.181818	
2.28966	-2.48889	2.34058	1.09091	
-10.0414	-8.17778	6.92754	-3.60606	
2.3908	0.711111	1.32609	-2.90909	
-7.10805	5.51111	-9.50725	2.66667	
-1.63678	3.82222	-23.2029	-0.030303	
-1.12184	-1.06667	-5.18116	1.75758	
4.70805	1.6	9.02174	0.727273	
1.09425	3.11111	7.80435	-4.54545	
-0.202299	-0.8	1.81884	3.84848	
-8.43218	1.51111	8.97826	2.48485	
4.6069	0.444444	0.101449	-0.484848	
-3.11724	0.355556	-9.19565	0.393939	
-2.28046	0.8	-11.8261	-0.454545	
3.02529	-1.77778	3.97826	0.727273	
2.54713	1.42222	-5.65217	-0.363636	
-1.23218	1.51111	-4.57246	2.27273	
-1.85747	0.533333	-13.2391	3.84848	
1.13103	1.24444	3.92029	-2.69697	
-11.0897	-0.0888889	-3.06522	-7.39394	
-0.0367816	2.22222	-24.9203	0.606061	
0.983908	1.06667	-5.69565	1.72727	
1.35172	1.15556	4.94928	2.90909	
-7.49425	1.68889	-5.07246	-2.36364	
