R2[0]	R2[1]	R2[2]	R2[3]	
0.143274	0.195456	0.111868	0.113131	
0.0823246	0.127574	0.146945	0.170895	
0.0942496	0.234161	0.0972775	0.178771	
0.108472	0.177713	0.110325	0.183967	
0.119917	0.212815	0.138336	0.150545	
0.0894999	0.209411	0.107652	0.150699	
0.162581	0.128794	0.104349	0.141807	
0.15989	0.20383	0.0924998	0.109746	
0.132893	0.133532	0.152112	0.136546	
0.105258	0.0811282	0.130305	0.157949	
0.135252	0.21877	0.134868	0.129764	
0.104237	0.144281	0.128884	0.130562	
0.0935004	0.146523	0.145994	0.152692	
0.0878442	0.182709	0.111258	0.146	
0.150747	0.168571	0.106092	0.138037	
0.131279	0.145342	0.116761	0.138535	
0.117886	0.249691	0.104377	0.126018	
0.111755	0.14875	0.13467	0.130411	
0.121298	0.171287	0.155763	0.135225	
0.0975259	0.1401	0.161967	0.116479	
0.155969	0.222244	0.134154	0.147135	
0.113527	0.162844	0.0978589	0.144968	
0.123161	0.139506	0.113387	0.145346	
0.0646814	0.197069	0.118381	0.100322	
0.116746	0.155325	0.0962744	0.12467	
0.0928457	0.146546	0.10483	0.140119	
0.12467	0.198977	0.119349	0.100683	
0.120338	0.118506	0.124203	0.166265	
0.101171	0.191816	0.066999	0.138442	
0.08977	0.207262	0.118995	0.103233	
0.123428	0.137195	0.135361	0.122448	
0.0898734	0.137476	0.138624	0.146854	
0.125106	0.150354	0.139125	0.15494	
0.147327	0.140594	0.140783	0.177093	
0.106351	0.126835	0.11053	0.170737	
0.164094	0.156679	0.1447	0.13164	
0.108712	0.122732	0.106568	0.131741	
0.10483	0.145019	0.10684	0.123394	
0.119631	0.125779	0.155038	0.179741	
0.16076	0.142866	0.125521	0.136829	
0.116034	0.211983	0.129098	0.139481	
0.111439	0.184489	0.0864649	0.167885	
0.141385	0.169141	0.119737	0.130677	
0.146584	0.15866	0.106882	0.165265	
0.101888	0.114904	0.0932785	0.153087	
0.116705	0.142102	0.120914	0.118847	
0.148811	0.132501	0.100104	0.141812	
0.113235	0.156372	0.121084	0.178934	
0.0796214	0.163989	0.112595	0.142778	
0.108394	0.126223	0.144213	0.136389	
0.121448	0.114396	0.154877	0.140892	
0.0974706	0.141857	0.129915	0.11851	
0.12518	0.16517	0.107744	0.133582	
0.105383	0.143281	0.144227	0.123427	
0.132123	0.237963	0.0937078	0.118217	
0.105484	0.1865	0.108256	0.11675	
0.115125	0.109432	0.104652	0.132988	
0.135146	0.149771	0.10555	0.127945	
0.155262	0.174184	0.131403	0.13583	
0.105766	0.192209	0.135434	0.13435	
0.0928799	0.173694	0.116278	0.151136	
0.12287	0.166135	0.115595	0.174079	
0.170856	0.117818	0.120741	0.101717	
0.114226	0.18672	0.111763	0.163332	
0.120919	0.144124	0.125382	0.175466	
0.100527	0.137259	0.0938282	0.135607	
0.126212	0.199771	0.119086	0.163465	
0.0936884	0.171921	0.117859	0.14666	
0.131835	0.20454	0.096676	0.143453	
0.101449	0.16175	0.131963	0.155734	
0.0974521	0.235322	0.100585	0.17646	
0.124087	0.164819	0.138599	0.125839	
0.114396	0.191433	0.125306	0.137706	
0.120021	0.168063	0.146327	0.164984	
0.0725662	0.11607	0.118526	0.14863	
0.124197	0.129791	0.114538	0.151109	
0.145099	0.116003	0.127964	0.128727	
0.0901081	0.1499	0.139583	0.130122	
0.107984	0.167192	0.134125	0.120533	
0.137069	0.1986	0.103996	0.145978	
0.0875679	0.138694	0.134743	0.12708	
0.117904	0.183901	0.134141	0.196767	
0.142123	0.184926	0.110044	0.170426	
0.13368	0.203973	0.101209	0.123145	
0.0996434	0.114356	0.10728	0.156954	
0.130201	0.141992	0.140915	0.107462	
0.0673377	0.162256	0.145346	0.186851	
0.155753	0.152186	0.129798	0.156133	
0.131506	0.22767	0.135782	0.132568	
0.139953	0.142686	0.152241	0.108971	
0.100021	0.144101	0.145693	0.156389	
0.0861727	0.173803	0.0904615	0.170247	
0.145941	0.119024	0.117937	0.0947006	
0.093485	0.13088	0.13017	0.123222	
0.17312	0.164689	0.137347	0.166348	
0.117442	0.155851	0.105334	0.126436	
0.0914165	0.160062	0.143116	0.168249	
0.154565	0.207407	0.109024	0.15325	
0.0977631	0.192442	0.122847	0.133273	
0.130002	0.2	0.142008	0.136735	
0.091219	0.277778	0.149312	0.14429	
0.0904552	0.122883	0.0927445	0.15116	
0.0757145	0.112526	0.13068	0.15546	
0.11248	0.207707	0.13372	0.162502	
0.162652	0.223583	0.123658	0.141403	
0.122826	0.174492	0.123753	0.141477	
0.133762	0.213063	0.105837	0.13074	
0.116436	0.172692	0.106014	0.118694	
0.138777	0.227305	0.141291	0.127796	
0.102257	0.130847	0.12777	0.104638	
0.116598	0.226836	0.139126	0.128519	
0.0908488	0.139249	0.117225	0.141472	
0.114872	0.142174	0.0993863	0.123254	
0.12868	0.152705	0.122616	0.121132	
0.0939895	0.13531	0.140419	0.124997	
0.101947	0.169518	0.106735	0.188125	
0.140764	0.174005	0.126578	0.169773	
0.178192	0.118762	0.0920857	0.150512	
0.178127	0.166667	0.143646	0.131713	
0.175516	0.242222	0.147493	0.132403	
0.108558	0.168296	0.131852	0.146938	
0.16351	0.201246	0.0917253	0.0972842	
0.0679134	0.20226	0.100409	0.164411	
0.152082	0.168883	0.13926	0.170715	
0.134301	0.224759	0.146048	0.158856	
0.137534	0.174027	0.0984848	0.121885	
0.117999	0.124474	0.124873	0.153153	
0.130827	0.213505	0.115175	0.130782	
0.154068	0.183438	0.110001	0.171255	
0.113817	0.158401	0.121148	0.169227	
0.1192	0.140819	0.130323	0.166917	
0.13955	0.152664	0.142863	0.187641	
0.138023	0.114231	0.113586	0.142594	
0.129892	0.160078	0.105334	0.12908	
0.144128	0.165044	0.123215	0.145866	
0.112545	0.207952	0.123653	0.13375	
0.125746	0.154919	0.102147	0.122916	
0.14169	0.169406	0.120018	0.168283	
0.111272	0.127769	0.11291	0.165741	
0.068047	0.160301	0.15456	0.100563	
0.122156	0.161075	0.155637	0.134456	
0.133584	0.139466	0.0989609	0.173374	
0.0993808	0.229229	0.115039	0.109689	
0.159131	0.109431	0.124609	0.16688	
0.098286	0.120925	0.122182	0.143462	
0.0911144	0.154785	0.115339	0.132151	
0.118905	0.155773	0.131755	0.143161	
0.129602	0.178594	0.130835	0.165162	
0.113286	0.093351	0.138966	0.102147	
0.112418	0.139615	0.126733	0.111993	
0.132459	0.165817	0.115719	0.142791	
0.154914	0.21898	0.110802	0.177717	
0.117552	0.188889	0.12931	0.149691	
0.0942403	0.25	0.111052	0.126886	
0.139387	0.127186	0.105457	0.127426	
0.10912	0.218168	0.124193	0.152534	
0.116676	0.196737	0.119052	0.179092	
0.0979222	0.166461	0.116809	0.128822	
0.150697	0.170221	0.120055	0.167324	
0.115872	0.136295	0.122365	0.167198	
0.100528	0.17469	0.117426	0.146503	
0.098228	0.257778	0.127228	0.129228	
0.131505	0.197185	0.164496	0.129416	
0.144733	0.243056	0.14033	0.129893	
0.118036	0.175451	0.134109	0.186068	
0.134994	0.192486	0.117547	0.131277	
0.0967848	0.103455	0.12141	0.134318	
0.115239	0.166026	0.0879015	0.171809	
0.117111	0.144067	0.0932176	0.141286	
0.109568	0.164346	0.134252	0.164286	
0.139352	0.202778	0.13055	0.193456	
0.114577	0.108525	0.103561	0.178907	
0.0855995	0.158476	0.101955	0.143973	
0.10939	0.209249	0.0935315	0.1198	
0.130534	0.138139	0.149201	0.145704	
0.0797699	0.139533	0.11213	0.128638	
0.121933	0.160342	0.112317	0.159888	
0.114932	0.244068	0.116773	0.151763	
0.146521	0.185958	0.141936	0.147455	
0.110324	0.0995166	0.0983072	0.12133	
0.0981663	0.172567	0.126124	0.10968	
0.0998029	0.207544	0.147496	0.129418	
0.095173	0.170517	0.144305	0.157833	
0.0804245	0.231889	0.128749	0.140307	
0.116313	0.203613	0.095768	0.192575	
0.094244	0.210096	0.12672	0.155978	
0.131593	0.146818	0.101987	0.172535	
0.145394	0.2	0.125995	0.151445	
0.102783	0.174878	0.150665	0.110025	
0.149255	0.139555	0.11979	0.120144	
0.133427	0.159087	0.119085	0.126814	
0.126792	0.172171	0.124602	0.140055	
0.0997492	0.163317	0.12321	0.184989	
0.0982312	0.1725	0.0913547	0.116316	
0.148422	0.184118	0.105635	0.173044	
0.116412	0.173544	0.0966025	0.107539	
0.11673	0.222666	0.118101	0.132707	
0.0865571	0.133076	0.105673	0.123943	
0.117837	0.116749	0.12199	0.125646	
0.118683	0.234921	0.121702	0.13923	
0.126459	0.147504	0.110738	0.212668	
0.134549	0.12996	0.144623	0.107366	
0.0918577	0.214929	0.153621	0.161282	
0.139655	0.162256	0.114729	0.158518	
0.104237	0.199819	0.101487	0.0956482	
0.104524	0.152663	0.0934284	0.120947	
0.11737	0.152753	0.11879	0.163856	
0.17041	0.179333	0.12415	0.141934	
0.126496	0.173294	0.13528	0.165017	
0.0743356	0.19789	0.134153	0.0795755	
0.173657	0.165842	0.128703	0.131949	
0.12774	0.189116	0.118368	0.157478	
0.132153	0.158504	0.135778	0.159509	
0.0705571	0.142224	0.114086	0.148064	
0.0956506	0.174587	0.100208	0.15245	
0.0635726	0.159269	0.0942131	0.136877	
0.115236	0.14937	0.0976216	0.117215	
0.100525	0.169376	0.135682	0.150228	
0.155148	0.159087	0.144703	0.109687	
0.101947	0.162581	0.133337	0.124342	
0.135696	0.15507	0.0875749	0.112517	
0.153812	0.154173	0.123721	0.146473	
0.127646	0.190374	0.140647	0.128212	
0.141781	0.0919608	0.0984363	0.100809	
0.114402	0.216463	0.124058	0.185716	
0.0846712	0.19293	0.139474	0.174116	
0.143021	0.147764	0.118889	0.137121	
0.0774542	0.163629	0.130045	0.114868	
0.138901	0.170482	0.112489	0.148373	
0.0944265	0.164658	0.130535	0.121551	
0.0855486	0.13386	0.110382	0.132092	
0.156161	0.125562	0.130827	0.136882	
0.0910633	0.265724	0.114533	0.124276	
0.0947332	0.239196	0.113542	0.092596	
0.147533	0.109432	0.0971921	0.152552	
0.107667	0.148913	0.135653	0.156708	
0.127764	0.115477	0.120208	0.127451	
0.100108	0.111803	0.113147	0.147516	
0.102774	0.20709	0.119114	0.183766	
0.0794368	0.147826	0.122743	0.105828	
0.12879	0.108716	0.149636	0.147229	
0.0726261	0.141323	0.118886	0.13243	
0.0890991	0.266667	0.12126	0.138115	
0.0869309	0.105516	0.11264	0.154563	
0.133164	0.149609	0.135703	0.12238	
0.138261	0.205267	0.118313	0.112573	
0.0488417	0.167683	0.146181	0.153823	
0.10672	0.16999	0.123877	0.110371	
0.128903	0.13567	0.110545	0.108604	
0.133804	0.142272	0.139867	0.141356	
0.0960169	0.11532	0.130969	0.129356	
0.148966	0.168856	0.110516	0.155422	
0.0767641	0.13896	0.112275	0.1231	
0.132179	0.181333	0.110958	0.174677	
0.115695	0.198977	0.152764	0.125671	
0.138726	0.202469	0.15601	0.12421	
0.11007	0.114735	0.112234	0.144918	
0.111371	0.156859	0.126864	0.131529	
0.149237	0.207026	0.12197	0.122235	
0.101675	0.163313	0.125419	0.15476	
0.0892231	0.165085	0.11108	0.111074	
0.124925	0.225877	0.139178	0.119092	
0.121169	0.156765	0.148081	0.174343	
0.139915	0.148045	0.111448	0.159677	
0.0688655	0.138923	0.112101	0.175325	
0.101437	0.188243	0.112318	0.0995068	
0.104229	0.193652	0.11942	0.120884	
0.067607	0.177778	0.123286	0.168954	
0.184648	0.163248	0.112235	0.138243	
0.104813	0.225028	0.129984	0.163446	
0.104895	0.120468	0.124271	0.131071	
0.105456	0.151683	0.099158	0.135949	
0.108883	0.180702	0.161566	0.154493	
0.111392	0.0996454	0.146343	0.128517	
0.106643	0.15693	0.122929	0.184011	
0.076109	0.196222	0.115384	0.15917	
0.11624	0.2516	0.144179	0.116578	
0.0883418	0.103136	0.110837	0.12052	
0.108226	0.218104	0.159325	0.0897097	
0.122529	0.144018	0.139043	0.166074	
0.0902506	0.160012	0.126137	0.158629	
0.13113	0.137347	0.134604	0.158139	
0.0854855	0.164114	0.15538	0.129556	
0.134608	0.150886	0.145643	0.118866	
0.115791	0.16928	0.0972324	0.110809	
0.106551	0.200651	0.133011	0.146954	
0.123847	0.159087	0.14189	0.166627	
0.117933	0.179415	0.154211	0.131461	
0.126432	0.206687	0.117255	0.150654	
0.111266	0.200901	0.129255	0.121455	
0.128761	0.175585	0.120143	0.156129	
0.116216	0.153083	0.136602	0.155872	
0.105289	0.19113	0.145234	0.182524	
0.136008	0.15932	0.11352	0.15009	
0.129289	0.203198	0.108694	0.160855	
0.146974	0.168897	0.114941	0.164646	
0.122782	0.166894	0.116855	0.141458	
0.0924566	0.178576	0.110823	0.127506	
0.127545	0.13733	0.129595	0.120978	
0.115672	0.142833	0.118902	0.147153	
0.0886574	0.148426	0.130576	0.128807	
0.127152	0.152186	0.140039	0.148949	
0.109941	0.168458	0.0849311	0.120406	
0.115795	0.219048	0.145163	0.131824	
0.129272	0.116003	0.12467	0.103852	
0.0804411	0.17745	0.114121	0.159642	
0.0801463	0.168636	0.10951	0.141046	
0.121126	0.184778	0.107572	0.15088	
0.126633	0.160866	0.128989	0.135325	
0.138538	0.149865	0.118315	0.140023	
0.129657	0.175594	0.117282	0.15066	
0.183908	0.181326	0.12001	0.132748	
0.152706	0.124705	0.0915754	0.1623	
0.0920673	0.171713	0.124801	0.13067	
0.101463	0.165158	0.109509	0.131974	
0.154537	0.141299	0.143755	0.157106	
0.166993	0.184665	0.128255	0.153934	
0.148026	0.198049	0.125964	0.0924927	
0.14487	0.181833	0.101846	0.16525	
0.0993152	0.171666	0.114005	0.124864	
0.101916	0.190535	0.0985025	0.142738	
0.114773	0.235185	0.126966	0.143037	
0.0986925	0.171335	0.108761	0.138776	
0.179727	0.156358	0.12101	0.141157	
0.154245	0.133795	0.13209	0.138827	
0.131604	0.133795	0.126347	0.118115	
0.0821232	0.193538	0.12507	0.110193	
0.117182	0.213801	0.108675	0.152185	
0.0692254	0.15897	0.101613	0.182654	
0.0810133	0.153083	0.110757	0.152458	
0.113625	0.165878	0.106359	0.103242	
0.118052	0.137609	0.106168	0.135745	
0.126163	0.203925	0.118926	0.175653	
0.131077	0.235925	0.130291	0.133441	
0.0911577	0.174185	0.123611	0.118891	
0.130777	0.24222	0.127614	0.182248	
0.0998651	0.123234	0.0947541	0.123622	
0.102242	0.208909	0.11305	0.102053	
0.10693	0.14568	0.123395	0.12995	
0.0982667	0.186013	0.118348	0.18348	
