Q[0]	Q[1]	Q[2]	Q[3]	
0.464286	0.25	0.201923	0.4	
0.411765	0.25	0.283871	0.275862	
0.212121	0.4	0.246479	0.206897	
0.153846	0.428571	0.181818	0.2	
0.1	0.666667	0.154362	0	
0.194444	0.333333	0.235294	0.151515	
0.25	0.117647	0.265734	0.25	
0.352941	0.8	0.330508	0.25	
0.142857	0.176471	0.283582	0.222222	
0.146341	0.375	0.202532	0.0606061	
0.40678	0.533333	0.369863	0.181818	
0.137931	0.363636	0.157895	0.25	
0.262295	0.333333	0.300654	0.129032	
0.315789	0.25	0.182482	0.222222	
0.0454545	0	0.312925	0.121212	
0.135135	0.344828	0.133333	0.272727	
0.277778	0.421053	0.243243	0.121212	
0.326087	0.2	0.217391	0.25	
0.111111	0.133333	0.0943396	0.0714286	
0.108108	0.230769	0.255639	0.190476	
0.195652	0.307692	0.24	0.0869565	
0.230769	0.571429	0.25	0.242424	
0.0571429	0.48	0.193103	0.190476	
0.2	0.333333	0.204918	0.210526	
0.207547	0.266667	0.182609	0.242424	
0.191489	0.222222	0.25	0.153846	
0.172414	0.75	0.259615	0.08	
0.318841	0.416667	0.262821	0.37931	
0.255814	0.263158	0.268908	0.315789	
0.432432	0.181818	0.211538	0.08	
0.225806	0.6	0.302158	0.153846	
0.253968	0.285714	0.292308	0.26087	
0.131579	0.307692	0.115702	0.214286	
0.137931	0.272727	0.22	0.102564	
0.205882	0.3125	0.147826	0.117647	
0.105263	0	0.219697	0.375	
0.393939	0.2	0.388889	0.375	
0.0555556	0.384615	0.178947	0.1	
0.297297	0.565217	0.14557	0.272727	
0.189189	0.25	0.166667	0.451613	
0.2	0.222222	0.193798	0.192308	
0.142857	0.181818	0.225225	0	
0.411765	0.190476	0.275862	0.190476	
0.270833	0.266667	0.514019	0.392857	
0.181818	0.333333	0.273438	0.206897	
0.226415	0	0.27551	0	
0.380952	0.4	0.202312	0.147059	
0.0810811	0.2	0.2	0.4375	
0.236842	0.388889	0.201754	0.0869565	
0.162791	0.35	0.118056	0.37037	
0.288462	0.461538	0.311927	0.206897	
0.30303	0.25	0.211268	0.243902	
0.25641	0.619048	0.24359	0.0769231	
0.129032	0	0.166667	0.351351	
0.26087	0.571429	0.256098	0.166667	
0.272727	0.363636	0.210191	0.222222	
0.184211	0.3	0.311111	0.52	
0.173913	0.4375	0.232044	0.32	
0.180556	0.375	0.267717	0.114286	
0.176471	0.470588	0.172414	0.285714	
0.208333	0.333333	0.335821	0.111111	
0.25	0.25	0.251799	0.0689655	
0.302326	0.277778	0.202312	0.153846	
0.297872	0	0.34965	0.5	
0.291667	0.75	0.196429	0.296296	
0.384615	0.555556	0.270073	0.357143	
0.236842	0.666667	0.279279	0.0540541	
0	0	0.155039	0.171429	
0.269231	0.6875	0.18797	0.464286	
0.125	0.555556	0.228571	0.258065	
0.0416667	0.666667	0.244048	0.15625	
0.212766	0.307692	0.3125	0.192308	
0.333333	0.647059	0.173228	0.423077	
0.235294	0.333333	0.25	0.2	
0.137931	0.2	0.188976	0.225806	
0.0714286	0	0.172932	0.352941	
0.15	0.111111	0.181034	0.181818	
0.08	0.454545	0.156863	0.304348	
0.268293	0	0.272109	0.133333	
0.0714286	0.222222	0.15493	0	
0.102564	0	0.487805	0	
0.121951	0	0.184	0.363636	
0.178571	0.461538	0.336283	0.117647	
0	0.571429	0.294118	0.114286	
0.210526	0.222222	0.18705	0.206897	
0.229167	0.4	0.188976	0.0833333	
0.145833	0	0.18018	0.133333	
0.22449	0.714286	0.230769	0.333333	
0.309524	0.28	0.154362	0.444444	
0.210526	0.411765	0.198347	0.28125	
0.272727	0.333333	0.376543	0.214286	
0.304348	0.2	0.211921	0.142857	
0.25	0.538462	0.169231	0.384615	
0.255814	0.2	0.140496	0.25	
0.26087	0.307692	0.264	0.212121	
0.30303	0.285714	0.212121	0.173913	
0.314286	0.777778	0.324675	0.222222	
0.102564	0.266667	0.137681	0.291667	
0.386364	0.384615	0.211864	0.333333	
0.0697674	0.25	0.184783	0.363636	
0.113636	0.55	0.203593	0.241379	
0.214286	na	0.298507	0.26087	
0.258065	0.885714	0.256198	0.0740741	
0.136364	0.357143	0.326797	0.181818	
0.1875	0.166667	0.178771	0.444444	
0.236842	0.266667	0.219858	0.4	
0.0645161	0.3	0.0852713	0.1875	
0.121212	0	0.170543	0.269231	
0.162791	0.272727	0.264	0.0769231	
0.22449	0.333333	0.186441	0.0689655	
0.310345	0.536585	0.188679	0.210526	
0.16	0	0.3	0.08	
0.378378	0.333333	0.166667	0.333333	
0.108108	0.433333	0.28972	0	
0.136364	0.333333	0.288732	0.3	
0.413793	0.741935	0.351648	0.37037	
0.0666667	0.363636	0.245033	0.25	
0.25641	0.357143	0.21374	0.227273	
0.4	0.4	0.328	0.323529	
0.131579	0	0.268908	0.382353	
0.111111	0.363636	0.240602	0.25	
0.22	0	0.253521	0.133333	
0.159091	0	0.219512	0.451613	
0.205882	0.181818	0.2375	0.142857	
0.288136	0.235294	0.241071	0.333333	
0.375	0.166667	0.218978	0.307692	
0.285714	0.6875	0.16	0.129032	
0	0.294118	0.288136	0.272727	
0.261905	0.555556	0.154472	0.333333	
0	0.45	0.21	0.153846	
0.0512821	0.3	0.212598	0	
0.0540541	0	0.205357	0.184211	
0.0526316	0	0.255814	0.392857	
0.28125	0.5	0.218978	0.269231	
0	0.25	0.229358	0.333333	
0.189189	0.222222	0.177914	0.166667	
0	0.166667	0.204969	0.103448	
0.206897	0.153846	0.128378	0.4	
0.25641	0.333333	0.290909	0.210526	
0.272727	0.272727	0.176991	0.208333	
0.133333	0.222222	0.283019	0.210526	
0.4	0.277778	0.231405	0.3	
0.344828	0.1	0.265432	0.166667	
0.0571429	0	0.303279	0.228571	
0.0769231	0.4	0.197917	0.181818	
0.111111	0.5	0.15	0.125	
0.0833333	0.625	0.296875	0.111111	
0.147541	0.602941	0.202381	0.241379	
0.238095	0.285714	0.277372	0.372093	
0.0816327	0.545455	0.264706	0.133333	
0.12766	0.25	0.175439	0.214286	
0	0.5	0.169355	0.142857	
0.305556	0.166667	0.28972	0	
0.358209	0.521739	0.3	0.315789	
0.205128	0.142857	0.159236	0.384615	
0.285714	0.230769	0.2375	0.424242	
0.339286	0.181818	0.20979	0.24	
0.25	1	0.309353	0.25	
0.169811	0.6	0.193277	0.346154	
0.105263	0.153846	0.242857	0.333333	
0.257143	0.5	0.153846	0.125	
0.176471	0.555556	0.272727	0.24	
0.216216	0	0.284091	0.333333	
0.117647	0	0.184615	0.3	
0.209302	0.666667	0.183333	0.291667	
0.170213	0.4	0.283333	0.0909091	
0.190476	0.153846	0.336538	0.24	
0.295082	0.333333	0.284483	0.0689655	
0.0909091	0.125	0.125	0.315789	
0.439024	0.454545	0.324786	0.352941	
0.179487	0.285714	0.285714	0.3	
0.217391	0	0.170543	0.296296	
0.25	0.285714	0.152672	0.16	
0.275	0.444444	0.15894	0.272727	
0.259259	0.5	0.204545	0.235294	
0.192308	0.545455	0.218182	0.378378	
0.0540541	0.6	0.272109	0.242424	
0.235294	0.5	0.219048	0.307692	
0.133333	0.25	0.264957	0.52	
0.097561	0.166667	0.225	0.461538	
0.15	0.416667	0.10084	0.310345	
0.142857	0.181818	0.137681	0.310345	
0.20339	0.181818	0.266667	0.166667	
0.0555556	0.285714	0.198198	0.333333	
0.210526	0	0.229008	0.210526	
0.0857143	0.166667	0.252336	0.0833333	
0.354839	0.181818	0.244604	0.24	
0.25	0	0.2	0.12	
0.48	0.714286	0.290323	0.190476	
0.24	0	0.167665	0.36	
0.254545	0.181818	0.267857	0.210526	
0	0.263158	0.296703	0.210526	
0.214286	0	0.272	0.388889	
0	0	0.26087	0.230769	
0	0.1875	0.297101	0.206897	
0.14	0.428571	0.131944	0.269231	
0.162791	0.2	0.253731	0.153846	
0.0740741	0.647059	0.2	0.310345	
0.348837	0.380952	0.307692	0.586207	
0.2	0.166667	0.1	0.259259	
0.242424	0.4375	0.278351	0.351351	
0.277778	0.714286	0.15894	0.333333	
0.1875	0.555556	0.145299	0.190476	
0.410256	0.222222	0.262712	0.12	
0.216216	0.25	0.196581	0.153846	
0.282609	0.454545	0.147541	0.259259	
0.285714	0.416667	0.297143	0.190476	
0.310345	0.62069	0.470588	0.09375	
0.142857	0.333333	0.283688	0.269231	
0.25	0.333333	0.230769	0.222222	
0.122449	0.277778	0.3	0	
0.173913	0.357143	0.247863	0.1	
0.170732	0.526316	0.139706	0.315789	
0.162791	0.25	0.226667	0.137931	
0.314286	0.277778	0.252336	0.225806	
0.0689655	0.347826	0.289062	0.225806	
0.1875	0.714286	0.225225	0.428571	
0.190476	0.142857	0.315436	0.111111	
0.130435	0	0.257143	0	
0.0625	0.466667	0.157576	0.2	
0.121212	0.166667	0.166667	0	
0.318182	0.1	0.294118	0.266667	
0.137255	0.117647	0.138462	0.148148	
0.0645161	0.333333	0.284615	0.25	
0.288889	0	0.288136	0.318182	
0.133333	0.2	0.256198	0	
0.26087	0.478261	0.274194	0.393939	
0.294118	0	0.360294	0.153846	
0.148148	0.782609	0.228188	0.0645161	
0.230769	0	0.271429	0.0869565	
0.108696	0.357143	0.265152	0.263158	
0.288889	0	0.24026	0.0714286	
0.318182	0	0.2125	0.176471	
0.194444	0.230769	0.19802	0.25	
0.150943	0.647059	0.15528	0.297872	
0.0638298	0.461538	0.318182	0.352941	
0.09375	0	0.209677	0.305556	
0.15	0.631579	0.205882	0.551724	
0.264706	0.4375	0.220183	0.157895	
0.119048	0.230769	0.222222	0	
0.190476	0	0.289617	0.125	
0.23913	0.5	0.22314	0.384615	
0	0.733333	0.261538	0.266667	
0.301587	0.391304	0.365385	0.28	
0.366667	0	0.152672	0.0666667	
0.115385	0.75	0.206061	0.111111	
0.2	0.133333	0.216495	0.105263	
0	0.4	0.202614	0.142857	
0.243243	0.275862	0.36	0.193548	
0.214286	0.26087	0.308725	0.296296	
0.166667	0	0.314685	0.25	
0.108108	0.5625	0.375	0.296296	
0.294118	0	0.101351	0.5	
0.368421	0.4375	0.189655	0.105263	
0.365854	0.3	0.207692	0.384615	
0.0833333	0.75	0.217391	0.148148	
0	0.235294	0.120301	0.290323	
0.151515	0	0.126437	0.0909091	
0.0877193	0.142857	0.371681	0.25	
0.115385	0.222222	0.233645	0.208333	
0.30303	0.615385	0.25	0.0714286	
0	0.583333	0.292683	0.269231	
0.365079	0.45	0.220472	0.357143	
0.264706	0.4	0.202703	0.576923	
0.130435	0.529412	0.133333	0.44	
0.4	0	0.2	0.173913	
0.133333	0.25	0.148515	0.233333	
0.102564	0.3	0.270833	0.16	
0.212121	0.1	0.218182	0.225806	
0.0666667	0.307692	0.303867	0.185185	
0.121212	0.75	0.277108	0.32	
0.333333	0.2	0.28169	0.107143	
0.139535	0.166667	0.28972	0.210526	
0.0769231	0.333333	0.24	0.0789474	
0.0454545	0.384615	0.117021	0.333333	
0.42	0.6	0.230769	0.26087	
0.25	0	0.260417	0.166667	
0.2	0.25	0.269504	0.0952381	
0.342105	0.387097	0.326241	0.16	
0.181818	0.444444	0.238372	0.4	
0.244898	0.333333	0.181818	0.5	
0.272727	0.1	0.166667	0.285714	
0.424242	0.5	0.285714	0.125	
0.24	0	0.107843	0.277778	
0.125	0.285714	0.240602	0.421053	
0.131579	0.181818	0.321212	0	
0.177778	0.333333	0.233696	0.15625	
0.288462	0.666667	0.236641	0.1	
0.0714286	0	0.272727	0.5	
0.363636	0.37037	0.316456	0.148148	
0.3	0.4375	0.283951	0	
0.228571	0.666667	0.25	0.25	
0.0487805	0.5	0.307692	0.368421	
0.195652	0.111111	0.285714	0.0666667	
0.288889	0.4	0.107843	0.212121	
0.238095	0.333333	0.17037	0.242424	
0.27027	0.357143	0.24812	0.2	
