ZnA[0]	ZnA[1]	ZnA[2]	ZnA[3]	
0.126279	0.642685	0.175315	0.200952	
0.240609	0.0977633	0.250728	0.137324	
0.111801	0.333333	0.279807	0.413246	
0.23581	0.514991	0.211217	0.280797	
0.237138	0.474348	0.244875	0.236894	
0.132641	0.51207	0.236246	0.205171	
0.23039	0.398479	0.27627	0.181785	
0.0481297	0.340278	0.206432	0.170684	
0.192156	0.463577	0.259175	0.267749	
0.118297	0.289494	0.10609	0.275508	
0.070248	0.14559	0.224591	0.388902	
0.228299	0.563746	0.406143	0.0705909	
0.130605	0.214489	0.317626	0.273783	
0.251317	0.215067	0.278824	0.391004	
0.237505	0.757344	0.310862	0.19146	
0.0748934	0.528164	0.1953	0.217372	
0.145198	0.111111	0.389883	0.230539	
0.171034	0.230049	0.224223	0.14488	
0.173436	0.307319	0.297501	0.298732	
0.200525	0.199665	0.242426	0.107735	
0.229948	0.108642	0.216564	0.287598	
0.227884	0.099289	0.205151	0.174951	
0.233294	0.666667	0.266122	0.290375	
0.296565	0.422348	0.368502	0.119536	
0.256368	0.753086	0.20617	0.217688	
0.174109	0.30965	0.219311	0.385451	
0.136116	0.0677753	0.236602	0.305568	
0.167241	0.614583	0.191851	0.222262	
0.235244	0.494302	0.209865	0.294788	
0.24358	0.570988	0.26426	0.364345	
0.2021	0.290123	0.29499	0.349646	
0.354167	0.0594136	0.235611	0.242334	
0.0928744	0.262716	0.250506	0.105045	
0.297019	0.345306	0.139045	0.239472	
0.254042	0.400506	0.169699	0.309638	
0.306826	0.218645	0.367696	0.236905	
0.347838	0.0919863	0.169184	0.139305	
0.294525	0.551581	0.198555	0.367258	
0.376656	na	0.192411	0.208877	
0.180706	0.441939	0.311414	0.340355	
0.155064	0.116162	0.244589	0.187612	
0.297993	0.660256	0.250263	0.28032	
0.247247	0.404762	0.276035	0.192013	
0.183432	0.172719	0.210813	0.125999	
0.0864838	0.164262	0.170114	0.409228	
0.167507	0.314043	0.328181	0.435965	
0.328292	0.603586	0.2291	0.289719	
0.368734	0.466262	0.205948	0.262989	
0.0872679	0.465558	0.206384	0.28596	
0.297576	0.109147	0.221422	0.210279	
0.117457	0.365305	0.215755	0.286129	
0.163643	0.0405644	0.263758	0.202874	
0.256483	0.139759	0.122924	0.197522	
0.0733981	0.380346	0.296093	0.244998	
0.240549	0.203704	0.301604	0.271519	
0.130785	0.388362	0.382071	0.204279	
0.195732	0.198476	0.329219	0.289872	
0.295727	0.0432099	0.335478	0.260545	
0.0465545	0.193011	0.299366	0.235471	
0.11245	0.328231	0.149327	0.232426	
0.196196	0.240671	0.189032	0.11773	
0.132457	0.219136	0.138227	0.0957875	
0.196155	0.612728	0.213416	0.197357	
0.0948715	0.420378	0.323106	0.173012	
0.142521	0.221536	0.118561	0.125682	
0.204788	0.292824	0.241895	0.186893	
0.225245	0.225131	0.313563	0.285641	
0.344994	0.251047	0.190703	0.405952	
0.227909	0.571631	0.254878	0.391219	
0.0992788	0.20194	0.212987	0.249668	
0.196636	0.517931	0.253611	0.164461	
0.408572	0.16358	0.206962	0.313918	
0.11518	0.0833333	0.219427	0.322932	
0.27668	0.140527	0.170656	0.236944	
0.192599	0.215939	0.129434	0.257065	
0.200187	0.299052	0.369672	0.102298	
0.0295072	0.272487	0.262612	0.272993	
0.191799	0.370958	0.406705	0.254939	
0.117669	0.553307	0.146242	0.321857	
0.171374	0.262921	0.34342	0.251471	
0.180524	0.275132	0.15513	0.230407	
0.137529	0.254299	0.246696	0.223093	
0.25713	0.156415	0.237788	0.304196	
0.0997185	0.0493827	0.245782	0.376506	
0.312309	0.546829	0.236663	0.165023	
0.173643	0.197917	0.427195	0.201288	
0.18131	0.159116	0.24256	0.279538	
0.259689	0.275309	0.232548	0.170333	
0.121941	0.440308	0.207613	0.36423	
0.130104	0.601389	0.239617	0.296573	
0.0465399	0.388393	0.210464	0.171562	
0.045655	0.238348	0.179042	0.300913	
0.15257	0.775309	0.220861	0.325056	
0.238326	0.306842	0.223481	0.17737	
0.403616	0.319172	0.332267	0.204975	
0.184731	0.121236	0.279805	0.222249	
0.271231	0.12037	0.291613	0.277784	
0.182533	0.205598	0.213676	0.247936	
0.292373	0.625739	0.224397	0.383922	
0.210627	0.496072	0.302076	0.175501	
0.235756	0.320988	0.321683	0.10798	
0.238808	0.25	0.163178	0.350929	
0.23603	0.619108	0.306044	0.302541	
0.209627	0.353741	0.271508	0.243233	
0.237215	0.111867	0.225107	0.286479	
0.271497	0.557264	0.194115	0.251146	
0.253681	0.122541	0.248107	0.287754	
0.0361073	0.170892	0.296049	0.367508	
0.0699181	0.342225	0.189385	0.293246	
0.117025	0.647495	0.177781	0.360672	
0.159145	0.617284	0.19245	0.3385	
0.193939	0.0957384	0.302614	0.360625	
0.440618	0.19235	0.170452	0.311654	
0.427408	0.464315	0.240335	0.33315	
0.246065	0.312169	0.0976958	0.170212	
0.367741	0.302469	0.19041	0.302227	
0.212342	0.286479	0.194694	0.172402	
0.247603	0.469882	0.20692	0.225461	
0.221167	0.272377	0.23264	0.260509	
0.278687	0.300095	0.171295	0.396207	
0.233981	0.0864198	0.331997	0.173075	
0.303893	0.311251	0.221974	0.431985	
0.249292	0.248071	0.234748	0.334655	
0.102201	0.90625	0.222881	0.185697	
0.177572	0.295635	0.23254	0.155751	
0.155285	0.220679	0.258425	0.484107	
0.176339	0.281764	0.231944	0.321414	
0.210648	0.0364583	0.224969	0.23433	
0.0819869	0.273288	0.230708	0.160967	
0.300425	0.192089	0.178685	0.272572	
0.122351	0.225529	0.198645	0.101758	
0.200532	0.322917	0.236809	0.31818	
0.218864	0.226788	0.292115	0.323065	
0.333691	0.642857	0.208771	0.261794	
0.323459	0.749158	0.254059	0.117034	
0.434685	0.330853	0.171883	0.112667	
0.34016	0.452932	0.189681	0.247598	
0.367063	0.184671	0.330281	0.372003	
0.250683	0.566676	0.222266	0.225058	
0.207864	0.211934	0.147635	0.18257	
0.181941	0.62556	0.216899	0.301396	
0.315639	0.331538	0.309053	0.365161	
0.111295	0.220459	0.331896	0.43903	
0.277316	0.216882	0.164969	0.130822	
0.238066	0.19751	0.224389	0.275298	
0.21378	0.212963	0.237505	0.235074	
0.18735	0.512052	0.26082	0.287555	
0.158253	0.267202	0.258523	0.348997	
0.187136	0.671131	0.200392	0.263115	
0.264245	0.551244	0.30367	0.0934588	
0.257246	0.272959	0.237028	0.119104	
0.279757	0.232111	0.1879	0.27804	
0.194264	0.311187	0.141871	0.274942	
0.196904	0.297664	0.237469	0.177132	
0.219426	0.527778	0.0944527	0.136712	
0.23323	0.339727	0.32627	0.163903	
0.182296	0.178976	0.326979	0.254535	
0.279663	0.216104	0.19468	0.415131	
0.318113	0.369739	0.203768	0.178689	
0.300548	0.334105	0.336742	0.19457	
0.379361	0.52381	0.251608	0.226715	
0.276903	0.209877	0.297938	0.366546	
0.155739	0.50085	0.374592	0.159212	
0.142636	0.178634	0.26825	0.257543	
0.255124	0.675926	0.19635	0.308954	
0.319043	0.276427	0.282759	0.243564	
0.249278	0.407407	0.168959	0.407282	
0.152916	0.727891	0.107571	0.316733	
0.0796731	0.160218	0.212988	0.119029	
0.206342	0.0593998	0.339453	0.268876	
0.161941	0.228395	0.220561	0.250361	
0.302929	0.386815	0.253691	0.244731	
0.11428	0.344301	0.253518	0.265673	
0.268966	0.270483	0.258566	0.27918	
0.0959332	0.546534	0.240069	0.25531	
0.160258	0.350694	0.171499	0.412063	
0.194984	0.376601	0.201154	0.349753	
0.201725	0.137731	0.252394	0.250055	
0.0862509	0.266394	0.142886	0.248929	
0.264701	0.0299824	0.361824	0.124881	
0.127868	0.301269	0.219727	0.187001	
0.29787	0.31713	0.236556	0.282238	
0.174373	0.65584	0.192265	0.292539	
0.201937	0.475494	0.196431	0.215264	
0.248907	0.455192	0.121609	0.226678	
0.195713	0.243739	0.348666	0.266431	
0.279076	0.567523	0.240523	0.390536	
0.111129	0.307485	0.175429	0.257495	
0.244439	0.292769	0.26521	0.163232	
0.205802	0.863946	0.211356	0.115487	
0.219302	0.287709	0.236835	0.283545	
0.314676	0.344712	0.116801	0.259513	
0.200126	0.17433	0.200496	0.275399	
0.122357	0.311571	0.269804	0.254676	
0.229181	0.360119	0.193489	0.137206	
0.0725948	0.268078	0.380357	0.339637	
0.127822	0.375	0.200728	0.243665	
0.30171	0.26422	0.1866	0.382114	
0.146587	0.330357	0.204743	0.148188	
0.252769	0.315476	0.26208	0.242479	
0.207311	0.425714	0.204491	0.301159	
0.245487	0.506173	0.166558	0.219149	
0.275453	0.310148	0.32967	0.299151	
0.276885	0.382716	0.190358	0.283987	
0.167908	0.151356	0.206535	0.211307	
0.290319	0.416386	0.201141	0.422917	
0.131486	0.346708	0.224387	0.3808	
0.252426	0.497354	0.15322	0.372225	
0.244559	0.300359	0.270761	0.268036	
0.172281	0.388889	0.368345	0.261196	
0.227697	0.0934429	0.231053	0.14553	
0.203715	0.224389	0.17925	0.36322	
0.187449	0.298942	0.313008	0.276813	
0.25258	0.64743	0.132906	0.37788	
0.262806	0.452948	0.263043	0.317564	
0.334253	0.462571	0.303937	0.298151	
0.104875	0.464286	0.211331	0.241311	
0.381783	0.205247	0.160947	0.314041	
0.208462	0.456432	0.213796	0.140727	
0.27427	0.248341	0.292392	0.244649	
0.169117	0.188512	0.316023	0.284471	
0.183152	0.575163	0.261248	0.185224	
0.275831	0.483618	0.197579	0.277284	
0.169553	0.0533142	0.307067	0.361675	
0.166944	0.404762	0.157135	0.241279	
0.261837	0.244317	0.287884	0.165711	
0.279271	0.390432	0.251196	0.320641	
0.110171	0.867725	0.168591	0.231665	
0.242612	0.301107	0.30844	0.13864	
0.249671	0.348075	0.233434	0.289019	
0.151833	0.258074	0.359959	0.321783	
0.311896	0.512103	0.299238	0.243239	
0.143647	0.411376	0.201375	0.194831	
0.133672	0.350168	0.235086	0.220293	
0.148505	0.550265	0.184407	0.275451	
0.303488	0.335317	0.265618	0.163797	
0.0809108	0.297682	0.190615	0.225315	
0.315735	0.326428	0.213965	0.253871	
0.23697	0.189815	0.2048	0.246259	
0.110984	0.406566	0.20083	0.205338	
0.198175	0.487654	0.208784	0.162164	
0.208184	0.518519	0.267375	0.170412	
0.284362	0.399335	0.311112	0.238713	
0.23046	0.433422	0.201862	0.306782	
0.310654	0.395944	0.295127	0.24977	
0.124993	0.209877	0.24567	0.306152	
0.295094	0.325397	0.343113	0.1939	
0.0529385	0.0509259	0.237362	0.203912	
0.177806	0.198119	0.211499	0.181699	
0.113584	0.0667255	0.377007	0.28699	
0.276377	0.26015	0.292877	0.265436	
0.0586771	0.546958	0.232281	0.228038	
0.17902	0.436508	0.218685	0.222919	
0.200512	0.423611	0.184879	0.232417	
0.26116	0.354984	0.263087	0.190481	
0.252294	0.177859	0.150616	0.232315	
0.217108	0.349367	0.22573	0.240662	
0.116787	0.187243	0.31647	0.372839	
0.169591	0.146374	0.187328	0.402676	
0.267547	0.0813492	0.210227	0.364935	
0.248873	0.224261	0.299789	0.34585	
0.161268	0.327601	0.279589	0.257998	
0.231458	0.12963	0.198059	0.231343	
0.177936	0.260224	0.153905	0.241971	
0.290417	0.350137	0.313962	0.310392	
0.358262	0.570346	0.162805	0.422912	
0.316494	0.424303	0.120946	0.260019	
0.194916	0.111185	0.280332	0.254572	
0.221505	0.111904	0.220718	0.203355	
0.342966	0.583947	0.204895	0.288209	
0.159131	0.509602	0.215936	0.241003	
0.305172	0.349584	0.205181	0.195347	
0.139969	0.225343	0.237859	0.418197	
0.304549	0.286841	0.198525	0.122285	
0.107366	0.266975	0.218992	0.229192	
0.0827376	0.373898	0.200499	0.379222	
0.122562	0.271936	0.233489	0.159905	
0.286561	0.604938	0.213078	0.356683	
0.0914645	0.314258	0.2006	0.309238	
0.228807	0.546485	0.189579	0.196916	
0.30819	0.432595	0.272887	0.274613	
0.0762684	0.521495	0.186675	0.412159	
0.22641	0.650095	0.26149	0.323875	
0.140519	0.309007	0.191302	0.391861	
0.172642	0.405276	0.276781	0.311631	
0.173196	0.30275	0.192243	0.328014	
0.237188	0.328196	0.314246	0.224392	
0.250291	0.136231	0.311919	0.273627	
0.0932506	0.204265	0.265832	0.367518	
0.0969598	0.518568	0.271182	0.147742	
0.160826	0.766865	0.237082	0.325223	
0.212107	0.468599	0.293581	0.141254	
0.217396	0.317313	0.326615	0.451053	
0.265198	0.62963	0.253463	0.396247	
0.215658	0.305556	0.157174	0.29193	
0.0871171	0.250441	0.204682	0.224852	
0.243997	0.228395	0.277107	0.114618	
0.0110207	0.0899471	0.287283	0.379728	
0.199717	0.0817901	0.23518	0.381058	
0.210551	0.582305	0.227435	0.216359	
0.297732	0.306037	0.300299	0.197997	
0.180552	0.444444	0.262445	0.232963	
0.3493	0.336626	0.216025	0.271965	
0.444489	0.256687	0.30789	0.197748	
0.0595759	0.360493	0.253888	0.24991	
0.285751	0.429188	0.332663	0.201212	
0.244569	0.450926	0.22834	0.228701	
0.197915	0.150794	0.320918	0.39054	
0.378813	0.6875	0.175907	0.294454	
0.272452	0.249471	0.205161	0.251895	
0.129775	0.305556	0.26357	0.211898	
0.166696	1	0.214288	0.245462	
0.148738	0.363426	0.176443	0.243238	
0.117863	0.0602203	0.227022	0.300109	
0.140095	0.511763	0.244133	0.347103	
0.284709	0.584722	0.202332	0.0539984	
0.242358	0.0452675	0.211577	0.26115	
0.134779	0.68002	0.258685	0.318573	
0.247892	0.398148	0.172163	0.0758277	
0.363337	0.526515	0.245999	0.280974	
0.416227	0.49515	0.267466	0.270757	
0.237354	0.633237	0.250056	0.185974	
0.154759	0.742798	0.226238	0.213148	
0.328651	0.16133	0.230711	0.20823	
0.325408	0.198718	0.226973	0.318313	
0.111691	0.277006	0.286375	0.167285	
0.274542	0.192934	0.339937	0.417154	
0.236516	0.275243	0.304008	0.26652	
0.409326	0.14708	0.195439	0.291492	
0.403066	0.415954	0.202777	0.244729	
0.424493	0.404762	0.340649	0.28254	
0.209073	0.303939	0.263414	0.311951	
0.308852	0.448854	0.201723	0.262413	
0.137991	0.259259	0.175636	0.246467	
0.340308	0.614217	0.350127	0.316361	
0.317351	0.384259	0.323017	0.207213	
0.212482	0.3125	0.0987365	0.161877	
0.176642	0.133937	0.20659	0.507667	
0.238586	0.365079	0.207317	0.324122	
0.212395	0.475886	0.191887	0.260254	
0.171051	0.180441	0.267435	0.306477	
0.318677	0.620511	0.245115	0.450321	
0.248754	0.147119	0.262449	0.264024	
0.177584	0.132241	0.223932	0.298991	
0.206374	0.0564374	0.198025	0.221448	
0.257699	0.273534	0.201654	0.178684	
0.307172	0.37963	0.287242	0.194036	
0.156376	0.122085	0.243421	0.228666	
0.240944	0.198633	0.221847	0.281653	
0.130304	0.114198	0.148894	0.393735	
0.326316	0.189342	0.267555	0.15433	
0.283054	0.078836	0.403951	0.162829	
0.268093	0.209814	0.336516	0.339482	
0.0633919	0.650617	0.202939	0.141939	
0.34339	0.0930886	0.19099	0.208403	
0.246855	0.0960412	0.221053	0.337934	
0.16763	0.301136	0.37579	0.313259	
0.122802	0.293236	0.21178	0.146271	
0.318081	0.39079	0.258583	0.200088	
0.164338	0.0194004	0.262433	0.136773	
0.139361	0.305556	0.364386	0.209442	
0.221547	0.334969	0.305559	0.255889	
0.192916	0.683642	0.22369	0.336487	
0.195292	0.438244	0.398697	0.286852	
0.0764783	0.521291	0.326534	0.277874	
0.226591	0.240196	0.169602	0.249457	
0.19257	0.722222	0.214098	0.354377	
0.257093	0.489292	0.201615	0.316288	
0.139941	0.0448934	0.223219	0.241774	
0.456005	0.266875	0.236019	0.395554	
0.240112	0.271816	0.275831	0.367702	
0.185867	0.300265	0.166179	0.300973	
0.158234	0.713816	0.243705	0.108574	
0.189874	0.165079	0.237803	0.341317	
0.256632	0.47619	0.233263	0.2745	
0.2188	0.404718	0.233685	0.420298	
0.187042	0.299145	0.274683	0.188118	
0.148881	0.187243	0.303551	0.235574	
0.0974553	0.270761	0.296594	0.27967	
0.121595	0.280065	0.228614	0.241584	
0.260214	0.357639	0.326124	0.177966	
0.200189	0.125	0.192712	0.331914	
0.202913	0.190917	0.253562	0.403097	
0.146518	0.367429	0.264687	0.104672	
0.125804	0.54089	0.183493	0.207586	
0.224967	0.253472	0.344952	0.276041	
0.348215	0.191872	0.243802	0.174254	
0.163771	0.226558	0.25656	0.264213	
0.135357	0.784255	0.156521	0.2533	
0.192622	0.193122	0.29539	0.394817	
0.214624	0.204733	0.259317	0.200048	
0.167763	0.366436	0.198686	0.173258	
0.108946	0.55303	0.190999	0.315655	
0.212852	0.338211	0.347637	0.407384	
0.155288	0.607767	0.347328	0.120767	
0.14816	0.439394	0.158881	0.343474	
0.245458	0.601747	0.217981	0.182254	
0.260358	0.266188	0.260446	0.308964	
0.341206	0.583333	0.259627	0.319345	
0.140812	0.408187	0.206187	0.212213	
0.280913	0.298433	0.24704	0.256585	
0.246044	0.298854	0.221398	0.379608	
0.310026	0.411545	0.282136	0.104193	
0.0828387	0.285324	0.223585	0.396435	
0.219934	0.376543	0.175437	0.356837	
0.278918	0.426348	0.280749	0.357286	
0.103336	0.210601	0.2023	0.226485	
0.0836935	0.495917	0.241464	0.313464	
0.247732	0.0462963	0.167706	0.152043	
0.243771	0.159486	0.266308	0.309451	
0.198994	0.371032	0.232996	0.357993	
0.206001	0.205223	0.28666	0.390743	
0.285926	0.398148	0.3557	0.197565	
0.0696197	0.419192	0.31559	0.253535	
0.28038	0.230159	0.175865	0.233271	
0.128401	0.717813	0.278473	0.170002	
0.206102	0.286038	0.152918	0.185342	
0.167973	0.0123457	0.289722	0.237195	
0.31417	0.155754	0.432456	0.195749	
0.21558	0.41547	0.284131	0.282967	
0.126083	0.53373	0.264428	0.0579444	
0.357056	0.263228	0.238028	0.249564	
0.217568	0.573513	0.17925	0.338759	
0.131907	0.223986	0.25683	0.377535	
0.110727	0.457305	0.155467	0.211842	
0.229662	0.477431	0.21124	0.302093	
0.0790991	0.246032	0.261701	0.362883	
0.229546	0.358297	0.164562	0.140604	
0.149431	0.400994	0.276987	0.280403	
0.304805	0.417989	0.354865	0.224697	
0.142013	0.57589	0.281159	0.0829862	
0.25105	0.167368	0.226908	0.300463	
0.232578	0.340388	0.22671	0.340067	
0.285905	0.202098	0.21124	0.166605	
0.228243	0.114959	0.0948506	0.292953	
0.319061	0.486833	0.179294	0.284805	
0.165806	0.256965	0.274062	0.424874	
0.205685	0.193253	0.177983	0.240888	
0.156213	0.363038	0.27805	0.191697	
0.115191	0.567308	0.136377	0.320289	
0.332761	0.386341	0.272057	0.421334	
0.148059	0.431364	0.24544	0.335712	
0.19423	0.165722	0.329834	0.245678	
0.129488	0.780521	0.22793	0.367768	
0.182576	0.697531	0.26189	0.292218	
0.31758	0.143886	0.246678	0.326865	
0.10981	0.383173	0.267725	0.206305	
0.307854	0.202491	0.192074	0.260372	
0.168888	0.22428	0.260491	0.393054	
0.207945	0.482596	0.225563	0.350609	
0.133371	0.156207	0.31957	0.28855	
0.139349	0.0285494	0.340883	0.222469	
0.145693	0.129127	0.271613	0.169792	
0.267252	1	0.291814	0.401391	
0.132465	0.146605	0.183888	0.32616	
0.298813	0.199546	0.311123	0.17464	
0.187728	0.336806	0.190836	0.22357	
0.0693864	0.289352	0.317665	0.42302	
0.219087	0.292929	0.219202	0.206424	
0.300153	0.26983	0.189745	0.331004	
0.164708	0.498702	0.368487	0.265784	
0.184563	0.193232	0.305448	0.216229	
0.251854	0.397399	0.199365	0.307377	
0.135807	0.239149	0.243478	0.241823	
0.205112	0.713542	0.151832	0.307449	
0.20561	0.274603	0.266496	0.195393	
0.196948	0.378858	0.291007	0.251176	
0.191123	0.42284	0.229778	0.109706	
0.073952	0.480496	0.274723	0.236221	
0.358173	0.487963	0.253269	0.237064	
0.122221	0.515983	0.185734	0.201094	
0.213859	0.328432	0.206286	0.230794	
0.287673	0.692593	0.380293	0.227874	
0.233279	0.291495	0.321581	0.251418	
0.355586	0.241898	0.262832	0.18161	
0.14246	0.4393	0.166019	0.343649	
0.214073	0.280423	0.326663	0.198484	
0.0887787	0.418529	0.165669	0.177467	
0.142028	1	0.257456	0.242736	
0.436487	0.775884	0.263205	0.28489	
0.144046	0.579169	0.257652	0.188293	
0.179382	0.187243	0.289556	0.376936	
0.170515	0.473251	0.221627	0.147468	
0.108602	0.347663	0.36019	0.220504	
0.212545	0.174015	0.275823	0.235088	
0.273324	0.193514	0.184779	0.387175	
0.236324	0.467693	0.195345	0.272788	
0.22555	0.884259	0.306121	0.164837	
0.1739	0.126362	0.242078	0.18533	
0.156716	0.824592	0.295016	0.274088	
0.115447	0.404171	0.231743	0.342665	
0.112139	0.84127	0.212557	0.308994	
0.204209	0.371142	0.227562	0.28831	
0.142601	0.335748	0.424633	0.218542	
0.169954	0.295267	0.371269	0.225582	
0.346368	0.493496	0.276918	0.355655	
0.167071	0.385522	0.256113	0.245144	
0.150604	0.196914	0.33316	0.522792	
0.22255	0.29333	0.312903	0.223183	
0.17113	0.825019	0.25617	0.198883	
0.189915	0.797642	0.26594	0.162885	
0.193349	0.459639	0.298768	0.244355	
0.285107	0.172829	0.218468	0.325613	
0.244699	0.396036	0.257782	0.213582	
0.349713	0.345973	0.219387	0.308011	
0.316714	0.300254	0.216396	0.165949	
0.196887	0.444444	0.150094	0.204496	
0.344735	0.337228	0.168489	0.160065	
0.0936663	0.360532	0.217586	0.247319	
0.296379	0.172352	0.261685	0.345014	
0.0493429	0.27572	0.215496	0.319488	
0.30469	0.237765	0.290563	0.186905	
0.258545	0.0288801	0.231895	0.271557	
0.297655	0.264771	0.128341	0.214426	
0.254378	0.239583	0.255267	0.278681	
0.244108	0.350566	0.19523	0.0669547	
0.247275	0.239324	0.25625	0.313618	
0.182385	0.340161	0.210026	0.336139	
0.185085	0.359653	0.287568	0.378397	
0.194995	0.062963	0.237229	0.249153	
0.294496	0.268261	0.177611	0.127609	
0.161745	0.461889	0.180895	0.236314	
0.366288	0.134425	0.234022	0.0980947	
0.322068	0.333696	0.19128	0.298095	
0.0782417	0.502905	0.159927	0.186033	
0.0987354	0.356151	0.12668	0.236182	
0.327339	0.111395	0.239135	0.263968	
0.391016	0.300167	0.210572	0.262864	
0.262469	0.474427	0.234226	0.123455	
0.308436	0.378307	0.168303	0.38615	
0.211034	0.371076	0.174606	0.167151	
0.164811	0.443342	0.112845	0.104621	
0.0954691	0.562908	0.277532	0.479488	
0.207382	0.299603	0.195403	0.213592	
0.432522	0.319444	0.201302	0.251799	
0.25954	0.485597	0.299146	0.374385	
0.217198	0.556678	0.231093	0.113757	
0.078475	0.279514	0.33537	0.162589	
0.268346	0.500248	0.185719	0.239177	
0.228541	0.116486	0.173728	0.38757	
0.327584	0.100569	0.162059	0.373358	
0.179528	0.393959	0.164267	0.194478	
0.200243	0.185696	0.204609	0.188595	
0.460026	0.344797	0.222516	0.2337	
0.228989	0.522222	0.289407	0.262634	
0.0915911	0.494874	0.297921	0.258253	
0.262049	0.729345	0.341449	0.322854	
0.129274	0.325328	0.215757	0.221565	
0.323206	0.486532	0.259095	0.150567	
0.0613433	0.369569	0.230269	0.279708	
0.0973866	0.338057	0.240289	0.250579	
0.218093	0.375787	0.349896	0.294948	
0.179897	0.319028	0.180943	0.289176	
0.233257	0.778439	0.241325	0.152183	
0.129342	0.343915	0.247752	0.225347	
0.238535	0.401703	0.278015	0.389671	
