thetaWatt[0]	thetaWatt[1]	thetaWatt[2]	thetaWatt[3]	
10.0968	2.4744	38.026	7.6162	
14.1355	4.9488	34.0091	9.60304	
9.84437	4.9488	39.6327	8.27848	
11.8637	4.24183	37.2226	4.96709	
11.8637	5.65577	27.85	7.94734	
7.5726	5.30229	29.1889	11.2587	
12.8734	6.00926	39.6327	6.62279	
13.3783	2.4744	29.9923	5.62937	
9.59195	2.82789	40.4361	10.2653	
9.84437	2.4744	26.7788	8.27848	
10.6016	2.12091	48.2019	9.60304	
16.6597	4.9488	44.7207	6.29165	
9.08711	10.9581	42.5784	8.27848	
10.0968	3.18137	37.2226	9.60304	
6.81534	6.36274	34.0091	7.28506	
10.8541	9.54412	31.0635	7.28506	
7.06776	7.4232	31.8668	5.62937	
7.82501	2.82789	32.938	6.95392	
8.07743	7.4232	32.1346	7.94734	
6.81534	6.00926	24.9043	10.2653	
7.82501	6.00926	24.9043	8.94076	
11.8637	11.3115	40.1683	11.5899	
11.1065	6.36274	36.687	10.5965	
10.0968	5.30229	36.4192	7.6162	
12.621	3.88834	45.2562	12.2522	
11.1065	5.30229	22.2264	11.5899	
12.1162	4.24183	33.4736	9.93418	
10.6016	5.65577	30.5279	7.94734	
8.58227	3.53486	29.7245	5.29823	
9.59195	3.18137	38.8293	9.60304	
8.32985	2.82789	43.9173	8.60962	
12.8734	7.06972	44.4529	7.28506	
7.32018	2.12091	27.5822	8.27848	
10.0968	4.59531	35.8836	5.62937	
11.8637	11.3115	34.2769	8.27848	
13.8831	2.4744	35.3481	10.9276	
10.0968	8.48366	33.7413	6.62279	
15.65	2.12091	30.5279	5.96051	
11.8637	6.71623	29.4567	8.60962	
13.8831	3.53486	29.7245	6.29165	
10.0968	6.71623	39.3649	6.29165	
9.84437	5.65577	34.0091	10.5965	
13.3783	10.2511	32.938	4.30481	
8.83469	5.30229	36.9548	14.5701	
14.1355	4.24183	27.85	8.27848	
8.58227	2.82789	41.5072	9.60304	
8.32985	1.76743	38.026	9.60304	
13.1258	4.9488	32.4024	11.5899	
7.5726	4.24183	39.9005	6.95392	
9.08711	5.30229	31.8668	10.9276	
8.07743	6.00926	38.2937	6.62279	
8.58227	3.53486	31.599	6.62279	
7.06776	6.00926	35.8836	5.96051	
10.3492	2.82789	42.3106	10.9276	
14.8928	5.30229	39.0971	7.28506	
14.6404	3.88834	35.6159	6.62279	
15.3976	2.12091	40.9716	10.2653	
9.59195	5.65577	36.687	8.94076	
11.1065	3.53486	39.3649	10.9276	
9.33953	10.2511	28.1178	7.28506	
9.08711	6.71623	39.6327	10.9276	
11.6113	3.53486	36.9548	6.62279	
9.08711	5.30229	28.3856	9.2719	
9.33953	9.19063	35.6159	6.95392	
11.6113	4.59531	33.4736	7.6162	
6.56292	4.9488	34.2769	10.9276	
8.83469	8.83714	38.8293	6.95392	
6.3105	7.4232	32.6702	6.29165	
13.3783	10.6046	30.7957	10.9276	
11.8637	3.18137	28.9211	4.30481	
7.32018	2.82789	27.85	8.27848	
17.417	4.24183	41.775	9.60304	
10.8541	6.71623	31.8668	6.29165	
9.33953	3.88834	27.85	8.27848	
7.82501	3.53486	37.2226	8.60962	
15.9024	2.4744	34.8125	7.6162	
9.59195	9.19063	32.4024	9.2719	
7.32018	3.88834	26.7788	12.9144	
8.58227	5.65577	30.7957	11.2587	
9.59195	4.59531	35.3481	7.94734	
8.32985	5.30229	19.2808	7.94734	
9.08711	4.59531	25.4399	6.62279	
9.33953	8.13017	42.3106	7.28506	
9.33953	5.65577	33.7413	10.2653	
11.3589	6.36274	34.5447	8.60962	
10.6016	3.88834	29.7245	6.62279	
8.58227	7.4232	31.0635	6.95392	
12.1162	5.30229	28.6534	9.2719	
11.1065	8.48366	34.2769	9.60304	
13.3783	3.53486	26.2433	5.62937	
10.6016	7.06972	46.3274	11.2587	
9.33953	3.53486	41.5072	5.29823	
9.59195	6.36274	30.5279	7.6162	
10.8541	7.06972	38.5615	8.94076	
13.1258	4.59531	29.1889	9.60304	
8.32985	5.65577	38.026	13.5767	
9.84437	7.4232	41.775	8.60962	
7.82501	3.88834	32.1346	12.2522	
11.6113	2.4744	21.9586	11.921	
11.1065	3.88834	42.0428	8.94076	
9.59195	3.53486	48.2019	8.27848	
5.80566	5.65577	48.4697	8.27848	
18.1742	2.82789	34.0091	11.5899	
12.8734	6.00926	38.8293	6.95392	
12.1162	5.30229	35.8836	8.94076	
9.08711	2.82789	37.2226	9.60304	
10.8541	6.36274	46.3274	8.60962	
11.8637	1.76743	38.2937	10.5965	
12.1162	2.82789	29.9923	8.94076	
9.84437	6.36274	36.687	9.2719	
9.59195	1.06046	29.7245	12.2522	
5.30082	2.82789	34.5447	11.5899	
6.56292	5.65577	35.6159	9.2719	
12.1162	3.18137	37.4904	10.2653	
12.1162	1.06046	44.9885	10.5965	
11.8637	4.59531	42.8461	8.60962	
10.6016	6.00926	34.0091	8.60962	
8.58227	2.12091	38.5615	6.62279	
7.32018	3.53486	34.0091	10.2653	
7.06776	3.53486	35.6159	5.62937	
10.0968	6.36274	31.0635	10.9276	
6.3105	3.88834	27.3144	7.6162	
10.3492	3.18137	39.3649	9.93418	
7.06776	6.36274	38.026	6.29165	
9.84437	3.53486	32.938	9.2719	
10.3492	2.82789	33.4736	10.9276	
7.06776	9.19063	30.2601	5.62937	
8.58227	2.4744	40.9716	11.5899	
9.59195	3.18137	37.2226	9.60304	
12.1162	3.53486	34.0091	7.94734	
12.1162	3.18137	29.7245	4.96709	
12.3686	2.4744	38.2937	7.94734	
10.6016	8.83714	39.9005	8.94076	
9.59195	6.00926	32.4024	10.5965	
8.32985	12.7255	43.3817	9.2719	
11.6113	3.53486	40.4361	9.2719	
10.0968	4.59531	34.8125	8.60962	
10.8541	3.53486	32.4024	7.94734	
11.6113	4.59531	33.4736	10.9276	
8.32985	2.4744	35.3481	7.6162	
8.83469	3.18137	41.2394	8.94076	
9.84437	5.30229	36.9548	7.94734	
11.1065	4.59531	31.599	7.94734	
10.8541	5.65577	24.6365	10.9276	
11.1065	7.06972	44.7207	9.60304	
10.6016	0.353486	35.8836	7.6162	
7.82501	12.372	32.4024	8.94076	
11.1065	4.9488	40.9716	7.28506	
8.07743	4.24183	47.9341	8.94076	
9.59195	5.30229	37.7582	8.27848	
7.82501	3.53486	34.5447	10.5965	
8.32985	3.88834	34.5447	8.60962	
10.8541	3.88834	33.4736	8.60962	
12.3686	6.36274	31.599	9.60304	
7.32018	14.4929	28.3856	6.29165	
6.3105	2.4744	32.1346	8.27848	
9.33953	2.12091	28.9211	5.96051	
9.33953	10.6046	28.6534	6.95392	
11.1065	7.4232	38.026	9.93418	
7.32018	10.9581	48.7375	8.94076	
7.5726	3.88834	40.4361	10.5965	
9.84437	4.9488	35.0803	7.28506	
7.5726	5.30229	33.4736	11.2587	
9.59195	2.82789	31.8668	11.2587	
6.81534	3.88834	35.6159	7.94734	
12.621	1.41394	38.026	9.93418	
11.1065	2.4744	32.938	10.2653	
8.58227	3.88834	42.8461	9.2719	
14.8928	6.00926	29.9923	7.94734	
12.1162	4.24183	36.687	8.60962	
14.1355	5.65577	40.1683	10.2653	
4.54356	12.0185	31.599	7.28506	
10.6016	6.36274	32.938	3.97367	
11.1065	7.06972	26.7788	8.60962	
9.84437	3.53486	34.0091	8.94076	
9.33953	4.59531	29.9923	12.5833	
9.59195	4.59531	34.5447	9.2719	
8.07743	2.82789	36.687	8.60962	
4.03872	2.82789	29.1889	5.96051	
9.33953	3.18137	43.6495	7.94734	
5.30082	4.24183	43.1139	9.60304	
7.32018	4.59531	39.6327	8.27848	
9.84437	6.36274	29.4567	6.29165	
11.1065	3.88834	30.2601	7.94734	
15.1452	3.18137	42.5784	6.29165	
7.5726	6.36274	32.4024	9.93418	
7.32018	7.06972	43.3817	7.94734	
8.83469	1.06046	32.6702	11.5899	
6.56292	7.06972	25.7077	7.28506	
9.08711	4.24183	26.7788	5.29823	
6.05808	2.82789	34.2769	8.94076	
15.3976	24.037	44.9885	9.60304	
10.6016	2.4744	36.687	14.239	
12.3686	3.88834	27.3144	9.93418	
11.8637	2.82789	30.5279	9.2719	
6.56292	4.24183	33.2058	4.63595	
9.08711	8.48366	28.6534	4.63595	
16.9121	8.13017	32.1346	6.29165	
9.84437	12.372	42.0428	8.60962	
7.06776	4.59531	42.8461	10.9276	
14.1355	3.88834	38.2937	8.27848	
14.1355	3.18137	37.2226	10.5965	
13.3783	3.53486	31.8668	8.60962	
4.79598	4.59531	37.4904	3.97367	
8.83469	6.36274	41.775	5.29823	
8.58227	6.36274	23.5654	8.27848	
9.33953	1.06046	47.1308	6.95392	
8.58227	1.76743	34.8125	6.62279	
10.8541	1.06046	32.1346	7.94734	
11.8637	1.76743	32.1346	7.28506	
10.6016	4.59531	27.85	8.27848	
15.3976	3.18137	31.0635	9.60304	
5.55324	5.65577	23.5654	6.29165	
10.3492	11.665	31.3312	11.2587	
9.84437	2.4744	35.6159	6.62279	
11.6113	2.82789	34.5447	8.94076	
11.1065	2.4744	35.0803	8.27848	
10.0968	3.18137	40.4361	7.28506	
6.81534	2.12091	35.3481	5.62937	
6.56292	3.88834	29.4567	12.2522	
9.33953	12.372	39.3649	10.9276	
8.58227	6.36274	28.1178	8.60962	
3.7863	2.82789	31.3312	8.27848	
10.3492	4.24183	42.8461	8.60962	
10.0968	4.24183	31.8668	9.60304	
8.83469	3.88834	36.9548	9.60304	
14.8928	3.88834	32.1346	7.94734	
9.08711	4.9488	29.7245	9.93418	
14.3879	1.06046	35.0803	6.29165	
8.83469	4.24183	28.6534	7.94734	
7.82501	3.88834	37.2226	8.27848	
12.1162	4.9488	30.7957	8.27848	
6.3105	12.372	24.9043	6.95392	
6.3105	1.41394	44.7207	8.27848	
13.8831	3.88834	44.9885	12.5833	
6.56292	6.71623	24.3687	6.29165	
7.06776	1.76743	33.4736	5.96051	
9.59195	2.82789	36.9548	8.60962	
10.3492	5.65577	36.9548	9.60304	
12.621	2.4744	38.5615	8.60962	
10.8541	8.83714	35.8836	8.60962	
6.81534	6.00926	38.8293	9.60304	
10.8541	7.4232	27.85	9.60304	
6.3105	4.24183	29.4567	8.94076	
8.32985	5.65577	51.951	12.2522	
13.6307	4.9488	40.4361	6.95392	
16.1549	3.18137	31.3312	6.95392	
9.84437	6.36274	31.599	8.27848	
9.33953	2.82789	31.3312	8.60962	
11.6113	3.88834	32.6702	8.94076	
10.6016	4.24183	46.863	6.95392	
7.32018	10.2511	27.3144	10.5965	
10.6016	4.24183	37.7582	8.60962	
9.08711	6.36274	38.2937	11.921	
12.3686	6.36274	32.1346	7.94734	
5.80566	4.9488	31.3312	6.62279	
10.3492	6.71623	36.4192	6.29165	
10.8541	2.82789	40.1683	9.60304	
8.83469	6.36274	28.6534	10.2653	
7.32018	8.13017	34.2769	10.2653	
8.07743	2.4744	29.7245	6.95392	
10.6016	4.9488	39.9005	5.96051	
11.6113	2.4744	37.4904	7.28506	
8.07743	5.30229	44.1851	6.62279	
8.32985	4.24183	33.7413	8.60962	
11.1065	7.06972	40.9716	9.93418	
12.8734	6.00926	34.8125	8.94076	
7.82501	2.12091	34.8125	7.94734	
11.3589	1.76743	31.599	7.28506	
7.5726	3.53486	32.4024	8.27848	
11.6113	8.13017	33.2058	10.9276	
8.58227	2.4744	36.4192	8.60962	
6.81534	8.13017	39.9005	10.2653	
6.56292	2.4744	37.4904	7.6162	
11.6113	4.9488	35.3481	6.29165	
11.3589	2.4744	41.2394	9.2719	
11.1065	4.24183	42.8461	5.62937	
9.08711	9.19063	27.0466	10.5965	
13.3783	6.00926	43.1139	15.5635	
11.8637	4.59531	35.3481	5.62937	
8.07743	3.53486	33.2058	11.921	
10.0968	6.71623	36.4192	9.60304	
8.58227	5.65577	29.1889	6.29165	
10.6016	4.59531	31.3312	6.95392	
5.30082	1.06046	49.0053	10.5965	
11.6113	2.12091	32.4024	8.60962	
8.83469	5.30229	34.8125	9.93418	
15.9024	8.13017	41.775	8.27848	
15.1452	4.9488	35.0803	9.93418	
13.1258	2.82789	44.1851	11.921	
11.3589	5.30229	25.9755	6.29165	
6.05808	3.53486	40.9716	6.95392	
9.33953	10.2511	33.4736	10.2653	
7.06776	8.13017	39.9005	8.94076	
12.1162	2.12091	38.2937	9.2719	
9.33953	5.65577	32.1346	8.94076	
12.8734	1.76743	39.6327	8.60962	
9.59195	5.65577	31.0635	6.29165	
10.3492	10.6046	34.8125	8.60962	
6.05808	1.41394	30.7957	8.94076	
4.03872	6.00926	35.6159	10.2653	
8.32985	1.76743	23.2976	10.9276	
14.3879	4.9488	30.2601	7.94734	
13.1258	3.18137	28.6534	7.94734	
8.32985	4.59531	35.3481	9.2719	
11.6113	4.24183	21.9586	8.60962	
15.9024	7.06972	34.0091	9.2719	
8.58227	1.76743	39.6327	8.60962	
11.6113	6.00926	28.1178	8.27848	
11.3589	3.88834	38.8293	7.6162	
7.5726	7.06972	27.0466	9.93418	
9.84437	7.06972	38.5615	8.27848	
8.32985	7.06972	29.4567	10.2653	
7.5726	4.59531	48.4697	8.94076	
8.32985	4.24183	44.4529	8.27848	
7.5726	3.53486	38.026	9.2719	
10.8541	4.24183	28.6534	6.29165	
6.56292	4.24183	33.4736	12.5833	
11.1065	4.59531	25.1721	4.96709	
12.621	5.30229	31.3312	7.6162	
14.1355	1.41394	25.7077	7.94734	
13.8831	11.3115	37.7582	6.95392	
9.59195	10.9581	37.7582	8.27848	
8.32985	3.18137	46.0596	6.62279	
12.3686	4.24183	35.3481	9.2719	
11.1065	7.06972	22.4942	6.95392	
8.32985	6.36274	43.1139	10.5965	
12.621	2.4744	27.3144	11.921	
12.1162	2.4744	35.6159	6.29165	
9.59195	3.88834	44.1851	6.62279	
11.3589	2.12091	49.2731	10.5965	
13.1258	3.18137	35.0803	6.62279	
7.06776	3.88834	41.2394	8.60962	
13.8831	9.54412	42.3106	17.8815	
10.0968	5.65577	43.3817	7.6162	
8.83469	4.24183	38.5615	10.5965	
10.3492	6.36274	38.2937	6.29165	
11.6113	6.36274	50.612	9.93418	
11.3589	3.53486	27.3144	10.9276	
5.30082	2.12091	36.1514	10.9276	
9.33953	4.9488	35.6159	8.27848	
