H_norm[0]	H_norm[1]	H_norm[2]	H_norm[3]	
0.564564	0.726292	-1.01729	0.422398	
0.459672	1.1317	-0.32606	0.331408	
0.347177	0.838179	-0.700692	-1.10805	
-0.442889	0.910263	0.0924763	0.961567	
-0.0289074	-0.0279393	-0.917414	0.140537	
0.204601	0.427098	0.124998	0.256239	
0.755363	-0.819536	0.261486	0.149935	
0.731326	-0.0492647	0.453508	0.211851	
0.3498	0.919401	0.358166	-0.319968	
0.0881492	0.238682	0.253457	0.704224	
0.406386	-2.84798	0.335159	0.940298	
-0.186844	0.306467	-0.640735	-0.373425	
0.893799	0.0898329	0.159429	0.169286	
0.732037	0.919401	-0.524254	0.0821474	
-0.0413604	0.747421	-1.35457	0.342862	
0.360429	1.03456	-0.0151092	0.639695	
-0.190733	0.731959	0.721077	0.342281	
-0.910125	-0.533872	-0.830897	-0.396888	
-1.06638	0.673747	0.350585	-0.127429	
0.266017	0.198045	0.485362	-1.82044	
-1.13716	0.388431	0.501865	0.121219	
-0.564035	0.363256	0.344541	0.60392	
0.352488	0.889787	-0.270361	0.354366	
-1.2282	-0.751117	-0.0357074	-0.0292852	
-1.59638	-0.245861	-0.338654	0.462176	
0.150731	0.605055	-0.343617	0.712796	
-2.10582	0.142366	0.380561	-0.468031	
-0.647275	-0.949936	0.474268	-1.1226	
-0.546333	0.363211	0.536644	-0.235442	
0.134834	0.400242	-0.0193236	0.798516	
0.179228	0.782413	0.164485	-0.636113	
-0.048906	0.96097	0.0813153	-0.634512	
0.213019	-0.264462	0.0475567	-0.0777539	
0.736236	0.496936	0.295221	0.79643	
0.0906485	0.689526	0.327621	-0.575801	
0.706309	-1.35253	-0.414902	0.467241	
0.0847703	0.919401	-0.65808	-1.07579	
0.311074	0.885639	-0.0171876	-0.418765	
0.383341	0.560905	-0.0941327	-0.238922	
-1.65688	0.429054	0.246403	-0.860848	
0.622516	0.943246	-0.702123	-0.0231215	
0.46729	-1.37941	0.416593	0.242981	
0.591762	-1.11888	0.285334	-0.619477	
-0.636791	0.858108	-0.112919	0.295599	
0.113803	0.357363	-0.132938	0.31975	
0.370055	-1.9649	-0.311496	0.6703	
0.401396	1.03235	0.376961	0.883084	
-0.759239	0.503885	-0.0678133	0.743522	
0.167256	-0.532041	0.53952	-0.856688	
-0.209794	0.62883	0.0599452	-1.09388	
-0.800439	-2.62584	0.199444	-0.312375	
0.90463	0.355915	-0.155115	-0.822347	
0.385132	-0.507917	0.0858952	-0.0828288	
0.177692	0.701998	0.4886	0.667747	
0.828236	-0.224582	0.123265	0.244199	
0.23487	0.147606	-0.0544941	0.283282	
0.579911	0.551315	0.408316	0.147799	
0.52392	-0.551315	0.176064	0.898855	
0.120331	0.709701	0.038145	0.179545	
-0.747427	0.223514	-1.21461	0.590163	
0.543928	0.668114	0.868311	0.0543208	
0.056558	0.7823	-0.445523	0.375657	
0.647915	-0.144473	0.709989	0.530354	
0.090248	0.133214	0.300074	0.241754	
0.51486	0.808496	-0.697272	-0.0985329	
0.167607	0.490347	0.315465	0.307915	
0.467668	0.0406865	-0.92587	-0.573283	
-0.0277873	0.305807	-0.816985	0.563991	
-0.422921	0.853413	-0.547984	0.138729	
0.188202	0.698482	-0.0703626	0.12635	
0.693896	0.148142	0.273883	-0.135098	
0.496325	-1.95029	-0.130885	-0.0953446	
0.949277	0.404248	0.236741	0.412309	
0.331949	0.706719	0.237123	0.733085	
0.0743143	-0.127589	-0.189912	0.381378	
0.425888	0.0838179	0.0628116	0.725996	
0.236329	0.933878	0.102768	0.0821474	
0.0896609	1.03456	-0.0645881	-0.176993	
0.575068	0.764294	-0.0787519	-0.00577233	
0.406365	0.663006	0.40434	0.364705	
0.165549	0.10096	0.36302	-0.629796	
0.0986287	0.213549	-0.32626	0.0615671	
-0.762933	0.796814	0.266057	0.376851	
-0.153763	0.532855	0.596571	-0.76301	
0.30667	0.355915	0.0774539	0.624323	
-0.00580227	0.147794	0.213846	-0.0595904	
-0.0430141	0.980695	-0.0845865	0.344865	
0.553594	0.505655	-0.0617464	-0.73227	
0.041933	0.769087	-0.205501	0.79643	
-0.689472	-0.699372	0.23375	0.200065	
0.377041	0.333034	-0.0239422	0.178199	
0.461915	-0.213549	-0.154654	-1.45052	
-1.57387	-2.2171	0.0742277	0.572722	
0.466671	0.344262	-0.479215	0.202854	
-0.13528	-0.840969	0.624573	0.771355	
-3.54427	0.195575	-0.293929	-0.647914	
-1.05846	-0.288946	0.638238	-0.046243	
0.251625	0.840969	0.260799	-0.100974	
0.0986807	0.586725	0.147525	-0.00739667	
0.182772	0.387568	-0.0775738	0.242115	
0.643594	0.991056	0.446699	0.296642	
-0.107593	0.438151	-0.0450736	0.613923	
-1.3838	0.18388	0.0887228	0.868447	
-0.392474	0.333034	0.533842	-0.719973	
0.428988	0.477364	0.551732	0.103553	
-1.05589	-1.257	-0.0819559	0.629796	
1.00616	0.802743	0.357374	0.113766	
0.244301	-2.0642	0.210749	-0.0923454	
0.769111	0.600516	-0.149688	0.0479193	
0.674974	0.910263	-0.0563371	0.200512	
0.734184	0.996562	0.395383	-0.0136912	
-0.200609	0.621561	-0.122479	-0.184663	
-0.0819095	0.583914	0.405978	-0.693082	
0.149673	-0.109185	0.199398	0.0989995	
0.484169	-0.366338	-0.236767	-1.28703	
-0.957059	-0.118085	0.490263	0.127843	
-0.352899	0.24914	0.25227	0.895747	
-1.59243	-0.404248	0.0754881	0.311706	
-1.2185	0.802743	0.701441	-0.466619	
-1.97706	0.495528	-0.182373	-0.337896	
-0.0976713	-1.9263	-0.0785964	0.0923995	
0.836568	-0.195575	0.103328	0.35504	
0.0417914	-2.84798	0.711591	0.258555	
-0.66707	-1.41702	0.130278	-1.80211	
0.362742	0.535162	0.0259132	-0.566564	
-0.375128	0.801171	0.258554	0.0981295	
-0.92253	0.928209	0.599872	-0.208337	
0.417331	-0.689526	-0.207673	-0.712796	
0.239517	-1.36481	0.0793269	0.590922	
0.26407	0.503885	0.544381	0.0659997	
-0.56825	-0.238682	0.290487	-0.356801	
0.0100548	0.240788	0.0973605	0.892954	
-0.355709	0.583914	-0.0599434	0.498799	
-0.542436	-0.501862	0.553067	-0.239596	
0.540267	0.39115	-0.294474	-0.113766	
0.251894	0.467895	0.531045	0.208964	
-0.930363	-1.34109	0.250101	-0.344993	
0.162166	1.07032	-0.547752	0.79547	
0.188202	0.832585	-0.617848	0.767719	
0.0266984	0.917421	0.62989	-1.28723	
0.100297	0.462689	-0.0353083	-0.152858	
0.3355	0.0963152	-0.786643	-0.0230893	
-0.152544	0.0757199	0.158961	0.219348	
-0.278445	0.735521	-0.330774	-0.252218	
0.395969	-0.198473	-0.397867	-0.238922	
0.0260179	0.67899	0.243654	0.189959	
-1.43632	0.305807	0.345656	-1.0445	
0.44794	1.00777	-0.307615	-0.138599	
0.615083	0.573675	0.582592	-2.31077	
0.586872	-0.528432	0.567689	-0.034634	
0.475467	0.988162	-0.019753	0.885631	
0.430601	1.078	-0.0732963	-0.0213312	
0.886181	-0.591177	-0.171448	0.489125	
-0.309811	0.826596	-0.609846	0.266979	
-0.492187	0.494081	-0.241475	-0.824618	
-0.209446	1.03215	-0.0162471	0.813898	
0.484526	-2.19076	0.544311	0.418765	
-0.27272	0.718663	-0.0215221	-0.499751	
0.540675	0.253958	0.255096	-0.505184	
-0.743351	0.853413	0.298844	-1.45812	
0.548801	0.889787	0.176896	0.394212	
0.330698	0.696677	-0.279003	0.633196	
-0.693238	0.247764	0.315319	-0.104587	
-0.0319554	0.901489	-0.43787	0.165658	
0.459855	-0.187508	0.00782159	-0.00684561	
-0.722074	-0.277639	0.522974	-1.90367	
0.471103	-2.73159	0.648475	0.0755426	
0.0341713	-1.45258	-0.518985	-0.257843	
0.211968	-0.637947	-0.248865	-0.820605	
0.41556	0.982663	0.2794	-0.775946	
0.0154549	0.111757	-0.559397	0.488589	
0.23939	-1.36544	-0.13528	-0.0529184	
0.192497	-0.536822	-0.47678	-0.0404063	
-0.690471	-0.161145	0.154831	-0.796923	
0.318395	0.432944	0.51187	-1.06196	
0.0518203	-0.838445	0.206659	-0.00527663	
-0.526554	-1.08382	0.45846	-1.21588	
-0.165056	0.8375	0.0553552	0.251866	
0.397568	0.250372	0.270159	0.640728	
-0.964145	0.689706	0.4628	-0.432167	
0.649425	0.197059	0.198122	0.412606	
0.243609	-1.45925	-0.0621304	-0.0571563	
-0.325021	0.0364541	0.0128283	0.0417133	
0.4262	-0.988162	-0.098923	-0.841031	
-0.127156	0.432944	-1.70035	0.43501	
-1.01899	0.808496	0.12387	-0.57146	
0.600555	0.438151	0.346209	-0.0123166	
0.768396	0.320323	-0.0605681	-0.154935	
0.41542	-0.491721	0.265768	-0.108315	
0.0622148	-1.24863	-0.148872	-0.699786	
0.0523087	1.00372	-0.337411	0.712796	
-0.0802792	0.0612934	0.0335363	0.785396	
0.670012	0.886765	0.0306097	0.32633	
0.827162	1.12291	0.0733595	-0.872077	
-0.266626	0.8375	-0.3773	0.0154143	
0.31179	-2.07964	0.39863	-0.327747	
-0.544163	1.08382	-0.478942	0.364472	
-0.731959	-3.22093	-0.386997	0.597529	
0.186393	0.165176	0.205596	-0.406817	
0.100771	-0.674228	0.349097	-0.520267	
0.797576	-2.05414	-0.376103	0.56618	
0.597711	0.126979	0.607651	0.669002	
0.565009	0.462689	-0.224862	0.259755	
0.333537	0.429079	-0.0295527	0.0951492	
-1.15907	-2.56632	0.558914	-0.0534558	
0.0653233	1.03726	0.127698	0.022388	
0.41327	0	0.379412	0.753702	
0.267871	0.784586	-1.01777	-0.277013	
0.0124949	0.532855	-0.00959922	-0.146666	
0.689709	5.89954e-16	-0.416211	0.766709	
0.008135	-0.556925	0.199873	-0.103589	
0.932665	-0.587548	0.556318	0.140172	
0.672365	0.973507	0.073575	0.00804515	
-0.6393	0.502907	0.189234	-0.0727612	
0.378278	0.156483	-0.365505	0.40848	
0.98376	0.488238	-0.195681	0.143758	
-0.91486	-0.276249	0.401459	-0.0869133	
-1.19845	0.359332	-0.942377	-0.713724	
-0.0670293	0.443382	-0.776063	-0.0715084	
-0.0166918	0.284732	-0.160091	-0.587881	
-0.448693	4.81191e-16	0.239991	0.207107	
-0.571058	0.142366	-0.404227	-0.0539502	
0.572883	-1.84399	0.121798	-0.186466	
0.416416	-0.802743	-0.306826	-0.66959	
-1.20691	-0.880837	0.205184	-0.334795	
0.647701	-2.2141	0.520743	0.0892002	
0.041559	-0.76358	-0.132488	0.501597	
-0.215578	0.485157	-0.391564	-0.374331	
0.399939	-1.72382	-0.0802946	0.0279851	
0.973503	0.166517	-0.654077	-0.517298	
0.368444	0.81024	-0.284208	0.327151	
0.458699	0.838179	-0.743923	0.406448	
0.198815	0.250372	-0.408374	-0.0461998	
0.855225	-1.67078	0.565154	0.447289	
0.285718	0.919401	-0.684322	-0.118347	
0.242635	-1.01442	0.518604	-0.797781	
0.556403	-0.429079	-0.301174	0.316798	
0.794595	0.532041	0.145955	-0.249292	
-0.231149	0.498281	0.139788	-0.933964	
1.10503	0.642604	-0.487509	-0.748199	
0.290978	-1.45925	0.194584	0.213131	
-1.24894	0.93603	0.113364	0.131999	
-0.465632	0.0795607	0.466892	-0.963396	
0.296649	0.8375	0.0557711	0.483455	
0.266202	0.429054	0.456609	0.569543	
-0.0710779	0.832585	0.0478843	-0.0750402	
-1.63596	0.842758	-0.0197443	-0.244019	
-0.0722074	0.569464	0.0909068	-0.354366	
-1.16189	0.533872	0.511299	-0.407406	
0.135844	0.109185	-0.180331	0.0693645	
0.768318	0.15144	-0.318441	0.50128	
0.373692	-0.677222	0.115525	-0.479143	
0.944304	0	0.453656	0.10953	
-1.49808	0.738971	0.0237866	0.295867	
0.380374	0.65182	-0.0390768	-0.651657	
0.253746	0.577891	0.557433	-0.640728	
0.0695459	-0.630182	-0.342557	-1.09468	
0.330981	0.858108	0.24188	-0.0655494	
0.39976	0.988162	-0.295962	0.440845	
0.584513	0.247764	0.128022	-0.420103	
0.831266	-0.29927	0.369192	-0.244043	
-0.599069	1.09185	-0.477621	-0.152915	
0.327366	-0.265202	0.030308	0.777316	
0.334145	0.466248	-0.583034	0.405259	
0.551619	-1.78224	0.19096	-0.896775	
0.364939	0.775137	0.449378	-0.318572	
0.105565	-1.26553	0.259545	0.266172	
0.225166	-0.320323	0.663344	-0.943795	
0.15646	-0.20647	-0.792725	0.868321	
0.375126	0.371646	-0.227235	-0.776788	
0.591793	0.24914	-0.0781872	-2.0945	
0.513824	0.949762	0.401102	0.743522	
0.468054	-0.432944	-0.0835868	-0.32633	
-0.743716	-0.763812	0.235366	-1.37231	
-0.179926	0.0558786	0.025064	0.297952	
0.274996	-1.1943	-0.189486	0.262393	
0.673842	0.597152	0.500312	-0.126902	
0.644231	-0.111757	0.330995	0.650333	
-0.788094	0.354256	0.234346	-0.00976172	
0.541167	0.573675	0.396412	0.162962	
0.632255	0.140041	-0.0500956	-1.06403	
-0.24717	-1.00581	0.173355	-0.261225	
-0.150859	0.549268	0.160825	-0.563716	
-0.194511	0.0265202	0.0613125	-0.600597	
-2.61484	-0.307332	-0.00418025	0.451197	
-1.20154	0.842758	-0.416086	-0.43963	
0.92238	-0.313721	0.23607	0.467159	
0.310922	-0.223776	-0.30432	-0.580598	
0.245276	-1.64043	0.104285	-0.748199	
-0.83216	0.955647	-0.156825	-0.476397	
0.385274	0.298576	0.329735	-0.362437	
-1.86495	0.535162	-0.433353	-0.762325	
0.998936	0.350101	0.0748623	-0.329023	
0.836909	0	0.486301	-0.675793	
-0.321932	0.147794	-0.602885	0.61583	
-0.596896	0.793387	0.0775036	-0.380597	
0.559541	0.264631	0.305887	0.31751	
0.688709	0.473903	0.299427	0.24093	
-1.16771	0.491721	0.17232	0.434566	
0.893361	0.105816	-0.903943	-0.831917	
0.0264051	0.819536	0.422266	-0.0738728	
-0.300452	0.854196	-0.294138	0.140929	
-3.06803	0.943246	-0.0826869	0.251363	
0.313198	-0.12206	0.149998	0.72279	
0.219992	0.21837	0.221539	0.644056	
0.0747669	0.832585	-0.367288	0.157531	
-0.84975	0.594634	0.256651	-0.361609	
-0.781076	0.705683	0.152376	-0.541573	
-0.333535	0.765978	-0.759378	0.480972	
0.229858	0.689706	0.140554	0.25028	
0.458265	0.250372	-0.36847	-0.880637	
0.712426	0.563337	0.778371	-0.159286	
0.0902676	-0.210061	-0.0262702	0.865849	
0.103229	0.701998	0.162848	0.216342	
-0.702572	0.495528	-0.427536	0.198523	
0.815843	0.614664	0.139116	-0.121363	
0.0378312	-1.37046	0.09815	0.455398	
0.443358	0.491332	-0.616224	-0.176064	
-0.364566	0.7823	0.37967	-0.687939	
0.528233	-0.438151	0.108142	-1.26792	
0.108793	0.782439	0.0387001	-1.39651	
1.00927	0.317448	0.174261	-0.833989	
0.306441	0.505655	-0.399196	0.361609	
-1.5584	-1.13922	0.252824	0.28067	
-0.304789	-0.726422	0.327275	-0.210362	
-0.138253	0.907599	-0.101834	-0.938573	
0.333363	0.327814	-0.097573	-0.488641	
0.150821	0.924361	-0.0084941	-0.331408	
0.23867	0.245174	-0.654692	0.323701	
0.414603	-1.65176	-1.07694	-0.406817	
0.121067	0.499551	0.0245366	0.55419	
0.173849	0.955647	0.0177192	-0.757302	
-1.0134	0.0492647	0.649489	0.541573	
-0.223667	0.611614	-0.192353	0.13314	
-0.0901132	-1.83032	-0.845449	-0.316798	
0.94294	-2.78874	0.241541	0.369403	
0.0805793	0.339866	0.431969	0.517371	
-0.873547	0.0449165	0.11476	-0.213576	
-0.0725284	0.427098	-0.966209	0.481343	
0.0279583	0.403839	0.646534	0.583053	
-0.409836	0.530405	0.0246635	0.695287	
-0.0155895	0.879195	0.199802	0.587296	
0.971526	-1.69933	-0.921175	0.496453	
0.10622	0.633886	0.0180959	0.640464	
0.961916	0.161145	-0.321746	0.282844	
0.670427	1.0503	-1.17007	0.112199	
0.180098	0.469448	-1.26775	0.702792	
0.256531	0.731959	-0.0961259	0.429134	
0.298054	0.167636	-0.15705	0.49942	
0.0813209	4.92253e-16	0.208825	-0.92486	
0.184476	-0.640647	0.144219	0.0994418	
-1.50468	1.01131	0.231748	-0.0730047	
0.209235	-0.466248	-0.129662	-0.0136912	
-0.914702	-0.21837	0.465161	-1.02814	
-0.215347	0.276249	-0.48759	-1.36218	
-0.0172117	0.674228	0.731082	-1.43495	
0.652361	1.11757	0.88601	0.328589	
0.294361	-1.23495	0.0736109	0.664743	
0.378991	0.563337	-0.249234	0.297952	
0.675565	0.928071	-0.344032	0.426474	
0.531869	0.567963	-0.625917	0.226895	
0.212479	-0.424324	-1.13759	0.653397	
0.543015	0.269499	-0.0940241	0.862547	
0.441818	0.737582	0.179589	0.5646	
-0.124593	-0.23617	-0.673585	-0.461873	
0.371486	0.070467	0.180902	-0.0760491	
0.560048	0.0481576	0.197348	-0.468598	
0.221004	0.62883	-0.213795	-0.431602	
-1.16331	0.949936	0.0382532	0.400773	
0.782849	0.466248	-0.771164	0.112632	
0.743872	-0.352213	0.0326538	0.53098	
-0.0528347	-0.327554	-0.432656	0.176993	
-0.251475	0.195575	-0.206034	-0.937126	
0.12443	-1.53353	0.233484	0.262198	
0.350498	0.462689	0.573074	0.0335745	
-1.91981	0.133214	-0.307531	0.258883	
0.539779	-4.42935	-0.765822	0.92961	
0.462489	0.320323	0.479842	0.67087	
-0.65448	-3.03115	-0.301091	0.57146	
0.875854	-0.147606	-0.21182	0.261229	
0.0895286	0.901489	0.0389194	0.643749	
0.687282	0.224582	0.854769	-1.28066	
0.898767	0.493269	-0.389895	-0.184917	
0.693583	0.64984	0.515274	-0.274116	
0.414437	-1.75261	-0.0867711	0.120877	
0.924317	0.81371	-0.0288529	-0.223508	
-0.224026	0.114678	-0.143357	-1.30615	
0.586347	0.499551	-1.09277	0.634956	
0.454826	0.394118	-0.681457	0.828319	
-0.228827	0.528502	-0.121698	0.666597	
-0.630088	0.796814	0.626673	-0.713524	
0.809482	0.640441	-0.154331	0.114074	
0.34263	0.764294	0.490373	-0.0721959	
0.539655	0.548378	-0.372001	-0.633597	
-0.488479	-0.583445	0.156323	0.0105533	
0.6508	-1.92194	0.142678	-0.0703462	
0.538138	-0.858108	0.362356	0.472347	
-0.825484	-1.09901	-1.25808	-0.646797	
-0.6267	0.681479	-0.381442	0.118799	
-0.117626	0.597152	0.138847	-0.0410737	
0.340541	0.980695	-1.3845	-0.238133	
0.112454	0.783013	0.556895	0.974831	
-0.00318157	0.840243	-0.0124434	0.476266	
0.972538	0.612934	-0.00527797	-0.43963	
-0.0423852	-1.92194	0.322621	-0.361609	
0.677239	0.796814	0.100318	0.222715	
0.757633	0.363211	0.101926	0.347015	
-0.680941	-0.0441052	-0.461672	0.357884	
-0.825782	0.591177	-0.174134	-0.613781	
-0.370916	-0.552499	-0.00220067	0.0246332	
0.98213	0.460247	0.142666	-0.767317	
0.666978	-0.295213	0.302159	-0.108315	
0.501487	-1.08532	0.195972	-0.937126	
0.125211	0.213549	-0.558168	0.708205	
0.225077	0.757199	0.720869	-1.08789	
0.0246665	0.344033	0.568671	-0.250799	
0.182937	0.925379	0.469965	-0.84276	
-0.698021	-2.86574	0.33855	0.318057	
-0.628217	1.12181	0.265519	-1.10242	
0.0744069	0.0666068	0.00265906	0.410303	
0.285923	0.289785	-0.0622523	0.298637	
0.656928	0.422802	0.319619	0.47121	
-0.7906	0.743292	0.279428	-0.858101	
0.508942	-0.894057	0.159975	-0.695888	
0.742201	0.886765	-0.34191	0.315829	
0.180661	-3.41919	-0.242859	0.54877	
-0.191049	-2.46989	-0.646539	-0.969751	
0.392831	0.928071	-0.157065	-0.193667	
0.483036	-1.00573	0.166923	0.204996	
0.253694	0.0449165	0.120276	0.904195	
0.453884	-0.279393	-0.172584	-0.282468	
-0.150821	0.221601	-0.345337	0.815545	
-0.399287	1.03241	0.0132587	-1.24938	
0.0510073	-0.688066	0.325133	-0.391921	
-0.27541	0.168552	-0.188527	0.90747	
-1.17958	0	-0.0418836	-0.0503731	
0.823646	-0.611614	0.197875	-0.525999	
-0.632161	0.921997	0.121227	0.789179	
-0.60261	0.726292	0.35712	0.466619	
-0.641299	0.179666	0.166911	-0.0446001	
-0.567913	-0.569464	0.0955278	-0.494116	
0.0453264	0.764518	-0.206218	0.0808126	
0.631131	-0.698285	-0.183887	-0.394295	
0.713324	0.788235	0.147086	-0.572184	
0.631542	1.0321	-0.486228	0.751653	
-1.32104	0.0182271	-0.531403	0.159286	
0.320943	-0.679732	-0.334517	0.147746	
0.735047	-0.367761	0.490004	-0.468031	
0.676516	0.179666	-0.0301288	0.0755426	
0.516576	-0.111757	-0.340184	1.05599	
0.661026	0.20192	0.0826535	-1.01306	
-0.0386413	-2.75657	-0.0378994	0.100723	
0.482722	-0.838179	0.361145	0.984847	
-0.197258	0.427098	-0.0450169	-0.0718181	
0.459812	0.382259	-0.587548	0.453972	
-0.148308	-0.908468	-0.464958	-0.282844	
0.0710779	0.673747	-0.638221	0.778796	
-0.858221	0.818886	0.293264	-0.477845	
-1.05552	0.980695	-0.264898	-0.488641	
0.531445	0.324734	0.5578	-0.445967	
0.633906	0.773543	-0.164645	-0.263567	
0.28129	-1.38334	0.116758	0.375201	
0.217706	-1.05947	0.408482	-0.555115	
0.65534	0.764294	-0.451964	0.287263	
-0.238009	0.167636	-0.307453	0.227857	
-0.408473	-0.382147	0.37744	-0.269751	
-0.378649	0.264867	0.326059	-0.172433	
-0.104067	0.701998	-0.0193361	0.439102	
-1.05454	-1.95753	0.586026	0.504868	
-0.917096	0.371283	0.0539659	-0.76363	
-1.00151	0.858158	-0.0705466	0.2879	
1.03808	-0.235019	0.293512	-2.01972	
0.838808	-0.0795607	0.399285	-0.310198	
0.478246	0.394118	0.109361	0.682598	
0.675897	-0.280081	0.217163	0.123315	
0.214684	0.586725	-0.568274	0.613781	
0.656948	0.474968	-0.370539	0.0821474	
-0.974782	-0.247674	-0.922519	-1.00193	
0.854161	-1.95753	0.225759	0.527663	
-0.187348	0.18388	-0.265263	-1.32964	
-0.490954	0.213549	0.322522	0.271299	
0.0840456	-1.57087	-0.430877	0.488641	
0.195535	-0.529478	0.0939875	0.559	
