thetaL[0]	thetaL[1]	thetaL[2]	thetaL[3]	
12.4138	3.88889	45.2174	5.72727	
14.4483	13.2222	40.913	7.45455	
17.6552	2.33333	31.8696	11.9091	
13.7931	9.88889	42.1739	7.18182	
20.6207	1.88889	32.7391	7.72727	
10.4483	7.22222	30.1304	8	
20.3103	2.88889	24.1304	6.45455	
8.03448	4.33333	35.087	5.36364	
9.37931	8.22222	35.087	8.18182	
13.5862	10.8889	37.6087	4.45455	
7.51724	4.33333	44.2609	15	
20.931	4.88889	28.2609	10.3636	
7.37931	2.66667	45.8696	9.09091	
4.86207	0.888889	38.6957	9.27273	
13.3448	5.55556	27.087	10.5455	
5.27586	5.11111	39.7391	6.27273	
10.6897	4.33333	37.3478	7.27273	
6.93103	5.77778	36.6087	6.27273	
11.1724	4.77778	32.3478	8.72727	
5.06897	4.66667	42.5652	4.81818	
8.58621	1.33333	37.2174	12	
22.0345	4.33333	43.5652	6.36364	
13.9655	3.33333	31.5652	4.27273	
17.6552	1.44444	46.087	11.0909	
7.24138	4.22222	40	7.45455	
10.069	1.88889	41.913	7.36364	
11.2759	10.5556	30.8696	7.63636	
11.6207	7.77778	39.0435	10.2727	
10.9655	1.22222	35.4783	5.54545	
5.68966	2.44444	26.1304	6	
9.44828	9.33333	41.087	9.45455	
9.96552	2.77778	33.6522	6.27273	
7.06897	4.66667	34.6957	12.6364	
5.51724	10.7778	41.8261	6.54545	
7.68966	6.22222	25.1739	6.90909	
14.7586	13.4444	26.3913	10.4545	
8.65517	1.77778	30.7826	4.27273	
7.27586	3.55556	26.3043	10.3636	
19.3103	2.44444	43.6957	10.9091	
11.0345	7	28.3913	5.54545	
10.2069	2	21.3913	7.09091	
6.2069	3.77778	33	8.09091	
17.8966	1.55556	41.6522	7.72727	
6.24138	10.7778	24.4348	9.45455	
4.51724	3.55556	32.2174	10.1818	
9.03448	4.22222	24.1304	12.1818	
8.37931	3.22222	33.4348	8	
10.7241	5	21.4348	10.0909	
8.48276	4.22222	23.6957	5.90909	
8.93103	11.6667	33.1739	8.36364	
10.1379	5	33.4348	8.54545	
9.51724	4.77778	38.3913	5	
8.7931	2.55556	26.7391	5	
8.86207	4.22222	33.1739	8.09091	
15.1034	4.55556	37.1304	9.27273	
9.96552	7.88889	36.2609	11.8182	
12.6897	3.33333	28.4348	5.81818	
12.6897	6.11111	44.4348	12	
8.27586	2.88889	39.2609	5	
9.72414	6.33333	30.7391	6.81818	
10.8621	7.55556	32.7826	10.5455	
11.1034	6.22222	33.0435	8.72727	
9.82759	5.55556	34.7826	15.5455	
9.55172	8.77778	39.8261	8	
6.13793	3.22222	27.9565	12.8182	
12.9655	1.33333	23.3478	9.09091	
10.2069	3.77778	40.4783	11.0909	
8.13793	3.11111	49.1739	8	
4.86207	5.66667	40.6087	4.90909	
19.1724	4.55556	34.6087	11	
12.3448	8.11111	31.913	7.45455	
13.3448	6.55556	39.087	8.36364	
10.8966	1.77778	36.5652	9.18182	
16.7586	4.22222	48.1739	5.63636	
13.5517	1	49.8696	12.5455	
13.3448	2.55556	27.8261	9.09091	
12.9655	8.55556	35	9	
10	1.33333	33.7391	12	
5	1.55556	31.4783	11.7273	
7.62069	7.55556	39.4348	14.3636	
5.75862	2	39.087	10.8182	
8.93103	1	48.8261	10.4545	
14.2414	4.44444	48.5217	8.45455	
8.44828	10.3333	32.6957	9.54545	
10.5172	2.66667	37.3478	6.09091	
8.55172	2.66667	31.9565	9.63636	
5.2069	1.55556	27.8261	5.63636	
6.58621	4.88889	34.3043	7.45455	
3.72414	4.33333	17.3043	8.45455	
12.1379	2.55556	44.3043	10.4545	
6.58621	5.55556	34.2609	5	
11.1379	2.55556	51.4348	7	
9.17241	2.55556	30.087	14	
5.27586	9.11111	27.3913	4.63636	
5.86207	3	43.7391	10.9091	
8.86207	3.77778	35	7.90909	
13.0345	4.44444	29.3913	7.45455	
12.5517	2.33333	28.0435	4.27273	
11.9655	2.77778	40.8696	6.63636	
15.3448	9.44444	34.6957	11.0909	
9.27586	7.55556	33.087	11.4545	
8.06897	15.5556	49.4348	10.5455	
14.3103	1.88889	35.0435	9.18182	
10.7931	5.11111	31.913	9.18182	
10.3103	2.11111	28.7826	10.0909	
10.4483	4.44444	41.4348	15.6364	
6.75862	2.55556	32.3043	7.09091	
7.65517	4.22222	43.7391	12.5455	
9.68966	4.22222	36.7391	8.18182	
11.6552	5	28.5217	7.36364	
7.86207	5	22.7391	11.7273	
8.7931	9	49.0435	6.63636	
12.2414	0.111111	40.2609	6.72727	
5.37931	18.5556	38.7826	7.63636	
10.8966	4.44444	48.0435	10.0909	
8.48276	3.44444	42.9565	9.90909	
8.44828	3.66667	32.6522	9.45455	
3.82759	3.66667	29.7391	11.1818	
6.31034	2.88889	33.913	7.81818	
10.6897	3.33333	34.0435	7.36364	
11.4138	7.11111	26.9565	9.36364	
8.7931	18.3333	28.6957	7.36364	
5.55172	2	31.2609	8.18182	
11.9655	2.11111	25.7391	5.90909	
8.44828	11.2222	31.3913	5.54545	
8.24138	7.77778	46.087	10.5455	
6.62069	13.7778	56.5217	6.18182	
7.10345	1.44444	38	11.3636	
9.48276	5.55556	33.0435	8.36364	
5.82759	4.22222	33.6957	14.5455	
12.9655	1.55556	37.4348	12.0909	
4.34483	4.33333	32.3913	6.81818	
13.4828	1.77778	38.1304	10.1818	
10.2069	2	30.1304	10.7273	
5.06897	2.77778	46.7391	7.54545	
16.2759	5.88889	27.6087	8	
14.1379	4.55556	35.7391	9.18182	
15.9655	5.44444	39.5217	9.45455	
4.17241	12.7778	30.7826	6.81818	
11.2759	7.22222	31.913	2.27273	
8.34483	7.55556	27	7	
8.58621	4.22222	28.8696	8.72727	
8.27586	5.22222	30.913	11.8182	
7.89655	3.77778	38.7826	7.72727	
8.58621	2	42.913	7.54545	
1.72414	1.66667	32.8696	8.18182	
10.7241	2.11111	38.1739	7.72727	
4.75862	3	39.2609	8.63636	
7.86207	6.66667	33.6522	9.09091	
11.2414	6.44444	34.2174	5.54545	
9.24138	2.66667	32.7391	6.81818	
10.1034	3.33333	39.5652	7.90909	
11	7.33333	29.087	9.90909	
6.82759	6.22222	48.2174	5.45455	
6.06897	1.22222	30.4348	12	
5.7931	6.33333	20.913	6.72727	
6.62069	3.44444	21.9565	5.63636	
5.24138	2.77778	31.913	8.72727	
14.3448	30.6667	46.7391	8.63636	
10.4138	1.11111	34.3913	17.8182	
10.1034	7	23.8696	9.27273	
12.4483	2.88889	24.3478	10.7273	
2.55172	4.44444	28.6522	5.27273	
13.5862	8.66667	27.8696	3.90909	
21.069	10.4444	35.9565	6.27273	
8.68966	8.44444	41	9.54545	
6.44828	2.88889	48.2609	10.3636	
18.9655	2.22222	38.0435	8.63636	
13.1379	5.11111	45.913	9.72727	
16.4483	4.55556	36.9565	9.45455	
3.58621	3.88889	37.4348	4.18182	
7.37931	6	38.0435	5.27273	
5.2069	7.22222	25.3913	7.54545	
9.27586	0.666667	45.3478	9.36364	
7.62069	1.88889	28.3043	7.63636	
10.6552	1.11111	26.3043	9.18182	
13.3793	1.33333	34.6957	8.63636	
10	3.22222	32.3478	6.63636	
21.6552	3.88889	32	7.27273	
3.2069	4.55556	22.1304	5.18182	
13.5517	13.5556	36.087	13.0909	
7.10345	2.55556	42.1739	8.27273	
15.7241	2	32.1304	12	
9.93103	1.11111	33.3913	6.54545	
15.1034	2.66667	34.1739	6.18182	
9.48276	1.77778	33.087	4.45455	
5.51724	3.88889	33.4348	12.4545	
6.65517	16	37.6522	11.7273	
6.58621	8.22222	26.0435	9.09091	
3.17241	2.88889	27.8261	10.1818	
7.65517	4.33333	39.5217	10	
6.55172	3.77778	24.913	9.09091	
11.3448	2.44444	37	11.7273	
11.5517	4.55556	34.9565	6.36364	
5.86207	4.22222	30.0435	10.4545	
13.5517	0.888889	37.1739	5.72727	
10.9655	4.11111	29.6522	8.18182	
10.3103	4.44444	41.3043	11.0909	
9.89655	3.11111	27.1304	9.45455	
7.37931	20.6667	26.7826	7	
5.86207	0.888889	37	9.18182	
12.5862	2.55556	52.8261	13	
4.03448	7.22222	28.0435	4.27273	
5	2.22222	38.087	5.27273	
9.2069	1.11111	44.2609	9.36364	
7.27586	6.44444	42.3478	9.72727	
18.1034	1.44444	31.4783	8.81818	
13	6.44444	32.7391	9	
5.06897	7.22222	39.4348	9.18182	
12.6552	9.66667	32.4783	10.1818	
3.72414	3	22.1739	9.36364	
10.8276	5.77778	54.3478	14.9091	
13.4138	7	38.3478	7.27273	
10.6897	3.22222	31.2609	7.36364	
10.6897	4.88889	35.4348	7.81818	
10.7586	3.33333	29.1739	9.90909	
12.931	2.77778	33.087	5.81818	
15.0345	4.22222	50.5217	7.09091	
4.58621	14.3333	32.087	8.81818	
8.06897	2.22222	41.4348	9.36364	
10.6552	6.22222	34.4348	11.4545	
9.7931	6.33333	33.5652	5.45455	
4.75862	3.44444	30.1304	5.90909	
8.86207	9.22222	31.1739	6.45455	
11.2069	2.55556	38.087	7.36364	
10.5862	6.44444	20.6957	10	
4.13793	6.77778	36.2174	12	
6.27586	5.22222	23.8261	5.72727	
9.48276	3	41.5652	5.27273	
11.0345	1.88889	40.3478	7.72727	
7.44828	5	35.7391	6.09091	
6.10345	4.55556	31.3043	7.45455	
13.4483	7.44444	47.2174	9.72727	
12.2069	6.44444	34.087	9.72727	
6.58621	3.77778	39.3913	9.54545	
12.6552	1	33.7391	5.90909	
8.13793	3.22222	39.6087	6.09091	
12.069	8.66667	36.6957	13.4545	
8.62069	1.44444	43.913	9.45455	
7.44828	12.2222	42.3043	8	
6.27586	1.66667	38.6522	6.09091	
13.069	5.22222	34.4348	5.18182	
10.4828	1.66667	40.913	7.63636	
14.5862	2.22222	40.087	5.81818	
10.8621	7.22222	22.1304	8.81818	
12.7241	6.77778	39.6522	17.2727	
10	5.11111	34.4783	5.27273	
7.58621	2	36.1304	16.0909	
9.82759	8.77778	33.2174	10.7273	
7.62069	5	33.4783	5.72727	
8.58621	5.11111	35.4783	5.18182	
3.68966	1.11111	50.9565	9.27273	
12.931	1.77778	33.2174	12.6364	
4.65517	6.44444	35.5217	10.4545	
16.2414	7.77778	56.5652	9.45455	
18.931	3.88889	32.1739	9.90909	
9.31034	2.66667	51.4348	10.4545	
10.7586	3.77778	22.8261	5.27273	
3.89655	3.11111	42.087	8.90909	
6.31034	9	41.2609	10.4545	
5.17241	9.66667	44	8.72727	
8.51724	1	46.4348	10	
6.7931	9.44444	36.087	8.72727	
12.1379	2.77778	30	12.4545	
12	3.88889	33.3478	5.90909	
13.9655	10.5556	36	10.1818	
4.68966	1.66667	27.5652	6.90909	
1.13793	5	37	8.72727	
4.7931	1.33333	17.2609	10.0909	
14.1034	4.44444	31.7826	8.09091	
11.7586	2.66667	32.3043	5.81818	
6.96552	3.44444	32.6957	7.81818	
9.41379	5	20.3478	6.81818	
19.5862	12.3333	29.0435	11.3636	
8.48276	1.66667	40.6957	6.09091	
10.2069	8.44444	24.0435	8.36364	
11.069	2.33333	39.087	9.45455	
6	4.44444	25.1304	11.0909	
8.7931	5.44444	39.7391	10.6364	
10.1724	5.66667	30.6522	12.0909	
3.82759	2.22222	57.5217	6.45455	
6.24138	4	52.7826	9.72727	
9.75862	3.55556	40.5652	7	
13	2.33333	31.7826	7.18182	
6.68966	3.88889	32.3478	12.5455	
10.5517	4	21.6087	4	
16.9655	9.22222	32.9565	9.72727	
12.7586	0.777778	24.1304	9.45455	
16.3103	8.88889	39.8261	6.54545	
10.5172	10.5556	47.1304	9	
7.68966	3.11111	50.5652	5.09091	
13.1034	3	29.9565	6.90909	
11.1724	5.55556	16.2174	8.54545	
12.1379	8.33333	41.5217	9.18182	
12.3448	1.11111	20.0435	11.0909	
10.931	2.11111	34.3478	8.18182	
12	2.44444	50.4783	4.81818	
12.9655	1.77778	61.1304	12.4545	
13.4483	4.11111	37.6087	6	
5.96552	2.88889	43.1304	8.36364	
17.7586	10.5556	46.3043	16.6364	
12.4483	7.33333	53	7.18182	
8.10345	5.11111	41.9565	11.1818	
14.4138	7.11111	46.3043	10	
12.3448	4.33333	55	8.72727	
8.7931	3.77778	28.6087	10.0909	
6.58621	2.11111	39.2609	8.90909	
12.1379	3.88889	35.3913	10.1818	
