ThetaFW[0]	ThetaFW[1]	ThetaFW[2]	ThetaFW[3]	
3.86897	0.666667	33.4819	8.40909	
6.84138	7.37778	29.3768	3.78788	
10.5034	11.7111	29.1304	5.45455	
14.7356	1.33333	49.0906	15.8333	
1.72874	2.57778	30.0761	11.2273	
7.90575	0.666667	53.6196	6.90909	
8.94713	2.51111	60.3333	3.16667	
10.4345	1.62222	23.3732	3.74242	
9.6069	3.93333	24.3913	7.42424	
8.0092	4.55556	55.3877	7.68182	
22.4345	1.22222	26.5109	8.84848	
9.35862	15.2222	26.1014	20.5909	
19.8529	0.0222222	20.4855	8.68182	
16.531	9.46667	38.5507	6.98485	
9.84828	0.666667	33.5761	8.4697	
19.4092	6.84444	31.1232	5.04545	
18.6276	2.02222	36.0978	5.83333	
6.76552	3.35556	28.8913	3.81818	
11.9287	3.82222	25.9783	10.2424	
15.6092	7.62222	32.6087	8.74242	
26.7034	6.2	15.8406	13.2273	
12.0115	11.5556	29.3442	6.95455	
7.88966	3.44444	33.0543	8.93939	
11.2414	0.466667	36.3732	7.80303	
5.49425	8.35556	37.3297	11.8788	
5.26897	1.31111	50.5688	3.4697	
15.0506	2.95556	14.5217	12.5152	
4.47586	9.04444	39.7935	2.83333	
7.93333	0.888889	46.0543	11.4697	
8.4023	3	46.6957	11.3939	
4.94943	4.15556	41.6848	7.83333	
21.5885	0.911111	39.0362	7.48485	
3.24598	1.51111	48.3442	6.5	
4.53333	5.24444	22.087	10.697	
6.95172	11.2222	29.2826	7.80303	
11.6	0.266667	30.5906	5.63636	
10.1195	11.7556	30.3116	5.60606	
5.23218	8.95556	50.8804	3.75758	
7.36782	1.33333	25.4964	3.40909	
12.0138	5.04444	29.7609	5.77273	
10.8253	6.42222	43.5797	14.9848	
12.7632	2.04444	29.5326	9.9697	
21.9609	21.8444	32.837	6.30303	
2.37011	2.77778	28.971	14.2727	
5.64368	6.84444	36.1558	7.92424	
10.4299	1.68889	30.2428	5.56061	
3.65747	3.44444	28.0543	7.5303	
15.2805	3.66667	28.0652	6.93939	
7.68966	4	17.5833	8.90909	
8.4	9.44444	50.6739	1.5303	
3.85747	1.42222	35.75	9.01515	
17.354	3.75556	44.6486	4.4697	
3.77701	10.4222	11.6341	10.9394	
10.9655	3.75556	42.663	8.43939	
9.73563	7.04444	19.6884	6.37879	
6.94023	4.6	31.7029	6.21212	
6.66207	0.977778	56.5507	10.7879	
7.13563	0.977778	29.3732	10.3333	
11.6322	6.68889	56.3877	6.89394	
12.5747	2.75556	50.1087	9.65152	
9.57701	1.15556	48.192	6.09091	
5.83218	2.55556	41.029	10.697	
3.42989	8.13333	29.0833	8.92424	
6.6	18.4222	55.3913	9.69697	
2.98851	3.04444	28.0978	5.34848	
7.71724	4.86667	23.9529	5.43939	
10.9057	13.6444	44.9565	8.84848	
7.18161	5.53333	29.0688	4.33333	
6.98161	4.57778	40.3949	7.09091	
8.26437	0.622222	46.3406	7.9697	
4.15402	0.822222	28.2319	10.4697	
5.25977	4.55556	17.4746	10.3485	
7.67126	8.15556	28.4058	11.5758	
8.05977	4.62222	55.1775	7.74242	
13.5655	0.533333	39.2935	5.10606	
14.5793	3.62222	19.0435	9.40909	
10.6023	4.66667	41.6413	8.93939	
10.1563	2.97778	34.7899	10.697	
10.6506	0.955556	41.9674	8.42424	
7.98621	6.73333	30.6957	10.6818	
12.0851	2.93333	26.2754	6.01515	
9.57931	5.04444	27.0906	10.0455	
1.47356	3.66667	22.971	9.13636	
2.81149	6.26667	34.9239	15.0909	
18.1954	7.68889	27.8949	5.77273	
5.24828	2.28889	53.692	7.01515	
19.9057	5.2	18.8696	7.48485	
25.9333	4.8	40.7609	7.80303	
11.3494	7.53333	13.058	6.81818	
7.53103	1.91111	30.3478	6.18182	
12.4322	3.51111	28.7862	7.37879	
11.3172	9.8	31.6739	6.69697	
5.85977	1.15556	35.1884	8.01515	
8.44138	4.71111	36.5725	5.37879	
19.7448	1.86667	39.3696	3.90909	
9.27356	3.77778	30.0616	13.2576	
6.17701	4.97778	24.1848	7.60606	
8.7908	12.5333	26.558	5.51515	
3.23678	3.28889	31.5435	7.0303	
4.10345	7.62222	36.5761	10.7121	
3.07816	1.73333	46.7428	8.34848	
7.34253	0.311111	26.6377	9.42424	
3.02989	0.533333	28.2826	6.39394	
19.2391	5.57778	40.8261	15.0455	
10.9149	2.53333	27.4167	6.62121	
9.83908	2.53333	31.7935	7.5	
5.97931	4.71111	51.2862	13.0606	
19.292	7.62222	35.3913	12.2273	
15.2713	5.46667	30.6739	1.10606	
14.4966	3.84444	29.1232	7.36364	
11.377	1.62222	24.1159	8.87879	
13.469	2.35556	43.0797	8.09091	
8.75172	11.3333	29.2935	7.78788	
12.2667	3.97778	19.7536	5.45455	
5.22759	11.1556	18.808	9.71212	
10.4736	7.68889	45.3623	12.303	
6.07126	1.48889	41.7246	13.2121	
14.931	4.91111	26.2355	9.4697	
19.2966	3.22222	24.7138	12.8485	
8.47816	6.37778	31.029	12	
6.58161	3.88889	27.8949	3.80303	
8.61609	5.15556	34.587	9.84848	
12.5356	8.62222	21.7536	10.4848	
10.5494	7.77778	36.5072	3.71212	
15.977	2.64444	30.8587	4.15152	
12.4851	6.2	22.2935	8.25758	
9.98851	4.82222	31.9384	8.06061	
9.78851	6.08889	22.4457	11.2576	
14.446	9.35556	13.221	8.34848	
16.0184	1.64444	57.8514	8	
6.14253	2.33333	46.7138	5.34848	
10.5724	1.71111	30.2174	16.9242	
10.0345	3.86667	29.0145	6.37879	
8.14483	6.15556	36.6413	9.33333	
17.1655	6.53333	26.9674	8.33333	
18.508	0.133333	46.1341	16.1212	
7.65517	9.73333	40.3768	7.4697	
5.97931	2.53333	40.9312	9.27273	
17.8437	3.75556	32.1848	7.71212	
11.4391	1.97778	37.2138	8.22727	
7.52414	1.02222	19.0688	13.2424	
7	14.4889	12.2971	10.0909	
7.32184	1.46667	30.7101	3.25758	
8.85977	0.933333	36	6.86364	
3.45287	3.08889	37.3623	7.78788	
18.6552	3.31111	43.5109	6.95455	
10.1126	2.4	38.5543	9.66667	
18.0368	1.82222	37.9529	5.59091	
4.25057	9.33333	27.4529	8.24242	
9.14483	2.17778	32.6341	15.0303	
6.45057	5.91111	27.7464	13.3182	
17.7885	0.266667	28.6486	13.5	
5.05747	2.11111	18.9094	4.25758	
11.7908	0.244444	43.913	8	
7.08276	3.06667	36.1232	6.83333	
12.0023	0.288889	38.3152	8.33333	
9.51034	14.2667	37.3116	7.37879	
8.85057	8.37778	18.6775	13.4697	
12.7724	13.2444	20.9601	13.7273	
6.93333	6.46667	36.8406	4.4697	
10.269	13.4444	19.9094	10.8182	
5.08966	1.08889	22.0942	11.3636	
13.0782	5.04444	40.6196	3.54545	
6.14943	9.71111	34.1304	5.90909	
14.3724	4.91111	52.6594	9.28788	
16.3954	7.97778	27.2971	7.66667	
10.0966	3.08889	25.0072	10	
6.06437	12.8222	40.4022	10.2879	
12.6575	4.97778	21.3514	11.7727	
4.97011	1.57778	42.5616	9.04545	
7.45057	4.31111	20.279	6.95455	
20.2115	1.82222	19.8007	7.56061	
7.92184	3.04444	36.692	6.16667	
14.1793	7.82222	37.7681	14.6515	
13.1218	10.5778	31.4891	10.7121	
7.64598	3.75556	23.6341	13.0909	
9.28966	3.08889	72.0109	7.34848	
15.2966	0.2	19.9891	12.6818	
5.46667	3.48889	22.5326	8.39394	
10.7333	3.93333	36.8913	12.0303	
8.69425	1.48889	41.7464	8.89394	
8.88046	11.2889	32.7138	15.6364	
14.3149	2.48889	26.8696	4.36364	
9.51264	1.73333	44.4819	5.01515	
5.45517	0.755556	40.9312	5.34848	
3.71954	1.44444	39.0217	14.2121	
10.2299	0.244444	58.6051	7.78788	
3.58621	17.3111	15.3551	12.5606	
18.8943	1.02222	40.8116	11.6818	
13.5126	9.35556	53.8406	7.42424	
5.49195	4.15556	19.4022	9.28788	
13.777	2.82222	23.9312	9.87879	
7.27586	21.1111	37.0725	2.57576	
5.46897	6.84444	35.7536	5.04545	
5.13563	1.97778	45.8732	9.04545	
9.98851	6.91111	43.9855	9.28788	
14.6138	10.8667	24.1268	11.1667	
8.67126	0.6	48.7065	10.4848	
5.91954	3.55556	24.0652	4.39394	
12.6437	2.15556	55.4674	12.6364	
6.14943	3.17778	35.7065	11.2273	
6.24138	7.66667	35.25	4.12121	
6.77471	6.48889	20.471	12.6212	
3.27816	9.22222	36.9457	7.66667	
3.78391	3.51111	43.4348	5.89394	
14.4276	5.86667	37.163	10.4697	
5.14483	4.44444	32.8297	5.28788	
4.98621	5.37778	29.3225	7.59091	
7.70345	9.53333	26.1848	8.78788	
26.3816	2.2	36.8007	14.2576	
6.64368	1.93333	33.0399	9.81818	
10.6023	4.31111	34.6196	5.68182	
15.9862	5.88889	31.5978	7.21212	
5.18851	4.48889	18.0725	7.10606	
3.63678	9.71111	29.413	3.40909	
9.81609	5.37778	41.5543	12.1212	
13.5609	11.1111	49.0652	11.6061	
6.53103	11.7778	28.7138	8.69697	
17.6782	4.64444	44.0362	7.39394	
7.5908	4.91111	39.7899	14.5	
12.5172	9.44444	33.5072	9.28788	
2.0046	3.33333	49.4565	10.7273	
7.14253	2.37778	42.6014	7.9697	
9.04368	2.33333	52.6413	8.45455	
11.9287	3.64444	45.6558	8.37879	
1.38391	9.57778	29.6304	10.2576	
9.77701	0.555556	39.2971	8.78788	
7.74483	8.6	26.3587	21.4545	
6.93563	7.86667	46.5725	7.45455	
2.86437	2.02222	22.8442	14.6364	
18.3103	2.82222	28.8551	14.5909	
4.2092	3.08889	29.3986	9.13636	
11.1586	7.71111	26.0362	5.92424	
15.269	1.04444	27.4275	7.51515	
12.4069	5.2	28.837	10.7121	
8.70115	0.577778	38.2355	7.4697	
5.32644	1.24444	22.4275	4.19697	
11.777	2.33333	23.6232	9.56061	
29.3402	3.55556	37.5725	6.34848	
9.6023	4.28889	30.4094	10.803	
12.0874	3.55556	20.8623	11.2273	
7.07816	1.8	30.4022	6.31818	
7.42299	5.4	29.4855	7.01515	
17.3195	10.8667	35.0217	14	
3.92184	4.33333	27.4674	7.21212	
17.5402	1.55556	33.808	6.12121	
8.76782	6.24444	34.558	9.86364	
21.2184	3.6	20.0725	11.4091	
9.74023	1.95556	31.3043	6.33333	
7.50345	0.822222	28.2681	10.6212	
7.46207	0.688889	29.6087	5.60606	
5.75632	3.95556	26.3188	16.0152	
2.69195	8.8	23.0109	6.10606	
19.531	1.22222	33.4529	9.81818	
4.14483	7.22222	36.4457	5.42424	
8.62759	5.04444	34.1051	10.3485	
9.31494	30.2	34.471	10.9848	
5.70115	7.37778	23.9312	9.66667	
12.6115	7.35556	40.2971	10.0758	
3.89195	4.4	15.9819	12.9848	
5.77011	3.66667	63.2065	5.22727	
8.26207	1.82222	44.3877	14.0758	
2.96552	3.8	37.3261	23.7121	
5.92874	1.64444	29.8261	6.13636	
7.74713	6.57778	29.6304	7.01515	
12.9264	11.0667	38.1449	13.197	
6.22759	6.35556	38.5688	9.9697	
14.4805	2.2	34.9928	4.54545	
8.14943	0.733333	19.5036	5.19697	
3.77701	4.28889	25.7138	5.37879	
19.1448	2.24444	38.1014	4.65152	
1.56322	0.8	33.7428	11.5455	
7.65977	1.24444	48.5362	13.8939	
8.48966	7.15556	32.4529	14.1515	
13.2023	5.8	43.8297	13.5758	
10.8161	5.17778	40.5145	11.4697	
20.8575	6.48889	23.7754	6.43939	
23.6713	3	44.2572	8.59091	
1.16092	10.7333	33.1594	6.87879	
10.9379	9.04444	49.9094	8.95455	
7.34253	16.8889	26.6159	8.77273	
6.53103	1.77778	38.9928	10.3788	
12.1885	0.977778	23.2681	9.01515	
13.6644	3.48889	48.3949	15.9848	
2.71264	1.55556	57.1667	11.1364	
1.84598	1.11111	39.1268	9.45455	
7.89885	1.64444	33.8768	6.12121	
8.8069	3.37778	44.7428	12.6667	
3.96092	8.35556	30.5616	5.27273	
8.2092	9.84444	40.2536	4.69697	
18.2529	0.622222	41.6449	7.87879	
6.38851	9.11111	42.0072	10.5909	
9.71494	0.555556	16.6486	9.66667	
13.3241	3.48889	47.6268	10.3788	
20.1241	0.511111	45.8877	7.34848	
5.74023	11.4889	44.6884	2.81818	
7.14943	1.82222	30.8406	8.28788	
8.64598	2.22222	29.2283	4.56061	
7.70345	3.26667	23.7754	6.34848	
12.2575	4.24444	40.4022	10.6515	
7.85747	2.86667	40.3877	12.8485	
9.73103	1.82222	38.471	9.18182	
11.8184	3.42222	34.2101	13.5303	
7.8069	1.86667	24.5978	9.01515	
12.4414	2.68889	37.8913	4.63636	
10.4299	1.46667	41.0725	9.65152	
17.577	3.13333	33.4384	5.28788	
0.972414	4.68889	21.163	12.0758	
20.7425	17.6889	39.3333	7.22727	
6.37701	2.48889	58.2065	6.56061	
15.869	3.42222	11.3406	7.72727	
6.02989	4.62222	35.4239	15.1061	
10.8966	5.28889	40.4457	13.4545	
4.88736	7.77778	33.221	9.18182	
6.85517	5.06667	35.2717	5.28788	
20.7034	12.3778	37.4275	7.83333	
18.2	5.82222	32.4239	8.28788	
14.8506	0.711111	33.2174	11.4545	
9.83908	1.04444	30.8659	11.2424	
13.5172	6.64444	32.0326	8.01515	
11.1126	2.26667	54.4239	5.36364	
9.3977	5.55556	51.9493	8.37879	
14.0575	3.66667	50.9493	7.40909	
7.48736	0.666667	23.6957	9.72727	
10.023	2.73333	39.6413	4.80303	
11.3517	2.73333	41.7681	6.45455	
16.9034	10.2	41.9746	10.9091	
3.22759	19.1333	26.2536	6.63636	
19.977	5.86667	32.1884	4.01515	
15.3655	2.84444	33.1848	10.6515	
9.12644	3.13333	62.7464	6.69697	
9.67586	5.28889	30.9239	5.12121	
10.3632	5	32.0906	5.30303	
5.4069	0.422222	40.4275	2.62121	
3.78161	14.4444	52.9167	3.56061	
10.4368	8.35556	32.1739	5.87879	
11.1609	8.68889	36.7645	9.71212	
6.16322	0.555556	48.808	8.01515	
6.27586	5.66667	65.3478	6.19697	
12.4575	3.48889	25.6486	7.43939	
7.96552	6.62222	36.6812	10.8333	
10.5816	3.44444	33.1703	11.4545	
3.81149	5.02222	27.5761	13.0303	
23.5655	3.46667	30.2609	15.0758	
10.7425	5.4	30.7101	8.93939	
13.5402	3.06667	25.3225	11.8333	
8.13333	9.24444	42.3949	9.40909	
15.069	1.51111	34.6957	12.5758	
7.86207	4.22222	19.3659	6	
11.1103	10.4889	43.5725	5.07576	
8.70575	4.31111	40.6812	7.60606	
5.83218	0.355556	39.163	9.16667	
5.54253	6.37778	40.942	10.8939	
5.65287	7.37778	32.4746	5.31818	
8.65517	2.73333	47.7971	5	
9.88276	0.822222	30.6522	9.74242	
10.7655	4.91111	47.7391	12.6818	
3.28966	9.15556	23.2754	10.9394	
5.15862	8.13333	22	9.71212	
9.93563	1.37778	52.9457	8.48485	
9.87126	2.48889	31.1486	4.84848	
3.94023	3.6	36.913	6.51515	
4.74713	16.9778	36.8949	4.81818	
10.4828	3.26667	42.1413	6.0303	
11.7287	3.68889	29.5833	7.63636	
7.58851	7.73333	30.087	6.42424	
4.74943	4.08889	28.8478	12.9697	
19.4414	4.48889	54.0797	6.83333	
2.0069	14.9111	44.8116	4.36364	
3.73333	4.6	13.0072	6.69697	
13.4874	18.6222	34.2391	7.31818	
4.2	5.44444	36.8877	8.56061	
11.6598	0.622222	32.4746	7.42424	
2.10805	3	25.3261	13.3182	
2.69195	6.97778	59.6051	6.83333	
6.75402	2.46667	20.913	9.9697	
8.93333	8.37778	34.9638	6.92424	
1.64828	2.95556	36.7246	9.25758	
16.0851	4.08889	23.1196	13.3788	
11.823	3.88889	59.2899	7.78788	
6.64828	2.2	34.7717	2.80303	
8.25747	9.88889	32.7246	5.10606	
7.49885	0.533333	13.3514	7.25758	
3.82759	1.42222	38.5616	9.22727	
8.38621	2.04444	18.5761	4.92424	
5.90805	6.08889	49.1884	13.8182	
16.2023	6.42222	35.3804	9.06061	
2.83908	8.28889	60.4384	14.6061	
10.3448	3.17778	21.279	6.31818	
13.8115	8.46667	46.7174	9.48485	
12.623	4.13333	22.3333	7	
8.74713	0.0666667	33.8188	8.81818	
9.46897	0.844444	68.3913	6.86364	
5.62069	2.57778	28.8152	4.68182	
6.45747	0.355556	39.3877	2.81818	
14.292	1.33333	35.1812	10.0455	
9.98161	8.17778	26.2138	7.43939	
4.77931	0.311111	33.029	9.83333	
0.747126	4.08889	22.4384	8.51515	
10.9287	7.86667	42.8225	8.15152	
9.27126	1.91111	28.9638	12.0152	
15.6759	8.95556	24.4094	7.93939	
1.67586	8.35556	31.6558	8.86364	
7.78621	6.55556	26.6014	7.80303	
5.06897	10.1333	38.3841	7.63636	
9.31954	3.51111	30.8587	4.34848	
12.3586	3.55556	20.75	10.7727	
13.3563	3.71111	31.2246	8.93939	
12.4598	0.622222	14.5217	12.2121	
15.531	24.0667	26.1413	7.43939	
11.1448	2.86667	36.6667	16.1667	
17.9655	4.02222	32.8007	4.95455	
4.23908	8.91111	47.8043	5.36364	
6.65287	7.93333	25.4529	4.60606	
12.0644	1.97778	30.6594	12.3636	
3.15862	7.2	32.0797	12.1667	
7.4069	0.422222	40.6341	7.65152	
8.45517	16.4222	41.3116	6.60606	
9.42759	14.3111	51.4058	12.5455	
9.02299	0.466667	16.8804	14.7424	
7.47126	12.9556	31.1377	5.04545	
11.2621	2.73333	25.1667	3.65152	
4.42759	4.88889	43.5	12.0606	
11.9655	11.2	43.75	6.42424	
9.08506	1.73333	26.6812	14.9394	
14.6851	4.57778	35.3188	6.21212	
6.37011	5.57778	45.2246	1.5303	
10.5287	2.66667	29.6522	10.0455	
1.1977	4.26667	33.0725	6.13636	
16.6437	2.86667	30.9493	5.22727	
12.6	3.15556	23.5652	3.84848	
5.5908	3.15556	45.5543	9.10606	
14.0966	4.15556	31.1304	12.6818	
12.3264	1.77778	35.5906	7.60606	
8.77931	8.62222	46.2717	13.4697	
2.5908	0.844444	39.9275	7.75758	
7.96782	1.8	40.1159	3.4697	
12.3563	8.73333	40.7355	6.98485	
10.3172	12.2667	41.6123	11.3939	
4.28736	3.04444	29.7174	10.7879	
9.26207	3.6	51.0833	12.0909	
2.84828	4.95556	50.1449	3.57576	
7.28276	5.97778	31.3406	13.0455	
8.94943	16.8889	26.0616	11.6364	
4.14943	8.33333	24.0616	6.78788	
6.9908	3.46667	31.1087	10.2121	
4.25747	4.33333	43.7899	10.0303	
13.7149	5.64444	59.413	12.6515	
11.8437	1.77778	42.3804	5.30303	
16.1264	0.888889	27.25	9.84848	
10.869	0.955556	40.1051	9.78788	
5.29425	5.28889	19.3587	7.25758	
1.92644	0.177778	48.8188	6.68182	
15.2368	13.9111	27.163	7.65152	
8.47126	8.73333	20.4022	9.5	
4.77241	0.488889	51.0543	4.16667	
9.74023	4.06667	35.8913	7.5303	
13.0069	3.42222	29.8768	8.43939	
9.88506	3.95556	34.3804	9.15152	
9.30805	2.13333	35.587	2.84848	
14.1057	7.55556	18.0435	5.09091	
9.26897	7.48889	45.3913	11.697	
13.7931	2.26667	29.8877	7.65152	
2.55862	11.8667	47.9565	11.197	
2.57471	5.35556	35.9457	10.803	
4.12874	1.97778	44.7065	5.27273	
7.94483	1.51111	37.6413	7.0303	
6.0092	4.28889	67.8587	5.80303	
6.6069	4.24444	53.4529	6.72727	
16.6069	11.8889	57.8841	9.78788	
3.25287	7.77778	34.3514	7.93939	
12.4	1.86667	38.2899	13.8333	
13.4184	4.17778	38.1413	7.56061	
8.67126	25.9333	50.75	7.30303	
7.26897	10.5778	41.7754	7.0303	
8.12184	5.91111	53.8949	5.04545	
20.9632	2.04444	26.913	7.33333	
17.4598	6.48889	35.5906	9.5	
28.3264	2.22222	36.808	4.4697	
16.554	3.48889	40.7174	3.93939	
8.30805	1.42222	25.1739	10.1667	
19.7839	11.2667	11.3841	8.60606	
7.94023	9.11111	29.7971	5.10606	
17.0713	3	39.1159	7.60606	
3.08506	2.26667	20.5	7.72727	
7.46437	2.4	37.1159	4.42424	
9.18391	0.355556	39.2609	9.24242	
7.32644	7.15556	12.3297	16.6667	
11.8023	1.82222	32.0906	6.86364	
7.94943	0.488889	33.3225	2.43939	
23.0138	3.37778	47.0906	7.4697	
1.23218	13.8889	39.3007	10.0303	
18.8023	7.44444	32.5399	11.5758	
6.9908	1.06667	24.8043	11.2727	
9.27126	4.11111	38.1087	5.19697	
8.98391	7.28889	27.2899	10.7273	
18.5103	1.2	28.3406	4.21212	
12.023	6.2	25.7899	6.60606	
1.53103	7.17778	29.3949	9.30303	
4.7977	0.577778	14.4819	10.1667	
14.1632	0.888889	24.1087	4.43939	
16.1701	2.93333	35.9674	9.28788	
8.68276	8.22222	35.6812	6.84848	
12.0966	0.333333	27.1304	6.22727	
11.4874	8.42222	31.0181	6.66667	
9.37701	2.26667	21.5145	3.93939	
6.45747	8.64444	29.7681	26.697	
8.49655	7.35556	20.3587	4.78788	
9.24138	1.8	46.8007	2.65152	
11.8897	0.222222	59.0761	9.45455	
14.5471	2	37.25	3.40909	
3.77241	3.8	38.7428	6.92424	
11.577	5.22222	31.5072	10.5455	
9.04828	1.24444	25.0399	6.66667	
9.11724	2.04444	26.4348	15.6515	
10.5126	4.04444	27.471	5.62121	
5.95402	5.04444	31.4275	3.9697	
7.68276	4.4	27.9601	4.31818	
14.377	4.64444	34.4964	6.43939	
7.6069	9.31111	44.3949	8.90909	
4.32184	7.04444	47.9565	12.8939	
4.55172	3.2	29.4094	10.5758	
17.0345	2.6	31.0616	5.43939	
4.83448	6.02222	37.7572	16.8485	
3.36092	3.62222	41.4964	5.34848	
4.38161	4.11111	43.9239	6.90909	
11.1586	4.37778	35.6884	5.74242	
10.6598	7.4	35.4928	7.51515	
6.43908	2.06667	38.9384	5.18182	
17.0828	6	47.8442	14.6515	
8.12414	5.91111	19.7029	11.7576	
7.21149	4.31111	37.2572	4.27273	
10.7701	4.06667	33.9493	5.66667	
4.05287	6.08889	43.5	10.197	
10.7586	0.933333	29.6486	2.80303	
18.9287	2.82222	32.6486	8.66667	
5.64828	5.57778	22.4638	10.2727	
16.3494	7.13333	41.529	13.8636	
8.45057	2.53333	28.4783	7.62121	
7.72644	1.95556	34.0217	10.8788	
18.177	1.11111	17.5978	10.3182	
15.3724	4.75556	53.7609	8.37879	
21.4874	3.55556	58.2645	4.65152	
5.04368	14.9333	32.4638	8.69697	
8.23678	2.13333	45.0652	10.5152	
3.97011	2.77778	35.2319	5.93939	
