Fs[0]	Fs[1]	Fs[2]	Fs[3]	
-6.05429	-1.55869	0.666466	-3.62365	
-2.32087	-0.209009	-0.820257	-2.34603	
-1.63182	2.18406	0.914089	-3.19387	
-5.50982	1.52347	-1.94879	-3.06481	
0.76182	2.8611	-1.38619	-5.09101	
-0.842839	1.47428	-1.80308	-3.88956	
-3.11169	-2.21823	-0.293682	-3.5628	
-2.32308	-0.938654	-3.52418	-5.52333	
-2.08599	0.163641	0.944726	-2.31423	
-4.50063	-0.769107	-1.19538	-3.47904	
-2.15263	-2.91534	0.864725	-3.22557	
-9.14861	-1.10177	-1.60818	-2.51987	
-0.398924	7.36494	-0.785031	-3.63726	
-1.96009	-3.40349	-2.46508	-1.65444	
-3.24717	5.89993	1.50949	-2.73288	
-3.84199	0.429872	-3.27653	0.573638	
-5.92636	2.77528	-0.724801	-5.76088	
-1.86605	-0.575329	-1.07274	-6.13662	
-2.18499	-0.246739	-2.6197	-3.23249	
-1.3981	-1.61442	-1.89918	-4.05495	
-0.644601	3.83505	-2.80982	-3.07379	
-1.96713	-0.906761	-2.43654	-2.58076	
-2.45598	-0.455351	0.736578	-0.82412	
-0.665635	0.248113	-0.00619815	-1.7374	
2.20779	5.31864	1.34328	-5.02351	
-4.16809	4.90538	-0.963215	-4.78153	
0.236592	0.676264	0.251056	-2.76352	
-0.714015	-1.17667	-1.74705	-2.72476	
-3.10336	1.73531	2.45929	-2.76626	
1.34281	-0.411879	-3.49205	-6.23862	
-2.94909	1.88181	-1.32108	-2.11878	
0.859879	2.14576	-0.864027	-2.35974	
0.635481	2.39125	-3.41257	-3.12719	
-1.43838	1.84933	-2.74984	-2.28913	
-2.57687	-1.28631	0.975344	-3.30061	
-2.98688	1.48618	-3.53737	-5.71328	
-3.69709	-0.869882	-3.85629	-3.12843	
-2.71107	-1.39262	1.87619	-4.03871	
-0.943249	2.53401	-4.86999	-4.36117	
0.180924	0.373336	0.669399	-3.5111	
-1.90339	-1.14311	-4.00852	-2.73246	
-2.55092	-0.323645	-2.57702	-5.49413	
-6.99197	2.45913	-1.06884	-1.55345	
-1.44374	-0.201349	-3.27815	-4.98744	
-1.71183	-0.552137	-2.92583	-3.77807	
0.282521	-0.644889	-2.91558	-3.57662	
-0.911099	0.778551	-4.62353	-0.939572	
6.16849	-1.95329	-4.83883	-1.11853	
0.532503	1.40211	-2.91977	-1.97856	
-5.4182	0.609493	0.516765	-4.12736	
-6.60317	-0.50321	-2.90444	-4.11509	
-0.915949	-2.38564	-1.64125	-2.57089	
-0.488021	-0.0335176	-0.560255	-3.31357	
-3.16212	1.88187	0.872462	-2.49216	
-1.87124	-0.458546	-5.01189	-1.89437	
-6.92135	2.26172	-2.79078	-6.13662	
-3.10299	0.521185	-3.42951	-3.92792	
-0.314609	3.09373	-1.25313	-3.25041	
-1.84429	0.324527	-5.46325	-4.18896	
1.32985	-0.627661	-1.17387	-7.63688	
-2.21158	-0.65694	-0.844134	-3.77807	
-0.970002	0.567899	-3.53796	-5.73992	
-6.53009	-0.312068	-2.25323	-5.96833	
-1.64097	4.37143	-0.855478	-3.71898	
-7.94333	-1.52542	-7.22002	-5.54544	
-3.33599	-1.17667	-2.11772	-1.09668	
-2.80448	0.977245	-3.05975	-1.57196	
-4.56646	-0.0390544	-1.0899	-2.34603	
-1.64887	0.750676	-1.04687	-2.76352	
-0.272084	1.75039	1.62483	-6.33445	
-5.27216	0.237005	-0.672169	-5.5752	
-0.667943	4.11734	0.29008	0.479993	
-3.71817	-0.0253316	-3.89788	-2.50812	
-0.932191	3.10046	-3.88276	-4.24993	
-6.20002	-0.692948	-0.812078	-2.84473	
-4.02787	0.520512	-2.83478	-4.19758	
-4.17525	-0.33946	1.40648	-1.7538	
-0.454206	0.614515	-2.31149	-4.93112	
-2.32269	4.39406	-0.877861	-4.96369	
-5.26793	-0.780457	1.08446	-3.38141	
-1.75179	1.46761	-1.59074	-1.7258	
0.664428	-0.604661	-3.77014	-2.11597	
0.724592	-0.230334	-0.137083	-6.99294	
-2.59221	-0.332367	-1.68523	-3.39168	
-3.97835	0.808434	-0.687587	-3.38557	
-5.06947	-1.62319	-0.785696	-3.37116	
1.31529	-0.196987	1.80797	-5.13492	
-8.46937	1.07217	-3.97676	-4.19405	
1.41987	-1.1634	-0.238324	-4.28545	
-2.57331	-0.230334	-1.07379	-1.30447	
-1.60428	-0.869882	-1.47903	-4.99941	
-0.968635	-1.3174	-5.3696	-0.537344	
-0.199447	0.491914	1.2909	-2.86841	
-2.17324	-2.04997	1.58836	-2.94272	
-8.82168	5.11346	-0.580182	-2.50597	
1.66343	1.33722	-2.97778	-1.38975	
0.402117	-1.98824	-0.449629	-2.41117	
-3.59033	0.729658	-0.138652	-2.49216	
0.215271	-1.06635	-0.0641483	-2.61254	
-7.77541	-1.80346	-1.72247	-4.94253	
-7.57382	-0.846431	-1.35316	-4.13785	
-10.2181	0.980123	-3.70091	-5.16036	
-7.26273	2.87868	-3.14291	-1.98324	
-3.3189	2.73396	0.036541	-2.40041	
-2.52338	1.77258	-0.566818	-5.199	
-3.22726	1.41423	-2.35566	-1.89437	
1.94741	4.68165	-0.0208484	-4.01548	
-5.08403	0.0400417	-0.746605	-0.0936658	
-2.51474	-0.833649	-2.11466	-0.0168584	
-4.3403	1.86018	0.271269	-5.75289	
-6.85333	-3.88205	-0.353	-7.98487	
-5.17863	0.94972	-3.86993	-4.91686	
-4.82426	-0.209009	-0.438294	-1.30173	
1.876	-0.938654	-0.599968	-2.51987	
-0.226091	1.00727	-3.03112	-6.05569	
-0.201932	-2.08797	-2.98567	-1.90363	
1.20179	1.6912	-1.09256	-3.61011	
-0.172345	0.98558	-7.07411	-4.44973	
0.240952	-1.74346	-2.11566	-1.4504	
3.66725	-1.29478	-2.9092	-3.7564	
-3.47075	1.70119	0.54038	-3.40395	
1.68857	-1.69115	-4.16035	-6.91016	
-2.60964	-0.458498	-4.06793	-1.9701	
0.913457	5.40045	1.8437	-5.13492	
-0.0245225	0.0152826	1.28602	-3.06802	
-1.73703	-0.815767	-3.54288	-3.52404	
5.77691	3.51385	-1.70986	-2.00475	
-0.410867	0.0519969	-3.67411	-5.1223	
-8.84219	-0.141577	0.653464	-1.71399	
0.189261	2.26405	-3.42687	-4.44498	
-1.94623	1.2575	-1.222	-3.88956	
-0.468711	0.867626	0.978603	-3.08438	
-0.78233	2.80799	-0.351444	-3.95123	
-0.687697	3.49347	1.7426	-4.85249	
-4.69539	-0.341126	-0.159228	-4.41382	
0.0714592	-1.61059	0.229639	-2.24285	
-0.559325	0.302929	-2.41093	-3.42288	
-0.95518	-2.11275	0.97331	-3.84416	
-5.98936	0.466222	0.251662	-4.40734	
-2.58251	1.82754	1.15388	-3.67861	
0.111867	-3.55534	-0.336944	-3.07909	
-1.71183	1.76912	-1.30999	-3.73492	
-0.919873	-0.0774648	-0.853612	-5.10348	
0.236612	-7.04324	0.277843	-2.92581	
-8.042	-2.59547	-0.657823	-5.97695	
1.35117	-0.0778188	2.0632	-3.70659	
-2.2716	-0.397202	-0.107626	-1.19228	
-5.81508	1.48618	0.470898	-0.876129	
-1.25918	0.919933	-1.06979	-1.48344	
-0.273242	1.49675	-1.27345	-4.24113	
2.03171	-2.33366	-0.512279	-2.36707	
-5.99242	-2.29064	-0.355915	-2.33808	
-5.45078	1.45344	-1.40996	-3.28426	
-0.335225	-1.06126	-5.12574	-0.20163	
-0.114455	0.338273	-1.4215	-4.81947	
-1.44083	-1.98877	-0.917403	-3.67861	
-5.53676	2.41341	0.890761	-2.51291	
-1.79791	-0.36263	-2.46245	-5.95117	
-1.83484	1.15357	-0.295607	-3.17089	
-3.12959	-1.17667	-1.9517	-4.90529	
-1.52901	-0.684256	-2.77001	-0.681805	
-5.74635	-1.03539	-2.58068	-3.23818	
2.10662	0.954533	-3.1415	-1.7374	
-0.990621	-0.790895	-0.0538448	-6.55648	
-1.0519	-0.801879	-3.6608	-2.23378	
-3.39736	-1.7169	-3.67486	-4.00653	
-4.31847	0.971617	-1.45348	-6.5986	
-1.29682	-1.63996	-0.581058	-3.58507	
-0.721104	-2.73165	-0.863679	-4.07953	
1.6321	3.15538	2.43201	-0.443277	
-2.89219	3.1441	-0.482486	-1.3976	
-4.84028	0.893957	-0.0705452	-2.0475	
0.153348	0.590115	-3.30443	-4.52218	
-3.6223	-1.52542	-1.19652	-1.39908	
-1.94327	0.759842	-2.23383	-3.67167	
-1.28909	0.279579	-2.72439	-3.1164	
0.41834	1.64905	-1.6024	-5.21202	
-3.2143	-0.108692	-0.532639	-1.75673	
-2.70455	1.76912	-0.204906	-6.46371	
-3.37336	-1.4783	-3.72651	-2.31637	
-1.28761	-0.50321	-4.97507	-2.63923	
-2.03864	0.660396	-1.1194	-3.72071	
-8.38596	-2.15581	0.369027	0.416339	
-1.8041	0.937352	-1.76179	-3.9906	
0.061076	-0.295521	-1.01431	-3.8763	
-0.672356	-0.496003	-0.509221	-2.24595	
0.671704	-0.548629	-2.50408	-1.7611	
1.58594	-0.705937	-0.396328	-2.8028	
0.740298	-1.77031	-0.532804	-5.92562	
-0.509765	-2.92289	-0.402034	-5.27808	
-2.05246	0.665554	-2.78452	-2.01559	
0.40019	3.30873	-2.6006	-5.52333	
-0.500064	-0.0464656	-1.01356	-4.13559	
-5.93046	-2.87486	-0.188032	-2.10104	
-1.10986	4.33734	-0.300499	-1.99397	
-5.44911	0.87495	0.262786	-2.76626	
-2.30847	0.948883	-0.524293	-1.20699	
1.01599	0.377737	-0.226071	-1.834	
-4.99319	-0.201349	-0.0308742	-3.3018	
-0.328707	-2.08154	0.620338	-4.07953	
-0.239839	-2.29064	-3.3996	-4.84825	
-3.73954	-1.14311	-4.64401	-3.50802	
-2.65916	-2.96109	-2.16317	-1.47801	
-4.57881	1.27865	-4.93613	-3.11103	
0.172985	-0.580235	1.81825	-2.45734	
-3.40611	-0.205198	-2.82206	-4.60895	
-0.723013	0.0328926	0.324988	-3.85931	
-2.28636	-2.13417	-1.62466	-0.989416	
-9.71537	2.098	-0.714325	-9.05656	
-7.09909	0.517373	-2.30825	-4.28042	
1.30799	-0.411879	-1.37708	-1.60987	
-4.70688	2.50593	-4.36542	-3.61011	
0.373204	-2.04982	-1.51223	-1.09325	
-2.23691	1.76693	-1.09892	-3.52405	
0.158006	1.00029	-1.07193	-3.05284	
-1.7404	-1.40218	0.00133376	-0.483657	
-2.54163	3.74049	-0.139648	-1.95141	
1.93149	-2.26755	-1.95194	-3.31357	
-5.61128	3.43593	0.775966	-2.7936	
-1.91178	-3.40736	-0.195263	-1.90462	
1.47645	-0.857727	-5.32444	0.374291	
-1.88683	1.31745	-0.937211	-2.20966	
-5.14469	4.57309	-2.54322	-2.00475	
-1.17558	0.377737	-2.40788	-6.21045	
3.0442	1.81661	-3.24444	-1.92528	
-5.08986	0.666823	-0.767204	-2.40415	
-1.00589	-0.00880701	2.16779	-3.15439	
-5.00882	-0.339314	-3.13903	-4.03871	
-2.62201	8.56597	-4.35275	-1.93048	
-4.78721	-2.69679	-1.91888	-3.46003	
-10.4491	-1.01076	-0.606859	-3.23249	
-2.44648	-0.736865	-1.32622	0.569502	
-3.04179	0.0328926	-0.777974	-2.87796	
0.0131402	-2.02927	-2.19054	-3.56998	
-0.908433	-0.161516	-1.80045	-5.42249	
-2.09116	-0.430813	-5.27243	-5.42249	
1.87281	2.17624	-5.8004	-4.07953	
-0.779312	-1.36341	-3.50893	-1.95141	
0.313871	1.02882	-1.49793	-2.70184	
-3.51239	0.232875	-2.54226	-6.72845	
-1.3991	0.553604	2.59403	-0.0499261	
-4.00281	3.78305	-1.54884	-2.51987	
-2.85136	-2.56294	-1.28575	-0.198062	
-1.98232	-1.34333	2.10587	-5.56028	
-2.20361	0.619131	-0.777639	-2.51605	
0.28349	-1.36341	-0.189115	-0.942648	
-4.39613	1.47428	-3.10413	-2.33963	
-0.208679	-1.89575	-0.249296	-3.00133	
-1.51673	-0.408508	0.717454	-3.94344	
-4.24327	-1.32889	-1.02814	-3.20988	
-0.298354	-0.00880701	-2.1946	-0.790728	
0.483328	0.169289	-2.69404	-4.06312	
-2.15804	1.01811	-1.13648	-1.78993	
-3.55361	-3.92161	-1.69026	-6.33445	
-0.140102	1.34094	-2.28831	-4.57652	
-6.77909	0.318872	-2.78743	-1.81429	
-6.60408	0.536396	-2.91388	-3.17089	
-3.00374	-0.477164	-1.54486	-2.02957	
-1.99638	-0.835199	-0.480714	-3.93567	
-4.28133	-0.0253316	-0.145815	-6.14575	
-6.08443	-1.58448	-2.02781	-4.31919	
-1.45363	-0.963344	-3.63039	-1.80451	
-5.69673	-3.18004	-0.274639	-5.17961	
-4.21123	1.29118	-5.90598	-3.94344	
-2.2576	0.226124	0.599117	-4.97705	
-0.887938	-0.297122	4.23483	-3.88956	
-3.01652	0.536396	1.00164	-1.61415	
-0.0178371	-0.306309	-3.28344	-3.77082	
0.248723	0.198922	-5.01846	-2.86763	
-2.26496	-1.96374	-0.896265	-2.03567	
-0.310613	-0.883442	-4.85878	-3.67861	
-2.97732	-1.7795	-9.38277	-7.59385	
-2.07043	1.76693	0.104277	-5.21202	
-3.18884	1.50058	0.975121	-5.56773	
-1.28813	-3.58336	-3.37159	-1.73862	
-1.88598	1.31745	-0.830891	-1.38975	
-1.22705	-0.759769	-2.53587	-2.47671	
-7.36053	-1.23066	-2.9092	-1.06826	
2.96337	1.52565	-0.531976	-3.94539	
2.97817	3.39725	-1.48979	-1.9701	
0.961729	1.29568	-3.96801	-5.62808	
-0.411711	0.536396	-0.697897	-1.22484	
4.16176	-2.02927	1.52026	-1.93569	
-1.44076	7.40536	-3.36261	-2.68644	
0.728931	1.04507	1.11666	-5.63572	
-3.93553	0.324527	-2.58583	-9.75648	
-3.26791	1.84933	-5.37754	-2.74018	
-1.90576	-0.830667	1.40017	-3.33731	
-2.22754	0.345355	0.949661	-1.9779	
-1.23687	0.517373	-2.32584	-4.74392	
-2.44794	-0.0464656	-5.76819	-3.95123	
0.00305735	0.542604	-0.55934	-1.76587	
-3.89908	-1.4783	0.351225	-2.32689	
0.620244	-1.12233	-2.22419	-5.80931	
-6.40865	0.849936	-2.50033	-5.92463	
-1.13135	-0.130572	-0.68276	-1.08667	
-2.36309	-0.125609	-1.28694	-1.31109	
0.115812	-2.43481	-4.60373	-2.73483	
-4.11697	-3.5021	-4.69092	-3.34328	
1.23558	2.1256	-3.09629	-4.6395	
-0.803122	-0.230334	-0.198524	-3.27101	
-3.99405	-0.385452	-3.2225	-4.43079	
-6.9164	3.77476	-0.788051	-4.62762	
-1.9598	1.06392	-5.39751	-5.53068	
-4.14124	-0.596215	1.20736	-5.60529	
-5.3257	0.491095	-0.868831	-2.72594	
-9.87823	0.064063	-2.32968	-0.364772	
-5.7569	-0.353754	-1.60814	-3.00642	
-4.25936	1.22807	-0.604319	-2.90069	
-3.30008	-0.602847	0.229923	-2.91663	
-0.162426	-0.496767	0.317736	-3.88956	
-1.17046	0.302929	-1.55569	-3.37948	
-2.52518	0.977245	-1.13233	-3.14892	
-3.81925	-2.87732	0.387123	-1.92009	
-0.566121	2.68195	-0.733003	-5.88353	
-5.13043	-1.62852	-1.16544	-6.18255	
-1.43915	-3.22371	-1.39037	-2.33792	
-1.58343	-0.00880701	-1.80674	-3.27101	
-5.57407	-0.759769	-0.0693296	-1.70866	
-1.9036	-3.4235	0.0124816	-0.748583	
-7.79209	-0.705134	0.838167	-5.28477	
-0.340955	-0.527536	-0.573419	-3.3734	
-0.878657	-1.02972	-0.699223	-1.75634	
-1.90117	2.72732	0.509548	-5.04174	
0.444596	1.72852	0.143373	-0.281647	
-1.86868	-1.30032	-2.07899	-2.93624	
-0.353938	2.4774	2.25538	-3.58267	
-5.71827	4.02251	-2.73539	-3.11007	
-3.11252	1.58557	-1.28515	-5.83383	
-3.91949	-0.486562	-0.23135	-3.33135	
-1.61174	1.78466	1.31184	-3.68557	
-1.5315	-0.815767	-2.10161	-6.54603	
-1.59835	-0.857727	-2.36793	-2.47844	
-5.00811	1.42203	-1.10761	-4.91107	
-4.58931	-4.36158	0.819112	-2.83065	
-0.943353	1.39367	-0.287954	-4.09479	
-1.32469	-0.0238783	0.750231	-6.94538	
-2.90755	1.70566	0.404931	-2.48529	
-1.5135	3.5934	-0.643526	-2.55503	
-2.11954	0.322457	-2.99977	-5.75289	
1.29837	0.185198	-0.716985	-2.64772	
-9.8775	0.325357	-0.884649	-2.74376	
-5.03954	1.15966	-5.12136	-1.20386	
-3.02	-1.13712	0.788075	-3.59627	
-5.10336	-2.67127	-0.499681	-6.07349	
-0.465694	0.796216	-1.00073	-2.47161	
-5.86177	0.511193	0.631466	-5.77693	
-1.07283	-1.30308	-2.4771	-4.8766	
-2.05704	-1.90503	-1.785	-1.86395	
-3.29452	0.387679	-0.423551	-2.01017	
0.49785	-1.14825	-2.83749	-2.54089	
-0.36662	-1.5737	0.84972	-4.07953	
-0.939055	0.799987	-2.36461	-4.14384	
-0.168942	-1.53323	1.74012	-5.60529	
-0.916418	6.27153	-1.22171	-2.87318	
-1.93746	-1.48324	-2.64777	-3.85931	
-1.88729	3.62896	0.395699	-5.00031	
-3.9287	-0.295521	-2.60282	-3.2611	
1.53614	-3.15851	2.68456	-7.01698	
0.151144	-0.553658	-1.89092	-1.80451	
-3.70161	5.31838	-0.619297	-0.408779	
-3.08943	-2.66246	-0.811398	-4.80855	
-4.12264	-0.869882	-2.08175	1.28423	
-1.45393	5.1828	-0.866812	-1.29055	
-3.45053	0.169289	-3.39179	-2.64189	
-2.88655	-1.31455	0.68658	-1.42435	
-2.57314	-1.46598	-3.02417	-2.85417	
-0.198731	-0.0767804	-2.57715	-1.51535	
-8.7558	3.00315	0.242384	-2.52802	
-0.135718	0.735137	1.02749	-3.74922	
1.75501	-0.82403	0.336135	-2.7936	
-4.40838	1.45344	1.09122	-4.34751	
-1.3941	0.419528	-2.2273	-4.59884	
-1.83289	-0.532999	-1.2816	-1.83131	
-6.16353	2.7126	-0.463948	-2.94612	
-2.36909	0.523998	-2.19559	-2.97103	
-2.12212	-2.32694	1.2928	-3.31948	
-8.09721	0.907989	-3.85711	-3.51756	
0.626406	0.360986	-1.46864	-1.17181	
-4.66827	-0.148391	-0.237964	-6.70644	
-2.11012	0.100162	-5.19306	-1.36638	
-7.54813	2.06482	1.37274	-3.58328	
-8.20547	1.1696	-1.51612	-2.97103	
-3.91913	-1.39262	-3.05084	-4.8314	
-4.14155	0.65735	-1.86492	-1.31109	
-3.17376	0.163641	-3.12549	-6.1549	
-3.67611	2.64184	0.784507	-3.69256	
-7.51529	2.36654	-4.51902	-2.06515	
1.76251	1.1696	-1.69457	-2.53604	
-2.17471	0.137067	-2.5686	-1.41145	
-4.25898	1.26607	-1.95962	-1.93048	
-2.01945	-2.04982	-2.39168	-3.77807	
-1.65758	0.876432	-0.812843	-1.34331	
-2.06108	-0.965585	-0.555681	-2.20367	
-4.41756	-1.06635	-1.73269	-3.01665	
-2.20008	-3.11607	0.0429989	-6.09139	
-2.77854	1.00727	0.00133857	0.420711	
-0.0383409	1.18966	-0.590363	-3.9202	
-4.23625	-2.9346	-0.551827	-0.99501	
-1.03366	0.0759838	-0.42271	-2.1755	
1.8308	0.126975	-4.8817	-2.51578	
0.547127	1.63764	-1.57419	-2.09888	
-2.95889	-1.94393	-3.07656	-2.07073	
-1.81047	0.0235279	-1.70468	-3.66474	
-1.63442	0.170096	0.0938547	-3.20988	
-4.14539	-0.0253316	0.1925	-3.00294	
2.42105	-1.41717	-0.831893	-2.3589	
0.468931	0.086715	-2.88654	-6.99294	
2.77655	1.51845	-2.13015	-2.54409	
-2.4879	0.44029	-3.12416	1.28751	
0.975864	0.941774	-0.838422	-2.09322	
-2.81991	-2.43481	-0.832612	-8.1636	
-5.00806	-0.408508	1.51211	-2.26703	
-1.09525	0.488475	-0.390636	-6.92186	
-3.10652	0.750084	-0.335832	-3.53055	
0.753428	-0.0391863	0.776267	-3.05466	
-4.10025	1.40858	-1.82994	-0.545728	
-1.43248	3.43593	-0.966528	-1.49038	
-1.33194	0.0722853	1.70049	-2.81896	
0.0382978	0.590115	-1.06577	-3.19308	
-4.47939	1.18966	-4.22858	-4.597	
-0.820991	1.27759	-0.228464	-4.80357	
-2.32719	-2.13982	0.632946	-1.7327	
