Total	ZnA[Total]	thetaWatt[Total]	ThetaTaj[Total]	Rm[Total]	ZnA[0]	thetaWatt[0]	ThetaTaj[0]	Rm[0]	
-10.8438	-1.12424	-3.32146	-4.24053	-2.15762	-1.12424	-3.32146	-4.24053	-2.15762	
-10.8438	-1.12424	-3.32146	-4.24053	-2.15762	-1.12424	-3.32146	-4.24053	-2.15762	
-10.8438	-1.12424	-3.32146	-4.24053	-2.15762	-1.12424	-3.32146	-4.24053	-2.15762	
-10.8438	-1.12424	-3.32146	-4.24053	-2.15762	-1.12424	-3.32146	-4.24053	-2.15762	
-10.8438	-1.12424	-3.32146	-4.24053	-2.15762	-1.12424	-3.32146	-4.24053	-2.15762	
-10.8438	-1.12424	-3.32146	-4.24053	-2.15762	-1.12424	-3.32146	-4.24053	-2.15762	
-10.8438	-1.12424	-3.32146	-4.24053	-2.15762	-1.12424	-3.32146	-4.24053	-2.15762	
-10.8438	-1.12424	-3.32146	-4.24053	-2.15762	-1.12424	-3.32146	-4.24053	-2.15762	
-10.8438	-1.12424	-3.32146	-4.24053	-2.15762	-1.12424	-3.32146	-4.24053	-2.15762	
-10.8438	-1.12424	-3.32146	-4.24053	-2.15762	-1.12424	-3.32146	-4.24053	-2.15762	
-15.068	-2.40795	-4.41455	-4.81589	-3.4296	-2.40795	-4.41455	-4.81589	-3.4296	
-15.5356	-2.34237	-4.08044	-5.99146	-3.1213	-2.34237	-4.08044	-5.99146	-3.1213	
-14.5888	-1.9885	-3.54391	-4.81589	-4.24053	-1.9885	-3.54391	-4.81589	-4.24053	
-14.5888	-1.9885	-3.54391	-4.81589	-4.24053	-1.9885	-3.54391	-4.81589	-4.24053	
-14.5888	-1.9885	-3.54391	-4.81589	-4.24053	-1.9885	-3.54391	-4.81589	-4.24053	
-14.5888	-1.9885	-3.54391	-4.81589	-4.24053	-1.9885	-3.54391	-4.81589	-4.24053	
-14.5888	-1.9885	-3.54391	-4.81589	-4.24053	-1.9885	-3.54391	-4.81589	-4.24053	
-14.5888	-1.9885	-3.54391	-4.81589	-4.24053	-1.9885	-3.54391	-4.81589	-4.24053	
-15.3966	-1.83258	-5.31852	-5.62682	-2.61867	-1.83258	-5.31852	-5.62682	-2.61867	
-15.3966	-1.83258	-5.31852	-5.62682	-2.61867	-1.83258	-5.31852	-5.62682	-2.61867	
-15.3966	-1.83258	-5.31852	-5.62682	-2.61867	-1.83258	-5.31852	-5.62682	-2.61867	
-15.2146	-1.83258	-4.81589	-5.62682	-2.93935	-1.83258	-4.81589	-5.62682	-2.93935	
-14.5681	-1.83258	-4.41455	-5.62682	-2.69415	-1.83258	-4.41455	-5.62682	-2.69415	
-14.5681	-1.83258	-4.41455	-5.62682	-2.69415	-1.83258	-4.41455	-5.62682	-2.69415	
-12.869	-1.4267	-4.81589	-4.08044	-2.54593	-1.4267	-4.81589	-4.08044	-2.54593	
-12.869	-1.4267	-4.81589	-4.08044	-2.54593	-1.4267	-4.81589	-4.08044	-2.54593	
-12.869	-1.4267	-4.81589	-4.08044	-2.54593	-1.4267	-4.81589	-4.08044	-2.54593	
-14.3786	-2.09964	-4.41455	-5.31852	-2.54593	-2.09964	-4.41455	-5.31852	-2.54593	
-15.4394	-1.9885	-5.05146	-4.60517	-3.79424	-1.9885	-5.05146	-4.60517	-3.79424	
-15.4394	-1.9885	-5.05146	-4.60517	-3.79424	-1.9885	-5.05146	-4.60517	-3.79424	
-15.4394	-1.9885	-5.05146	-4.60517	-3.79424	-1.9885	-5.05146	-4.60517	-3.79424	
-13.8681	-2.09964	-4.41455	-4.41455	-2.93935	-2.09964	-4.41455	-4.41455	-2.93935	
-17.7592	-2.47575	-4.60517	-5.62682	-5.05146	-2.47575	-4.60517	-5.62682	-5.05146	
-16.176	-1.83258	-5.05146	-5.05146	-4.24053	-1.83258	-5.05146	-5.05146	-4.24053	
-16.176	-1.83258	-5.05146	-5.05146	-4.24053	-1.83258	-5.05146	-5.05146	-4.24053	
-16.176	-1.83258	-5.05146	-5.05146	-4.24053	-1.83258	-5.05146	-5.05146	-4.24053	
-19.6383	-2.27887	-3.54391	-7.82405	-5.99146	-2.27887	-3.54391	-7.82405	-5.99146	
-15.7932	-2.34237	-3.79424	-4.60517	-5.05146	-2.34237	-3.79424	-4.60517	-5.05146	
-15.7932	-2.34237	-3.79424	-4.60517	-5.05146	-2.34237	-3.79424	-4.60517	-5.05146	
-13.5457	-2.0433	-3.54391	-4.41455	-3.54391	-2.0433	-3.54391	-4.41455	-3.54391	
-13.5457	-2.0433	-3.54391	-4.41455	-3.54391	-2.0433	-3.54391	-4.41455	-3.54391	
-13.5457	-2.0433	-3.54391	-4.41455	-3.54391	-2.0433	-3.54391	-4.41455	-3.54391	
-13.2602	-1.83258	-3.79424	-4.60517	-3.02826	-1.83258	-3.79424	-4.60517	-3.02826	
-13.2602	-1.83258	-3.79424	-4.60517	-3.02826	-1.83258	-3.79424	-4.60517	-3.02826	
-13.2602	-1.83258	-3.79424	-4.60517	-3.02826	-1.83258	-3.79424	-4.60517	-3.02826	
-13.2602	-1.83258	-3.79424	-4.60517	-3.02826	-1.83258	-3.79424	-4.60517	-3.02826	
-13.2602	-1.83258	-3.79424	-4.60517	-3.02826	-1.83258	-3.79424	-4.60517	-3.02826	
-13.8707	-1.83258	-3.66516	-5.05146	-3.32146	-1.83258	-3.66516	-5.05146	-3.32146	
-13.8707	-1.83258	-3.66516	-5.05146	-3.32146	-1.83258	-3.66516	-5.05146	-3.32146	
-15.0207	-2.15762	-5.31852	-4.60517	-2.93935	-2.15762	-5.31852	-4.60517	-2.93935	
-15.7315	-2.47575	-4.81589	-5.31852	-3.1213	-2.47575	-4.81589	-5.31852	-3.1213	
-13.8517	-2.0433	-4.41455	-5.05146	-2.34237	-2.0433	-4.41455	-5.05146	-2.34237	
-13.3263	-1.68794	-4.60517	-4.41455	-2.61867	-1.68794	-4.60517	-4.41455	-2.61867	
-13.3263	-1.68794	-4.60517	-4.41455	-2.61867	-1.68794	-4.60517	-4.41455	-2.61867	
-13.3263	-1.68794	-4.60517	-4.41455	-2.61867	-1.68794	-4.60517	-4.41455	-2.61867	
-13.9843	-1.9885	-4.24053	-4.81589	-2.93935	-1.9885	-4.24053	-4.81589	-2.93935	
-16.3391	-1.88322	-5.62682	-4.41455	-4.41455	-1.88322	-5.62682	-4.41455	-4.41455	
-16.3391	-1.88322	-5.62682	-4.41455	-4.41455	-1.88322	-5.62682	-4.41455	-4.41455	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-12.2031	-2.21733	-3.4296	-4.08044	-2.47575	-2.21733	-3.4296	-4.08044	-2.47575	
-13.2027	-1.93517	-4.08044	-4.41455	-2.77259	-1.93517	-4.08044	-4.41455	-2.77259	
-13.2027	-1.93517	-4.08044	-4.41455	-2.77259	-1.93517	-4.08044	-4.41455	-2.77259	
-13.2027	-1.93517	-4.08044	-4.41455	-2.77259	-1.93517	-4.08044	-4.41455	-2.77259	
-15.9088	-1.93517	-5.62682	-5.31852	-3.02826	-1.93517	-5.62682	-5.31852	-3.02826	
-15.9088	-1.93517	-5.62682	-5.31852	-3.02826	-1.93517	-5.62682	-5.31852	-3.02826	
-12.9717	-2.40795	-3.54391	-4.08044	-2.93935	-2.40795	-3.54391	-4.08044	-2.93935	
-15.4157	-1.46794	-5.62682	-5.62682	-2.69415	-1.46794	-5.62682	-5.62682	-2.69415	
-14.9993	-1.93517	-4.08044	-5.31852	-3.66516	-1.93517	-4.08044	-5.31852	-3.66516	
-15.2556	-1.88322	-5.62682	-5.05146	-2.69415	-1.88322	-5.62682	-5.05146	-2.69415	
-13.8458	-2.27887	-3.4296	-4.81589	-3.32146	-2.27887	-3.4296	-4.81589	-3.32146	
-14.7403	-1.7832	-4.24053	-5.05146	-3.66516	-1.7832	-4.24053	-5.05146	-3.66516	
-14.8212	-2.09964	-4.81589	-5.05146	-2.85423	-2.09964	-4.81589	-5.05146	-2.85423	
-14.8212	-2.09964	-4.81589	-5.05146	-2.85423	-2.09964	-4.81589	-5.05146	-2.85423	
-14.8212	-2.09964	-4.81589	-5.05146	-2.85423	-2.09964	-4.81589	-5.05146	-2.85423	
-14.8212	-2.09964	-4.81589	-5.05146	-2.85423	-2.09964	-4.81589	-5.05146	-2.85423	
-14.8212	-2.09964	-4.81589	-5.05146	-2.85423	-2.09964	-4.81589	-5.05146	-2.85423	
-13.9997	-1.93517	-4.60517	-4.60517	-2.85423	-1.93517	-4.60517	-4.60517	-2.85423	
-14.6666	-2.21733	-4.41455	-4.81589	-3.21888	-2.21733	-4.41455	-4.81589	-3.21888	
-14.9547	-2.15762	-5.05146	-5.05146	-2.69415	-2.15762	-5.05146	-5.05146	-2.69415	
-14.9547	-2.15762	-5.05146	-5.05146	-2.69415	-2.15762	-5.05146	-5.05146	-2.69415	
-14.232	-1.83258	-4.60517	-5.31852	-2.47575	-1.83258	-4.60517	-5.31852	-2.47575	
-14.232	-1.83258	-4.60517	-5.31852	-2.47575	-1.83258	-4.60517	-5.31852	-2.47575	
-14.232	-1.83258	-4.60517	-5.31852	-2.47575	-1.83258	-4.60517	-5.31852	-2.47575	
-14.8352	-2.09964	-3.02826	-5.62682	-4.08044	-2.09964	-3.02826	-5.62682	-4.08044	
-14.8352	-2.09964	-3.02826	-5.62682	-4.08044	-2.09964	-3.02826	-5.62682	-4.08044	
-14.8352	-2.09964	-3.02826	-5.62682	-4.08044	-2.09964	-3.02826	-5.62682	-4.08044	
-14.8352	-2.09964	-3.02826	-5.62682	-4.08044	-2.09964	-3.02826	-5.62682	-4.08044	
-14.8352	-2.09964	-3.02826	-5.62682	-4.08044	-2.09964	-3.02826	-5.62682	-4.08044	
-14.8352	-2.09964	-3.02826	-5.62682	-4.08044	-2.09964	-3.02826	-5.62682	-4.08044	
-17.0042	-1.51005	-7.01312	-5.62682	-2.85423	-1.51005	-7.01312	-5.62682	-2.85423	
-11.9453	-1.9885	-3.79424	-3.54391	-2.61867	-1.9885	-3.79424	-3.54391	-2.61867	
-11.9453	-1.9885	-3.79424	-3.54391	-2.61867	-1.9885	-3.79424	-3.54391	-2.61867	
-11.9453	-1.9885	-3.79424	-3.54391	-2.61867	-1.9885	-3.79424	-3.54391	-2.61867	
-11.9453	-1.9885	-3.79424	-3.54391	-2.61867	-1.9885	-3.79424	-3.54391	-2.61867	
-11.9453	-1.9885	-3.79424	-3.54391	-2.61867	-1.9885	-3.79424	-3.54391	-2.61867	
-11.9453	-1.9885	-3.79424	-3.54391	-2.61867	-1.9885	-3.79424	-3.54391	-2.61867	
-12.4953	-1.68794	-3.79424	-4.24053	-2.77259	-1.68794	-3.79424	-4.24053	-2.77259	
-11.6761	-2.0433	-2.93935	-3.66516	-3.02826	-2.0433	-2.93935	-3.66516	-3.02826	
-11.6761	-2.0433	-2.93935	-3.66516	-3.02826	-2.0433	-2.93935	-3.66516	-3.02826	
-13.2089	-1.12424	-4.41455	-5.05146	-2.61867	-1.12424	-4.41455	-5.05146	-2.61867	
-13.2089	-1.12424	-4.41455	-5.05146	-2.61867	-1.12424	-4.41455	-5.05146	-2.61867	
-13.5058	-1.51005	-4.24053	-4.81589	-2.93935	-1.51005	-4.24053	-4.81589	-2.93935	
-13.5058	-1.51005	-4.24053	-4.81589	-2.93935	-1.51005	-4.24053	-4.81589	-2.93935	
-13.7318	-1.4267	-3.93223	-5.05146	-3.32146	-1.4267	-3.93223	-5.05146	-3.32146	
-13.7318	-1.4267	-3.93223	-5.05146	-3.32146	-1.4267	-3.93223	-5.05146	-3.32146	
-13.7318	-1.4267	-3.93223	-5.05146	-3.32146	-1.4267	-3.93223	-5.05146	-3.32146	
-12.7722	-1.88322	-3.79424	-4.24053	-2.85423	-1.88322	-3.79424	-4.24053	-2.85423	
-12.7722	-1.88322	-3.79424	-4.24053	-2.85423	-1.88322	-3.79424	-4.24053	-2.85423	
-12.7722	-1.88322	-3.79424	-4.24053	-2.85423	-1.88322	-3.79424	-4.24053	-2.85423	
-13.924	-1.83258	-5.05146	-5.05146	-1.9885	-1.83258	-5.05146	-5.05146	-1.9885	
-13.924	-1.83258	-5.05146	-5.05146	-1.9885	-1.83258	-5.05146	-5.05146	-1.9885	
-13.924	-1.83258	-5.05146	-5.05146	-1.9885	-1.83258	-5.05146	-5.05146	-1.9885	
-13.924	-1.83258	-5.05146	-5.05146	-1.9885	-1.83258	-5.05146	-5.05146	-1.9885	
-14.6899	-1.30785	-5.62682	-4.81589	-2.93935	-1.30785	-5.62682	-4.81589	-2.93935	
-12.6003	-1.38629	-3.54391	-5.05146	-2.61867	-1.38629	-3.54391	-5.05146	-2.61867	
-12.6003	-1.38629	-3.54391	-5.05146	-2.61867	-1.38629	-3.54391	-5.05146	-2.61867	
-12.6003	-1.38629	-3.54391	-5.05146	-2.61867	-1.38629	-3.54391	-5.05146	-2.61867	
-12.6874	-1.51005	-3.54391	-4.60517	-3.02826	-1.51005	-3.54391	-4.60517	-3.02826	
-12.507	-1.59702	-3.79424	-3.79424	-3.32146	-1.59702	-3.79424	-3.79424	-3.32146	
-12.507	-1.59702	-3.79424	-3.79424	-3.32146	-1.59702	-3.79424	-3.79424	-3.32146	
-12.7452	-2.21733	-2.77259	-4.81589	-2.93935	-2.21733	-2.77259	-4.81589	-2.93935	
-12.7452	-2.21733	-2.77259	-4.81589	-2.93935	-2.21733	-2.77259	-4.81589	-2.93935	
-12.7452	-2.21733	-2.77259	-4.81589	-2.93935	-2.21733	-2.77259	-4.81589	-2.93935	
-13.1231	-2.0433	-3.54391	-4.41455	-3.1213	-2.0433	-3.54391	-4.41455	-3.1213	
-15.5109	-1.735	-4.60517	-7.01312	-2.15762	-1.735	-4.60517	-7.01312	-2.15762	
-15.5109	-1.735	-4.60517	-7.01312	-2.15762	-1.735	-4.60517	-7.01312	-2.15762	
-15.5109	-1.735	-4.60517	-7.01312	-2.15762	-1.735	-4.60517	-7.01312	-2.15762	
-15.5109	-1.735	-4.60517	-7.01312	-2.15762	-1.735	-4.60517	-7.01312	-2.15762	
-12.8021	-1.88322	-3.32146	-5.05146	-2.54593	-1.88322	-3.32146	-5.05146	-2.54593	
-12.8021	-1.88322	-3.32146	-5.05146	-2.54593	-1.88322	-3.32146	-5.05146	-2.54593	
-12.8021	-1.88322	-3.32146	-5.05146	-2.54593	-1.88322	-3.32146	-5.05146	-2.54593	
-12.8021	-1.88322	-3.32146	-5.05146	-2.54593	-1.88322	-3.32146	-5.05146	-2.54593	
-12.8021	-1.88322	-3.32146	-5.05146	-2.54593	-1.88322	-3.32146	-5.05146	-2.54593	
-12.8021	-1.88322	-3.32146	-5.05146	-2.54593	-1.88322	-3.32146	-5.05146	-2.54593	
-12.8021	-1.88322	-3.32146	-5.05146	-2.54593	-1.88322	-3.32146	-5.05146	-2.54593	
-12.8021	-1.88322	-3.32146	-5.05146	-2.54593	-1.88322	-3.32146	-5.05146	-2.54593	
-12.8021	-1.88322	-3.32146	-5.05146	-2.54593	-1.88322	-3.32146	-5.05146	-2.54593	
-12.8021	-1.88322	-3.32146	-5.05146	-2.54593	-1.88322	-3.32146	-5.05146	-2.54593	
-15.5525	-1.9885	-4.81589	-5.31852	-3.4296	-1.9885	-4.81589	-5.31852	-3.4296	
-15.5525	-1.9885	-4.81589	-5.31852	-3.4296	-1.9885	-4.81589	-5.31852	-3.4296	
-13.6395	-1.88322	-3.93223	-4.60517	-3.21888	-1.88322	-3.93223	-4.60517	-3.21888	
-12.7861	-1.9885	-3.93223	-3.54391	-3.32146	-1.9885	-3.93223	-3.54391	-3.32146	
-13.2573	-2.0433	-3.54391	-5.05146	-2.61867	-2.0433	-3.54391	-5.05146	-2.61867	
-13.3947	-2.15762	-4.41455	-3.79424	-3.02826	-2.15762	-4.41455	-3.79424	-3.02826	
-13.3947	-2.15762	-4.41455	-3.79424	-3.02826	-2.15762	-4.41455	-3.79424	-3.02826	
-13.3947	-2.15762	-4.41455	-3.79424	-3.02826	-2.15762	-4.41455	-3.79424	-3.02826	
-13.609	-1.735	-4.24053	-4.60517	-3.02826	-1.735	-4.24053	-4.60517	-3.02826	
-15.0381	-2.15762	-3.32146	-5.31852	-4.24053	-2.15762	-3.32146	-5.31852	-4.24053	
-15.0381	-2.15762	-3.32146	-5.31852	-4.24053	-2.15762	-3.32146	-5.31852	-4.24053	
-16.6082	-2.77259	-4.41455	-5.62682	-3.79424	-2.77259	-4.41455	-5.62682	-3.79424	
-13.7686	-2.09964	-4.08044	-3.79424	-3.79424	-2.09964	-4.08044	-3.79424	-3.79424	
-14.5681	-1.88322	-4.41455	-4.60517	-3.66516	-1.88322	-4.41455	-4.60517	-3.66516	
-19.4264	-2.0433	-7.01312	-5.05146	-5.31852	-2.0433	-7.01312	-5.05146	-5.31852	
-19.4264	-2.0433	-7.01312	-5.05146	-5.31852	-2.0433	-7.01312	-5.05146	-5.31852	
-19.4264	-2.0433	-7.01312	-5.05146	-5.31852	-2.0433	-7.01312	-5.05146	-5.31852	
-19.4264	-2.0433	-7.01312	-5.05146	-5.31852	-2.0433	-7.01312	-5.05146	-5.31852	
-19.4264	-2.0433	-7.01312	-5.05146	-5.31852	-2.0433	-7.01312	-5.05146	-5.31852	
-19.4264	-2.0433	-7.01312	-5.05146	-5.31852	-2.0433	-7.01312	-5.05146	-5.31852	
-11.871	-2.15762	-3.66516	-3.4296	-2.61867	-2.15762	-3.66516	-3.4296	-2.61867	
-11.871	-2.15762	-3.66516	-3.4296	-2.61867	-2.15762	-3.66516	-3.4296	-2.61867	
-11.871	-2.15762	-3.66516	-3.4296	-2.61867	-2.15762	-3.66516	-3.4296	-2.61867	
-11.871	-2.15762	-3.66516	-3.4296	-2.61867	-2.15762	-3.66516	-3.4296	-2.61867	
-14.2171	-2.47575	-4.08044	-5.31852	-2.34237	-2.47575	-4.08044	-5.31852	-2.34237	
-13.5555	-1.34669	-4.41455	-5.31852	-2.47575	-1.34669	-4.41455	-5.31852	-2.47575	
-13.5555	-1.34669	-4.41455	-5.31852	-2.47575	-1.34669	-4.41455	-5.31852	-2.47575	
-16.4791	-1.64196	-6.43775	-5.62682	-2.77259	-1.64196	-6.43775	-5.62682	-2.77259	
-14.8025	-1.9885	-3.79424	-4.60517	-4.41455	-1.9885	-3.79424	-4.60517	-4.41455	
-14.8025	-1.9885	-3.79424	-4.60517	-4.41455	-1.9885	-3.79424	-4.60517	-4.41455	
-14.8025	-1.9885	-3.79424	-4.60517	-4.41455	-1.9885	-3.79424	-4.60517	-4.41455	
-15.8192	-2.15762	-4.24053	-5.99146	-3.4296	-2.15762	-4.24053	-5.99146	-3.4296	
-17.2672	-1.68794	-7.82405	-4.81589	-2.93935	-1.68794	-7.82405	-4.81589	-2.93935	
-17.2672	-1.68794	-7.82405	-4.81589	-2.93935	-1.68794	-7.82405	-4.81589	-2.93935	
-13.2746	-1.9885	-2.93935	-3.93223	-4.41455	-1.9885	-2.93935	-3.93223	-4.41455	
-13.2746	-1.9885	-2.93935	-3.93223	-4.41455	-1.9885	-2.93935	-3.93223	-4.41455	
-13.2746	-1.9885	-2.93935	-3.93223	-4.41455	-1.9885	-2.93935	-3.93223	-4.41455	
-14.1886	-1.7832	-4.41455	-5.05146	-2.93935	-1.7832	-4.41455	-5.05146	-2.93935	
-12.0486	-1.735	-3.21888	-3.66516	-3.4296	-1.735	-3.21888	-3.66516	-3.4296	
-12.0486	-1.735	-3.21888	-3.66516	-3.4296	-1.735	-3.21888	-3.66516	-3.4296	
-12.0034	-1.51005	-3.79424	-4.08044	-2.61867	-1.51005	-3.79424	-4.08044	-2.61867	
-12.0034	-1.51005	-3.79424	-4.08044	-2.61867	-1.51005	-3.79424	-4.08044	-2.61867	
-12.0191	-1.64196	-3.21888	-4.81589	-2.34237	-1.64196	-3.21888	-4.81589	-2.34237	
-12.0191	-1.64196	-3.21888	-4.81589	-2.34237	-1.64196	-3.21888	-4.81589	-2.34237	
-12.0191	-1.64196	-3.21888	-4.81589	-2.34237	-1.64196	-3.21888	-4.81589	-2.34237	
-11.4468	-1.88322	-3.54391	-3.54391	-2.47575	-1.88322	-3.54391	-3.54391	-2.47575	
-11.4468	-1.88322	-3.54391	-3.54391	-2.47575	-1.88322	-3.54391	-3.54391	-2.47575	
-11.4468	-1.88322	-3.54391	-3.54391	-2.47575	-1.88322	-3.54391	-3.54391	-2.47575	
-11.4468	-1.88322	-3.54391	-3.54391	-2.47575	-1.88322	-3.54391	-3.54391	-2.47575	
-14.3382	-2.09964	-4.41455	-5.05146	-2.77259	-2.09964	-4.41455	-5.05146	-2.77259	
-14.415	-1.93517	-4.60517	-4.08044	-3.79424	-1.93517	-4.60517	-4.08044	-3.79424	
-14.415	-1.93517	-4.60517	-4.08044	-3.79424	-1.93517	-4.60517	-4.08044	-3.79424	
-15.4214	-2.27887	-5.05146	-5.31852	-2.77259	-2.27887	-5.05146	-5.31852	-2.77259	
-17.2951	-1.93517	-5.31852	-7.01312	-3.02826	-1.93517	-5.31852	-7.01312	-3.02826	
-14.2163	-2.34237	-4.24053	-4.60517	-3.02826	-2.34237	-4.24053	-4.60517	-3.02826	
-14.2163	-2.34237	-4.24053	-4.60517	-3.02826	-2.34237	-4.24053	-4.60517	-3.02826	
-20.5294	-1.34669	-9.23024	-7.01312	-2.93935	-1.34669	-9.23024	-7.01312	-2.93935	
-19.8109	-1.735	-9.23024	-5.62682	-3.21888	-1.735	-9.23024	-5.62682	-3.21888	
-16.9772	-1.4267	-7.82405	-5.62682	-2.09964	-1.4267	-7.82405	-5.62682	-2.09964	
-16.8584	-1.30785	-7.01312	-5.99146	-2.54593	-1.30785	-7.01312	-5.99146	-2.54593	
-15.9363	-1.9885	-4.81589	-5.05146	-4.08044	-1.9885	-4.81589	-5.05146	-4.08044	
-17.3917	-1.7832	-5.62682	-6.43775	-3.54391	-1.7832	-5.62682	-6.43775	-3.54391	
-17.3917	-1.7832	-5.62682	-6.43775	-3.54391	-1.7832	-5.62682	-6.43775	-3.54391	
-14.1528	-2.27887	-4.24053	-4.41455	-3.21888	-2.27887	-4.24053	-4.41455	-3.21888	
-14.9907	-1.735	-4.81589	-5.31852	-3.1213	-1.735	-4.81589	-5.31852	-3.1213	
-14.9907	-1.735	-4.81589	-5.31852	-3.1213	-1.735	-4.81589	-5.31852	-3.1213	
-14.9907	-1.735	-4.81589	-5.31852	-3.1213	-1.735	-4.81589	-5.31852	-3.1213	
-14.9907	-1.735	-4.81589	-5.31852	-3.1213	-1.735	-4.81589	-5.31852	-3.1213	
-14.9907	-1.735	-4.81589	-5.31852	-3.1213	-1.735	-4.81589	-5.31852	-3.1213	
-14.9907	-1.735	-4.81589	-5.31852	-3.1213	-1.735	-4.81589	-5.31852	-3.1213	
-16.1054	-1.88322	-5.62682	-5.05146	-3.54391	-1.88322	-5.62682	-5.05146	-3.54391	
-18.4047	-2.09964	-6.43775	-7.01312	-2.85423	-2.09964	-6.43775	-7.01312	-2.85423	
-18.4047	-2.09964	-6.43775	-7.01312	-2.85423	-2.09964	-6.43775	-7.01312	-2.85423	
-18.4047	-2.09964	-6.43775	-7.01312	-2.85423	-2.09964	-6.43775	-7.01312	-2.85423	
-18.4047	-2.09964	-6.43775	-7.01312	-2.85423	-2.09964	-6.43775	-7.01312	-2.85423	
-17.6567	-1.9885	-7.01312	-5.62682	-3.02826	-1.9885	-7.01312	-5.62682	-3.02826	
-17.6567	-1.9885	-7.01312	-5.62682	-3.02826	-1.9885	-7.01312	-5.62682	-3.02826	
-13.8743	-2.54593	-3.54391	-4.24053	-3.54391	-2.54593	-3.54391	-4.24053	-3.54391	
-13.8743	-2.54593	-3.54391	-4.24053	-3.54391	-2.54593	-3.54391	-4.24053	-3.54391	
-13.9831	-1.93517	-4.41455	-4.41455	-3.21888	-1.93517	-4.41455	-4.41455	-3.21888	
-13.9831	-1.93517	-4.41455	-4.41455	-3.21888	-1.93517	-4.41455	-4.41455	-3.21888	
-13.9831	-1.93517	-4.41455	-4.41455	-3.21888	-1.93517	-4.41455	-4.41455	-3.21888	
-12.2357	-2.0433	-3.54391	-4.24053	-2.40795	-2.0433	-3.54391	-4.24053	-2.40795	
-17.3831	-2.77259	-5.31852	-5.05146	-4.24053	-2.77259	-5.31852	-5.05146	-4.24053	
-15.8192	-2.40795	-3.54391	-4.24053	-5.62682	-2.40795	-3.54391	-4.24053	-5.62682	
-15.8192	-2.40795	-3.54391	-4.24053	-5.62682	-2.40795	-3.54391	-4.24053	-5.62682	
-15.8192	-2.40795	-3.54391	-4.24053	-5.62682	-2.40795	-3.54391	-4.24053	-5.62682	
-16.4241	-1.26976	-6.43775	-6.43775	-2.27887	-1.26976	-6.43775	-6.43775	-2.27887	
-16.9	-2.34237	-5.99146	-5.62682	-2.93935	-2.34237	-5.99146	-5.62682	-2.93935	
-15.6531	-1.93517	-4.60517	-5.31852	-3.79424	-1.93517	-4.60517	-5.31852	-3.79424	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593	
