Total	ZnA[Total]	thetaWatt[Total]	ThetaTaj[Total]	Rm[Total]	ZnA[0]	thetaWatt[0]	ThetaTaj[0]	Rm[0]	
-14.3528	-2.09964	-3.93223	-5.62682	-2.69415	-2.09964	-3.93223	-5.62682	-2.69415
-20.6526	-1.735	-9.21034	-7.01312	-2.69415	-1.735	-9.21034	-7.01312	-2.69415
-11.4468	-1.88322	-3.54391	-3.54391	-2.47575	-1.88322	-3.54391	-3.54391	-2.47575
-19.5379	-1.64196	-9.21034	-5.99146	-2.69415	-1.64196	-9.21034	-5.99146	-2.69415
-13.879	-1.55306	-4.81589	-4.81589	-2.69415	-1.55306	-4.81589	-4.81589	-2.69415
-24.3354	-1.26976	-9.23024	-9.23024	-4.60517	-1.26976	-9.23024	-9.23024	-4.60517
-14.3382	-2.09964	-4.41455	-5.05146	-2.77259	-2.09964	-4.41455	-5.05146	-2.77259
-14.415	-1.93517	-4.60517	-4.08044	-3.79424	-1.93517	-4.60517	-4.08044	-3.79424
-24.0177	-2.47575	-9.21034	-7.01312	-5.31852	-2.47575	-9.21034	-7.01312	-5.31852
-15.4214	-2.27887	-5.05146	-5.31852	-2.77259	-2.27887	-5.05146	-5.31852	-2.77259
-17.2951	-1.93517	-5.31852	-7.01312	-3.02826	-1.93517	-5.31852	-7.01312	-3.02826
-14.2163	-2.34237	-4.24053	-4.60517	-3.02826	-2.34237	-4.24053	-4.60517	-3.02826
-20.023	-2.15762	-9.21034	-5.62682	-3.02826	-2.15762	-9.21034	-5.62682	-3.02826
-20.5294	-1.34669	-9.23024	-7.01312	-2.93935	-1.34669	-9.23024	-7.01312	-2.93935
-19.8109	-1.735	-9.23024	-5.62682	-3.21888	-1.735	-9.23024	-5.62682	-3.21888
-16.9772	-1.4267	-7.82405	-5.62682	-2.09964	-1.4267	-7.82405	-5.62682	-2.09964
-16.8584	-1.30785	-7.01312	-5.99146	-2.54593	-1.30785	-7.01312	-5.99146	-2.54593
-15.9363	-1.9885	-4.81589	-5.05146	-4.08044	-1.9885	-4.81589	-5.05146	-4.08044
-17.3917	-1.7832	-5.62682	-6.43775	-3.54391	-1.7832	-5.62682	-6.43775	-3.54391
-21.6597	-1.59702	-7.82405	-9.21034	-3.02826	-1.59702	-7.82405	-9.21034	-3.02826
-14.1528	-2.27887	-4.24053	-4.41455	-3.21888	-2.27887	-4.24053	-4.41455	-3.21888
-14.9907	-1.735	-4.81589	-5.31852	-3.1213	-1.735	-4.81589	-5.31852	-3.1213
-17.6444	-1.88322	-5.31852	-5.62682	-4.81589	-1.88322	-5.31852	-5.62682	-4.81589
-18.4837	-1.93517	-7.01312	-5.99146	-3.54391	-1.93517	-7.01312	-5.99146	-3.54391
-18.773	-1.68794	-7.01312	-5.99146	-4.08044	-1.68794	-7.01312	-5.99146	-4.08044
-23.178	-2.0433	-9.23024	-9.21034	-2.69415	-2.0433	-9.23024	-9.21034	-2.69415
-21.6597	-1.64196	-9.21034	-7.01312	-3.79424	-1.64196	-9.21034	-7.01312	-3.79424
-16.1054	-1.88322	-5.62682	-5.05146	-3.54391	-1.88322	-5.62682	-5.05146	-3.54391
-18.4047	-2.09964	-6.43775	-7.01312	-2.85423	-2.09964	-6.43775	-7.01312	-2.85423
-19.1733	-1.64196	-7.82405	-7.01312	-2.69415	-1.64196	-7.82405	-7.01312	-2.69415
-19.6464	-1.68794	-7.01312	-7.82405	-3.1213	-1.68794	-7.01312	-7.82405	-3.1213
-24.4241	-1.88322	-9.23024	-9.23024	-4.08044	-1.88322	-9.23024	-9.23024	-4.08044
-17.6567	-1.9885	-7.01312	-5.62682	-3.02826	-1.9885	-7.01312	-5.62682	-3.02826
-20.6506	-1.46794	-9.23024	-7.01312	-2.93935	-1.46794	-9.23024	-7.01312	-2.93935
-13.8743	-2.54593	-3.54391	-4.24053	-3.54391	-2.54593	-3.54391	-4.24053	-3.54391
-22.9804	-2.34237	-7.01312	-9.21034	-4.41455	-2.34237	-7.01312	-9.21034	-4.41455
-13.9831	-1.93517	-4.41455	-4.41455	-3.21888	-1.93517	-4.41455	-4.41455	-3.21888
-15.9088	-1.93517	-5.62682	-5.31852	-3.02826	-1.93517	-5.62682	-5.31852	-3.02826
-15.3157	-1.7832	-6.43775	-4.81589	-2.27887	-1.7832	-6.43775	-4.81589	-2.27887
-12.2357	-2.0433	-3.54391	-4.24053	-2.40795	-2.0433	-3.54391	-4.24053	-2.40795
-17.3831	-2.77259	-5.31852	-5.05146	-4.24053	-2.77259	-5.31852	-5.05146	-4.24053
-15.8192	-2.40795	-3.54391	-4.24053	-5.62682	-2.40795	-3.54391	-4.24053	-5.62682
-17.3268	-2.27887	-4.81589	-5.62682	-4.60517	-2.27887	-4.81589	-5.62682	-4.60517
-26.1663	-2.69415	-7.82405	-7.82405	-7.82405	-2.69415	-7.82405	-7.82405	-7.82405
-16.4241	-1.26976	-6.43775	-6.43775	-2.27887	-1.26976	-6.43775	-6.43775	-2.27887
-16.9	-2.34237	-5.99146	-5.62682	-2.93935	-2.34237	-5.99146	-5.62682	-2.93935
-15.6531	-1.93517	-4.60517	-5.31852	-3.79424	-1.93517	-4.60517	-5.31852	-3.79424
-14.1279	-1.51005	-4.08044	-5.99146	-2.54593	-1.51005	-4.08044	-5.99146	-2.54593
-16.1996	-1.55306	-4.41455	-6.43775	-3.79424	-1.55306	-4.41455	-6.43775	-3.79424
-25.8751	-2.61867	-9.23024	-7.01312	-7.01312	-2.61867	-9.23024	-7.01312	-7.01312
-16.7371	-1.88322	-5.31852	-5.99146	-3.54391	-1.88322	-5.31852	-5.99146	-3.54391
-22.231	-1.46794	-9.21034	-9.21034	-2.34237	-1.46794	-9.21034	-9.21034	-2.34237
-20.3516	-2.15762	-7.82405	-5.31852	-5.05146	-2.15762	-7.82405	-5.31852	-5.05146
-18.3072	-2.0433	-5.31852	-5.62682	-5.31852	-2.0433	-5.31852	-5.62682	-5.31852
-17.1454	-1.68794	-6.43775	-5.99146	-3.02826	-1.68794	-6.43775	-5.99146	-3.02826
-21.6435	-1.46794	-9.23024	-7.82405	-3.1213	-1.46794	-9.23024	-7.82405	-3.1213
-17.1838	-2.47575	-5.05146	-5.05146	-4.60517	-2.47575	-5.05146	-5.05146	-4.60517
-16.6171	-1.64196	-6.43775	-5.99146	-2.54593	-1.64196	-6.43775	-5.99146	-2.54593
-19.0933	-1.51005	-7.82405	-6.43775	-3.32146	-1.51005	-7.82405	-6.43775	-3.32146
-12.8526	-2.15762	-3.93223	-4.60517	-2.15762	-2.15762	-3.93223	-4.60517	-2.15762
-14.8308	-1.93517	-5.62682	-4.41455	-2.85423	-1.93517	-5.62682	-4.41455	-2.85423
-14.6306	-1.735	-5.05146	-5.62682	-2.21733	-1.735	-5.05146	-5.62682	-2.21733
-15.3017	-1.51005	-4.41455	-6.43775	-2.93935	-1.51005	-4.41455	-6.43775	-2.93935
-22.785	-1.51005	-9.21034	-9.21034	-2.85423	-1.51005	-9.21034	-9.21034	-2.85423
-15.5994	-2.21733	-4.81589	-5.62682	-2.93935	-2.21733	-4.81589	-5.62682	-2.93935
-16.2753	-2.47575	-3.93223	-4.81589	-5.05146	-2.47575	-3.93223	-4.81589	-5.05146
-18.8215	-2.21733	-7.82405	-6.43775	-2.34237	-2.21733	-7.82405	-6.43775	-2.34237
-18.6555	-1.93517	-7.01312	-7.01312	-2.69415	-1.93517	-7.01312	-7.01312	-2.69415
-14.1394	-1.59702	-3.79424	-5.31852	-3.4296	-1.59702	-3.79424	-5.31852	-3.4296
-18.1791	-2.34237	-7.82405	-5.31852	-2.69415	-2.34237	-7.82405	-5.31852	-2.69415
-16.5677	-1.7832	-6.43775	-5.31852	-3.02826	-1.7832	-6.43775	-5.31852	-3.02826
-16.0784	-2.27887	-3.66516	-5.31852	-4.81589	-2.27887	-3.66516	-5.31852	-4.81589
-19.1744	-2.09964	-5.31852	-7.82405	-3.93223	-2.09964	-5.31852	-7.82405	-3.93223
-14.2334	-1.55306	-3.93223	-5.62682	-3.1213	-1.55306	-3.93223	-5.62682	-3.1213
-17.0042	-1.51005	-5.62682	-7.01312	-2.85423	-1.51005	-5.62682	-7.01312	-2.85423
-15.9698	-1.68794	-5.62682	-5.62682	-3.02826	-1.68794	-5.62682	-5.62682	-3.02826
-21.317	-1.51005	-9.21034	-7.82405	-2.77259	-1.51005	-9.21034	-7.82405	-2.77259
-14.0867	-1.735	-4.81589	-4.41455	-3.1213	-1.735	-4.81589	-4.41455	-3.1213
-12.9622	-1.93517	-4.24053	-3.93223	-2.85423	-1.93517	-4.24053	-3.93223	-2.85423
-24.6633	-1.4267	-9.21034	-9.21034	-4.81589	-1.4267	-9.21034	-9.21034	-4.81589
-15.9467	-2.47575	-4.81589	-5.62682	-3.02826	-2.47575	-4.81589	-5.62682	-3.02826
-26.706	-2.61867	-9.23024	-9.23024	-5.62682	-2.61867	-9.23024	-9.23024	-5.62682
-19.8886	-2.27887	-7.01312	-5.99146	-4.60517	-2.27887	-7.01312	-5.99146	-4.60517
-15.1779	-1.83258	-4.41455	-5.99146	-2.93935	-1.83258	-4.41455	-5.99146	-2.93935
-17.3774	-1.88322	-7.01312	-5.62682	-2.85423	-1.88322	-7.01312	-5.62682	-2.85423
-12.3872	-1.68794	-3.32146	-4.60517	-2.77259	-1.68794	-3.32146	-4.60517	-2.77259
-15.5448	-1.88322	-4.81589	-5.99146	-2.85423	-1.88322	-4.81589	-5.99146	-2.85423
-20.7799	-1.26976	-9.21034	-7.82405	-2.47575	-1.26976	-9.21034	-7.82405	-2.47575
-21.6617	-1.68794	-9.21034	-7.82405	-2.93935	-1.68794	-9.21034	-7.82405	-2.93935
-14.3434	-1.83258	-3.66516	-4.60517	-4.24053	-1.83258	-3.66516	-4.60517	-4.24053
-11.6702	-1.83258	-3.4296	-3.93223	-2.47575	-1.83258	-3.4296	-3.93223	-2.47575
-13.9401	-1.59702	-4.81589	-5.05146	-2.47575	-1.59702	-4.81589	-5.05146	-2.47575
-15.6384	-2.47575	-3.93223	-4.81589	-4.41455	-2.47575	-3.93223	-4.81589	-4.41455
-13.1773	-1.88322	-4.24053	-3.93223	-3.1213	-1.88322	-4.24053	-3.93223	-3.1213
-17.6199	-1.7832	-5.31852	-6.43775	-4.08044	-1.7832	-5.31852	-6.43775	-4.08044
-21.8063	-1.83258	-9.21034	-7.82405	-2.93935	-1.83258	-9.21034	-7.82405	-2.93935
-17.116	-1.83258	-4.60517	-6.43775	-4.24053	-1.83258	-4.60517	-6.43775	-4.24053
-15.2092	-1.7832	-4.81589	-4.81589	-3.79424	-1.7832	-4.81589	-4.81589	-3.79424
-15.2814	-2.69415	-3.93223	-4.24053	-4.41455	-2.69415	-3.93223	-4.24053	-4.41455
-14.6869	-2.09964	-4.41455	-4.24053	-3.93223	-2.09964	-4.41455	-4.24053	-3.93223
-15.2606	-2.15762	-3.93223	-5.62682	-3.54391	-2.15762	-3.93223	-5.62682	-3.54391
-16.3697	-1.88322	-5.99146	-4.41455	-4.08044	-1.88322	-5.99146	-4.41455	-4.08044
-17.8406	-2.61867	-4.41455	-4.81589	-5.99146	-2.61867	-4.41455	-4.81589	-5.99146
-14.7282	-1.64196	-5.62682	-5.05146	-2.40795	-1.64196	-5.62682	-5.05146	-2.40795
-16.8584	-1.88322	-5.99146	-5.31852	-3.66516	-1.88322	-5.99146	-5.31852	-3.66516
-23.2724	-2.15762	-9.21034	-9.21034	-2.69415	-2.15762	-9.21034	-9.21034	-2.69415
-18.867	-1.83258	-6.43775	-5.99146	-4.60517	-1.83258	-6.43775	-5.99146	-4.60517
-15.9156	-2.61867	-4.24053	-4.81589	-4.24053	-2.61867	-4.24053	-4.81589	-4.24053
-17.0046	-2.09964	-5.99146	-6.43775	-2.47575	-2.09964	-5.99146	-6.43775	-2.47575
-13.9788	-2.0433	-3.66516	-4.60517	-3.66516	-2.0433	-3.66516	-4.60517	-3.66516
-14.3528	-1.88322	-4.60517	-5.31852	-2.54593	-1.88322	-4.60517	-5.31852	-2.54593
-14.6788	-1.7832	-4.41455	-5.05146	-3.4296	-1.7832	-4.41455	-5.05146	-3.4296
-16.0169	-2.21733	-4.24053	-5.62682	-3.93223	-2.21733	-4.24053	-5.62682	-3.93223
-16.1512	-2.0433	-3.66516	-4.81589	-5.62682	-2.0433	-3.66516	-4.81589	-5.62682
-16.4493	-1.64196	-7.01312	-5.31852	-2.47575	-1.64196	-7.01312	-5.31852	-2.47575
-17.121	-1.46794	-5.31852	-7.01312	-3.32146	-1.46794	-5.31852	-7.01312	-3.32146
-12.9338	-1.9885	-4.60517	-3.79424	-2.54593	-1.9885	-4.60517	-3.79424	-2.54593
-22.9179	-1.7832	-9.23024	-9.21034	-2.69415	-1.7832	-9.23024	-9.21034	-2.69415
-13.2435	-1.34669	-4.60517	-4.81589	-2.47575	-1.34669	-4.60517	-4.81589	-2.47575
-11.4031	-1.46794	-3.21888	-4.24053	-2.47575	-1.46794	-3.21888	-4.24053	-2.47575
-24.7817	-1.26976	-9.23024	-9.23024	-5.05146	-1.26976	-9.23024	-9.23024	-5.05146
-15.2793	-1.9885	-5.99146	-4.60517	-2.69415	-1.9885	-5.99146	-4.60517	-2.69415
-11.7461	-1.55306	-3.32146	-3.93223	-2.93935	-1.55306	-3.32146	-3.93223	-2.93935
-13.3109	-1.59702	-4.60517	-4.08044	-3.02826	-1.59702	-4.60517	-4.08044	-3.02826
-24.5137	-1.46794	-9.23024	-9.21034	-4.60517	-1.46794	-9.23024	-9.21034	-4.60517
-23.6426	-1.26976	-7.82405	-9.23024	-5.31852	-1.26976	-7.82405	-9.23024	-5.31852
-21.1798	-1.7832	-9.23024	-7.82405	-2.34237	-1.7832	-9.23024	-7.82405	-2.34237
-17.7335	-1.51005	-5.99146	-5.62682	-4.60517	-1.51005	-5.99146	-5.62682	-4.60517
-17.006	-1.735	-7.01312	-5.31852	-2.93935	-1.735	-7.01312	-5.31852	-2.93935
-22.5924	-1.55306	-9.21034	-7.01312	-4.81589	-1.55306	-9.21034	-7.01312	-4.81589
-20.8663	-1.55306	-7.82405	-7.82405	-3.66516	-1.55306	-7.82405	-7.82405	-3.66516
-16.2075	-1.46794	-5.99146	-5.62682	-3.1213	-1.46794	-5.99146	-5.62682	-3.1213
-21.8175	-1.735	-9.23024	-7.82405	-3.02826	-1.735	-9.23024	-7.82405	-3.02826
-13.2394	-1.88322	-3.21888	-4.81589	-3.32146	-1.88322	-3.21888	-4.81589	-3.32146
-23.989	-1.88322	-9.23024	-9.21034	-3.66516	-1.88322	-9.23024	-9.21034	-3.66516
-12.8596	-2.40795	-3.93223	-3.66516	-2.85423	-2.40795	-3.93223	-3.66516	-2.85423
-19.5534	-1.68794	-7.82405	-7.01312	-3.02826	-1.68794	-7.82405	-7.01312	-3.02826
-12.1571	-1.64196	-4.24053	-3.93223	-2.34237	-1.64196	-4.24053	-3.93223	-2.34237
-19.0638	-1.38629	-5.99146	-9.21034	-2.47575	-1.38629	-5.99146	-9.21034	-2.47575
-23.5626	-2.40795	-9.23024	-9.23024	-2.69415	-2.40795	-9.23024	-9.23024	-2.69415
-17.4466	-2.34237	-5.99146	-5.99146	-3.1213	-2.34237	-5.99146	-5.99146	-3.1213
-20.927	-2.15762	-7.82405	-7.01312	-3.93223	-2.15762	-7.82405	-7.01312	-3.93223
-20.3642	-1.4267	-9.23024	-5.62682	-4.08044	-1.4267	-9.23024	-5.62682	-4.08044
-20.7425	-2.47575	-6.43775	-9.21034	-2.61867	-2.47575	-6.43775	-9.21034	-2.61867
-11.9132	-1.51005	-3.54391	-4.24053	-2.61867	-1.51005	-3.54391	-4.24053	-2.61867
-15.8429	-1.735	-5.62682	-5.62682	-2.85423	-1.735	-5.62682	-5.62682	-2.85423
-15.4179	-1.34669	-4.41455	-4.60517	-5.05146	-1.34669	-4.41455	-4.60517	-5.05146
-13.6683	-1.55306	-4.60517	-4.81589	-2.69415	-1.55306	-4.60517	-4.81589	-2.69415
-12.9842	-1.7832	-3.93223	-4.41455	-2.85423	-1.7832	-3.93223	-4.41455	-2.85423
-23.3907	-2.15762	-9.23024	-9.23024	-2.77259	-2.15762	-9.23024	-9.23024	-2.77259
-13.836	-1.51005	-4.08044	-4.81589	-3.4296	-1.51005	-4.08044	-4.81589	-3.4296
-13.7211	-1.735	-4.24053	-5.05146	-2.69415	-1.735	-4.24053	-5.05146	-2.69415
-11.0332	-1.08945	-3.79424	-3.02826	-3.1213	-1.08945	-3.79424	-3.02826	-3.1213
-21.6678	-1.08945	-9.21034	-7.82405	-3.54391	-1.08945	-9.21034	-7.82405	-3.54391
-21.2816	-1.55306	-9.21034	-6.43775	-4.08044	-1.55306	-9.21034	-6.43775	-4.08044
-16.2806	-2.09964	-5.31852	-5.31852	-3.54391	-2.09964	-5.31852	-5.31852	-3.54391
-15.2438	-1.34669	-5.62682	-4.60517	-3.66516	-1.34669	-5.62682	-4.60517	-3.66516
-11.5294	-1.23237	-2.85423	-3.02826	-4.41455	-1.23237	-2.85423	-3.02826	-4.41455
-13.0372	-1.68794	-4.41455	-4.24053	-2.69415	-1.68794	-4.41455	-4.24053	-2.69415
-13.1855	-1.59702	-3.79424	-5.31852	-2.47575	-1.59702	-3.79424	-5.31852	-2.47575
-23.5504	-1.9885	-9.23024	-9.21034	-3.1213	-1.9885	-9.23024	-9.21034	-3.1213
-13.6931	-1.51005	-5.62682	-4.08044	-2.47575	-1.51005	-5.62682	-4.08044	-2.47575
-13.5813	-1.51005	-4.08044	-5.05146	-2.93935	-1.51005	-4.08044	-5.05146	-2.93935
-12.3335	-1.51005	-3.66516	-4.81589	-2.34237	-1.51005	-3.66516	-4.81589	-2.34237
-20.0177	-1.59702	-5.99146	-7.82405	-4.60517	-1.59702	-5.99146	-7.82405	-4.60517
-24.7443	-2.0433	-9.23024	-9.23024	-4.24053	-2.0433	-9.23024	-9.23024	-4.24053
-16.3319	-1.9885	-5.62682	-5.05146	-3.66516	-1.9885	-5.62682	-5.05146	-3.66516
-17.7549	-2.34237	-5.62682	-5.99146	-3.79424	-2.34237	-5.62682	-5.99146	-3.79424
-13.4349	-1.735	-4.24053	-4.24053	-3.21888	-1.735	-4.24053	-4.24053	-3.21888
-19.6266	-1.93517	-7.01312	-5.62682	-5.05146	-1.93517	-7.01312	-5.62682	-5.05146
-16.7462	-2.21733	-5.31852	-6.43775	-2.77259	-2.21733	-5.31852	-6.43775	-2.77259
-12.8409	-1.93517	-3.93223	-4.81589	-2.15762	-1.93517	-3.93223	-4.81589	-2.15762
-23.2923	-2.15762	-9.23024	-7.82405	-4.08044	-2.15762	-9.23024	-7.82405	-4.08044
-12.1121	-2.0433	-3.93223	-3.79424	-2.34237	-2.0433	-3.93223	-3.79424	-2.34237
-18.3929	-1.88322	-6.43775	-5.99146	-4.08044	-1.88322	-6.43775	-5.99146	-4.08044
-16.8897	-1.68794	-5.99146	-6.43775	-2.77259	-1.68794	-5.99146	-6.43775	-2.77259
-14.3186	-1.59702	-5.05146	-5.05146	-2.61867	-1.59702	-5.05146	-5.05146	-2.61867
-12.3269	-1.64196	-3.66516	-4.08044	-2.93935	-1.64196	-3.66516	-4.08044	-2.93935
-12.2313	-1.38629	-4.24053	-3.66516	-2.93935	-1.38629	-4.24053	-3.66516	-2.93935
-23.9499	-2.09964	-9.21034	-9.21034	-3.4296	-2.09964	-9.21034	-9.21034	-3.4296
-13.1834	-1.68794	-4.41455	-4.60517	-2.47575	-1.68794	-4.41455	-4.60517	-2.47575
-11.4248	-2.0433	-3.54391	-3.21888	-2.61867	-2.0433	-3.54391	-3.21888	-2.61867
-16.145	-1.83258	-4.24053	-5.99146	-4.08044	-1.83258	-4.24053	-5.99146	-4.08044
-14.1566	-2.34237	-5.05146	-4.60517	-2.15762	-2.34237	-5.05146	-4.60517	-2.15762
-15.2834	-2.40795	-5.05146	-5.05146	-2.77259	-2.40795	-5.05146	-5.05146	-2.77259
-11.4802	-1.7832	-3.93223	-3.93223	-1.83258	-1.7832	-3.93223	-3.93223	-1.83258
-12.0655	-1.51005	-4.41455	-3.66516	-2.47575	-1.51005	-4.41455	-3.66516	-2.47575
-16.3252	-2.21733	-5.62682	-5.62682	-2.85423	-2.21733	-5.62682	-5.62682	-2.85423
-11.2905	-1.59702	-3.54391	-3.93223	-2.21733	-1.59702	-3.54391	-3.93223	-2.21733
-13.8316	-1.83258	-4.60517	-5.05146	-2.34237	-1.83258	-4.60517	-5.05146	-2.34237
-14.107	-1.735	-3.93223	-5.31852	-3.1213	-1.735	-3.93223	-5.31852	-3.1213
-16.3828	-1.93517	-4.81589	-7.01312	-2.61867	-1.93517	-4.81589	-7.01312	-2.61867
-12.2654	-1.88322	-3.02826	-4.41455	-2.93935	-1.88322	-3.02826	-4.41455	-2.93935
-14.6611	-2.0433	-5.99146	-3.93223	-2.69415	-2.0433	-5.99146	-3.93223	-2.69415
-15.2461	-1.88322	-3.32146	-4.41455	-5.62682	-1.88322	-3.32146	-4.41455	-5.62682
-14.3635	-2.27887	-4.41455	-4.24053	-3.4296	-2.27887	-4.41455	-4.24053	-3.4296
-17.0254	-1.7832	-5.31852	-5.99146	-3.93223	-1.7832	-5.31852	-5.99146	-3.93223
-15.9237	-1.7832	-3.54391	-4.60517	-5.99146	-1.7832	-3.54391	-4.60517	-5.99146
-20.3984	-2.34237	-5.99146	-6.43775	-5.62682	-2.34237	-5.99146	-6.43775	-5.62682
-30.2895	-2.61867	-9.23024	-9.23024	-9.21034	-2.61867	-9.23024	-9.23024	-9.21034
-15.1745	-2.85423	-4.24053	-4.41455	-3.66516	-2.85423	-4.24053	-4.41455	-3.66516
-22.828	-1.55306	-9.21034	-9.21034	-2.85423	-1.55306	-9.21034	-9.21034	-2.85423
-18.5224	-2.0433	-6.43775	-5.62682	-4.41455	-2.0433	-6.43775	-5.62682	-4.41455
-24.0743	-1.9885	-9.21034	-9.21034	-3.66516	-1.9885	-9.21034	-9.21034	-3.66516
-28.575	-3.1213	-9.23024	-9.21034	-7.01312	-3.1213	-9.23024	-9.21034	-7.01312
-12.5175	-1.83258	-4.08044	-3.66516	-2.93935	-1.83258	-4.08044	-3.66516	-2.93935
-15.7813	-2.21733	-5.31852	-5.62682	-2.61867	-2.21733	-5.31852	-5.62682	-2.61867
-14.1349	-1.7832	-4.41455	-4.81589	-3.1213	-1.7832	-4.41455	-4.81589	-3.1213
-14.1843	-2.09964	-4.41455	-4.81589	-2.85423	-2.09964	-4.41455	-4.81589	-2.85423
-13.609	-1.64196	-4.24053	-4.60517	-3.1213	-1.64196	-4.24053	-4.60517	-3.1213
-16.043	-1.93517	-5.05146	-4.81589	-4.24053	-1.93517	-5.05146	-4.81589	-4.24053
-16.6459	-1.55306	-6.43775	-5.62682	-3.02826	-1.55306	-6.43775	-5.62682	-3.02826
-16.4746	-1.4267	-5.99146	-5.62682	-3.4296	-1.4267	-5.99146	-5.62682	-3.4296
-18.7298	-2.15762	-5.62682	-7.01312	-3.93223	-2.15762	-5.62682	-7.01312	-3.93223
-12.9622	-2.0433	-3.66516	-3.93223	-3.32146	-2.0433	-3.66516	-3.93223	-3.32146
-12.9665	-1.88322	-3.93223	-4.60517	-2.54593	-1.88322	-3.93223	-4.60517	-2.54593
-12.5782	-1.83258	-3.1213	-4.08044	-3.54391	-1.83258	-3.1213	-4.08044	-3.54391
-18.5918	-1.34669	-7.01312	-6.43775	-3.79424	-1.34669	-7.01312	-6.43775	-3.79424
-17.4509	-2.47575	-5.31852	-5.99146	-3.66516	-2.47575	-5.31852	-5.99146	-3.66516
-18.2364	-1.68794	-5.99146	-7.01312	-3.54391	-1.68794	-5.99146	-7.01312	-3.54391
-14.1116	-2.09964	-3.93223	-5.05146	-3.02826	-2.09964	-3.93223	-5.05146	-3.02826
-13.8397	-1.93517	-5.05146	-4.08044	-2.77259	-1.93517	-5.05146	-4.08044	-2.77259
-15.4561	-1.9885	-5.31852	-5.99146	-2.15762	-1.9885	-5.31852	-5.99146	-2.15762
-12.2753	-1.38629	-3.66516	-4.81589	-2.40795	-1.38629	-3.66516	-4.81589	-2.40795
-16.1099	-1.4267	-5.62682	-5.62682	-3.4296	-1.4267	-5.62682	-5.62682	-3.4296
-25.022	-1.51005	-9.23024	-9.23024	-5.05146	-1.51005	-9.23024	-9.23024	-5.05146
-18.6528	-1.26976	-6.43775	-7.82405	-3.1213	-1.26976	-6.43775	-7.82405	-3.1213
-15.9405	-2.40795	-5.05146	-5.05146	-3.4296	-2.40795	-5.05146	-5.05146	-3.4296
-25.2691	-1.51005	-9.23024	-9.21034	-5.31852	-1.51005	-9.23024	-9.21034	-5.31852
-22.7942	-1.23237	-9.23024	-7.01312	-5.31852	-1.23237	-9.23024	-7.01312	-5.31852
-18.8871	-1.64196	-9.21034	-5.99146	-2.0433	-1.64196	-9.21034	-5.99146	-2.0433
-12.2547	-1.83258	-3.66516	-4.41455	-2.34237	-1.83258	-3.66516	-4.41455	-2.34237
-12.9023	-1.64196	-4.08044	-4.24053	-2.93935	-1.64196	-4.08044	-4.24053	-2.93935
-13.609	-2.27887	-4.81589	-4.41455	-2.09964	-2.27887	-4.81589	-4.41455	-2.09964
-19.3735	-1.59702	-7.82405	-7.01312	-2.93935	-1.59702	-7.82405	-7.01312	-2.93935
-14.5952	-1.93517	-4.81589	-4.81589	-3.02826	-1.93517	-4.81589	-4.81589	-3.02826
-12.7959	-1.68794	-3.66516	-4.41455	-3.02826	-1.68794	-3.66516	-4.41455	-3.02826
-12.4366	-1.7832	-3.21888	-4.81589	-2.61867	-1.7832	-3.21888	-4.81589	-2.61867
-17.5499	-1.735	-6.43775	-6.43775	-2.93935	-1.735	-6.43775	-6.43775	-2.93935
-24.4322	-1.19567	-9.21034	-9.21034	-4.81589	-1.19567	-9.21034	-9.21034	-4.81589
-13.3734	-2.0433	-3.79424	-4.41455	-3.1213	-2.0433	-3.79424	-4.41455	-3.1213
-20.7196	-2.0433	-7.82405	-7.82405	-3.02826	-2.0433	-7.82405	-7.82405	-3.02826
-21.0662	-1.9885	-9.21034	-7.01312	-2.85423	-1.9885	-9.21034	-7.01312	-2.85423
-15.2834	-1.38629	-5.62682	-4.60517	-3.66516	-1.38629	-5.62682	-4.60517	-3.66516
-14.9022	-1.46794	-4.41455	-5.99146	-3.02826	-1.46794	-4.41455	-5.99146	-3.02826
-15.9843	-1.735	-5.99146	-5.31852	-2.93935	-1.735	-5.99146	-5.31852	-2.93935
-13.3692	-1.38629	-4.60517	-4.60517	-2.77259	-1.38629	-4.60517	-4.60517	-2.77259
-14.4725	-2.0433	-4.60517	-5.05146	-2.77259	-2.0433	-4.60517	-5.05146	-2.77259
-13.8423	-2.21733	-4.08044	-4.60517	-2.93935	-2.21733	-4.08044	-4.60517	-2.93935
-20.3664	-2.09964	-7.82405	-7.01312	-3.4296	-2.09964	-7.82405	-7.01312	-3.4296
-13.2705	-1.93517	-3.4296	-5.05146	-2.85423	-1.93517	-3.4296	-5.05146	-2.85423
-13.0054	-2.15762	-3.79424	-3.93223	-3.1213	-2.15762	-3.79424	-3.93223	-3.1213
-18.194	-1.83258	-5.99146	-6.43775	-3.93223	-1.83258	-5.99146	-6.43775	-3.93223
-19.0844	-1.88322	-6.43775	-7.82405	-2.93935	-1.88322	-6.43775	-7.82405	-2.93935
-23.2344	-2.09964	-9.23024	-7.82405	-4.08044	-2.09964	-9.23024	-7.82405	-4.08044
-20.8447	-1.46794	-9.21034	-7.82405	-2.34237	-1.46794	-9.21034	-7.82405	-2.34237
-16.4275	-1.68794	-4.81589	-5.99146	-3.93223	-1.68794	-4.81589	-5.99146	-3.93223
-20.0445	-1.9885	-7.82405	-6.43775	-3.79424	-1.9885	-7.82405	-6.43775	-3.79424
