Total	ZnA[Total]	thetaWatt[Total]	ThetaTaj[Total]	Rm[Total]	ZnA[0]	thetaWatt[0]	ThetaTaj[0]	Rm[0]	
-16.2215	-2.21733	-5.31852	-4.60517	-4.08044	-2.21733	-5.31852	-4.60517	-4.08044
-12.4639	-2.40795	-3.4296	-3.93223	-2.69415	-2.40795	-3.4296	-3.93223	-2.69415
-20.55	-1.68794	-9.23024	-7.01312	-2.61867	-1.68794	-9.23024	-7.01312	-2.61867
-14.4775	-2.0433	-3.79424	-5.31852	-3.32146	-2.0433	-3.79424	-5.31852	-3.32146
-17.5932	-2.77259	-5.99146	-4.41455	-4.41455	-2.77259	-5.99146	-4.41455	-4.41455
-18.1883	-1.30785	-7.01312	-6.43775	-3.4296	-1.30785	-7.01312	-6.43775	-3.4296
-19.8591	-1.7832	-9.23024	-5.62682	-3.21888	-1.7832	-9.23024	-5.62682	-3.21888
-13.2824	-1.68794	-4.24053	-4.41455	-2.93935	-1.68794	-4.24053	-4.41455	-2.93935
-22.3586	-1.51005	-7.82405	-9.23024	-3.79424	-1.51005	-7.82405	-9.23024	-3.79424
-22.9482	-1.38629	-9.21034	-9.23024	-3.1213	-1.38629	-9.21034	-9.23024	-3.1213
-13.9545	-1.88322	-4.08044	-5.05146	-2.93935	-1.88322	-4.08044	-5.05146	-2.93935
-22.4615	-1.34669	-9.21034	-7.82405	-4.08044	-1.34669	-9.21034	-7.82405	-4.08044
-24.3652	-1.51005	-9.23024	-9.21034	-4.41455	-1.51005	-9.23024	-9.21034	-4.41455
-16.2926	-1.55306	-5.62682	-5.99146	-3.1213	-1.55306	-5.62682	-5.99146	-3.1213
-18.8952	-2.15762	-6.43775	-7.82405	-2.47575	-2.15762	-6.43775	-7.82405	-2.47575
-11.7403	-1.4267	-3.21888	-5.05146	-2.0433	-1.4267	-3.21888	-5.05146	-2.0433
-17.121	-1.93517	-6.43775	-5.31852	-3.4296	-1.93517	-6.43775	-5.31852	-3.4296
-12.6776	-1.55306	-3.66516	-5.05146	-2.40795	-1.55306	-3.66516	-5.05146	-2.40795
-22.1753	-2.15762	-7.01312	-9.21034	-3.79424	-2.15762	-7.01312	-9.21034	-3.79424
-14.2011	-1.34669	-5.31852	-4.41455	-3.1213	-1.34669	-5.31852	-4.41455	-3.1213
-19.2517	-1.38629	-9.21034	-5.62682	-3.02826	-1.38629	-9.21034	-5.62682	-3.02826
-14.6803	-1.88322	-5.05146	-5.05146	-2.69415	-1.88322	-5.05146	-5.05146	-2.69415
-18.851	-1.735	-6.43775	-7.01312	-3.66516	-1.735	-6.43775	-7.01312	-3.66516
-18.4047	-2.85423	-4.60517	-5.62682	-5.31852	-2.85423	-4.60517	-5.62682	-5.31852
-21.6396	-1.38629	-9.21034	-7.82405	-3.21888	-1.38629	-9.21034	-7.82405	-3.21888
-15.4776	-2.21733	-5.05146	-4.41455	-3.79424	-2.21733	-5.05146	-4.41455	-3.79424
-14.0145	-1.7832	-5.05146	-4.24053	-2.93935	-1.7832	-5.05146	-4.24053	-2.93935
-18.7694	-1.83258	-7.82405	-5.99146	-3.1213	-1.83258	-7.82405	-5.99146	-3.1213
-12.9241	-1.88322	-4.08044	-4.41455	-2.54593	-1.88322	-4.08044	-4.41455	-2.54593
-13.2606	-1.51005	-4.24053	-4.81589	-2.69415	-1.51005	-4.24053	-4.81589	-2.69415
-15.5572	-2.69415	-4.60517	-5.31852	-2.93935	-2.69415	-4.60517	-5.31852	-2.93935
-18.212	-1.9885	-7.82405	-5.99146	-2.40795	-1.9885	-7.82405	-5.99146	-2.40795
-20.1491	-2.27887	-9.23024	-5.31852	-3.32146	-2.27887	-9.23024	-5.31852	-3.32146
-16.6204	-1.7832	-6.43775	-5.99146	-2.40795	-1.7832	-6.43775	-5.99146	-2.40795
-12.8409	-1.93517	-3.54391	-4.81589	-2.54593	-1.93517	-3.54391	-4.81589	-2.54593
-18.713	-2.0433	-5.99146	-5.62682	-5.05146	-2.0433	-5.99146	-5.62682	-5.05146
-18.4047	-2.40795	-5.62682	-6.43775	-3.93223	-2.40795	-5.62682	-6.43775	-3.93223
-21.0187	-2.34237	-9.21034	-6.43775	-3.02826	-2.34237	-9.21034	-6.43775	-3.02826
-15.8522	-1.68794	-5.99146	-5.05146	-3.1213	-1.68794	-5.99146	-5.05146	-3.1213
-16.0784	-2.27887	-3.93223	-5.62682	-4.24053	-2.27887	-3.93223	-5.62682	-4.24053
-17.8227	-2.34237	-7.01312	-5.99146	-2.47575	-2.34237	-7.01312	-5.99146	-2.47575
-13.7853	-1.51005	-4.81589	-4.60517	-2.85423	-1.51005	-4.81589	-4.60517	-2.85423
-16.8481	-1.4267	-6.43775	-5.31852	-3.66516	-1.4267	-6.43775	-5.31852	-3.66516
-22.3444	-1.9885	-7.82405	-9.21034	-3.32146	-1.9885	-7.82405	-9.21034	-3.32146
-17.932	-1.15964	-7.01312	-6.43775	-3.32146	-1.15964	-7.01312	-6.43775	-3.32146
-22.9226	-1.88322	-9.21034	-9.21034	-2.61867	-1.88322	-9.21034	-9.21034	-2.61867
-20.2953	-1.68794	-9.23024	-6.43775	-2.93935	-1.68794	-9.23024	-6.43775	-2.93935
-16.5298	-1.59702	-4.08044	-6.43775	-4.41455	-1.59702	-4.08044	-6.43775	-4.41455
-21.0843	-1.83258	-9.21034	-7.82405	-2.21733	-1.83258	-9.21034	-7.82405	-2.21733
-13.3374	-1.735	-3.66516	-4.81589	-3.1213	-1.735	-3.66516	-4.81589	-3.1213
-13.561	-1.88322	-4.08044	-5.05146	-2.54593	-1.88322	-4.08044	-5.05146	-2.54593
-15.3274	-1.68794	-5.31852	-5.62682	-2.69415	-1.68794	-5.31852	-5.62682	-2.69415
-17.5065	-1.88322	-5.99146	-7.01312	-2.61867	-1.88322	-5.99146	-7.01312	-2.61867
-12.8172	-1.64196	-4.08044	-3.66516	-3.4296	-1.64196	-4.08044	-3.66516	-3.4296
-14.2714	-1.51005	-3.93223	-4.41455	-4.41455	-1.51005	-3.93223	-4.41455	-4.41455
-17.4064	-1.7832	-7.01312	-4.81589	-3.79424	-1.7832	-7.01312	-4.81589	-3.79424
-23.0719	-1.51005	-9.21034	-9.23024	-3.1213	-1.51005	-9.21034	-9.23024	-3.1213
-14.0103	-1.735	-4.24053	-5.62682	-2.40795	-1.735	-4.24053	-5.62682	-2.40795
-20.4375	-2.27887	-7.82405	-7.01312	-3.32146	-2.27887	-7.82405	-7.01312	-3.32146
-14.7329	-1.68794	-5.31852	-5.31852	-2.40795	-1.68794	-5.31852	-5.31852	-2.40795
-14.4628	-1.93517	-5.31852	-5.05146	-2.15762	-1.93517	-5.31852	-5.05146	-2.15762
-10.8361	-1.51005	-3.02826	-4.08044	-2.21733	-1.51005	-3.02826	-4.08044	-2.21733
-15.4192	-1.55306	-3.79424	-5.99146	-4.08044	-1.55306	-3.79424	-5.99146	-4.08044
-24.6627	-2.77259	-9.23024	-9.23024	-3.4296	-2.77259	-9.23024	-9.23024	-3.4296
-16.458	-2.47575	-5.05146	-5.99146	-2.93935	-2.47575	-5.05146	-5.99146	-2.93935
-16.0784	-1.735	-5.05146	-6.43775	-2.85423	-1.735	-5.05146	-6.43775	-2.85423
-14.1246	-1.34669	-5.31852	-4.60517	-2.85423	-1.34669	-5.31852	-4.60517	-2.85423
-20.5526	-1.7832	-7.82405	-7.82405	-3.1213	-1.7832	-7.82405	-7.82405	-3.1213
-14.4835	-2.15762	-4.08044	-5.62682	-2.61867	-2.15762	-4.08044	-5.62682	-2.61867
-19.322	-1.05527	-7.01312	-6.43775	-4.81589	-1.05527	-7.01312	-6.43775	-4.81589
-23.5936	-2.27887	-9.23024	-9.23024	-2.85423	-2.27887	-9.23024	-9.23024	-2.85423
-23.3883	-1.9885	-9.23024	-9.23024	-2.93935	-1.9885	-9.23024	-9.23024	-2.93935
-16.145	-1.38629	-5.62682	-5.05146	-4.08044	-1.38629	-5.62682	-5.05146	-4.08044
-12.9175	-2.27887	-3.54391	-4.24053	-2.85423	-2.27887	-3.54391	-4.24053	-2.85423
-22.6614	-2.0433	-9.23024	-9.23024	-2.15762	-2.0433	-9.23024	-9.23024	-2.15762
-15.3239	-2.09964	-5.31852	-5.05146	-2.85423	-2.09964	-5.31852	-5.05146	-2.85423
-17.4558	-1.83258	-5.99146	-7.01312	-2.61867	-1.83258	-5.99146	-7.01312	-2.61867
-19.7486	-1.88322	-7.01312	-7.82405	-3.02826	-1.88322	-7.01312	-7.82405	-3.02826
-20.15	-1.88322	-9.21034	-6.43775	-2.61867	-1.88322	-9.21034	-6.43775	-2.61867
-11.6215	-1.30785	-3.66516	-3.79424	-2.85423	-1.30785	-3.66516	-3.79424	-2.85423
-14.6048	-1.88322	-4.24053	-5.05146	-3.4296	-1.88322	-4.24053	-5.05146	-3.4296
-9.60344	-1.51005	-3.32146	-2.93935	-1.83258	-1.51005	-3.32146	-2.93935	-1.83258
-13.0461	-1.26976	-4.41455	-4.24053	-3.1213	-1.26976	-4.41455	-4.24053	-3.1213
-19.524	-2.40795	-7.01312	-6.43775	-3.66516	-2.40795	-7.01312	-6.43775	-3.66516
-21.7087	-1.735	-7.82405	-9.21034	-2.93935	-1.735	-7.82405	-9.21034	-2.93935
-21.1148	-2.77259	-6.43775	-7.82405	-4.08044	-2.77259	-6.43775	-7.82405	-4.08044
-24.2054	-1.15964	-9.23024	-9.21034	-4.60517	-1.15964	-9.23024	-9.21034	-4.60517
-11.5484	-1.68794	-3.54391	-3.54391	-2.77259	-1.68794	-3.54391	-3.54391	-2.77259
-20.5044	-1.4267	-7.82405	-6.43775	-4.81589	-1.4267	-7.82405	-6.43775	-4.81589
-22.9629	-1.68794	-9.21034	-6.43775	-5.62682	-1.68794	-9.21034	-6.43775	-5.62682
-17.0066	-1.88322	-5.99146	-6.43775	-2.69415	-1.88322	-5.99146	-6.43775	-2.69415
-22.6796	-1.7832	-9.21034	-9.21034	-2.47575	-1.7832	-9.21034	-9.21034	-2.47575
-17.116	-1.83258	-6.43775	-6.43775	-2.40795	-1.83258	-6.43775	-6.43775	-2.40795
-18.713	-1.46794	-5.99146	-6.43775	-4.81589	-1.46794	-5.99146	-6.43775	-4.81589
-12.3137	-1.7832	-3.54391	-3.66516	-3.32146	-1.7832	-3.54391	-3.66516	-3.32146
-14.5138	-1.93517	-5.05146	-5.05146	-2.47575	-1.93517	-5.05146	-5.05146	-2.47575
-13.3937	-1.735	-3.79424	-5.31852	-2.54593	-1.735	-3.79424	-5.31852	-2.54593
-21.7411	-2.40795	-9.23024	-6.43775	-3.66516	-2.40795	-9.23024	-6.43775	-3.66516
-23.1441	-2.54593	-9.23024	-9.21034	-2.15762	-2.54593	-9.23024	-9.21034	-2.15762
-23.5737	-1.46794	-9.23024	-7.82405	-5.05146	-1.46794	-9.23024	-7.82405	-5.05146
-14.5542	-1.59702	-5.05146	-5.05146	-2.85423	-1.59702	-5.05146	-5.05146	-2.85423
-23.6304	-2.69415	-9.23024	-9.23024	-2.47575	-2.69415	-9.23024	-9.23024	-2.47575
-16.6301	-2.15762	-5.99146	-5.62682	-2.85423	-2.15762	-5.99146	-5.62682	-2.85423
-22.9217	-1.93517	-9.23024	-9.21034	-2.54593	-1.93517	-9.23024	-9.21034	-2.54593
-23.7704	-1.9885	-9.23024	-9.23024	-3.32146	-1.9885	-9.23024	-9.23024	-3.32146
-24.5137	-2.27887	-9.23024	-9.21034	-3.79424	-2.27887	-9.23024	-9.21034	-3.79424
-20.3349	-2.40795	-9.21034	-6.43775	-2.27887	-2.40795	-9.21034	-6.43775	-2.27887
-14.26	-1.7832	-4.81589	-5.31852	-2.34237	-1.7832	-4.81589	-5.31852	-2.34237
-12.0114	-1.51005	-3.32146	-4.24053	-2.93935	-1.51005	-3.32146	-4.24053	-2.93935
-20.3039	-2.69415	-7.01312	-7.82405	-2.77259	-2.69415	-7.01312	-7.82405	-2.77259
-19.9564	-1.08945	-6.43775	-7.82405	-4.60517	-1.08945	-6.43775	-7.82405	-4.60517
-13.8321	-1.4267	-4.41455	-5.05146	-2.93935	-1.4267	-4.41455	-5.05146	-2.93935
-12.5746	-1.7832	-3.93223	-3.4296	-3.4296	-1.7832	-3.93223	-3.4296	-3.4296
-12.1205	-1.88322	-3.66516	-4.41455	-2.15762	-1.88322	-3.66516	-4.41455	-2.15762
-21.5334	-1.9885	-9.21034	-7.01312	-3.32146	-1.9885	-9.21034	-7.01312	-3.32146
-13.1266	-1.735	-3.79424	-5.31852	-2.27887	-1.735	-3.79424	-5.31852	-2.27887
-12.3157	-1.23237	-4.60517	-3.93223	-2.54593	-1.23237	-4.60517	-3.93223	-2.54593
-12.9241	-2.21733	-4.08044	-4.08044	-2.54593	-2.21733	-4.08044	-4.08044	-2.54593
-16.7829	-2.0433	-5.99146	-5.62682	-3.1213	-2.0433	-5.99146	-5.62682	-3.1213
-12.9592	-1.9885	-4.08044	-4.41455	-2.47575	-1.9885	-4.08044	-4.41455	-2.47575
-22.5486	-1.9885	-9.23024	-9.23024	-2.09964	-1.9885	-9.23024	-9.23024	-2.09964
-19.836	-1.64196	-7.82405	-7.82405	-2.54593	-1.64196	-7.82405	-7.82405	-2.54593
-23.7028	-2.0433	-9.23024	-9.21034	-3.21888	-2.0433	-9.23024	-9.21034	-3.21888
-17.8294	-1.46794	-6.43775	-5.31852	-4.60517	-1.46794	-6.43775	-5.31852	-4.60517
-13.6293	-1.4267	-3.21888	-5.05146	-3.93223	-1.4267	-3.21888	-5.05146	-3.93223
-11.8299	-1.51005	-3.4296	-4.41455	-2.47575	-1.51005	-3.4296	-4.41455	-2.47575
-13.734	-2.09964	-5.05146	-4.24053	-2.34237	-2.09964	-5.05146	-4.24053	-2.34237
-23.1452	-2.34237	-9.23024	-9.23024	-2.34237	-2.34237	-9.23024	-9.23024	-2.34237
-13.0336	-1.83258	-3.93223	-4.24053	-3.02826	-1.83258	-3.93223	-4.24053	-3.02826
-14.0712	-1.83258	-4.41455	-4.60517	-3.21888	-1.83258	-4.41455	-4.60517	-3.21888
-13.825	-2.47575	-4.41455	-4.24053	-2.69415	-2.47575	-4.41455	-4.24053	-2.69415
-12.8408	-1.9885	-3.66516	-4.41455	-2.77259	-1.9885	-3.66516	-4.41455	-2.77259
-15.3035	-1.83258	-3.4296	-5.62682	-4.41455	-1.83258	-3.4296	-5.62682	-4.41455
-15.0989	-1.51005	-5.31852	-5.05146	-3.21888	-1.51005	-5.31852	-5.05146	-3.21888
-14.6921	-1.46794	-3.93223	-5.05146	-4.24053	-1.46794	-3.93223	-5.05146	-4.24053
-13.6185	-1.93517	-4.41455	-5.05146	-2.21733	-1.93517	-4.41455	-5.05146	-2.21733
-14.7236	-1.735	-5.31852	-4.81589	-2.85423	-1.735	-5.31852	-4.81589	-2.85423
-13.4328	-1.68794	-3.66516	-5.05146	-3.02826	-1.68794	-3.66516	-5.05146	-3.02826
-13.3569	-1.68794	-4.81589	-4.08044	-2.77259	-1.68794	-4.81589	-4.08044	-2.77259
-23.2151	-2.27887	-9.23024	-9.23024	-2.47575	-2.27887	-9.23024	-9.23024	-2.47575
-12.8359	-1.34669	-3.66516	-5.05146	-2.77259	-1.34669	-3.66516	-5.05146	-2.77259
-16.5158	-1.59702	-5.62682	-6.43775	-2.85423	-1.59702	-5.62682	-6.43775	-2.85423
-23.5245	-1.26976	-9.23024	-9.23024	-3.79424	-1.26976	-9.23024	-9.23024	-3.79424
-14.3802	-2.47575	-4.08044	-4.60517	-3.21888	-2.47575	-4.08044	-4.60517	-3.21888
-11.564	-1.46794	-3.32146	-4.08044	-2.69415	-1.46794	-3.32146	-4.08044	-2.69415
-15.0978	-1.64196	-5.31852	-4.81589	-3.32146	-1.64196	-5.31852	-4.81589	-3.32146
-11.9938	-1.9885	-3.66516	-3.79424	-2.54593	-1.9885	-3.66516	-3.79424	-2.54593
-15.916	-1.4267	-5.31852	-5.62682	-3.54391	-1.4267	-5.31852	-5.62682	-3.54391
-23.9698	-1.59702	-9.23024	-7.82405	-5.31852	-1.59702	-9.23024	-7.82405	-5.31852
-20.638	-1.19567	-7.82405	-9.21034	-2.40795	-1.19567	-7.82405	-9.21034	-2.40795
-13.1693	-1.88322	-3.93223	-4.41455	-2.93935	-1.88322	-3.93223	-4.41455	-2.93935
-23.7028	-2.40795	-9.23024	-9.21034	-2.85423	-2.40795	-9.23024	-9.21034	-2.85423
-24.6716	-2.54593	-9.23024	-9.23024	-3.66516	-2.54593	-9.23024	-9.23024	-3.66516
-13.2364	-2.21733	-3.66516	-4.41455	-2.93935	-2.21733	-3.66516	-4.41455	-2.93935
-17.9509	-2.34237	-7.01312	-5.05146	-3.54391	-2.34237	-7.01312	-5.05146	-3.54391
-14.0103	-1.735	-4.60517	-4.81589	-2.85423	-1.735	-4.60517	-4.81589	-2.85423
-24.1829	-1.30785	-9.23024	-9.23024	-4.41455	-1.30785	-9.23024	-9.23024	-4.41455
-12.7543	-1.83258	-3.54391	-4.60517	-2.77259	-1.83258	-3.54391	-4.60517	-2.77259
-14.3749	-1.46794	-4.81589	-5.31852	-2.77259	-1.46794	-4.81589	-5.31852	-2.77259
-25.0128	-2.15762	-9.23024	-9.21034	-4.41455	-2.15762	-9.23024	-9.21034	-4.41455
-14.0666	-2.09964	-4.81589	-4.60517	-2.54593	-2.09964	-4.81589	-4.60517	-2.54593
-23.178	-1.88322	-9.23024	-9.21034	-2.85423	-1.88322	-9.23024	-9.21034	-2.85423
-12.4479	-1.68794	-3.66516	-4.24053	-2.85423	-1.68794	-3.66516	-4.24053	-2.85423
-18.3117	-1.64196	-7.82405	-6.43775	-2.40795	-1.64196	-7.82405	-6.43775	-2.40795
-16.4431	-1.83258	-5.62682	-5.31852	-3.66516	-1.83258	-5.62682	-5.31852	-3.66516
-20.0577	-1.19567	-9.23024	-7.01312	-2.61867	-1.19567	-9.23024	-7.01312	-2.61867
-14.3624	-1.93517	-4.41455	-5.31852	-2.69415	-1.93517	-4.41455	-5.31852	-2.69415
-17.1036	-1.83258	-5.31852	-7.01312	-2.93935	-1.83258	-5.31852	-7.01312	-2.93935
-12.8067	-1.46794	-3.79424	-4.60517	-2.93935	-1.46794	-3.79424	-4.60517	-2.93935
-22.0074	-1.30785	-6.43775	-9.21034	-5.05146	-1.30785	-6.43775	-9.21034	-5.05146
-22.9944	-1.12424	-9.23024	-7.01312	-5.62682	-1.12424	-9.23024	-7.01312	-5.62682
-21.1272	-2.15762	-9.21034	-6.43775	-3.32146	-2.15762	-9.21034	-6.43775	-3.32146
-14.6048	-2.27887	-4.81589	-4.81589	-2.69415	-2.27887	-4.81589	-4.81589	-2.69415
-16.8584	-2.09964	-6.43775	-5.62682	-2.69415	-2.09964	-6.43775	-5.62682	-2.69415
-22.7067	-1.34669	-9.21034	-9.21034	-2.93935	-1.34669	-9.21034	-9.21034	-2.93935
-20.3984	-2.34237	-7.82405	-7.01312	-3.21888	-2.34237	-7.82405	-7.01312	-3.21888
-20.069	-1.68794	-9.21034	-7.01312	-2.15762	-1.68794	-9.21034	-7.01312	-2.15762
-16.0695	-1.83258	-3.79424	-4.81589	-5.62682	-1.83258	-3.79424	-4.81589	-5.62682
-17.0813	-1.9885	-4.41455	-5.05146	-5.62682	-1.9885	-4.41455	-5.05146	-5.62682
-19.791	-2.40795	-6.43775	-5.62682	-5.31852	-2.40795	-6.43775	-5.62682	-5.31852
-20.5456	-2.0433	-5.05146	-6.43775	-7.01312	-2.0433	-5.05146	-6.43775	-7.01312
-16.4312	-2.69415	-4.60517	-5.05146	-4.08044	-2.69415	-4.60517	-5.05146	-4.08044
-17.5008	-1.83258	-5.62682	-5.62682	-4.41455	-1.83258	-5.62682	-5.62682	-4.41455
-23.0061	-2.15762	-7.01312	-9.23024	-4.60517	-2.15762	-7.01312	-9.23024	-4.60517
-15.6722	-1.93517	-5.99146	-5.05146	-2.69415	-1.93517	-5.99146	-5.05146	-2.69415
-14.5449	-1.83258	-5.31852	-5.05146	-2.34237	-1.83258	-5.31852	-5.05146	-2.34237
-14.4967	-1.93517	-4.08044	-5.05146	-3.4296	-1.93517	-4.08044	-5.05146	-3.4296
-11.9168	-1.83258	-3.21888	-3.54391	-3.32146	-1.83258	-3.21888	-3.54391	-3.32146
-15.9544	-1.64196	-5.99146	-4.24053	-4.08044	-1.64196	-5.99146	-4.24053	-4.08044
-12.6995	-1.735	-3.66516	-4.08044	-3.21888	-1.735	-3.66516	-4.08044	-3.21888
-14.1884	-1.88322	-3.66516	-5.31852	-3.32146	-1.88322	-3.66516	-5.31852	-3.32146
-13.2453	-2.34237	-3.79424	-4.41455	-2.69415	-2.34237	-3.79424	-4.41455	-2.69415
-19.4158	-1.93517	-9.21034	-5.99146	-2.27887	-1.93517	-9.21034	-5.99146	-2.27887
-13.471	-2.0433	-4.41455	-4.24053	-2.77259	-2.0433	-4.41455	-4.24053	-2.77259
-16.6223	-2.27887	-4.24053	-6.43775	-3.66516	-2.27887	-4.24053	-6.43775	-3.66516
-25.4338	-2.77259	-9.21034	-9.21034	-4.24053	-2.77259	-9.21034	-9.21034	-4.24053
-18.68	-0.988593	-7.01312	-7.82405	-2.85423	-0.988593	-7.01312	-7.82405	-2.85423
-24.5444	-2.69415	-9.21034	-7.82405	-4.81589	-2.69415	-9.21034	-7.82405	-4.81589
-12.9638	-1.735	-3.79424	-4.81589	-2.61867	-1.735	-3.79424	-4.81589	-2.61867
-17.3268	-2.0433	-4.60517	-6.43775	-4.24053	-2.0433	-4.60517	-6.43775	-4.24053
-20.3905	-1.7832	-9.23024	-6.43775	-2.93935	-1.7832	-9.23024	-6.43775	-2.93935
-16.6936	-1.64196	-4.41455	-5.31852	-5.31852	-1.64196	-4.41455	-5.31852	-5.31852
-13.2055	-1.93517	-3.54391	-3.93223	-3.79424	-1.93517	-3.54391	-3.93223	-3.79424
-24.2582	-2.40795	-7.01312	-7.82405	-7.01312	-2.40795	-7.01312	-7.82405	-7.01312
-21.3179	-2.47575	-9.21034	-4.81589	-4.81589	-2.47575	-9.21034	-4.81589	-4.81589
-18.0669	-2.34237	-5.31852	-5.99146	-4.41455	-2.34237	-5.31852	-5.99146	-4.41455
-17.5938	-2.61867	-5.31852	-5.05146	-4.60517	-2.61867	-5.31852	-5.05146	-4.60517
-21.7527	-2.40795	-7.01312	-7.01312	-5.31852	-2.40795	-7.01312	-7.01312	-5.31852
-16.0994	-1.93517	-5.31852	-5.05146	-3.79424	-1.93517	-5.31852	-5.05146	-3.79424
-17.2774	-1.7832	-7.01312	-4.81589	-3.66516	-1.7832	-7.01312	-4.81589	-3.66516
-14.5129	-1.59702	-5.05146	-5.31852	-2.54593	-1.59702	-5.05146	-5.31852	-2.54593
-14.0011	-1.4267	-5.99146	-4.24053	-2.34237	-1.4267	-5.99146	-4.24053	-2.34237
-23.1232	-1.9885	-9.21034	-9.23024	-2.69415	-1.9885	-9.21034	-9.23024	-2.69415
-18.056	-1.46794	-7.82405	-5.99146	-2.77259	-1.46794	-7.82405	-5.99146	-2.77259
-17.896	-1.38629	-5.99146	-6.43775	-4.08044	-1.38629	-5.99146	-6.43775	-4.08044
-15.8697	-2.21733	-5.99146	-5.31852	-2.34237	-2.21733	-5.99146	-5.31852	-2.34237
-14.4566	-1.735	-4.81589	-5.62682	-2.27887	-1.735	-4.81589	-5.62682	-2.27887
-15.887	-1.34669	-6.43775	-5.62682	-2.47575	-1.34669	-6.43775	-5.62682	-2.47575
-15.7142	-1.68794	-4.60517	-7.01312	-2.40795	-1.68794	-4.60517	-7.01312	-2.40795
-14.6339	-1.7832	-3.79424	-5.62682	-3.4296	-1.7832	-3.79424	-5.62682	-3.4296
-13.9736	-1.83258	-3.93223	-3.79424	-4.41455	-1.83258	-3.93223	-3.79424	-4.41455
-21.5344	-2.34237	-7.82405	-7.82405	-3.54391	-2.34237	-7.82405	-7.82405	-3.54391
-21.9529	-1.93517	-4.81589	-5.99146	-9.21034	-1.93517	-4.81589	-5.99146	-9.21034
-20.0581	-1.735	-7.01312	-5.99146	-5.31852	-1.735	-7.01312	-5.99146	-5.31852
-16.8712	-2.34237	-4.60517	-5.31852	-4.60517	-2.34237	-4.60517	-5.31852	-4.60517
-15.0915	-1.9885	-3.54391	-4.24053	-5.31852	-1.9885	-3.54391	-4.24053	-5.31852
-20.3984	-2.34237	-5.62682	-5.99146	-6.43775	-2.34237	-5.62682	-5.99146	-6.43775
-19.631	-1.88322	-4.60517	-5.31852	-7.82405	-1.88322	-4.60517	-5.31852	-7.82405
-17.7115	-2.0433	-4.81589	-4.41455	-6.43775	-2.0433	-4.81589	-4.41455	-6.43775
-16.3051	-1.83258	-4.24053	-5.99146	-4.24053	-1.83258	-4.24053	-5.99146	-4.24053
-24.3536	-2.69415	-7.82405	-9.23024	-4.60517	-2.69415	-7.82405	-9.23024	-4.60517
-17.5008	-2.21733	-4.60517	-6.43775	-4.24053	-2.21733	-4.60517	-6.43775	-4.24053
-22.8719	-2.40795	-5.62682	-7.01312	-7.82405	-2.40795	-5.62682	-7.01312	-7.82405
-12.9982	-2.40795	-3.32146	-4.24053	-3.02826	-2.40795	-3.32146	-4.24053	-3.02826
-13.8862	-2.21733	-4.08044	-3.79424	-3.79424	-2.21733	-4.08044	-3.79424	-3.79424
-12.7699	-1.7832	-3.02826	-4.41455	-3.54391	-1.7832	-3.02826	-4.41455	-3.54391
-14.1895	-2.0433	-4.24053	-4.24053	-3.66516	-2.0433	-4.24053	-4.24053	-3.66516
-28.288	-2.85423	-7.01312	-9.21034	-9.21034	-2.85423	-7.01312	-9.21034	-9.21034
-18.7982	-2.40795	-7.01312	-6.43775	-2.93935	-2.40795	-7.01312	-6.43775	-2.93935
-21.2816	-1.55306	-9.21034	-7.82405	-2.69415	-1.55306	-9.21034	-7.82405	-2.69415
-21.2223	-2.54593	-6.43775	-7.82405	-4.41455	-2.54593	-6.43775	-7.82405	-4.41455
-17.4337	-1.88322	-6.43775	-5.99146	-3.1213	-1.88322	-6.43775	-5.99146	-3.1213
-12.3173	-1.93517	-3.02826	-4.41455	-2.93935	-1.93517	-3.02826	-4.41455	-2.93935
-15.5802	-1.93517	-4.41455	-7.01312	-2.21733	-1.93517	-4.41455	-7.01312	-2.21733
-20.1652	-1.93517	-9.21034	-5.99146	-3.02826	-1.93517	-9.21034	-5.99146	-3.02826
-15.5257	-1.59702	-5.31852	-5.99146	-2.61867	-1.59702	-5.31852	-5.99146	-2.61867
-23.7591	-1.38629	-9.23024	-7.82405	-5.31852	-1.38629	-9.23024	-7.82405	-5.31852
-19.7556	-1.12424	-7.01312	-5.62682	-5.99146	-1.12424	-7.01312	-5.62682	-5.99146
-15.1214	-1.64196	-4.08044	-4.08044	-5.31852	-1.64196	-4.08044	-4.08044	-5.31852
-11.8025	-1.83258	-3.32146	-4.24053	-2.40795	-1.83258	-3.32146	-4.24053	-2.40795
-13.2513	-1.7832	-3.1213	-4.41455	-3.93223	-1.7832	-3.1213	-4.41455	-3.93223
-25.8868	-0.988593	-9.23024	-9.23024	-6.43775	-0.988593	-9.23024	-9.23024	-6.43775
-17.597	-2.15762	-7.01312	-6.43775	-1.9885	-2.15762	-7.01312	-6.43775	-1.9885
-21.2134	-2.21733	-9.21034	-7.01312	-2.77259	-2.21733	-9.21034	-7.01312	-2.77259
-24.209	-1.68794	-9.21034	-9.23024	-4.08044	-1.68794	-9.21034	-9.23024	-4.08044
-13.892	-1.38629	-4.41455	-5.31852	-2.77259	-1.38629	-4.41455	-5.31852	-2.77259
-17.6299	-2.21733	-5.62682	-7.01312	-2.77259	-2.21733	-5.62682	-7.01312	-2.77259
-12.9976	-1.4267	-3.66516	-5.05146	-2.85423	-1.4267	-3.66516	-5.05146	-2.85423
