ZnA[0]	thetaWatt[0]	ThetaTaj[0]	Rm[0]	
0.141429	12.4472	9.89333	1	
0.234453	4.50217	4.78	0	
0.0978951	5.29667	5.20667	0	
0.476294	10.8582	14.3467	1	
0.280444	13.5065	14.1267	2	
0.344064	26.7482	32.0667	2	
0.170683	7.41534	7.40667	1	
0.16156	10.5933	7.83333	1	
0.271169	9.534	7.17333	0	
0.206814	7.945	7.17333	0	
0.498134	24.8943	36.16	0	
0.19634	18.2735	16.1733	2	
0.284461	14.301	14.9933	0	
0.512789	21.4515	27.16	1	
0.19209	12.712	11.74	1	
0.251599	16.6845	18.2333	0	
0.111817	6.09117	4.05333	0	
0.135397	10.5933	7.74	0	
0.172781	12.4472	11.5667	1	
0.223425	12.712	12.9267	0	
0.179247	16.6845	17.8467	4	
0.199032	7.68017	8.49333	0	
0.211787	14.5658	16.9333	0	
0.107875	3.44283	2.93333	1	
0.201536	8.47467	8.90667	4	
na	0	0	0	
0.182115	4.23734	5.46	4	
0.184138	15.3603	11.58	1	
0.446714	20.657	21.06	0	
0.292504	7.1505	9.2	4	
0.417276	21.4515	22.52	2	
0.108381	13.2417	13.2	3	
0.354596	6.62084	3.95333	0	
0.129284	23.835	22.2933	0	
0.313534	5.82634	5.82	1	
0.119018	3.178	3.91333	1	
0.364586	3.178	3.64	0	
0.276987	16.6845	8.72667	0	
0.262188	13.7713	11.4133	1	
0.106133	10.8582	9.01333	1	
0.254154	11.9175	14.2267	1	
0.430894	2.3835	2.7	1	
0.561404	0.529667	0.86	0	
0.114704	11.6527	7.74667	1	
0.378561	26.4833	21.3133	1	
0.285391	16.4197	17.7267	3	
0.123675	2.3835	3.02	1	
0.272791	18.5383	18.9933	3	
na	0.264833	0.08	0	
0.161729	20.9218	22.1267	1	
0.232474	4.767	6.04667	0	
0.199056	16.9493	17.34	3	
0.226537	19.8625	18.72	0	
0.0951001	9.00434	7.19333	0	
0.294281	25.9537	15.8267	1	
0.25909	4.50217	5.10667	0	
0.177846	6.88567	7.32667	0	
0.35824	23.835	31.8133	0	
0.366408	26.4833	38.42	0	
0.207915	12.4472	12.8267	0	
0.335172	11.6527	12.9067	0	
0.22472	24.3647	22.0667	4	
0.0644582	3.70767	3.31333	1	
0.0521875	7.41534	4.31333	0	
0.058618	1.32417	1.31333	0	
0.220853	5.03184	4.58	3	
0.365237	10.5933	13.4067	0	
0.167113	9.534	5.12667	0	
0.164039	10.3285	9.44667	4	
0.00931873	1.05933	0.786667	0	
0.280287	6.62084	5.3	0	
0.11947	18.0087	12.7933	0	
0.0820246	7.41534	7.32	1	
0.131165	11.3878	11.1133	0	
0.188438	18.2735	17.64	0	
0.200675	1.85383	1.4	0	
0.22138	18.2735	13.6	0	
0.172244	30.7207	29.5667	8	
0.346448	28.602	26.34	0	
na	0.264833	0.08	0	
0.280608	3.44283	4.75333	0	
0.28771	23.0405	28.6467	0	
0.163725	20.3922	19.94	3	
0.265137	8.47467	7.60667	0	
0.386283	8.7395	9.97333	1	
0.175452	4.767	4.86667	0	
0.15467	18.2735	17.4133	1	
0.175597	9.00434	9.8	1	
0.00173611	0.529667	0.16	0	
0.344506	1.85383	1.51333	0	
0.213141	14.301	13.2067	4	
0.279549	2.3835	2.93333	0	
0.325218	4.767	6.68	1	
0.287212	23.5702	26.0867	0	
0.290815	4.50217	4.78667	2	
0.554476	4.767	7.02667	1	
0.340232	24.3647	14.2333	0	
0.189001	7.68017	8.72	1	
0.125159	2.91317	2.52	0	
0.165857	1.589	1.37333	0	
0.244438	7.945	9.19333	2	
0.423595	17.7438	18.1333	0	
0.27598	34.6932	42.46	0	
0.110923	9.79884	8.54	0	
0.125243	5.5615	5.68	3	
0.0384312	1.85383	1.54667	0	
0.154506	15.89	14.78	4	
0.277386	15.3603	11.0267	0	
0.327241	37.6063	44.4867	3	
0.024381	0.7945	0.753333	0	
0.103005	6.356	4.17333	1	
0.0921134	6.356	4.41333	0	
0.194375	27.5427	29.6333	0	
0.208824	3.70767	2.71333	0	
0.212655	41.5789	48.5533	5	
0.233815	6.88567	9.14667	1	
0.0798581	18.5383	15.6067	9	
0.293354	14.0362	16.7467	0	
0.168033	10.0637	11.4267	2	
0.140472	18.8032	13.06	0	
0.231917	16.6845	10.1733	0	
0.391095	10.3285	12.56	0	
0.135449	4.23734	4.82	0	
0.162242	33.1042	31.7467	0	
0.208922	12.712	7.04667	0	
0.11362	12.1823	7.17333	0	
0.465697	10.3285	14.8867	0	
0.175409	20.1273	20.6933	0	
0.285228	5.29667	5.86	2	
0.177323	5.82634	5.22667	0	
0.13092	12.1823	6.57333	1	
0.233099	10.5933	8.43333	0	
0.109096	7.68017	7.06	1	
0.508837	6.88567	6.32	0	
0.213324	10.3285	7.68667	1	
0.380349	18.0087	23.64	0	
0.0455711	3.70767	3.31333	1	
0.414221	12.712	13.3867	0	
0.318747	7.41534	6.7	1	
0.411239	35.4877	25.26	2	
0.158299	8.47467	6.41333	1	
0.541757	7.945	8.57333	0	
0.0663675	7.68017	5.62	0	
0.226895	19.8625	19.1333	1	
0.153001	1.85383	1.66667	0	
0.112777	11.6527	9.97333	0	
0.26104	26.4833	29.2533	4	
0.151452	18.8032	14.9067	0	
0.313578	16.9493	18.26	0	
0.363977	27.013	30.78	0	
0.0929284	2.64833	2.59333	2	
0.336217	28.8668	40.1267	0	
0.193218	16.9493	17.86	0	
0.130081	18.5383	13.7	7	
0.166481	10.8582	11.9467	0	
0.117489	11.9175	8.16	1	
0.114514	4.50217	3.41333	0	
0.262412	19.068	18.6533	4	
0.371791	10.5933	14.26	0	
0.289467	19.3328	21.2867	0	
0.134084	6.356	6.4	0	
0.184252	31.78	33.7067	2	
0.350158	7.41534	7.48667	0	
0.214368	21.7163	21.78	1	
0.0375437	4.23734	2.47333	1	
0.415845	7.1505	10.4067	0	
0.289473	8.20984	10.7467	1	
0.161139	5.29667	5.70667	2	
0.279778	9.00434	10.3667	2	
0.64923	8.47467	8.57333	1	
0.249006	13.2417	13.6667	0	
0.259667	2.11867	2.13333	0	
0.088942	1.85383	1.64	0	
0.123782	12.4472	10.4	4	
0.223998	5.82634	6.3	0	
0.27921	5.5615	5.79333	0	
0.335179	9.79884	9.28	0	
0.115081	6.88567	5.66667	4	
0.0652762	2.11867	1.66	0	
0.343781	20.1273	20.5867	0	
0.516876	21.1867	30.14	2	
0.265387	28.0723	26.7067	0	
0.182342	20.657	22.1333	2	
0.388011	12.712	16.56	0	
0.14376	9.534	10.3667	2	
0.280732	6.88567	8.11333	0	
0.108594	5.5615	3.58667	1	
0.217721	16.1548	19.7467	0	
0.492506	7.945	7.79333	0	
0.164201	15.3603	14.2467	2	
0.261771	19.3328	22.5333	4	
0.35678	2.91317	3.18	2	
0.258115	6.62084	8.53333	1	
0.363426	1.05933	1.2	0	
0.272824	13.7713	15.2867	5	
0.234489	14.5658	11.3067	0	
0.329163	34.958	43.6467	2	
0.125826	2.91317	2.56	1	
0.196989	8.47467	4.85333	2	
0.475884	2.3835	3.95333	1	
0.26021	15.89	15.9533	4	
0.174868	17.2142	13.96	0	
0.19333	12.4472	13.1133	4	
0.356579	11.3878	15.2133	4	
0.263468	26.2185	25.52	2	
0.369456	2.64833	3.88667	0	
0.194388	5.29667	4.37333	0	
0.153567	10.8582	8.52667	3	
0.233832	18.0087	20.68	1	
0.407049	22.246	18.5733	3	
0.280651	4.23734	4.30667	0	
0.235534	10.5933	8.58667	4	
0.166702	6.356	7.32	2	
0.116278	12.9768	10.0467	2	
0.367295	9.00434	9.49333	0	
0.241869	7.68017	3.74667	1	
0.29764	12.1823	11.5067	0	
0.111184	18.8032	17.5	1	
0.387282	3.178	4.28667	0	
0.596016	26.2185	11.0467	0	
0.183613	23.3053	20.1467	2	
0.487877	9.79884	11.4333	1	
0.107523	19.5977	17.7933	3	
0.300288	13.2417	14.48	2	
0.226129	9.00434	9.70667	0	
0.258355	16.1548	15.0133	1	
0.151402	15.0955	13.96	3	
0.252836	7.1505	4.62667	0	
0.391818	19.5977	20.2867	4	
0.186806	10.8582	7.96	0	
0.274799	28.3372	35.9467	0	
0.0917699	12.1823	9.76	4	
0.778583	2.64833	1.46	0	
0.366867	21.4515	22.2267	3	
0.144367	17.7438	15.0667	0	
0.195332	17.2142	13.26	1	
0.213224	27.013	22.5267	0	
0.145754	16.6845	12.2867	3	
0.218124	5.29667	5.3	1	
0.446925	1.85383	2.28667	0	
0.0979826	8.7395	8.00667	3	
0.28816	26.7482	27.6	5	
0.289045	5.5615	6.69333	0	
0.408689	21.4515	30.8333	3	
0.142073	9.79884	10.96	3	
0.068323	0.529667	0.666667	0	
0.210606	16.1548	15.8667	0	
0.188508	16.4197	17.7533	0	
0.178923	14.0362	12.2267	1	
0.123723	14.0362	11.5533	2	
0.224548	21.7163	22.7267	0	
0.0162037	0.529667	0.5	0	
0.107537	11.3878	6.46	0	
0.234459	3.44283	3.77333	0	
0.253269	24.0998	27.94	1	
0.321928	24.0998	28.4733	7	
0.158266	8.20984	5.98667	0	
0.227952	12.1823	7.60667	0	
0.353284	11.3878	12.7067	1	
0.127443	2.91317	2.06	2	
0.354312	10.8582	6.94	0	
0.0648079	6.88567	3.99333	0	
0.295001	18.8032	15.42	6	
0.415535	1.589	2.04	0	
0.0321181	0.7945	0.66	0	
0.363139	9.26917	9.94	0	
0.182999	9.00434	8.46667	4	
0.13389	10.5933	8.67333	0	
0.27839	14.5658	13.9	2	
0.188227	4.50217	2.55333	0	
0.234271	5.82634	5.14667	2	
0.193179	7.945	6.24667	1	
0.107943	14.0362	13.5133	0	
0.190208	5.82634	4.81333	2	
0.0918771	9.79884	7.80667	1	
na	0.264833	0.08	0	
0.325812	10.3285	12.3067	6	
0.098421	10.5933	9.58	1	
0.245475	22.7757	18.2333	4	
0.123349	18.2735	16.0267	1	
0.202841	27.2778	27.12	0	
0.289056	1.05933	1.13333	0	
0.122467	7.945	8.12	0	
0.185975	21.4515	18.98	5	
0.110558	2.64833	2.89333	2	
0.182671	4.767	4.28	0	
0.178086	9.00434	8.03333	0	
0.249947	11.123	9.9	1	
0.225446	21.1867	24.1733	0	
0.132828	9.00434	6.2	0	
na	0.264833	0.38	0	
0.246123	14.8307	14.8333	6	
0.21744	13.2417	11.9933	4	
0.436712	14.5658	18.16	0	
0.326747	14.5658	18.8867	4	
0.186141	7.68017	5.04667	0	
0.371843	23.3053	13.3	0	
0.195683	19.5977	18.8733	0	
0.154316	9.79884	10.0333	0	
0.22485	8.7395	7.39333	1	
0.241529	26.2185	27.6733	6	
0.15028	18.2735	17.44	3	
0.130809	17.479	13.2267	2	
0.336107	7.68017	7.34667	1	
0.275071	6.62084	7.28	1	
0.23093	19.3328	17.5733	3	
0.466417	4.23734	3.78	0	
0.194504	20.9218	19.2533	6	
0.25602	5.5615	7.05333	1	
0.251856	17.7438	21.1	0	
0.358394	15.3603	18.2067	0	
0.392851	23.835	18.2067	0	
0.254658	10.0637	11.2267	0	
0.0762995	16.1548	13.34	1	
0.239	18.5383	22.12	0	
0.243387	3.70767	2.78667	0	
0.449692	1.32417	1.27333	0	
0.233599	22.246	13.5533	1	
0.250913	25.1592	27.9267	5	
0.0667231	8.47467	6.12	1	
0.123395	8.7395	7.45333	1	
0.138671	16.4197	14.84	0	
0.180085	6.62084	6.83333	1	
0.150056	19.8625	17.6667	0	
0.0560103	1.589	1.33333	0	
0.612967	11.9175	18.0933	0	
0.106036	2.91317	1.9	0	
0.100484	11.123	10.4333	1	
0.316766	11.6527	14.7533	1	
0.402965	13.5065	18.2533	2	
0.570576	1.589	2.04	0	
0.00173611	0.529667	0.16	0	
0.10343	4.767	3.50667	0	
0.221427	11.3878	10.6867	1	
0.192564	20.657	16.6933	4	
0.176099	15.0955	15.08	6	
0.252633	13.2417	15.98	4	
0.471483	13.2417	16.6933	1	
0.179526	6.88567	7.30667	0	
0.357577	11.6527	14.32	0	
0.00896991	0.7945	0.58	0	
0.275986	27.013	21.04	3	
0.209733	19.8625	18.9	0	
0.393473	3.70767	3.81333	0	
0.394094	16.4197	19.64	3	
0.245265	21.1867	22.8333	6	
0.294755	21.7163	20.6	1	
0.201917	20.1273	19.9533	0	
0.163087	5.82634	5.67333	0	
0.149875	3.178	3.68	0	
0.197274	9.79884	9.32	0	
0.268709	3.9725	4.7	2	
0.372549	17.7438	11.3867	0	
0.278352	14.301	15.72	2	
0.161574	17.2142	15.8467	2	
0.377096	4.23734	3.68	0	
0.370517	31.5152	35.6	1	
0.29154	19.068	17.2133	7	
0.0866576	10.3285	8.88	0	
0.0602254	11.123	8.68	1	
0.451095	24.8943	10.1333	0	
0.392474	14.5658	10.8733	3	
0.291842	24.6295	27.1267	2	
0.159266	6.356	4.2	0	
0.139844	7.41534	6.50667	0	
0.199923	9.26917	9.04	5	
0.389167	11.123	13.7267	2	
0.332418	1.32417	1.68	0	
0.0131579	0.529667	0.46	0	
0.112779	17.2142	15.4	0	
0.101891	2.64833	3.02667	0	
0.114633	16.4197	14.4533	0	
0.21159	20.9218	18.4133	0	
0.19386	18.8032	17.2933	1	
0.165723	18.0087	16.94	1	
0.1884	2.11867	1.85333	0	
0.514138	7.41534	11.4067	0	
0.0943885	1.85383	2.18	0	
0.108533	5.82634	5.48667	2	
0.298347	35.4877	40.56	6	
0.406314	5.82634	8.02667	0	
0.161619	13.7713	14.24	1	
0.355114	22.246	12.76	1	
0.378006	20.657	26.04	3	
0.304844	14.5658	13.5467	0	
0.31498	14.8307	18.3067	3	
0.472811	1.589	2.24667	0	
0.317481	9.26917	8.98	0	
0.515917	22.7757	21.3333	0	
0.161868	25.6888	21.0467	4	
0.232659	32.0448	36.6933	3	
0.113134	14.5658	11.1933	2	
0.261013	6.356	7.52	4	
0.3679	32.0448	33.28	4	
0.102442	3.70767	2.76667	0	
0.169612	15.6252	15.1267	1	
0.197522	3.70767	4.32	1	
0.184196	8.20984	6.46	2	
0.18096	12.712	6.10667	0	
0.246996	11.6527	14.0133	1	
0.300591	29.3965	21.8	0	
0.0800473	5.82634	3.19333	0	
0.171251	5.82634	4.66	0	
0.339838	16.1548	18.9867	4	
0.184218	21.4515	21.24	2	
0.227742	12.1823	15.7533	1	
0.459627	14.0362	6.67333	0	
0.199055	22.7757	23.4533	0	
0.169398	14.301	16.7867	1	
0.216866	18.8032	10.0133	0	
0.358611	10.0637	11.3533	0	
0.18474	2.91317	2.41333	1	
0.75142	1.32417	0.54	0	
0.213837	12.4472	12.94	3	
0.195844	5.03184	4.91333	0	
0.172717	10.8582	8.10667	0	
0.309802	17.479	17.9867	9	
0.116282	18.8032	16.36	2	
0.241509	18.5383	18.3067	5	
0.111032	11.9175	9.96667	0	
0.203983	9.79884	5.60667	0	
0.101686	19.068	15.9933	0	
0.204615	22.246	23.12	4	
0.0611077	10.3285	7.19333	0	
0.172344	12.712	11.1533	1	
0.339751	12.712	17.12	0	
0.0806732	8.47467	8.78	0	
0.479453	28.602	34.34	1	
0.263569	5.82634	6.99333	0	
0.334881	8.7395	9.22	0	
0.242474	23.835	19.8667	2	
0.0780293	2.64833	2.26	0	
0.10952	10.0637	10.4533	2	
0.260816	22.246	21.6667	0	
0.160357	20.3922	20.5267	6	
0.26357	1.85383	2.38667	0	
0.404377	11.6527	7.83333	0	
0.273283	7.41534	6.15333	0	
0.120477	5.5615	4.93333	1	
0.344972	26.2185	28.54	4	
0.265028	22.246	24.1667	13	
0.323745	11.3878	13.7933	1	
0.19963	19.068	16.1733	6	
0.242012	14.301	12.52	3	
0.534858	10.5933	11.6267	0	
0.0104167	0.7945	0.493333	0	
0.607539	19.8625	32.5867	1	
0.321155	1.589	1.02667	0	
0.247491	7.68017	10.1133	0	
0.260263	16.1548	16.66	0	
0.305367	20.9218	29.0533	1	
0.384647	24.6295	29.44	1	
0.285802	14.301	14.4333	6	
0.40542	11.123	4.97333	0	
0.158011	16.4197	13.9333	4	
0.69857	19.5977	29.2267	0	
0.448138	23.5702	33.1267	3	
0.140749	25.6888	27.38	3	
0.228252	17.7438	20.6333	1	
0.30541	6.88567	6.11333	2	
0.168067	6.88567	7.5	0	
0.267049	16.6845	20.5733	4	
0.118511	8.20984	7.08667	0	
0.172175	5.82634	5.93333	4	
0.131585	2.91317	2.66	1	
0.0750934	1.589	1.76	1	
0.047619	1.589	0.88	0	
0.212223	22.5108	13.1933	1	
0.240136	20.1273	21.56	2	
0.17272	5.5615	5.04	0	
0.282198	6.88567	8.46	0	
0.216797	13.2417	13.8667	2	
0.256446	20.3922	20.1467	0	
0.30428	19.8625	16.56	1	
0.396951	8.7395	10.2667	1	
0.0954366	8.7395	6.61333	1	
0.269881	24.6295	23.0467	0	
0.283986	6.09117	7.38667	0	
0.179849	9.26917	9.78	0	
0.17481	14.5658	11.6667	0	
0.354709	33.6338	44.42	2	
0.159254	9.534	7.48667	3	
0.219251	13.2417	10.18	2	
0.138367	24.3647	22.3867	8	
0.388085	8.7395	11.0667	0	
0.250531	5.29667	5.07333	0	
0.279926	21.7163	25.18	1	
0.370139	7.68017	9.76667	0	
0.353653	10.8582	8.35333	0	
0.231052	24.3647	18.06	2	
0.267968	10.0637	10.6933	3	
0.235123	19.3328	9.21333	0	
0.200208	12.9768	10.0667	0	
0.316538	26.4833	19.9533	1	
0.301766	14.8307	16.0667	0	
0.276091	11.9175	11.46	0	
0.162045	6.09117	6.60667	1	
0.0786932	10.0637	9.26	0	
0.262318	2.3835	1.44667	0	
0.253749	22.7757	27.2733	1	
0.548822	22.246	24.4933	2	
0.28218	8.20984	9.98	0	
0.30794	19.3328	22.52	4	
0.115753	7.41534	6.58	0	
na	0.264833	0.48	0	
0.241986	23.3053	25.3533	0	
0.0435302	3.178	3.00667	0	
0.524108	1.32417	1.5	0	
0.627422	32.0448	50.5733	0	
na	0.264833	0.08	0	
0.292654	2.91317	2.57333	0	
0.257523	9.79884	7.2	2	
0.278222	32.3097	37.9933	10	
0.292854	11.123	13.6733	3	
0.0367721	1.32417	1.47333	0	
0.00362319	0.529667	0.233333	0	
0.105288	7.1505	5.68667	0	
0.145171	11.123	12.0333	0	
0.34063	7.41534	9.56667	0	
0.124048	17.479	15.92	1	
0.336781	10.5933	9.01333	2	
0.15851	3.44283	3.08	0	
0.19002	9.00434	8.91333	2	
0.536945	17.479	21.2067	3	
0.0789474	0.7945	1.09333	0	
0.243041	8.47467	9.01333	2	
0.228891	7.945	5.24667	0	
0.320667	11.3878	13.2133	1	
0.267844	18.8032	19.92	5	
0.399244	31.78	19.2667	1	
0.0705942	7.68017	6.34	0	
0.256119	12.1823	13.68	0	
0.130287	7.68017	7.42667	0	
0.388173	21.4515	26.96	1	
0.226301	7.945	10.16	0	
0.246965	9.534	10.68	0	
0.61672	2.91317	4.84	0	
0.201047	7.945	9.23333	0	
0.26191	16.6845	19.9933	1	
0.0651474	5.5615	3.70667	1	
0.140156	4.767	4.76	1	
0.205408	19.8625	20.6533	8	
0.143029	20.3922	21.9867	0	
0.353186	3.44283	2.76	0	
0.0760797	12.712	10.98	0	
0.217093	20.3922	22.9133	5	
0.136893	9.26917	8.15333	5	
0.331987	19.5977	24.6133	2	
0.648347	23.5702	32.7533	2	
0.0228362	2.11867	1.68667	0	
0.331345	29.1317	27.5867	2	
0.886775	2.3835	4.31333	0	
0.160641	18.8032	15.5333	0	
0.390352	16.9493	12.02	1	
0.13305	9.534	7.12667	0	
0.178596	4.23734	4.44667	0	
0.300944	5.5615	6.82667	0	
0.1663	21.4515	18.1667	0	
0.132503	11.9175	12.9267	4	
0.289189	1.85383	2.18667	0	
0.259412	23.0405	14.4	1	
0.185584	16.6845	15.6733	6	
0.243359	16.6845	15.9867	2	
0.0770619	14.8307	11.48	3	
0.256139	4.23734	4.1	2	
0.175823	8.47467	10.1267	1	
0.402222	19.068	26.5667	0	
0.201734	9.534	9.35333	3	
0.218836	17.7438	16.8867	1	
0.445438	14.301	13.94	1	
0.560525	15.3603	12.3067	0	
0.297596	25.9537	29.0267	0	
0.212944	7.68017	7.50667	0	
0.141791	5.5615	4.92	1	
0.250948	11.123	12.6933	5	
0.260235	17.479	20.5533	0	
0.22886	18.0087	23.0467	0	
0.239281	3.70767	4.49333	1	
0.325994	4.23734	5.23333	0	
0.00781669	1.05933	0.733333	0	
na	0.264833	0.28	0	
0.133217	9.00434	8.64	4	
0.147081	10.3285	7.91333	0	
0.0882748	10.3285	9.56667	1	
0.130665	15.6252	13.26	0	
0.350409	17.479	20.3467	1	
0.163276	12.1823	11.74	0	
0.271624	29.1317	33.2267	0	
0.139689	4.767	5.48	0	
0.0664991	2.11867	1.22	0	
0.210641	23.3053	26.6333	9	
0.304065	15.0955	18.2267	8	
0.215343	28.3372	24.44	5	
0.181363	12.712	12.3467	7	
0.0410856	13.5065	10.6267	1	
0.178589	22.7757	24.9533	1	
0.130754	17.7438	10.3667	0	
0.18174	12.1823	11.7467	1	
0.661633	2.64833	2.23333	0	
0.240885	9.26917	8.26667	1	
0.0866291	7.1505	6.86	1	
0.37113	33.6338	43.9067	0	
0.148586	18.5383	15.4067	0	
0.178535	7.1505	7.20667	0	
0.245103	19.068	23.3	5	
0.162543	7.1505	4.92	0	
0.26583	13.5065	11.9933	1	
0.279853	5.82634	4.24667	0	
0.20303	9.534	7.71333	3	
0.190386	22.246	23.5733	0	
0.365378	23.3053	16.2733	0	
0.0671967	15.0955	10.8667	0	
0.260808	7.1505	7.99333	4	
0.129887	2.3835	3.6	0	
0.331317	32.3097	42.0067	1	
0.208742	10.3285	9.62	0	
0.219505	1.589	1.16667	0	
0.412485	2.64833	2.42	0	
0.131379	2.11867	1.83333	0	
0.284944	4.50217	4.14667	0	
0.355079	12.4472	16.0467	0	
0.264879	16.4197	21.1467	0	
0.137506	14.8307	15.1733	2	
0.1422	20.3922	16.3067	0	
0.261235	18.8032	21.78	0	
0.339768	11.123	13.9733	0	
0.0473029	1.32417	1.02	0	
0.142153	7.1505	8.66667	0	
0.1427	7.68017	5.62667	1	
0.251472	10.3285	10.56	0	
0.045091	3.70767	2.90667	2	
0.342853	22.246	28.08	1	
0.177002	11.9175	11.7867	0	
0.236239	4.23734	3.94667	0	
0.273961	3.178	4.78	1	
0.104054	13.7713	9.78667	3	
0.374923	10.3285	9.78	1	
0.180457	26.4833	24.76	1	
0.356256	13.7713	14.2533	3	
0.11214	3.178	3.20667	2	
0.28457	21.4515	15.9067	1	
0.387667	3.178	3.66	0	
0.402344	15.89	9.93333	0	
0.14325	18.8032	19.6533	0	
0.300573	24.8943	22.9733	5	
0.219784	12.1823	12.9467	5	
0.288723	26.2185	30.6	2	
0.0500723	2.11867	1.56667	0	
0.117453	4.23734	4.26667	0	
0.104573	10.3285	8.16667	0	
0.283981	16.4197	20.7867	7	
0.193878	5.29667	3.55333	0	
0.135577	12.9768	11.08	0	
0.232832	5.29667	4.92667	0	
0.173517	24.3647	23.4733	6	
0.353811	1.32417	1.04667	0	
0.220757	7.68017	9.48	1	
0.465391	30.191	44.2933	0	
0.181426	2.3835	3.12	2	
0.277495	24.8943	27.2067	7	
0.12242	11.6527	12.4867	3	
0.300571	9.00434	8.02	0	
0.256722	19.068	18.0933	6	
na	0.264833	0.513333	0	
0.176053	14.0362	15.8133	0	
0.254877	14.301	11.24	1	
0.475009	23.3053	32.4133	1	
0.154941	5.82634	4.76667	0	
0.323079	16.9493	17.0067	1	
0.260491	18.2735	20.66	6	
0.204243	11.123	12.92	4	
0.167545	12.712	7.80667	0	
0.0169553	0.7945	0.58	0	
0.0890007	11.3878	10.0067	1	
0.305497	13.7713	17.4067	1	
0.0384615	0.529667	0.6	0	
0.364952	15.89	7.23333	0	
0.38184	18.8032	15.2867	3	
0.295574	6.356	4.72667	0	
0.180335	14.8307	15.18	0	
0.349882	9.534	13.46	1	
0.348734	5.29667	7.62	0	
0.234914	16.6845	13.52	2	
0.196326	24.8943	28.5533	3	
0.256286	7.41534	5.26667	0	
0.178826	20.657	22.94	1	
0.0983791	2.64833	2.85333	1	
0.255633	22.246	18.9067	5	
0.222003	19.8625	22.7133	5	
0.199498	1.589	1.74	0	
0.149842	8.20984	6.27333	0	
0.290058	13.5065	16.64	0	
0.185343	9.00434	7.72	2	
0.0932326	5.82634	3.21333	0	
0.159742	7.68017	9.39333	1	
0.387582	16.6845	22.24	3	
0.179193	19.3328	17.8	3	
0.240427	9.00434	10.92	0	
0.55152	3.70767	3.99333	0	
0.329354	12.1823	12.3667	1	
na	0	0	0	
0.144625	9.26917	9.26667	2	
0.249294	4.767	4.61333	0	
0.092489	18.0087	16.34	2	
0.130987	10.5933	9.86667	0	
0.062383	6.88567	4.88	1	
0.356345	15.6252	19.4533	3	
0.132907	8.20984	6.85333	0	
0.050954	7.945	5.77333	0	
0.193011	23.5702	23.68	9	
0.168112	13.5065	8.54	1	
0.309585	12.712	17.2733	5	
0.178447	1.85383	0.993333	0	
0.205111	11.9175	10.2733	1	
0.344271	4.23734	5.19333	2	
0.281263	13.2417	15.6733	1	
0.116462	11.9175	10.3067	0	
0.207617	16.9493	20.54	0	
0.266754	16.6845	12.48	4	
0.208111	12.712	13.0133	0	
0.169455	19.3328	17.7267	1	
0.504323	16.9493	22.62	0	
0.17723	10.0637	10.1933	0	
0.114023	12.9768	13.8133	5	
0.0899972	8.20984	5.46	0	
0.220632	13.2417	14.3333	0	
0.168991	13.2417	10.4867	2	
0.244884	10.0637	12.8267	0	
0.340768	12.4472	16.1667	2	
0.108392	0.7945	1.24	0	
0.204127	10.8582	10.2133	1	
0.188379	12.9768	9.81333	1	
0.202668	20.9218	22.12	3	
0.370466	2.91317	2.26667	0	
0.218237	9.79884	12.0067	1	
0.158033	4.23734	4.4	2	
0.100379	6.356	3.5	0	
0.0460965	7.945	6.34667	1	
0.430763	5.03184	4.12	0	
0.00173611	1.05933	0.32	0	
0.202074	27.5427	31.1667	2	
0.115822	6.88567	5.17333	0	
0.281154	16.4197	16.0467	8	
0.137192	2.91317	2.96667	1	
0.0525987	3.70767	2.82667	0	
0.228758	5.29667	7.10667	0	
0.263085	10.8582	12.5667	4	
0.336014	11.3878	14.4467	5	
0.409974	3.44283	2.28	0	
0.360922	9.00434	8.24667	2	
0.265268	21.4515	22.7	1	
0.148693	28.3372	20.5	0	
0.188131	4.23734	3.44667	0	
0.0442426	2.11867	1.66667	2	
0.134237	3.9725	4.01333	0	
0.0630511	1.05933	1.12	0	
0.123426	11.3878	10.52	1	
0.364526	18.2735	20.4	3	
0.31167	20.657	24.5267	9	
0.261444	5.29667	3.72667	1	
0.272239	18.5383	23.8667	0	
0.0386681	4.50217	3.94667	2	
0.120997	19.5977	18.1333	4	
0.406604	12.1823	13.8133	0	
0.19505	27.2778	29.88	5	
0.308898	7.945	10.2067	2	
0.19786	10.8582	11.6133	3	
0.258703	25.9537	21.6333	0	
0.385409	14.8307	21.5333	0	
0.303655	12.1823	11.24	2	
0.195537	2.64833	1.82667	0	
0.216225	18.2735	12.4733	0	
0.163543	11.3878	12.0733	0	
0.153883	5.5615	4.6	3	
na	0.264833	0.48	0	
0.304055	24.3647	17.56	0	
0.142674	7.41534	8.20667	3	
0.122221	8.20984	9.16667	0	
0.556931	19.5977	19.6533	3	
0.235455	15.6252	16.1	1	
0.214385	19.5977	16.2133	3	
0.213436	6.88567	6.00667	0	
0.214864	3.44283	3.28667	0	
0.0391983	2.91317	2.36	0	
0.138419	20.1273	16.54	0	
0.167523	10.8582	8.82	0	
0.400231	14.0362	9.32667	1	
0.243587	7.68017	5.82667	0	
0.123108	6.356	4.37333	1	
0.378981	15.3603	16.04	3	
0.134577	5.29667	4.09333	0	
0.337838	2.3835	1.39333	1	
0.14715	15.0955	13.1067	6	
0.339448	17.2142	16.7933	2	
0.181729	23.835	23.7667	6	
0.205058	9.00434	9.1	0	
0.0859697	7.68017	6.76	2	
