ZnA[0]	thetaWatt[0]	ThetaTaj[0]	Rm[0]	
0.137454	5.5615	5.36667	0	
0.106083	22.5108	19.0133	0	
0.32567	4.23734	4.61333	1	
0.231062	9.26917	11.8067	2	
0.0417217	2.64833	2.63333	1	
0.276538	3.70767	2.57333	1	
0.210565	29.9262	29.54	0	
0.151956	3.9725	4.24	0	
0.320654	10.5933	11.2333	0	
0.146987	2.11867	2.60667	1	
0.502304	2.3835	1.23333	0	
0.34226	28.602	35.68	4	
0.365701	22.7757	28.2267	1	
0.250584	7.1505	6.58	2	
0.162919	13.2417	10.6667	0	
0.258522	15.0955	15.72	6	
0.302911	28.8668	33.6467	1	
0.242696	12.9768	15.0267	5	
0.375004	27.013	31.04	1	
0.174733	18.8032	17.98	0	
0.26116	12.712	12.7333	0	
0.053904	4.50217	4.56667	0	
0.147672	9.534	7.04667	1	
0.182555	10.5933	9.84667	0	
0.177583	21.4515	12.7933	2	
0.287673	7.68017	6.91333	5	
0.155307	8.20984	8.78	1	
0.0411932	0.7945	0.78	0	
0.262769	18.2735	20.3267	0	
0.134602	9.534	6.9	0	
0.206385	13.5065	14.5267	0	
0.317891	17.2142	22.7267	0	
na	0	0	0	
0.272855	3.9725	4.98	0	
0.162874	12.1823	9.75333	0	
na	0.264833	0.22	0	
0.104708	11.9175	10.9	0	
0.0996021	9.534	8.96	1	
0.0855955	4.23734	2.94667	0	
0.201114	15.3603	14.96	6	
0.239332	11.9175	8.07333	0	
0.443525	19.068	23.4467	1	
0.239505	29.3965	26.9	9	
0.125045	17.2142	16.04	5	
0.12713	28.3372	22.2733	3	
0.312599	6.88567	6.47333	0	
0.0921582	10.0637	9.29333	0	
0.27343	10.5933	9.67333	0	
0.264368	24.3647	14.14	0	
0.359243	32.5745	44.2667	0	
0.0799374	11.123	7.52667	2	
0.0540862	7.68017	4.10667	0	
0.193602	12.712	10.5467	2	
0.124359	10.5933	6.71333	1	
0.258474	6.62084	8.12667	0	
0.180948	9.00434	7.45333	0	
0.121764	18.5383	18.8667	0	
0.341012	27.013	21.5733	3	
0.582888	1.05933	2	1	
0.172919	18.5383	17.0533	7	
0.374949	2.64833	2.91333	0	
0.14602	10.5933	9.70667	5	
0.270022	23.3053	21.0133	2	
0.216576	8.47467	5.9	0	
0.0813944	8.20984	4.73333	1	
0.173357	4.767	4.27333	0	
0.565972	0.7945	0.54	0	
0.0975483	1.32417	1.62667	1	
0.140274	14.5658	11.1733	1	
0.214297	17.2142	17.72	5	
0.302495	14.0362	12.1533	2	
0.165792	2.91317	2.84667	0	
0.252976	3.9725	3.89333	0	
0.183563	15.6252	14.5867	0	
0.264314	10.8582	12.6933	4	
0.238177	24.6295	21.8533	1	
0.129394	4.23734	4.18	1	
0.0387391	4.50217	3.72667	0	
0.305054	9.00434	12.0067	1	
0.328864	29.1317	36.4	6	
0.118172	5.82634	5.02667	0	
0.306271	22.7757	19.54	2	
0.277555	6.88567	7.58667	0	
0.255876	15.3603	15.94	0	
0.340474	23.5702	26.8333	0	
0.312047	6.88567	7.56667	0	
0.176206	1.85383	1.67333	0	
0.356344	19.3328	23.5267	2	
0.418724	17.2142	19.9	0	
0.602273	1.589	0.62	0	
0.247169	23.5702	25.6267	8	
0.3036	16.9493	9.76667	1	
0.363825	14.8307	12.9933	2	
0.395091	5.82634	4.46667	0	
0.119422	4.50217	3.59333	0	
0.343521	14.5658	11.2933	0	
0.256389	14.0362	13.8467	1	
0.125235	21.4515	20.6067	1	
0.287611	11.123	10.4067	0	
0.199475	18.5383	19.6	8	
0.252377	14.5658	17.7067	3	
0.290534	10.0637	8.85333	0	
0.27419	6.62084	5.24667	0	
0.0603552	9.26917	8.25333	0	
0.283984	3.70767	3.09333	1	
0.377664	7.68017	9.34667	1	
0.430747	17.7438	14.3667	6	
0.166652	14.301	14.1933	3	
0.304598	23.0405	29.6467	0	
0.362898	8.7395	9.15333	4	
0.36403	26.4833	30.9533	2	
0.145705	11.123	10.42	1	
0.1736	14.8307	14.72	0	
0.310094	1.05933	1.09333	0	
0.142514	23.0405	19.1867	2	
0.336888	5.29667	3.80667	0	
0.378971	8.47467	12.5867	0	
0.195462	9.26917	10.08	1	
0.0892638	7.1505	5.76	2	
0.212172	14.5658	12.8933	3	
0.1975	16.6845	18.7533	1	
0.00756144	0.529667	0.306667	0	
0.148296	7.68017	5.41333	0	
0.24799	31.2503	22.8467	1	
0.171772	17.479	17.4867	0	
0.311197	9.26917	12.3467	0	
0.167872	19.8625	15.1733	0	
na	0	0	0	
0.295039	6.62084	5.23333	1	
0.0943118	9.79884	7.84667	0	
0.27066	17.7438	15.9	1	
0.332053	18.8032	14.6667	6	
0.251536	12.1823	13.9667	0	
0.225248	30.7207	23.3733	7	
0.0875229	4.50217	4.63333	0	
0.114714	10.0637	9.18	0	
0.190578	20.1273	22.6467	2	
0.103962	16.4197	12.5933	7	
0.402515	5.82634	4.40667	0	
0.370169	26.2185	33.46	2	
0.381866	24.6295	22.8267	1	
0.0883915	11.6527	9.04	0	
0.0277778	0.529667	0.58	0	
0.130418	12.9768	11.0333	0	
0.237826	12.4472	14.34	0	
0.303777	2.91317	2.08	0	
na	0	0	0	
0.419298	5.03184	7.2	1	
0.265989	6.09117	7.55333	0	
0.488316	10.8582	7.08667	0	
0.339726	20.9218	26.9133	6	
0.158877	7.945	6.50667	1	
0.205921	17.7438	20.2533	1	
0.0711144	5.82634	4.73333	0	
0.331074	9.79884	11.8467	0	
0.00308402	2.11867	0.86	1	
0.0955994	14.8307	12.3667	1	
0.191187	21.1867	17.9867	4	
0.155369	23.3053	22.44	1	
0.207015	27.2778	24.8067	7	
0.408514	19.068	27.1667	0	
0.244201	7.1505	7.56667	0	
0.10483	5.29667	3.92	1	
0.0264936	3.44283	2.43333	0	
0.329365	1.589	2.49333	1	
0.167901	15.3603	11.0933	0	
0.254765	16.9493	9.54	1	
0.443235	13.7713	17.7933	0	
0.00422975	1.32417	0.673333	0	
0.0573961	3.178	3.46667	1	
0.110972	6.09117	6.82	4	
0.169344	8.7395	8.86	1	
0.229168	16.4197	18.0733	0	
0.134602	7.1505	5.60667	0	
0.155887	15.0955	15.32	6	
0.192856	8.7395	8.88667	0	
0.386251	15.0955	18.5	7	
0.19891	5.29667	5.9	0	
0.170373	10.5933	9.87333	4	
0.106115	5.5615	4.37333	1	
0.128172	10.0637	6.59333	0	
0.183427	0.7945	0.72	0	
0.129445	9.00434	5.80667	1	
0.0718409	2.11867	1.90667	0	
0.052002	6.09117	5.03333	1	
0.168986	2.11867	1.38	0	
0.215712	9.534	7.7	2	
0.216959	28.3372	26.6133	9	
na	0	0	0	
0.277689	19.8625	20	1	
0.172367	15.89	13.8533	2	
0.28041	4.50217	5.71333	2	
0.268954	14.301	10.6467	0	
0.168354	5.5615	7.01333	0	
0.208242	6.62084	5.66	0	
0.106101	6.88567	6.55333	3	
0.272691	12.712	13.1733	3	
0.178225	18.8032	11.4467	2	
0.298547	5.29667	5.2	3	
0.212714	12.1823	11.8	1	
0.294046	22.246	23.26	0	
0.12067	11.123	9.43333	6	
0.251398	13.7713	17.48	1	
0.221186	11.3878	10.9867	1	
0.402357	35.2228	33.2533	3	
0.149226	27.5427	19.4867	0	
0.23316	6.62084	7.21333	1	
0.103225	2.11867	1.05333	0	
0.63466	50.3184	71.6933	0	
0.10957	6.356	3.82667	0	
0.387737	19.5977	17.1	1	
0.567701	25.1592	10.7667	0	
0.371493	10.8582	10.8133	3	
0.0330729	1.85383	1.92667	0	
0.407908	12.712	14.2	0	
0.374443	10.3285	9.05333	0	
0.305847	1.589	2	1	
0.227322	2.64833	3.11333	0	
0.417473	5.82634	7.50667	2	
0.185408	13.5065	13.1267	4	
0.268345	20.9218	14.98	4	
0.210273	19.8625	22.52	9	
0.273121	12.712	13.0933	1	
0.386998	14.301	17.8533	4	
0.237377	12.1823	15.0067	1	
0.352259	5.82634	3.71333	0	
0.232335	23.0405	24.9	8	
0.269218	23.0405	25.5133	5	
0.10422	14.5658	10.1133	3	
0.275534	25.424	22.7867	2	
0.115536	16.6845	14.7667	0	
0.0656844	4.50217	1.76	0	
0.187809	13.2417	11.64	0	
0.225046	8.47467	10.2933	2	
0.159504	16.1548	16.34	1	
0.182918	5.5615	5.62667	2	
0.163247	12.712	13.4867	1	
0.258004	13.5065	14.68	0	
0.0167052	5.82634	4.24667	0	
0.266131	15.3603	17.6733	2	
0.14008	7.1505	6.9	0	
0.175341	14.0362	10.7067	3	
0.319159	16.1548	18.32	3	
0.240985	9.534	10.12	0	
0.316153	24.0998	30.9867	0	
0.0421536	7.68017	3.66	0	
0.141396	14.301	13.8667	0	
0.16179	17.479	15.96	0	
0.237137	6.09117	6.32667	0	
0.262095	25.1592	30.54	2	
0.270323	6.62084	3.98	1	
0.309346	10.8582	11.6933	0	
0.224399	19.3328	17.52	2	
0.182437	21.4515	24.26	7	
0.225274	21.4515	19.6	6	
0.328105	11.6527	13.7267	5	
0.111318	10.0637	9.46	0	
0.19296	15.0955	12.54	1	
0.190443	6.62084	5.76	2	
na	0	0	0	
0.493486	25.6888	36.6667	1	
0.266452	12.1823	10.3733	3	
0.178996	9.26917	7.34	0	
0.178	6.62084	7.18667	0	
0.283686	14.5658	9.54667	1	
0.140774	7.945	6.98	1	
0.1903	13.2417	9.61333	2	
0.29761	22.5108	27.8733	1	
0.127353	19.068	14.78	0	
0.223258	8.47467	6.77333	0	
0.279433	25.9537	27.1733	1	
0.254088	11.3878	6.95333	0	
0.151972	10.0637	10.6667	0	
0.335014	1.589	1.99333	1	
0.193669	9.26917	8.88	2	
0.0659577	5.29667	4.04	0	
0.270065	10.8582	11.72	8	
0.0504699	1.32417	1.71333	0	
0.132042	5.29667	5.47333	1	
0.404392	16.9493	20.6267	5	
0.257106	5.82634	3.94	0	
0.333201	16.9493	18.7733	5	
0.0416062	7.1505	6.01333	0	
0.493806	28.8668	29.4933	1	
0.299931	15.89	14.5533	1	
0.424905	5.5615	6.66	1	
0.139246	8.20984	7.12	0	
0.197313	8.7395	9.69333	1	
0.0987424	3.44283	2.46667	0	
0.408361	6.88567	8.96667	0	
0.298132	3.9725	5.27333	2	
0.363995	9.00434	9.93333	1	
0.342425	13.5065	13.7133	0	
0.0963416	4.767	4	0	
0.155006	24.0998	28.2533	2	
0.263749	24.8943	23.2467	2	
0.0802261	6.09117	5.35333	1	
0.29267	14.301	14.6533	0	
0.403502	10.5933	14.5867	4	
0.174543	16.4197	17.46	3	
0.182063	7.945	7.76667	3	
0.321503	16.4197	22.2133	0	
0.241101	7.945	5.74	0	
0.408375	19.3328	18.24	1	
0.0427261	7.1505	5.32	2	
0.171103	27.013	19.9267	2	
0.197003	19.5977	18.66	0	
0.178959	17.2142	16.3267	3	
0.306861	2.11867	2.38	1	
na	0	0	0	
0.103598	22.7757	15.3333	0	
0.179686	10.0637	7.94667	0	
0.393066	11.9175	5.99333	0	
0.149611	9.26917	7.31333	0	
0.220076	11.123	10.98	0	
0.463811	26.4833	21.8867	0	
0.214522	20.9218	22.8667	1	
0.237334	9.79884	6.78	0	
0.248095	9.00434	11.1267	0	
0.353613	14.8307	16.24	1	
0.186879	25.424	26.7067	2	
0.312561	23.3053	18.9333	3	
0.150635	7.68017	7.32667	4	
0.505292	5.82634	8.96	1	
0.14114	7.68017	7.09333	2	
0.244813	23.835	29.84	6	
0.251612	12.712	13.76	1	
0.171038	10.0637	9.24667	2	
0.191733	14.0362	13.0467	0	
0.270982	13.7713	12.8933	1	
0.172151	14.8307	10.1267	1	
0.133089	13.7713	12.9333	1	
0.0702569	7.68017	5.34	1	
0.266729	26.2185	30.3933	10	
0.181909	3.70767	3.01333	0	
na	0.264833	0.08	0	
0.156517	6.09117	4.85333	1	
0.120578	9.534	9.38667	0	
0.272219	6.62084	7.09333	0	
0.248266	29.6613	37.3667	0	
0.230505	12.1823	12.9267	3	
0.184647	12.9768	12.6	1	
0.301579	17.7438	17.0133	4	
0.0442488	4.50217	4	0	
0.263194	14.5658	12.46	0	
0.322436	6.88567	6.42667	0	
0.144363	19.5977	19.9133	4	
0.121224	9.79884	8.44667	6	
0.131187	0.7945	1.06	0	
0.157262	10.3285	6.92667	1	
0.159232	19.068	20.7333	0	
0.300041	17.7438	24.2467	1	
0.359885	7.945	9	1	
0.326012	43.9624	55.2333	1	
0.0584416	0.529667	0.846667	1	
0.180024	9.00434	9.8	0	
0.222016	19.8625	20.9067	1	
0.199276	18.2735	13.34	1	
0.0737171	1.32417	1.42667	0	
0.00607639	0.7945	0.493333	0	
0.410544	30.4558	39.52	0	
0.294979	15.0955	15.5867	2	
0.204281	27.2778	25.7933	0	
0.31513	6.356	8.71333	0	
0.168027	21.9812	22.4	1	
0.232719	30.7207	33.08	5	
0.154801	5.5615	4.43333	0	
0.365155	21.1867	26.2467	3	
0.353465	14.5658	11.2267	2	
0.164305	21.4515	15.46	0	
0.404685	6.88567	4.08	0	
0.216335	6.62084	4.88667	2	
0.34761	28.3372	39.7733	2	
0.236932	10.0637	11.9133	1	
0.314084	19.5977	24.2733	0	
0.0726916	6.356	5.07333	0	
0.27581	11.123	12.52	0	
0.326514	19.5977	25.0467	2	
0.187789	6.62084	6.26	2	
0.170222	20.657	17.7933	0	
0.154241	4.50217	5.04667	2	
0.506357	16.9493	16.8867	2	
0.238621	22.246	16.62	2	
0.246792	13.7713	16.0267	6	
0.115042	15.0955	12.5667	0	
0.381928	22.7757	24.86	1	
0.46701	22.5108	27.6733	3	
0.425417	2.3835	2.52667	2	
0.352169	6.88567	8.46	1	
0.180381	16.9493	12.5067	1	
0.239399	16.6845	15.0133	4	
na	0.264833	0.08	0	
0.206083	25.9537	27.3267	0	
0.210996	1.32417	1.75333	0	
0.294101	9.26917	11.5133	4	
na	0	0	0	
0.243673	10.3285	9.68	2	
0.0358995	2.64833	1.92667	0	
0.215376	20.657	22.1	4	
0.301524	11.6527	9.18667	1	
0.00568182	0.529667	0.3	0	
0.291608	23.835	20.9	2	
0.169476	16.4197	14.88	1	
0.147969	9.00434	6.72667	6	
0.219054	7.945	8.65333	0	
0.419093	12.4472	9.91333	1	
0.283058	17.7438	14.3333	0	
0.23228	26.4833	27.5133	0	
0.150565	6.62084	5.93333	0	
0.128898	14.301	8.18	0	
0.109919	3.9725	3.43333	0	
0.172714	9.00434	8.85333	0	
0.345084	12.712	10.3267	0	
0.161732	6.88567	4.21333	0	
0.105474	21.1867	14.52	0	
0.184798	8.47467	6.68667	1	
0.160593	17.2142	13.1067	6	
0.144199	17.479	14.34	3	
0.292004	12.1823	13.88	5	
0.0983328	11.6527	9.22667	0	
0.221603	13.7713	16.2333	9	
0.364306	16.1548	18.2333	3	
0.241193	7.68017	8.44	1	
0.280621	19.3328	17.72	2	
0.148116	18.2735	10.9067	2	
0.219724	23.3053	24.4667	5	
0.132917	7.41534	7.05333	4	
0.550654	1.32417	1.45333	0	
0.277336	15.89	12.6467	0	
0.172235	9.26917	9.58	3	
0.234205	16.1548	15.32	0	
0.14732	12.9768	9.43333	3	
0.219515	7.41534	7.74	1	
0.294103	8.7395	7.97333	0	
0.450863	22.5108	29.3067	0	
0.161128	18.8032	17.84	7	
0.342721	17.479	19.3133	3	
0.0403935	3.70767	2.95333	0	
0.128962	7.41534	6.12	0	
0.319968	2.91317	3.15333	0	
0.126916	20.657	17.66	3	
0.256897	12.1823	14.74	2	
0.199852	11.3878	11.62	0	
0.410482	15.3603	16.7333	0	
0.228695	20.3922	23.7333	1	
0.0604387	9.79884	6.85333	0	
0.06856	2.64833	2.82667	2	
0.155079	12.712	12.34	1	
0.256881	21.1867	23.64	4	
0.311632	9.26917	9.03333	0	
0.180307	14.8307	13.9533	4	
0.110166	16.9493	9.86	1	
0.276602	19.5977	20.6	2	
0.128405	9.79884	8.98667	0	
0.218683	12.4472	9.96667	1	
0.324827	18.5383	17.5	4	
0.109642	6.09117	4.77333	0	
0.239086	17.7438	15.6067	2	
0.243757	27.5427	29.8133	1	
0.134632	18.5383	17.14	0	
0.25291	20.3922	21.6533	0	
0.201236	10.8582	11.72	0	
0.036962	6.62084	4.62	2	
0.367371	36.0173	50.72	0	
0.208441	6.356	7.84667	0	
0.21067	11.9175	13.52	1	
0.234871	1.589	1.59333	0	
0.321538	11.9175	15.1267	1	
0.517684	18.8032	26.56	0	
0.232406	6.62084	6.4	0	
0.251774	2.3835	0.793333	0	
0.0681132	4.50217	3.50667	0	
0.428377	1.589	1.33333	0	
0.221253	9.00434	8.18667	0	
0.236465	8.47467	6.07333	0	
0.126121	5.29667	3.85333	1	
0.193685	23.3053	26.7467	0	
0.0339314	1.589	1.77333	0	
0.136873	6.356	6.44	2	
0.212685	6.09117	4.92667	0	
0.195377	18.8032	13.3867	1	
0.176764	9.00434	9.22667	1	
0.120094	16.1548	12.92	2	
0.0703002	6.09117	6.30667	1	
0.212493	15.0955	17.88	9	
0.199077	14.0362	9.93333	3	
0.462075	33.8987	50.3467	0	
0.268736	2.3835	2	0	
0.104226	7.68017	7.82	0	
0.380049	9.00434	11.2733	1	
0.360119	2.11867	2.1	0	
0.16001	13.7713	12.9933	1	
0.260957	5.03184	4.63333	0	
0.318036	6.09117	8.71333	0	
0.134153	6.09117	4.08	3	
na	0.264833	0.22	0	
0.136621	19.068	17.9067	0	
0.0209196	1.589	1.20667	0	
0.222824	5.03184	4.18667	0	
0.181069	31.2503	32.2533	0	
0.109335	19.3328	14.92	0	
0.257086	17.2142	21.0333	0	
0.455303	21.1867	23.86	0	
0.335151	4.23734	4.47333	0	
0.141101	13.5065	11.7733	2	
0.269929	5.29667	4.33333	0	
0.00375798	2.3835	0.993333	0	
0.0221088	0.7945	0.64	0	
0.194335	10.8582	9.6	3	
0.196388	3.9725	3.70667	0	
0.00756144	0.529667	0.306667	0	
0.166799	22.246	16.5933	3	
0.302776	15.3603	17.7933	1	
0.155539	10.5933	10.3133	3	
0.194708	27.2778	24.1267	10	
0.153821	7.68017	3.48667	1	
0.266569	17.479	14.52	0	
0.272648	24.0998	16.0933	2	
0.231429	15.89	10.2133	0	
0.190987	15.3603	9.83333	1	
0.569056	36.547	51.2667	3	
0.244862	20.1273	24.3	1	
0.202941	8.47467	8.8	0	
0.349884	15.3603	20.98	1	
0.248406	4.50217	5.59333	2	
0.162988	11.123	11.32	0	
0.0856742	17.2142	11.56	0	
0.392457	2.91317	2.39333	1	
0.124277	4.23734	3.48667	0	
0.175065	7.1505	6.94	0	
0.316904	31.2503	41.6067	3	
0.429211	16.6845	23.4	1	
0.0548476	1.589	1.86	1	
0.232641	8.7395	8.45333	2	
0.0829937	9.26917	6.27333	0	
0.139427	18.5383	14.66	2	
0.281022	3.44283	2.45333	0	
0.175824	0.529667	0.8	0	
0.208262	16.9493	14.1667	2	
0.0897251	3.70767	2.56667	0	
0.319869	15.3603	19.3467	0	
0.250565	8.47467	9.03333	0	
0.218961	9.79884	7.56667	0	
0.203964	13.2417	12.02	1	
0.212103	17.479	19.44	1	
0.6633	3.178	4.96	0	
0.00901484	1.32417	0.873333	0	
0.125867	15.6252	14.8933	0	
1	1.85383	1.96	0	
0.14278	9.534	10.8933	0	
0.553265	14.5658	22.9533	1	
0.467882	3.70767	4.9	0	
0.187589	0.7945	1.02	0	
0.146218	14.301	10.9333	1	
0.280991	20.1273	25.46	0	
0.386337	9.00434	10.0333	2	
0.43358	26.2185	34.3933	1	
0.0695946	3.70767	3.36	0	
0.254239	1.589	1.76	1	
0.278474	16.9493	15.2333	2	
0.222427	5.03184	5.38	0	
0.20978	9.00434	9.26	0	
na	0.264833	0.153333	0	
na	0	0	0	
0.246787	5.03184	6.84	3	
0.28733	15.0955	18.42	3	
0.275478	23.0405	26.1	1	
0.201277	11.9175	12.1733	1	
0.215044	1.32417	1.54	0	
0.226055	19.068	12.98	3	
0.13744	6.62084	5.55333	0	
0.112105	22.246	21.08	0	
0.149011	6.356	5.90667	1	
0.160948	18.0087	16.7333	5	
0.124921	6.62084	7.63333	0	
0.376497	26.2185	32.36	3	
0.0110367	1.85383	1.2	1	
0.149964	8.20984	6.59333	0	
0.256259	8.47467	8.84667	1	
0.137245	7.68017	7.64667	0	
0.234825	12.9768	14.5067	2	
na	0.264833	0.153333	0	
0.241021	24.3647	28.72	1	
0.335143	28.8668	17.8933	2	
0.156883	10.8582	9.31333	0	
0.380271	7.945	3.09333	1	
0.468609	20.657	22.3867	2	
0.155886	16.4197	16.4533	0	
0.16633	14.0362	10.54	1	
0.240098	4.767	4.62667	0	
0.144528	14.301	15.5133	8	
0.175575	4.23734	3.85333	0	
0.25549	7.1505	3.29333	0	
0.27488	12.712	13.8	4	
0.35963	6.88567	7.70667	0	
0.0957594	7.1505	4.68	0	
0.169475	14.0362	13.64	1	
0.465249	5.03184	6.74667	1	
0.270505	7.41534	8.76667	2	
0.227348	5.03184	5.28667	0	
0.16491	7.1505	7.7	0	
0.208238	12.4472	7.64	1	
0.231983	9.79884	9.1	0	
0.189171	15.0955	16.6667	2	
0.454071	5.29667	7.43333	3	
0.184011	9.534	9.66	0	
0.202518	12.712	15.8267	5	
na	0.264833	0.5	0	
0.153739	20.9218	20.6067	1	
0.0277103	1.32417	1.34667	1	
0.266759	19.8625	11.8133	0	
0.383681	0.7945	1.1	0	
0.278687	0.7945	0.84	0	
0.297216	18.5383	15.5133	1	
0.176747	15.6252	15.66	0	
0.147675	18.2735	17.6667	8	
0.0936806	11.123	10.4467	1	
0.0806818	5.82634	5.36667	0	
0.370677	5.5615	6.71333	1	
0.158601	25.9537	24.2333	8	
0.117327	4.767	2.88	0	
0.776583	2.91317	4.5	1	
0.264867	16.4197	19.04	0	
0.162039	10.0637	9.40667	3	
0.312653	21.7163	22.7133	4	
0.311771	3.9725	2.65333	1	
0.436254	7.1505	9.75333	2	
0.235721	14.0362	12.6467	2	
0.219817	10.0637	13.02	1	
0.262908	11.123	11.22	3	
0.307788	23.5702	28.38	1	
0.178839	9.00434	7.34667	0	
0.322858	6.356	7.78	2	
0.302794	30.9855	25.5933	0	
0.108568	7.68017	6.16667	1	
0.273256	10.0637	11.02	0	
0.0499614	1.05933	0.72	0	
0.145755	9.26917	9.98	2	
0.115027	4.23734	3.44	0	
0.185434	20.9218	20.06	0	
0.0535625	1.32417	1.10667	0	
0.259384	16.4197	9.44667	0	
0.192362	24.8943	27.84	1	
0.128607	8.47467	8.02	4	
0.518141	0.7945	0.84	0	
0.155035	11.9175	11.5733	3	
0.286708	10.8582	11.0133	4	
0.33118	20.1273	17.6067	3	
0.335931	10.8582	11.5267	0	
0.379115	10.3285	12.1067	0	
0.235865	7.945	9.62667	1	
0.14065	8.7395	9.42	1	
0.106991	11.6527	10.16	0	
0.114433	6.62084	4.92667	0	
na	0.264833	0.153333	0	
0.134797	2.91317	1.86	0	
0.253038	1.85383	1.52667	0	
0.263766	19.8625	13.7867	1	
0.295587	23.0405	24.7267	2	
0.311983	19.068	19.16	1	
0.480932	12.712	19.6667	1	
0.314322	12.1823	12.7067	1	
0.112682	2.3835	2.96	2	
0.252596	5.29667	3.8	1	
0.313259	24.6295	25.46	4	
0.304893	28.0723	32.5733	1	
0.292918	21.4515	22.7533	5	
0.0625	0.529667	0.58	0	
0.138966	11.9175	11.3133	0	
0.100135	12.1823	7.46667	1	
0.162312	6.356	6.31333	0	
0.154346	12.4472	9.70667	0	
0.4713	35.7525	29.74	2	
0.350056	3.44283	4.56667	0	
0.357461	24.8943	28.24	0	
0.159451	21.1867	17.0333	7	
0.198223	2.91317	2.40667	0	
0.230862	9.79884	6.66667	0	
0.187735	25.1592	21.98	3	
0.204581	2.91317	2.94	2	
na	0.264833	0.48	0	
0.0875778	9.79884	6.8	0	
0.40338	27.2778	38.6667	1	
0.00173611	0.529667	0.16	0	
0.148033	11.123	9.13333	0	
0.155621	20.9218	19.9867	5	
0.298513	33.1042	39.64	4	
0.214065	3.9725	5.03333	0	
0.306458	14.0362	8.08667	2	
0.229043	7.41534	7.24667	0	
0.118127	5.03184	3.94	1	
0.185134	16.6845	12.4867	1	
0.189642	19.068	17.4	0	
0.275549	7.68017	6.32667	0	
0.140367	5.82634	5.02	2	
0.242278	21.4515	23.3333	11	
0.327769	16.6845	16.2133	5	
0.270323	14.8307	13.96	5	
0.253003	22.7757	29.36	0	
0.134277	7.41534	7.05333	1	
0.212062	3.44283	1.72667	0	
0.0808242	8.20984	6.97333	0	
0.174474	2.11867	2.18	0	
0.0762548	5.03184	3.81333	1	
0.187165	5.82634	6.56667	0	
0.270948	11.3878	12.1867	2	
0.293124	5.5615	5.74667	2	
0.175945	24.8943	26.02	0	
0.587815	13.2417	15.9	1	
0.116765	19.8625	15.5467	1	
0.578931	15.0955	21.1267	0	
0.248299	12.1823	9.33333	1	
0.245618	9.79884	9.24667	2	
na	0	0	0	
0.268508	16.1548	14.0867	6	
0.0607294	15.6252	11.3667	0	
0.152642	21.4515	21.6933	1	
0.0340307	2.91317	2.23333	0	
0.152107	5.03184	4.72	0	
0.234251	19.8625	19.36	5	
0.254	16.4197	7.82	0	
0.0654798	18.8032	14.6	0	
0.464841	2.3835	3.28667	0	
0.242053	15.3603	17.8467	4	
0.290466	16.4197	19.5467	5	
0.286707	16.1548	18.1467	4	
0.519798	15.6252	16.9	0	
0.065778	0.7945	0.82	0	
0.286394	30.9855	17.04	3	
0.21907	13.2417	14.2067	1	
0.218331	12.4472	13.5667	1	
0.30519	9.79884	11.42	0	
0.267586	15.0955	15.0733	0	
0.344512	11.9175	14.18	1	
0.0958441	10.3285	7.52667	0	
0.0872644	4.767	3.34667	1	
0.260848	15.6252	17.9067	7	
0.223056	29.9262	35.16	0	
0.578645	9.534	7.1	0	
0.0262218	2.11867	2.24667	2	
0.307403	12.712	11.8	3	
0.358688	12.4472	15.8733	1	
0.395885	10.8582	15.9933	1	
0.0131579	0.7945	0.54	0	
0.155455	12.9768	7.6	3	
0.21183	8.7395	5.73333	1	
0.24845	29.1317	26.78	1	
0.314935	15.3603	16.6333	6	
0.489898	9.534	5.25333	1	
0.0190899	2.11867	1.88	0	
0.306064	13.5065	17.6667	2	
0.139459	8.47467	6.54	0	
0.137842	13.2417	10.9667	2	
0.216419	2.3835	1.82	0	
0.212586	16.1548	13.6	1	
0.248192	27.8075	33.38	1	
0.188823	7.41534	5.12	1	
0.143946	2.3835	2.16	1	
0.198987	24.3647	26.8867	6	
0.129992	8.7395	9.80667	3	
0.173257	18.5383	19.4533	1	
0.13108	5.5615	5.36667	0	
0.228672	15.6252	15.98	4	
0.212068	17.479	10.4	1	
0.157682	10.8582	7.45333	0	
0.209627	15.3603	17.4133	0	
0.195984	14.0362	15.42	0	
0.268686	9.79884	9.56667	0	
0.187968	7.1505	5.74	0	
0.195605	15.89	18.58	5	
0.213515	3.178	3.02667	0	
0.173735	14.8307	16.1667	0	
0.182342	11.9175	8.65333	1	
0.368331	7.945	8.86	2	
0.340448	1.05933	1.06667	0	
0.170526	18.2735	17.2133	7	
0.159514	6.09117	4.78667	0	
0.164186	2.91317	2.84	0	
0.0573874	1.85383	1.88667	2	
0.0910848	3.70767	1.96667	0	
0.273405	10.0637	12.2533	0	
0.0794645	5.29667	4.35333	1	
0.320161	25.1592	27.3933	3	
0.225001	20.657	12.7533	3	
0.250766	12.1823	6.56	0	
0.22236	25.1592	29.96	3	
0.238057	12.4472	12.12	2	
0.274052	10.8582	13.06	3	
0.21171	7.41534	8.91333	2	
0.426989	9.79884	11.8133	0	
0.206916	2.91317	2.47333	0	
0.3165	19.5977	24.8533	6	
0.153214	12.1823	11.34	4	
0.2624	19.8625	21.9867	1	
0.212363	17.7438	19.5667	6	
0.232776	20.9218	19.9733	7	
0.139709	12.712	10.3933	0	
0.125143	6.62084	6.64	2	
0.0727873	2.3835	1.86667	0	
0.566123	2.91317	3.87333	0	
