mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:32:31 2008 

Input data from the file: ex03.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 7864

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             20
Thetaw:                5
No_rec_males:          0
Recombination:         10
Nintn:                 3
Iflogistic:            1
Ts:                    0.025
Nrec:                  1 0.1 2
Npast:                 0.1 0.1 2
Tpast:                 0.05 0.01 1


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
2.31132	8.43709	0.933883	1.55311	1.01621	1.72727	-0.178947	0.8125	0.823529	0.869686	na	0.2	0.573684	0.222836	17	0	0	4.79178	7.75263	7.93158	0.957651	-0.0591765	0.6	0.6	0	2	7.84211	1.95539	0.455	na	1.54786	
1.94733	11.2619	0.997485	1.48789	1.37238	1.89892	-2.09474	0.76	0.884615	0.836343	na	0.2	0.710526	0.207401	26	0	0	7.32861	11.0053	13.1	0.777534	-0.477451	0.4	0.4	1	2	12.0526	2.15451	0.325	na	0.726925	
0.841009	5.29201	1.31489	1.36697	1.51558	1.57645	3.57895	0.354839	0.53125	0.532833	na	0.35	0.810526	0.168189	32	0	0	9.01983	10.9474	7.36842	0.331202	0.676246	0.3	0.35	1	2	9.15789	0.0529154	0.23	na	0.639423	
1.29448	6.25729	0.782489	1.08462	1.16281	1.46128	-0.884211	0.263158	0.35	0.466816	na	0.25	0.752632	0.184369	20	0	0	5.63739	7.55789	8.44211	0.527989	-0.254113	0.4	0.4	2	2	8	1.33302	0.285	na	0.396936	
-1.36985	1.02676	0.346103	-0.167848	0.314762	-0.231904	-5.36842	0.625	0.666667	0.627193	na	0.2	0.363158	0.0808732	9	0	0	2.53683	1.52632	6.89474	-0.61736	-2.99093	0.8	0.85	0	2	4.21053	1.71339	0.655	na	3.27586	
2.29462	13.6887	1.49034	2.01387	1.73148	2.33964	-1.02105	0.645161	0.71875	0.687714	na	0.2	0.647368	0.221651	32	0	0	9.01983	14.2789	15.3	0.903656	-0.192929	0.5	0.5	0	1	14.7895	2.21127	0.385	na	0.630299	
2.18427	7.75514	1.24882	1.77639	1.42572	2.04012	-1.8	0.555556	0.678571	0.645292	na	0.3	0.805263	0.216525	28	0	0	7.89235	12.3105	14.1105	0.867611	-0.383858	0.35	0.5	1	2	13.2105	2.28073	0.235	na	0.406156	
-0.44626	2.95737	1.2105	0.843811	1.33991	0.935811	-4.06316	0.8	0.8125	0.801832	na	0.25	0.626316	0.121653	16	0	0	4.50991	3.96842	8.03158	-0.186085	-1.41491	0.6	0.7	0	1	6	1.00096	0.405	na	2.77188	
2.25396	9.31982	1.42066	1.94016	1.62993	2.23187	-1.56842	0.84	0.884615	0.899826	na	0.25	0.652632	0.221009	26	0	0	7.32861	11.5842	13.1526	0.899969	-0.357489	0.55	0.6	1	1	12.3684	2.29853	0.38	na	0.690595	
2.31043	5.09361	1.26806	1.82848	1.41714	2.06092	-1.30526	0.647059	0.777778	0.753073	na	0.3	0.8	0.225034	18	0	0	5.07365	8.18947	9.49474	0.951787	-0.410974	0.35	0.6	1	1	8.84211	2.31053	0.24	na	0.244216	
1.59148	4.36512	1.28382	1.60097	1.47314	1.84334	0.515789	0.448276	0.6	0.540052	na	0.4	0.836842	0.195081	30	0	0	8.45609	11.8895	11.3737	0.629276	0.103346	0.35	0.35	1	2	11.6316	1.28529	0.205	na	0.084108	
-0.341447	6.84542	-0.0735619	-0.179027	0.31302	0.114373	-18.4526	0.414634	0.595238	0.60928	na	0.3	0.631579	0.123294	42	0	0	11.8385	10.8263	29.2789	-0.132514	-2.71453	0.6	0.6	4	10	20.0526	2.48977	0.4	na	0.36947	
2.15543	15.1669	1.68996	2.13056	1.99182	2.501	-1.16842	0.486486	0.552632	0.634973	na	0.2	0.731579	0.217382	38	0	0	10.711	16.5211	17.6895	0.840684	-0.18858	0.45	0.45	0	0	17.1053	2.11474	0.305	na	0.544759	
3.16536	10.7886	1.63871	2.4335	1.89888	2.81738	0.0210526	0.846154	0.888889	0.903986	na	0.25	0.805263	0.255556	27	0	0	7.61048	13.8	13.7789	1.26047	0.00463886	0.3	0.45	1	0	13.7895	2.73135	0.235	na	0.724638	
1.04151	2.18739	0.241396	0.551751	0.194659	0.559164	-0.557895	0.4	0.5	0.511076	na	0.35	0.742105	0.169778	16	0	0	4.50991	5.77368	6.33158	0.434298	-0.194275	0.4	0.45	0	4	6.05263	1.03632	0.295	na	0.346399	
2.51948	10.6716	1.60158	2.17718	1.83438	2.49656	0.452632	0.666667	0.772727	0.791856	na	0.2	0.710526	0.233612	22	0	0	6.20113	10.2789	9.82632	1.01917	0.119662	0.45	0.45	1	0	10.0526	2.01332	0.325	na	0.486431	
-0.998344	3.29636	1.17706	0.630373	1.29573	0.691718	-6.04211	0.857143	0.866667	0.897471	na	0.2	0.621053	0.100529	15	0	0	4.22804	3.08421	9.12632	-0.419287	-2.22206	0.45	0.9	0	1	6.10526	1.32476	0.41	na	3.56655	
-0.0378498	2.38365	-0.731001	-0.611588	-0.993893	-0.827919	0.789474	0.111111	0.214286	0.207533	na	0.4	0.826316	0.132105	28	0	0	7.89235	7.81579	7.02632	-0.0150343	0.168359	0.35	0.4	4	12	7.42105	-0.202118	0.215	na	0.127946	
1.49757	6.81914	1.33686	1.60939	1.51155	1.8286	-3.09474	0.25	0.380952	0.421987	na	0.25	0.694737	0.194137	21	0	0	5.91926	8.24211	11.3368	0.608192	-0.852273	0.45	0.45	1	1	9.78947	2.10021	0.34	na	0.606641	
2.19448	6.99673	1.29302	1.81038	1.45111	2.04687	1.13684	0.5	0.631579	0.635026	na	0.25	0.742105	0.220382	19	0	0	5.35552	8.46316	7.32632	0.899324	0.34161	0.4	0.4	0	1	7.89474	1.49208	0.295	na	0.590796	
0.818118	2.80034	0.116141	0.369263	0.558207	0.766026	-2.15789	0.2	0.272727	0.39483	na	0.25	0.731579	0.170505	11	0	0	3.10057	3.81579	5.97368	0.357511	-1.02497	0.4	0.4	1	2	4.89474	1.59311	0.305	na	0.524138	
1.91713	12.2931	0.376306	0.974313	0.907539	1.52198	-4.78947	0.552632	0.589744	0.684922	na	0.25	0.742105	0.203611	39	0	0	10.9929	16.2895	21.0789	0.746739	-0.754676	0.4	0.5	0	6	18.6842	2.48703	0.295	na	0.92084	
2.28277	10.7151	1.37414	1.91018	1.56373	2.18344	1.4	0.545455	0.652174	0.671756	na	0.2	0.657895	0.222627	23	0	0	6.483	10.3316	8.93158	0.920052	0.355879	0.45	0.45	1	1	9.63158	1.5877	0.375	na	0.580744	
0.984362	4.89734	1.45868	1.53412	1.68497	1.77207	2.56842	0.535714	0.724138	0.66411	na	0.35	0.773684	0.174844	29	0	0	8.17422	10.2316	7.66316	0.390079	0.530655	0.45	0.55	1	1	8.94737	0.321978	0.265	na	0.195473	
-1.72331	-2.74926	-2.38573	-2.53502	-2.57898	-2.74752	0.284211	0	0	0.00277008	na	0.2	0.284211	0.119024	3	0	0	0.845609	0.3	0.0157895	-1	0.347472	0.85	0.9	0	3	0.157895	-1.42001	0.73	na	3.33333	
2.36326	5.97688	1.22959	1.82188	1.39986	2.08886	0.0421053	0.461538	0.518519	0.639101	na	0.35	0.831579	0.223084	27	0	0	7.61048	12.2316	12.1895	0.941069	0.00927773	0.3	0.35	2	2	12.2105	2.03339	0.21	na	0.490534	
2.5732	15.5233	1.63871	2.22932	1.89888	2.58099	-1.66316	0.923077	0.925926	0.927679	na	0.15	0.594737	0.234113	27	0	0	7.61048	12.6421	14.3053	1.02467	-0.36647	0.55	0.65	0	0	13.4737	2.59176	0.435	na	1.97752	
0.855183	7.05736	1.15612	1.24237	1.33456	1.43586	-5.67368	0.414634	0.452381	0.508575	na	0.35	0.710526	0.166626	42	0	0	11.8385	14.3737	20.0474	0.331891	-0.834645	0.5	0.55	0	4	17.2105	1.6283	0.325	na	0.347858	
1.20021	6.48524	1.68269	1.79247	1.97833	2.09991	4.54737	0.285714	0.416667	0.408068	na	0.35	0.878947	0.183626	36	0	0	10.1473	13.2211	8.67368	0.469467	0.771413	0.25	0.3	3	0	10.9474	0.277253	0.165	na	0.226911	
1.01348	2.08154	0.574313	0.819563	0.857282	1.10539	-0.252632	0.28	0.461538	0.430464	na	0.45	0.857895	0.170249	26	0	0	7.32861	9.24211	9.49474	0.404663	-0.057582	0.3	0.3	3	4	9.36842	0.930307	0.185	na	0.1082	
0.222352	6.89971	-1.32495	-1.00809	-0.0260473	0.0676915	-11.8421	0.666667	0.714286	0.676824	na	0.25	0.663158	0.158481	28	0	0	7.89235	8.34211	20.1842	0.08832	-2.52538	0.45	0.5	0	8	14.2632	2.73215	0.37	na	1.31861	
0.123475	-0.82139	1.05083	0.903012	1.18376	1.01746	-5.29474	0.333333	0.392857	0.486074	na	0.6	0.926316	0.140617	28	0	0	7.89235	8.14211	13.4368	0.0490454	-1.12913	0.2	0.25	2	3	10.7895	1.24245	0.12	na	0.368455	
1.48659	5.76043	1.25433	1.54214	1.45284	1.78978	1.88421	0.236842	0.333333	0.365948	na	0.4	0.821053	0.189964	39	0	0	10.9929	15.1	13.2158	0.579041	0.296895	0.35	0.35	5	3	14.1579	1.02342	0.22	na	0.198675	
