mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:58:05 2008 

Input data from the file: ex17.txt

Print_neuttest:        1
Print_matrixpol:       0
Mhits:                 1
Dist_out:              8.000000
Mhratio_sv:            2
Seed2:                 2871
N_iterations:          100
Seed1:                 1121

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             30
Range_thetant:         1
Thetant_min:           0.000500
Thetant_max:           0.010000
Mutations:             20
Sfix_allthetas:        1
Method_samp:           1
No_rec_males:          0
Ifgammar:              1
Alpha_gammar:          1
P_gammar:              1
Correct_gammar:        10
Rm:                    2
Nhapl:                 0
Rmfix:                 1
Method_samp:           1

REJECTION ALGORITHM OF TAVARE et al. 1997. Fix S and screening all probable thetas.  Rejection algorithm n. 2.
REJECTION ALGORITHM. Fix Rm (and optionally nhapl) and screening all probable R.

Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
0.53144	-0.36366	0.381243	0.50442	0.375274	0.517982	-2.36322	0.157895	0.25	0.29816	na	0.4	0.894253	0.13983	20	0	0	5.0484	5.81839	8.18161	0.207263	-0.725465	0.233333	0.433333	2	4	7	1.12438	0.135556	na	0.171869	
0.149061	-3.07214	0.693103	0.611067	0.733224	0.645022	1.97701	0.0526316	0.1	0.091926	na	0.5	0.912644	0.128147	20	0	0	5.0484	5.26437	3.28736	0.0581339	0.606907	0.266667	0.266667	2	3	4.27586	-0.445082	0.117778	na	0.189956	
0.164927	-1.44226	0.0693824	0.117341	0.0173236	0.0818556	0.781609	0.0526316	0.1	0.211269	na	0.433333	0.910345	0.125245	20	0	0	5.0484	5.28736	4.50575	0.0643218	0.23994	0.233333	0.3	2	5	4.89655	-0.0874828	0.12	na	0.18913	
0.439415	-1.14002	0.0693824	0.220127	0.375274	0.480001	0.542529	0.157895	0.3	0.279343	na	0.433333	0.908046	0.1357	20	0	0	5.0484	5.68506	5.14253	0.171373	0.166546	0.233333	0.3	2	4	5.41379	0.210517	0.122222	na	0.351799	
0.931273	-0.662785	0.381243	0.654142	0.375274	0.683003	2.10575	0.263158	0.4	0.327355	na	0.433333	0.908046	0.154755	20	0	0	5.0484	6.3977	4.29195	0.363198	0.646426	0.2	0.233333	2	4	5.34483	0.170783	0.122222	na	0.156306	
1.15182	0.19166	1.31682	1.48623	1.44912	1.6286	0.468966	0.210526	0.3	0.37429	na	0.4	0.903448	0.166506	20	0	0	5.0484	6.71724	6.24828	0.44921	0.143964	0.233333	0.233333	2	1	6.48276	0.826383	0.126667	na	0.148871	
-0.39833	-3.99972	0.693103	0.406091	0.733224	0.419101	-8.22989	0.0526316	0.1	0.102978	na	0.5	0.926437	0.10783	20	0	0	5.0484	4.47126	12.7011	-0.155349	-2.52643	0.2	0.3	2	3	8.58621	2.03825	0.104444	na	0.22365	
-1.5058	-3.44397	-1.17806	-1.50762	-1.41448	-1.74713	-0.68046	0.105263	0.2	0.160133	na	0.4	0.829885	0.0688194	20	0	0	5.0484	2.86667	3.54713	-0.587266	-0.208889	0.4	0.466667	2	9	3.2069	-1.06095	0.197778	na	0.348837	
-0.0524425	-0.976749	0.381243	0.285778	0.375274	0.276999	-1.43448	0.105263	0.2	0.253187	na	0.4	0.882759	0.118865	20	0	0	5.0484	4.97241	6.4069	-0.0204527	-0.44036	0.266667	0.333333	2	4	5.68966	0.36945	0.146667	na	0.402219	
1.24701	0.270861	0.0693824	0.522541	0.0173236	0.52846	1.02069	0.263158	0.35	0.313145	na	0.4	0.878161	0.164614	20	0	0	5.0484	6.85517	5.83448	0.486338	0.313333	0.3	0.333333	2	5	6.34483	0.746916	0.151111	na	0.145875	
