ZnA[0]	ZnA[1]	ZnA[2]	ZnA[3]	
0.0805257	0.209877	0.071231	0.0706612	
0.0425815	0.148501	0.101539	0.129132	
0.0830301	0.0767747	0.142068	0.387534	
0.0545261	0.315697	0.120698	0.268595	
0.290809	0.0493827	0.094323	0.0614325	
0.0343176	0.166049	0.0652654	0.47396	
0.0749146	0.359347	0.0599114	0.305527	
0.135093	0.0493827	0.0370931	0.319421	
0.0559991	0.297068	0.0672698	0.188159	
0.108562	0.15679	0.167322	0.257886	
0.101047	0.353616	0.350482	0.216773	
0.099115	0.535714	0.061303	0.177883	
0.0603369	0.392306	0.0585125	0.21567	
0.0880395	0.181768	0.122976	0.104692	
0.0138306	0.111111	0.0795553	0.200993	
0.0620707	0.108907	0.0312575	0.320567	
0.0380277	0.234568	0.0809268	0.222993	
0.266651	0.300617	0.117716	0.243251	
0.00684784	0.155864	0.25694	0.111157	
0.0539307	0.214506	0.307367	0.145946	
0.085514	0.90625	0.134456	0.256818	
0.0791721	0.283951	0.0918818	0.332355	
0.179284	0.0216049	0.0850695	0.0392562	
0.00632694	0.132716	0.0658688	0.330638	
0.196837	0.177425	0.130987	0.293275	
0.0605566	0.0684524	0.168	0.193629	
0.0412696	0.0972222	0.14509	0.208316	
0.100377	0.0518519	0.088786	0.34123	
0.237612	0.525926	0.127845	0.160575	
0.0399728	0.171296	0.117655	0.262483	
0.0279726	0.250617	0.189387	0.30825	
0.0637332	0.320459	0.0984146	0.156309	
0.22205	0.177249	0.130527	0.215171	
0.00441407	0.33879	0.0578486	0.243199	
0.0960096	0.540785	0.0897839	0.390702	
0.0671835	0.0524691	0.0611201	0.186177	
0.076004	0.37963	0.0487789	0.140017	
0.104615	0.260802	0.101938	0.390826	
0.0869707	0.220018	0.145195	0.141622	
0.0990346	0.435185	0.0348389	0.10489	
0.0893832	0.126764	0.0673473	0.158454	
0.253324	0.0697531	0.149642	0.0880165	
0.059071	0.17554	0.0666522	0.291322	
0.0653525	1	0.050436	0.215024	
0.179029	0.162169	0.0698317	0.152261	
0.0688683	0.0984568	0.0794948	0.0887643	
0.143582	0.17554	0.216869	0.225041	
0.0928598	0.466711	0.100536	0.10109	
0.0913845	0.155864	0.0881521	0.189974	
0.25696	0.140527	0.0791669	0.102607	
0.132425	0.157407	0.142696	0.15854	
0.0374864	0.358466	0.0699739	0.211726	
0.250342	0.146384	0.150839	0.084573	
0.0557312	0.340829	0.0351342	0.122696	
0.135063	0.185185	0.015909	0.445002	
0.0901842	0.187169	0.0969419	0.118595	
0.0812399	0.283447	0.0729825	0.428822	
0.134477	0.154321	0.114941	0.217924	
0.057655	0.140432	0.0957997	0.11222	
0.107734	0.490741	0.134196	0.374513	
0.0213844	0.25463	0.203988	0.071008	
0.0671418	0.157407	0.051405	0.220381	
0.17841	0.621164	0.0613495	0.254604	
0.0836691	0.569753	0.0694998	0.13859	
0.0485026	0.385802	0.0498948	0.51191	
0.143827	0.123457	0.0620239	0.0746556	
0.0440904	0.273898	0.0945617	0.0525261	
0.141494	0.153219	0.0654098	0.156543	
0.0261932	0.383333	0.0872958	0.143964	
0.120585	0.151235	0.15108	0.31464	
0.0363186	0.135802	0.16852	0.0382527	
0.0840835	0.216711	0.069481	0.16374	
0.0127543	0.068287	0.131963	0.154644	
0.0763296	0.149603	0.0202593	0.226843	
0.186132	0.130864	0.0748156	0.27941	
0.204521	0.126984	0.116866	0.118543	
0.18822	0.145503	0.170246	0.330557	
0.179945	0.388889	0.196516	0.172039	
0.0103735	0.303704	0.118185	0.0742424	
0.0058408	0.121252	0.106005	0.247727	
0.097691	0.462963	0.182845	0.0426309	
0.070951	0.359568	0.123118	0.119063	
0.328409	0.141093	0.115237	0.219425	
0.0731408	0.142416	0.0970187	0.223145	
0.0425338	0.209877	0.0900411	0.121782	
0.0450543	0.0200617	0.106272	0.210141	
0.0348502	0.494268	0.0585133	0.329532	
0.0313898	0.0818673	0.0728724	0.225631	
0.0621583	0.158069	0.10341	0.137603	
0.0032054	0.422134	0.0802293	0.210744	
0.18226	0.111111	0.140269	0.0626722	
0.031766	0.287125	0.378248	0.170282	
0.346093	0.616567	0.10563	0.132519	
0.135651	0.0712522	0.109659	0.164745	
0.403366	0.356481	0.166593	0.0721074	
0.19764	0.583333	0.0590125	0.365124	
0.0934597	0.187831	0.119176	0.130386	
0.0376438	0.270062	0.061415	0.170297	
0.0644194	0.274691	0.063155	0.208469	
0.0857477	0.149746	0.0955073	0.116573	
0.124319	0.135141	0.0328031	0.443698	
0.0802331	0.117284	0.0458445	0.312096	
0.0616767	0.314815	0.0681869	0.237702	
0.0686258	0.0246914	0.119876	0.374656	
0.131518	0.45679	0.0679022	0.442778	
0.0400527	0.4806	0.0305662	0.152418	
0.0591732	0.201885	0.0315042	0.0966598	
0.0217404	0.208333	0.101509	0.0434315	
0.0207948	0.267361	0.0937288	0.136836	
0.0156306	0.192901	0.108796	0.172452	
0.042893	0.0832231	0.0729417	0.147993	
0.129047	0.326279	0.119793	0.215513	
0.0498321	0.495062	0.0324313	0.179181	
0.11378	0.153086	0.0981246	0.0937672	
0.00247742	0.35097	0.142861	0.183587	
0.0745589	0.143827	0.0424458	0.254463	
0.0466518	0.412037	0.0898605	0.118595	
0.0441598	0.232044	0.0494785	0.233419	
0.0840165	0.32124	0.0539677	0.464205	
0.0484734	0.18739	0.101199	0.158895	
0.0196426	0.274471	0.135995	0.117028	
0.184023	0.514275	0.0980457	0.217218	
0.137704	0.0833333	0.114044	0.217631	
0.125132	0.033642	0.0956019	0.244778	
0.0299543	0.1153	0.114149	0.0693871	
0.0430217	0.256173	0.137175	0.232562	
0.172718	0.401235	0.0506637	0.245464	
0.0619808	0.25366	0.0438482	0.373548	
0.00238381	0.229277	0.0725125	0.226171	
0.228025	0.0282187	0.129153	0.500832	
0.0937752	0.123369	0.0910075	0.133471	
0.0168675	0.403175	0.105687	0.0644628	
0.0666731	0.168596	0.105466	0.162348	
0.0708152	0.18351	0.100466	0.144169	
0.00443837	0.351852	0.200656	0.261708	
0.213849	0.12284	0.0894797	0.142824	
0.141161	0.121914	0.164339	0.242732	
0.0178055	0.383069	0.0798108	0.0296143	
0.0138477	0.244709	0.0532798	0.19992	
0.0749982	0.344797	0.117799	0.512144	
0.0255459	0.34149	0.123144	0.022137	
0.143387	0.345836	0.0357322	0.11157	
0.159009	0.453704	0.18492	0.111078	
0.0833094	0.407407	0.0327694	0.273005	
0.0484922	0.286651	0.186181	0.206488	
0.0540534	0.517802	0.234693	0.324466	
0.0912686	0.237213	0.102381	0.233619	
0.129934	0.453175	0.125536	0.204347	
0.106002	0.311382	0.0858407	0.188703	
0.0997847	0.119337	0.0767582	0.173008	
0.0283607	0.155556	0.072207	0.17927	
0.0193562	0.346914	0.0439341	0.380337	
0.0484249	0.271825	0.121877	0.347815	
0.149874	0.242063	0.0481559	0.202548	
0.0326005	0.724206	0.095333	0.185815	
0.0898447	0.212963	0.0830329	0.286587	
0.055997	0.218519	0.105936	0.17235	
0.128058	0.25463	0.0960502	0.142577	
0.035274	0.0673721	0.0280872	0.434234	
0.441209	0.392243	0.0618958	0.0781287	
0.00371631	0.199074	0.221388	0.0295868	
0.183318	0.297663	0.195444	0.26001	
0.342358	0.0608466	0.0769811	0.456009	
0.00768704	0.367901	0.166142	0.300305	
0.110067	0.283179	0.084796	0.157541	
0.109476	0.152116	0.146099	0.0603994	
0.00413157	0.178571	0.0729805	0.28944	
0.103309	0.373016	0.0736481	0.286452	
0.0360538	0.183862	0.127163	0.220283	
0.0492018	0.258251	0.0481572	0.206247	
0.238022	0.406526	0.12485	0.170638	
0.0159491	0.407407	0.119211	0.151149	
0.0535955	0.0652557	0.152745	0.36415	
0.060595	0.387503	0.202175	0.170927	
0.0035962	0.13933	0.0421578	0.105792	
0.20839	0.731481	0.193439	0.241334	
0.0629629	0.112566	0.120626	0.301698	
0.0992424	0.308642	0.162324	0.374926	
0.211599	0.324074	0.130898	0.0956213	
0.0599757	0.208333	0.0772338	0.238843	
0.0886725	0.755556	0.0796918	0.0878478	
0.0118623	0.0781998	0.0918447	0.34922	
0.0554452	0.209877	0.0923783	0.167545	
0.047879	0.449537	0.134186	0.425908	
0.088796	0.355556	0.0687616	0.427879	
0.169847	0.416667	0.163169	0.357231	
0.0080444	0.258488	0.106608	0.165651	
0.180774	0.168808	0.102128	0.199921	
0.0516594	0.314815	0.100829	0.122512	
0.257344	0.308642	0.0726982	0.188244	
0.0524868	0.315256	0.154547	0.370701	
0.0744359	0.429012	0.0315005	0.412166	
0.0832293	0.211585	0.214104	0.038902	
0.0180613	0.115741	0.0242504	0.201119	
0.0796511	0.0787037	0.155566	0.228099	
0.12485	0.222222	0.128035	0.349988	
0.0173615	0.595679	0.156792	0.273067	
0.175553	0.389771	0.0538621	0.168246	
0.0859346	0.195767	0.0312462	0.121281	
0.158178	0.352679	0.223928	0.214041	
0.473215	0.434171	0.140729	0.13206	
0.0822318	0.162919	0.0982263	0.250403	
0.0145959	0.169753	0.0639255	0.456011	
0.278732	0.135802	0.403965	0.255556	
0.0783717	0.26929	0.0134292	0.129326	
0.0201317	0.384877	0.0331896	0.261054	
0.232282	0.144092	0.134829	0.206043	
0.0361307	0.524691	0.188318	0.099208	
0.265158	0.130864	0.0364063	0.128753	
0.0231808	0.121252	0.0534678	0.221584	
0.112007	0.111111	0.1275	0.308698	
0.224921	0.169037	0.107063	0.226109	
0.0139584	0.308642	0.146661	0.237045	
0.0676059	0.170525	0.0850285	0.170976	
0.0696462	0.231041	0.157299	0.103306	
0.106779	0.117284	0.0610687	0.16936	
0.187257	0.148148	0.129584	0.168221	
0.0307505	0.167769	0.0327166	0.187875	
0.191302	0.35582	0.0574125	0.190224	
0.0307415	0.0169753	0.0917034	0.185026	
0.0590088	0.544092	0.0701048	0.0866982	
0.010092	0.274691	0.0980086	0.379236	
0.0205814	0.425617	0.0568887	0.133471	
0.425505	0.357584	0.0428979	0.120992	
0.0145822	0.0185185	0.123043	0.10136	
0.145726	0.114969	0.112097	0.144842	
0.17593	0.462018	0.0668279	0.125467	
0.233267	0.300309	0.0651605	0.197314	
0.0181362	0.709877	0.0942862	0.161132	
0.0494778	0.220018	0.0558441	0.0392562	
0.122763	0.361497	0.0548227	0.416453	
0.118618	0.26358	0.051652	0.155992	
0.118751	0.305335	0.0878397	0.0803852	
0.0231658	0.0891975	0.0542368	0.282851	
0.0376508	0.0462081	0.0861412	0.247862	
0.224443	0.193122	0.129389	0.0488378	
0.0630532	0.359171	0.246806	0.148152	
0.0752963	0.460615	0.0863842	0.233678	
0.00653996	0.234568	0.109579	0.10778	
0.0893169	0.215278	0.0945797	0.311357	
0.0305862	0.199647	0.0856734	0.0202824	
0.331666	0.241182	0.11747	0.142139	
0.123847	0.0618607	0.0702681	0.251154	
0.0710659	0.185494	0.0422838	0.0618979	
0.0809497	0.197531	0.0863897	0.217562	
0.126227	0.230489	0.0550712	0.0922899	
0.0624311	0.349868	0.137388	0.107261	
0.0641604	0.336861	0.105399	0.174634	
0.226878	0.149691	0.118252	0.234435	
0.0698077	0.126268	0.060858	0.0316804	
0.155463	0.216049	0.0841055	0.256129	
0.0492047	0.208554	0.147052	0.317862	
0.0704139	0.345679	0.0882558	0.19178	
0.0166177	0.14321	0.192179	0.238617	
0.0474356	0.0339506	0.183952	0.0917651	
0.0475584	0.160494	0.0571635	0.168819	
0.0825121	0.279012	0.128879	0.381497	
0.170132	0.284414	0.281593	0.1338	
0.164311	0.0551146	0.033749	0.21584	
0.103747	0.446649	0.106265	0.131321	
0.0552878	0.114198	0.115376	0.106589	
0.024543	0.436949	0.147885	0.289669	
0.00408355	0.165237	0.109339	0.259573	
0.0689003	0.822222	0.0896555	0.0757576	
0.00785329	0.026455	0.132367	0.186209	
0.174738	0.328395	0.0310005	0.233589	
0.0482522	0.319555	0.1646	0.197171	
0.0742243	0.611111	0.093005	0.218588	
0.0848735	0.0462963	0.0489124	0.142437	
0.109511	0.0255732	0.0813207	0.13416	
0.0614732	0.297564	0.162123	0.0711998	
0.149346	0.132716	0.0644878	0.332654	
0.0192863	0.536376	0.124594	0.281582	
0.203383	0.220679	0.0483904	0.290272	
0.313639	0.0564374	0.0534601	0.144566	
0.144158	0.0513117	0.112882	0.0833333	
0.0263954	0.217978	0.0531352	0.116047	
0.00159137	0.0612245	0.0571491	0.178604	
0.0639788	0.331481	0.0959318	0.137655	
0.0663183	0.45679	0.0700615	0.371719	
0.0282922	0.164462	0.0562864	0.477745	
0.108027	0.13933	0.0419787	0.0778862	
0.127469	0.537037	0.131116	0.175868	
0.107559	0.13933	0.043678	0.112171	
0.0206525	0.175926	0.142434	0.221798	
0.0634388	0.243011	0.0547347	0.213395	
0.0104903	0.165344	0.256279	0.267599	
0.0841669	0.705247	0.125094	0.167983	
0.0419456	0.400642	0.124271	0.400465	
0.0170793	0.0941358	0.0980719	0.189239	
0.298441	0.362654	0.0331384	0.122602	
0.227034	0.238142	0.131708	0.363192	
0.0363431	0.255897	0.105826	0.269998	
0.0971549	0.451852	0.0445348	0.0567788	
0.0592777	0.0941358	0.0416307	0.172876	
0.0328678	0.0828483	0.183768	0.153865	
0.076424	0.0185185	0.125646	0.23323	
0.0253708	0.182231	0.0944838	0.336863	
0.0239371	0.287037	0.0783811	0.102177	
0.165955	0.0910494	0.0343151	0.148648	
0.0167608	0.220018	0.0557516	0.108516	
0.110305	0.0764991	0.0517546	0.253576	
0.203589	0.207176	0.132004	0.152263	
0.110801	0.404762	0.164568	0.246901	
0.0617045	0.373457	0.160743	0.235877	
0.0742327	0.527778	0.10295	0.111019	
0.0212303	0.260802	0.0286028	0.283079	
0.247613	0.12037	0.123739	0.106467	
0.0609713	0.307143	0.0801858	0.318802	
0.207105	0.326279	0.0221438	0.201692	
0.0364532	0.118827	0.126385	0.114262	
0.0598554	0.155093	0.0877201	0.227204	
0.17218	0.197222	0.122162	0.191165	
0.112626	0.331481	0.0745436	0.137082	
0.0868982	0.312963	0.061157	0.241726	
0.213881	0.276896	0.0620815	0.118302	
0.0891366	0.339947	0.220315	0.0844421	
0.00742522	0.303351	0.0801018	0.0734711	
0.118123	0.068287	0.0904211	0.532659	
0.180689	0.154321	0.075399	0.290496	
0.0125485	0.177469	0.0771597	0.255218	
0.0304273	0.6	0.0703361	0.0524277	
0.067541	0.445635	0.105987	0.355062	
0.164477	0.146605	0.109176	0.281461	
0.0304255	0.222608	0.171484	0.0458506	
0.0125844	0.308642	0.0686026	0.302715	
0.14781	0.428704	0.165542	0.127615	
0.175341	0.115741	0.211559	0.0914945	
0.0179552	0.521164	0.176298	0.289669	
0.510883	0.373148	0.11326	0.224536	
0.122513	0.257716	0.0215474	0.261907	
0.114982	0.323192	0.0780236	0.111088	
0.0674381	0.357143	0.101155	0.0821625	
0.136882	0.21412	0.0547404	0.19539	
0.0912204	0.362963	0.0928411	0.145691	
0.112453	0.124295	0.0699995	0.125344	
0.0685262	0.26929	0.0851448	0.027436	
0.109945	0.0549383	0.117232	0.197211	
0.0223912	0.292108	0.211122	0.180992	
0.225185	0.150441	0.18887	0.197142	
0.0766973	0.218298	0.176137	0.143147	
0.0605502	0.636684	0.139335	0.280051	
0.00711136	0.0410053	0.127272	0.261407	
0.0941486	0.315256	0.0587933	0.131703	
0.0801527	0.195767	0.0443392	0.422949	
0.269555	0.20679	0.0617579	0.26539	
0.361823	0.152116	0.105795	0.0994605	
0.0392976	0.425044	0.16369	0.171918	
0.00562445	0.181217	0.0407587	0.185675	
0.0232945	0.0938272	0.202505	0.248967	
0.0648803	0.0270062	0.124048	0.264006	
0.0650579	0.457231	0.0687922	0.140651	
0.0124681	0.387787	0.0329857	0.0608319	
0.20186	0.599537	0.0745287	0.415858	
0.07637	0.117284	0.134687	0.284435	
0.0754485	0.266667	0.0260254	0.160638	
0.0695268	0.322917	0.0783138	0.0876033	
0.0763963	0.308642	0.018575	0.327102	
0.220749	0.249383	0.0329273	0.108963	
0.0286657	0.438889	0.0481036	0.162121	
0.07919	0.453968	0.184935	0.439929	
0.0240116	0.246561	0.120255	0.154226	
0.15036	0.11552	0.149978	0.104114	
0.0148628	0.171958	0.0509314	0.177713	
0.0483039	0.308642	0.0778045	0.094392	
0.0705721	0.446145	0.1156	0.371956	
0.127586	0.154321	0.125586	0.104095	
0.142846	0.257407	0.110272	0.0979683	
0.0292075	0.122299	0.162819	0.194024	
0.0461171	0.244709	0.050774	0.322107	
0.0569336	0.199295	0.0676181	0.27166	
0.0798346	0.0992063	0.13032	0.158955	
0.0927768	0.151852	0.0643508	0.043199	
0.0629415	0.419753	0.0720171	0.0672727	
0.0730084	0.463404	0.181586	0.188448	
0.0496828	0.17284	0.0433854	0.306214	
0.015225	0.209877	0.127798	0.204132	
0.0556381	0.491182	0.0839694	0.139255	
0.323427	0.236111	0.139623	0.3801	
0.117456	0.390123	0.0469856	0.232673	
