thetap[0]	thetap[1]	thetap[2]	thetap[3]	
34.1394	27.2253	91.7222	34.2352	
29.2689	11.9353	95.3671	38.4092	
31.5156	10.9163	110.64	43.2347	
18.246	16.4162	111.309	40.0207	
21.3623	25.4084	84.0849	43.9139	
45.4365	11.7459	96.6736	36.3152	
19.4054	20.4097	81.8214	38.1661	
30.6259	19.3065	88.3483	30.2668	
28.6712	18.8961	72.0128	43.9559	
36.9705	27.8034	66.6702	34.5018	
36.8983	24.5082	101.296	44.1515	
23.4122	14.5717	75.0778	41.2613	
35.4933	23.4661	110.378	35.0741	
38.0082	19.1988	108.919	27.2772	
16.5101	20.7876	89.1456	44.9658	
30.461	26.3136	69.859	43.7508	
22.1457	15.7777	111.792	45.5075	
29.1206	20.266	83.8836	32.1181	
36.9116	25.5201	100.81	30.6833	
31.6577	16.4506	51.1391	48.6682	
21.6877	18.1523	82.7893	43.592	
28.0064	19.5663	80.7333	33.0444	
19.3897	25.0381	80.4122	39.3603	
33.8278	22.1884	88.8347	47.8371	
34.2111	23.7546	121.81	34.8595	
22.4079	16.4973	60.1075	32.7995	
22.8822	21.2531	108.269	45.74	
26.3627	14.61	92.9568	38.3129	
27.5632	13.2686	91.6239	41.2762	
26.6036	13.4304	100.178	48.2789	
25.5208	14.7755	45.4672	31.4936	
20.5949	20.397	112.739	35.3667	
28.7732	26.9452	87.3407	25.4215	
28.4419	26.2357	59.2551	48.1115	
23.3672	27.0721	83.6078	41.1118	
34.2425	16.9644	98.7793	42.2557	
35.0349	17.1218	86.9847	39.8818	
25.7717	22.1259	97.979	32.286	
25.3937	15.8933	87.8584	47.7614	
33.2159	15.3245	90.5088	41.2713	
22.9103	27.1613	84.0886	39.7604	
28.545	21.774	90.7625	42.7016	
30.1956	24.0333	85.8323	39.3693	
40.71	19.0572	91.5803	27.3553	
45.9395	26.6588	86.0213	43.3547	
40.9225	22.3532	89.2282	47.3674	
28.1115	27.3685	90.0564	48.0837	
35.825	19.3097	97.9011	32.6929	
18.4154	19.6127	91.6704	49.4222	
23.1217	27.1219	95.0424	47.6985	
35.737	14.1697	104.635	47.1181	
24.5978	27.3234	89.4501	42.911	
20.0528	26.2239	83.765	40.9152	
41.0592	23.373	92.179	49.4193	
32.8758	20.5774	97.7017	42.6926	
25.8169	26.7677	97.8508	36.4772	
26.8545	22.0649	88.8925	31.0137	
30.6219	24.8662	97.0272	42.5871	
20.8706	17.9525	81.5026	46.4921	
33.9823	25.8273	104.986	43.8931	
33.0341	22.1364	98.8785	37.7759	
33.2861	27.3298	90.4754	28.5106	
29.4131	19.1565	118.002	46.775	
23.9614	20.9767	62.951	42.3081	
36.3607	21.7234	86.9602	26.9707	
27.8472	19.2421	108.682	36.4162	
22.7459	23.7	88.5877	33.9971	
25.8889	24.2553	73.1406	45.9091	
16.1085	24.8113	72.3106	31.0822	
26.0759	15.0701	105.268	40.7882	
32.6643	17.9408	97.6416	40.0713	
31.4844	26.8431	90.3116	44.6215	
15.6507	25.6641	81.1807	46.9287	
30.6704	27.196	67.832	37.5378	
25.5901	21.9094	111.019	44.7141	
33.1203	17.0845	72.789	41.835	
32.302	27.1045	85.1129	43.5433	
36.8114	27.8983	85.8266	45.4521	
31.1813	27.6054	69.4646	37.3367	
27.7549	18.0173	98.2082	34.8849	
45.7029	26.7271	75.1597	40.9811	
24.0382	13.8054	65.3903	24.8206	
43.4755	20.0777	110.306	41.3227	
30.2746	17.8497	78.456	38.785	
46.8377	23.6844	99.7875	29.197	
32.0888	16.8514	84.217	49.7962	
25.2894	13.0352	67.7781	45.3866	
28.5981	16.6159	83.5826	32.3804	
13.23	27.5423	69.8737	49.5059	
27.1536	21.5567	96.9765	45.9897	
23.6342	20.2513	95.3717	29.2102	
33.8881	22.4823	54.2887	49.795	
19.5065	27.3262	97.1413	41.7687	
27.3511	26.6172	77.6585	39.1043	
14.0757	11.8022	93.1002	25.8165	
41.4338	27.4483	112.045	45.8297	
41.6845	11.4085	113.972	39.264	
26.4423	20.6895	104.025	41.9459	
20.8242	27.6618	115.53	39.8568	
39.0111	19.0935	83.9274	39.7208	
33.6941	21.4072	61.9843	43.6802	
26.9946	20.8202	100.697	30.2869	
29.0052	14.0456	72.1909	47.6926	
28.8288	16.1137	94.844	40.0033	
36.6739	14.2871	73.6979	30.6193	
32.6185	14.1582	106.741	34.6267	
24.768	15.5633	100.07	33.1279	
41.8505	18.6989	82.729	41.9022	
37.5093	13.1525	82.4892	44.0163	
28.2621	21.6717	62.7132	42.4194	
34.302	20.1025	87.7794	46.9406	
38.608	25.9554	64.4524	29.833	
33.6013	20.83	78.1031	32.5619	
40.5408	25.7444	79.7372	40.6375	
18.2196	8.86352	96.0328	34.2268	
34.4858	27.8937	84.3872	37.7914	
28.5264	16.8151	66.0224	36.0123	
20.7009	22.3209	76.3506	47.2887	
32.5803	17.8393	97.3924	35.9575	
27.5689	8.1872	76.6181	34.6718	
24.0283	25.5862	75.0047	46.3136	
33.4059	12.2853	93.4345	29.8911	
30.9989	18.5489	100.727	49.8038	
36.2509	24.3238	105.426	37.8531	
27.944	18.9163	75.5397	31.089	
29.3999	25.2162	86.632	43.7412	
38.5282	23.7836	83.2876	27.7823	
28.2074	18.9542	105.37	46.3513	
22.0669	26.6086	79.9193	41.3794	
22.5765	14.4005	65.6051	45.1712	
23.6268	26.6798	104.367	38.3867	
38.5852	27.5443	78.6672	49.0996	
39.3907	26.8353	104.393	43.5869	
24.8217	14.6419	83.1482	44.1573	
29.9793	13.62	92.0994	45.5598	
31.4072	24.0509	98.6936	29.0171	
27.959	11.8167	80.8338	36.162	
32.9527	14.5241	116.577	42.4559	
24.4863	12.3676	84.8839	42.7608	
28.7869	13.8736	64.7858	44.4345	
41.496	25.252	98.0275	36.9074	
35.3041	16.5595	93.3373	31.5326	
24.3636	25.5016	61.8645	33.2899	
26.6533	19.019	101.921	19.1521	
35.8934	17.8762	88.332	25.8103	
40.5696	10.5957	61.3089	49.5416	
24.1343	18.5753	96.9246	47.5511	
16.2492	21.7505	91.8665	49.3018	
35.5773	17.9275	91.1632	41.2888	
29.0156	21.9813	63.3844	36.6919	
23.8746	18.3265	104.532	30.2822	
40.2386	26.9174	114.673	44.7849	
25.9712	12.6865	113.623	45.2039	
23.3313	18.3879	75.2115	46.7788	
43.73	15.7142	79.5703	49.9309	
26.6738	25.3908	70.2644	39.5129	
30.1611	20.7419	110.842	47.1905	
22.5834	16.3402	111.133	45.0976	
20.7934	15.493	73.3794	34.6085	
31.9153	25.2438	86.2281	41.9116	
39.4889	19.4762	81.9881	47.4775	
23.824	25.8	89.8003	47.6088	
23.1656	13.7237	99.4675	32.6025	
33.526	26.8821	65.029	36.8485	
25.2463	23.3243	105.164	36.9999	
22.7034	18.7325	80.4705	40.2386	
28.5944	26.2241	90.5102	40.7123	
24.0422	23.1938	68.6876	46.2493	
41.2446	17.2059	93.0128	48.8733	
33.8055	24.9672	74.9217	34.0472	
33.216	11.5844	94.53	49.9852	
20.3417	22.0677	103.191	45.196	
31.8506	19.4864	102.634	28.3774	
33.0322	17.4826	114.885	47.1951	
37.4221	23.1654	88.3165	39.6712	
25.4072	26.2158	67.1107	38.1106	
36.5741	17.802	78.0251	49.8831	
30.9922	14.7199	75.8071	40.7512	
31.6153	10.3221	63.7181	45.1067	
29.1221	20.0765	109.86	42.1812	
27.7991	18.1657	91.4754	35.2321	
21.3023	25.2916	113.204	39.3651	
36.7534	24.3791	106.216	43.7631	
40.9216	24.2805	108.704	42.4855	
16.7907	24.708	96.3402	42.02	
27.9787	20.1954	71.5756	32.8757	
19.5779	22.3424	89.5137	44.5866	
28.5827	20.115	113.243	47.4293	
42.3385	20.1595	65.6585	35.7295	
33.4847	27.1179	81.7396	35.0615	
30.7454	17.5575	103.635	35.3449	
23.3526	22.7305	78.2215	34.422	
40.1003	26.545	90.4429	30.4881	
31.939	16.3556	58.4154	41.7767	
24.7928	25.3543	92.2186	32.6675	
41.982	24.6842	109.561	39.129	
26.8621	25.8954	56.0466	46.852	
19.8953	19.3943	111.811	49.8756	
20.4121	17.795	77.5897	46.7071	
31.9672	17.1039	89.4082	46.8403	
31.7093	17.8964	79.8532	25.5086	
43.204	26.3123	101.222	31.0597	
31.0892	16.8763	70.5265	37.5213	
33.9375	23.6908	95.84	48.3117	
20.4141	24.212	99.3124	34.708	
30.5558	22.1387	59.9426	45.4711	
26.1479	10.2916	56.6129	32.4488	
34.0052	18.5559	58.9772	43.1425	
27.8508	24.7915	99.7589	43.47	
20.7879	15.2898	107.141	49.9483	
32.0423	19.6279	76.6931	25.3656	
28.3436	21.6406	86.4797	32.0797	
21.881	22.9966	92.8251	44.6062	
24.5252	24.7521	91.0722	40.1036	
20.5536	27.6386	73.2724	33.1589	
37.6687	23.7151	109.033	37.7878	
32.467	17.6286	83.671	43.7127	
25.7621	22.1756	70.9226	39.2893	
27.262	18.5605	72.1473	27.813	
37.8657	16.9861	86.3088	37.3957	
18.2264	25.6851	102.921	49.0328	
17.776	19.5109	72.4049	47.312	
25.6728	21.9219	96.6048	35.4832	
27.6322	27.7527	92.1209	37.8272	
15.2136	22.5187	68.9184	35.745	
26.7733	25.4928	61.4609	43.9327	
30.607	14.0549	87.68	39.5967	
17.0987	27.4749	65.507	42.3629	
25.469	22.5285	106.977	33.0931	
15.5272	27.194	112.135	38.9815	
29.985	25.3026	100.398	47.7302	
42.0481	21.9955	69.8666	30.4114	
30.7036	16	80.4103	42.2137	
30.7844	27.5975	71.6344	46.3096	
28.3251	25.7966	76.968	48.176	
36.4874	25.8855	96.3171	32.0573	
32.3093	24.9669	76.6155	41.0628	
33.2224	19.8355	79.2337	22.6242	
16.2553	24.8768	101.503	45.5543	
23.0048	23.4487	95.0856	48.6341	
28.9014	25.8367	97.1548	27.2979	
29.5381	27.7156	107.825	44.1065	
31.239	18.2868	88.7083	45.0373	
38.767	17.5639	84.5873	33.7872	
20.9686	17.0456	96.1853	39.3319	
35.3383	20.2026	103.502	30.3792	
37.3611	19.0101	78.3547	43.0722	
38.0903	21.2752	81.3489	48.9913	
37.7847	26.76	91.9587	38.3234	
24.9913	23.997	90.0046	31.178	
30.8184	22.3868	103.358	31.437	
20.7485	21.9422	121.142	24.0043	
25.4747	27.738	78.0171	34.3575	
23.8553	11.4421	102.274	34.1129	
21.7887	26.0666	79.246	44.2447	
33.8128	24.853	71.1363	44.6188	
50.0645	21.1484	94.5993	35.6848	
32.2296	27.9214	92.1409	43.1217	
23.9529	27.4019	94.4853	47.925	
35.9235	16.0838	86.927	42.301	
43.2354	18.0498	118.953	42.5545	
35.1166	19.1634	102.634	32.1052	
40.2538	26.4287	71.2705	38.0726	
27.2719	15.3566	114.304	23.1347	
34.6601	17.6778	88.6621	37.6878	
25.3351	10.4728	96.6742	44.1752	
28.5705	11.8028	61.0755	32.3206	
48.0089	24.8928	71.9256	46.4692	
35.7501	27.9823	86.833	34.3666	
30.5548	20.0476	120.329	47.0605	
28.0396	16.5499	106.703	45.8675	
20.3252	13.4452	103.5	46.8823	
20.107	16.3213	122.104	38.7587	
29.163	15.759	75.032	40.6104	
42.9569	17.2712	80.1783	47.3658	
32.2434	27.9108	86.6035	41.2829	
32.4488	22.6512	116.216	41.0929	
29.4166	20.3179	62.7526	40.0609	
21.7686	26.5181	93.8682	29.7274	
25.9636	19.3784	98.7997	48.8167	
25.0381	26.527	91.3883	45.0348	
24.1921	27.1615	98.7912	45.6942	
16.9836	25.4404	97.451	43.4918	
17.0772	21.7107	100.595	23.8017	
29.2271	19.638	86.9111	33.4116	
19.3735	18.2936	89.2304	48.7199	
32.3707	22.1485	73.0376	45.6452	
32.9626	25.9314	99.5709	37.8957	
24.8851	16.3487	88.4044	48.7946	
41.3347	25.7747	104.242	45.243	
48.2483	22.0804	108.094	31.443	
36.3259	23.9768	67.5733	35.2064	
29.0233	14.4697	72.8205	38.0049	
27.4242	24.8393	109.63	26.9027	
24.2727	24.7381	96.2539	42.3999	
19.0323	17.0834	90.2057	35.0005	
32.3469	23.238	110.971	35.6176	
26.3097	25.6584	95.772	24.9474	
27.0775	8.29866	78.4188	30.4421	
19.8905	20.4005	70.5606	31.8614	
28.5475	20.6896	79.8025	45.9166	
41.0983	15.6636	74.3161	36.4696	
46.692	20.7756	87.6113	43.0013	
33.5281	18.0499	80.4527	25.9793	
34.1171	14.4463	97.9705	34.9742	
31.8407	20.3051	102.637	40.241	
24.0412	27.4729	99.0463	42.6913	
24.0572	18.6626	93.5714	49.5007	
36.0337	22.5699	96.3634	24.9526	
25.4502	27.9063	120.07	40.0594	
22.0997	22.081	91.7208	38.8139	
32.2062	26.9785	67.7123	33.9397	
22.7822	18.2471	85.6952	49.8762	
40.324	25.4216	101.217	44.2767	
30.1507	25.5025	93.6361	38.5387	
35.3214	24.1944	87.9265	45.4686	
30.529	23.9327	64.8113	45.9518	
25.0546	25.8149	67.1755	31.3746	
25.1154	20.5904	72.3259	31.1929	

ratio[0]	ratio[1]	ratio[2]	ratio[3]	
0.404858	0.377074	0.335121	0.433463	
