Ttot[0]	Ttot[1]	Ttot[2]	Ttot[3]	
0.65334	0.412174	0.527976	0.339326	
0.643994	0.504984	0.638827	0.39421	
0.730736	0.451099	0.47049	0.482968	
0.5856	0.29458	0.432566	0.51228	
0.891682	0.441685	0.69133	0.42425	
0.71764	0.576919	0.613476	0.346138	
0.789249	0.953869	0.410708	0.355417	
0.72762	0.457522	0.538701	0.447981	
0.761025	0.332353	0.482401	0.330213	
1.09283	0.399068	0.542362	0.344802	
0.720773	0.425471	0.496023	0.445079	
0.758763	0.403448	0.46813	0.461769	
0.975577	0.307156	0.504576	0.332085	
0.78653	0.266005	0.56255	0.388076	
0.840321	0.519919	0.622917	0.37239	
0.696947	0.513	0.644152	0.300953	
0.703845	0.381213	0.515514	0.311047	
0.844735	0.59758	0.444374	0.543851	
1.04153	0.241985	0.46232	0.432833	
0.799391	0.374423	0.517757	0.4585	
0.663297	0.343459	0.528636	0.286894	
0.652167	0.455829	0.412876	0.34563	
0.701856	0.298238	0.597194	0.429567	
0.701462	0.343885	0.523558	0.588993	
0.604595	0.340544	0.529147	0.368478	
0.789947	0.794163	0.516944	0.450594	
0.640847	0.864182	0.471967	0.549748	
0.836763	0.496458	0.415702	0.582511	
0.663901	0.305155	0.504992	0.342981	
0.659667	0.634143	0.470919	0.306665	
0.813131	0.629878	0.602753	0.366877	
0.711243	0.375961	0.567306	0.410643	
0.662786	0.340064	0.64863	0.473892	
0.70321	0.398677	0.666719	0.434553	
0.56098	0.621461	0.419751	0.362097	
0.831576	0.367236	0.608535	0.45245	
0.867602	0.55831	0.538639	0.437277	
0.834547	0.295982	0.481264	0.416	
0.967807	0.303933	0.450531	0.308903	
0.792919	0.427438	0.64863	0.299628	
0.867575	0.353906	0.494174	0.389037	
0.68201	0.373986	0.577301	0.308445	
0.594278	0.304148	0.465533	0.55125	
0.579459	0.659724	0.671521	0.310407	
0.784654	0.385677	0.648207	0.482729	
0.963945	0.600376	0.559654	0.356799	
0.685211	0.428898	0.606969	0.427578	
0.557858	0.514436	0.456876	0.332844	
0.637412	0.297914	0.454877	0.341616	
0.798431	0.65927	0.581067	0.354449	
0.802263	0.451298	0.428834	0.324965	
0.756972	0.429989	0.494621	0.326741	
0.652601	0.847132	0.482124	0.316371	
0.685497	0.409046	0.48877	0.383046	
0.58227	0.473338	0.816933	0.427585	
0.838387	0.416588	0.399449	0.351138	
0.700886	0.439476	0.533837	0.53654	
0.834133	0.554998	0.820264	0.276601	
0.740002	0.324261	0.553691	0.41934	
0.705527	0.50001	0.490509	0.337083	
0.657425	0.551723	0.487513	0.429553	
0.772266	0.535213	0.455112	0.602298	
0.672017	0.354262	0.603969	0.277511	
0.616647	0.554766	0.54678	0.495464	
0.722216	0.37935	0.500808	0.371502	
0.861716	0.587466	0.59229	0.322598	
0.804225	0.278721	0.481272	0.344615	
0.705352	0.509665	0.520188	0.532185	
0.683822	0.536978	0.511627	0.320842	
0.690963	0.567614	0.423855	0.325281	
0.63444	0.394733	0.478176	0.309439	
0.608821	0.485397	0.496426	0.451849	
0.714073	0.289095	0.458667	0.328989	
0.688259	0.408533	0.56503	0.389658	
0.814146	0.606129	0.371697	0.309707	
0.736974	0.466578	0.422918	0.37841	
0.765592	0.429917	0.53907	0.330473	
0.507222	0.385198	0.479854	0.355868	
0.685711	0.321309	0.516972	0.326766	
0.799964	0.453039	0.501887	0.417598	
0.705264	0.509691	0.414535	0.344761	
0.54196	0.544504	0.466073	0.376492	
0.744696	0.345064	0.576241	0.351075	
0.633608	0.345073	0.531116	0.343711	
0.682279	0.467932	0.538076	0.383098	
0.622634	0.472815	0.538812	0.44195	
0.65155	0.494283	0.447695	0.418806	
0.734124	0.58966	0.550076	0.4224	
0.619252	0.314277	0.540753	0.43221	
0.716422	0.552895	0.487737	0.347055	
0.692479	0.430131	0.492313	0.513222	
0.593351	0.352203	0.664848	0.311974	
0.774696	0.388696	0.603042	0.553049	
0.835219	0.342735	0.438383	0.343792	
0.739444	0.680393	0.47537	0.308057	
0.530627	0.419712	0.510872	0.408766	
0.88345	0.403539	0.601647	0.34572	
0.721062	0.430739	0.544213	0.40706	
0.896425	0.393038	0.402703	0.475682	
0.652409	0.401783	0.588683	0.389164	
0.616205	0.445838	0.612281	0.377596	
0.821659	0.387254	0.579309	0.362268	
0.746444	0.379699	0.503175	0.548193	
0.604329	0.463009	0.495353	0.433535	
0.538478	0.294951	0.610726	0.374559	
0.829741	0.714573	0.668172	0.49923	
0.635282	0.551993	0.454981	0.478959	
0.533095	0.426845	0.526697	0.329121	
0.594062	0.635154	0.54836	0.387093	
0.703266	0.627798	0.493765	0.285972	
0.743734	0.828786	0.726008	0.350369	
0.688946	0.410268	0.560539	0.410615	
0.895265	0.321484	0.553883	0.360765	
0.636499	0.416795	0.476319	0.37314	
0.793417	0.579572	0.554021	0.437581	
0.626742	0.434936	0.702702	0.405174	
0.706591	0.474802	0.438433	0.320135	
0.817526	0.475673	0.500095	0.310827	
0.631156	0.381946	0.494952	0.37007	
0.531838	0.389768	0.458772	0.358401	
0.743688	0.680654	0.42475	0.296452	
0.654343	0.314189	0.439997	0.445459	
1.35267	0.402112	0.570438	0.333446	
0.6407	0.366099	0.488268	0.318937	
0.677681	0.482905	0.681104	0.402301	
0.977035	0.288005	0.477896	0.413058	
0.590989	0.831121	0.565877	0.318776	
0.796369	0.430354	0.617305	0.36406	
0.617971	0.44799	0.610115	0.393559	
0.739578	0.655423	0.458059	0.379569	
0.696823	0.524	0.570064	0.46472	
0.559842	0.324339	0.588483	0.380562	
0.726749	0.698215	0.500853	0.401228	
0.774297	0.553167	0.608997	0.506275	
0.610878	0.488858	0.507462	0.233923	
0.586502	0.481091	0.536231	0.496832	
0.71189	0.570879	0.581971	0.32173	
0.784035	0.310464	0.485392	0.50184	
0.909503	0.895804	0.544348	0.566725	
0.663421	0.403242	0.636225	0.388844	
0.667208	0.466691	0.586274	0.42676	
0.748477	0.474812	0.575637	0.394219	
0.709458	0.482824	0.423693	0.467303	
0.756154	0.754254	0.568763	0.446882	
0.694437	0.458754	0.497835	0.401127	
0.742164	0.690861	0.542969	0.410217	
0.896555	0.470745	0.511785	0.456781	
0.685105	0.479074	0.415605	0.428101	
0.703635	0.457324	0.595356	0.480656	
0.810718	0.27989	0.499323	0.367517	
0.757161	0.479462	0.595139	0.489716	
0.735773	0.519667	0.472749	0.381613	
0.913024	0.454971	0.469564	0.389407	
0.795868	0.542446	0.664954	0.290372	
0.603153	0.590131	0.461012	0.399131	
0.718783	0.333644	0.547806	0.349156	
0.55125	0.343958	0.385819	0.414919	
0.907171	0.441157	0.545452	0.390036	
0.833896	0.407717	0.53317	0.411963	
0.698436	0.659989	0.540869	0.304655	
0.667085	0.60798	0.568722	0.408226	
0.797233	0.464699	0.364178	0.335377	
0.75087	0.504466	0.54607	0.325569	
0.858464	0.640949	0.540638	0.371911	
0.558412	0.379429	0.468687	0.497007	
0.734693	0.498515	0.457867	0.367468	
0.740964	0.492796	0.819315	0.407707	
0.774061	0.529726	0.482075	0.532154	
0.676493	0.377563	0.521035	0.473327	
0.750554	0.851149	0.529199	0.367746	
0.712601	0.726399	0.525162	0.411629	
0.963552	0.465168	0.495248	0.396512	
0.57565	0.541394	0.461356	0.327146	
0.555361	0.409703	0.670232	0.484773	
0.733651	0.521543	0.550572	0.455309	
0.652951	0.386738	0.436089	0.404005	
0.734824	0.442538	0.481606	0.355891	
0.773058	0.498578	0.67143	0.323838	
0.680384	0.456141	0.574035	0.351239	
0.71823	0.310053	0.605625	0.370783	
0.61725	0.533208	0.412174	0.373738	
0.86383	0.740202	0.46004	0.471924	
0.667231	0.463402	0.477841	0.373021	
0.699915	0.33768	0.482097	0.471948	
0.533253	0.304675	0.593825	0.350824	
0.708855	0.360321	0.57156	0.271359	
0.550452	0.501659	0.481652	0.451263	
0.634521	0.314045	0.686392	0.420562	
0.608556	0.614467	0.432624	0.459781	
0.582986	0.413727	0.533225	0.466173	
0.681393	0.289644	0.632949	0.409745	
0.669823	0.478979	0.571927	0.332904	
0.637828	0.750825	0.449632	0.460007	
0.549397	0.361918	0.54683	0.366494	
0.612502	0.492119	0.558967	0.329868	
0.732311	0.46693	0.578942	0.284491	
0.703943	0.495642	0.475892	0.441086	
0.603459	0.530034	0.529105	0.353659	
0.677023	0.442342	0.47187	0.343365	
0.778945	0.436415	0.757295	0.404911	
0.683274	0.543326	0.54612	0.336715	
0.746203	0.603393	0.713361	0.383955	
0.712289	0.495881	0.572136	0.41009	
0.820352	0.555257	0.507605	0.362401	
0.76459	0.323658	0.535775	0.399624	
0.85076	0.312323	0.423613	0.351906	
0.718266	0.354213	0.446202	0.369212	
0.575698	0.441535	0.453084	0.412079	
0.960681	0.550849	0.509803	0.259196	
0.601603	0.344889	0.626867	0.383449	
0.556553	0.562223	0.549042	0.403495	
0.700571	0.46349	0.480885	0.367615	
0.535508	0.48717	0.749002	0.310387	
0.647921	0.384372	0.611019	0.368758	
0.738094	0.501316	0.643313	0.379999	
0.743143	0.546796	0.493711	0.505686	
0.644972	0.309861	0.464793	0.396741	
0.721712	0.409603	0.68164	0.286218	
0.797581	0.324153	0.534838	0.370996	
0.651628	0.379759	0.47207	0.383965	
0.73594	0.360268	0.655763	0.35322	
0.852046	0.316549	0.48828	0.268205	
0.615174	0.544332	0.532917	0.336033	
0.580554	0.500086	0.516422	0.384226	
0.58266	0.447634	0.510805	0.558694	
0.709113	0.397207	0.502235	0.423425	
0.660205	0.723691	0.609692	0.280979	
0.624114	0.471155	0.573923	0.373554	
0.902558	0.320085	0.461497	0.545539	
0.64793	0.540903	0.685583	0.314344	
0.686522	0.96744	0.626763	0.478236	
0.686158	0.52156	0.594634	0.356598	
0.676979	0.39234	0.464987	0.328414	
1.04904	0.414647	0.560897	0.435974	
0.635994	0.38557	0.623445	0.564716	
0.608015	0.58339	0.57787	0.367605	
0.718184	0.453901	0.505989	0.44265	
0.766943	0.379743	0.524966	0.381863	
0.669165	0.228142	0.585628	0.399918	
0.591021	0.627506	0.49048	0.519802	
0.696793	0.420013	0.456712	0.345428	
0.621646	0.408405	0.708359	0.470154	
0.700828	0.620834	0.60248	0.534382	
0.614143	0.426868	0.60666	0.546202	
0.792718	0.42347	0.496734	0.466587	
0.865986	0.588126	0.585524	0.326981	
0.748262	0.406028	0.544509	0.318593	
0.8056	0.467028	0.563267	0.364755	
0.654577	0.536795	0.588658	0.405815	
0.655013	0.429417	0.725915	0.344975	
0.743998	0.657257	0.480456	0.320378	
0.813349	0.426215	0.501765	0.544446	
0.609402	0.514968	0.448307	0.373611	
0.962492	0.453815	0.368565	0.301118	
0.752425	0.5183	0.50982	0.461549	
0.572767	0.395283	0.56393	0.431944	
0.65879	0.662148	0.467022	0.429275	
0.706432	0.415763	0.547897	0.456067	
0.721725	0.35472	0.542287	0.406642	
0.6635	0.344978	0.487527	0.424751	
0.678102	0.378572	0.553623	0.357577	
0.619009	0.486605	0.552147	0.412337	
0.815826	0.333541	0.477252	0.352929	
0.64173	0.306304	0.470509	0.33415	
0.682667	0.335882	0.453823	0.478039	
0.790786	0.321815	0.467832	0.330832	
0.840513	0.451103	0.471832	0.451924	
0.758589	0.586681	0.521518	0.443302	
0.869475	0.486166	0.458778	0.450934	
0.608254	0.658473	0.484587	0.395997	
0.828024	0.308753	0.579269	0.44974	
0.519623	0.580173	0.510718	0.377139	
0.778966	0.368322	0.467046	0.388536	
0.806031	0.477526	0.516071	0.408469	
0.607029	0.315586	0.444608	0.367553	
0.840815	0.346513	0.412793	0.482593	
0.661506	0.27696	0.585517	0.418494	
0.697244	0.599287	0.466991	0.444537	
0.933676	0.462281	0.543816	0.383878	
0.734844	0.40067	0.719747	0.360219	
0.50631	0.496212	0.466962	0.351895	
0.790486	0.369982	0.450729	0.436871	
0.669183	0.406653	0.462311	0.403133	
0.592919	0.550777	0.511507	0.473184	
0.672091	0.592712	0.552031	0.35014	
0.560109	0.637669	0.496152	0.400047	
0.629387	0.365302	0.468454	0.508937	
0.819714	0.844941	0.484758	0.495959	
0.570188	0.500601	0.515545	0.416204	
0.754896	0.581472	0.52189	0.377782	
0.610282	0.595825	0.826217	0.385697	
0.633757	0.426061	0.558095	0.384323	
0.797492	0.365647	0.559418	0.416245	
0.88808	0.365711	0.393846	0.433679	
0.920946	0.317185	0.50905	0.331146	
0.708964	0.723662	0.490742	0.3091	
0.68981	0.482466	0.484408	0.363715	
0.684277	0.493133	0.512162	0.405112	
0.600799	0.390053	0.587302	0.348487	
0.683485	0.452551	0.528961	0.344294	
0.613159	0.348202	0.389416	0.375027	
0.631119	0.403554	0.715409	0.405342	
0.759729	0.379354	0.523178	0.422339	
0.628242	0.427622	0.568938	0.398466	
0.69582	0.508807	0.479891	0.365826	
0.585413	0.331758	0.54208	0.396286	
0.520061	0.434838	0.525401	0.409353	
0.948438	0.528639	0.49226	0.597202	
0.787303	0.430272	0.527643	0.444874	
0.88862	0.372869	0.48145	0.274418	
0.669729	0.397845	0.671254	0.417982	
0.593447	0.395133	0.505628	0.477183	
0.626447	0.437477	0.668405	0.375516	
0.602684	0.36118	0.49578	0.401007	
0.6162	0.490811	0.405385	0.376999	
0.651121	0.496545	0.536742	0.385238	
0.685138	0.606189	0.611441	0.607248	
0.733197	0.366287	0.489799	0.416431	
0.891437	0.365176	0.451045	0.439734	
0.719243	0.559985	0.513763	0.362893	
0.704845	0.378202	0.459812	0.371905	
0.90079	0.35618	0.418967	0.374225	
0.755277	0.504185	0.564599	0.359083	
0.681695	0.538923	0.558061	0.435278	
0.737118	0.402164	0.553266	0.376296	
0.613875	0.446013	0.688336	0.397024	
0.5827	0.455953	0.46684	0.401296	
0.800079	0.424247	0.519254	0.354546	
0.719336	0.37821	0.590421	0.42769	
0.634001	0.346433	0.423129	0.475544	
0.745808	0.424978	0.406927	0.324763	
0.771267	0.508233	0.526006	0.342555	
0.547607	0.45781	0.542447	0.44533	
0.706783	0.368662	0.378602	0.333647	
0.662004	0.515824	0.579131	0.295115	
0.682672	0.358984	0.603749	0.429104	
0.682817	0.503179	0.549785	0.238537	
0.832308	0.377558	0.555271	0.416996	
0.708919	0.327428	0.501385	0.399105	
0.67389	0.417409	0.482766	0.334833	
0.731074	0.400761	0.643833	0.464394	
0.931914	0.302264	0.662735	0.452131	
0.757944	0.353207	0.615459	0.694964	

ratio[0]	ratio[1]	ratio[2]	ratio[3]	
0.404858	0.377074	0.335121	0.433463	
