mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:35:46 2008 

Input data from the file: ex12.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 5698

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             30
Thetaw:                5
No_rec_males:          0
Recombination:         10


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
-2.11429	-2.18794	-3.43925	-3.54635	-3.84156	-3.92766	0.781609	0.111111	0.2	0.113083	na	0.2	0.411494	0.0831238	10	0	0	2.5242	0.83908	0.0574713	-0.907181	0.425872	0.766667	0.866667	0	9	0.448276	-2.01124	0.602222	na	1.19178	
0.810831	-3.87782	0.328605	0.57202	0.318552	0.599491	3.2	0.28125	0.363636	0.352169	na	0.666667	0.958621	0.147822	33	0	0	8.32985	10.1862	6.98621	0.302838	0.629754	0.166667	0.166667	2	7	8.58621	0.0978558	0.0733333	na	0.098172	
-0.419087	-5.09016	-0.556127	-0.602202	-0.692294	-0.72365	0.358621	0.0625	0.117647	0.147047	na	0.5	0.924138	0.101744	17	0	0	4.29114	3.76552	3.4069	-0.166451	0.126541	0.233333	0.266667	1	6	3.58621	-0.461233	0.106667	na	0.265568	
-0.775949	-3.74987	-1.48992	-1.48415	-1.05653	-1.16104	-2.01379	0.0526316	0.1	0.104557	na	0.466667	0.910345	0.0886238	20	0	0	5.0484	3.92414	5.93793	-0.302622	-0.618198	0.233333	0.233333	3	8	4.93103	-0.0676162	0.12	na	0.254833	
-1.00805	-7.58633	-0.782156	-1.00298	-0.953115	-1.17251	1.6	0.0588235	0.111111	0.106798	na	0.533333	0.878161	0.0798448	18	0	0	4.54356	3.21379	1.61379	-0.397709	0.537747	0.333333	0.466667	1	7	2.41379	-1.33301	0.151111	na	0.311159	
-0.308164	-4.5572	0.585274	0.349065	0.618215	0.355729	-0.266667	0.142857	0.241379	0.268841	na	0.6	0.963218	0.11078	29	0	0	7.32018	6.69425	6.96092	-0.116195	-0.0589788	0.133333	0.166667	3	5	6.82759	-0.209671	0.0688889	na	0.149382	
-0.0127625	-1.49037	-0.552243	-0.445009	-0.181141	-0.14818	-7.96322	0.0714286	0.137931	0.180051	na	0.5	0.896552	0.117461	29	0	0	7.32018	7.29425	15.2575	-0.00481216	-1.76123	0.3	0.333333	3	8	11.2759	1.68374	0.133333	na	0.137094	
0.594906	-0.303129	1.00496	1.02785	1.09117	1.11389	-0.524138	0.157895	0.25	0.286515	na	0.4	0.910345	0.144963	20	0	0	5.0484	5.91034	6.43448	0.232014	-0.160901	0.2	0.333333	1	2	6.17241	0.647583	0.12	na	0.169195	
0.344399	-0.00106417	-0.307549	-0.119801	-0.407495	-0.187284	2.2069	0.0666667	0.125	0.141456	na	0.333333	0.885057	0.13364	16	0	0	4.03872	4.44828	2.24138	0.137803	0.819663	0.2	0.266667	2	5	3.34483	-0.475678	0.144444	na	0.224806	
-0.112311	-2.25887	0.918354	0.695045	0.986916	0.741808	-0.174713	0.117647	0.222222	0.190866	na	0.433333	0.921839	0.120059	18	0	0	4.54356	4.3954	4.57011	-0.0443105	-0.0587195	0.233333	0.3	1	2	4.48276	-0.0380535	0.108889	na	0.22751	
-0.985782	-6.19932	-0.426692	-0.706738	-0.539664	-0.828205	0.873563	0.0714286	0.133333	0.117242	na	0.466667	0.905747	0.0838016	15	0	0	3.7863	2.67816	1.8046	-0.397709	0.342493	0.266667	0.366667	1	5	2.24138	-1.11241	0.124444	na	0.373391	
0.0892203	-1.79594	0.61483	0.528508	0.632264	0.544492	-0.0183908	0.0833333	0.153846	0.185816	na	0.366667	0.891954	0.125962	13	0	0	3.28146	3.37011	3.38851	0.0367142	-0.00811621	0.233333	0.333333	1	2	3.37931	0.0784214	0.137778	na	0.296726	
0.446387	-2.09366	-0.337928	-0.104214	-0.448311	-0.173947	1.65517	0	0	0.0906528	na	0.466667	0.921839	0.133611	19	0	0	4.79598	5.41379	3.75862	0.175053	0.531094	0.2	0.233333	3	6	4.58621	-0.125851	0.108889	na	0.184713	
-0.910629	-1.59969	-0.337928	-0.611014	-0.448311	-0.731259	-3.54943	0.222222	0.315789	0.262289	na	0.366667	0.894253	0.0873015	19	0	0	4.79598	3.53563	7.08506	-0.357108	-1.1389	0.2	0.333333	2	6	5.31034	0.308593	0.135556	na	0.282835	
0.505745	-3.35997	1.14198	1.10354	1.25933	1.2095	-0.0183908	0.0434783	0.0833333	0.168487	na	0.566667	0.928736	0.141809	24	0	0	6.05808	6.92184	6.94023	0.193752	-0.00481415	0.233333	0.233333	4	2	6.93103	0.434389	0.102222	na	0.14447	
1.03599	-1.55499	0.790557	1.02224	0.848638	1.105	1.61839	0.190476	0.318182	0.294132	na	0.5	0.921839	0.159845	22	0	0	5.55324	7.18851	5.57011	0.400157	0.457293	0.233333	0.233333	2	3	6.37931	0.441051	0.108889	na	0.139111	
-0.0568883	-1.18721	1.28885	1.01205	1.41341	1.10303	1.43448	0.0555556	0.105263	0.101781	na	0.4	0.924138	0.122748	19	0	0	4.79598	4.71724	3.28276	-0.022309	0.460282	0.166667	0.233333	2	1	4	-0.477544	0.106667	na	0.211988	
-0.579206	-8.1976	-1.17806	-1.16064	-1.41448	-1.3647	1.5908	0.0526316	0.1	0.0887607	na	0.6	0.951724	0.0939846	20	0	0	5.0484	4.2092	2.61839	-0.225892	0.488348	0.166667	0.233333	1	9	3.41379	-0.941748	0.08	na	0.237575	
-0.485937	-2.68844	0.790557	0.449608	0.848638	0.471234	2.95172	0.142857	0.227273	0.162933	na	0.466667	0.94023	0.105773	22	0	0	5.55324	4.78621	1.83448	-0.187695	0.834039	0.133333	0.233333	3	3	3.31034	-1.19751	0.0911111	na	0.417867	
-0.535877	-3.90706	-0.426692	-0.540891	-0.539664	-0.647804	-0.045977	0	0	0.140995	na	0.433333	0.914943	0.0997107	15	0	0	3.7863	3.18391	3.22989	-0.216197	-0.0180259	0.233333	0.333333	2	5	3.2069	-0.417194	0.115556	na	0.314079	
-0.334682	-1.11683	0.395008	0.188755	0.39367	0.170431	-0.22069	0.208333	0.32	0.296231	na	0.433333	0.871264	0.108705	25	0	0	6.3105	5.71724	5.93793	-0.127751	-0.0557219	0.3	0.366667	1	5	5.82759	-0.232418	0.157778	na	0.349819	
-0.791807	-3.69829	-0.731446	-0.883596	-0.602633	-0.809533	-1.55402	0.0869565	0.166667	0.153089	na	0.5	0.947126	0.0889525	24	0	0	6.05808	4.70575	6.25977	-0.303344	-0.406796	0.133333	0.166667	1	8	5.48276	-0.286281	0.0844444	na	0.425012	
0.720541	0.863841	0.664349	0.804331	0.712648	0.869531	-1.85747	0.133333	0.193548	0.28648	na	0.433333	0.935632	0.146671	31	0	0	7.82501	9.38161	11.2391	0.27032	-0.386855	0.133333	0.2	5	5	10.3103	1.00028	0.0955556	na	0.106592	
-0.393441	-2.12416	0.272808	0.0753186	0.249675	0.0440708	2.23448	0.153846	0.285714	0.21486	na	0.366667	0.871264	0.106368	14	0	0	3.53388	3.11724	0.882759	-0.160211	0.927767	0.266667	0.333333	0	3	2	-1.16335	0.157778	na	0.320796	
-0.792486	-2.99962	-0.553275	-0.741153	-0.704298	-0.889701	-4.71724	0.136364	0.26087	0.173143	na	0.466667	0.908046	0.0925996	23	0	0	5.80566	4.50345	9.22069	-0.304801	-1.28198	0.2	0.233333	3	8	6.86207	0.544161	0.122222	na	0.222052	
-0.601419	-11.5621	-1.17806	-1.16896	-1.41448	-1.37386	1.38851	0.0526316	0.1	0.0829341	na	0.666667	0.96092	0.0932124	20	0	0	5.0484	4.17701	2.78851	-0.234555	0.426246	0.166667	0.2	2	9	3.48276	-0.902015	0.0711111	na	0.239406	
-0.710897	-1.0927	-0.866198	-0.960121	-1.05653	-1.13419	-2.58391	0.210526	0.3	0.336572	na	0.366667	0.818391	0.0995652	20	0	0	5.0484	4.01839	6.6023	-0.277251	-0.793213	0.366667	0.366667	3	8	5.31034	0.150917	0.208889	na	0.248856	
-0.202803	1.12352	0.156449	0.0503536	0.117945	0.0119119	-2.4092	0.5	0.588235	0.51927	na	0.266667	0.733333	0.113693	17	0	0	4.29114	4.03678	6.44598	-0.0805483	-0.850097	0.466667	0.5	1	4	5.24138	0.62174	0.291111	na	0.247722	
-0.355387	-4.22773	0.0665908	-0.0779601	0.0164126	-0.130318	2.47356	0	0	0.0679389	na	0.466667	0.924138	0.106804	16	0	0	4.03872	3.61609	1.14253	-0.1422	0.918705	0.2	0.266667	2	4	2.37931	-1.13756	0.106667	na	0.276542	
