mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 02:03:59 2008 

Input data from the file: ex20.txt

Print_neuttest:        2
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 672

N_loci:                1
Nlinked_loci:          5
Pos_linked:            12 500, 1056 2300, 5020 7050, 9590 10900, 11200 12349
Factorn_chr:           1.000000
N_sites:               12350
N_samples:             12
Thetaw:                98.3
No_rec_males:          0
Recombination:         60

Pop_size:              1.00E+06
Ifselection:           1
Pop_sel:               20000
Sel_nt:                2000
Sinit:                 0

Recombination parameter value for the studied region and all the region until the selective position.


Neutral tests (excluding multiple hits positions)
avg(TD)	var(TD)	avg(Fs)	var(Fs)	avg(FD*)	var(FD*)	avg(FF*)	var(FF*)	avg(FD)	var(FD) 	avg(FF)	var(FF)	avg(H)	var(H)	avg(B)	var(B)	avg(Q)	var(Q)	avg(ZA)	var(ZA)	avg(Fst)	var(Fst)	avg(Kw)	var(Kw) 	avg(Hw)	var(Hw)	avg(R2)	var(R2)	avg(S)	var(S)	avg(pi_w)	var(pi_w)	avg(pi_b)	var(pi_b)	avg(ThetaWatt)	var(thetaWatt)	avg(ThetaTaj)	var(ThetaTaj)	avg(ThetaFW)	var(ThetaFW)	avg(D/Dmin)	var(D/Dmin)	avg(Hnorm)	var(Hnorm)	avg(maxhap)	var(maxhap)	avg(maxhap1)	var(maxhap1)	avg(Rm)	var(Rm)	avg(theta_fl)	var(theta_fl)	avg(theta_l)	var(theta_l)	avg(zeng_E)	var(zeng_E)	avg(EW-test)	var(EW-test)	avg(Fstw)	var(Fstw)	avg(Pwh)	var(Pwh)
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	3.45455	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	3.45455	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.763636	2.26281	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
2.66633	na	14.2407	na	1.56855	na	2.11266	na	1.85584	na	2.5522	na	0.0424242	0.00899908	1	na	1	na	1	na	na	na	0.1	0.00138889	0.106061	0.0562443	0.265152	na	4.6	105.8	0	0	0	0	1.52324	11.6013	2.43939	29.7532	2.39697	28.7273	1.21092	na	0.0497728	na	0.916667	0.0347222	0.916667	0.0347222	0	0	0	0	2.49091	28.8	2.20825	na	0.902778	0.0472608	na	na	1.88571	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	12.0909	0	na	na	1	0	na	na	na	na	
-1.83189	0.262594	4.19909	19.275	-2.26157	0.492426	-2.4411	0.562754	-1.3009	0.306503	-1.7415	0.350503	-6.54545	60.1171	1	0	1	0	1	0	na	na	0.15	0.00138889	0.133333	0.00555556	0.276385	0	12	217.5	0	0	0	0	3.97367	23.8496	2	6.04167	8.54545	102.901	-1	0	-2.17092	3.00545	0.933333	0.00138889	0.95	0.00208333	0	0	7.4	89.8	7.69091	36.8041	0.816671	1.5516	0.877778	0.00466821	na	na	6	0	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	11.0909	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	4.49091	36.3	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.82949	na	3.825	na	-2.25138	na	-2.43088	na	-0.717249	na	-1.22634	na	-3.93939	63.82	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	5.2	111.2	0	0	0	0	1.72192	12.1934	0.866667	3.08889	4.80606	94.9897	-1	na	-3.17688	na	0.966667	0.00208333	0.966667	0.00208333	0	0	2.6	27.8	2.89091	32.7	1.776	na	0.938889	0.00700231	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	2.69091	33.8	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-0.625209	0.199505	6.42281	51.1731	0.573759	2.72604	0.301957	2.28944	0.712865	3.44955	0.411737	2.95588	-4.91515	86.4648	1	na	1	na	1	na	na	na	0.133333	0.00208333	0.154545	0.0230028	0.193139	0.00519753	9.8	266.2	0	0	0	0	3.24516	29.1897	2.94242	24.63	7.85758	202.897	-0.447269	0.229134	-1.4825	3.09135	0.916667	0.00694444	0.933333	0.00833333	0	0	0.2	0.2	5.43636	91.6587	1.17379	4.02496	0.858333	0.0193287	na	na	4.2	2.43	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	22.1818	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	22.1818	0	na	na	1	0	na	na	na	na	
-1.45138	na	0.431832	na	-1.72038	na	-1.86451	na	-0.482752	na	-0.839941	na	-0.30303	0.459137	1	na	1	na	1	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.4	0.8	0	0	0	0	0.132456	0.0877226	0.0666667	0.0222222	0.369697	0.683379	-1	na	-2.24639	na	0.983333	0.00138889	0.983333	0.00138889	0	0	0.2	0.2	1.09091	0	1.10045	na	0.969444	0.00466821	na	na	6	na	
-1.45138	na	-1.32484	na	-1.72038	na	-1.86451	na	-1.91219	na	-2.09985	na	0.0606061	0.0183655	0	na	0	na	0.00826446	na	na	na	0.116667	0.00555556	0.0636364	0.0202479	0.186339	na	0.4	0.8	0	0	0	0	0.132456	0.0877226	0.0666667	0.0222222	0.00606061	0.000183655	-1	na	0.449278	na	0.966667	0.00555556	0.983333	0.00138889	0	0	0.4	0.8	0.909091	0.165289	-1.23351	na	0.941667	0.0170139	na	na	3	na	
-1.77033	0.297832	2.03826	5.31698	-2.17407	0.535443	-2.34795	0.614602	-1.04713	0.143077	-1.49349	0.0289983	-3.60606	26.4624	0.958333	na	0.961538	na	0.958678	na	na	na	0.15	0.00486111	0.130303	0.0179752	0.268949	0.000165904	5	41.5	0	0	0	0	1.6557	4.55061	0.833333	1.15278	4.43939	38.5495	-1	0	-2.35407	5.6208	0.933333	0.00486111	0.966667	0.00208333	0	0	2.6	9.8	2.70909	12.7661	1.08393	3.13324	0.880556	0.0151042	na	na	5.69231	0.284024	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	7.54545	1.77636e-14	na	na	1	0	na	na	na	na	
-0.334143	na	4.76307	na	1.36068	na	1.04974	na	1.4764	na	1.17489	na	-3.05455	17.5603	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.121212	0.0275482	0.151515	na	3	18	0	0	0	0	0.993418	1.97376	0.909091	1.65289	3.96364	29.7917	-0.170904	na	-4.63666	na	0.933333	0.00833333	0.933333	0.00833333	0	0	0	0	6.96364	0.83719	4.17383	na	0.888889	0.0231481	na	na	3.3	na	
-1.94103	0.0371893	3.1598	3.34671	-2.38961	0.0768975	-2.58026	0.0870956	-0.990579	0.358556	-1.49983	0.178143	-3.93939	35.4339	1	0	1	0	1	0	na	na	0.133333	0.00208333	0.1	0.00833333	0.276385	0	5.2	38.7	0	0	0	0	1.72192	4.24358	0.866667	1.075	4.80606	48.5543	-1	0	-2.90067	3.34959	0.95	0.00208333	0.95	0.00208333	0	0	2.6	6.8	5.01818	9.41074	1.44179	2.67622	0.908333	0.00700231	na	na	6	0	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1.27273	2.77556e-16	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1.27273	2.77556e-16	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	1.03636	0.279339	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.74687	na	1.55876	na	-2.11272	na	-2.28534	na	-0.162576	na	-0.676317	na	-1.57576	5.06887	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	1.6	4.8	0	0	0	0	0.529823	0.526335	0.266667	0.133333	1.84242	6.77796	-1	na	-3.71569	na	0.966667	0.00208333	0.966667	0.00208333	0	0	0.6	0.8	1.10909	2.04711	2.24137	na	0.938889	0.00700231	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	2.18182	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	2.18182	0	na	na	1	0	na	na	na	na	
-0.194921	na	0.297358	na	0.752024	na	0.58317	na	0.703619	na	0.569933	na	0.0484848	0.0117539	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0606061	0.0183655	0.151515	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0606061	0.0183655	0.0121212	0.000734619	-0.170904	na	0.541144	na	0.966667	0.00555556	1	0	0	0	0	0	1.78182	0.8	-0.560518	na	0.944444	0.0154321	na	na	3.3	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.127273	0.00247934	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.89735	0.0615843	2.90432	3.69784	-2.32983	0.122755	-2.51633	0.139534	-0.103735	0.130885	-0.705149	0.161828	-4.72727	29.309	1	0	1	0	1	0	na	na	0.133333	0.00208333	0.1	0.00833333	0.276385	0	4.8	34.7	0	0	0	0	1.58947	3.80497	0.8	0.963889	5.52727	40.7931	-1	0	-4.39172	0.500401	0.95	0.00208333	0.95	0.00208333	0	0	1.8	6.2	3.2	13.2661	2.83214	0.352993	0.908333	0.00700231	na	na	6	0	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	8.54545	0	na	na	1	0	na	na	na	na	
-1.74687	na	-0.0951878	na	-2.11272	na	-2.28534	na	-1.55257	na	-1.89369	na	-0.242424	0.293848	0.333333	na	0.5	na	0.338843	na	na	na	0.116667	0.00555556	0.0636364	0.0202479	0.212459	na	0.8	3.2	0	0	0	0	0.264911	0.35089	0.133333	0.0888889	0.375758	0.705969	-1	na	-1.14329	na	0.966667	0.00555556	0.983333	0.00138889	0	0	0.6	1.8	7.09091	10.5785	-0.0885571	na	0.941667	0.0170139	na	na	3	na	
-2.02607	0.11836	5.67102	16.5694	-2.52368	0.244314	-2.72168	0.276718	-0.943477	0.717158	-1.50925	0.818794	-7.66667	95.2663	1	0	1	0	1	3.33067e-16	na	na	0.133333	0.00208333	0.1	0.00833333	0.276385	0	11.8	228.2	0	0	0	0	3.90744	25.0229	1.96667	6.33889	9.63333	149.959	-1	0	-3.47439	0.286394	0.95	0.00208333	0.95	0.00208333	0	0	6.6	74.3	6.30909	47.4364	1.87029	0.387319	0.908333	0.00700231	na	na	6	0	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	2.09091	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	1.29091	1.2	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.0606061	0.00688705	na	na	na	na	na	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	0.4	0.3	0	0	0	0	0.132456	0.032896	0.0666667	0.00833333	0.00606061	6.88705e-05	-1	na	0.338215	na	0.966667	0.00208333	1	0	0	0	0.4	0.3	0.0909091	0	-0.90177	na	0.938889	0.00700231	na	na	6	na	
-2.1258	na	5.02302	na	-2.65716	na	-2.86481	na	0.296454	na	-0.482833	na	-6.75758	86.1065	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	5.8	63.2	0	0	0	0	1.92061	6.93008	0.966667	1.75556	7.72424	112.276	-1	na	-5.93259	na	0.966667	0.00208333	0.966667	0.00208333	0	0	1.6	5.3	4.4	34.8992	4.31535	na	0.938889	0.00700231	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	2.32727	25.0066	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-0.358802	na	-0.626926	na	-0.30303	0.585399	na	na	na	na	na	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	0.4	0.3	0	0	0	0	0.132456	0.032896	0.0666667	0.00833333	0.369697	0.66949	-1	na	-1.69107	na	0.966667	0.00208333	1	0	0	0	0.2	0.2	0.272727	0.165289	0.804491	na	0.938889	0.00700231	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.94569	na	3.48313	na	-2.39912	na	-2.59008	na	-1.09158	na	-1.58774	na	-2.30303	13.6639	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	4	48	0	0	0	0	1.32456	5.26335	0.666667	1.33333	2.9697	23.4821	-1	na	-2.79575	na	0.966667	0.00208333	0.966667	0.00208333	0	0	2.4	18.8	1.87273	8.74628	1.26243	na	0.938889	0.00700231	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	1.76364	0.87438	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.71575	0.100228	1.84683	3.75345	-2.08083	0.19189	-2.25011	0.218972	0.0347122	2.96267	-0.493164	2.6978	-2.42424	5.2686	1	0	1	0	1	0	na	na	0.133333	0.00208333	0.1	0.00833333	0.276385	2.08167e-17	3.2	20.7	0	0	0	0	1.05965	2.26982	0.533333	0.575	2.95758	7.88905	-1	0	-4.112	4.63053	0.95	0.00208333	0.95	0.00208333	0	0	1.6	12.8	1.78182	2.75868	2.52839	4.62195	0.908333	0.00700231	na	na	6	0	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	1.25455	2.53884	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.93717	na	2.87695	na	-2.38152	na	-2.57192	na	-0.145447	na	-0.754166	na	-2.81818	15.0321	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	3	20	0	0	0	0	0.993418	2.19306	0.5	0.555556	3.31818	21.0927	-1	na	-4.4284	na	0.966667	0.00208333	0.966667	0.00208333	0	0	1.2	4.7	1.96364	6.80826	2.80922	na	0.938889	0.00700231	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	1.16364	5.75372	-0.90177	na	0.969444	0.00466821	na	na	6	na	
