mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 02:03:59 2008 

Input data from the file: ex20.txt

Print_neuttest:        2
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 672

N_loci:                1
Nlinked_loci:          5
Pos_linked:            12 500, 1056 2300, 5020 7050, 9590 10900, 11200 12349
Factorn_chr:           1.000000
N_sites:               12350
N_samples:             12
Thetaw:                98.3
No_rec_males:          0
Recombination:         60

Pop_size:              1.00E+06
Ifselection:           1
Pop_sel:               20000
Sel_nt:                2000
Sinit:                 0

Recombination parameter value for the studied region and all the region until the selective position.


Neutral tests (excluding multiple hits positions)
avg(TD)	var(TD)	avg(Fs)	var(Fs)	avg(FD*)	var(FD*)	avg(FF*)	var(FF*)	avg(FD)	var(FD) 	avg(FF)	var(FF)	avg(H)	var(H)	avg(B)	var(B)	avg(Q)	var(Q)	avg(ZA)	var(ZA)	avg(Fst)	var(Fst)	avg(Kw)	var(Kw) 	avg(Hw)	var(Hw)	avg(R2)	var(R2)	avg(S)	var(S)	avg(pi_w)	var(pi_w)	avg(pi_b)	var(pi_b)	avg(ThetaWatt)	var(thetaWatt)	avg(ThetaTaj)	var(ThetaTaj)	avg(ThetaFW)	var(ThetaFW)	avg(D/Dmin)	var(D/Dmin)	avg(Hnorm)	var(Hnorm)	avg(maxhap)	var(maxhap)	avg(maxhap1)	var(maxhap1)	avg(Rm)	var(Rm)	avg(theta_fl)	var(theta_fl)	avg(theta_l)	var(theta_l)	avg(zeng_E)	var(zeng_E)	avg(EW-test)	var(EW-test)	avg(Fstw)	var(Fstw)	avg(Pwh)	var(Pwh)
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	2.63636	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	1.10909	1.9438	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-0.359846	na	7.28539	na	1.48565	na	1.14455	na	1.6927	na	1.33779	na	-1.6	4.98365	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.121212	0.0275482	0.151515	na	5.4	57.8	0	0	0	0	1.78815	6.33796	1.63636	5.30762	3.23636	19.6503	-0.170904	na	-1.56124	na	0.933333	0.00833333	0.933333	0.00833333	0	0	0	0	2.49091	10.9033	1.27862	na	0.888889	0.0231481	na	na	3.3	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.0606061	0.00688705	na	na	na	na	na	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	0.4	0.3	0	0	0	0	0.132456	0.032896	0.0666667	0.00833333	0.00606061	6.88705e-05	-1	na	0.338215	na	0.966667	0.00208333	1	0	0	0	0.4	0.3	3.96364	12.4983	-0.90177	na	0.938889	0.00700231	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.97988	na	3.10425	na	-2.4413	na	-2.63572	na	0.0414354	na	-0.615259	na	-3.51515	26.4853	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	3.2	19.7	0	0	0	0	1.05965	2.16017	0.533333	0.547222	4.04848	34.4921	-1	na	-4.89346	na	0.966667	0.00208333	0.966667	0.00208333	0	0	1	2	2.34545	10.5884	3.27702	na	0.938889	0.00700231	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	7.18182	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	7.18182	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	7.18182	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	7.18182	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	7.18182	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	7.18182	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	7.18182	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	7.18182	0	na	na	1	0	na	na	na	na	
-1.98343	na	3.11332	na	-2.44619	na	-2.64095	na	-1.91181	na	-2.31329	na	-0.484848	1.17539	1	na	1	na	1	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	1.6	12.8	0	0	0	0	0.529823	1.40356	0.266667	0.355556	0.751515	2.82388	-1	na	-1.37581	na	0.983333	0.00138889	0.983333	0.00138889	0	0	1.2	7.2	2.54545	1.11022e-15	-0.112999	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	2.54545	1.11022e-15	na	na	1	0	na	na	na	na	
-1.17901	na	0.617092	na	-0.934186	na	-1.12521	na	-0.565049	na	-0.846128	na	-0.436364	0.394215	0.75	na	0.833333	na	0.754545	na	na	na	0.133333	0.00555556	0.121212	0.0368457	0.20655	na	1.2	2.7	0	0	0	0	0.397367	0.296064	0.254545	0.130785	0.690909	0.904339	-0.723635	na	-1.24914	na	0.933333	0.0118056	0.95	0.00555556	0	0	0.6	0.8	1.72727	0.557851	0.382789	na	0.888889	0.0309606	na	na	3.64706	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1.18182	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1.18182	0	na	na	1	0	na	na	na	na	
-1.4215	0.236822	0.720671	4.29359	-1.70189	0.415483	-1.84255	0.478084	-0.686292	1.45049	-1.02381	1.35689	-1.15152	3.54224	1	na	1	na	1	na	na	na	0.133333	0.00208333	0.1	0.00833333	0.276385	6.245e-17	2	11.5	0	0	0	0	0.662279	1.26101	0.333333	0.319444	1.48485	5.85663	-1	0	-1.92994	4.28919	0.95	0.00208333	0.983333	0.00138889	0	0	1.2	4.7	1.38182	1.54711	0.828993	2.91313	0.908333	0.00700231	na	na	6	0	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.763636	2.26281	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.44149	0.27172	0.934468	5.96535	-1.73117	0.483424	-1.87365	0.555481	-0.897453	0.823009	-1.2305	0.34033	-2.18182	25.489	1	na	1	na	1	na	na	na	0.133333	0.00208333	0.1	0.00833333	0.276385	2.08167e-17	2.4	18.3	0	0	0	0	0.794734	2.00665	0.4	0.508333	2.58182	33.1337	-1	0	-1.55293	10.7292	0.95	0.00208333	0.983333	0.00138889	0	0	1	1.5	1.52727	10.3157	0.630305	7.04175	0.908333	0.00700231	na	na	6	0	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.0606061	0.00688705	na	na	na	na	na	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	0.4	0.3	0	0	0	0	0.132456	0.032896	0.0666667	0.00833333	0.00606061	6.88705e-05	-1	na	0.338215	na	0.966667	0.00208333	1	0	0	0	0.4	0.3	0.0909091	0	-0.90177	na	0.938889	0.00700231	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.0606061	0.00688705	na	na	na	na	na	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	0.4	0.3	0	0	0	0	0.132456	0.032896	0.0666667	0.00833333	0.00606061	6.88705e-05	-1	na	0.338215	na	0.966667	0.00208333	1	0	0	0	0.4	0.3	0.0909091	0	-0.90177	na	0.938889	0.00700231	na	na	6	na	
1.3811	na	1.15205	na	0.752024	na	1.02055	na	0.703619	na	0.997383	na	-0.0424242	0.00899908	na	na	na	na	na	na	na	na	0.1	0.00138889	0.106061	0.0562443	0.265152	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.106061	0.0562443	0.148485	0.110239	1.21092	na	-0.473501	na	0.916667	0.0347222	1	0	0	0	0	0	0.309091	0.0892562	1.14574	na	0.902778	0.0472608	na	na	1.88571	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.636364	6.93889e-17	na	na	1	0	na	na	na	na	
1.52266	na	3.35366	na	1.10492	na	1.36734	na	1.10807	na	1.42506	na	-0.145455	0.105785	1	na	1	na	1	na	na	na	0.1	0.00138889	0.0969697	0.0470156	0.242424	na	0.6	1.8	0	0	0	0	0.198684	0.197376	0.290909	0.42314	0.436364	0.952066	0.934558	na	-0.832757	na	0.933333	0.0222222	0.933333	0.0222222	0	0	0	0	1.81818	0	1.67574	na	0.911111	0.0395062	na	na	2.0625	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1.81818	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1.81818	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1.81818	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1.81818	0	na	na	1	0	na	na	na	na	
-1.29596	na	-0.90025	na	-1.52506	na	-1.65393	na	-1.66671	na	-1.83358	na	0.0909091	0.0183655	0	na	0	na	0.00826446	na	na	na	0.133333	0.00555556	0.0969697	0.0205005	0.231362	na	0.6	0.8	0	0	0	0	0.198684	0.0877226	0.1	0.0222222	0.00909091	0.000183655	-1	na	0.393747	na	0.95	0.00555556	0.983333	0.00138889	0	0	0.6	0.8	0.490909	0.552066	-1.06764	na	0.911111	0.0172261	na	na	4.5	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.0606061	0.00688705	na	na	na	na	na	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	0.4	0.3	0	0	0	0	0.132456	0.032896	0.0666667	0.00833333	0.00606061	6.88705e-05	-1	na	0.338215	na	0.966667	0.00208333	1	0	0	0	0.4	0.3	0.109091	0.00165289	-0.90177	na	0.938889	0.00700231	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-2.03978	0.0206702	3.52889	6.07729	-2.53152	0.0450025	-2.73129	0.0507095	-0.927417	0.640483	-1.48986	0.591285	-4.72727	23.6272	0.925926	0.0164609	0.933333	0.0133333	0.926538	0.0161899	na	na	0.15	0.00486111	0.130303	0.0179752	0.266846	0.000272989	7.2	69.2	0	0	0	0	2.3842	7.588	1.2	1.92222	5.92727	38.5393	-1	0	-3.42947	0.871211	0.933333	0.00486111	0.95	0.00208333	0	0	4	26	3.6	14.0025	1.80511	0.912056	0.880556	0.0151042	na	na	5.6	0.48	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	4.54545	0	na	na	1	0	na	na	na	na	
-1.57831	na	1.48296	na	-1.91179	na	-2.06746	na	-0.436873	na	-0.862957	na	-1.15152	3.22084	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	2	15.5	0	0	0	0	0.662279	1.69962	0.333333	0.430556	1.48485	5.89888	-1	na	-2.91873	na	0.966667	0.00208333	0.983333	0.00138889	0	0	1.2	7.2	1.50909	1.29587	1.5393	na	0.938889	0.00700231	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.636364	0.247934	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.14053	0	-0.475656	0	-1.32974	0	-1.44334	0	-1.42122	0	-1.56732	0	0.0909091	0.00688705	na	na	na	na	na	na	na	na	0.133333	0.00208333	0.1	0.00833333	0.276385	0	0.6	0.3	0	0	0	0	0.198684	0.032896	0.1	0.00833333	0.00909091	6.88705e-05	-1	0	0.338215	0	0.95	0.00208333	1	0	0	0	0.6	0.3	0.0909091	0	-0.90177	0	0.908333	0.00700231	na	na	6	0	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-0.358802	na	-0.626926	na	-0.30303	0.585399	na	na	na	na	na	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	0.4	0.3	0	0	0	0	0.132456	0.032896	0.0666667	0.00833333	0.369697	0.66949	-1	na	-1.69107	na	0.966667	0.00208333	1	0	0	0	0.2	0.2	0.454545	0.247934	0.804491	na	0.938889	0.00700231	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	1	0	na	na	1	0	na	na	na	na	
0.777826	na	3.19095	na	1.11677	na	1.16566	na	1.13366	na	1.22812	na	-0.490909	0.684298	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.163636	0.0502066	0.204545	na	1.4	4.8	0	0	0	0	0.463595	0.526335	0.572727	0.803306	1.06364	2.96033	0.473949	na	-1.17382	na	0.9	0.01875	0.9	0.01875	0	0	0	0	1.41818	0.783471	1.5493	na	0.85	0.0421875	na	na	2.44444	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.0606061	0.00688705	na	na	na	na	na	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	0.4	0.3	0	0	0	0	0.132456	0.032896	0.0666667	0.00833333	0.00606061	6.88705e-05	-1	na	0.338215	na	0.966667	0.00208333	1	0	0	0	0.4	0.3	0.490909	0.3	-0.90177	na	0.938889	0.00700231	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	0.0909091	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
-1.4437	na	0.54155	na	-1.72123	na	-1.86434	na	-1.02356	na	-1.32471	na	-0.575758	1.88705	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	1	3	0	0	0	0	0.331139	0.32896	0.166667	0.0833333	0.742424	2.72796	-1	na	-1.26	na	0.966667	0.00208333	0.983333	0.00138889	0	0	0.6	0.8	0.509091	0.87438	0.281479	na	0.938889	0.00700231	na	na	6	na	
-1.74573	0.238751	2.77641	13.3073	-2.04115	0.549464	-2.23002	0.592364	-0.92056	0.311563	-1.38347	0.233967	-7.12121	89.6465	0.640212	0.197867	0.716667	0.165833	0.728191	0.0905018	na	na	0.183333	0.00486111	0.193939	0.0174931	0.227435	0.00361016	9.4	126.8	0	0	0	0	3.11271	13.904	1.62121	3.50528	8.74242	128.409	-0.948181	0.0107406	-2.72145	4.71714	0.9	0.00486111	0.916667	0.00694444	0	0	4.6	27.3	5.61818	38.8446	1.45236	3.06229	0.822222	0.0146991	na	na	3.91132	6.039	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	4.54545	0	na	na	1	0	na	na	na	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	4.54545	0	na	na	1	0	na	na	na	na	
-1.54033	na	0.74278	na	-1.83706	na	-1.98981	na	0.469672	na	-0.0349465	na	-1.30303	3.18641	1	na	1	na	1	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	1	2	0	0	0	0	0.331139	0.219306	0.166667	0.0555556	1.4697	4.05005	-1	na	-4.29269	na	0.966667	0.00208333	0.966667	0.00208333	0	0	0.2	0.2	2.07273	0.00165289	2.83214	na	0.938889	0.00700231	na	na	6	na	
na	na	na	na	na	na	na	na	na	na	na	na	0	0	na	na	na	na	na	na	na	na	0.0833333	1.0842e-18	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	na	na	na	na	1	0	1	0	0	0	0	0	2.09091	0	na	na	1	0	na	na	na	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.0606061	0.00688705	na	na	na	na	na	na	na	na	0.116667	0.00208333	0.0666667	0.00833333	0.276385	na	0.4	0.3	0	0	0	0	0.132456	0.032896	0.0666667	0.00833333	0.00606061	6.88705e-05	-1	na	0.338215	na	0.966667	0.00208333	1	0	0	0	0.4	0.3	0.490909	0.8	-0.90177	na	0.938889	0.00700231	na	na	6	na	
-1.14053	na	-0.475656	na	-1.32974	na	-1.44334	na	-1.42122	na	-1.56732	na	0.030303	0.00459137	na	na	na	na	na	na	na	na	0.1	0.00138889	0.0333333	0.00555556	0.276385	na	0.2	0.2	0	0	0	0	0.0662279	0.0219306	0.0333333	0.00555556	0.0030303	4.59137e-05	-1	na	0.338215	na	0.983333	0.00138889	1	0	0	0	0.2	0.2	0.0909091	0	-0.90177	na	0.969444	0.00466821	na	na	6	na	
