mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:31:36 2008 

Input data from the file: ex01.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 786

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             25
Thetaw:                10
No_rec_males:          0
Recombination:         10


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
0.275537	-0.907908	0.706716	0.67088	0.765057	0.72692	-1.79	0.0666667	0.0967742	0.199133	na	0.56	0.923333	0.136311	31	0	0	8.20984	8.81333	10.6033	0.105325	-0.361482	0.24	0.28	2	5	9.70833	0.596959	0.1136	na	0.113464	
0.126691	-4.04902	-0.239996	-0.146802	-0.372284	-0.243697	1.66	0.117647	0.228571	0.179387	na	0.72	0.956667	0.126132	35	0	0	9.26917	9.58	7.92	0.0480478	0.300154	0.2	0.2	3	11	8.75	-0.186535	0.0816	na	0.104384	
-0.708101	-1.19609	0.411452	0.0704169	0.413679	0.0298102	1.87333	0.0540541	0.105263	0.15113	na	0.56	0.936667	0.100331	38	0	0	10.0637	8.18667	6.31333	-0.26724	0.3141	0.2	0.28	3	8	7.25	-0.941814	0.1008	na	0.12215	
-0.174958	-1.65033	-1.05543	-0.915688	-1.08865	-0.94455	-4.02667	0.285714	0.37931	0.365235	na	0.56	0.94	0.115963	29	0	0	7.68017	7.32	11.3467	-0.0671937	-0.863673	0.16	0.2	1	12	9.33333	0.696555	0.0976	na	0.136612	
-1.36841	-8.77806	-1.40406	-1.63433	-1.56769	-1.82743	-0.826667	0	0	0.0822159	na	0.76	0.96	0.0724328	36	0	0	9.534	6.08667	6.91333	-0.518085	-0.145666	0.2	0.24	3	17	6.5	-1.06405	0.0784	na	0.164294	
0.344763	-2.13011	-0.168664	-0.00948013	-0.285014	-0.0830838	1.33	0.21875	0.272727	0.264471	na	0.64	0.953333	0.134352	33	0	0	8.7395	9.54	8.21	0.13124	0.253756	0.16	0.24	3	10	8.875	0.0511919	0.0848	na	0.104822	
1.12108	-0.308624	0.875948	1.11672	0.966468	1.24043	2.48667	0.172414	0.333333	0.418121	na	0.56	0.91	0.16749	30	0	0	7.945	10.3267	7.84	0.429515	0.517293	0.24	0.24	6	4	9.08333	0.466182	0.1264	na	0.0968367	
0.394277	-0.189997	0.165008	0.278537	0.115199	0.259931	4.04	0.0930233	0.159091	0.223897	na	0.6	0.963333	0.137733	44	0	0	11.6527	12.8533	8.81333	0.147634	0.591443	0.12	0.16	5	11	10.8333	-0.241332	0.0752	na	0.0778008	
-0.339664	-5.01361	-0.29687	-0.36397	-0.439966	-0.493976	-5.11333	0.0606061	0.117647	0.170311	na	0.72	0.953333	0.108854	34	0	0	9.00434	8.19333	13.3067	-0.129052	-0.949394	0.2	0.24	5	11	10.75	0.642955	0.0848	na	0.12205	
-0.649237	-3.19271	-0.343593	-0.513369	-0.483982	-0.654922	-0.866667	0.0869565	0.166667	0.129063	na	0.56	0.913333	0.0997591	24	0	0	6.356	5.23333	6.1	-0.253081	-0.220121	0.28	0.32	1	8	5.66667	-0.339623	0.1232	na	0.191083	
