mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:33:13 2008 

Input data from the file: ex08.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 4653

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             30
Ifgamma:               1
Alpha_gamma:           1
P_gamma:               1
Correct_gamma:         5
No_rec_males:          0
Recombination:         10


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
-0.524089	-2.11501	0.531591	0.2387	0.537553	0.228782	0.533333	0	0	0.0348021	na	0.333333	0.83908	0.102513	12	0	0	3.02904	2.54253	2.0092	-0.21826	0.25122	0.366667	0.466667	0	2	2.27586	-0.640158	0.188889	na	0.393309	
-0.375784	-1.57835	-0.707753	-0.708201	-0.847919	-0.831355	-0.597701	0	0	0.038912	na	0.333333	0.834483	0.103093	13	0	0	3.28146	2.90805	3.50575	-0.154635	-0.263777	0.3	0.333333	0	5	3.2069	-0.0597553	0.193333	na	0.343874	
-0.276144	-0.199813	-0.737466	-0.701143	-0.78427	-0.747104	0.321839	0	0	0.0104948	na	0.1	0.42069	0.128907	2	0	0	0.50484	0.436782	0.114943	-0.183195	0.533662	0.733333	0.966667	0	1	0.275862	-0.60655	0.593333	na	2.28947	
-0.288756	-1.58937	0.0753526	-0.0510465	0.0194028	-0.10997	-4.57011	0.171429	0.25	0.294416	na	0.533333	0.88046	0.109139	36	0	0	9.08711	8.37011	12.9402	-0.107221	-0.830797	0.333333	0.366667	4	9	10.6552	0.55568	0.148889	na	0.238945	
0.38603	-6.41897	0.846848	0.821947	0.92587	0.894028	1.86667	0.172414	0.266667	0.234395	na	0.7	0.974713	0.135995	30	0	0	7.5726	8.38161	6.51494	0.145177	0.400447	0.1	0.166667	3	4	7.44828	-0.0514348	0.0577778	na	0.119309	
0.999499	-0.601794	1.31682	1.42919	1.44912	1.56573	0.993103	0.263158	0.35	0.302056	na	0.433333	0.933333	0.160997	20	0	0	5.0484	6.49655	5.50345	0.389806	0.304865	0.133333	0.266667	1	1	6	0.54825	0.0977778	na	0.153928	
0.631027	-1.2459	0.267762	0.436134	0.24381	0.425231	0.625287	0.25	0.4	0.294443	na	0.233333	0.783908	0.153007	5	0	0	1.2621	1.55402	0.928736	0.314314	0.570841	0.366667	0.6	1	1	1.24138	-0.0318794	0.242222	na	0.643491	
-0.333853	-5.96994	0.531813	0.295335	0.55809	0.294555	3.33793	0.03125	0.0606061	0.0976252	na	0.666667	0.96092	0.109523	33	0	0	8.32985	7.56552	4.22759	-0.124691	0.656899	0.166667	0.166667	2	6	5.89655	-0.92885	0.0711111	na	0.132179	
0.0113742	-0.250255	0.949814	0.787393	0.954244	0.79862	0.625287	0	0	0.288889	na	0.133333	0.531034	0.12682	3	0	0	0.75726	0.76092	0.135632	0.00656792	0.804784	0.666667	0.833333	0	0	0.448276	-0.648521	0.486667	na	1.3142	
0.4606	-0.168526	0.0450721	0.193045	0.0103059	0.168373	0.450575	0	0	0.297576	na	0.166667	0.668966	0.147509	4	0	0	1.00968	1.1908	0.74023	0.243771	0.479663	0.533333	0.733333	0	1	0.965517	-0.0780313	0.353333	na	0.839768	
0.770436	0.0937561	0.0450721	0.297983	0.0103059	0.275888	0.763218	0	0	0.0730254	na	0.166667	0.751724	0.162083	4	0	0	1.00968	1.31264	0.549425	0.407751	0.812491	0.333333	0.666667	0	1	0.931034	-0.13896	0.273333	na	0.761821	
-0.0260833	-1.53688	-0.63894	-0.51603	-0.686178	-0.544835	1.82989	0.132075	0.203704	0.19975	na	0.633333	0.935632	0.116236	54	0	0	13.6307	13.5356	11.7057	-0.00947483	0.228343	0.233333	0.233333	5	18	12.6207	-0.250693	0.0955556	na	0.0738791	
