mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 02:04:35 2008 

Input data from the file: ex22.txt

Print_neuttest:        2
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 5474

N_loci:                4
Factorn_chr:           1.000000 1.000000 1.000000 1.000000
N_sites:               1050 560 2456 1000
N_samples:             30 10 24 12
Thetaw:                10 5 35 8.5
No_rec_males:          0
Recombination:         10 0 30 56

Pop_size:              1.00E+06
Ifselection:           0 0 1 0
Pop_sel:               0 0 20000 0
Sel_nt:                0 0 200 0
Sinit:                 0 0 -0.01 0

Recombination parameter value for the studied region and all the region until the selective position.


Neutral tests (excluding multiple hits positions)
avg(TD)	var(TD)	avg(Fs)	var(Fs)	avg(FD*)	var(FD*)	avg(FF*)	var(FF*)	avg(FD)	var(FD) 	avg(FF)	var(FF)	avg(H)	var(H)	avg(B)	var(B)	avg(Q)	var(Q)	avg(ZA)	var(ZA)	avg(Fst)	var(Fst)	avg(Kw)	var(Kw) 	avg(Hw)	var(Hw)	avg(R2)	var(R2)	avg(S)	var(S)	avg(pi_w)	var(pi_w)	avg(pi_b)	var(pi_b)	avg(ThetaWatt)	var(thetaWatt)	avg(ThetaTaj)	var(ThetaTaj)	avg(ThetaFW)	var(ThetaFW)	avg(D/Dmin)	var(D/Dmin)	avg(Hnorm)	var(Hnorm)	avg(maxhap)	var(maxhap)	avg(maxhap1)	var(maxhap1)	avg(Rm)	var(Rm)	avg(theta_fl)	var(theta_fl)	avg(theta_l)	var(theta_l)	avg(zeng_E)	var(zeng_E)	avg(EW-test)	var(EW-test)	avg(Fstw)	var(Fstw)	avg(Pwh)	var(Pwh)
0.136978	1.33193	-1.86819	12.2322	0.0363517	0.69474	0.0562686	1.05817	0.035684	0.912731	0.0729671	1.41641	2.10886	7.62293	0.171415	0.0486491	0.219584	0.0486917	0.297715	0.0851737	na	na	0.68125	0.064647	0.916675	0.00973095	0.143797	0.00427972	40.5	1776.33	0	0	0	0	11.3296	119.533	10.3076	70.7486	8.19873	45.8647	0.104957	0.318496	0.305315	0.234601	0.229167	0.018588	0.2875	0.0513657	3.75	14.9167	14	332.667	9.25316	56.4009	-0.238169	1.08879	0.141215	0.011917	na	na	0.469932	0.298648	
0.241168	0.411037	-0.146773	7.56448	0.361508	0.502543	0.372454	0.611412	0.541933	0.488899	0.548002	0.646231	1.80963	53.594	0.229458	0.0186704	0.309408	0.0129466	0.321245	0.0196197	na	na	0.691667	0.0284259	0.940142	0.00417374	0.146464	0.0016713	54	1898	0	0	0	0	15.2667	119.764	16.3686	161.996	14.559	76.3172	0.110754	0.0877946	-0.0254883	1.07773	0.170833	0.00858796	0.170833	0.00858796	5	12	10.5	41.6667	15.4638	105.758	0.255762	0.879969	0.119444	0.007007	na	na	0.392042	0.368359	
0.0402692	0.278127	-0.8333	3.37778	0.0941882	0.091632	0.0773381	0.12011	-0.0140365	0.176018	-0.0161063	0.199907	0.839338	5.12995	0.147126	0.00134956	0.219246	0.000612402	0.232615	0.00229322	na	na	0.666667	0.037037	0.908637	0.0108371	0.13856	0.000894349	48	2788.67	0	0	0	0	13.2941	188.593	13.1693	184.827	12.33	249.594	0.0278281	0.0556516	0.383408	0.194391	0.247917	0.029184	0.310417	0.0412674	4	18	12	102.667	12.7497	215.928	-0.365572	0.412175	0.148403	0.0135195	na	na	0.280865	0.0431134	
0.18735	0.124233	-1.42022	12.9733	-0.177502	0.14542	-0.0885819	0.171739	-0.309547	0.224355	-0.185676	0.260023	1.14148	42.4821	0.146546	0.00232085	0.232716	0.00616516	0.247259	0.00497429	na	na	0.75625	0.033397	0.957592	0.0023258	0.14607	0.00107955	55.75	2046.92	0	0	0	0	15.8079	130.583	16.4388	149.074	15.2973	342.193	0.0870695	0.0224875	0.437817	0.371895	0.160417	0.00913773	0.160417	0.00913773	4.75	18.25	18.25	160.25	15.8681	235.013	-0.292098	0.600546	0.103681	0.00419925	na	na	0.204945	0.0629841	
0.632035	0.351645	0.156134	4.86109	0.206709	0.753536	0.37902	0.776236	0.363793	0.56591	0.559921	0.675668	-3.27832	13.9188	0.302441	0.039508	0.402595	0.0215321	0.404642	0.0335275	na	na	0.672917	0.0293229	0.918146	0.00490176	0.163086	0.0018129	55.25	2650.92	0	0	0	0	15.4721	173.357	17.8295	255.635	21.1078	166.611	0.284064	0.0749857	-0.706075	0.380673	0.25	0.0168519	0.258333	0.0175	5	26	14.25	230.917	19.4687	207.643	1.27987	0.632379	0.139965	0.00769949	na	na	0.564736	0.505625	
-0.843931	0.401231	-1.0655	9.37642	-0.720483	0.256992	-0.87946	0.383314	-0.850182	0.278822	-1.03793	0.445606	-5.14171	17.0931	0.197363	0.00574189	0.281398	0.00131128	0.309013	0.00592623	na	na	0.664583	0.029647	0.910736	0.00458146	0.120899	0.00201073	54	2372.67	0	0	0	0	15.3912	154.695	12.9649	143.029	18.1066	231.168	-0.351592	0.0698779	-0.651944	0.235045	0.25	0.0146296	0.26875	0.0130729	4.5	17.6667	20	144.667	15.5358	182.825	-0.0733906	0.034988	0.147674	0.00575236	na	na	0.466034	0.308156	
0.00278566	0.667822	-0.730163	2.88222	0.44014	0.433592	0.336649	0.304199	0.409199	0.725615	0.309836	0.510555	-2.73307	69.4762	0.184707	0.00686143	0.261044	0.01393	0.273413	0.0031419	na	na	0.660417	0.053397	0.941352	0.00295494	0.13988	0.00199201	55.25	4221.58	0	0	0	0	15.2346	291.78	15.8289	386.067	18.562	344.984	0.0273865	0.106187	-0.439158	2.4482	0.189583	0.0058044	0.252083	0.0104803	4.25	21.5833	11.75	142.25	17.1955	348.156	0.404232	0.737088	0.118819	0.00480568	na	na	0.587629	0.447071	
0.201083	1.06607	-2.30198	12.7754	0.191862	0.343876	0.201045	0.614878	0.18311	0.492835	0.21377	0.905911	1.05852	4.704	0.194488	0.0461443	0.244506	0.0427218	0.286686	0.0517177	na	na	0.789583	0.0155266	0.968207	0.000646046	0.143596	0.00299656	64.75	4574.92	0	0	0	0	18.3024	305.983	19.0215	346.717	17.963	432.175	0.114711	0.22394	0.282866	0.0662746	0.145833	0.00247685	0.195833	0.0196991	5	22	16	198	18.4922	388.27	-0.123164	0.848791	0.0939931	0.00229017	na	na	0.433513	0.315599	
-0.177234	0.603765	-1.9172	0.652196	-0.0924858	0.128824	-0.136675	0.283811	-0.121709	0.323849	-0.167224	0.577349	1.18674	10.5393	0.197002	0.0111054	0.306764	0.0276437	0.263945	0.0136906	na	na	0.722917	0.0140451	0.945733	0.00184873	0.131236	0.00119493	47.75	1824.92	0	0	0	0	13.0172	118.068	12.3588	103.385	11.1721	111.39	-0.0819824	0.140846	0.130736	0.17281	0.191667	0.0100926	0.272917	0.0144155	3.75	10.9167	13.75	140.25	11.7655	104.752	-0.261661	0.983862	0.11441	0.0046963	na	na	0.173322	0.0355105	
0.382501	0.24491	-1.22719	2.72108	0.142004	0.475423	0.237135	0.513798	0.103426	0.685841	0.231938	0.76399	-1.15127	9.7309	0.219064	0.0195668	0.290887	0.0125576	0.316067	0.020757	na	na	0.747917	0.0361285	0.94541	0.00234347	0.152449	0.00134307	55.75	3628.25	0	0	0	0	15.7009	243.566	16.2511	220.118	17.4023	251.071	0.176116	0.0576622	-0.18869	0.515806	0.2125	0.0113657	0.2125	0.0113657	5.5	43	16.5	375	16.8267	233.162	0.533282	1.24729	0.11566	0.00294464	na	na	0.388697	0.265309	
0.320271	0.145173	-1.40704	11.021	0.418092	0.552022	0.450264	0.536117	0.417634	0.881204	0.486114	0.882727	2.29696	2.06323	0.125792	0.0118855	0.179176	0.014042	0.236789	0.0156996	na	na	0.74375	0.0520081	0.952011	0.00240976	0.152662	0.00145242	59.75	4014.92	0	0	0	0	16.7607	269.873	17.3009	247.88	15.0039	206.752	0.148295	0.0337184	0.310399	0.0201459	0.179167	0.00803241	0.2	0.00907407	4.25	28.25	16.25	516.917	16.1524	226.8	-0.046554	0.131892	0.108924	0.00424779	na	na	0.111671	0.0042722	
0.674234	0.698631	0.593418	6.17345	0.571973	0.343698	0.69107	0.526841	0.709029	0.382394	0.850653	0.598149	1.31436	12.1972	0.194921	0.00123463	0.294421	0.00263105	0.325215	0.00353555	na	na	0.654167	0.0358102	0.919407	0.00666593	0.16401	0.00238763	53.25	2548.25	0	0	0	0	14.9072	170.065	16.431	182.059	15.1166	176.196	0.301473	0.169994	0.263649	0.441361	0.227083	0.0142303	0.264583	0.0109433	4.75	16.25	12.25	238.25	15.7738	176.078	0.30091	0.0378565	0.138854	0.00888339	na	na	0.167953	0.0128291	
-0.733841	0.748447	-2.79489	9.36388	-0.697728	1.04936	-0.812297	1.23341	-0.839756	1.49529	-0.979507	1.79407	0.889749	5.28075	0.176982	0.00334112	0.300741	0.00848517	0.247562	0.0024876	na	na	0.6875	0.0991435	0.854258	0.0477586	0.131318	0.00192716	48.75	2144.92	0	0	0	0	13.6964	150.599	12.8024	168.111	11.9127	131.62	-0.361796	0.222171	0.173662	0.217692	0.285417	0.0827025	0.370833	0.104144	4	16.6667	15.25	110.917	12.3575	148.545	-0.719834	0.543641	0.1975	0.0475845	na	na	0.337247	0.198833	
0.533943	0.307472	-1.23215	6.26492	0.414412	0.143579	0.508695	0.189402	0.457931	0.155974	0.579728	0.222314	5.42847	73.6979	0.206208	0.0513599	0.291958	0.0633666	0.305111	0.0385665	na	na	0.729167	0.0341435	0.940725	0.00434396	0.15808	0.00154078	54.75	3314.25	0	0	0	0	15.0667	223.597	16.2817	240.519	10.8532	54.3278	0.247554	0.0877501	0.450797	0.106377	0.197917	0.00557292	0.241667	0.0121296	6.5	40.3333	11.5	110.333	13.5675	128.999	-0.0321438	0.286564	0.119063	0.00674431	na	na	0.230452	0.0556659	
0.240467	0.355351	-1.45347	2.68546	0.198254	0.195034	0.241457	0.321251	0.20268	0.232817	0.24836	0.386247	-1.43724	20.4068	0.146656	0.0168613	0.226105	0.0339602	0.301607	0.00678913	na	na	0.66875	0.0507581	0.898754	0.0160702	0.14919	0.00120455	44.25	2000.92	0	0	0	0	12.0424	136.167	12.2291	116.272	13.6663	159.53	0.116963	0.0605417	-0.384026	0.516351	0.258333	0.0308333	0.304167	0.0493287	3.75	20.25	11	152	12.9477	132.799	0.55989	0.217101	0.157049	0.0191939	na	na	0.312107	0.135936	
-0.0693181	0.238018	-3.04809	6.39343	-0.0827017	0.220032	-0.083563	0.284411	-0.0557221	0.565456	-0.0786785	0.652318	0.976659	2.38738	0.155014	0.00469103	0.236667	0.00722666	0.228414	0.00876053	na	na	0.827083	0.0412674	0.980808	0.000348783	0.128177	0.000210799	60.75	4964.25	0	0	0	0	16.8312	341.421	18.1101	468.891	17.1334	438.496	-0.0528321	0.0477727	0.178935	0.104697	0.125	0.00305556	0.20625	0.00589699	4.75	27.5833	14.25	158.917	17.6218	453.096	-0.202609	0.399633	0.0827431	0.000793369	na	na	0.154906	0.0139169	
0.14789	0.203939	-0.644044	1.68284	0.292769	0.0910391	0.273916	0.105243	0.340323	0.186892	0.319613	0.143984	-1.4728	16.3215	0.155367	0.00376226	0.250219	0.00963347	0.247486	0.00172378	na	na	0.69375	0.0398785	0.940342	0.00251693	0.141179	0.00102452	54	3222	0	0	0	0	15.1585	218.549	15.4667	227.97	16.9395	272.09	0.081413	0.040912	-0.144344	0.681652	0.204167	0.00969907	0.266667	0.0140741	5	22	12.25	114.25	16.2031	245.95	0.241437	0.203223	0.120174	0.00355202	na	na	0.199255	0.0168003	
0.161771	0.347468	0.0212557	1.64711	0.22981	0.247886	0.229047	0.339346	0.206366	0.31735	0.217034	0.447447	-3.28918	73.8551	0.268186	0.0167443	0.377688	0.0217309	0.353155	0.0204736	na	na	0.59375	0.0422859	0.861127	0.0219887	0.143752	0.00131198	45.25	2824.92	0	0	0	0	12.5138	194.182	11.5073	118.446	14.7965	372.375	0.0941231	0.0636421	0.0467495	0.64264	0.329167	0.035625	0.375	0.0321296	3	12	13.25	322.25	13.1519	226.947	0.0774737	0.186795	0.192083	0.0241762	na	na	0.457984	0.263496	
0.0434874	0.505437	-0.887312	3.54598	-0.37184	0.133717	-0.276174	0.303649	-0.461641	0.121157	-0.354285	0.341535	0.19724	8.77365	0.154211	0.00365774	0.246117	0.00972991	0.235358	0.00385995	na	na	0.71875	0.031684	0.943268	0.00440485	0.134445	0.000653047	62.25	4474.92	0	0	0	0	17.1962	304.521	16.8151	239.029	16.6179	213.706	0.00335418	0.0723803	0.0509361	0.377404	0.18125	0.00659144	0.189583	0.0058044	5.25	22.9167	22	588.667	16.7165	224.174	0.00149304	0.522751	0.116597	0.00700774	na	na	0.176842	0.00927397	
-0.00302172	1.29799	-1.55655	9.15207	-0.386038	1.5684	-0.337438	1.89418	-0.276439	2.14333	-0.226081	2.5313	-4.95019	44.8168	0.209469	0.0758435	0.2498	0.0728245	0.304837	0.0661933	na	na	0.675	0.0382407	0.909291	0.010959	0.139403	0.00379072	48.25	2594.92	0	0	0	0	13.5014	174.613	11.7819	93.3671	16.7321	266.474	0.0541953	0.254835	-0.501468	0.190073	0.247917	0.029184	0.297917	0.0461285	5	22	17.5	473	14.257	168.716	0.476355	1.1438	0.147604	0.0141003	na	na	0.533813	0.338205	
-0.0138578	0.190409	-1.07045	0.792732	-0.0548253	0.316402	-0.0551378	0.364698	-0.127255	0.597757	-0.111161	0.658899	-3.12679	11.8709	0.174577	0.000683976	0.276381	0.00213411	0.275481	0.00270329	na	na	0.685417	0.0384433	0.910449	0.0111866	0.135505	0.000940509	50.25	2476.25	0	0	0	0	13.9454	167.746	13.7836	161.922	16.9104	232.388	0.00198884	0.0338525	-0.372415	0.327241	0.247917	0.029184	0.2875	0.0213657	5	12.6667	14.25	193.583	15.347	194.187	0.387206	0.936687	0.146667	0.0139292	na	na	0.29787	0.0842839	
-0.435492	0.583409	-1.7553	3.00388	-0.528242	0.563891	-0.58793	0.773398	-0.538406	0.458734	-0.638221	0.656511	-5.90692	140.594	0.14331	0.0103829	0.210837	0.024397	0.237084	0.00379671	na	na	0.725	0.0158333	0.949764	0.00180679	0.119591	0.00123819	48.25	1386.92	0	0	0	0	13.4353	86.5205	10.855	27.6453	16.7619	268.114	-0.167593	0.0769978	-0.309735	1.10922	0.183333	0.0116667	0.216667	0.0198148	4.25	8.91667	17.5	216.333	13.8084	112.731	-0.0929463	0.777818	0.110694	0.00452333	na	na	0.284298	0.0333685	
0.600982	0.499543	1.22882	14.6818	0.509171	0.575182	0.611288	0.694032	0.623093	0.682013	0.746609	0.898787	-0.518632	5.29698	0.289054	0.0725516	0.386708	0.0726872	0.408979	0.0579351	na	na	0.602083	0.0639988	0.89809	0.0158376	0.161928	0.00245265	46.75	1550.25	0	0	0	0	13.2427	102.204	14.1979	88.9568	14.7166	126.851	0.274194	0.122459	0.0839871	0.225984	0.216667	0.0151852	0.252083	0.0104803	5.25	16.9167	10.5	97.6667	14.4572	106.58	0.41324	0.0254423	0.157986	0.0181649	na	na	0.302223	0.0471067	
0.176349	0.888854	-1.63622	14.4175	0.083161	0.958744	0.142258	1.18307	0.227925	0.716593	0.263534	1.04687	-0.0605905	18.1799	0.172529	0.0132383	0.246418	0.0157511	0.278159	0.0125326	na	na	0.754167	0.0328472	0.960518	0.00140561	0.15034	0.000483244	56.25	4004.25	0	0	0	0	15.7676	270.5	18.8881	538.694	18.9487	416.395	0.0328309	0.149024	-0.23732	0.603323	0.160417	0.00913773	0.2	0.00444444	4.75	32.25	12.5	116.333	18.9184	473	0.453491	0.244319	0.101215	0.0028091	na	na	0.330334	0.0969744	
0.0314191	0.0198978	-1.64233	8.73195	0.146365	0.212389	0.129108	0.179171	0.0979706	0.262076	0.0868769	0.228515	1.60538	2.89759	0.164518	0.00585455	0.246493	0.00789288	0.294902	0.00744184	na	na	0.804167	0.0478472	0.962939	0.00195203	0.135153	0.000273589	69	4578	0	0	0	0	19.2002	302.764	19.4486	313.402	17.8432	310.99	0.0110709	0.00380611	0.247189	0.159601	0.158333	0.00824074	0.239583	0.0149711	6.5	39	16.75	154.917	18.6459	311.472	-0.234563	0.150974	0.0996528	0.00174307	na	na	0.15446	0.00798272	
-0.577898	0.277061	-1.58054	2.32024	-0.514321	0.40542	-0.604569	0.452018	-0.446302	0.145175	-0.582124	0.239264	0.346039	38.9087	0.317848	0.0458719	0.415132	0.0772752	0.377428	0.0444815	na	na	0.65	0.0501852	0.869714	0.0198561	0.142863	0.00180104	43.25	2477.58	0	0	0	0	11.968	169.458	11.0696	163.061	10.7235	46.9062	-0.279381	0.0803567	-0.542232	0.692833	0.304167	0.0493287	0.377083	0.0605266	3.75	24.9167	14.25	231.583	10.8965	95.2563	0.0872699	0.32927	0.183819	0.0231275	na	na	0.619683	0.292535	
0.489379	0.620975	0.487162	8.4157	0.57398	0.485656	0.622793	0.582092	0.60993	0.667474	0.673713	0.80648	3.73039	39.4641	0.242701	0.0294825	0.30545	0.0234368	0.352912	0.0396093	na	na	0.652083	0.0587211	0.88719	0.0264773	0.157281	0.00156277	57	3378.67	0	0	0	0	15.9658	227.179	17.7325	302.831	14.0021	124.27	0.216649	0.146668	0.203754	0.130451	0.25625	0.0528414	0.266667	0.0496296	4.5	15	11	102	15.8673	203.684	0.197334	0.762212	0.167465	0.0285124	na	na	0.386547	0.264515	
0.232775	1.15052	-3.45881	28.6441	0.485909	0.310122	0.453802	0.550891	0.476693	0.521434	0.459649	0.842977	1.74262	1.31162	0.21318	0.0275165	0.268367	0.0307638	0.312695	0.0338531	na	na	0.760417	0.0172859	0.945567	0.00456239	0.151154	0.00267845	46	2190.67	0	0	0	0	12.8061	146.047	14.2357	247.946	12.4931	241.863	0.12065	0.215363	0.364779	0.128424	0.20625	0.0170081	0.245833	0.0121065	3	6.66667	8	20.6667	13.3644	244.577	-0.181663	1.0871	0.114375	0.00732337	na	na	0.357358	0.13538	
0.52585	0.131543	-1.14	8.66639	0.609505	0.110095	0.677207	0.134967	0.647412	0.172767	0.747617	0.228291	5.41631	5.90054	0.0785242	0.00103163	0.140953	0.00371371	0.218919	0.00321457	na	na	0.779167	0.0228472	0.958706	0.00135053	0.158332	0.000908053	60	2687.33	0	0	0	0	16.8701	172.521	18.7862	203.174	13.3698	151.731	0.223689	0.0328568	0.689276	0.115976	0.179167	0.00803241	0.2375	0.00303241	6	28.6667	12	108.667	16.078	175.977	-0.257838	0.0216431	0.102951	0.00265799	na	na	0.0908332	0.00023873	
0.0524843	0.777833	-1.56522	1.18058	-0.112286	0.873487	-0.074412	1.11856	-0.225009	1.27019	-0.183505	1.58136	-0.329071	49.7437	0.172769	0.00776276	0.248438	0.0085349	0.263493	0.0120128	na	na	0.804167	0.0263657	0.973484	0.000265657	0.131406	0.00104317	61.75	3470.92	0	0	0	0	17.5595	228.696	16.8761	169.442	17.2052	401.624	0.0157545	0.130426	0.293739	0.293997	0.164583	0.000943287	0.216667	0.00407407	3.75	18.9167	20.5	360.333	17.0407	273.097	-0.273494	0.894276	0.0896181	0.000657116	na	na	0.243069	0.0464955	
0.0750112	0.400371	-2.16519	10.3081	-0.063004	0.690014	-0.0177236	0.789419	-0.205467	1.10436	-0.136247	1.24244	3.99164	17.889	0.13952	0.0015448	0.206849	0.00279473	0.229185	0.00057439	na	na	0.754167	0.0169213	0.964792	0.000182418	0.13459	0.000763921	42.25	1538.25	0	0	0	0	11.8694	101.485	13.146	179.951	9.15436	97.1856	0.016998	0.0614426	0.581611	0.188405	0.166667	0.000740741	0.208333	0.00398148	2.5	9.66667	10.75	22.25	11.1502	134.096	-0.52522	0.581122	0.0976042	0.000900481	na	na	0.204389	0.00993154	
-0.22838	0.0169941	-3.37815	3.97309	-0.192995	0.128871	-0.237627	0.0701672	-0.361304	0.227012	-0.398359	0.142087	1.80077	1.02278	0.072446	0.00508899	0.126448	0.0170705	0.159346	0.0071484	na	na	0.80625	0.0225637	0.97196	0.000472262	0.122485	0.00010207	44.25	1614.92	0	0	0	0	12.3455	106.957	11.887	108.535	10.0863	117.869	-0.101015	0.00383709	0.40041	0.0738628	0.14375	0.00256366	0.20625	0.00589699	5	20.6667	14.5	160.333	10.9867	112.946	-0.599875	0.130635	0.0909028	0.00114894	na	na	0.210782	0.00947274	
