mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:31:24 2008 

Input data from the file: ex00.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 7354

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             25
Thetaw:                5
No_rec_males:          0
Recombination:         10


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
-0.175033	-0.1605	0.403801	0.262979	0.399198	0.249344	1.02333	0.0434783	0.0833333	0.0871474	na	0.44	0.896667	0.12069	24	0	0	6.356	6.05333	5.03	-0.0682302	0.259912	0.24	0.24	1	5	5.54167	-0.401208	0.1392	na	0.165198	
-0.947474	0.574754	-0.265291	-0.55871	-0.392766	-0.704672	-7.16	0.25	0.32	0.339851	na	0.36	0.83	0.101801	25	0	0	6.62084	4.92	12.08	-0.36808	-1.75388	0.36	0.48	1	8	8.5	0.895422	0.2032	na	0.609756	
0.352597	-1.81444	0.441979	0.485051	0.44164	0.498649	-2.79	0.263158	0.4	0.418906	na	0.52	0.93	0.138551	20	0	0	5.29667	5.81333	8.60333	0.139765	-0.831447	0.2	0.28	2	4	7.20833	1.09071	0.1072	na	0.172018	
0.679532	-0.0769691	-0.205724	0.075232	-0.308789	0.0175251	1.44	0	0	0.129398	na	0.4	0.816667	0.148605	16	0	0	4.23734	5.05333	3.61333	0.275924	0.519564	0.4	0.44	3	5	4.33333	0.0651906	0.216	na	0.197889	
-0.804118	-4.83	-0.839098	-0.96915	-1.05251	-1.17328	1.14667	0.111111	0.210526	0.14458	na	0.56	0.936667	0.0942293	19	0	0	5.03184	3.90667	2.76	-0.320393	0.357232	0.2	0.28	1	8	3.33333	-1.00921	0.1008	na	0.255973	
0.501047	-1.28183	0.824175	0.848158	0.892448	0.922588	2.17	0.0952381	0.181818	0.182662	na	0.52	0.93	0.145901	22	0	0	5.82634	6.62667	4.45667	0.196819	0.595068	0.2	0.2	4	3	5.54167	-0.1505	0.1072	na	0.150905	
0.594824	-1.2076	0.943991	0.978925	1.02338	1.06564	2.03667	0	0	0.176967	na	0.48	0.94	0.150755	18	0	0	4.767	5.56	3.52333	0.238352	0.664716	0.16	0.28	2	2	4.54167	-0.13969	0.0976	na	0.179856	
0.999652	-0.77496	0.421143	0.697719	0.413461	0.728011	1.04667	0.142857	0.266667	0.26237	na	0.44	0.87	0.163662	15	0	0	3.9725	5.10667	4.06	0.409076	0.398733	0.28	0.28	1	3	4.58333	0.435728	0.1648	na	0.195822	
0.253401	0.0757888	0.791208	0.733232	0.838613	0.780999	-0.563333	0.285714	0.4	0.381004	na	0.36	0.853333	0.137858	15	0	0	3.9725	4.26	4.82333	0.103696	-0.214605	0.32	0.4	0	2	4.54167	0.406006	0.1808	na	0.234742	
-0.290288	-3.1008	-0.647563	-0.629309	-0.456026	-0.484926	-0.74	0.0588235	0.111111	0.156244	na	0.52	0.933333	0.1156	18	0	0	4.767	4.38	5.12	-0.116322	-0.241517	0.16	0.16	4	6	4.75	-0.0105399	0.104	na	0.228311	
