mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:32:50 2008 

Input data from the file: ex06.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 4886

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             30
Thetaw:                5
No_rec_males:          0
Recombination:         10


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
-0.963402	-3.48157	-0.707753	-0.922986	-0.847919	-1.0634	0.855172	0.0833333	0.153846	0.0950468	na	0.366667	0.83908	0.0887025	13	0	0	3.28146	2.32414	1.46897	-0.39644	0.377404	0.333333	0.4	1	5	1.89655	-1.1099	0.188889	na	0.430267	
1.1969	-0.608393	0.814871	1.09788	0.864228	1.17521	1.54483	0.133333	0.1875	0.23278	na	0.4	0.878161	0.167251	16	0	0	4.03872	5.46207	3.91724	0.478912	0.573764	0.3	0.333333	2	2	4.68966	0.446233	0.151111	na	0.183081	
1.02871	1.14118	0.50253	0.789075	0.516261	0.838153	0.56092	0.190476	0.318182	0.3982	na	0.366667	0.843678	0.157812	22	0	0	5.55324	7.17701	6.61609	0.397344	0.158493	0.333333	0.366667	3	4	6.89655	0.717213	0.184444	na	0.139334	
-1.12283	-7.53401	-1.42997	-1.56492	-1.67922	-1.79792	0.0275862	0.0666667	0.125	0.0922979	na	0.5	0.91954	0.0832191	16	0	0	4.03872	2.70345	2.67586	-0.449275	0.0102458	0.233333	0.366667	1	8	2.68966	-0.924814	0.111111	na	0.369898	
-0.472402	-4.46662	-0.960032	-0.947797	-1.10142	-1.07516	-0.56092	0	0	0.110321	na	0.366667	0.804598	0.0996453	9	0	0	2.27178	1.92644	2.48736	-0.206571	-0.331842	0.366667	0.433333	3	4	2.2069	-0.0676761	0.222222	na	0.519093	
0.444175	-3.55844	0.693103	0.721576	0.733224	0.766823	1.03908	0.105263	0.2	0.223536	na	0.533333	0.94023	0.138116	20	0	0	5.0484	5.69195	4.65287	0.173229	0.318979	0.166667	0.2	3	3	5.17241	0.0714503	0.0911111	na	0.175687	
0.0629705	-6.48253	0.156449	0.149019	0.117945	0.119864	-0.983908	0.0625	0.117647	0.110947	na	0.566667	0.937931	0.122335	17	0	0	4.29114	4.37011	5.35402	0.0250103	-0.347177	0.2	0.333333	2	4	4.86207	0.373558	0.0933333	na	0.228827	
1.40145	0.882865	0.963492	1.29585	1.04107	1.40522	1.33333	0.222222	0.315789	0.350438	na	0.366667	0.91954	0.17424	19	0	0	4.79598	6.73563	5.4023	0.549585	0.427826	0.166667	0.266667	1	2	6.06897	0.763725	0.111111	na	0.148464	
1.34803	-0.016863	-0.257625	0.309067	-0.369925	0.285188	1.27816	0.275862	0.4	0.405913	na	0.5	0.926437	0.164459	30	0	0	7.5726	10.3977	9.11954	0.506964	0.274198	0.2	0.2	4	9	9.75862	0.904428	0.104444	na	0.0961751	
0.296448	-0.281157	1.14907	1.03391	1.23891	1.11275	-3.07126	0.142857	0.266667	0.232039	na	0.333333	0.887356	0.135625	15	0	0	3.7863	4.11954	7.1908	0.119601	-1.20413	0.233333	0.333333	1	1	5.65517	1.34567	0.142222	na	0.242746	
0.673652	-2.50824	0.254183	0.458648	0.230234	0.467363	1.29655	0.0769231	0.148148	0.213618	na	0.566667	0.921839	0.143615	27	0	0	6.81534	8.09655	6.8	0.25546	0.30571	0.233333	0.3	1	6	7.44828	0.285915	0.108889	na	0.123509	
-0.865149	-2.60016	-0.782156	-0.949765	-0.953115	-1.11414	0.183908	0.176471	0.277778	0.237949	na	0.4	0.848276	0.0872542	18	0	0	4.54356	3.4023	3.21839	-0.341331	0.06181	0.366667	0.4	0	7	3.31034	-0.771864	0.18	na	0.293919	
-0.143232	-0.747864	-0.426692	-0.39615	-0.539664	-0.490363	-0.818391	0.357143	0.466667	0.380581	na	0.333333	0.728736	0.113818	15	0	0	3.7863	3.62529	4.44368	-0.0577864	-0.320862	0.5	0.533333	1	5	4.03448	0.178704	0.295556	na	0.27584	
-0.945251	-5.12736	-0.999078	-1.15541	-0.91296	-1.11968	0.956322	0.0434783	0.0833333	0.0914518	na	0.533333	0.924138	0.0852761	24	0	0	6.05808	4.44368	3.48736	-0.362129	0.250336	0.233333	0.266667	2	9	3.96552	-1.04127	0.106667	na	0.225039	
