mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:31:52 2008 

Input data from the file: ex02.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          100
Seed1:                 5685

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             55
Thetaw:                5
No_rec_males:          0
Recombination:         10

Npop:                  10
Mig_rate:              5

Npop_sampled:          3
Factor_pop:            1 0.1 1 0.132 5.13 0.268 6.63 8.2 2.88 0.17
Ran_factorpop:         0
Same_factorpop:        0
Ssize_pop:             20 10 25 0 0 0 0 0 0 0



Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
-0.424779	0.145798	0.399164	0.0987641	0.423715	0.0833978	-14.5818	0.107595	0.18239	0.19595	0.169029	1.6	0.963158	0.0916603	159	24.6621	29.6787	34.7508	30.598	45.1798	-0.143355	-0.71804	0.109091	0.109091	15	29	37.8889	0.296769	0.0452893	0.0593021	0.0980457	
0.573579	0.914535	0.916195	0.939835	1.24688	1.17788	-4.96431	0.174603	0.267717	0.267594	0.461838	1.55	0.810526	0.124767	127	18.3901	34.172	27.757	32.2586	37.2229	0.194549	-0.30417	0.145455	0.2	11	14	34.7407	0.818204	0.0585124	0.317054	0.0309995	
-0.125863	-0.741259	1.56449	1.10379	1.74855	1.1905	3.3468	0.157895	0.260417	0.212661	0.195691	1.45	0.926316	0.104364	96	16.7146	20.7813	20.9816	20.229	16.8822	-0.0430329	0.268657	0.127273	0.127273	12	6	18.5556	-0.369875	0.0519008	0.137299	0.0494341	
0.848284	1.57075	0.487129	0.749121	0.777649	0.983401	-3.35152	0.138889	0.227586	0.247572	0.467934	1.6	0.973684	0.129804	145	23.5819	44.3213	31.691	39.2687	42.6202	0.286835	-0.180542	0.0909091	0.163636	18	22	40.9444	0.955702	0.0452893	0.364457	0.0509312	
0.416768	1.91606	0.0632193	0.23864	-0.0585013	0.171694	-6.98855	0.100592	0.170588	0.185704	0.539836	1.6	0.868421	0.116163	170	21.6338	47.0133	37.155	41.5057	48.4943	0.140468	-0.322377	0.127273	0.145455	19	38	45	0.695811	0.0499174	0.427458	0.0481861	
0.378469	0.273629	-0.106115	0.0954004	-0.0150872	0.181632	3.36094	0.135714	0.212766	0.232555	0.287632	1.65	0.968421	0.117773	141	27.7144	38.9047	30.8168	34.1064	30.7455	0.128053	0.186045	0.127273	0.127273	16	31	32.4259	0.170687	0.048595	0.291909	0.1466	
-0.57314	-0.0131845	-0.941474	-0.958145	-1.27314	-1.1956	-17.1354	0.125	0.19708	0.223163	0.130043	1.5	0.905263	0.0850629	137	23.1797	26.6447	29.9425	25.099	42.2343	-0.194047	-0.975438	0.163636	0.2	14	45	33.6667	0.406002	0.0624793	0.153957	0.119527	
0.371239	5.04306	1.14507	1.01521	1.56068	1.29552	-2.83434	0.111842	0.196078	0.196945	0.394798	1.3	0.889474	0.119762	153	26.1798	43.258	33.4395	36.9347	39.769	0.125385	-0.144903	0.145455	0.145455	17	13	38.3519	0.481986	0.0631405	0.354411	0.0541496	
-0.589193	-2.49071	-0.0410973	-0.300218	-0.0921923	-0.364005	-25.1832	0.102362	0.164062	0.198412	0.117961	1.7	0.968421	0.0864282	128	21.4782	24.3507	27.9755	23.3158	48.499	-0.199807	-1.53132	0.0909091	0.109091	18	29	35.9074	0.922396	0.0393388	0.117893	0.0428893	
-0.324016	0.856281	0.568229	0.26908	0.555746	0.227141	-21.835	0.166667	0.24	0.248532	0.268685	1.6	0.963158	0.0971581	175	26.0212	35.5813	38.2478	34.7677	56.6027	-0.109148	-0.979102	0.109091	0.127273	19	30	45.6852	0.64154	0.0466116	0.191147	0.0575247	
0.471179	-1.04071	1.08466	1.01739	1.17889	1.07748	-1.99125	0.109375	0.186047	0.224412	0.219056	1.75	0.944737	0.120841	129	24.4336	31.2873	28.1941	31.9488	33.9401	0.159755	-0.120171	0.0909091	0.0909091	17	15	32.9444	0.548355	0.0380165	0.108823	0.0313001	
0.186992	0.92662	0.201302	0.234452	0.491692	0.443844	0.585185	0.131579	0.202614	0.209179	0.0601104	1.6	0.836842	0.1116	153	34.1399	36.3233	33.4395	35.2	34.6148	0.0631559	0.029917	0.127273	0.127273	14	27	34.9074	0.144029	0.0545455	0.0628414	0.0568182	
-0.180209	1.66428	0.37368	0.192451	0.463893	0.236472	-12.4795	0.149068	0.228395	0.212088	0.190236	1.5	0.931579	0.0990011	162	31.3837	38.7567	35.4065	33.6121	46.0916	-0.0607944	-0.603411	0.145455	0.163636	20	29	39.8519	0.412938	0.0558678	0.261363	0.0595023	
0.15348	0.687944	-0.451298	-0.262428	-0.366405	-0.181785	-11.9535	0.129252	0.216216	0.217125	0.416865	1.6	0.931579	0.105945	148	21.3847	36.672	32.3467	33.7455	45.699	0.0518738	-0.631215	0.109091	0.181818	16	37	39.7222	0.747008	0.0466116	0.296717	0.0592672	
0.311312	0.729702	0.32856	0.385451	0.427033	0.461433	7.36498	0.0492958	0.0909091	0.120837	0.246016	1.6	0.9	0.114471	143	26.6061	35.2873	31.2539	33.9973	26.6323	0.105298	0.402142	0.0909091	0.145455	17	26	30.3148	-0.0982817	0.0426446	0.179567	0.0588282	
1.42793	3.33576	-0.163619	0.537188	0.0906562	0.793695	-1.46195	0.157576	0.23494	0.287526	0.316517	1.6	0.747368	0.148416	166	38.5316	56.3753	36.2807	50.8431	52.3051	0.48149	-0.0690256	0.163636	0.163636	22	35	51.5741	1.38779	0.0545455	0.315821	0.0196684	
-0.386347	0.540941	1.09751	0.631589	1.42409	0.812281	-21.8741	0.181818	0.283871	0.267659	0.133357	1.55	0.931579	0.0943794	155	26.3616	30.418	33.8766	30.1926	52.0667	-0.130452	-1.10422	0.127273	0.145455	16	15	41.1296	0.702859	0.0499174	0.0787723	0.0662414	
-0.35384	-0.844455	-0.192849	-0.305116	-0.229745	-0.343408	-18.5704	0.113772	0.190476	0.218773	0.229326	1.75	0.765789	0.0956312	168	24.8676	32.2673	36.7179	33.0667	51.637	-0.119286	-0.866599	0.163636	0.163636	25	40	42.3519	0.505414	0.052562	0.090483	0.0302419	
-0.628686	-2.26623	-0.297462	-0.50797	-0.320404	-0.546708	-13.936	0.0902256	0.141791	0.172733	0.415022	1.7	0.95	0.0840194	134	15.3568	26.252	29.2869	24.0875	38.0236	-0.212964	-0.810562	0.0909091	0.109091	15	33	31.0556	0.196925	0.0406612	0.295492	0.0415152	
0.083295	2.20961	1.57778	1.20322	1.86127	1.36459	0.184512	0.109489	0.166667	0.188554	0.187294	1.4	0.968421	0.110437	138	25.4252	31.2847	30.1611	30.87	30.6855	0.0281963	0.0104294	0.127273	0.145455	13	8	30.7778	0.0667664	0.0538843	0.120431	0.0323939	
1.03427	7.69202	0.956313	1.18091	1.25525	1.4169	-19.4236	0.243421	0.339869	0.36789	0.458288	1.25	0.515789	0.138307	153	26.6248	49.1493	33.4395	43.1771	62.6007	0.349321	-0.99301	0.236364	0.236364	16	17	52.8889	1.90831	0.0869421	0.338286	0.0463208	
0.156965	2.03082	0.116724	0.158279	0.0821293	0.138237	2.12862	0.116129	0.198718	0.18759	0.381532	1.5	0.963158	0.110337	156	23.1093	37.3653	34.0952	35.6013	33.4727	0.0529931	0.106783	0.163636	0.181818	19	33	34.537	0.0425583	0.0677686	0.250415	0.0561776	
0.11537	1.19994	0.318196	0.288326	0.570311	0.465649	3.2303	0.0943396	0.149533	0.160446	0.266263	1.35	0.905263	0.109155	107	19.1011	26.0327	23.3858	24.1522	20.9219	0.0393134	0.233597	0.109091	0.127273	12	18	22.537	-0.116895	0.0538843	0.23521	0.0414041	
-0.110099	-1.75523	-0.585685	-0.483836	-0.836923	-0.652857	-9.66667	0.0982143	0.168142	0.218297	0.308998	1.65	0.976316	0.0981594	113	16.6264	24.0613	24.6971	23.9259	33.5926	-0.0374588	-0.663178	0.181818	0.2	14	33	28.7593	0.531468	0.0598347	0.161824	0.0835913	
0.2819	1.19207	0.610392	0.579245	0.666339	0.614752	-8.99933	0.0891089	0.157635	0.193405	0.268816	1.75	0.95	0.114662	203	35.6959	48.8193	44.3674	47.8707	56.87	0.0947206	-0.348959	0.127273	0.2	21	33	52.3704	0.598311	0.0452893	0.181551	0.0417792	
0.763881	-1.3489	1.18013	1.22233	1.29154	1.30677	8.62492	0.079646	0.149123	0.195769	0.247721	1.75	0.955263	0.132525	114	23.9135	31.788	24.9157	30.3125	21.6875	0.259832	0.586694	0.109091	0.109091	17	12	26	0.140692	0.0413223	0.208026	0.0989692	
0.503304	1.11992	0.459829	0.570624	0.497394	0.609123	7.56498	0.0886076	0.163522	0.151209	0.174518	1.65	0.934211	0.122324	159	35.1567	42.5893	34.7508	39.6714	32.1064	0.169856	0.372516	0.0727273	0.127273	18	28	35.8889	0.107627	0.04	0.191616	0.0252071	
-0.0271725	-2.09919	1.03739	0.754573	1.12102	0.784599	4.67475	0.0894309	0.145161	0.175128	0.142836	1.75	0.973684	0.104702	124	24.0509	28.0587	27.1013	26.8929	22.2182	-0.00922205	0.293142	0.0727273	0.109091	15	15	24.5556	-0.305084	0.0380165	0.140079	0.074369	
-0.361038	-1.13721	-0.478866	-0.519311	-0.608418	-0.616193	-5.15892	0.185841	0.298246	0.291436	0.495098	1.55	0.889474	0.0901172	114	12.7908	25.3333	24.9157	22.365	27.5239	-0.122806	-0.350926	0.109091	0.145455	12	31	24.9444	0.00373112	0.0499174	0.381575	0.223564	
