mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 02:04:10 2008 

Input data from the file: ex21.txt

Print_neuttest:        2
Print_matrixpol:       0
N_iterations:          100
Seed1:                 672

N_loci:                1
Nlinked_loci:          2
Pos_linked:            12 500, 1056 1349
Linked_segsites:       2 10
Linked_rm:             2 0
Factorn_chr:           1.000000
N_sites:               1350
N_samples:             12
Range_thetant:         1
Thetant_min:           0.005000
Thetant_max:           0.010000
No_rec_males:          0
Ifgammar:              1
Alpha_gammar:          1
P_gammar:              1
Correct_gammar:        1
Rm:                   
Nhapl:                 0
Rmfix:                 1
Method_samp:           1

REJECTION ALGORITHM OF TAVARE et al. 1997. Fix S and screening all probable thetas.  Rejection algorithm n. 2.
REJECTION ALGORITHM. Fix Rm (and optionally nhapl) and screening all probable R.

Neutral tests (excluding multiple hits positions)
avg(TD)	avg(Fs)	avg(FD*)	avg(FF*)	avg(FD)	avg(FF)	avg(H)	avg(B)	avg(Q)	avg(ZA)	avg(Fst)	avg(Kw)	avg(Hw)	avg(R2)	avg(S)	avg(pi_w)	avg(pi_b)	avg(ThetaWatt)	avg(ThetaTaj)	avg(ThetaFW)	avg(D/Dmin)	avg(Hnorm)	avg(maxhap)	avg(maxhap1)	avg(Rm)	avg(theta_fl)	avg(theta_l)	avg(zeng_E)	avg(EW-test)	avg(Fstw)	avg(Pwh)
0.384709	-1.20033	-0.144501	-0.0097357	-0.303267	-0.13824	1.01515	0.111111	0.15	0.246849	na	0.541667	0.863636	0.161011	7.5	0	0	2.48354	2.73485	1.7197	0.197584	0.62817	0.291667	0.458333	0	3	2.22727	-0.319872	0.208333	na	0.413675	
-0.422484	-1.2851	-0.0967517	-0.20447	-0.22009	-0.328645	1.5303	0.111111	0.2	0.158536	na	0.5	0.848485	0.137008	7.5	0	0	2.48354	2.26515	0.734848	-0.226177	0.843277	0.333333	0.416667	0	2.5	1.5	-1.09883	0.222222	na	0.527929	
0.223121	-0.7981	0.402816	0.404772	0.336548	0.366263	0.984848	0.166667	0.3	0.351401	na	0.5	0.871212	0.164534	7.5	0	0	2.48354	2.62879	1.64394	0.114674	0.533686	0.291667	0.416667	0	2	2.13636	-0.354315	0.201389	na	0.429198	
0.0866897	-0.883201	0.0061057	0.0295728	-0.145447	-0.101948	0.80303	0.125	0.2	0.207224	na	0.5	0.848485	0.154387	7.5	0	0	2.48354	2.44697	1.64394	0.0594009	0.38712	0.291667	0.5	0	3	2.04545	-0.338415	0.222222	na	0.42821	
0.674987	0.603537	0.402816	0.53541	0.336548	0.508786	0.787879	0.236111	0.4	0.31359	na	0.416667	0.734848	0.18108	7.5	0	0	2.48354	2.84848	2.06061	0.358797	0.439959	0.5	0.5	0	2	2.45455	0.0431145	0.326389	na	0.376651	
0.379586	0.4359	0.799527	0.785116	0.818544	0.837691	1.72727	0.180556	0.3	0.309266	na	0.416667	0.75	0.174431	7.5	0	0	2.48354	2.77273	1.04545	0.188371	1.02207	0.458333	0.541667	0	1	1.90909	-0.69213	0.3125	na	0.424564	
0.469131	1.17658	0.553423	0.601682	0.494369	0.57567	0.0757576	0.305556	0.4	0.396244	na	0.375	0.757576	0.175388	7.5	0	0	2.48354	2.62879	2.55303	0.266675	0.0560648	0.416667	0.458333	0	2	2.59091	0.245804	0.305556	na	0.777604	
-0.48054	-0.702625	-0.493462	-0.555366	-0.702085	-0.764254	0.121212	0.0555556	0.1	0.132132	na	0.458333	0.780303	0.138875	7.5	0	0	2.48354	2.24242	2.12121	-0.258419	0.212803	0.416667	0.625	0	3.5	2.18182	-0.51329	0.284722	na	0.85743	
-0.241611	-0.484272	0.204461	0.101553	0.0955507	0.00237833	1.63636	0.0555556	0.1	0.112525	na	0.458333	0.80303	0.144182	7.5	0	0	2.48354	2.27273	0.636364	-0.115631	0.978813	0.375	0.416667	0	2.5	1.45455	-1.11605	0.263889	na	0.764818	
-0.248779	-0.0376614	0.0538546	-0.0255149	0.336548	0.220523	0.0757576	0.291667	0.5	0.38279	na	0.416667	0.795455	0.160596	7.5	0	0	2.48354	2.44697	2.37121	-0.147873	-0.0940563	0.416667	0.541667	0	2	2.40909	-0.0747905	0.270833	na	0.676298	
-1.78536	2.18908	-2.03256	-2.2336	-1.02626	-1.47274	-3.36364	0.75	0.8	0.754545	na	0.208333	0.30303	0.24978	7.5	0	0	2.48354	1.31818	4.68182	-0.91709	-2.06093	0.833333	0.916667	0	4.5	3	0.677675	0.722222	na	4.54688	
-0.0730286	-1.02613	0.799527	0.653444	0.818544	0.691007	1.80303	0.0555556	0.1	0.114018	na	0.5	0.886364	0.155941	7.5	0	0	2.48354	2.49242	0.689394	-0.0465392	1.04811	0.25	0.375	0	1	1.59091	-1.03922	0.1875	na	0.479592	
0.640219	1.75671	0.156712	0.315415	0.494369	0.62224	-1.25758	0.430556	0.5	0.561837	na	0.333333	0.643939	0.212424	7.5	0	0	2.48354	2.59848	3.85606	0.377221	-0.738521	0.541667	0.625	0	2	3.22727	1.091	0.409722	na	0.95771	
-0.527226	-1.27818	-0.644069	-0.696069	-0.859905	-0.917599	0.378788	0.111111	0.15	0.15679	na	0.5	0.833333	0.140323	7.5	0	0	2.48354	2.23485	1.85606	-0.286056	0.280324	0.333333	0.5	0	3.5	2.04545	-0.615295	0.236111	na	0.565988	
-1.01153	-2.99781	-1.08853	-1.21262	-1.42508	-1.57002	1.42424	0.0555556	0.1	0.0808897	na	0.583333	0.886364	0.110983	7.5	0	0	2.48354	1.80303	0.378788	-0.51636	0.842849	0.291667	0.5	0	5	1.09091	-1.5307	0.1875	na	0.597853	
-1.54885	0.214433	-1.48524	-1.70334	-1.42508	-1.74518	-2	0.472222	0.7	0.588705	na	0.333333	0.44697	0.15976	7.5	0	0	2.48354	1.45455	3.45455	-0.792726	-1.03675	0.75	0.791667	0	5	2.45455	-0.107911	0.590278	na	1.45873	
-0.304042	-0.573262	0.204461	0.0849464	0.0955507	-0.0104007	1.24242	0.180556	0.3	0.299357	na	0.458333	0.810606	0.145348	7.5	0	0	2.48354	2.34848	1.10606	-0.166298	0.776348	0.375	0.541667	0	2.5	1.72727	-0.937212	0.256944	na	0.513322	
1.27828	3.6674	0.355067	0.66966	0.253371	0.627519	0.757576	0.402778	0.6	0.724026	na	0.25	0.621212	0.230633	7.5	0	0	2.48354	3.10606	2.34848	0.690435	0.435548	0.5	0.5	0	2.5	2.72727	0.448493	0.430556	na	0.656143	
0.812541	1.34714	0.450565	0.617658	0.419726	0.634805	0.787879	0.291667	0.4	0.44341	na	0.375	0.765152	0.188041	7.5	0	0	2.48354	3.12121	2.33333	0.400252	0.51502	0.375	0.416667	0	1.5	2.72727	0.121271	0.298611	na	0.624643	
-0.53422	0.991789	0.601172	0.351019	0.577546	0.32714	-1.21212	0.402778	0.5	0.421212	na	0.333333	0.636364	0.134876	7.5	0	0	2.48354	2.12121	3.33333	-0.272238	-0.386626	0.583333	0.75	0	1.5	2.72727	0.0205877	0.416667	na	1.42465	
-1.61595	-1.69497	-1.63585	-1.8497	-2.06489	-2.32148	-0.181818	0.111111	0.15	0.224931	na	0.458333	0.628788	0.121491	7.5	0	0	2.48354	1.45455	1.63636	-0.834181	0.0535962	0.625	0.708333	0	6	1.54545	-1.18229	0.423611	na	1.03125	
-0.116174	-2.14701	0.25221	0.179348	0.178728	0.120024	1.66667	0.0555556	0.1	0.13147	na	0.583333	0.886364	0.148279	7.5	0	0	2.48354	2.4697	0.80303	-0.0695697	0.973217	0.291667	0.458333	0	2	1.63636	-0.996825	0.1875	na	0.487228	
0.389459	-1.20727	0.402816	0.452277	0.336548	0.415927	1.15152	0	0	0.175265	na	0.541667	0.871212	0.169448	7.5	0	0	2.48354	2.66667	1.51515	0.211402	0.693057	0.333333	0.416667	0	2	2.09091	-0.396707	0.201389	na	0.40123	
-0.123916	-0.457985	-0.739567	-0.660674	-1.02626	-0.937664	1.22727	0.166667	0.2	0.268605	na	0.458333	0.833333	0.164955	7.5	0	0	2.48354	2.29545	1.06818	-0.0465392	0.724102	0.333333	0.541667	0	4.5	1.68182	-0.803407	0.236111	na	0.450487	
0.215292	-0.22497	-0.342856	-0.226543	-0.544265	-0.404021	0.924242	0.180556	0.3	0.315998	na	0.458333	0.810606	0.153965	7.5	0	0	2.48354	2.59848	1.67424	0.114674	0.524863	0.333333	0.458333	0	3.5	2.13636	-0.354315	0.256944	na	0.424632	
1.23542	1.45578	0.950133	1.16089	0.976364	1.25171	-0.575758	0.291667	0.45	0.44988	na	0.375	0.825758	0.213625	7.5	0	0	2.48354	3.25758	3.83333	0.639768	-0.444107	0.291667	0.333333	0	1	3.54545	1.28707	0.243056	na	0.458422	
-0.0973503	-0.436339	-0.0967517	-0.109634	-0.22009	-0.222081	1.15152	0.180556	0.3	0.262795	na	0.458333	0.833333	0.157985	7.5	0	0	2.48354	2.48485	1.33333	-0.0603575	0.668037	0.333333	0.541667	0	2.5	1.90909	-0.69213	0.236111	na	0.628233	
-0.256981	-0.00873486	0.997882	0.767129	1.05954	0.840732	-0.409091	0.111111	0.15	0.171212	na	0.416667	0.825758	0.151459	7.5	0	0	2.48354	2.38636	2.79545	-0.143267	-0.249707	0.375	0.541667	0	0.5	2.59091	0.0696074	0.243056	na	0.804602	
0.443139	1.02061	0.0538546	0.174585	-0.0622695	0.0906213	0.30303	0.305556	0.4	0.479105	na	0.375	0.681818	0.169137	7.5	0	0	2.48354	2.78788	2.48485	0.22522	-0.0459587	0.541667	0.625	0	2.5	2.63636	0.338538	0.375	na	0.543661	
-0.0196354	1.40856	0.751778	0.628125	0.735366	0.633479	-1.30303	0.486111	0.7	0.632828	na	0.333333	0.621212	0.164548	7.5	0	0	2.48354	2.43939	3.74242	-0.00508441	-1.0704	0.583333	0.666667	0	1.5	3.09091	0.963827	0.430556	na	0.896255	
0.379212	-0.647561	0.402816	0.450412	0.336548	0.417954	1.66667	0.0555556	0.1	0.15155	na	0.5	0.856061	0.168097	7.5	0	0	2.48354	2.74242	1.07576	0.192977	0.988229	0.333333	0.416667	0	2	1.90909	-0.666959	0.215278	na	0.416745	
0.632964	0.579543	0.997882	1.02575	1.05954	1.12779	0.469697	0.236111	0.4	0.325469	na	0.416667	0.818182	0.188138	7.5	0	0	2.48354	2.91667	2.44697	0.321948	0.353607	0.333333	0.375	0	0.5	2.68182	0.129221	0.25	na	0.666459	
-0.172647	-0.480559	0.0538546	-0.00431676	-0.0622695	-0.107789	-0.606061	0.111111	0.15	0.241414	na	0.458333	0.780303	0.145546	7.5	0	0	2.48354	2.42424	3.0303	-0.0972062	-0.28839	0.458333	0.625	0	2.5	2.72727	0.171613	0.284722	na	0.491071	
0.513773	1.20781	-0.144501	0.0272394	-0.303267	-0.0991523	0.818182	0.180556	0.3	0.25404	na	0.375	0.719697	0.182972	7.5	0	0	2.48354	2.77273	1.95455	0.271281	0.439366	0.416667	0.458333	0	3	2.36364	-0.0668408	0.340278	na	0.647523	
-1.55006	-1.58577	-1.63585	-1.83037	-1.42508	-1.74207	-0.530303	0.236111	0.4	0.303	na	0.458333	0.674242	0.140691	7.5	0	0	2.48354	1.50758	2.03788	-0.801938	-0.41247	0.5	0.666667	0	5	1.77273	-0.718623	0.381944	na	0.760069	
-0.315324	-0.622083	-0.739567	-0.716188	-1.02626	-0.998882	1.19697	0.111111	0.15	0.228719	na	0.458333	0.840909	0.170818	7.5	0	0	2.48354	2.18939	0.992424	-0.147873	0.66965	0.291667	0.541667	0	4.5	1.59091	-0.888192	0.229167	na	0.665986	
-0.628802	-2.01656	-0.842424	-0.892887	-1.1009	-1.16018	0.227273	0	0	0.0565686	na	0.541667	0.856061	0.122917	7.5	0	0	2.48354	2.15909	1.93182	-0.336723	0.173199	0.333333	0.541667	0	4	2.04545	-0.590124	0.215278	na	0.577916	
-0.258939	0.580688	-0.493462	-0.49091	-0.702085	-0.692495	0.212121	0.0555556	0.1	0.24449	na	0.375	0.651515	0.151466	7.5	0	0	2.48354	2.37879	2.16667	-0.143267	0.140969	0.583333	0.625	0	3.5	2.27273	-0.302651	0.402778	na	0.655993	
-0.756943	-3.06471	-0.937922	-1.01205	-1.26726	-1.35226	0.878788	0.180556	0.3	0.252468	na	0.583333	0.810606	0.116628	7.5	0	0	2.48354	1.89394	1.01515	-0.373572	0.468205	0.375	0.5	0	5	1.45455	-1.01537	0.256944	na	0.540487	
0.651414	0.592507	0.601172	0.696565	0.577546	0.71438	0.439394	0.125	0.2	0.295829	na	0.416667	0.765152	0.182696	7.5	0	0	2.48354	2.90152	2.46212	0.335766	0.334183	0.458333	0.541667	0	1.5	2.68182	0.154392	0.298611	na	0.388749	
-0.193428	0.0921388	-0.295107	-0.305001	-0.461087	-0.463598	1.07576	0.180556	0.3	0.261907	na	0.416667	0.727273	0.150831	7.5	0	0	2.48354	2.40152	1.32576	-0.106418	0.667017	0.5	0.541667	0	3	1.86364	-0.759693	0.333333	na	0.490206	
0.253028	0.491684	0.553423	0.538676	0.494369	0.504977	-1.0303	0.25	0.3	0.369781	na	0.416667	0.787879	0.170178	7.5	0	0	2.48354	2.48485	3.51515	0.156129	-1.00568	0.375	0.666667	0	2	3	1.05524	0.277778	na	0.870686	
-0.625261	-1.33968	-0.144501	-0.303083	-0.303267	-0.4633	0.0151515	0.125	0.2	0.1896	na	0.5	0.787879	0.125927	7.5	0	0	2.48354	2.14394	2.12879	-0.332117	-0.0628468	0.458333	0.583333	0	3	2.13636	-0.379485	0.277778	na	0.566618	
-0.095306	0.285137	0.0061057	-0.0231793	-0.145447	-0.160003	-0.212121	0.25	0.3	0.319341	na	0.416667	0.681818	0.147008	7.5	0	0	2.48354	2.34848	2.56061	-0.037327	-0.436207	0.541667	0.625	0	3	2.45455	0.294824	0.375	na	1.00471	
-0.706342	-0.888433	-0.739567	-0.830357	-1.02626	-1.1276	-1.34848	0	0	0.159751	na	0.458333	0.734848	0.136967	7.5	0	0	2.48354	1.91667	3.26515	-0.345935	-0.906881	0.5	0.625	0	4.5	2.59091	0.321317	0.326389	na	0.761086	
0.0771033	-0.534505	-0.445713	-0.35156	-0.618908	-0.505222	1.27273	0.0555556	0.1	0.163816	na	0.458333	0.80303	0.156011	7.5	0	0	2.48354	2.72727	1.45455	0.00873386	0.730719	0.375	0.541667	0	3	2.09091	-0.598074	0.263889	na	0.535159	
0.26785	-0.194023	0.601172	0.584502	0.577546	0.587782	-0.469697	0.222222	0.35	0.342301	na	0.458333	0.825758	0.167285	7.5	0	0	2.48354	2.62879	3.09848	0.14231	-0.308571	0.375	0.5	0	1.5	2.86364	0.474986	0.243056	na	0.418745	
-0.0918527	0.109437	0.799527	0.64792	0.818544	0.684679	0.318182	0	0	0.141515	na	0.416667	0.795455	0.155194	7.5	0	0	2.48354	2.47727	2.15909	-0.0557514	0.101364	0.416667	0.5	0	1	2.31818	-0.159575	0.270833	na	0.480839	
1.69316	1.86009	1.14849	1.46059	1.21736	1.60621	0.818182	0.597222	0.65	0.677152	na	0.375	0.795455	0.234975	7.5	0	0	2.48354	3.5	2.68182	0.883891	0.414346	0.333333	0.5	0	0.5	3.09091	0.787631	0.270833	na	0.928408	
-0.822915	-0.891561	-0.144501	-0.361082	-0.303267	-0.529745	-0.030303	0.111111	0.2	0.142075	na	0.458333	0.742424	0.125558	7.5	0	0	2.48354	1.98485	2.01515	-0.428845	0.155718	0.416667	0.541667	0	3	2	-0.708029	0.319444	na	0.585772	
-0.613805	-2.01755	-0.19225	-0.341279	-0.386444	-0.537663	0.030303	0	0	0.0380874	na	0.541667	0.886364	0.132689	7.5	0	0	2.48354	2.01515	1.98485	-0.30448	-0.0306169	0.25	0.458333	0	3.5	2	-0.431149	0.1875	na	0.519255	
0.58786	2.07543	0.997882	1.01259	1.05954	1.11302	0.590909	0.347222	0.5	0.410087	na	0.333333	0.757576	0.186282	7.5	0	0	2.48354	2.88636	2.29545	0.298918	0.436305	0.375	0.416667	0	0.5	2.59091	0.0192656	0.305556	na	0.653497	
-0.641667	-0.781365	-1.08853	-1.10515	-1.42508	-1.45077	0.681818	0	0	0.0667503	na	0.458333	0.704545	0.143562	7.5	0	0	2.48354	2.02273	1.34091	-0.322905	0.404503	0.541667	0.583333	0	5	1.68182	-0.853749	0.354167	na	0.527605	
0.347061	0.583403	0.204461	0.273722	0.0955507	0.197536	0.227273	0.305556	0.4	0.445363	na	0.416667	0.674242	0.168755	7.5	0	0	2.48354	2.70455	2.47727	0.179159	-0.0469791	0.5	0.541667	0	2.5	2.59091	0.270975	0.381944	na	0.970588	
-0.0483328	-1.02758	-0.295107	-0.262262	-0.461087	-0.41404	1.24242	0.0555556	0.1	0.143977	na	0.5	0.825758	0.144862	7.5	0	0	2.48354	2.5303	1.28788	-0.037327	0.736316	0.375	0.5	0	3	1.90909	-0.717301	0.243056	na	0.485444	
1.2206	2.80825	1.14849	1.32184	1.21736	1.44696	-1.13636	0.236111	0.35	0.46452	na	0.291667	0.704545	0.216231	7.5	0	0	2.48354	3.11364	4.25	0.653587	-0.780924	0.458333	0.5	0	0.5	3.68182	1.56527	0.354167	na	0.52866	
-0.933154	0.737153	-1.04078	-1.14864	-0.702085	-0.910938	-0.348485	0.416667	0.55	0.501515	na	0.333333	0.598485	0.197943	7.5	0	0	2.48354	1.96212	2.31061	-0.49333	-0.320949	0.625	0.791667	0	3.5	2.13636	-0.354315	0.451389	na	1.92096	
-0.540927	-1.86475	-0.691818	-0.740342	-0.943083	-0.994164	0.909091	0	0	0.0696161	na	0.541667	0.825758	0.123466	7.5	0	0	2.48354	2.18182	1.27273	-0.286056	0.597718	0.375	0.458333	0	4	1.72727	-0.937212	0.243056	na	0.543489	
0.28463	-0.832463	0.25221	0.296796	0.178728	0.253981	1.10606	0	0	0.157404	na	0.5	0.848485	0.163983	7.5	0	0	2.48354	2.7803	1.67424	0.128492	0.656416	0.333333	0.5	0	2	2.22727	-0.395385	0.222222	na	0.582088	
0.930696	1.94815	0.402816	0.610119	0.336548	0.593184	0.787879	0.402778	0.5	0.492424	na	0.333333	0.681818	0.193664	7.5	0	0	2.48354	3.0303	2.24242	0.487767	0.520024	0.5	0.583333	0	2	2.63636	0.162341	0.375	na	0.744388	
0.315746	2.64536	0.553423	0.557733	0.494369	0.529188	-0.924242	0.722222	0.8	0.742883	na	0.291667	0.537879	0.171104	7.5	0	0	2.48354	2.58333	3.50758	0.179159	-0.755048	0.666667	0.708333	0	2	3.04545	0.896264	0.506944	na	1.7028	
0.841986	1.36115	0.25221	0.458471	0.178728	0.432357	1.09091	0.111111	0.15	0.330559	na	0.375	0.780303	0.187863	7.5	0	0	2.48354	3.09091	2	0.423282	0.614178	0.375	0.5	0	2	2.54545	0.0272152	0.284722	na	0.502692	
0.063116	0.217003	0.799527	0.692007	0.818544	0.73013	1	0.111111	0.2	0.171742	na	0.416667	0.818182	0.161994	7.5	0	0	2.48354	2.5	1.5	0.0363704	0.660992	0.333333	0.375	0	1	2	-0.582175	0.25	na	0.440445	
1.21968	1.44763	1.14849	1.32467	1.21736	1.4615	0.772727	0.291667	0.4	0.462764	na	0.375	0.780303	0.212958	7.5	0	0	2.48354	3.34091	2.56818	0.616738	0.477786	0.416667	0.416667	0	0.5	2.95455	0.433916	0.284722	na	0.466065	
0.321069	-0.246495	0.101604	0.180811	0.0209078	0.130144	1	0.0555556	0.1	0.236206	na	0.458333	0.818182	0.179291	7.5	0	0	2.48354	2.86364	1.86364	0.137704	0.590936	0.375	0.5	0	2	2.36364	-0.293379	0.25	na	0.59916	
-0.735501	-2.05232	-1.04078	-1.09064	-1.3419	-1.40175	0.969697	0.125	0.2	0.184081	na	0.541667	0.818182	0.128958	7.5	0	0	2.48354	2.12121	1.15152	-0.396602	0.60654	0.375	0.541667	0	4.5	1.63636	-1.07234	0.25	na	0.622683	
1.88419	3.09533	1.14849	1.51559	1.21736	1.66535	0.606061	0.555556	0.6	0.660895	na	0.333333	0.719697	0.243696	7.5	0	0	2.48354	3.57576	2.9697	0.989831	0.28839	0.375	0.458333	0	0.5	3.27273	1.03271	0.340278	na	1.02968	
0.227871	-0.178563	0.601172	0.572281	0.577546	0.571997	0.939394	0.125	0.2	0.253391	na	0.458333	0.833333	0.168863	7.5	0	0	2.48354	2.56061	1.62121	0.128492	0.632153	0.333333	0.458333	0	1.5	2.09091	-0.447049	0.236111	na	0.416241	
-1.68304	-3.19286	-1.78645	-1.99607	-1.5829	-1.92286	-0.545455	0	0	0.0358127	na	0.541667	0.757576	0.102129	7.5	0	0	2.48354	1.45455	2	-0.875636	-0.434692	0.5	0.583333	0	5	1.72727	-0.786186	0.305556	na	0.840876	
-0.34644	0.604774	-0.247358	-0.308751	0.419726	0.258089	-0.590909	0.430556	0.5	0.491429	na	0.375	0.757576	0.20003	7.5	0	0	2.48354	2.38636	2.97727	-0.19854	-0.756563	0.375	0.666667	0	1.5	2.68182	0.456443	0.305556	na	1.53283	
-0.235826	-1.0738	-0.295107	-0.316464	-0.461087	-0.473161	1.24242	0	0	0.159957	na	0.5	0.840909	0.151618	7.5	0	0	2.48354	2.43939	1.19697	-0.138661	0.626227	0.333333	0.5	0	3	1.81818	-0.751744	0.229167	na	0.527476	
-0.241985	-1.1007	-0.19225	-0.233151	-0.386444	-0.417358	1.0303	0.111111	0.15	0.250922	na	0.5	0.863636	0.155333	7.5	0	0	2.48354	2.24242	1.21212	-0.111024	0.505274	0.291667	0.458333	0	3.5	1.72727	-0.685503	0.208333	na	0.650766	
-0.254937	-1.0749	-0.342856	-0.364119	-0.544265	-0.560144	0.409091	0.0555556	0.1	0.155969	na	0.5	0.818182	0.137131	7.5	0	0	2.48354	2.25	1.84091	-0.120237	0.284736	0.375	0.5	0	3.5	2.04545	-0.46427	0.25	na	0.469802	
-1.28652	-3.40554	-1.43749	-1.58595	-1.8239	-2.00191	0.984848	0	0	0.0306142	na	0.583333	0.80303	0.105026	7.5	0	0	2.48354	1.7197	0.734848	-0.672968	0.608746	0.416667	0.583333	0	5.5	1.22727	-1.47904	0.263889	na	0.718079	
-0.133789	0.0907484	-0.691818	-0.62234	-0.943083	-0.864333	1.07576	0.111111	0.2	0.195297	na	0.416667	0.757576	0.160808	7.5	0	0	2.48354	2.40152	1.32576	-0.0695697	0.586952	0.416667	0.5	0	4	1.86364	-0.65901	0.305556	na	0.781267	
