mlcoalsim version 094beta (20060404)
OUTPUT FILE: date Wed Apr  5 11:20:41 2006 

Input data from the file: /Users/user/Documents/WorkatUB/mlcoal/mlcoalsim094/build/input.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 111

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1000
N_samples:             20
Thetaw:                5
Recombination:         10


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW*)	value(D/Dmin)	value(H/Hmin)	value(maxhap)	value(maxhap1)
-0.73513	-0.58357	0.99682	0.57653	1.0654	0.61504	-1.5053	0.4	0.45455	0.46353	na	0.35	0.80526	0.10899	11	0	0	3.1006	2.4579	3.9632	-0.32124	-0.076023	0.4	0.6	
-0.20178	-4.1605	-0.13706	-0.18186	-0.26801	-0.29993	0.44211	0.14815	0.25	0.25213	na	0.75	0.96842	0.11998	28	0	0	7.8923	7.4842	7.0421	-0.080147	0.0087719	0.15	0.2	
0.78216	-2.5869	1.0142	1.0995	1.1179	1.2241	1.3474	0.16667	0.31579	0.31889	na	0.65	0.95263	0.16557	19	0	0	5.3555	6.4632	5.1158	0.32054	0.039397	0.15	0.25	
0.24796	-1.9265	-0.017576	0.070328	-0.11592	0.0013838	-0.72632	0.052632	0.1	0.21118	na	0.6	0.94737	0.13706	20	0	0	5.6374	6.0053	6.7316	0.10114	-0.020175	0.15	0.2	
1.3321	0.60347	0.88746	1.1815	0.95816	1.3008	1.7263	0.33333	0.375	0.46786	na	0.45	0.9	0.18614	16	0	0	4.5099	6.1263	4.4	0.55548	0.059942	0.25	0.35	
1.1798	-1.3396	0.45655	0.77742	0.45161	0.83001	1.5263	0.38889	0.57895	0.51573	na	0.6	0.93684	0.17564	19	0	0	5.3555	7.0263	5.5	0.48351	0.044629	0.2	0.35	
0.24882	-1.6378	0.32029	0.34777	0.28821	0.33344	-0.62105	0.125	0.23529	0.221	na	0.55	0.92105	0.14175	17	0	0	4.7918	5.1105	5.7316	0.10309	-0.020296	0.2	0.2	
-0.036469	-2.808	-0.36129	-0.3088	-0.53213	-0.45125	3.3368	0.047619	0.090909	0.1636	na	0.65	0.95263	0.12592	22	0	0	6.2011	6.1421	2.8053	-0.014752	0.084264	0.15	0.2	
-0.75778	-2.7897	-0.6001	-0.75072	-0.80379	-0.9545	1.3263	0.0625	0.11765	0.1139	na	0.55	0.90526	0.097774	17	0	0	4.7918	3.8211	2.4947	-0.31397	0.043344	0.25	0.45	
1.9135	0.63445	0.91176	1.4078	1.245	1.7864	0.010526	0.27586	0.43333	0.49094	na	0.6	0.93158	0.20378	30	0	0	8.4561	12.584	12.574	0.75661	0.00019493	0.2	0.2	
-0.58618	-1.374	0.19446	-0.041794	0.13775	-0.11822	1.3053	0.090909	0.17391	0.16277	na	0.55	0.86842	0.10913	23	0	0	6.483	5.4947	4.1895	-0.23626	0.031528	0.35	0.35	
0.65146	1.1551	1.2407	1.2409	1.3802	1.3891	0.41053	0.0625	0.11765	0.20118	na	0.4	0.88421	0.16304	17	0	0	4.7918	5.6263	5.2158	0.26992	0.013416	0.25	0.25	
-0.80708	-0.98362	-0.2933	-0.51537	-0.075791	-0.37295	-0.48421	0.1875	0.35294	0.22743	na	0.45	0.87895	0.098485	17	0	0	4.7918	3.7579	4.2421	-0.3344	-0.015824	0.25	0.45	
-1.9905	-1.2066	-2.1511	-2.4457	-0.75528	-1.3976	-14	0.36842	0.45	0.472	na	0.4	0.77368	0.096466	20	0	0	5.6374	2.6842	16.684	-0.8119	-0.38889	0.45	0.65	
-0.5902	-1.9654	-0.59073	-0.68488	-0.76924	-0.85836	-0.97895	0.27273	0.41667	0.40971	na	0.45	0.78947	0.10343	12	0	0	3.3824	2.8263	3.8053	-0.25482	-0.045322	0.45	0.55	
0.75837	0.45276	1.0508	1.1221	1.1838	1.2716	0.22105	0.14815	0.25	0.28039	na	0.55	0.91579	0.16347	28	0	0	7.8923	9.4263	9.2053	0.30123	0.004386	0.2	0.25	
-1.0287	-2.2167	-0.49086	-0.74773	-0.64227	-0.91088	-0.021053	0	0	0.14144	na	0.4	0.78421	0.094425	10	0	0	2.8187	1.9895	2.0105	-0.45594	-0.0011696	0.45	0.5	
0.058564	0.038646	-0.48474	-0.37819	-0.67014	-0.52956	-0.11579	0.058824	0.11111	0.14446	na	0.45	0.87895	0.13128	18	0	0	5.0737	5.1526	5.2684	0.024126	-0.0035737	0.25	0.3	
-0.64392	-3.4527	-1.069	-1.0974	-1.3659	-1.3744	0.72632	0.058824	0.11111	0.089219	na	0.6	0.94211	0.10362	18	0	0	5.0737	4.2053	3.4789	-0.26527	0.022417	0.2	0.2	
0.58479	-0.62212	-0.19659	0.038913	-0.33208	-0.043854	0.073684	0.15	0.2381	0.34082	na	0.55	0.88421	0.14915	21	0	0	5.9193	6.8263	6.7526	0.23749	0.0019493	0.3	0.3	
-0.58033	-4.2858	0.027474	-0.17694	-0.064738	-0.28275	0.12632	0.043478	0.083333	0.07334	na	0.7	0.95789	0.10782	24	0	0	6.7649	5.7474	5.6211	-0.23311	0.002924	0.15	0.2	
0.14657	-1.8275	0.45955	0.42821	0.44512	0.42444	1.6632	0	0	0.098773	na	0.45	0.85263	0.14009	10	0	0	2.8187	2.9368	1.2737	0.064962	0.092398	0.35	0.4	
0.19228	0.8772	0.45955	0.44342	0.44512	0.44113	1	0.11111	0.2	0.29478	na	0.3	0.72105	0.14189	10	0	0	2.8187	2.9737	1.9737	0.085219	0.055556	0.5	0.6	
-0.49928	-2.0024	-0.42695	-0.52153	-0.6154	-0.70213	2.2	0.043478	0.083333	0.17291	na	0.6	0.92105	0.10842	24	0	0	6.7649	5.8895	3.6895	-0.20056	0.050926	0.25	0.3	
0.571	-0.57291	0.45955	0.56949	0.44512	0.57943	0.55789	0	0	0.15329	na	0.4	0.86842	0.15684	10	0	0	2.8187	3.2789	2.7211	0.25307	0.030994	0.25	0.35	
1.6832	-2.6999	1.4611	1.7689	1.6085	1.962	1.7263	0	0	0.30482	na	0.6	0.92105	0.20702	12	0	0	3.3824	4.9684	3.2421	0.7267	0.079922	0.25	0.3	
-0.58933	-2.5588	0.013494	-0.18925	-0.075791	-0.2892	-2.1368	0.0625	0.11765	0.14713	na	0.55	0.89474	0.1087	17	0	0	4.7918	4.0368	6.1737	-0.24418	-0.069831	0.3	0.4	
-0.43966	-1.1536	0.54727	0.31117	0.53529	0.29829	1.1263	0	0	0.17097	na	0.3	0.76842	0.11885	6	0	0	1.6912	1.4579	0.33158	-0.21382	0.10429	0.45	0.55	
0.57271	-1.8067	0.1537	0.32024	0.091536	0.29346	0.50526	0	0	0.19518	na	0.55	0.92632	0.15183	15	0	0	4.228	4.8842	4.3789	0.24053	0.018713	0.2	0.3	
0.23317	-3.178	0.93633	0.84755	1.0366	0.94211	-4.0737	0.17391	0.25	0.31403	na	0.7	0.96316	0.14397	24	0	0	6.7649	7.1737	11.247	0.09366	-0.094298	0.15	0.15	
0.13191	-0.93937	0.61593	0.54991	0.65134	0.58561	1.9474	0.23077	0.37037	0.32716	na	0.6	0.93684	0.13739	27	0	0	7.6105	7.8684	5.9211	0.052529	0.040069	0.15	0.3	
-1.0315	-3.7026	-1.4114	-1.5094	-1.7204	-1.8123	1.2421	0.090909	0.16667	0.20594	na	0.5	0.86316	0.089713	12	0	0	3.3824	2.4105	1.1684	-0.44533	0.057505	0.3	0.4	
0.079241	1.555	-0.13706	-0.084868	0.69984	0.60402	-10.842	0.25926	0.32143	0.39071	na	0.45	0.88947	0.13895	28	0	0	7.8923	8.0526	18.895	0.031475	-0.21512	0.25	0.4	
-0.66281	-0.24134	-1.0011	-1.0475	-1.2448	-1.2803	0.042105	0.090909	0.16667	0.19151	na	0.35	0.8	0.111	12	0	0	3.3824	2.7579	2.7158	-0.28617	0.0019493	0.4	0.6	
0.22903	-0.11876	0.048145	0.1149	-0.018792	0.064742	0.95789	0	0	0.13297	na	0.3	0.72632	0.14304	7	0	0	1.9731	2.1105	1.1526	0.10796	0.076023	0.45	0.45	
-0.26064	-3.181	0.013494	-0.077516	-0.075791	-0.16277	3.1263	0.25	0.41176	0.32213	na	0.6	0.92105	0.12758	17	0	0	4.7918	4.4579	1.3316	-0.10799	0.10217	0.25	0.4	
-0.2424	-3.4408	-0.72771	-0.68049	-0.95059	-0.87774	1.1684	0.13333	0.25	0.18954	na	0.6	0.87368	0.11722	16	0	0	4.5099	4.2158	3.0474	-0.10108	0.04057	0.35	0.4	
-0.037235	-4.5375	-0.12761	-0.11737	-0.2537	-0.22263	1.5368	0.041667	0.08	0.15973	na	0.75	0.95789	0.1264	25	0	0	7.0467	6.9789	5.4421	-0.01491	0.034152	0.2	0.3	
-0.1531	-4.8947	-0.52854	-0.48658	-0.71126	-0.6463	2	0.21429	0.33333	0.28723	na	0.65	0.94211	0.12093	15	0	0	4.228	4.0526	2.0526	-0.0643	0.074074	0.2	0.2	
0.74616	-3.5718	0.74887	0.87035	0.81085	0.96052	1.1263	0.125	0.24	0.22662	na	0.75	0.95263	0.16239	25	0	0	7.0467	8.4053	7.2789	0.29879	0.025029	0.2	0.2	
-0.59509	-3.7918	0.71369	0.38752	0.7453	0.39473	-6.5053	0.41667	0.46154	0.48648	na	0.55	0.93158	0.11251	13	0	0	3.6643	3.0632	9.5684	-0.25426	-0.278	0.2	0.3	
0.1134	-0.7233	-0.66718	-0.51086	-0.44606	-0.32646	0.24211	0.076923	0.14286	0.2153	na	0.45	0.87895	0.13396	14	0	0	3.9462	4.0684	3.8263	0.048012	0.0096074	0.3	0.35	
0.39463	-1.6941	0.57431	0.60639	0.59973	0.64814	3.7263	0.04	0.076923	0.18697	na	0.65	0.95789	0.1471	26	0	0	7.3286	8.0737	4.3474	0.15757	0.079622	0.15	0.2	
0.37208	-1.5261	0.93388	0.89388	1.0162	0.98137	-5.1474	0.375	0.52941	0.45122	na	0.55	0.94211	0.15011	17	0	0	4.7918	5.2684	10.416	0.15416	-0.16821	0.15	0.2	
0.81808	1.6795	0.75806	0.90337	1.2731	1.3691	-2.6737	0.26667	0.41935	0.40529	na	0.5	0.9	0.16473	31	0	0	8.738	10.558	13.232	0.3228	-0.047915	0.25	0.25	
1.2155	-2.5989	0.8655	1.1265	0.94694	1.2553	0.54737	0.14286	0.27273	0.27939	na	0.7	0.96316	0.17956	22	0	0	6.2011	8.1684	7.6211	0.49168	0.013822	0.15	0.15	
0.7509	1.9471	0.88746	0.98432	0.95816	1.0785	2.4211	0.13333	0.25	0.25068	na	0.35	0.83158	0.16542	16	0	0	4.5099	5.4211	3	0.31312	0.084064	0.35	0.45	
-0.49023	-1.0386	0.21631	0.0073678	0.16373	-0.063878	-9.2316	0.36667	0.41935	0.42874	na	0.6	0.94211	0.11342	31	0	0	8.738	7.6474	16.879	-0.19344	-0.16544	0.2	0.3	
-0.80937	-3.7753	-0.30579	-0.52487	-0.44606	-0.67505	1.0947	0.15385	0.21429	0.20442	na	0.55	0.93158	0.096982	14	0	0	3.9462	3.0737	1.9789	-0.34267	0.043442	0.2	0.3	
0.16099	-1.0712	-0.40467	-0.27808	-0.18709	-0.092917	0.35789	0.13333	0.1875	0.28649	na	0.5	0.92105	0.14008	16	0	0	4.5099	4.7053	4.3474	0.067132	0.012427	0.15	0.3	
-0.25766	-1.0635	0.055607	-0.041198	-0.022783	-0.1162	0.91579	0	0	0.073005	na	0.45	0.86842	0.12228	14	0	0	3.9462	3.6684	2.7526	-0.10909	0.036341	0.3	0.35	
0.1017	-3.5995	-0.3242	-0.23343	-0.45619	-0.34194	0.063158	0	0	0.039838	na	0.55	0.93684	0.135	11	0	0	3.1006	3.1895	3.1263	0.044441	0.0031898	0.15	0.25	
0.57078	-0.7963	1.0492	1.0561	1.1628	1.179	-0.29474	0.15789	0.25	0.29891	na	0.55	0.91579	0.15782	20	0	0	5.6374	6.4842	6.7789	0.23281	-0.0081871	0.2	0.35	
0.53635	0.56614	0.93633	0.95176	1.0366	1.0621	-5.2211	0.30435	0.5	0.42622	na	0.5	0.92632	0.15555	24	0	0	6.7649	7.7053	12.926	0.21545	-0.12086	0.2	0.3	
-0.37483	-5.6873	-0.30579	-0.3782	-0.44606	-0.5109	1.2947	0	0	0.056516	na	0.65	0.95789	0.11296	14	0	0	3.9462	3.5421	2.2474	-0.1587	0.051378	0.15	0.2	
-1.1609	-1.194	-1.39	-1.5359	-0.44606	-0.80785	-6.1895	0.15385	0.21429	0.22708	na	0.4	0.74211	0.096825	14	0	0	3.9462	2.6947	8.8842	-0.4915	-0.24561	0.5	0.55	
0.21958	-0.28043	0.5158	0.49836	0.52344	0.51615	1.9263	0.26316	0.35	0.31945	na	0.5	0.92632	0.14051	20	0	0	5.6374	5.9632	4.0368	0.08956	0.053509	0.15	0.2	
1.334	0.18069	1.1398	1.3884	1.2471	1.5364	-0.073684	0.15385	0.21429	0.34621	na	0.45	0.88947	0.18936	14	0	0	3.9462	5.3842	5.4579	0.56478	-0.002924	0.25	0.3	
0.68551	0.39997	0.85285	0.93489	0.9418	1.0445	-0.28421	0.25926	0.46429	0.32292	na	0.55	0.88421	0.15919	28	0	0	7.8923	9.2789	9.5632	0.27229	-0.0056391	0.3	0.3	
-0.64502	0.37716	-0.37993	-0.53202	-0.54788	-0.70154	-4.1684	0.27778	0.42105	0.31636	na	0.4	0.84737	0.1095	19	0	0	5.3555	4.4421	8.6105	-0.26434	-0.12188	0.35	0.35	
-0.95349	-10.147	-0.93758	-1.0951	-1.2142	-1.3699	-2.8316	0.055556	0.10526	0.084062	na	0.8	0.97895	0.087409	19	0	0	5.3555	4.0053	6.8368	-0.39075	-0.082795	0.1	0.2	
-0.24994	-3.2846	-0.70774	-0.66617	-0.94663	-0.87576	2.5368	0.2	0.38095	0.26019	na	0.65	0.94737	0.11674	21	0	0	5.9193	5.5316	2.9947	-0.10151	0.067112	0.2	0.2	
0.14986	0.23344	0.11614	0.14589	0.051007	0.097696	-0.48421	0	0	0.15364	na	0.35	0.79474	0.13715	11	0	0	3.1006	3.2316	3.7158	0.065488	-0.024455	0.35	0.5	
-1.0353	-0.29144	-0.96607	-1.1422	0.44512	-0.0071535	-4.9789	0.33333	0.4	0.3478	na	0.3	0.77895	0.13184	10	0	0	2.8187	1.9842	6.9632	-0.45884	-0.27661	0.4	0.55	
0.53315	1.4439	-0.93758	-0.58782	-1.2142	-0.79248	1.1684	0.38889	0.47368	0.44508	na	0.4	0.77895	0.14543	19	0	0	5.3555	6.1105	4.9421	0.21849	0.034164	0.35	0.4	
-0.61109	-0.13956	0.2414	-0.008828	0.19466	-0.073007	0.8	0.33333	0.5	0.40706	na	0.4	0.84211	0.10998	16	0	0	4.5099	3.7684	2.9684	-0.25482	0.027778	0.35	0.55	
0.16099	-1.9486	-0.40467	-0.27808	-0.56884	-0.40817	0.14737	0.13333	0.25	0.24712	na	0.55	0.88947	0.13145	16	0	0	4.5099	4.7053	4.5579	0.067132	0.005117	0.3	0.3	
0.28414	-3.0984	0.17772	0.24286	0.11845	0.20786	-1.1158	0.11111	0.21053	0.20817	na	0.65	0.94737	0.14023	19	0	0	5.3555	5.7579	6.8737	0.11644	-0.032625	0.2	0.25	
-1.0856	-2.7713	-0.52854	-0.80215	-0.71126	-1.0009	-0.45263	0.071429	0.13333	0.13879	na	0.5	0.86316	0.092643	15	0	0	4.228	2.9842	3.4368	-0.45594	-0.016764	0.35	0.5	
-0.053237	-3.0352	-0.054891	-0.063125	-0.15033	-0.1446	0.69474	0	0	0.10362	na	0.55	0.93684	0.12726	13	0	0	3.6643	3.6105	2.9158	-0.022746	0.02969	0.15	0.2	
-0.15744	-0.36489	-0.054891	-0.098195	-0.15033	-0.18369	1.9579	0	0	0.17857	na	0.4	0.74211	0.12571	13	0	0	3.6643	3.5053	1.5474	-0.067268	0.083671	0.5	0.5	
1.6704	-0.57063	1.2407	1.5873	1.3802	1.781	0.70526	0.25	0.29412	0.41264	na	0.55	0.94737	0.20134	17	0	0	4.7918	6.9316	6.2263	0.69209	0.023048	0.15	0.25	
-0.61528	-5.7217	-0.37993	-0.52187	-0.54788	-0.68999	1.1789	0.11111	0.21053	0.29415	na	0.7	0.91579	0.10536	19	0	0	5.3555	4.4842	3.3053	-0.25215	0.034472	0.3	0.35	
-0.5325	-2.8067	-0.28426	-0.4153	-0.11592	-0.30305	-0.094737	0.10526	0.2	0.1677	na	0.6	0.92105	0.10986	20	0	0	5.6374	4.8474	4.9421	-0.2172	-0.0026316	0.25	0.35	
0.49461	-1.8767	-0.18742	0.013214	-0.30986	-0.068124	-1.0421	0.071429	0.13333	0.14516	na	0.55	0.89474	0.14604	15	0	0	4.228	4.7947	5.8368	0.20773	-0.038596	0.3	0.3	
1.5586	2.2482	0.55648	0.98	0.55821	1.0391	0.50526	0.5	0.63636	0.59339	na	0.3	0.73684	0.19569	11	0	0	3.1006	4.4632	3.9579	0.6811	0.025518	0.4	0.45	
0.74204	0.98946	-0.1702	0.1052	-0.27158	0.041227	1.1158	0.125	0.22222	0.21521	na	0.3	0.78947	0.16351	9	0	0	2.5368	3.0842	1.9684	0.33442	0.068876	0.35	0.4	
1.0312	-1.4501	1.293	1.4134	1.4511	1.5951	0.47368	0.11111	0.15789	0.1835	na	0.6	0.95263	0.1771	19	0	0	5.3555	6.8158	6.3421	0.42259	0.01385	0.15	0.2	
-0.29416	-2.6086	-1.0011	-0.92379	-1.2448	-1.1431	2	0.090909	0.16667	0.13223	na	0.5	0.91579	0.12016	12	0	0	3.3824	3.1053	1.1053	-0.127	0.092593	0.2	0.25	
-1.1369	-4.79	-0.054891	-0.42785	-0.15033	-0.55106	-3.3895	0	0	0.073064	na	0.55	0.89474	0.086999	13	0	0	3.6643	2.5158	5.9053	-0.48577	-0.14485	0.3	0.35	
0.44603	-1.7683	-0.43957	-0.20516	-0.64342	-0.34496	3.8737	0.064516	0.125	0.1862	na	0.7	0.95789	0.14247	32	0	0	9.0198	10.042	6.1684	0.17565	0.067251	0.15	0.25	
0.50347	-1.2109	0.39166	0.49318	0.3735	0.5024	1.0842	0.23529	0.33333	0.30869	na	0.55	0.91579	0.15136	18	0	0	5.0737	5.7526	4.6684	0.20741	0.033463	0.25	0.3	
-0.83664	-2.1433	0.2414	-0.085337	0.19466	-0.15929	1.7263	0.13333	0.1875	0.16225	na	0.5	0.91053	0.09989	16	0	0	4.5099	3.4947	1.7684	-0.34887	0.059942	0.25	0.4	
-0.16866	-1.3792	-0.72771	-0.65548	-0.95059	-0.84953	1.4526	0	0	0.085374	na	0.5	0.88947	0.11985	16	0	0	4.5099	4.3053	2.8526	-0.070329	0.050439	0.3	0.3	
-1.0828	-3.5027	-1.5415	-1.6358	-0.68802	-0.99441	-7.5368	0.28	0.30769	0.30517	na	0.65	0.94211	0.11126	26	0	0	7.3286	5.2842	12.821	-0.43235	-0.16104	0.2	0.25	
-1.6684	-3.3609	-2.3606	-2.5057	-2.8372	-2.9781	1.2211	0	0	0.0097424	na	0.45	0.81053	0.072552	13	0	0	3.6643	1.9789	0.75789	-0.71283	0.052182	0.35	0.65	
0.1132	-0.71663	0.099526	0.1203	0.3735	0.35153	-3.3368	0.17647	0.27778	0.2605	na	0.5	0.88947	0.13577	18	0	0	5.0737	5.2263	8.5632	0.046634	-0.10299	0.3	0.4	
1.125	-0.31733	0.7859	1.0313	0.85728	1.1498	-2.3579	0.12	0.23077	0.28808	na	0.6	0.93684	0.17519	26	0	0	7.3286	9.4526	11.811	0.44919	-0.050382	0.2	0.25	
-0.13139	-1.1904	0.3294	0.22708	0.29749	0.19736	-1.0421	0.41667	0.53846	0.44905	na	0.45	0.85263	0.12729	13	0	0	3.6643	3.5316	4.5737	-0.056137	-0.044534	0.3	0.55	
-0.41253	-0.29885	1.3424	0.97481	1.4363	1.0548	-2.7789	0.28571	0.375	0.3905	na	0.3	0.76316	0.12368	8	0	0	2.255	1.9789	4.7579	-0.1897	-0.19298	0.45	0.65	
-0.55534	-2.6236	-0.45216	-0.56105	-0.63935	-0.74287	-1.9895	0.05	0.095238	0.17539	na	0.6	0.93684	0.10619	21	0	0	5.9193	5.0579	7.0474	-0.22553	-0.052632	0.2	0.35	
0.050054	0.17639	0.93633	0.78462	1.0366	0.86964	-0.61053	0.13043	0.25	0.25135	na	0.5	0.86316	0.13795	24	0	0	6.7649	6.8526	7.4632	0.020106	-0.014133	0.35	0.45	
0.056176	-2.9036	0.3294	0.2902	0.29749	0.26771	2.4947	0.16667	0.30769	0.23785	na	0.55	0.91579	0.14086	13	0	0	3.6643	3.7211	1.2263	0.024002	0.10661	0.25	0.3	
0.15645	-1.1873	0.74887	0.66743	0.81085	0.72642	0.031579	0.25	0.36	0.34293	na	0.6	0.93684	0.13955	25	0	0	7.0467	7.3316	7.3	0.062647	0.00070175	0.2	0.3	
0.39088	-3.7904	0.2414	0.33105	0.19466	0.31028	1.2316	0.066667	0.125	0.18938	na	0.65	0.95263	0.14676	16	0	0	4.5099	4.9842	3.7526	0.16299	0.042763	0.15	0.3	
0.74154	-0.2201	1.2681	1.2941	1.4171	1.4544	0.14737	0.17647	0.27778	0.29613	na	0.5	0.91053	0.16638	18	0	0	5.0737	6.0737	5.9263	0.30548	0.0045484	0.2	0.25	
0.049931	0.046617	-0.66718	-0.53228	-0.86934	-0.70087	0.42105	0	0	0.04769	na	0.4	0.86842	0.13171	14	0	0	3.9462	4	3.5789	0.02114	0.016708	0.25	0.3	
-0.68218	-1.3113	-0.65875	-0.77361	-0.88105	-0.99024	-5.7474	0.16667	0.26316	0.24748	na	0.5	0.88947	0.10342	19	0	0	5.3555	4.3895	10.137	-0.27957	-0.16805	0.3	0.45	
-0.032299	-2.21	0.5158	0.41227	0.52344	0.4179	-2.2947	0.21053	0.35	0.29714	na	0.6	0.93158	0.13127	20	0	0	5.6374	5.5895	7.8842	-0.013174	-0.063743	0.2	0.25	
-0.93734	-1.1088	-0.49086	-0.7173	-0.098574	-0.42444	-3.2421	0.11111	0.2	0.12114	na	0.35	0.73684	0.097546	10	0	0	2.8187	2.0632	5.3053	-0.41543	-0.18012	0.5	0.65	
-0.7528	-2.3113	-0.93758	-1.0266	-1.2142	-1.2919	3	0.27778	0.42105	0.32192	na	0.55	0.83684	0.09874	19	0	0	5.3555	4.2895	1.2895	-0.30851	0.087719	0.4	0.45	
-1.2053	-5.1272	-1.6968	-1.8039	-2.0958	-2.1919	0.72632	0.066667	0.125	0.082176	na	0.6	0.90526	0.088343	16	0	0	4.5099	3.0474	2.3211	-0.50261	0.025219	0.3	0.4	
-0.14514	-5.267	0.11614	0.04729	0.051007	-0.011102	1.4211	0	0	0.051679	na	0.6	0.93158	0.12579	11	0	0	3.1006	2.9737	1.5526	-0.063423	0.07177	0.2	0.35	
-0.54467	-2.0491	-0.37993	-0.49778	-0.54788	-0.66256	-1.0421	0.055556	0.10526	0.14691	na	0.55	0.93158	0.10913	19	0	0	5.3555	4.5842	5.6263	-0.22321	-0.030471	0.2	0.2	
0.12391	-2.8252	0.3294	0.313	0.29749	0.29312	1.8947	0.16667	0.30769	0.24667	na	0.55	0.93158	0.13699	13	0	0	3.6643	3.7895	1.8947	0.052941	0.080972	0.15	0.3	
-0.97078	-2.5949	-1.2108	-1.3245	-1.5141	-1.621	0.96842	0.14286	0.26667	0.16912	na	0.5	0.88421	0.091426	15	0	0	4.228	3.1158	2.1474	-0.40771	0.035867	0.25	0.45	
0.31086	-0.33741	0.1537	0.23163	0.091536	0.19389	2.5368	0.28571	0.46667	0.33042	na	0.45	0.88947	0.14662	15	0	0	4.228	4.5842	2.0474	0.13056	0.093957	0.25	0.3	
-0.064558	-1.278	-1.0507	-0.88574	-0.56884	-0.49445	-3.9789	0.2	0.3125	0.25469	na	0.5	0.9	0.13459	16	0	0	4.5099	4.4316	8.4105	-0.02692	-0.13816	0.2	0.25	
-0.82001	-4.1487	0.31456	-0.022651	0.89701	0.41595	-3.6526	0.15	0.2381	0.24228	na	0.65	0.95263	0.10199	21	0	0	5.9193	4.6474	8.3	-0.33302	-0.09663	0.15	0.25	
0.9007	1.0419	1.0492	1.1689	1.1628	1.3077	-3.6316	0.31579	0.5	0.50692	na	0.45	0.88947	0.17001	20	0	0	5.6374	6.9737	10.605	0.36738	-0.10088	0.25	0.4	
-0.86081	-4.244	-1.2078	-1.2844	-1.4938	-1.5613	1.4842	0.083333	0.15385	0.14426	na	0.55	0.9	0.094977	13	0	0	3.6643	2.7947	1.3105	-0.36779	0.063428	0.25	0.35	
0.28021	0.0051897	-0.054891	0.049098	0.29749	0.35174	-0.94737	0.25	0.30769	0.27631	na	0.4	0.83684	0.14196	13	0	0	3.6643	3.9474	4.8947	0.11972	-0.040486	0.35	0.5	
0.29437	-0.56114	0.30776	0.35363	0.74551	0.72742	-1.7895	0.17857	0.34483	0.28622	na	0.6	0.93684	0.14212	29	0	0	8.1742	8.7895	10.579	0.11665	-0.034281	0.2	0.2	
1.1833	1.7114	1.075	1.2888	1.2152	1.468	-0.073684	0.35714	0.48276	0.46673	na	0.5	0.88421	0.17883	29	0	0	8.1742	10.647	10.721	0.46891	-0.0014116	0.25	0.35	
0.93084	-2.9237	0.013494	0.32752	-0.075791	0.29552	-0.34737	0.25	0.29412	0.37744	na	0.65	0.94737	0.16436	17	0	0	4.7918	5.9842	6.3316	0.38568	-0.011352	0.15	0.3	
-1.559	-4.384	-1.2078	-1.5194	-1.4938	-1.8232	1.7579	0.083333	0.15385	0.10144	na	0.5	0.88421	0.077313	13	0	0	3.6643	2.0895	0.33158	-0.66609	0.075124	0.25	0.5	
1.0546	-1.2915	0.964	1.1539	1.0838	1.3103	1.5053	0.29032	0.40625	0.40854	na	0.7	0.95263	0.1729	32	0	0	9.0198	11.437	9.9316	0.41531	0.026133	0.2	0.2	
-0.48047	-2.5142	-0.43918	-0.52341	-0.59815	-0.67612	2.3579	0.083333	0.15385	0.14208	na	0.5	0.91579	0.11362	13	0	0	3.6643	3.1789	0.82105	-0.20529	0.10076	0.2	0.4	
0.48639	-0.6985	0.31456	0.42456	0.28246	0.4226	-0.12632	0.25	0.38095	0.3174	na	0.55	0.93684	0.15071	21	0	0	5.9193	6.6737	6.8	0.19753	-0.0033417	0.15	0.25	
0.77061	1.2476	0.62709	0.77725	0.65221	0.8344	1.2421	0.1875	0.29412	0.29666	na	0.4	0.88421	0.16357	17	0	0	4.7918	5.7789	4.5368	0.31929	0.040592	0.2	0.3	
-0.81598	-2.3964	-1.2164	-1.2771	-1.5474	-1.5907	1.2421	0	0	0.078107	na	0.55	0.90526	0.094297	19	0	0	5.3555	4.2	2.9579	-0.3344	0.036319	0.25	0.3	
0.95661	-0.69772	0.93633	1.0962	1.0366	1.2284	2.9895	0.086957	0.125	0.24534	na	0.6	0.93684	0.17028	24	0	0	6.7649	8.4421	5.4526	0.38426	0.069201	0.2	0.25	
-0.025204	-4.4261	0.5158	0.41469	0.52344	0.42067	-3.9579	0.15789	0.25	0.24055	na	0.7	0.95263	0.13248	20	0	0	5.6374	5.6	9.5579	-0.01028	-0.10994	0.2	0.25	
0.13043	-4.3046	0.31063	0.2994	0.27858	0.28001	1.9368	0.041667	0.08	0.16984	na	0.75	0.97368	0.13612	25	0	0	7.0467	7.2842	5.3474	0.052229	0.043041	0.1	0.2	
-0.78025	-3.0935	0.2414	-0.06621	0.19466	-0.13772	-0.34737	0.2	0.3125	0.31789	na	0.55	0.9	0.10386	16	0	0	4.5099	3.5632	3.9105	-0.32536	-0.012061	0.3	0.4	
