mlcoalsim version 094beta (20060305)
OUTPUT FILE: date Fri Mar 17 14:53:29 2006 

Input data from the file: /Users/user/Documents/WorkatUB/Stephan/FSall/S20/WallHudson_method/other_alternatives/expansion/R00/theta_avg/L1n20thetaS20D1m0x010R00

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          10000
Seed1:                 974

N_loci:                1
N_sites:               1000
N_samples:             20
Thetaw:                33.84
Recombination:         0
Nintn:                 1
Ts:                    0
Nrec:                  1
Npast:                 0.1
Tpast:                 0.025


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW*)	value(D/Dmin)	value(H/Hmin)	value(maxhap)	value(maxhap1)
-1.3368	-5.8102	-2.0175	-2.113	-2.5427	-2.6137	1.2632	0	0	0.03951	na	0.7	0.95263	0.075111	24	0	0	6.7649	4.4211	3.1579	-0.53697	0.02924	0.2	0.3	
-0.66021	-2.9826	-0.81764	-0.89668	-1.075	-1.1416	1.8421	0.052632	0.1	0.13513	na	0.6	0.94211	0.1022	20	0	0	5.6374	4.6579	2.8158	-0.26929	0.05117	0.15	0.25	
0.50584	-0.28409	0.16764	0.3121	0.10407	0.28842	0.98947	0.41379	0.43333	0.46982	na	0.6	0.90526	0.14783	30	0	0	8.4561	9.5474	8.5579	0.20001	0.018324	0.3	0.4	
-1.1047	-9.3841	-1.127	-1.304	-1.4778	-1.6506	-0.78947	0.14815	0.21429	0.18186	na	0.85	0.97895	0.079398	28	0	0	7.8923	5.6579	6.4474	-0.43879	-0.015664	0.15	0.2	
-1.643	-5.4975	-1.9454	-2.1575	-2.4095	-2.6207	2.4526	0.11765	0.22222	0.12567	na	0.6	0.92105	0.068654	18	0	0	5.0737	2.8579	0.40526	-0.67685	0.075699	0.2	0.4	
-1.3586	-11.504	-1.7741	-1.9201	-2.2137	-2.35	0.54737	0	0	0.036732	na	0.8	0.97368	0.070318	19	0	0	5.3555	3.4316	2.8842	-0.55677	0.016005	0.15	0.25	
-1.4513	-5.7883	-1.8844	-2.0425	-2.3537	-2.5019	2.7579	0.052632	0.1	0.065558	na	0.65	0.93684	0.074502	20	0	0	5.6374	3.4842	0.72632	-0.59196	0.076608	0.2	0.2	
-0.42413	-1.8854	-1.2108	-1.1395	-1.5141	-1.4131	2.1158	0	0	0.035635	na	0.5	0.86316	0.10549	15	0	0	4.228	3.7421	1.6263	-0.17813	0.078363	0.3	0.35	
-1.1162	-3.5256	-0.5474	-0.83455	-0.77757	-1.0859	2.9158	0.09375	0.15152	0.13153	na	0.7	0.96316	0.085347	33	0	0	9.3017	6.6684	3.7526	-0.43876	0.049087	0.15	0.2	
-1.6382	-7.7223	-1.4004	-1.7132	-1.8288	-2.1546	2.3474	0.125	0.18182	0.19191	na	0.8	0.96316	0.062813	33	0	0	9.3017	5.4368	3.0895	-0.64396	0.039518	0.2	0.3	
-2.2341	-11.15	-3.2575	-3.4356	-3.9224	-4.0927	1.5474	0.071429	0.13333	0.074932	na	0.65	0.90526	0.048443	15	0	0	4.228	1.6684	0.12105	-0.93826	0.05731	0.3	0.45	
-2.0976	-3.5869	-2.7517	-2.9693	-2.6169	-2.9426	-0.96842	0	0	0.0031548	na	0.35	0.58421	0.08951	9	0	0	2.5368	0.98947	1.9579	-0.94534	-0.059779	0.65	0.75	
-1.9625	-4.074	-2.8669	-3.0203	-3.3607	-3.5171	1.1053	0	0	0.0050785	na	0.4	0.73158	0.075886	10	0	0	2.8187	1.2368	0.13158	-0.86977	0.061404	0.5	0.7	
-1.424	-8.7525	-1.9856	-2.1164	-2.483	-2.598	-0.052632	0	0	0.032729	na	0.75	0.95789	0.068091	21	0	0	5.9193	3.7105	3.7632	-0.57831	-0.0013924	0.2	0.3	
-1.9723	-6.1679	-2.4551	-2.6801	-2.8118	-3.0521	0.73684	0	0	0.081769	na	0.4	0.58947	0.06685	7	0	0	1.9731	0.78947	0.052632	-0.92972	0.05848	0.65	0.7	
-0.91954	-4.8916	-1.3358	-1.4109	-1.7167	-1.7714	3.6737	0	0	0.057277	na	0.7	0.95789	0.085779	24	0	0	6.7649	5.1526	1.4789	-0.36937	0.085039	0.15	0.2	
-0.74536	-4.5646	-1.2164	-1.253	-1.5474	-1.5633	0.49474	0.055556	0.10526	0.12674	na	0.65	0.90526	0.092256	19	0	0	5.3555	4.3	3.8053	-0.30546	0.014466	0.3	0.35	
0.91035	-0.67238	0.21631	0.492	0.16373	0.50054	3.1053	0.3	0.35484	0.35907	na	0.65	0.92632	0.16147	31	0	0	8.738	10.763	7.6579	0.35921	0.05565	0.25	0.4	
-1.7419	-5.8851	-2.4741	-2.6243	-2.9857	-3.13	1.7158	0.076923	0.14286	0.099778	na	0.55	0.83684	0.074298	14	0	0	3.9462	2.0684	0.35263	-0.73748	0.068087	0.4	0.45	
-2.2921	-1.8097	-3.4845	-3.6431	-3.3127	-3.6186	-3.6316	0.31579	0.35	0.31878	na	0.4	0.69474	0.14121	20	0	0	5.6374	2.2368	5.8684	-0.93489	-0.10088	0.55	0.7	
-1.2768	-9.1075	-1.4952	-1.6633	-1.8806	-2.044	0.77895	0	0	0.023143	na	0.75	0.96316	0.071488	19	0	0	5.3555	3.5474	2.7684	-0.52327	0.022776	0.15	0.2	
-1.8998	-6.4745	-2.8149	-2.9598	-2.6028	-2.8839	-3.2211	0.14286	0.18182	0.17918	na	0.65	0.91579	0.093484	22	0	0	6.2011	3.1263	6.3474	-0.76849	-0.08134	0.25	0.3	
-1.0646	-4.8874	-2.1511	-2.1292	-2.6734	-2.614	2.1158	0.052632	0.1	0.077081	na	0.65	0.91053	0.078678	20	0	0	5.6374	4.0579	1.9421	-0.43424	0.058772	0.3	0.35	
-0.38635	-3.0853	-1.6533	-1.4895	-2.0617	-1.8482	1.6316	0.11765	0.22222	0.15622	na	0.6	0.92105	0.10434	18	0	0	5.0737	4.5526	2.9211	-0.15916	0.050357	0.2	0.35	
-1.9452	-5.2789	-2.7477	-2.9191	-3.3518	-3.513	1.9684	0.0625	0.11765	0.06877	na	0.55	0.85789	0.074697	17	0	0	4.7918	2.3	0.33158	-0.80594	0.064327	0.35	0.55	
0.60377	-0.14696	-0.37993	-0.1059	-0.54788	-0.21652	1.6842	0.27778	0.31579	0.30957	na	0.5	0.87895	0.14904	19	0	0	5.3555	6.2105	4.5263	0.24743	0.049246	0.25	0.3	
-1.5784	-6.0776	-2.0198	-2.196	-2.4776	-2.6498	-0.38947	0.066667	0.125	0.093175	na	0.6	0.91053	0.065731	16	0	0	4.5099	2.5947	2.9842	-0.65816	-0.013523	0.25	0.45	
-0.39246	-0.66335	-0.96331	-0.92463	-1.2539	-1.1841	-0.010526	0.1	0.14286	0.15555	na	0.5	0.87368	0.11061	21	0	0	5.9193	5.3105	5.3211	-0.15939	-0.00027847	0.3	0.35	
-1.869	-2.8464	-2.3429	-2.5601	-2.8593	-3.0762	1.9579	0.13333	0.25	0.13939	na	0.45	0.85789	0.086411	16	0	0	4.5099	2.2421	0.28421	-0.77934	0.067982	0.3	0.55	
-0.50148	-1.4437	-0.60665	-0.66943	-0.82794	-0.87693	1.5158	0.14286	0.22727	0.18862	na	0.55	0.91579	0.11028	22	0	0	6.2011	5.3895	3.8737	-0.20286	0.038278	0.2	0.25	
-0.039004	-2.6548	-0.19261	-0.17148	-0.32226	-0.28062	2.4632	0.058824	0.11111	0.1089	na	0.6	0.92632	0.12664	18	0	0	5.0737	5.0211	2.5579	-0.016068	0.076023	0.25	0.3	
-1.574	-6.0652	-1.0507	-1.3978	-1.3323	-1.7024	2.2526	0.066667	0.125	0.075693	na	0.6	0.9	0.067024	16	0	0	4.5099	2.6	0.34737	-0.65635	0.078216	0.3	0.35	
-1.8728	-9.3349	-1.5066	-1.8806	-1.9495	-2.3456	-1.1684	0.068966	0.1	0.083335	na	0.8	0.97368	0.053452	30	0	0	8.4561	4.4158	5.5842	-0.74051	-0.021637	0.15	0.2	
-0.2774	-1.6129	-0.18037	-0.24172	-0.29369	-0.34708	1.9263	0	0	0.066794	na	0.45	0.84737	0.11818	12	0	0	3.3824	3.1211	1.1947	-0.11977	0.089181	0.35	0.4	
-0.083974	-1.0866	-0.2933	-0.26956	-0.43979	-0.39508	2.2105	0.0625	0.11765	0.12964	na	0.5	0.88421	0.12311	17	0	0	4.7918	4.6842	2.4737	-0.034793	0.072239	0.3	0.35	
-1.6882	-8.91	-1.929	-2.1609	-2.429	-2.6588	2.7474	0.090909	0.17391	0.11639	na	0.75	0.96842	0.066353	23	0	0	6.483	3.6368	0.88947	-0.68041	0.066362	0.15	0.2	
-1.1316	-2.8451	-1.5519	-1.6595	-1.9154	-2.014	0.91579	0.071429	0.13333	0.11485	na	0.5	0.87895	0.086393	15	0	0	4.228	2.9316	2.0158	-0.47524	0.033918	0.3	0.4	
-0.38488	-1.4276	0.41137	0.20418	0.40183	0.17515	-2.8105	0.23077	0.25926	0.28865	na	0.6	0.94211	0.11771	27	0	0	7.6105	6.8579	9.6684	-0.15326	-0.05783	0.2	0.3	
-1.6364	-11.192	-2.0788	-2.2658	-2.6028	-2.7803	3	0	0	0.033122	na	0.8	0.96316	0.056423	22	0	0	6.2011	3.5526	0.55263	-0.66194	0.075758	0.2	0.25	
0.22871	-1.1243	-0.12761	-0.025862	-0.2537	-0.11705	3.1368	0.041667	0.08	0.21154	na	0.6	0.9	0.13529	25	0	0	7.0467	7.4632	4.3263	0.091586	0.069708	0.3	0.35	
-1.3573	-3.4645	-1.693	-1.8539	-2.1438	-2.2943	1.7579	0.090909	0.17391	0.14583	na	0.6	0.87895	0.076089	23	0	0	6.483	4.1947	2.4368	-0.54704	0.042461	0.35	0.4	
-1.448	-5.3388	-1.8273	-1.9938	-2.2598	-2.421	2.2947	0.0625	0.11765	0.0748	na	0.6	0.9	0.069377	17	0	0	4.7918	2.9368	0.64211	-0.59996	0.074991	0.3	0.35	
-0.48096	-2.6746	-1.3738	-1.2926	-1.7141	-1.5995	-0.14737	0.13333	0.25	0.16439	na	0.55	0.88947	0.1107	16	0	0	4.5099	3.9263	4.0737	-0.20056	-0.005117	0.25	0.35	
-0.9171	0.71754	-0.27741	-0.54225	-0.43264	-0.71673	2.0842	0	0	0.048581	na	0.4	0.84737	0.099321	23	0	0	6.483	4.9368	2.8526	-0.36963	0.050343	0.3	0.55	
0.24895	-1.107	0.31063	0.34018	0.27858	0.32706	2.4737	0.125	0.16	0.18788	na	0.6	0.90526	0.13979	25	0	0	7.0467	7.5	5.0263	0.099689	0.054971	0.3	0.3	
-0.67274	-1.6073	-1.5229	-1.4791	-1.7198	-1.6756	0.74737	0.11111	0.21429	0.16037	na	0.6	0.91053	0.10498	28	0	0	7.8923	6.5316	5.7842	-0.26722	0.014829	0.25	0.3	
-0.079866	-1.0827	0.32029	0.23604	0.28821	0.20702	1.2737	0.125	0.17647	0.19131	na	0.5	0.91053	0.12968	17	0	0	4.7918	4.6895	3.4158	-0.033091	0.041624	0.2	0.4	
-1.5836	-9.1321	-2.7477	-2.7962	-3.3518	-3.3739	1.2105	0	0	0.015803	na	0.7	0.93158	0.05807	17	0	0	4.7918	2.7632	1.5526	-0.65613	0.03956	0.25	0.3	
-1.2357	-3.8755	-1.0507	-1.283	-1.3323	-1.573	-0.71579	0.066667	0.125	0.081666	na	0.55	0.88421	0.078103	16	0	0	4.5099	3.0105	3.7263	-0.51527	-0.024854	0.3	0.35	
-1.323	-7.8134	-1.3611	-1.5686	-1.7138	-1.9236	2.6842	0.058824	0.11111	0.088601	na	0.7	0.95789	0.073712	18	0	0	5.0737	3.2895	0.60526	-0.54501	0.082846	0.15	0.2	
-1.1551	-2.2722	-1.5881	-1.6984	-2.0112	-2.1054	2.4526	0.047619	0.090909	0.13444	na	0.55	0.84211	0.085342	22	0	0	6.2011	4.3316	1.8789	-0.46726	0.061935	0.4	0.45	
-1.7049	-12.087	-1.9763	-2.2015	-2.3894	-2.6205	1.6737	0	0	0.0068015	na	0.7	0.95263	0.055416	13	0	0	3.6643	1.9421	0.26842	-0.72842	0.071525	0.2	0.3	
-1.4884	-12.504	-1.929	-2.0924	-2.429	-2.58	2.7895	0	0	0.028503	na	0.85	0.97895	0.063265	23	0	0	6.483	3.9737	1.1842	-0.59988	0.067379	0.15	0.2	
0.74934	3.5512	1.5602	1.5367	1.765	1.7441	-3.6211	0.29412	0.33333	0.38461	na	0.3	0.84737	0.16901	18	0	0	5.0737	6.0842	9.7053	0.30869	-0.11176	0.3	0.3	
-1.0248	-7.4111	-1.5205	-1.5978	-1.8958	-1.958	1.3789	0.125	0.23529	0.14756	na	0.7	0.95789	0.08079	17	0	0	4.7918	3.4789	2.1	-0.42462	0.045064	0.15	0.3	
-0.18839	-3.436	-0.81764	-0.73541	-1.075	-0.95758	2.7158	0.10526	0.2	0.15554	na	0.65	0.94211	0.11528	20	0	0	5.6374	5.3579	2.6421	-0.07684	0.075439	0.2	0.25	
0.48006	0.37809	0.68379	0.72514	0.72138	0.78001	1.8632	0.23529	0.44444	0.34048	na	0.45	0.9	0.15189	18	0	0	5.0737	5.7211	3.8579	0.19776	0.057505	0.2	0.3	
1.0958	1.1838	0.24911	0.57899	0.20376	0.59503	0.63158	0.31579	0.35	0.39706	na	0.45	0.74737	0.17046	20	0	0	5.6374	7.2632	6.6316	0.44696	0.017544	0.5	0.55	
-1.625	-8.3367	-1.7902	-2.0258	-2.2674	-2.502	2.5684	0.086957	0.16667	0.12003	na	0.75	0.94211	0.062452	24	0	0	6.7649	3.9158	1.3474	-0.65273	0.059454	0.25	0.3	
-1.0207	-3.1933	-1.8273	-1.8485	-2.2598	-2.2567	1.7053	0.0625	0.11765	0.12034	na	0.55	0.87368	0.084604	17	0	0	4.7918	3.4842	1.7789	-0.42292	0.055728	0.35	0.4	
-1.3641	-7.2118	-1.4423	-1.6512	-1.8505	-2.0576	2.7053	0.041667	0.08	0.11156	na	0.75	0.96842	0.071681	25	0	0	7.0467	4.5632	1.8579	-0.54623	0.060117	0.15	0.2	
-0.21207	-2.0235	-1.0974	-0.97265	-1.4196	-1.2489	3.1895	0	0	0.047358	na	0.6	0.90526	0.11324	22	0	0	6.2011	5.8579	2.6684	-0.085785	0.080542	0.3	0.3	
-1.2971	0.34183	-0.94854	-1.2248	-0.35229	-0.80934	-3.5263	0.034483	0.066667	0.061388	na	0.45	0.87895	0.10188	30	0	0	8.4561	5.6579	9.1842	-0.51286	-0.065302	0.25	0.45	
-1.7353	-8.7276	-2.6425	-2.7601	-3.147	-3.2588	1.3895	0	0	0.014321	na	0.6	0.81053	0.058312	12	0	0	3.3824	1.7474	0.35789	-0.74919	0.064327	0.45	0.5	
-0.19044	-4.7656	-0.34673	-0.34963	-0.51984	-0.50149	3.4	0.083333	0.16	0.1895	na	0.75	0.96842	0.11905	25	0	0	7.0467	6.7	3.3	-0.076261	0.075556	0.15	0.25	
-0.93375	-3.1617	-0.43918	-0.67597	-0.59815	-0.84613	1.7579	0	0	0.065267	na	0.5	0.9	0.094861	13	0	0	3.6643	2.7211	0.96316	-0.39896	0.075124	0.25	0.35	
-1.1786	-3.1933	-1.3611	-1.5194	-1.7138	-1.8678	1.2842	0.058824	0.11111	0.12912	na	0.55	0.87368	0.087715	18	0	0	5.0737	3.4842	2.2	-0.48553	0.039636	0.35	0.45	
-0.16204	-4.2206	-0.6001	-0.5482	-0.80379	-0.72536	1.4842	0.125	0.17647	0.15894	na	0.65	0.94737	0.11764	17	0	0	4.7918	4.5842	3.1	-0.067137	0.048504	0.2	0.3	
-0.74212	-3.7746	-1.3427	-1.3556	-1.7154	-1.7002	2	0.047619	0.090909	0.066643	na	0.65	0.92632	0.095886	22	0	0	6.2011	5	3	-0.3002	0.050505	0.25	0.25	
-1.1447	-5.3595	-1.1086	-1.302	-1.4414	-1.6347	-0.8	0.086957	0.16667	0.16118	na	0.7	0.93684	0.080198	24	0	0	6.7649	4.7579	5.5579	-0.4598	-0.018519	0.25	0.35	
-0.96626	-7.3524	-1.0205	-1.169	-1.3447	-1.4861	-2.9789	0.076923	0.11111	0.13481	na	0.8	0.97895	0.085378	27	0	0	7.6105	5.7211	8.7	-0.38477	-0.061295	0.1	0.2	
-1.3853	-9.9584	-1.9941	-2.1109	-2.5426	-2.6339	3.0842	0.035714	0.068966	0.053188	na	0.85	0.97895	0.067235	29	0	0	8.1742	5.2789	2.1947	-0.54895	0.059084	0.15	0.2	
-1.2359	-6.5243	-0.82347	-1.0942	-1.046	-1.3307	1.7789	0.083333	0.15385	0.10289	na	0.6	0.94737	0.081925	13	0	0	3.6643	2.4158	0.63684	-0.52807	0.076023	0.15	0.25	
-0.96805	-2.4396	-1.0041	-1.1558	-1.3182	-1.4643	-8.3789	0.16667	0.2	0.22572	na	0.6	0.84737	0.086812	25	0	0	7.0467	5.2842	13.663	-0.38765	-0.1862	0.4	0.5	
-0.6524	-3.884	-0.82347	-0.89778	-1.046	-1.1119	1.4842	0	0	0.10506	na	0.55	0.90526	0.098999	13	0	0	3.6643	3.0053	1.5211	-0.27875	0.063428	0.25	0.35	
-0.957	-6.4636	-1.2108	-1.3198	-1.5141	-1.6158	1.7368	0.071429	0.13333	0.11968	na	0.65	0.95263	0.086899	15	0	0	4.228	3.1316	1.3947	-0.40192	0.064327	0.15	0.25	
-0.24515	-2.4479	-0.81764	-0.75481	-1.075	-0.97972	-0.61053	0.10526	0.15	0.16431	na	0.6	0.9	0.11325	20	0	0	5.6374	5.2737	5.8842	-0.099991	-0.016959	0.3	0.4	
-2.0468	-7.6847	-2.6659	-2.886	-3.2411	-3.4595	1.8421	0.066667	0.125	0.070966	na	0.6	0.87368	0.057939	16	0	0	4.5099	2.0263	0.18421	-0.8535	0.063962	0.35	0.5	
0.023434	-0.72741	-0.76454	-0.62282	-0.96339	-0.79267	1.5053	0	0	0.097194	na	0.4	0.78421	0.12872	11	0	0	3.1006	3.1211	1.6158	0.010241	0.076023	0.45	0.55	
0.71635	-2.632	0.035728	0.27711	-0.058139	0.24121	4.5579	0.066667	0.096774	0.25933	na	0.75	0.95789	0.15331	31	0	0	8.738	10.332	5.7737	0.28266	0.081683	0.2	0.25	
-1.1142	-4.927	-1.0507	-1.2418	-1.3323	-1.5265	2.3158	0	0	0.063155	na	0.6	0.92105	0.084547	16	0	0	4.5099	3.1579	0.84211	-0.46463	0.080409	0.25	0.3	
-1.2215	-2.2194	-1.6533	-1.774	-2.0617	-2.1711	1.0632	0.11765	0.22222	0.13009	na	0.5	0.9	0.08241	18	0	0	5.0737	3.4263	2.3632	-0.50321	0.032814	0.2	0.25	
-2.0348	-7.1098	-2.657	-2.8776	-2.5923	-2.9334	-3.0526	0.11538	0.14815	0.12868	na	0.7	0.91579	0.080584	27	0	0	7.6105	3.6316	6.6842	-0.81029	-0.062811	0.3	0.35	
-1.4705	-6.761	-2.0788	-2.2089	-2.6028	-2.7151	0.48421	0.047619	0.090909	0.070561	na	0.7	0.95263	0.063218	22	0	0	6.2011	3.8211	3.3368	-0.59485	0.012228	0.15	0.3	
-1.3843	-5.6637	-1.8806	-2.0172	-2.3828	-2.5017	3.3684	0	0	0.050715	na	0.7	0.93158	0.071563	25	0	0	7.0467	4.5263	1.1579	-0.55434	0.074854	0.25	0.3	
-0.68515	-3.1367	-0.18037	-0.37851	-0.29369	-0.4988	2.1053	0.090909	0.16667	0.15956	na	0.5	0.90526	0.10292	12	0	0	3.3824	2.7368	0.63158	-0.29581	0.097466	0.25	0.4	
-1.9161	-9.4867	-2.3317	-2.5681	-2.8801	-3.1151	2.3368	0	0	0.01754	na	0.7	0.91579	0.057552	19	0	0	5.3555	2.6421	0.30526	-0.78524	0.068329	0.3	0.4	
-1.0634	-6.4338	-0.56585	-0.82957	-0.78597	-1.0661	2.5368	0	0	0.037813	na	0.75	0.95789	0.087399	25	0	0	7.0467	5.1105	2.5737	-0.42585	0.056374	0.2	0.25	
-1.1609	-5.8473	-1.0286	-1.2384	-1.2926	-1.5087	1.1789	0	0	0.013619	na	0.6	0.93158	0.082135	14	0	0	3.9462	2.6947	1.5158	-0.4915	0.046784	0.2	0.25	
-0.77138	-4.6118	-1.7741	-1.7197	-2.2137	-2.1219	1.3684	0.055556	0.10526	0.12418	na	0.65	0.93158	0.089408	19	0	0	5.3555	4.2632	2.8947	-0.31612	0.040012	0.2	0.3	
0.95317	1.6328	0.77839	0.96239	0.82377	1.0421	2.0526	0.23077	0.35714	0.3298	na	0.35	0.85263	0.17183	14	0	0	3.9462	4.9737	2.9211	0.40355	0.081454	0.3	0.45	
-2.1563	-6.7805	-2.9263	-3.1395	-2.5427	-2.938	-6.3474	0.13043	0.16667	0.16856	na	0.65	0.91053	0.10157	24	0	0	6.7649	2.9842	9.3316	-0.86616	-0.14693	0.3	0.4	
-1.3475	-3.2411	-0.93758	-1.2295	-1.2142	-1.5229	2.7895	0.055556	0.10526	0.12186	na	0.55	0.84211	0.079293	19	0	0	5.3555	3.4474	0.65789	-0.5522	0.081564	0.4	0.45	
-0.59468	-2.4413	-1.127	-1.128	-1.4778	-1.4465	-0.83158	0.14815	0.21429	0.20634	na	0.65	0.93158	0.099774	28	0	0	7.8923	6.6895	7.5211	-0.23621	-0.0165	0.25	0.35	
0.39741	1.567	-0.6952	-0.43259	-0.94557	-0.61596	1.9474	0.2	0.26923	0.38986	na	0.45	0.81579	0.14196	26	0	0	7.3286	8.0789	6.1316	0.15868	0.04161	0.4	0.5	
-0.56327	-4.7425	-0.85201	-0.89183	-1.1238	-1.1441	1.4211	0.095238	0.18182	0.14236	na	0.7	0.96316	0.10415	22	0	0	6.2011	5.2895	3.8684	-0.22785	0.035885	0.15	0.2	
-0.94556	-3.1864	-0.70774	-0.9043	-0.94663	-1.1482	-0.77895	0.05	0.095238	0.13395	na	0.6	0.93684	0.091632	21	0	0	5.9193	4.4526	5.2316	-0.38401	-0.020607	0.2	0.25	
-1.2567	-5.9787	-1.9454	-2.0259	-2.4095	-2.4713	0.86316	0	0	0.049329	na	0.65	0.91579	0.075092	18	0	0	5.0737	3.3789	2.5158	-0.51768	0.026641	0.25	0.3	
-1.1264	-5.2283	-1.0011	-1.203	-1.2448	-1.4528	1.5895	0	0	0.033818	na	0.55	0.89474	0.081245	12	0	0	3.3824	2.3211	0.73158	-0.48633	0.073587	0.3	0.35	
-1.6369	-8.4495	-1.5519	-1.8305	-1.9154	-2.2062	2.0737	0	0	0.0080038	na	0.65	0.94737	0.062362	15	0	0	4.228	2.3526	0.27895	-0.68746	0.076803	0.2	0.3	
-2.113	-2.8631	-2.4741	-2.7496	-2.9857	-3.2701	1.5474	0.30769	0.42857	0.31156	na	0.4	0.7	0.082322	14	0	0	3.9462	1.6684	0.12105	-0.89458	0.061404	0.55	0.65	
-0.83759	-5.8477	-1.6177	-1.6139	-2.034	-1.9996	1.9474	0.052632	0.1	0.090622	na	0.7	0.95263	0.087915	20	0	0	5.6374	4.3947	2.4474	-0.34163	0.054094	0.2	0.25	
-1.3051	-8.6873	-2.0198	-2.1033	-2.4776	-2.5453	1.6421	0	0	0.027598	na	0.7	0.95263	0.067931	16	0	0	4.5099	2.9263	1.2842	-0.54421	0.057018	0.2	0.3	
0.87795	-0.89794	-0.041475	0.26737	-0.14745	0.22536	1.7158	0.27273	0.30435	0.31243	na	0.6	0.93684	0.15984	23	0	0	6.483	7.9632	6.2474	0.35385	0.041444	0.2	0.25	
-0.067774	-3.2801	-0.55095	-0.47532	-0.75528	-0.64761	2.2316	0.15789	0.25	0.23122	na	0.65	0.93684	0.12093	20	0	0	5.6374	5.5368	3.3053	-0.027643	0.061988	0.2	0.3	
-1.5817	-9.0177	-0.42279	-0.89457	-0.62629	-1.1527	-6.5789	0.20588	0.22857	0.24145	na	0.85	0.98421	0.0692	35	0	0	9.8654	5.9211	12.5	-0.61966	-0.10443	0.1	0.15	
-1.0186	-6.9807	-1.3611	-1.4649	-1.7138	-1.8059	1.8211	0.058824	0.11111	0.083418	na	0.7	0.96316	0.083749	18	0	0	5.0737	3.7	1.8789	-0.41961	0.056205	0.15	0.2	
-0.69333	-3.2688	-0.93758	-1.0063	-1.2142	-1.2688	1.2737	0.055556	0.10526	0.097869	na	0.6	0.9	0.096534	19	0	0	5.3555	4.3737	3.1	-0.28414	0.037242	0.3	0.35	
-1.5088	-7.2115	-1.2189	-1.5165	-1.5612	-1.8738	1.0526	0	0	0.040896	na	0.7	0.91579	0.06707	21	0	0	5.9193	3.5789	2.5263	-0.61277	0.027847	0.3	0.35	
-2.1192	-7.0839	-2.8218	-3.0395	-3.4532	-3.6647	2.0105	0.11765	0.16667	0.12204	na	0.6	0.92105	0.072767	18	0	0	5.0737	2.2158	0.20526	-0.87299	0.062053	0.25	0.4	
-0.96501	-3.2124	-1.2078	-1.3195	-1.4938	-1.6004	1.6947	0.083333	0.15385	0.16611	na	0.5	0.86316	0.088277	13	0	0	3.6643	2.6895	0.99474	-0.41231	0.072425	0.35	0.5	
-2.3981	-9.3747	-3.635	-3.8019	-4.3863	-4.5397	1.5158	0	0	0.0027701	na	0.6	0.81053	0.050775	16	0	0	4.5099	1.6	0.084211	-1	0.052632	0.45	0.5	
-0.63562	-4.1559	-1.0041	-1.0414	-1.3182	-1.3323	-0.53684	0.083333	0.16	0.13235	na	0.7	0.95263	0.099902	25	0	0	7.0467	5.8895	6.4263	-0.25453	-0.01193	0.2	0.3	
-1.4719	-7.8389	-2.0175	-2.1594	-2.5427	-2.6671	2.5789	0	0	0.018447	na	0.75	0.95263	0.067566	24	0	0	6.7649	4.1842	1.6053	-0.59123	0.059698	0.2	0.25	
-0.50444	-4.9092	0.058987	-0.12429	-0.024809	-0.21794	0.8	0.15	0.2381	0.19031	na	0.7	0.96842	0.11123	21	0	0	5.9193	5.1368	4.3368	-0.20486	0.021164	0.1	0.2	
-1.0865	-7.5747	-1.2137	-1.3667	-1.5318	-1.6814	-0.14737	0	0	0.055416	na	0.7	0.96316	0.081296	17	0	0	4.7918	3.4	3.5474	-0.45016	-0.004816	0.15	0.25	
-1.1561	-7.3065	-1.9941	-2.0317	-2.5426	-2.5419	2.8842	0.035714	0.068966	0.087946	na	0.8	0.97368	0.078393	29	0	0	8.1742	5.7579	2.8737	-0.45814	0.055253	0.15	0.2	
-1.0029	-5.4913	-2.2557	-2.1924	-2.7007	-2.6082	2.1053	0	0	0.069896	na	0.8	0.97368	0.07776	36	0	0	10.147	7.5789	5.4737	-0.39228	0.032489	0.15	0.2	
0.51143	-0.63066	0.20681	0.34572	0.15232	0.3288	0.37895	0.19231	0.22222	0.22734	na	0.6	0.91579	0.14755	27	0	0	7.6105	8.6105	8.2316	0.20366	0.0077973	0.25	0.3	
-0.45375	-4.6805	-0.9069	-0.89946	-1.1678	-1.1378	2.1053	0	0	0.056483	na	0.65	0.94737	0.10601	17	0	0	4.7918	4.2105	2.1053	-0.188	0.068799	0.15	0.25	
-0.38117	-3.2402	-1.0974	-1.0306	-1.4196	-1.3154	2.2211	0.095238	0.13636	0.14785	na	0.65	0.95263	0.10923	22	0	0	6.2011	5.5842	3.3632	-0.15419	0.056087	0.15	0.25	
-0.84328	-3.5488	-0.39045	-0.61112	-0.58047	-0.81327	1.5895	0.10345	0.13333	0.1813	na	0.7	0.95789	0.0961	30	0	0	8.4561	6.6368	5.0474	-0.33343	0.029435	0.15	0.3	
-1.0185	-4.2571	-1.8334	-1.8528	-2.307	-2.2946	2.4737	0.047619	0.090909	0.10088	na	0.65	0.94737	0.084974	22	0	0	6.2011	4.5526	2.0789	-0.41201	0.062467	0.15	0.3	
