mlcoalsim version 094beta (20060305)
OUTPUT FILE: date Fri Mar 17 14:53:29 2006 

Input data from the file: /Users/user/Documents/WorkatUB/Stephan/FSall/S20/WallHudson_method/other_alternatives/expansion/R00/theta_avg/L1n20thetaS20D1m0x010R00

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          10000
Seed1:                 974

N_loci:                1
N_sites:               1000
N_samples:             20
Thetaw:                33.84
Recombination:         0
Nintn:                 1
Ts:                    0
Nrec:                  1
Npast:                 0.1
Tpast:                 0.025


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW*)	value(D/Dmin)	value(H/Hmin)	value(maxhap)	value(maxhap1)
-0.5214	-4.9387	-0.45216	-0.54943	-0.63935	-0.72958	0.64211	0.05	0.095238	0.13369	na	0.7	0.95263	0.10632	21	0	0	5.9193	5.1105	4.4684	-0.21175	0.016987	0.2	0.25	
-0.84293	0.65082	-0.60665	-0.78648	-0.82794	-1.0112	-1.1684	0.33333	0.45455	0.36449	na	0.4	0.69474	0.096661	22	0	0	6.2011	4.8368	6.0053	-0.34098	-0.029506	0.55	0.6	
-1.0865	-3.3038	-1.8273	-1.8709	-2.2598	-2.282	1.7474	0.0625	0.11765	0.13321	na	0.55	0.89474	0.086652	17	0	0	4.7918	3.4	1.6526	-0.45016	0.057104	0.3	0.4	
-1.5839	-5.0612	-2.2354	-2.3723	-2.6169	-2.7571	1.0526	0.125	0.22222	0.15645	na	0.45	0.81579	0.073635	9	0	0	2.5368	1.3684	0.31579	-0.71382	0.064977	0.4	0.6	
1.4573	1.9165	0.73147	1.1059	0.8083	1.2576	-0.83158	0.56522	0.59574	0.60366	na	0.6	0.94211	0.18414	47	0	0	13.248	18.058	18.889	0.56272	-0.0098295	0.2	0.3	
-1.4169	-7.6142	-1.8218	-1.9769	-2.1959	-2.3506	1.2526	0	0	0.013091	na	0.6	0.94211	0.07115	12	0	0	3.3824	2.0474	0.79474	-0.61173	0.057992	0.15	0.3	
-0.16847	-2.2477	-0.6952	-0.62752	-0.94557	-0.84125	2.4421	0.04	0.076923	0.093789	na	0.65	0.92632	0.1178	26	0	0	7.3286	7.0105	4.5684	-0.067268	0.052182	0.25	0.3	
-1.4011	-9.9887	-1.3611	-1.5952	-1.7138	-1.9538	1.4211	0.058824	0.11111	0.083968	na	0.75	0.96842	0.069003	18	0	0	5.0737	3.1842	1.7632	-0.57717	0.04386	0.15	0.25	
-1.8343	-9.6153	-2.2375	-2.4626	-2.7574	-2.9812	2.2526	0	0	0.073285	na	0.7	0.95263	0.054149	18	0	0	5.0737	2.6	0.34737	-0.75562	0.069526	0.2	0.3	
-0.32737	-3.495	0.15114	0.011043	0.084633	-0.061041	3.8421	0	0	0.045622	na	0.7	0.95263	0.11766	26	0	0	7.3286	6.7105	2.8684	-0.13071	0.082096	0.2	0.3	
-1.1683	-2.9057	-0.52854	-0.83013	-0.71126	-1.0323	2.3053	0.14286	0.26667	0.18866	na	0.5	0.87895	0.087443	15	0	0	4.228	2.8895	0.58421	-0.49067	0.08538	0.3	0.5	
-1.8486	-4.068	-2.9511	-3.0538	-2.9931	-3.1827	-1.7895	0.15789	0.2	0.16878	na	0.55	0.86842	0.10349	20	0	0	5.6374	2.8947	4.6842	-0.75402	-0.049708	0.35	0.4	
-0.27254	-2.6859	-0.52854	-0.52699	-0.71126	-0.69172	0.67368	0.14286	0.2	0.16566	na	0.55	0.92632	0.11467	15	0	0	4.228	3.9158	3.2421	-0.11446	0.024951	0.2	0.3	
1.4186	1.4114	0.5158	0.9082	0.52344	0.98387	0.85263	0.42105	0.45	0.4604	na	0.45	0.83684	0.18464	20	0	0	5.6374	7.7421	6.8895	0.57863	0.023684	0.3	0.4	
-1.8575	-6.3344	-2.5695	-2.744	-2.8986	-3.1101	0.81053	0.14286	0.18182	0.17007	na	0.65	0.92632	0.087269	22	0	0	6.2011	3.1947	2.3842	-0.75139	0.020468	0.25	0.4	
-1.509	-5.8828	-2.0198	-2.1724	-2.4776	-2.6233	1.8842	0.066667	0.125	0.13659	na	0.6	0.9	0.075797	16	0	0	4.5099	2.6789	0.79474	-0.62922	0.065424	0.3	0.45	
0.05816	-1.2755	-1.4423	-1.1618	-1.8505	-1.493	1.1474	0.041667	0.08	0.17706	na	0.6	0.81053	0.11922	25	0	0	7.0467	7.1526	6.0053	0.023289	0.025497	0.45	0.5	
-1.3061	-9.2225	-2.2341	-2.2798	-2.7182	-2.7442	1.7789	0.071429	0.13333	0.083431	na	0.7	0.95789	0.070333	15	0	0	4.228	2.7316	0.95263	-0.54855	0.065887	0.15	0.25	
-1.5025	-6.6419	-2.2375	-2.3496	-2.7574	-2.853	1.5684	0.058824	0.11111	0.080202	na	0.65	0.88421	0.067833	18	0	0	5.0737	3.0474	1.4789	-0.61897	0.048408	0.35	0.4	
-1.0901	-2.3265	-1.2078	-1.3616	-1.4938	-1.6473	1.0211	0	0	0.10672	na	0.45	0.78947	0.087548	13	0	0	3.6643	2.5632	1.5421	-0.46574	0.043635	0.45	0.6	
-1.2704	-5.2771	-1.6968	-1.8259	-2.0958	-2.2167	2.3579	0	0	0.020739	na	0.6	0.93684	0.079517	16	0	0	4.5099	2.9684	0.61053	-0.52974	0.081871	0.2	0.2	
-1.1417	-2.8835	-0.88138	-1.1148	-1.1661	-1.4078	1.4211	0.043478	0.083333	0.15584	na	0.6	0.94211	0.084391	24	0	0	6.7649	4.7632	3.3421	-0.4586	0.032895	0.15	0.25	
-1.8096	-8.6189	-1.6177	-1.9461	-2.034	-2.3787	-0.30526	0	0	0.054161	na	0.7	0.94737	0.059328	20	0	0	5.6374	2.9526	3.2579	-0.7381	-0.0084795	0.2	0.35	
-0.53301	-2.7431	-0.72771	-0.77907	-0.95059	-0.98891	2.2526	0.066667	0.125	0.15965	na	0.55	0.90526	0.10512	16	0	0	4.5099	3.8632	1.6105	-0.22226	0.078216	0.25	0.3	
-0.38123	-3.7658	-1.0041	-0.9539	-1.3182	-1.2314	1.8632	0.083333	0.16	0.1588	na	0.7	0.95263	0.10791	25	0	0	7.0467	6.3526	4.4895	-0.15266	0.041404	0.2	0.25	
-0.14913	-3.8632	-0.98521	-0.85891	-1.2882	-1.1157	2.3579	0.13636	0.17391	0.19027	na	0.7	0.95789	0.11529	23	0	0	6.483	6.2316	3.8737	-0.060106	0.056954	0.15	0.2	
-1.7952	-4.5113	-1.9454	-2.2093	-2.4095	-2.6795	0.46316	0.17647	0.27778	0.18176	na	0.55	0.89474	0.071741	18	0	0	5.0737	2.6526	2.1895	-0.73955	0.014295	0.3	0.45	
1.2578	1.6388	0.12943	0.53733	0.059497	0.54329	1.6316	0.28571	0.36364	0.43964	na	0.45	0.81579	0.17599	22	0	0	6.2011	8.2368	6.6053	0.50878	0.041201	0.4	0.4	
-0.78011	-2.2054	-1.0011	-1.0868	-1.2448	-1.3239	0.97895	0.090909	0.16667	0.11408	na	0.45	0.88947	0.10062	12	0	0	3.3824	2.6474	1.6684	-0.33681	0.045322	0.25	0.4	
-1.2158	-5.4351	-1.0011	-1.233	-1.2448	-1.486	1.8421	0	0	0.014326	na	0.55	0.87368	0.082488	12	0	0	3.3824	2.2368	0.39474	-0.52492	0.085283	0.35	0.45	
-0.60328	-4.3151	-1.2108	-1.2001	-1.5141	-1.4813	2.0211	0	0	0.038257	na	0.6	0.94211	0.10138	15	0	0	4.228	3.5368	1.5158	-0.25337	0.074854	0.15	0.3	
-1.3581	-9.8389	-1.9454	-2.0604	-2.4095	-2.5105	1.6421	0	0	0.038403	na	0.75	0.96842	0.067644	18	0	0	5.0737	3.2421	1.6	-0.55948	0.050682	0.15	0.25	
0.29417	-0.54775	-0.51334	-0.31988	-0.71784	-0.47289	2.1684	0.27273	0.43478	0.42487	na	0.55	0.9	0.1367	23	0	0	6.483	6.9789	4.8105	0.11856	0.052377	0.25	0.35	
-1.3772	-1.3133	-1.7741	-1.9264	-0.54788	-0.98591	-6.7684	0.27778	0.31579	0.29242	na	0.45	0.87895	0.12844	19	0	0	5.3555	3.4053	10.174	-0.56439	-0.19791	0.3	0.4	
-0.45963	-0.64911	-1.2078	-1.1494	-1.4938	-1.4109	0.92632	0.16667	0.23077	0.24677	na	0.4	0.7	0.11384	13	0	0	3.6643	3.2	2.2737	-0.19638	0.039586	0.55	0.55	
-0.68995	-2.3746	-1.3859	-1.3726	-1.8218	-1.7647	1.5474	0.055556	0.10811	0.095182	na	0.7	0.95789	0.099091	37	0	0	10.429	8.6158	7.0684	-0.26948	0.023234	0.15	0.25	
-1.0859	-8.1258	-1.8844	-1.9176	-2.3537	-2.3594	2.0526	0	0	0.043705	na	0.75	0.94211	0.075593	20	0	0	5.6374	4.0263	1.9737	-0.44292	0.057018	0.25	0.3	
-0.62843	-0.98224	-0.48362	-0.61263	-0.68802	-0.8135	-1.7158	0.12	0.15385	0.24218	na	0.55	0.86842	0.10435	26	0	0	7.3286	6.1421	7.8579	-0.25092	-0.036662	0.35	0.4	
0.11622	0.091858	-0.51334	-0.38096	-0.71784	-0.54309	1.6737	0.045455	0.086957	0.12453	na	0.5	0.87895	0.13041	23	0	0	6.483	6.6789	5.0053	0.046843	0.040427	0.3	0.3	
-1.2888	-7.3024	-2.0175	-2.0964	-2.5427	-2.5947	2.6947	0.043478	0.083333	0.061741	na	0.75	0.96842	0.073008	24	0	0	6.7649	4.5053	1.8105	-0.51768	0.062378	0.15	0.25	
0.36599	0.52163	-0.18742	-0.030314	-0.30986	-0.11703	0.13684	0.21429	0.26667	0.27792	na	0.4	0.81579	0.14434	15	0	0	4.228	4.6474	4.5105	0.15371	0.0050682	0.4	0.45	
-0.70397	-8.3285	-0.92898	-1.0036	-1.2359	-1.2924	1.2526	0	0	0.086043	na	0.85	0.98421	0.095869	28	0	0	7.8923	6.4684	5.2158	-0.27962	0.024854	0.1	0.2	
-2.0474	-1.7927	-2.8669	-3.0485	-2.8171	-3.0951	-0.82105	0.11111	0.2	0.11502	na	0.3	0.57368	0.11686	10	0	0	2.8187	1.1684	1.9895	-0.90739	-0.045614	0.65	0.8	
-1.6708	-8.5245	-1.7741	-2.0266	-2.2137	-2.4713	1.1368	0.11111	0.21053	0.1211	na	0.7	0.95263	0.058621	19	0	0	5.3555	2.9895	1.8526	-0.68472	0.033241	0.2	0.3	
-1.6713	-4.927	-1.6177	-1.8988	-2.034	-2.3248	1.6842	0.052632	0.1	0.10096	na	0.6	0.93158	0.063213	20	0	0	5.6374	3.1579	1.4737	-0.68167	0.046784	0.2	0.35	
-0.90166	-9.1178	-1.4296	-1.4817	-1.8437	-1.8686	2.9579	0	0	0.048805	na	0.85	0.98421	0.085365	27	0	0	7.6105	5.8474	2.8895	-0.35905	0.060862	0.1	0.15	
-1.1902	-7.5579	-2.1128	-2.1407	-2.5625	-2.5711	1.5368	0.076923	0.14286	0.14786	na	0.65	0.92632	0.079588	14	0	0	3.9462	2.6632	1.1263	-0.5039	0.060986	0.25	0.35	
-1.5491	-9.6955	-1.4423	-1.7148	-1.8505	-2.1311	3.5053	0.041667	0.08	0.056968	na	0.8	0.94737	0.064585	25	0	0	7.0467	4.2263	0.72105	-0.62032	0.077895	0.25	0.3	
-1.4206	-4.0604	-0.96331	-1.2766	-1.2539	-1.5867	1.7474	0	0	0.039754	na	0.6	0.9	0.073677	21	0	0	5.9193	3.7158	1.9684	-0.57694	0.046227	0.3	0.35	
-1.2985	-5.1535	-2.3606	-2.3812	-2.8372	-2.8393	1.6526	0.083333	0.15385	0.10429	na	0.55	0.88421	0.073275	13	0	0	3.6643	2.3526	0.7	-0.55478	0.070625	0.3	0.4	
-0.38907	-1.4935	-0.70774	-0.7138	-0.94663	-0.93024	1.1579	0.15	0.2381	0.22313	na	0.55	0.90526	0.11088	21	0	0	5.9193	5.3158	4.1579	-0.15801	0.030632	0.2	0.25	
-1.9916	-4.2687	-3.0226	-3.1621	-1.7182	-2.1997	-12.232	0.2	0.23077	0.21594	na	0.6	0.88947	0.10362	26	0	0	7.3286	3.5684	15.8	-0.7952	-0.26136	0.3	0.5	
-1.4478	-8.4507	-0.85201	-1.195	-1.1238	-1.4918	1.5053	0.047619	0.090909	0.12333	na	0.75	0.96316	0.070299	22	0	0	6.2011	3.8579	2.3526	-0.58564	0.038012	0.15	0.25	
-1.8466	-6.4967	-2.7477	-2.8855	-3.3518	-3.4751	1.1684	0.125	0.17647	0.14854	na	0.6	0.87895	0.082633	17	0	0	4.7918	2.4263	1.2579	-0.76508	0.038184	0.35	0.45	
-0.63093	-3.7839	-1.6455	-1.5645	-2.1342	-1.9959	-0.10526	0.030303	0.058824	0.065844	na	0.75	0.95789	0.096022	34	0	0	9.5836	8.0526	8.1579	-0.24758	-0.00172	0.2	0.25	
-1.0796	-2.311	-1.9763	-1.9911	-2.3894	-2.386	1.6737	0.16667	0.23077	0.20748	na	0.45	0.86842	0.095701	13	0	0	3.6643	2.5737	0.9	-0.46129	0.071525	0.3	0.3	
-1.7761	-5.9906	-2.4741	-2.6359	-2.9857	-3.1429	0.27368	0.15385	0.28571	0.15947	na	0.55	0.86842	0.062452	14	0	0	3.9462	2.0316	1.7579	-0.75195	0.01086	0.35	0.45	
-1.2344	-4.8354	-2.1341	-2.1732	-2.6238	-2.6391	1.3684	0	0	0.038246	na	0.6	0.91053	0.073248	17	0	0	4.7918	3.2105	1.8421	-0.51144	0.04472	0.25	0.45	
-0.70211	-4.2662	-1.4423	-1.4234	-1.8505	-1.7948	1.8526	0.083333	0.16	0.14957	na	0.7	0.94737	0.093644	25	0	0	7.0467	5.7684	3.9158	-0.28115	0.04117	0.2	0.25	
-0.8787	-4.0039	-1.0974	-1.2012	-1.4196	-1.511	2.1895	0	0	0.034246	na	0.65	0.95263	0.098869	22	0	0	6.2011	4.7789	2.5895	-0.35545	0.05529	0.15	0.25	
-0.71364	-4.2317	-1.3168	-1.3244	-1.7229	-1.6942	3.7158	0.064516	0.125	0.17388	na	0.75	0.95789	0.096345	32	0	0	9.0198	7.3842	3.6684	-0.28104	0.06451	0.2	0.25	
-0.7166	-3.6229	-1.7514	-1.6834	-2.1392	-2.0418	1.4	0	0	0.096515	na	0.55	0.90526	0.091471	14	0	0	3.9462	3.1737	1.7737	-0.30339	0.055556	0.2	0.25	
-0.80304	-2.9675	-0.70774	-0.85551	-0.94663	-1.0924	1.7684	0.05	0.095238	0.11401	na	0.6	0.95263	0.098833	21	0	0	5.9193	4.6737	2.9053	-0.32613	0.046784	0.15	0.25	
-0.65432	-1.615	-1.8334	-1.7279	-2.307	-2.1514	1.9684	0.14286	0.22727	0.17356	na	0.55	0.88947	0.098657	22	0	0	6.2011	5.1421	3.1737	-0.26468	0.049708	0.25	0.3	
-1.5672	-3.063	-2.1341	-2.2864	-2.6238	-2.7671	0.2	0.0625	0.11765	0.12288	na	0.5	0.75789	0.0924	17	0	0	4.7918	2.7842	2.5842	-0.64933	0.0065359	0.5	0.6	
-0.68364	-5.1458	-0.61141	-0.73646	-0.84571	-0.96491	1.8105	0.076923	0.14815	0.12494	na	0.75	0.96842	0.099651	27	0	0	7.6105	6.2737	4.4632	-0.27223	0.037254	0.15	0.25	
-0.99809	-5.0527	-1.7741	-1.7971	-2.2137	-2.21	1.4632	0.055556	0.10526	0.075388	na	0.65	0.93158	0.083546	19	0	0	5.3555	3.9421	2.4789	-0.40903	0.042782	0.2	0.3	
-0.23949	-1.8885	-0.075876	-0.14484	-0.19395	-0.2546	0.61053	0.10714	0.2069	0.21884	na	0.65	0.94211	0.11904	29	0	0	8.1742	7.6737	7.0632	-0.094902	0.011696	0.2	0.25	
-0.94216	-2.1583	-0.70774	-0.90314	-0.94663	-1.1469	-4.0316	0.2	0.28571	0.24505	na	0.55	0.90526	0.095383	21	0	0	5.9193	4.4579	8.4895	-0.38263	-0.10666	0.25	0.45	
-1.4612	-7.3678	-2.6659	-2.6874	-3.2411	-3.2355	1.2632	0.066667	0.125	0.093361	na	0.65	0.85263	0.060713	16	0	0	4.5099	2.7368	1.4737	-0.60932	0.04386	0.4	0.45	
-0.66731	-1.9962	-1.0843	-1.118	-1.3946	-1.4073	1.8211	0.052632	0.1	0.1386	na	0.55	0.83684	0.098436	20	0	0	5.6374	4.6474	2.8263	-0.27218	0.050585	0.4	0.45	
-0.29406	0.22788	0.31456	0.1574	0.28246	0.11695	1.0316	0.05	0.095238	0.14318	na	0.45	0.87368	0.1209	21	0	0	5.9193	5.4632	4.4316	-0.11942	0.02729	0.3	0.35	
-0.79326	-2.0863	-0.081638	-0.3362	-0.18709	-0.45795	-3.2211	0.2	0.25	0.2145	na	0.5	0.86316	0.099001	16	0	0	4.5099	3.5474	6.7684	-0.33078	-0.11184	0.3	0.55	
1.0079	0.57917	0.3855	0.66498	0.37272	0.71306	2.2316	0.29412	0.31429	0.34229	na	0.6	0.93684	0.16625	35	0	0	9.8654	12.379	10.147	0.39487	0.035422	0.2	0.3	
-0.84376	-1.141	-0.96331	-1.0791	-1.2539	-1.3608	-0.88421	0.1	0.19048	0.12286	na	0.5	0.89474	0.095345	21	0	0	5.9193	4.6105	5.4947	-0.34267	-0.023392	0.25	0.25	
-1.7562	-9.7971	-1.8273	-2.0985	-2.2598	-2.5395	0.97895	0	0	0.0095227	na	0.7	0.93684	0.060774	17	0	0	4.7918	2.5421	1.5632	-0.72763	0.031992	0.25	0.35	
-1.1604	-6.1174	-1.5205	-1.6439	-1.8958	-2.0101	1.9789	0.0625	0.11765	0.087895	na	0.65	0.90526	0.076211	17	0	0	4.7918	3.3053	1.3263	-0.4808	0.064671	0.3	0.35	
-1.5482	-6.3985	-1.7741	-1.9848	-2.2137	-2.4236	2.6421	0.055556	0.10526	0.10413	na	0.65	0.94737	0.068694	19	0	0	5.3555	3.1632	0.52105	-0.63445	0.077255	0.15	0.3	
-1.1561	-2.0914	-0.26769	-0.61852	-0.42881	-0.8143	-2.3789	0.035714	0.068966	0.075264	na	0.6	0.90526	0.085926	29	0	0	8.1742	5.7579	8.1368	-0.45814	-0.045574	0.3	0.35	
-1.1923	-6.6079	-2.0198	-2.065	-2.4776	-2.5021	1.9158	0	0	0.053721	na	0.65	0.93684	0.076827	16	0	0	4.5099	3.0632	1.1474	-0.49718	0.06652	0.2	0.35	
-0.23415	-3.1917	-0.81597	-0.74898	-1.0952	-0.98963	-0.11579	0.11538	0.18519	0.19836	na	0.7	0.91579	0.11415	27	0	0	7.6105	7.1526	7.2684	-0.093239	-0.0023825	0.3	0.4	
-0.8835	-3.5609	-1.5519	-1.5755	-1.9154	-1.9197	1.6947	0.071429	0.13333	0.11768	na	0.55	0.88947	0.098618	15	0	0	4.228	3.2158	1.5211	-0.37106	0.062768	0.25	0.35	
-0.82202	-3.7905	-1.468	-1.4856	-1.9209	-1.8993	2.1895	0.085714	0.16667	0.1231	na	0.75	0.95789	0.093487	36	0	0	10.147	8.0421	5.8526	-0.32154	0.033788	0.2	0.25	
-0.78892	-2.0807	-1.0507	-1.1315	-1.3323	-1.4021	1.3158	0	0	0.044747	na	0.5	0.88947	0.10144	16	0	0	4.5099	3.5526	2.2368	-0.32897	0.045687	0.3	0.4	
-0.85594	-1.4755	-1.5519	-1.5662	-1.9154	-1.9092	-1.6105	0.14286	0.2	0.1772	na	0.45	0.83684	0.094869	15	0	0	4.228	3.2474	4.8579	-0.35948	-0.059649	0.3	0.35	
-2.1785	-5.5535	-3.145	-3.327	-2.7775	-3.1441	-6.2316	0.21429	0.24138	0.21867	na	0.65	0.91579	0.099354	29	0	0	8.1742	3.6211	9.8526	-0.86329	-0.11938	0.25	0.45	
-0.38521	-6.913	-0.65417	-0.66855	-0.89073	-0.88271	2.3895	0.17391	0.25	0.20475	na	0.8	0.97368	0.10806	24	0	0	6.7649	6.0895	3.7	-0.15473	0.055312	0.15	0.2	
-1.2238	-4.9392	-1.73	-1.8382	-2.1757	-2.2671	2.1474	0.05	0.095238	0.11868	na	0.65	0.94737	0.077934	21	0	0	5.9193	4.0211	1.8737	-0.49701	0.056809	0.15	0.2	
-0.59605	-0.8686	-0.19659	-0.36532	-0.33208	-0.50632	-3.5895	0.25	0.38095	0.44418	na	0.5	0.86316	0.10689	21	0	0	5.9193	4.9947	8.5842	-0.24207	-0.09496	0.35	0.45	
-1.469	-13.859	-1.8844	-2.0486	-2.3537	-2.5088	0.073684	0	0	0.040845	na	0.85	0.98421	0.066926	20	0	0	5.6374	3.4579	3.3842	-0.59919	0.0020468	0.1	0.2	
-1.774	-2.4437	-2.6415	-2.7755	-1.3147	-1.791	-16.284	0.24242	0.26471	0.25565	na	0.6	0.9	0.11468	34	0	0	9.5836	5.2789	21.563	-0.69614	-0.26608	0.3	0.35	
0.75787	0.60102	-0.30579	0.0041198	-0.44606	-0.082998	-0.26316	0.23077	0.28571	0.43385	na	0.4	0.80526	0.15537	14	0	0	3.9462	4.7632	5.0263	0.32087	-0.010443	0.35	0.45	
-0.20471	-4.5668	-0.48362	-0.46668	-0.68802	-0.64481	-0.32632	0.16	0.23077	0.21059	na	0.75	0.96316	0.11778	26	0	0	7.3286	6.9421	7.2684	-0.081737	-0.0069726	0.15	0.2	
-0.73042	-3.3251	-1.3358	-1.3459	-1.7167	-1.6965	3.3895	0.043478	0.083333	0.10925	na	0.65	0.94211	0.093211	24	0	0	6.7649	5.4842	2.0947	-0.2934	0.07846	0.2	0.25	
-0.34025	-5.216	-0.65875	-0.65694	-0.88105	-0.85743	2.5895	0.055556	0.10526	0.091801	na	0.7	0.96842	0.11026	19	0	0	5.3555	4.8737	2.2842	-0.13944	0.075716	0.1	0.2	
-0.51566	-2.7201	-0.40467	-0.50761	-0.56884	-0.66701	2.2947	0	0	0.079031	na	0.55	0.90526	0.10655	16	0	0	4.5099	3.8842	1.5895	-0.21502	0.079678	0.25	0.3	
-1.9642	-11.802	-2.6991	-2.8873	-3.0934	-3.3134	0.85263	0.043478	0.083333	0.082106	na	0.8	0.96316	0.059692	24	0	0	6.7649	3.3211	2.4684	-0.78899	0.019737	0.2	0.25	
-1.5326	-5.6873	-0.96331	-1.3149	-1.2539	-1.6306	1.2947	0.05	0.095238	0.13082	na	0.65	0.94211	0.068439	21	0	0	5.9193	3.5421	2.2474	-0.62241	0.034252	0.2	0.25	
-0.96931	-2.1957	-1.4745	-1.5414	-1.8684	-1.915	-3.0632	0.15	0.2381	0.17669	na	0.55	0.86842	0.086836	21	0	0	5.9193	4.4158	7.4789	-0.39366	-0.081036	0.35	0.45	
-1.3275	-4.286	-2.2322	-2.2851	-2.6715	-2.7122	0.78947	0	0	0.042726	na	0.5	0.79474	0.071039	12	0	0	3.3824	2.1316	1.3421	-0.57315	0.03655	0.45	0.5	
-1.6448	-6.6877	-1.4952	-1.7888	-1.8806	-2.1869	2.5789	0	0	0.031605	na	0.65	0.93158	0.063925	19	0	0	5.3555	3.0263	0.44737	-0.67405	0.075408	0.25	0.35	
-1.5858	-3.5196	-1.2127	-1.5192	-1.3876	-1.7085	0.62105	0	0	0.0059334	na	0.3	0.51579	0.080846	5	0	0	1.4093	0.67895	0.057895	-0.80321	0.069006	0.7	0.8	
-0.89403	-1.5617	-1.7741	-1.7616	-2.2137	-2.1696	1.9684	0.055556	0.10526	0.095009	na	0.5	0.89474	0.098847	19	0	0	5.3555	4.0895	2.1211	-0.36638	0.057556	0.25	0.4	
-0.19919	-0.98854	0.11594	0.026098	0.040918	-0.046474	-3.0105	0.21429	0.24138	0.29084	na	0.6	0.93158	0.12212	29	0	0	8.1742	7.7579	10.768	-0.078936	-0.057673	0.2	0.25	
-0.38951	-3.0445	0.19446	0.025719	0.13775	-0.040639	-3.4	0.18182	0.21739	0.25787	na	0.65	0.95263	0.11698	23	0	0	6.483	5.8263	9.2263	-0.15699	-0.082126	0.15	0.25	
-1.5974	-8.9558	-2.0788	-2.2524	-2.6028	-2.765	2.9158	0	0	0.011264	na	0.75	0.96842	0.069035	22	0	0	6.2011	3.6158	0.7	-0.64615	0.073631	0.15	0.25	
-0.90541	-5.1857	-0.77687	-0.94647	-1.018	-1.1889	2.6526	0	0	0.070521	na	0.65	0.95263	0.092457	18	0	0	5.0737	3.8526	1.2	-0.37298	0.081871	0.15	0.25	
-1.0498	-8.8645	-1.3611	-1.4755	-1.7138	-1.818	2.1579	0	0	0.036264	na	0.75	0.96842	0.082703	18	0	0	5.0737	3.6579	1.5	-0.43247	0.066602	0.15	0.2	
-1.1417	-4.021	-2.2447	-2.2321	-2.818	-2.7622	2.6842	0	0	0.053631	na	0.65	0.91579	0.080937	24	0	0	6.7649	4.7632	2.0789	-0.4586	0.062135	0.25	0.3	
-1.214	-5.1469	-2.0198	-2.0724	-2.4776	-2.5104	2.1789	0	0	0.089745	na	0.6	0.91053	0.073563	16	0	0	4.5099	3.0368	0.85789	-0.50623	0.075658	0.25	0.45	
-1.6625	-5.5519	-1.069	-1.4443	-1.3659	-1.7682	0.82105	0.058824	0.11111	0.065632	na	0.6	0.87895	0.06286	18	0	0	5.0737	2.8316	2.0105	-0.68488	0.025341	0.35	0.4	
-1.0331	-5.8163	-1.5205	-1.6006	-1.8958	-1.9612	2.4105	0.0625	0.11765	0.12534	na	0.65	0.94211	0.084699	17	0	0	4.7918	3.4684	1.0579	-0.42803	0.078775	0.2	0.25	
1.0832	1.8855	-0.1011	0.28662	-0.21472	0.24395	0.83158	0.38889	0.42105	0.43095	na	0.4	0.80526	0.16973	19	0	0	5.3555	6.8895	6.0579	0.44391	0.024315	0.4	0.45	
-1.1001	-4.9616	-1.351	-1.4848	-1.7143	-1.8391	2.8526	0.052632	0.1	0.097816	na	0.65	0.94211	0.083031	20	0	0	5.6374	4.0053	1.1526	-0.44871	0.07924	0.2	0.25	
-1.3635	-3.4765	-1.4571	-1.6626	-1.8586	-2.0628	-0.36842	0	0	0.078108	na	0.6	0.91053	0.077863	23	0	0	6.483	4.1842	4.5526	-0.54956	-0.0088991	0.25	0.45	
0.46432	-0.009003	0.15114	0.28375	0.084633	0.25415	-1.5895	0.16	0.19231	0.22951	na	0.55	0.9	0.14651	26	0	0	7.3286	8.2053	9.7947	0.18539	-0.033963	0.3	0.3	
-1.1165	-4.0174	-2.4368	-2.3804	-3.0904	-2.9735	2.5158	0.068966	0.1	0.1299	na	0.7	0.91579	0.076671	30	0	0	8.4561	6.0474	3.5316	-0.44147	0.046589	0.3	0.35	
0.20228	1.3967	-0.060445	0.020165	-0.17292	-0.061041	3.7368	0.28	0.42308	0.33359	na	0.45	0.88947	0.13803	26	0	0	7.3286	7.7105	3.9737	0.080767	0.079847	0.25	0.45	
-1.9826	-8.3031	-2.8218	-2.993	-3.4532	-3.6119	1.2211	0	0	0.0058434	na	0.65	0.88421	0.058002	18	0	0	5.0737	2.4	1.1789	-0.81672	0.037687	0.35	0.4	
-1.4094	-3.6078	-1.6452	-1.8282	-1.9778	-2.1649	0.68421	0	0	0.022233	na	0.45	0.78947	0.084736	11	0	0	3.1006	1.8684	1.1842	-0.6159	0.034556	0.45	0.6	
-1.9966	-9.1583	-2.3606	-2.6162	-2.3894	-2.7299	-0.38947	0	0	0.044154	na	0.6	0.9	0.057295	13	0	0	3.6643	1.6474	2.0368	-0.85308	-0.016644	0.3	0.45	
-1.4826	-5.916	-1.4423	-1.692	-1.8505	-2.1047	3.4316	0	0	0.064601	na	0.7	0.93158	0.067903	25	0	0	7.0467	4.3474	0.91579	-0.59369	0.076257	0.25	0.3	
